时间,港口合计(万吨),沿海港口(万吨),内河港口(万吨),北方港口(万吨),南方港口(万吨),华东港口(万吨),华南港口(万吨),_ID,_DATA_TIME,_ACTIVE,_CREATE_ID,_CREATE_TIME,_UPDATE_ID,_UPDATE_TIME,_REMARK,_CHANGE_LOG,_RESERVE
2018-07-19,6655.40,5497.10,1158.30,3197.00,3458.40,2272.50,1522.10,300,2018-07-19 00:00:00,1,0,2024-07-20 11:26:43,0,2024-07-20 11:26:43,,,
2018-07-12,6591.00,5430.00,1161.00,3133.00,3458.00,2289.60,1513.00,301,2018-07-12 00:00:00,1,0,2024-07-20 11:26:47,0,2024-07-20 11:26:47,,,
2018-07-05,6549.70,5406.80,1142.90,3111.30,3438.40,2244.80,1531.50,302,2018-07-05 00:00:00,1,0,2024-07-20 11:26:47,0,2024-07-20 11:26:47,,,
2018-06-28,6376.60,5212.60,1164.00,3026.50,3350.10,2220.60,1451.10,303,2018-06-28 00:00:00,1,0,2024-07-20 11:26:47,0,2024-07-20 11:26:47,,,
2018-06-21,6208.50,5073.20,1135.30,2922.90,3285.60,2193.40,1427.30,304,2018-06-21 00:00:00,1,0,2024-07-20 11:26:47,0,2024-07-20 11:26:47,,,
2018-06-14,6164.30,5040.70,1123.70,2855.50,3308.80,2172.50,1450.10,305,2018-06-14 00:00:00,1,0,2024-07-20 11:26:47,0,2024-07-20 11:26:47,,,
2018-06-07,6077.70,4964.60,1113.10,2798.50,3279.20,2181.20,1441.10,306,2018-06-07 00:00:00,1,0,2024-07-20 11:26:47,0,2024-07-20 11:26:47,,,
2018-05-31,5863.20,4764.90,1098.30,2700.10,3163.10,2127.80,1400.80,307,2018-05-31 00:00:00,1,0,2024-07-20 11:26:47,0,2024-07-20 11:26:47,,,
2018-05-24,5975.00,4879.30,1095.70,2806.40,3168.60,2092.00,1431.90,308,2018-05-24 00:00:00,1,0,2024-07-20 11:26:47,0,2024-07-20 11:26:47,,,
2018-05-17,5938.40,4874.40,1064.00,2806.70,3131.70,2024.50,1448.70,309,2018-05-17 00:00:00,1,0,2024-07-20 11:26:47,0,2024-07-20 11:26:47,,,
2018-05-10,5728.20,4708.90,1019.30,2660.90,3067.30,1946.00,1481.00,310,2018-05-10 00:00:00,1,0,2024-07-20 11:26:47,0,2024-07-20 11:26:47,,,
2018-05-03,5739.60,4758.50,981.10,2723.50,3016.10,1927.00,1461.00,311,2018-05-03 00:00:00,1,0,2024-07-20 11:26:47,0,2024-07-20 11:26:47,,,
2018-04-26,5742.30,4785.50,956.80,2783.70,2958.60,1905.10,1406.80,312,2018-04-26 00:00:00,1,0,2024-07-20 11:26:47,0,2024-07-20 11:26:47,,,
2018-04-19,5804.70,4867.50,937.20,2812.00,2992.70,1840.40,1489.50,313,2018-04-19 00:00:00,1,0,2024-07-20 11:26:47,0,2024-07-20 11:26:47,,,
2018-04-12,5990.30,5048.10,942.20,2917.80,3072.50,1835.40,1560.30,314,2018-04-12 00:00:00,1,0,2024-07-20 11:26:47,0,2024-07-20 11:26:47,,,
2018-04-05,5818.50,4916.70,901.80,2786.60,3031.90,1743.60,1579.10,315,2018-04-05 00:00:00,1,0,2024-07-20 11:26:47,0,2024-07-20 11:26:47,,,
2018-03-29,5468.10,4605.90,862.20,2547.40,2920.70,1694.80,1499.50,316,2018-03-29 00:00:00,1,0,2024-07-20 11:26:47,0,2024-07-20 11:26:47,,,
2018-03-22,5548.80,4726.40,822.40,2622.60,2926.20,1639.50,1548.80,317,2018-03-22 00:00:00,1,0,2024-07-20 11:26:47,0,2024-07-20 11:26:47,,,
2018-03-15,5233.30,4380.30,853.00,2370.10,2863.20,1690.60,1434.20,318,2018-03-15 00:00:00,1,0,2024-07-20 11:26:47,0,2024-07-20 11:26:47,,,
2018-03-08,5292.60,4453.40,839.20,2404.30,2888.30,1711.30,1432.10,319,2018-03-08 00:00:00,1,0,2024-07-20 11:26:47,0,2024-07-20 11:26:47,,,
2018-03-01,5070.30,4267.70,802.60,2264.60,2805.70,1686.80,1372.10,320,2018-03-01 00:00:00,1,0,2024-07-20 11:26:47,0,2024-07-20 11:26:47,,,
2018-02-22,4725.70,4011.50,714.20,2197.20,2528.50,1474.60,1289.90,321,2018-02-22 00:00:00,1,0,2024-07-20 11:26:47,0,2024-07-20 11:26:47,,,
2018-02-08,4520.30,3911.80,608.50,2206.30,2314.00,1329.00,1217.50,322,2018-02-08 00:00:00,1,0,2024-07-20 11:26:47,0,2024-07-20 11:26:47,,,
2018-02-01,4641.60,4025.70,615.90,2300.60,2341.00,1366.10,1206.10,323,2018-02-01 00:00:00,1,0,2024-07-20 11:26:47,0,2024-07-20 11:26:47,,,
2018-01-25,4738.50,4117.40,621.10,2380.10,2358.40,1403.30,1186.80,324,2018-01-25 00:00:00,1,0,2024-07-20 11:26:47,0,2024-07-20 11:26:47,,,
2018-01-18,4672.40,4028.20,644.20,2267.90,2404.50,1453.70,1194.30,325,2018-01-18 00:00:00,1,0,2024-07-20 11:26:47,0,2024-07-20 11:26:47,,,
2018-01-11,4673.70,4006.50,667.20,2246.40,2427.30,1516.20,1164.10,326,2018-01-11 00:00:00,1,0,2024-07-20 11:26:47,0,2024-07-20 11:26:47,,,
2018-01-04,4720.90,4029.90,691.00,2227.00,2493.90,1574.80,1186.90,327,2018-01-04 00:00:00,1,0,2024-07-20 11:26:47,0,2024-07-20 11:26:47,,,
2017-12-29,4848.80,4146.70,702.10,2373.10,2475.70,1629.10,1143.60,328,2017-12-29 00:00:00,1,0,2024-07-20 11:26:47,0,2024-07-20 11:26:47,,,
2017-12-22,4858.10,4131.50,726.60,2323.10,2535.00,1650.60,1182.40,329,2017-12-22 00:00:00,1,0,2024-07-20 11:26:47,0,2024-07-20 11:26:47,,,
2017-12-14,4914.10,4157.70,756.40,2339.60,2574.50,1738.40,1145.10,330,2017-12-14 00:00:00,1,0,2024-07-20 11:26:47,0,2024-07-20 11:26:47,,,
2017-12-07,4828.30,4068.10,760.20,2286.10,2542.20,1671.20,1184.00,331,2017-12-07 00:00:00,1,0,2024-07-20 11:26:50,0,2024-07-20 11:26:50,,,
2017-11-30,4979.40,4219.60,759.80,2442.40,2537.00,1638.50,1207.20,332,2017-11-30 00:00:00,1,0,2024-07-20 11:26:50,0,2024-07-20 11:26:50,,,
2017-11-23,5199.30,4413.80,785.60,2487.30,2712.10,1667.40,1334.50,333,2017-11-23 00:00:00,1,0,2024-07-20 11:26:50,0,2024-07-20 11:26:50,,,
2017-11-16,5118.00,4342.10,775.90,2432.70,2685.30,1644.50,1323.40,334,2017-11-16 00:00:00,1,0,2024-07-20 11:26:50,0,2024-07-20 11:26:50,,,
2017-11-09,5237.60,4454.00,783.60,2448.70,2788.90,1619.60,1438.30,335,2017-11-09 00:00:00,1,0,2024-07-20 11:26:50,0,2024-07-20 11:26:50,,,
2017-11-02,5094.60,4314.00,780.60,2390.00,2704.60,1546.20,1412.00,336,2017-11-02 00:00:00,1,0,2024-07-20 11:26:50,0,2024-07-20 11:26:50,,,
2017-10-26,5139.70,4360.50,779.20,2408.40,2731.30,1526.70,1450.10,337,2017-10-26 00:00:00,1,0,2024-07-20 11:26:50,0,2024-07-20 11:26:50,,,
2017-10-19,5087.00,4290.80,796.20,2360.80,2726.20,1508.50,1458.20,338,2017-10-19 00:00:00,1,0,2024-07-20 11:26:50,0,2024-07-20 11:26:50,,,
2017-10-12,5223.20,4391.70,831.50,2423.10,2800.10,1559.00,1479.60,339,2017-10-12 00:00:00,1,0,2024-07-20 11:26:50,0,2024-07-20 11:26:50,,,
2017-10-05,5059.90,4250.00,809.90,2335.20,2724.70,1507.40,1456.80,340,2017-10-05 00:00:00,1,0,2024-07-20 11:26:50,0,2024-07-20 11:26:50,,,
2017-09-28,4987.30,4200.70,786.60,2320.40,2666.90,1453.50,1452.30,341,2017-09-28 00:00:00,1,0,2024-07-20 11:26:50,0,2024-07-20 11:26:50,,,
2017-09-21,4870.60,4102.50,768.10,2266.30,2604.30,1406.00,1438.20,342,2017-09-21 00:00:00,1,0,2024-07-20 11:26:50,0,2024-07-20 11:26:50,,,
2017-09-14,4897.20,4137.70,759.50,2256.70,2640.50,1411.40,1465.00,343,2017-09-14 00:00:00,1,0,2024-07-20 11:26:50,0,2024-07-20 11:26:50,,,
2017-09-07,4916.60,4181.70,734.90,2291.60,2625.00,1393.80,1481.10,344,2017-09-07 00:00:00,1,0,2024-07-20 11:26:50,0,2024-07-20 11:26:50,,,
2017-08-31,4831.00,4108.20,722.80,2303.30,2527.70,1355.90,1406.90,345,2017-08-31 00:00:00,1,0,2024-07-20 11:26:50,0,2024-07-20 11:26:50,,,
2017-08-24,4942.90,4187.30,755.60,2298.70,2644.20,1437.70,1440.60,346,2017-08-24 00:00:00,1,0,2024-07-20 11:26:50,0,2024-07-20 11:26:50,,,
2017-08-17,4997.10,4182.50,814.60,2290.00,2707.10,1528.70,1417.50,347,2017-08-17 00:00:00,1,0,2024-07-20 11:26:50,0,2024-07-20 11:26:50,,,
2017-08-10,5231.10,4352.30,878.80,2417.70,2813.40,1580.90,1478.60,348,2017-08-10 00:00:00,1,0,2024-07-20 11:26:50,0,2024-07-20 11:26:50,,,
2017-08-03,5212.90,4305.50,907.40,2431.50,2781.40,1609.50,1412.00,349,2017-08-03 00:00:00,1,0,2024-07-20 11:26:50,0,2024-07-20 11:26:50,,,
2017-07-27,5430.20,4475.90,954.30,2506.80,2923.40,1671.70,1494.10,350,2017-07-27 00:00:00,1,0,2024-07-20 11:26:50,0,2024-07-20 11:26:50,,,
2017-07-20,5513.10,4525.20,987.90,2613.00,2900.10,1722.30,1435.20,351,2017-07-20 00:00:00,1,0,2024-07-20 11:26:50,0,2024-07-20 11:26:50,,,
2017-07-13,5600.10,4602.90,997.20,2630.30,2969.80,1737.60,1481.60,352,2017-07-13 00:00:00,1,0,2024-07-20 11:26:50,0,2024-07-20 11:26:50,,,
2017-07-06,5499.10,4546.20,952.80,2638.10,2861.00,1679.20,1434.10,353,2017-07-06 00:00:00,1,0,2024-07-20 11:26:50,0,2024-07-20 11:26:50,,,
2017-06-29,5461.90,4560.60,901.30,2683.00,2778.90,1652.50,1406.60,354,2017-06-29 00:00:00,1,0,2024-07-20 11:26:50,0,2024-07-20 11:26:50,,,
2017-06-22,5507.40,4663.00,844.40,2763.60,2743.80,1592.60,1449.40,355,2017-06-22 00:00:00,1,0,2024-07-20 11:26:50,0,2024-07-20 11:26:50,,,
2017-06-15,5642.00,4849.10,792.80,2943.20,2698.80,1544.10,1458.90,356,2017-06-15 00:00:00,1,0,2024-07-20 11:26:50,0,2024-07-20 11:26:50,,,
2017-06-08,5503.70,4746.30,757.40,2861.50,2642.20,1497.50,1443.90,357,2017-06-08 00:00:00,1,0,2024-07-20 11:26:50,0,2024-07-20 11:26:50,,,
2017-06-01,5504.60,4798.40,706.20,2871.70,2632.90,1421.30,1512.80,358,2017-06-01 00:00:00,1,0,2024-07-20 11:26:50,0,2024-07-20 11:26:50,,,
2017-05-25,5445.30,4747.30,698.10,2844.60,2600.70,1419.60,1471.50,359,2017-05-25 00:00:00,1,0,2024-07-20 11:26:50,0,2024-07-20 11:26:50,,,
2017-05-18,5321.70,4636.40,685.30,2805.90,2515.80,1354.70,1440.60,360,2017-05-18 00:00:00,1,0,2024-07-20 11:26:50,0,2024-07-20 11:26:50,,,
2017-05-11,5331.10,4640.60,690.60,2763.70,2567.40,1368.80,1479.00,361,2017-05-11 00:00:00,1,0,2024-07-20 11:26:53,0,2024-07-20 11:26:53,,,
2017-05-04,5209.00,4500.80,708.20,2706.30,2502.70,1350.10,1428.00,362,2017-05-04 00:00:00,1,0,2024-07-20 11:26:53,0,2024-07-20 11:26:53,,,
2017-04-27,5077.00,4383.90,693.00,2656.80,2420.10,1318.60,1364.30,363,2017-04-27 00:00:00,1,0,2024-07-20 11:26:53,0,2024-07-20 11:26:53,,,
2017-04-20,5109.00,4435.00,674.10,2676.30,2432.70,1318.30,1374.70,364,2017-04-20 00:00:00,1,0,2024-07-20 11:26:53,0,2024-07-20 11:26:53,,,
2017-04-13,4978.60,4286.40,692.20,2630.50,2348.10,1294.40,1312.50,365,2017-04-13 00:00:00,1,0,2024-07-20 11:26:53,0,2024-07-20 11:26:53,,,
2017-04-06,4940.80,4275.80,665.10,2507.10,2433.70,1269.20,1413.40,366,2017-04-06 00:00:00,1,0,2024-07-20 11:26:53,0,2024-07-20 11:26:53,,,
2017-03-30,4600.70,3965.20,635.50,2400.90,2199.80,1185.90,1240.30,367,2017-03-30 00:00:00,1,0,2024-07-20 11:26:53,0,2024-07-20 11:26:53,,,
2017-03-23,4446.00,3808.40,637.60,2261.20,2184.70,1186.40,1230.20,368,2017-03-23 00:00:00,1,0,2024-07-20 11:26:53,0,2024-07-20 11:26:53,,,
2017-03-16,4243.90,3634.90,609.00,2146.00,2097.80,1172.20,1153.90,369,2017-03-16 00:00:00,1,0,2024-07-20 11:26:53,0,2024-07-20 11:26:53,,,
2017-03-09,4279.70,3670.10,609.70,2039.80,2240.00,1205.00,1265.20,370,2017-03-09 00:00:00,1,0,2024-07-20 11:26:53,0,2024-07-20 11:26:53,,,
2017-03-02,4225.90,3601.80,624.20,2012.90,2213.10,1258.10,1185.90,371,2017-03-02 00:00:00,1,0,2024-07-20 11:26:53,0,2024-07-20 11:26:53,,,
2017-02-23,4299.20,3666.90,632.40,2034.50,2264.70,1251.60,1241.30,372,2017-02-23 00:00:00,1,0,2024-07-20 11:26:53,0,2024-07-20 11:26:53,,,
2017-02-16,4376.50,3750.70,625.80,2068.50,2308.00,1241.10,1292.10,373,2017-02-16 00:00:00,1,0,2024-07-20 11:26:53,0,2024-07-20 11:26:53,,,
2017-02-09,4502.80,3888.90,613.90,2142.50,2360.30,1266.20,1317.10,374,2017-02-09 00:00:00,1,0,2024-07-20 11:26:53,0,2024-07-20 11:26:53,,,
2017-02-02,4477.40,3886.00,591.40,2202.40,2275.00,1144.00,1335.60,375,2017-02-02 00:00:00,1,0,2024-07-20 11:26:53,0,2024-07-20 11:26:53,,,
2017-01-26,4444.70,3853.60,591.10,2237.50,2207.20,1146.70,1268.10,376,2017-01-26 00:00:00,1,0,2024-07-20 11:26:53,0,2024-07-20 11:26:53,,,
2017-01-19,4232.70,3654.00,578.70,2231.50,2001.10,1134.30,1074.50,377,2017-01-19 00:00:00,1,0,2024-07-20 11:26:53,0,2024-07-20 11:26:53,,,
2017-01-12,4387.70,3791.50,596.20,2336.20,2051.50,1163.30,1106.30,378,2017-01-12 00:00:00,1,0,2024-07-20 11:26:53,0,2024-07-20 11:26:53,,,
2017-01-05,4690.60,4052.20,638.40,2616.90,2073.70,1234.00,1051.80,379,2017-01-05 00:00:00,1,0,2024-07-20 11:26:53,0,2024-07-20 11:26:53,,,
2024-07-29,7123.30,5920.80,1202.50,3161.60,3961.70,2311.30,2074.80,382,2024-07-29 00:00:00,1,0,2024-08-01 10:40:04,0,2024-08-01 10:40:04,,,
2024-07-22,7179.90,5948.50,1231.40,3209.50,3970.30,2361.40,2059.40,383,2024-07-22 00:00:00,1,0,2024-08-01 10:40:04,0,2024-08-01 10:40:04,,,
2024-11-04,6802.70,5856.80,945.80,3525.10,3277.50,1995.40,1785.00,384,2024-11-04 00:00:00,1,0,2024-11-07 01:42:12,0,2024-11-07 01:42:12,,,
2024-10-28,6769.90,5803.80,966.10,3495.20,3274.70,2039.80,1763.30,385,2024-10-28 00:00:00,1,0,2024-11-07 01:42:12,0,2024-11-07 01:42:12,,,
2024-10-21,6711.20,5751.00,960.10,3437.50,3273.70,2022.00,1775.70,386,2024-10-21 00:00:00,1,0,2024-11-07 01:42:12,0,2024-11-07 01:42:12,,,
2024-10-14,6642.90,5750.40,892.50,3376.30,3266.60,1910.50,1867.90,387,2024-10-14 00:00:00,1,0,2024-11-07 01:42:12,0,2024-11-07 01:42:12,,,
2024-09-30,6476.10,5602.00,874.10,3247.70,3228.40,1883.30,1863.80,388,2024-09-30 00:00:00,1,0,2024-11-07 01:42:12,0,2024-11-07 01:42:12,,,
2024-09-23,6412.90,5566.50,846.40,3138.70,3274.20,1870.20,1899.80,389,2024-09-23 00:00:00,1,0,2024-11-07 01:42:12,0,2024-11-07 01:42:12,,,
2024-09-16,6521.30,5632.10,889.20,3077.90,3443.40,1974.80,1957.30,390,2024-09-16 00:00:00,1,0,2024-11-07 01:42:12,0,2024-11-07 01:42:12,,,
2024-09-09,6641.30,5710.80,930.50,3081.30,3560.00,2038.50,1996.60,391,2024-09-09 00:00:00,1,0,2024-11-07 01:42:12,0,2024-11-07 01:42:12,,,
2024-09-02,6696.40,5731.80,964.60,3106.20,3590.20,2064.70,2018.40,392,2024-09-02 00:00:00,1,0,2024-11-07 01:42:12,0,2024-11-07 01:42:12,,,
2024-08-26,6686.50,5695.60,990.90,3048.30,3638.30,1984.00,2030.00,393,2024-08-26 00:00:00,1,0,2024-11-07 01:42:12,0,2024-11-07 01:42:12,,,
2024-08-19,6774.10,5736.50,1037.60,3062.50,3711.50,2041.40,2047.60,394,2024-08-19 00:00:00,1,0,2024-11-07 01:42:12,0,2024-11-07 01:42:12,,,
2024-08-12,6901.80,5804.70,1097.10,3100.40,3801.40,2143.80,2059.40,395,2024-08-12 00:00:00,1,0,2024-11-07 01:42:12,0,2024-11-07 01:42:12,,,
2024-08-05,7002.50,5842.60,1159.80,3162.30,3840.10,2217.00,2033.10,396,2024-08-05 00:00:00,1,0,2024-11-07 01:42:12,0,2024-11-07 01:42:12,,,
2024-11-11,7099.30,6104.80,994.50,3749.60,3349.70,2067.50,1787.80,397,2024-11-11 00:00:00,1,0,2024-11-11 23:16:48,0,2024-11-11 23:16:48,,,
2024-11-18,7363.80,6318.30,1045.50,3947.30,3416.50,2157.10,1795.60,398,2024-11-18 00:00:00,1,0,2024-11-18 23:15:49,0,2024-11-18 23:15:49,,,
2024-11-25,7508.90,6440.70,1068.10,4007.80,3501.00,2197.40,1835.40,399,2024-11-25 00:00:00,1,0,2024-11-25 23:16:09,0,2024-11-25 23:16:09,,,
2024-12-02,7598.90,6537.40,1061.50,4109.30,3489.60,2139.20,1847.10,400,2024-12-02 00:00:00,1,0,2024-12-02 23:17:14,0,2024-12-02 23:17:14,,,
2024-12-09,7495.90,6429.30,1066.70,4001.80,3494.20,2180.20,1814.20,401,2024-12-09 00:00:00,1,0,2024-12-09 23:17:04,0,2024-12-09 23:17:04,,,
2024-12-16,7391.00,6330.50,1060.50,3857.60,3533.40,2202.20,1827.00,402,2024-12-16 00:00:00,1,0,2024-12-16 23:17:05,0,2024-12-16 23:17:05,,,
2024-12-23,7311.60,6242.00,1069.60,3808.00,3503.60,2210.10,1788.60,403,2024-12-23 00:00:00,1,0,2024-12-23 23:15:31,0,2024-12-23 23:15:31,,,
2024-12-30,7009.60,5962.40,1047.20,3607.80,3401.80,2088.50,1750.00,404,2024-12-30 00:00:00,1,0,2024-12-30 23:17:06,0,2024-12-30 23:17:06,,,
2025-01-06,6845.20,5806.30,1038.90,3472.90,3372.40,2037.30,1747.10,405,2025-01-06 00:00:00,1,0,2025-01-06 23:16:05,0,2025-01-06 23:16:05,,,
2025-01-13,6859.50,5816.30,1043.20,3460.90,3398.70,1990.80,1805.20,406,2025-01-13 00:00:00,1,0,2025-01-13 23:15:52,0,2025-01-13 23:15:52,,,
2025-01-20,6852.40,5815.50,1036.90,3470.60,3381.80,1959.30,1805.00,407,2025-01-20 00:00:00,1,0,2025-01-20 23:16:31,0,2025-01-20 23:16:31,,,
2025-02-03,6871.50,5809.30,1062.20,3393.70,3477.80,2032.60,1817.40,408,2025-02-03 00:00:00,1,0,2025-02-07 23:15:48,0,2025-02-07 23:15:48,,,
2025-02-10,7314.70,6141.80,1172.90,3647.40,3667.30,2221.90,1827.70,409,2025-02-10 00:00:00,1,0,2025-02-10 23:16:10,0,2025-02-10 23:16:10,,,
2025-02-17,7560.50,6294.60,1265.80,3775.00,3785.50,2253.90,1880.10,410,2025-02-17 00:00:00,1,0,2025-02-17 23:15:37,0,2025-02-17 23:15:37,,,
2025-02-24,7498.90,6259.10,1239.90,3814.10,3684.90,2239.30,1811.80,411,2025-02-24 00:00:00,1,0,2025-02-24 23:16:34,0,2025-02-24 23:16:34,,,
2025-03-03,7428.50,6249.70,1178.80,3877.80,3550.70,2201.60,1762.00,412,2025-03-03 00:00:00,1,0,2025-03-03 23:16:25,0,2025-03-03 23:16:25,,,
2025-03-10,7521.10,6395.00,1126.10,3994.60,3526.50,2173.30,1796.50,413,2025-03-10 00:00:00,1,0,2025-03-10 23:16:56,0,2025-03-10 23:16:56,,,
2025-03-17,7515.10,6425.70,1089.40,4025.40,3489.70,2115.80,1848.30,414,2025-03-17 00:00:00,1,0,2025-03-17 23:15:48,0,2025-03-17 23:15:48,,,
2025-03-24,7369.10,6248.30,1120.70,3956.40,3412.70,2090.10,1786.80,415,2025-03-24 00:00:00,1,0,2025-03-24 23:15:44,0,2025-03-24 23:15:44,,,
2025-03-31,7337.60,6178.80,1158.80,3942.40,3395.20,2176.40,1706.70,416,2025-03-31 00:00:00,1,0,2025-03-31 23:15:36,0,2025-03-31 23:15:36,,,
2025-04-07,7298.80,6085.00,1213.80,3876.50,3422.30,2262.00,1650.10,417,2025-04-07 00:00:00,1,0,2025-04-07 23:16:51,0,2025-04-07 23:16:51,,,
2025-04-14,7505.90,6254.10,1251.70,4082.60,3423.30,2300.00,1609.40,418,2025-04-14 00:00:00,1,0,2025-04-14 23:15:31,0,2025-04-14 23:15:31,,,
2025-04-21,7504.50,6231.40,1273.10,4054.00,3450.50,2349.60,1615.20,419,2025-04-21 00:00:00,1,0,2025-04-21 23:16:36,0,2025-04-21 23:16:36,,,
2025-04-28,7454.60,6187.30,1267.30,4048.60,3406.00,2363.60,1564.10,420,2025-04-28 00:00:00,1,0,2025-04-28 23:16:13,0,2025-04-28 23:16:13,,,
2025-05-12,7869.80,6539.20,1330.60,4253.00,3616.80,2465.30,1694.50,421,2025-05-12 00:00:00,1,0,2025-05-13 23:15:50,0,2025-05-13 23:15:50,,,
2025-05-19,7784.40,6458.20,1326.30,4170.00,3614.40,2466.30,1681.60,422,2025-05-19 00:00:00,1,0,2025-05-19 23:18:08,0,2025-05-19 23:18:08,,,
2025-05-26,7696.90,6451.40,1245.50,4101.20,3595.70,2425.40,1715.60,423,2025-05-26 00:00:00,1,0,2025-05-26 23:16:25,0,2025-05-26 23:16:25,,,
2025-06-02,7567.90,6304.40,1263.50,3952.80,3615.10,2434.70,1735.90,424,2025-06-02 00:00:00,1,0,2025-06-04 23:16:55,0,2025-06-04 23:16:55,,,
2025-06-09,7527.60,6227.80,1299.80,3884.70,3642.80,2453.30,1722.20,425,2025-06-09 00:00:00,1,0,2025-06-09 23:16:35,0,2025-06-09 23:16:35,,,
2025-06-16,7524.10,6190.00,1334.10,3776.80,3747.30,2463.20,1790.00,426,2025-06-16 00:00:00,1,0,2025-06-16 23:16:47,0,2025-06-16 23:16:47,,,
2025-06-23,7453.00,6122.00,1331.00,3733.90,3719.20,2400.20,1780.80,427,2025-06-23 00:00:00,1,0,2025-06-23 23:16:03,0,2025-06-23 23:16:03,,,
2025-06-30,7297.00,5938.60,1358.40,3587.60,3709.40,2372.80,1754.20,428,2025-06-30 00:00:00,1,0,2025-06-30 23:16:19,0,2025-06-30 23:16:19,,,
2025-07-07,7284.00,5905.40,1378.60,3553.30,3730.70,2384.70,1738.70,429,2025-07-07 00:00:00,1,0,2025-07-07 23:16:33,0,2025-07-07 23:16:33,,,
2025-07-14,7329.90,5892.90,1437.00,3495.20,3834.70,2368.80,1791.90,430,2025-07-14 00:00:00,1,0,2025-07-14 23:16:01,0,2025-07-14 23:16:01,,,
2025-07-21,7318.40,5896.50,1421.90,3469.10,3849.30,2310.30,1829.80,431,2025-07-21 00:00:00,1,0,2025-07-21 23:16:41,0,2025-07-21 23:16:41,,,
2025-07-28,7081.80,5671.90,1410.00,3345.20,3736.70,2254.00,1749.00,432,2025-07-28 00:00:00,1,0,2025-07-28 23:16:05,0,2025-07-28 23:16:05,,,
2025-08-04,6883.20,5455.50,1427.60,3225.10,3658.10,2199.20,1698.10,433,2025-08-04 00:00:00,1,0,2025-08-04 23:16:03,0,2025-08-04 23:16:03,,,
2025-08-11,6840.40,5415.00,1425.40,3115.00,3725.30,2173.10,1764.50,434,2025-08-11 00:00:00,1,0,2025-08-11 23:16:19,0,2025-08-11 23:16:19,,,
2025-08-18,6677.30,5283.80,1393.50,3009.30,3668.00,2058.10,1782.40,435,2025-08-18 00:00:00,1,0,2025-08-18 23:15:32,0,2025-08-18 23:15:32,,,
2025-08-25,6500.10,5179.80,1320.30,2982.60,3517.50,2025.90,1687.50,436,2025-08-25 00:00:00,1,0,2025-08-25 23:16:30,0,2025-08-25 23:16:30,,,
2025-09-01,6265.00,5045.10,1220.00,2897.40,3367.60,1903.00,1648.70,437,2025-09-01 00:00:00,1,0,2025-09-01 23:16:33,0,2025-09-01 23:16:33,,,
2025-09-08,6200.40,4992.50,1207.90,2930.30,3270.20,1875.10,1588.60,438,2025-09-08 00:00:00,1,0,2025-09-08 23:16:49,0,2025-09-08 23:16:49,,,
2025-09-15,6207.70,5014.70,1193.00,2990.40,3217.20,1839.90,1548.60,439,2025-09-15 00:00:00,1,0,2025-09-15 23:15:33,0,2025-09-15 23:15:33,,,
