时间,始发地,到达地,本期(元/吨),上期(元/吨),环比增减(元/吨),环比增幅(%),_ID,_DATA_TIME,_ACTIVE,_CREATE_ID,_CREATE_TIME,_UPDATE_ID,_UPDATE_TIME,_REMARK,_CHANGE_LOG,_RESERVE
2024-07-19,太仓,淮安,12.00,12.00,0.00,0.%,1,2024-07-19 00:00:00,1,0,2024-07-20 07:40:38,0,2024-07-20 07:40:38,,,
2024-07-19,江阴,淮安,11.00,11.00,0.00,0.%,2,2024-07-19 00:00:00,1,0,2024-07-20 07:40:38,0,2024-07-20 07:40:38,,,
2024-07-19,太仓,宿迁,24.00,24.00,0.00,0.%,3,2024-07-19 00:00:00,1,0,2024-07-20 07:40:38,0,2024-07-20 07:40:38,,,
2024-07-19,江阴,宿迁,23.00,23.00,0.00,0.%,4,2024-07-19 00:00:00,1,0,2024-07-20 07:40:38,0,2024-07-20 07:40:38,,,
2024-07-19,太仓,徐州,28.00,28.00,0.00,0.%,5,2024-07-19 00:00:00,1,0,2024-07-20 07:40:38,0,2024-07-20 07:40:38,,,
2024-07-19,江阴,徐州,27.00,27.00,0.00,0.%,6,2024-07-19 00:00:00,1,0,2024-07-20 07:40:38,0,2024-07-20 07:40:38,,,
2024-07-19,太仓,济宁,34.00,34.00,0.00,0.%,7,2024-07-19 00:00:00,1,0,2024-07-20 07:40:38,0,2024-07-20 07:40:38,,,
2024-07-19,江阴,济宁,33.00,33.00,0.00,0.%,8,2024-07-19 00:00:00,1,0,2024-07-20 07:40:38,0,2024-07-20 07:40:38,,,
2024-07-18,太仓,淮安,12.00,12.00,0.00,0.%,9,2024-07-18 00:00:00,1,0,2024-07-20 07:40:38,0,2024-07-20 07:40:38,,,
2024-07-18,江阴,淮安,11.00,11.00,0.00,0.%,10,2024-07-18 00:00:00,1,0,2024-07-20 07:40:38,0,2024-07-20 07:40:38,,,
2024-07-18,太仓,宿迁,24.00,24.00,0.00,0.%,11,2024-07-18 00:00:00,1,0,2024-07-20 07:40:38,0,2024-07-20 07:40:38,,,
2024-07-18,江阴,宿迁,23.00,23.00,0.00,0.%,12,2024-07-18 00:00:00,1,0,2024-07-20 07:40:38,0,2024-07-20 07:40:38,,,
2024-07-18,太仓,徐州,28.00,28.00,0.00,0.%,13,2024-07-18 00:00:00,1,0,2024-07-20 07:40:38,0,2024-07-20 07:40:38,,,
2024-07-18,江阴,徐州,27.00,27.00,0.00,0.%,14,2024-07-18 00:00:00,1,0,2024-07-20 07:40:38,0,2024-07-20 07:40:38,,,
2024-07-18,太仓,济宁,34.00,34.00,0.00,0.%,15,2024-07-18 00:00:00,1,0,2024-07-20 07:40:38,0,2024-07-20 07:40:38,,,
2024-07-18,江阴,济宁,33.00,33.00,0.00,0.%,16,2024-07-18 00:00:00,1,0,2024-07-20 07:40:38,0,2024-07-20 07:40:38,,,
2024-07-17,太仓,淮安,12.00,12.00,0.00,0.%,17,2024-07-17 00:00:00,1,0,2024-07-20 07:40:38,0,2024-07-20 07:40:38,,,
2024-07-17,江阴,淮安,11.00,11.00,0.00,0.%,18,2024-07-17 00:00:00,1,0,2024-07-20 07:40:38,0,2024-07-20 07:40:38,,,
2024-07-17,太仓,宿迁,24.00,24.00,0.00,0.%,19,2024-07-17 00:00:00,1,0,2024-07-20 07:40:38,0,2024-07-20 07:40:38,,,
2024-07-17,江阴,宿迁,23.00,23.00,0.00,0.%,20,2024-07-17 00:00:00,1,0,2024-07-20 07:40:38,0,2024-07-20 07:40:38,,,
2024-07-17,太仓,徐州,28.00,28.00,0.00,0.%,21,2024-07-17 00:00:00,1,0,2024-07-20 07:40:38,0,2024-07-20 07:40:38,,,
2024-07-17,江阴,徐州,27.00,27.00,0.00,0.%,22,2024-07-17 00:00:00,1,0,2024-07-20 07:40:38,0,2024-07-20 07:40:38,,,
2024-07-17,太仓,济宁,34.00,34.00,0.00,0.%,23,2024-07-17 00:00:00,1,0,2024-07-20 07:40:38,0,2024-07-20 07:40:38,,,
2024-07-17,江阴,济宁,33.00,33.00,0.00,0.%,24,2024-07-17 00:00:00,1,0,2024-07-20 07:40:38,0,2024-07-20 07:40:38,,,
2024-07-16,太仓,淮安,12.00,12.00,0.00,0.%,25,2024-07-16 00:00:00,1,0,2024-07-20 07:40:38,0,2024-07-20 07:40:38,,,
2024-07-16,江阴,淮安,11.00,11.00,0.00,0.%,26,2024-07-16 00:00:00,1,0,2024-07-20 07:40:38,0,2024-07-20 07:40:38,,,
2024-07-16,太仓,宿迁,24.00,24.00,0.00,0.%,27,2024-07-16 00:00:00,1,0,2024-07-20 07:40:38,0,2024-07-20 07:40:38,,,
2024-07-16,江阴,宿迁,23.00,23.00,0.00,0.%,28,2024-07-16 00:00:00,1,0,2024-07-20 07:40:38,0,2024-07-20 07:40:38,,,
2024-07-16,太仓,徐州,28.00,28.00,0.00,0.%,29,2024-07-16 00:00:00,1,0,2024-07-20 07:40:38,0,2024-07-20 07:40:38,,,
2024-07-16,江阴,徐州,27.00,27.00,0.00,0.%,30,2024-07-16 00:00:00,1,0,2024-07-20 07:40:38,0,2024-07-20 07:40:38,,,
2024-07-16,太仓,济宁,34.00,34.00,0.00,0.%,31,2024-07-16 00:00:00,1,0,2024-07-20 07:40:41,0,2024-07-20 07:40:41,,,
2024-07-16,江阴,济宁,33.00,33.00,0.00,0.%,32,2024-07-16 00:00:00,1,0,2024-07-20 07:40:41,0,2024-07-20 07:40:41,,,
2024-07-15,太仓,淮安,12.00,12.00,0.00,0.%,33,2024-07-15 00:00:00,1,0,2024-07-20 07:40:41,0,2024-07-20 07:40:41,,,
2024-07-15,江阴,淮安,11.00,11.00,0.00,0.%,34,2024-07-15 00:00:00,1,0,2024-07-20 07:40:41,0,2024-07-20 07:40:41,,,
2024-07-15,太仓,宿迁,24.00,24.00,0.00,0.%,35,2024-07-15 00:00:00,1,0,2024-07-20 07:40:41,0,2024-07-20 07:40:41,,,
2024-07-15,江阴,宿迁,23.00,23.00,0.00,0.%,36,2024-07-15 00:00:00,1,0,2024-07-20 07:40:41,0,2024-07-20 07:40:41,,,
2024-07-15,太仓,徐州,28.00,28.00,0.00,0.%,37,2024-07-15 00:00:00,1,0,2024-07-20 07:40:41,0,2024-07-20 07:40:41,,,
2024-07-15,江阴,徐州,27.00,27.00,0.00,0.%,38,2024-07-15 00:00:00,1,0,2024-07-20 07:40:41,0,2024-07-20 07:40:41,,,
2024-07-15,太仓,济宁,34.00,34.00,0.00,0.%,39,2024-07-15 00:00:00,1,0,2024-07-20 07:40:41,0,2024-07-20 07:40:41,,,
2024-07-15,江阴,济宁,33.00,33.00,0.00,0.%,40,2024-07-15 00:00:00,1,0,2024-07-20 07:40:41,0,2024-07-20 07:40:41,,,
2024-07-12,太仓,淮安,12.00,12.00,0.00,0.%,41,2024-07-12 00:00:00,1,0,2024-07-20 07:40:41,0,2024-07-20 07:40:41,,,
2024-07-12,江阴,淮安,11.00,11.00,0.00,0.%,42,2024-07-12 00:00:00,1,0,2024-07-20 07:40:41,0,2024-07-20 07:40:41,,,
2024-07-12,太仓,宿迁,24.00,24.00,0.00,0.%,43,2024-07-12 00:00:00,1,0,2024-07-20 07:40:41,0,2024-07-20 07:40:41,,,
2024-07-12,江阴,宿迁,23.00,23.00,0.00,0.%,44,2024-07-12 00:00:00,1,0,2024-07-20 07:40:41,0,2024-07-20 07:40:41,,,
2024-07-12,太仓,徐州,28.00,28.00,0.00,0.%,45,2024-07-12 00:00:00,1,0,2024-07-20 07:40:41,0,2024-07-20 07:40:41,,,
2024-07-12,江阴,徐州,27.00,27.00,0.00,0.%,46,2024-07-12 00:00:00,1,0,2024-07-20 07:40:41,0,2024-07-20 07:40:41,,,
2024-07-12,太仓,济宁,34.00,34.00,0.00,0.%,47,2024-07-12 00:00:00,1,0,2024-07-20 07:40:41,0,2024-07-20 07:40:41,,,
2024-07-12,江阴,济宁,33.00,33.00,0.00,0.%,48,2024-07-12 00:00:00,1,0,2024-07-20 07:40:41,0,2024-07-20 07:40:41,,,
2024-07-11,太仓,淮安,12.00,12.00,0.00,0.%,49,2024-07-11 00:00:00,1,0,2024-07-20 07:40:41,0,2024-07-20 07:40:41,,,
2024-07-11,江阴,淮安,11.00,11.00,0.00,0.%,50,2024-07-11 00:00:00,1,0,2024-07-20 07:40:41,0,2024-07-20 07:40:41,,,
2024-07-11,太仓,宿迁,24.00,24.00,0.00,0.%,51,2024-07-11 00:00:00,1,0,2024-07-20 07:40:41,0,2024-07-20 07:40:41,,,
2024-07-11,江阴,宿迁,23.00,23.00,0.00,0.%,52,2024-07-11 00:00:00,1,0,2024-07-20 07:40:41,0,2024-07-20 07:40:41,,,
2024-07-11,太仓,徐州,28.00,28.00,0.00,0.%,53,2024-07-11 00:00:00,1,0,2024-07-20 07:40:41,0,2024-07-20 07:40:41,,,
2024-07-11,江阴,徐州,27.00,27.00,0.00,0.%,54,2024-07-11 00:00:00,1,0,2024-07-20 07:40:41,0,2024-07-20 07:40:41,,,
2024-07-11,太仓,济宁,34.00,34.00,0.00,0.%,55,2024-07-11 00:00:00,1,0,2024-07-20 07:40:41,0,2024-07-20 07:40:41,,,
2024-07-11,江阴,济宁,33.00,33.00,0.00,0.%,56,2024-07-11 00:00:00,1,0,2024-07-20 07:40:41,0,2024-07-20 07:40:41,,,
2024-07-10,太仓,淮安,12.00,12.00,0.00,0.%,57,2024-07-10 00:00:00,1,0,2024-07-20 07:40:41,0,2024-07-20 07:40:41,,,
2024-07-10,江阴,淮安,11.00,11.00,0.00,0.%,58,2024-07-10 00:00:00,1,0,2024-07-20 07:40:41,0,2024-07-20 07:40:41,,,
2024-07-10,太仓,宿迁,24.00,24.00,0.00,0.%,59,2024-07-10 00:00:00,1,0,2024-07-20 07:40:41,0,2024-07-20 07:40:41,,,
2024-07-10,江阴,宿迁,23.00,23.00,0.00,0.%,60,2024-07-10 00:00:00,1,0,2024-07-20 07:40:41,0,2024-07-20 07:40:41,,,
2024-07-10,太仓,徐州,28.00,28.00,0.00,0.%,61,2024-07-10 00:00:00,1,0,2024-07-20 07:40:43,0,2024-07-20 07:40:43,,,
2024-07-10,江阴,徐州,27.00,27.00,0.00,0.%,62,2024-07-10 00:00:00,1,0,2024-07-20 07:40:43,0,2024-07-20 07:40:43,,,
2024-07-10,太仓,济宁,34.00,34.00,0.00,0.%,63,2024-07-10 00:00:00,1,0,2024-07-20 07:40:43,0,2024-07-20 07:40:43,,,
2024-07-10,江阴,济宁,33.00,33.00,0.00,0.%,64,2024-07-10 00:00:00,1,0,2024-07-20 07:40:43,0,2024-07-20 07:40:43,,,
2024-07-09,太仓,淮安,12.00,12.00,0.00,0.%,65,2024-07-09 00:00:00,1,0,2024-07-20 07:40:43,0,2024-07-20 07:40:43,,,
2024-07-09,江阴,淮安,11.00,11.00,0.00,0.%,66,2024-07-09 00:00:00,1,0,2024-07-20 07:40:43,0,2024-07-20 07:40:43,,,
2024-07-09,太仓,宿迁,24.00,24.00,0.00,0.%,67,2024-07-09 00:00:00,1,0,2024-07-20 07:40:43,0,2024-07-20 07:40:43,,,
2024-07-09,江阴,宿迁,23.00,23.00,0.00,0.%,68,2024-07-09 00:00:00,1,0,2024-07-20 07:40:43,0,2024-07-20 07:40:43,,,
2024-07-09,太仓,徐州,28.00,28.00,0.00,0.%,69,2024-07-09 00:00:00,1,0,2024-07-20 07:40:43,0,2024-07-20 07:40:43,,,
2024-07-09,江阴,徐州,27.00,27.00,0.00,0.%,70,2024-07-09 00:00:00,1,0,2024-07-20 07:40:43,0,2024-07-20 07:40:43,,,
2024-07-09,太仓,济宁,34.00,34.00,0.00,0.%,71,2024-07-09 00:00:00,1,0,2024-07-20 07:40:43,0,2024-07-20 07:40:43,,,
2024-07-09,江阴,济宁,33.00,33.00,0.00,0.%,72,2024-07-09 00:00:00,1,0,2024-07-20 07:40:43,0,2024-07-20 07:40:43,,,
2024-07-08,太仓,淮安,12.00,12.00,0.00,0.%,73,2024-07-08 00:00:00,1,0,2024-07-20 07:40:43,0,2024-07-20 07:40:43,,,
2024-07-08,江阴,淮安,11.00,11.00,0.00,0.%,74,2024-07-08 00:00:00,1,0,2024-07-20 07:40:43,0,2024-07-20 07:40:43,,,
2024-07-08,太仓,宿迁,24.00,24.00,0.00,0.%,75,2024-07-08 00:00:00,1,0,2024-07-20 07:40:43,0,2024-07-20 07:40:43,,,
2024-07-08,江阴,宿迁,23.00,23.00,0.00,0.%,76,2024-07-08 00:00:00,1,0,2024-07-20 07:40:43,0,2024-07-20 07:40:43,,,
2024-07-08,太仓,徐州,28.00,28.00,0.00,0.%,77,2024-07-08 00:00:00,1,0,2024-07-20 07:40:43,0,2024-07-20 07:40:43,,,
2024-07-08,江阴,徐州,27.00,27.00,0.00,0.%,78,2024-07-08 00:00:00,1,0,2024-07-20 07:40:43,0,2024-07-20 07:40:43,,,
2024-07-08,太仓,济宁,34.00,34.00,0.00,0.%,79,2024-07-08 00:00:00,1,0,2024-07-20 07:40:43,0,2024-07-20 07:40:43,,,
2024-07-08,江阴,济宁,33.00,33.00,0.00,0.%,80,2024-07-08 00:00:00,1,0,2024-07-20 07:40:43,0,2024-07-20 07:40:43,,,
2024-07-05,太仓,淮安,12.00,12.00,0.00,0.%,81,2024-07-05 00:00:00,1,0,2024-07-20 07:40:43,0,2024-07-20 07:40:43,,,
2024-07-05,江阴,淮安,11.00,11.00,0.00,0.%,82,2024-07-05 00:00:00,1,0,2024-07-20 07:40:43,0,2024-07-20 07:40:43,,,
2024-07-05,太仓,宿迁,24.00,24.00,0.00,0.%,83,2024-07-05 00:00:00,1,0,2024-07-20 07:40:43,0,2024-07-20 07:40:43,,,
2024-07-05,江阴,宿迁,23.00,23.00,0.00,0.%,84,2024-07-05 00:00:00,1,0,2024-07-20 07:40:43,0,2024-07-20 07:40:43,,,
2024-07-05,太仓,徐州,28.00,28.00,0.00,0.%,85,2024-07-05 00:00:00,1,0,2024-07-20 07:40:43,0,2024-07-20 07:40:43,,,
2024-07-05,江阴,徐州,27.00,27.00,0.00,0.%,86,2024-07-05 00:00:00,1,0,2024-07-20 07:40:43,0,2024-07-20 07:40:43,,,
2024-07-05,太仓,济宁,34.00,34.00,0.00,0.%,87,2024-07-05 00:00:00,1,0,2024-07-20 07:40:43,0,2024-07-20 07:40:43,,,
2024-07-05,江阴,济宁,33.00,33.00,0.00,0.%,88,2024-07-05 00:00:00,1,0,2024-07-20 07:40:43,0,2024-07-20 07:40:43,,,
2024-07-04,太仓,淮安,12.00,12.00,0.00,0.%,89,2024-07-04 00:00:00,1,0,2024-07-20 07:40:43,0,2024-07-20 07:40:43,,,
2024-07-04,江阴,淮安,11.00,11.00,0.00,0.%,90,2024-07-04 00:00:00,1,0,2024-07-20 07:40:43,0,2024-07-20 07:40:43,,,
2024-07-04,太仓,宿迁,24.00,24.00,0.00,0.%,91,2024-07-04 00:00:00,1,0,2024-07-20 07:40:46,0,2024-07-20 07:40:46,,,
2024-07-04,江阴,宿迁,23.00,23.00,0.00,0.%,92,2024-07-04 00:00:00,1,0,2024-07-20 07:40:46,0,2024-07-20 07:40:46,,,
2024-07-04,太仓,徐州,28.00,28.00,0.00,0.%,93,2024-07-04 00:00:00,1,0,2024-07-20 07:40:46,0,2024-07-20 07:40:46,,,
2024-07-04,江阴,徐州,27.00,27.00,0.00,0.%,94,2024-07-04 00:00:00,1,0,2024-07-20 07:40:46,0,2024-07-20 07:40:46,,,
2024-07-04,太仓,济宁,34.00,34.00,0.00,0.%,95,2024-07-04 00:00:00,1,0,2024-07-20 07:40:46,0,2024-07-20 07:40:46,,,
2024-07-04,江阴,济宁,33.00,33.00,0.00,0.%,96,2024-07-04 00:00:00,1,0,2024-07-20 07:40:46,0,2024-07-20 07:40:46,,,
2024-07-03,太仓,淮安,12.00,12.00,0.00,0.%,97,2024-07-03 00:00:00,1,0,2024-07-20 07:40:46,0,2024-07-20 07:40:46,,,
2024-07-03,江阴,淮安,11.00,11.00,0.00,0.%,98,2024-07-03 00:00:00,1,0,2024-07-20 07:40:46,0,2024-07-20 07:40:46,,,
2024-07-03,太仓,宿迁,24.00,24.00,0.00,0.%,99,2024-07-03 00:00:00,1,0,2024-07-20 07:40:46,0,2024-07-20 07:40:46,,,
2024-07-03,江阴,宿迁,23.00,23.00,0.00,0.%,100,2024-07-03 00:00:00,1,0,2024-07-20 07:40:46,0,2024-07-20 07:40:46,,,
2024-07-03,太仓,徐州,28.00,28.00,0.00,0.%,101,2024-07-03 00:00:00,1,0,2024-07-20 07:40:46,0,2024-07-20 07:40:46,,,
2024-07-03,江阴,徐州,27.00,27.00,0.00,0.%,102,2024-07-03 00:00:00,1,0,2024-07-20 07:40:46,0,2024-07-20 07:40:46,,,
2024-07-03,太仓,济宁,34.00,34.00,0.00,0.%,103,2024-07-03 00:00:00,1,0,2024-07-20 07:40:46,0,2024-07-20 07:40:46,,,
2024-07-03,江阴,济宁,33.00,33.00,0.00,0.%,104,2024-07-03 00:00:00,1,0,2024-07-20 07:40:46,0,2024-07-20 07:40:46,,,
2024-07-02,太仓,淮安,12.00,12.00,0.00,0.%,105,2024-07-02 00:00:00,1,0,2024-07-20 07:40:46,0,2024-07-20 07:40:46,,,
2024-07-02,江阴,淮安,11.00,11.00,0.00,0.%,106,2024-07-02 00:00:00,1,0,2024-07-20 07:40:46,0,2024-07-20 07:40:46,,,
2024-07-02,太仓,宿迁,24.00,24.00,0.00,0.%,107,2024-07-02 00:00:00,1,0,2024-07-20 07:40:46,0,2024-07-20 07:40:46,,,
2024-07-02,江阴,宿迁,23.00,23.00,0.00,0.%,108,2024-07-02 00:00:00,1,0,2024-07-20 07:40:46,0,2024-07-20 07:40:46,,,
2024-07-02,太仓,徐州,28.00,28.00,0.00,0.%,109,2024-07-02 00:00:00,1,0,2024-07-20 07:40:46,0,2024-07-20 07:40:46,,,
2024-07-02,江阴,徐州,27.00,27.00,0.00,0.%,110,2024-07-02 00:00:00,1,0,2024-07-20 07:40:46,0,2024-07-20 07:40:46,,,
2024-07-02,太仓,济宁,34.00,34.00,0.00,0.%,111,2024-07-02 00:00:00,1,0,2024-07-20 07:40:46,0,2024-07-20 07:40:46,,,
2024-07-02,江阴,济宁,33.00,33.00,0.00,0.%,112,2024-07-02 00:00:00,1,0,2024-07-20 07:40:46,0,2024-07-20 07:40:46,,,
2024-07-01,太仓,淮安,12.00,12.00,0.00,0.%,113,2024-07-01 00:00:00,1,0,2024-07-20 07:40:46,0,2024-07-20 07:40:46,,,
2024-07-01,江阴,淮安,11.00,11.00,0.00,0.%,114,2024-07-01 00:00:00,1,0,2024-07-20 07:40:46,0,2024-07-20 07:40:46,,,
2024-07-01,太仓,宿迁,24.00,24.00,0.00,0.%,115,2024-07-01 00:00:00,1,0,2024-07-20 07:40:46,0,2024-07-20 07:40:46,,,
2024-07-01,江阴,宿迁,23.00,23.00,0.00,0.%,116,2024-07-01 00:00:00,1,0,2024-07-20 07:40:46,0,2024-07-20 07:40:46,,,
2024-07-01,太仓,徐州,28.00,28.00,0.00,0.%,117,2024-07-01 00:00:00,1,0,2024-07-20 07:40:46,0,2024-07-20 07:40:46,,,
2024-07-01,江阴,徐州,27.00,27.00,0.00,0.%,118,2024-07-01 00:00:00,1,0,2024-07-20 07:40:46,0,2024-07-20 07:40:46,,,
2024-07-01,太仓,济宁,34.00,34.00,0.00,0.%,119,2024-07-01 00:00:00,1,0,2024-07-20 07:40:46,0,2024-07-20 07:40:46,,,
2024-07-01,江阴,济宁,33.00,33.00,0.00,0.%,120,2024-07-01 00:00:00,1,0,2024-07-20 07:40:46,0,2024-07-20 07:40:46,,,
2024-06-28,太仓,淮安,12.00,12.00,0.00,0.%,121,2024-06-28 00:00:00,1,0,2024-07-20 07:40:49,0,2024-07-20 07:40:49,,,
2024-06-28,江阴,淮安,11.00,11.00,0.00,0.%,122,2024-06-28 00:00:00,1,0,2024-07-20 07:40:49,0,2024-07-20 07:40:49,,,
2024-06-28,太仓,宿迁,24.00,24.00,0.00,0.%,123,2024-06-28 00:00:00,1,0,2024-07-20 07:40:49,0,2024-07-20 07:40:49,,,
2024-06-28,江阴,宿迁,23.00,23.00,0.00,0.%,124,2024-06-28 00:00:00,1,0,2024-07-20 07:40:49,0,2024-07-20 07:40:49,,,
2024-06-28,太仓,徐州,28.00,28.00,0.00,0.%,125,2024-06-28 00:00:00,1,0,2024-07-20 07:40:49,0,2024-07-20 07:40:49,,,
2024-06-28,江阴,徐州,27.00,27.00,0.00,0.%,126,2024-06-28 00:00:00,1,0,2024-07-20 07:40:49,0,2024-07-20 07:40:49,,,
2024-06-28,太仓,济宁,34.00,34.00,0.00,0.%,127,2024-06-28 00:00:00,1,0,2024-07-20 07:40:49,0,2024-07-20 07:40:49,,,
2024-06-28,江阴,济宁,33.00,33.00,0.00,0.%,128,2024-06-28 00:00:00,1,0,2024-07-20 07:40:49,0,2024-07-20 07:40:49,,,
2024-06-27,太仓,淮安,12.00,12.00,0.00,0.%,129,2024-06-27 00:00:00,1,0,2024-07-20 07:40:49,0,2024-07-20 07:40:49,,,
2024-06-27,江阴,淮安,11.00,11.00,0.00,0.%,130,2024-06-27 00:00:00,1,0,2024-07-20 07:40:49,0,2024-07-20 07:40:49,,,
2024-06-27,太仓,宿迁,24.00,24.00,0.00,0.%,131,2024-06-27 00:00:00,1,0,2024-07-20 07:40:49,0,2024-07-20 07:40:49,,,
2024-06-27,江阴,宿迁,23.00,23.00,0.00,0.%,132,2024-06-27 00:00:00,1,0,2024-07-20 07:40:49,0,2024-07-20 07:40:49,,,
2024-06-27,太仓,徐州,28.00,28.00,0.00,0.%,133,2024-06-27 00:00:00,1,0,2024-07-20 07:40:49,0,2024-07-20 07:40:49,,,
2024-06-27,江阴,徐州,27.00,27.00,0.00,0.%,134,2024-06-27 00:00:00,1,0,2024-07-20 07:40:49,0,2024-07-20 07:40:49,,,
2024-06-27,太仓,济宁,34.00,34.00,0.00,0.%,135,2024-06-27 00:00:00,1,0,2024-07-20 07:40:49,0,2024-07-20 07:40:49,,,
2024-06-27,江阴,济宁,33.00,33.00,0.00,0.%,136,2024-06-27 00:00:00,1,0,2024-07-20 07:40:49,0,2024-07-20 07:40:49,,,
2024-06-26,太仓,淮安,12.00,12.00,0.00,0.%,137,2024-06-26 00:00:00,1,0,2024-07-20 07:40:49,0,2024-07-20 07:40:49,,,
2024-06-26,江阴,淮安,11.00,11.00,0.00,0.%,138,2024-06-26 00:00:00,1,0,2024-07-20 07:40:49,0,2024-07-20 07:40:49,,,
2024-06-26,太仓,宿迁,24.00,24.00,0.00,0.%,139,2024-06-26 00:00:00,1,0,2024-07-20 07:40:49,0,2024-07-20 07:40:49,,,
2024-06-26,江阴,宿迁,23.00,23.00,0.00,0.%,140,2024-06-26 00:00:00,1,0,2024-07-20 07:40:49,0,2024-07-20 07:40:49,,,
2024-06-26,太仓,徐州,28.00,28.00,0.00,0.%,141,2024-06-26 00:00:00,1,0,2024-07-20 07:40:49,0,2024-07-20 07:40:49,,,
2024-06-26,江阴,徐州,27.00,27.00,0.00,0.%,142,2024-06-26 00:00:00,1,0,2024-07-20 07:40:49,0,2024-07-20 07:40:49,,,
2024-06-26,太仓,济宁,34.00,34.00,0.00,0.%,143,2024-06-26 00:00:00,1,0,2024-07-20 07:40:49,0,2024-07-20 07:40:49,,,
2024-06-26,江阴,济宁,33.00,33.00,0.00,0.%,144,2024-06-26 00:00:00,1,0,2024-07-20 07:40:49,0,2024-07-20 07:40:49,,,
2024-06-25,太仓,淮安,12.00,12.00,0.00,0.%,145,2024-06-25 00:00:00,1,0,2024-07-20 07:40:49,0,2024-07-20 07:40:49,,,
2024-06-25,江阴,淮安,11.00,11.00,0.00,0.%,146,2024-06-25 00:00:00,1,0,2024-07-20 07:40:49,0,2024-07-20 07:40:49,,,
2024-06-25,太仓,宿迁,24.00,23.00,1.00,4.35%,147,2024-06-25 00:00:00,1,0,2024-07-20 07:40:49,0,2024-07-20 07:40:49,,,
2024-06-25,江阴,宿迁,23.00,22.00,1.00,4.55%,148,2024-06-25 00:00:00,1,0,2024-07-20 07:40:49,0,2024-07-20 07:40:49,,,
2024-06-25,太仓,徐州,28.00,28.00,0.00,0.%,149,2024-06-25 00:00:00,1,0,2024-07-20 07:40:49,0,2024-07-20 07:40:49,,,
2024-06-25,江阴,徐州,27.00,27.00,0.00,0.%,150,2024-06-25 00:00:00,1,0,2024-07-20 07:40:49,0,2024-07-20 07:40:49,,,
2024-06-25,太仓,济宁,34.00,34.00,0.00,0.%,151,2024-06-25 00:00:00,1,0,2024-07-20 07:40:53,0,2024-07-20 07:40:53,,,
2024-06-25,江阴,济宁,33.00,33.00,0.00,0.%,152,2024-06-25 00:00:00,1,0,2024-07-20 07:40:53,0,2024-07-20 07:40:53,,,
2024-06-24,太仓,淮安,12.00,12.00,0.00,0.%,153,2024-06-24 00:00:00,1,0,2024-07-20 07:40:53,0,2024-07-20 07:40:53,,,
2024-06-24,江阴,淮安,11.00,11.00,0.00,0.%,154,2024-06-24 00:00:00,1,0,2024-07-20 07:40:53,0,2024-07-20 07:40:53,,,
2024-06-24,太仓,宿迁,23.00,23.00,0.00,0.%,155,2024-06-24 00:00:00,1,0,2024-07-20 07:40:53,0,2024-07-20 07:40:53,,,
2024-06-24,江阴,宿迁,22.00,22.00,0.00,0.%,156,2024-06-24 00:00:00,1,0,2024-07-20 07:40:53,0,2024-07-20 07:40:53,,,
2024-06-24,太仓,徐州,28.00,27.00,1.00,3.7%,157,2024-06-24 00:00:00,1,0,2024-07-20 07:40:53,0,2024-07-20 07:40:53,,,
2024-06-24,江阴,徐州,27.00,26.00,1.00,3.85%,158,2024-06-24 00:00:00,1,0,2024-07-20 07:40:53,0,2024-07-20 07:40:53,,,
2024-06-24,太仓,济宁,34.00,33.00,1.00,3.03%,159,2024-06-24 00:00:00,1,0,2024-07-20 07:40:53,0,2024-07-20 07:40:53,,,
2024-06-24,江阴,济宁,33.00,32.00,1.00,3.13%,160,2024-06-24 00:00:00,1,0,2024-07-20 07:40:53,0,2024-07-20 07:40:53,,,
2024-06-21,太仓,淮安,12.00,12.00,0.00,0.%,161,2024-06-21 00:00:00,1,0,2024-07-20 07:40:53,0,2024-07-20 07:40:53,,,
2024-06-21,江阴,淮安,11.00,11.00,0.00,0.%,162,2024-06-21 00:00:00,1,0,2024-07-20 07:40:53,0,2024-07-20 07:40:53,,,
2024-06-21,太仓,宿迁,23.00,23.00,0.00,0.%,163,2024-06-21 00:00:00,1,0,2024-07-20 07:40:53,0,2024-07-20 07:40:53,,,
2024-06-21,江阴,宿迁,22.00,22.00,0.00,0.%,164,2024-06-21 00:00:00,1,0,2024-07-20 07:40:53,0,2024-07-20 07:40:53,,,
2024-06-21,太仓,徐州,27.00,27.00,0.00,0.%,165,2024-06-21 00:00:00,1,0,2024-07-20 07:40:53,0,2024-07-20 07:40:53,,,
2024-06-21,江阴,徐州,26.00,26.00,0.00,0.%,166,2024-06-21 00:00:00,1,0,2024-07-20 07:40:53,0,2024-07-20 07:40:53,,,
2024-06-21,太仓,济宁,33.00,33.00,0.00,0.%,167,2024-06-21 00:00:00,1,0,2024-07-20 07:40:53,0,2024-07-20 07:40:53,,,
2024-06-21,江阴,济宁,32.00,32.00,0.00,0.%,168,2024-06-21 00:00:00,1,0,2024-07-20 07:40:53,0,2024-07-20 07:40:53,,,
2024-06-20,太仓,淮安,12.00,12.00,0.00,0.%,169,2024-06-20 00:00:00,1,0,2024-07-20 07:40:53,0,2024-07-20 07:40:53,,,
2024-06-20,江阴,淮安,11.00,11.00,0.00,0.%,170,2024-06-20 00:00:00,1,0,2024-07-20 07:40:53,0,2024-07-20 07:40:53,,,
