时间,港口,月末库存(万吨),_ID,_DATA_TIME,_ACTIVE,_CREATE_ID,_CREATE_TIME,_UPDATE_ID,_UPDATE_TIME,_REMARK,_CHANGE_LOG,_RESERVE
2021-12,曹妃甸港,950.90,1,2021-12-31 00:00:00,1,0,2024-07-20 11:30:40,0,2024-07-20 11:30:40,,,
2021-12,宁波港,,2,2021-12-31 00:00:00,1,0,2024-07-20 11:30:40,0,2024-07-20 11:30:40,,,
2021-12,防城港,237.10,3,2021-12-31 00:00:00,1,0,2024-07-20 11:30:40,0,2024-07-20 11:30:40,,,
2021-12,大连港,63.10,4,2021-12-31 00:00:00,1,0,2024-07-20 11:30:40,0,2024-07-20 11:30:40,,,
2021-12,天津港,131.80,5,2021-12-31 00:00:00,1,0,2024-07-20 11:30:40,0,2024-07-20 11:30:40,,,
2021-12,烟台港,96.20,6,2021-12-31 00:00:00,1,0,2024-07-20 11:30:40,0,2024-07-20 11:30:40,,,
2021-12,南京港,,7,2021-12-31 00:00:00,1,0,2024-07-20 11:30:40,0,2024-07-20 11:30:40,,,
2021-12,汕头港,4.60,8,2021-12-31 00:00:00,1,0,2024-07-20 11:30:40,0,2024-07-20 11:30:40,,,
2021-12,日照港,,9,2021-12-31 00:00:00,1,0,2024-07-20 11:30:40,0,2024-07-20 11:30:40,,,
2021-12,青岛港,,10,2021-12-31 00:00:00,1,0,2024-07-20 11:30:40,0,2024-07-20 11:30:40,,,
2021-12,长江航道港口,63.50,11,2021-12-31 00:00:00,1,0,2024-07-20 11:30:40,0,2024-07-20 11:30:40,,,
2021-12,秦皇岛港,474.00,12,2021-12-31 00:00:00,1,0,2024-07-20 11:30:40,0,2024-07-20 11:30:40,,,
2021-12,张家港,17.40,13,2021-12-31 00:00:00,1,0,2024-07-20 11:30:40,0,2024-07-20 11:30:40,,,
2021-12,黄骅港,223.20,14,2021-12-31 00:00:00,1,0,2024-07-20 11:30:40,0,2024-07-20 11:30:40,,,
2021-12,营口港,84.40,15,2021-12-31 00:00:00,1,0,2024-07-20 11:30:40,0,2024-07-20 11:30:40,,,
2021-12,广州港,146.20,16,2021-12-31 00:00:00,1,0,2024-07-20 11:30:40,0,2024-07-20 11:30:40,,,
2021-12,全国港口,3428.70,17,2021-12-31 00:00:00,1,0,2024-07-20 11:30:40,0,2024-07-20 11:30:40,,,
2021-12,湛江港,,18,2021-12-31 00:00:00,1,0,2024-07-20 11:30:40,0,2024-07-20 11:30:40,,,
2021-12,八所港,4.10,19,2021-12-31 00:00:00,1,0,2024-07-20 11:30:40,0,2024-07-20 11:30:40,,,
2021-12,宜昌港,20.00,20,2021-12-31 00:00:00,1,0,2024-07-20 11:30:40,0,2024-07-20 11:30:40,,,
2021-12,芜湖港,43.50,21,2021-12-31 00:00:00,1,0,2024-07-20 11:30:40,0,2024-07-20 11:30:40,,,
2021-12,京唐港,749.00,22,2021-12-31 00:00:00,1,0,2024-07-20 11:30:40,0,2024-07-20 11:30:40,,,
2021-12,内河港口,106.90,23,2021-12-31 00:00:00,1,0,2024-07-20 11:30:40,0,2024-07-20 11:30:40,,,
2021-12,沿海港口,3258.30,24,2021-12-31 00:00:00,1,0,2024-07-20 11:30:40,0,2024-07-20 11:30:40,,,
2021-12,徐州港,89.50,25,2021-12-31 00:00:00,1,0,2024-07-20 11:30:40,0,2024-07-20 11:30:40,,,
2021-12,上海港,,26,2021-12-31 00:00:00,1,0,2024-07-20 11:30:40,0,2024-07-20 11:30:40,,,
2021-11,广州港,151.30,27,2021-11-30 00:00:00,1,0,2024-07-20 11:30:40,0,2024-07-20 11:30:40,,,
2021-11,青岛港,,28,2021-11-30 00:00:00,1,0,2024-07-20 11:30:40,0,2024-07-20 11:30:40,,,
2021-11,全国港口,3756.40,29,2021-11-30 00:00:00,1,0,2024-07-20 11:30:40,0,2024-07-20 11:30:40,,,
2021-11,秦皇岛港,540.00,30,2021-11-30 00:00:00,1,0,2024-07-20 11:30:40,0,2024-07-20 11:30:40,,,
2021-11,黄骅港,214.80,31,2021-11-30 00:00:00,1,0,2024-07-20 11:30:42,0,2024-07-20 11:30:42,,,
2021-11,烟台港,105.40,32,2021-11-30 00:00:00,1,0,2024-07-20 11:30:42,0,2024-07-20 11:30:42,,,
2021-11,营口港,83.80,33,2021-11-30 00:00:00,1,0,2024-07-20 11:30:42,0,2024-07-20 11:30:42,,,
2021-11,防城港,212.80,34,2021-11-30 00:00:00,1,0,2024-07-20 11:30:42,0,2024-07-20 11:30:42,,,
2021-11,张家港,8.00,35,2021-11-30 00:00:00,1,0,2024-07-20 11:30:42,0,2024-07-20 11:30:42,,,
2021-11,汕头港,5.40,36,2021-11-30 00:00:00,1,0,2024-07-20 11:30:42,0,2024-07-20 11:30:42,,,
2021-11,长江航道港口,41.60,37,2021-11-30 00:00:00,1,0,2024-07-20 11:30:42,0,2024-07-20 11:30:42,,,
2021-11,沿海港口,3631.60,38,2021-11-30 00:00:00,1,0,2024-07-20 11:30:42,0,2024-07-20 11:30:42,,,
2021-11,徐州港,75.20,39,2021-11-30 00:00:00,1,0,2024-07-20 11:30:42,0,2024-07-20 11:30:42,,,
2021-11,宜昌港,14.60,40,2021-11-30 00:00:00,1,0,2024-07-20 11:30:42,0,2024-07-20 11:30:42,,,
2021-11,宁波港,142.70,41,2021-11-30 00:00:00,1,0,2024-07-20 11:30:42,0,2024-07-20 11:30:42,,,
2021-11,广州港,151.30,42,2021-11-30 00:00:00,1,0,2024-07-20 11:30:42,0,2024-07-20 11:30:42,,,
2021-11,八所港,8.10,43,2021-11-30 00:00:00,1,0,2024-07-20 11:30:42,0,2024-07-20 11:30:42,,,
2021-11,上海港,,44,2021-11-30 00:00:00,1,0,2024-07-20 11:30:42,0,2024-07-20 11:30:42,,,
2021-11,天津港,127.80,45,2021-11-30 00:00:00,1,0,2024-07-20 11:30:42,0,2024-07-20 11:30:42,,,
