时间,库存合计(万吨),新沙港库存(万吨),潮州亚太(万吨),新港库存(万吨),_ID,_DATA_TIME,_ACTIVE,_CREATE_ID,_CREATE_TIME,_UPDATE_ID,_UPDATE_TIME,_REMARK,_CHANGE_LOG,_RESERVE
2022-05-09,273.00,173.00,41.00,59.00,520,2022-05-09 00:00:00,1,0,2024-07-20 10:40:32,0,2024-07-20 10:40:32,,,
2022-05-07,271.70,168.00,43.70,60.00,521,2022-05-07 00:00:00,1,0,2024-07-20 10:40:32,0,2024-07-20 10:40:32,,,
2022-05-06,267.90,164.00,44.90,59.00,522,2022-05-06 00:00:00,1,0,2024-07-20 10:40:32,0,2024-07-20 10:40:32,,,
2022-05-05,242.00,150.00,31.00,61.00,523,2022-05-05 00:00:00,1,0,2024-07-20 10:40:32,0,2024-07-20 10:40:32,,,
2022-04-29,230.60,145.00,18.60,67.00,524,2022-04-29 00:00:00,1,0,2024-07-20 10:40:32,0,2024-07-20 10:40:32,,,
2022-04-28,239.00,147.00,21.00,71.00,525,2022-04-28 00:00:00,1,0,2024-07-20 10:40:32,0,2024-07-20 10:40:32,,,
2022-04-27,235.00,143.00,22.00,70.00,526,2022-04-27 00:00:00,1,0,2024-07-20 10:40:32,0,2024-07-20 10:40:32,,,
2022-04-26,237.00,145.00,24.00,68.00,527,2022-04-26 00:00:00,1,0,2024-07-20 10:40:32,0,2024-07-20 10:40:32,,,
2022-04-25,230.60,138.00,25.60,67.00,528,2022-04-25 00:00:00,1,0,2024-07-20 10:40:32,0,2024-07-20 10:40:32,,,
2022-04-24,229.30,133.00,27.30,69.00,529,2022-04-24 00:00:00,1,0,2024-07-20 10:40:32,0,2024-07-20 10:40:32,,,
2022-04-22,235.00,136.00,31.00,68.00,530,2022-04-22 00:00:00,1,0,2024-07-20 10:40:32,0,2024-07-20 10:40:32,,,
2022-04-21,240.20,140.00,33.20,67.00,531,2022-04-21 00:00:00,1,0,2024-07-20 10:40:32,0,2024-07-20 10:40:32,,,
2022-04-20,237.00,142.00,28.00,67.00,532,2022-04-20 00:00:00,1,0,2024-07-20 10:40:32,0,2024-07-20 10:40:32,,,
2022-04-19,241.00,145.00,30.00,66.00,533,2022-04-19 00:00:00,1,0,2024-07-20 10:40:32,0,2024-07-20 10:40:32,,,
2022-04-18,235.50,138.00,30.50,67.00,534,2022-04-18 00:00:00,1,0,2024-07-20 10:40:32,0,2024-07-20 10:40:32,,,
2022-04-15,229.00,142.00,28.00,59.00,535,2022-04-15 00:00:00,1,0,2024-07-20 10:40:32,0,2024-07-20 10:40:32,,,
2022-04-14,228.30,138.00,29.30,61.00,536,2022-04-14 00:00:00,1,0,2024-07-20 10:40:32,0,2024-07-20 10:40:32,,,
2022-04-13,225.20,135.00,31.20,59.00,537,2022-04-13 00:00:00,1,0,2024-07-20 10:40:32,0,2024-07-20 10:40:32,,,
2022-04-12,226.50,135.00,32.50,59.00,538,2022-04-12 00:00:00,1,0,2024-07-20 10:40:32,0,2024-07-20 10:40:32,,,
2022-04-11,221.00,137.00,29.00,55.00,539,2022-04-11 00:00:00,1,0,2024-07-20 10:40:32,0,2024-07-20 10:40:32,,,
2022-04-08,222.70,139.00,27.70,56.00,540,2022-04-08 00:00:00,1,0,2024-07-20 10:40:32,0,2024-07-20 10:40:32,,,
2022-04-07,211.00,137.00,20.00,54.00,541,2022-04-07 00:00:00,1,0,2024-07-20 10:40:35,0,2024-07-20 10:40:35,,,
2022-04-06,217.50,140.00,21.50,56.00,542,2022-04-06 00:00:00,1,0,2024-07-20 10:40:35,0,2024-07-20 10:40:35,,,
2022-04-02,210.00,134.00,22.00,54.00,543,2022-04-02 00:00:00,1,0,2024-07-20 10:40:35,0,2024-07-20 10:40:35,,,
2022-04-01,202.00,133.00,16.00,53.00,544,2022-04-01 00:00:00,1,0,2024-07-20 10:40:35,0,2024-07-20 10:40:35,,,
2022-03-31,198.50,130.00,18.50,50.00,545,2022-03-31 00:00:00,1,0,2024-07-20 10:40:35,0,2024-07-20 10:40:35,,,
2022-03-30,192.10,128.00,13.10,51.00,546,2022-03-30 00:00:00,1,0,2024-07-20 10:40:35,0,2024-07-20 10:40:35,,,
2022-03-29,192.00,132.00,15.00,45.00,547,2022-03-29 00:00:00,1,0,2024-07-20 10:40:35,0,2024-07-20 10:40:35,,,
2022-03-28,196.00,135.00,16.00,45.00,548,2022-03-28 00:00:00,1,0,2024-07-20 10:40:35,0,2024-07-20 10:40:35,,,
2022-03-25,181.60,130.00,20.60,31.00,549,2022-03-25 00:00:00,1,0,2024-07-20 10:40:35,0,2024-07-20 10:40:35,,,
2022-03-24,177.00,134.00,15.00,28.00,550,2022-03-24 00:00:00,1,0,2024-07-20 10:40:35,0,2024-07-20 10:40:35,,,
2022-03-23,177.00,134.00,18.00,25.00,551,2022-03-23 00:00:00,1,0,2024-07-20 10:40:35,0,2024-07-20 10:40:35,,,
2022-03-22,181.00,135.00,22.00,24.00,552,2022-03-22 00:00:00,1,0,2024-07-20 10:40:35,0,2024-07-20 10:40:35,,,
2022-03-21,187.40,139.00,24.40,24.00,553,2022-03-21 00:00:00,1,0,2024-07-20 10:40:35,0,2024-07-20 10:40:35,,,
2022-03-18,192.60,145.00,25.60,22.00,554,2022-03-18 00:00:00,1,0,2024-07-20 10:40:35,0,2024-07-20 10:40:35,,,
2022-03-17,196.20,149.00,26.20,21.00,555,2022-03-17 00:00:00,1,0,2024-07-20 10:40:35,0,2024-07-20 10:40:35,,,
2022-03-16,194.20,148.00,22.20,24.00,556,2022-03-16 00:00:00,1,0,2024-07-20 10:40:35,0,2024-07-20 10:40:35,,,
2022-03-15,195.00,145.00,24.00,26.00,557,2022-03-15 00:00:00,1,0,2024-07-20 10:40:35,0,2024-07-20 10:40:35,,,
2022-03-14,213.60,152.00,26.60,35.00,558,2022-03-14 00:00:00,1,0,2024-07-20 10:40:35,0,2024-07-20 10:40:35,,,
2022-03-11,204.20,146.00,28.20,30.00,559,2022-03-11 00:00:00,1,0,2024-07-20 10:40:35,0,2024-07-20 10:40:35,,,
2022-03-10,208.30,145.00,30.30,33.00,560,2022-03-10 00:00:00,1,0,2024-07-20 10:40:35,0,2024-07-20 10:40:35,,,
2022-03-09,199.20,138.00,26.20,35.00,561,2022-03-09 00:00:00,1,0,2024-07-20 10:40:35,0,2024-07-20 10:40:35,,,
2022-03-08,206.70,143.00,23.70,40.00,562,2022-03-08 00:00:00,1,0,2024-07-20 10:40:35,0,2024-07-20 10:40:35,,,
2022-03-07,207.20,140.00,24.20,43.00,563,2022-03-07 00:00:00,1,0,2024-07-20 10:40:35,0,2024-07-20 10:40:35,,,
2022-03-04,220.00,150.00,29.00,41.00,564,2022-03-04 00:00:00,1,0,2024-07-20 10:40:35,0,2024-07-20 10:40:35,,,
2022-03-03,211.10,143.00,26.10,42.00,565,2022-03-03 00:00:00,1,0,2024-07-20 10:40:35,0,2024-07-20 10:40:35,,,
2022-03-02,217.00,149.00,28.00,40.00,566,2022-03-02 00:00:00,1,0,2024-07-20 10:40:35,0,2024-07-20 10:40:35,,,
2022-03-01,213.20,152.00,22.20,39.00,567,2022-03-01 00:00:00,1,0,2024-07-20 10:40:35,0,2024-07-20 10:40:35,,,
2022-02-28,213.00,148.00,24.00,41.00,568,2022-02-28 00:00:00,1,0,2024-07-20 10:40:35,0,2024-07-20 10:40:35,,,
2022-02-25,219.20,153.00,26.20,40.00,569,2022-02-25 00:00:00,1,0,2024-07-20 10:40:35,0,2024-07-20 10:40:35,,,
2022-02-24,210.00,148.00,27.00,35.00,570,2022-02-24 00:00:00,1,0,2024-07-20 10:40:35,0,2024-07-20 10:40:35,,,
2022-02-23,208.00,145.00,28.00,35.00,571,2022-02-23 00:00:00,1,0,2024-07-20 10:40:37,0,2024-07-20 10:40:37,,,
2022-02-22,205.00,140.00,30.00,35.00,572,2022-02-22 00:00:00,1,0,2024-07-20 10:40:37,0,2024-07-20 10:40:37,,,
2022-02-21,198.70,134.00,32.70,32.00,573,2022-02-21 00:00:00,1,0,2024-07-20 10:40:37,0,2024-07-20 10:40:37,,,
2022-02-18,204.50,136.00,33.50,35.00,574,2022-02-18 00:00:00,1,0,2024-07-20 10:40:37,0,2024-07-20 10:40:37,,,
2022-02-17,210.00,137.00,34.00,39.00,575,2022-02-17 00:00:00,1,0,2024-07-20 10:40:37,0,2024-07-20 10:40:37,,,
2022-02-16,210.00,136.00,34.00,40.00,576,2022-02-16 00:00:00,1,0,2024-07-20 10:40:37,0,2024-07-20 10:40:37,,,
2022-02-15,214.40,136.00,34.40,44.00,577,2022-02-15 00:00:00,1,0,2024-07-20 10:40:37,0,2024-07-20 10:40:37,,,
2022-02-14,215.30,135.00,35.30,45.00,578,2022-02-14 00:00:00,1,0,2024-07-20 10:40:37,0,2024-07-20 10:40:37,,,
2022-02-11,217.10,129.00,37.10,51.00,579,2022-02-11 00:00:00,1,0,2024-07-20 10:40:37,0,2024-07-20 10:40:37,,,
2022-02-10,212.70,130.00,28.70,54.00,580,2022-02-10 00:00:00,1,0,2024-07-20 10:40:37,0,2024-07-20 10:40:37,,,
2022-02-09,223.00,137.00,29.00,57.00,581,2022-02-09 00:00:00,1,0,2024-07-20 10:40:37,0,2024-07-20 10:40:37,,,
2022-02-08,223.20,140.00,29.20,54.00,582,2022-02-08 00:00:00,1,0,2024-07-20 10:40:37,0,2024-07-20 10:40:37,,,
2022-02-07,210.40,130.00,29.40,51.00,583,2022-02-07 00:00:00,1,0,2024-07-20 10:40:37,0,2024-07-20 10:40:37,,,
2022-01-30,154.00,99.00,19.00,36.00,584,2022-01-30 00:00:00,1,0,2024-07-20 10:40:37,0,2024-07-20 10:40:37,,,
2022-01-29,153.00,95.00,19.00,39.00,585,2022-01-29 00:00:00,1,0,2024-07-20 10:40:37,0,2024-07-20 10:40:37,,,
2022-01-28,146.50,90.00,19.50,37.00,586,2022-01-28 00:00:00,1,0,2024-07-20 10:40:37,0,2024-07-20 10:40:37,,,
2022-01-27,140.80,84.00,19.80,37.00,587,2022-01-27 00:00:00,1,0,2024-07-20 10:40:37,0,2024-07-20 10:40:37,,,
2022-01-26,139.00,80.00,20.00,39.00,588,2022-01-26 00:00:00,1,0,2024-07-20 10:40:37,0,2024-07-20 10:40:37,,,
2022-01-25,144.70,80.00,21.70,43.00,589,2022-01-25 00:00:00,1,0,2024-07-20 10:40:37,0,2024-07-20 10:40:37,,,
2022-01-24,145.00,80.00,23.00,42.00,590,2022-01-24 00:00:00,1,0,2024-07-20 10:40:37,0,2024-07-20 10:40:37,,,
2022-01-21,148.80,79.00,24.80,45.00,591,2022-01-21 00:00:00,1,0,2024-07-20 10:40:37,0,2024-07-20 10:40:37,,,
2022-01-20,151.60,75.00,26.60,50.00,592,2022-01-20 00:00:00,1,0,2024-07-20 10:40:37,0,2024-07-20 10:40:37,,,
2022-01-19,145.00,73.00,22.00,50.00,593,2022-01-19 00:00:00,1,0,2024-07-20 10:40:37,0,2024-07-20 10:40:37,,,
2022-01-18,150.80,76.00,22.80,52.00,594,2022-01-18 00:00:00,1,0,2024-07-20 10:40:37,0,2024-07-20 10:40:37,,,
2022-01-17,156.50,77.00,24.50,55.00,595,2022-01-17 00:00:00,1,0,2024-07-20 10:40:37,0,2024-07-20 10:40:37,,,
2022-01-14,181.70,94.00,29.70,58.00,596,2022-01-14 00:00:00,1,0,2024-07-20 10:40:37,0,2024-07-20 10:40:37,,,
2022-01-13,192.00,98.00,31.00,63.00,597,2022-01-13 00:00:00,1,0,2024-07-20 10:40:37,0,2024-07-20 10:40:37,,,
2022-01-12,195.70,102.00,31.70,62.00,598,2022-01-12 00:00:00,1,0,2024-07-20 10:40:37,0,2024-07-20 10:40:37,,,
2022-01-11,201.80,108.00,33.80,60.00,599,2022-01-11 00:00:00,1,0,2024-07-20 10:40:37,0,2024-07-20 10:40:37,,,
2022-01-10,185.60,105.00,34.60,46.00,600,2022-01-10 00:00:00,1,0,2024-07-20 10:40:37,0,2024-07-20 10:40:37,,,
2022-01-07,199.80,111.00,33.80,55.00,601,2022-01-07 00:00:00,1,0,2024-07-20 10:40:41,0,2024-07-20 10:40:41,,,
2022-01-06,190.50,110.00,34.50,46.00,602,2022-01-06 00:00:00,1,0,2024-07-20 10:40:41,0,2024-07-20 10:40:41,,,
2022-01-05,195.20,110.00,40.20,45.00,603,2022-01-05 00:00:00,1,0,2024-07-20 10:40:41,0,2024-07-20 10:40:41,,,
2022-01-04,181.80,107.00,33.80,41.00,604,2022-01-04 00:00:00,1,0,2024-07-20 10:40:41,0,2024-07-20 10:40:41,,,
2021-12-31,189.00,109.00,38.00,42.00,605,2021-12-31 00:00:00,1,0,2024-07-20 10:40:41,0,2024-07-20 10:40:41,,,
2021-12-30,186.70,107.00,38.70,41.00,606,2021-12-30 00:00:00,1,0,2024-07-20 10:40:41,0,2024-07-20 10:40:41,,,
2021-12-29,178.50,105.00,33.50,40.00,607,2021-12-29 00:00:00,1,0,2024-07-20 10:40:41,0,2024-07-20 10:40:41,,,
2021-12-28,169.90,104.00,27.90,38.00,608,2021-12-28 00:00:00,1,0,2024-07-20 10:40:41,0,2024-07-20 10:40:41,,,
2021-12-27,178.00,107.00,30.00,41.00,609,2021-12-27 00:00:00,1,0,2024-07-20 10:40:41,0,2024-07-20 10:40:41,,,
2021-12-24,191.80,122.00,35.80,34.00,610,2021-12-24 00:00:00,1,0,2024-07-20 10:40:41,0,2024-07-20 10:40:41,,,
2021-12-23,183.70,118.00,30.70,35.00,611,2021-12-23 00:00:00,1,0,2024-07-20 10:40:41,0,2024-07-20 10:40:41,,,
2021-12-22,180.70,114.00,31.70,35.00,612,2021-12-22 00:00:00,1,0,2024-07-20 10:40:41,0,2024-07-20 10:40:41,,,
2021-12-21,185.60,120.00,30.60,35.00,613,2021-12-21 00:00:00,1,0,2024-07-20 10:40:41,0,2024-07-20 10:40:41,,,
2021-12-20,174.80,110.00,32.80,32.00,614,2021-12-20 00:00:00,1,0,2024-07-20 10:40:41,0,2024-07-20 10:40:41,,,
2021-12-17,171.80,114.00,24.80,33.00,615,2021-12-17 00:00:00,1,0,2024-07-20 10:40:41,0,2024-07-20 10:40:41,,,
2021-12-16,165.60,108.00,25.60,32.00,616,2021-12-16 00:00:00,1,0,2024-07-20 10:40:41,0,2024-07-20 10:40:41,,,
2021-12-15,157.60,100.00,26.60,31.00,617,2021-12-15 00:00:00,1,0,2024-07-20 10:40:41,0,2024-07-20 10:40:41,,,
2021-12-14,164.50,103.00,27.50,34.00,618,2021-12-14 00:00:00,1,0,2024-07-20 10:40:41,0,2024-07-20 10:40:41,,,
2021-12-13,159.60,105.00,19.60,35.00,619,2021-12-13 00:00:00,1,0,2024-07-20 10:40:41,0,2024-07-20 10:40:41,,,
2021-12-10,185.50,115.00,25.50,45.00,620,2021-12-10 00:00:00,1,0,2024-07-20 10:40:41,0,2024-07-20 10:40:41,,,
2021-12-09,191.10,119.00,26.10,46.00,621,2021-12-09 00:00:00,1,0,2024-07-20 10:40:41,0,2024-07-20 10:40:41,,,
2021-12-08,194.00,118.00,28.00,48.00,622,2021-12-08 00:00:00,1,0,2024-07-20 10:40:41,0,2024-07-20 10:40:41,,,
2021-12-07,191.70,116.00,28.70,47.00,623,2021-12-07 00:00:00,1,0,2024-07-20 10:40:41,0,2024-07-20 10:40:41,,,
2021-12-06,196.70,120.00,29.70,47.00,624,2021-12-06 00:00:00,1,0,2024-07-20 10:40:41,0,2024-07-20 10:40:41,,,
2021-12-03,205.90,129.00,31.90,45.00,625,2021-12-03 00:00:00,1,0,2024-07-20 10:40:41,0,2024-07-20 10:40:41,,,
2021-12-02,204.30,128.00,32.30,44.00,626,2021-12-02 00:00:00,1,0,2024-07-20 10:40:41,0,2024-07-20 10:40:41,,,
2021-12-01,204.30,127.00,33.30,44.00,627,2021-12-01 00:00:00,1,0,2024-07-20 10:40:41,0,2024-07-20 10:40:41,,,
2021-11-30,206.70,127.00,33.70,46.00,628,2021-11-30 00:00:00,1,0,2024-07-20 10:40:41,0,2024-07-20 10:40:41,,,
2021-11-29,215.20,130.00,34.20,51.00,629,2021-11-29 00:00:00,1,0,2024-07-20 10:40:41,0,2024-07-20 10:40:41,,,
2021-11-26,213.90,131.00,34.90,48.00,630,2021-11-26 00:00:00,1,0,2024-07-20 10:40:41,0,2024-07-20 10:40:41,,,
2021-11-25,211.80,133.00,29.80,49.00,631,2021-11-25 00:00:00,1,0,2024-07-20 10:40:43,0,2024-07-20 10:40:43,,,
2021-11-24,217.80,136.00,31.80,50.00,632,2021-11-24 00:00:00,1,0,2024-07-20 10:40:43,0,2024-07-20 10:40:43,,,
2021-11-23,219.70,137.00,32.70,50.00,633,2021-11-23 00:00:00,1,0,2024-07-20 10:40:43,0,2024-07-20 10:40:43,,,
2021-11-23,219.70,137.00,32.70,50.00,634,2021-11-23 00:00:00,1,0,2024-07-20 10:40:43,0,2024-07-20 10:40:43,,,
2021-11-22,222.00,140.00,30.00,52.00,635,2021-11-22 00:00:00,1,0,2024-07-20 10:40:43,0,2024-07-20 10:40:43,,,
2021-11-19,219.20,135.00,37.20,47.00,636,2021-11-19 00:00:00,1,0,2024-07-20 10:40:43,0,2024-07-20 10:40:43,,,
2021-11-18,197.30,127.00,24.30,46.00,637,2021-11-18 00:00:00,1,0,2024-07-20 10:40:43,0,2024-07-20 10:40:43,,,
2021-11-17,199.70,130.00,24.70,45.00,638,2021-11-17 00:00:00,1,0,2024-07-20 10:40:43,0,2024-07-20 10:40:43,,,
2021-11-16,196.60,133.00,18.60,45.00,639,2021-11-16 00:00:00,1,0,2024-07-20 10:40:43,0,2024-07-20 10:40:43,,,
2021-11-15,200.40,126.00,27.60,46.80,640,2021-11-15 00:00:00,1,0,2024-07-20 10:40:43,0,2024-07-20 10:40:43,,,
2021-11-12,198.10,133.00,20.10,45.00,641,2021-11-12 00:00:00,1,0,2024-07-20 10:40:43,0,2024-07-20 10:40:43,,,
2021-11-11,199.30,136.00,20.30,43.00,642,2021-11-11 00:00:00,1,0,2024-07-20 10:40:43,0,2024-07-20 10:40:43,,,
2021-11-10,205.40,140.00,20.40,45.00,643,2021-11-10 00:00:00,1,0,2024-07-20 10:40:43,0,2024-07-20 10:40:43,,,
2021-11-09,210.70,142.00,20.70,48.00,644,2021-11-09 00:00:00,1,0,2024-07-20 10:40:43,0,2024-07-20 10:40:43,,,
2021-11-08,214.70,140.00,21.70,53.00,645,2021-11-08 00:00:00,1,0,2024-07-20 10:40:43,0,2024-07-20 10:40:43,,,
2021-11-05,215.80,142.00,22.80,51.00,646,2021-11-05 00:00:00,1,0,2024-07-20 10:40:43,0,2024-07-20 10:40:43,,,
2021-11-04,214.70,140.00,23.70,51.00,647,2021-11-04 00:00:00,1,0,2024-07-20 10:40:43,0,2024-07-20 10:40:43,,,
2021-11-03,221.40,144.00,25.40,52.00,648,2021-11-03 00:00:00,1,0,2024-07-20 10:40:43,0,2024-07-20 10:40:43,,,
2021-11-02,226.40,145.00,26.40,55.00,649,2021-11-02 00:00:00,1,0,2024-07-20 10:40:43,0,2024-07-20 10:40:43,,,
2021-11-01,232.40,150.00,27.40,55.00,650,2021-11-01 00:00:00,1,0,2024-07-20 10:40:43,0,2024-07-20 10:40:43,,,
2021-10-29,232.80,150.00,32.80,50.00,651,2021-10-29 00:00:00,1,0,2024-07-20 10:40:43,0,2024-07-20 10:40:43,,,
2021-10-28,230.20,150.00,33.20,47.00,652,2021-10-28 00:00:00,1,0,2024-07-20 10:40:43,0,2024-07-20 10:40:43,,,
2021-10-27,224.70,145.00,34.70,45.00,653,2021-10-27 00:00:00,1,0,2024-07-20 10:40:43,0,2024-07-20 10:40:43,,,
2021-10-26,228.20,149.00,36.20,43.00,654,2021-10-26 00:00:00,1,0,2024-07-20 10:40:43,0,2024-07-20 10:40:43,,,
2021-10-25,231.40,153.00,31.40,47.00,655,2021-10-25 00:00:00,1,0,2024-07-20 10:40:43,0,2024-07-20 10:40:43,,,
2021-10-22,223.10,145.00,28.10,50.00,656,2021-10-22 00:00:00,1,0,2024-07-20 10:40:43,0,2024-07-20 10:40:43,,,
2021-10-21,226.80,149.00,28.80,49.00,657,2021-10-21 00:00:00,1,0,2024-07-20 10:40:43,0,2024-07-20 10:40:43,,,
2021-10-20,232.40,153.00,29.40,50.00,658,2021-10-20 00:00:00,1,0,2024-07-20 10:40:43,0,2024-07-20 10:40:43,,,
2021-10-19,231.20,151.00,30.20,50.00,659,2021-10-19 00:00:00,1,0,2024-07-20 10:40:43,0,2024-07-20 10:40:43,,,
2021-10-18,239.50,156.00,31.50,52.00,660,2021-10-18 00:00:00,1,0,2024-07-20 10:40:43,0,2024-07-20 10:40:43,,,
2021-10-15,245.20,163.00,32.20,50.00,661,2021-10-15 00:00:00,1,0,2024-07-20 10:40:47,0,2024-07-20 10:40:47,,,
2021-10-14,242.40,160.00,27.40,55.00,662,2021-10-14 00:00:00,1,0,2024-07-20 10:40:47,0,2024-07-20 10:40:47,,,
2021-10-13,247.60,164.00,27.60,56.00,663,2021-10-13 00:00:00,1,0,2024-07-20 10:40:47,0,2024-07-20 10:40:47,,,
2021-10-12,254.00,169.00,28.00,57.00,664,2021-10-12 00:00:00,1,0,2024-07-20 10:40:47,0,2024-07-20 10:40:47,,,
2021-10-11,254.00,172.00,27.00,55.00,665,2021-10-11 00:00:00,1,0,2024-07-20 10:40:47,0,2024-07-20 10:40:47,,,
2021-10-09,251.00,175.00,22.00,54.00,666,2021-10-09 00:00:00,1,0,2024-07-20 10:40:47,0,2024-07-20 10:40:47,,,
2021-10-08,242.00,165.00,23.00,54.00,667,2021-10-08 00:00:00,1,0,2024-07-20 10:40:47,0,2024-07-20 10:40:47,,,
2021-09-30,238.20,162.00,31.20,45.00,668,2021-09-30 00:00:00,1,0,2024-07-20 10:40:47,0,2024-07-20 10:40:47,,,
2021-09-29,228.00,157.00,26.00,45.00,669,2021-09-29 00:00:00,1,0,2024-07-20 10:40:47,0,2024-07-20 10:40:47,,,
2021-09-28,230.20,161.00,22.20,47.00,670,2021-09-28 00:00:00,1,0,2024-07-20 10:40:47,0,2024-07-20 10:40:47,,,
2021-09-27,230.40,162.00,23.40,45.00,671,2021-09-27 00:00:00,1,0,2024-07-20 10:40:47,0,2024-07-20 10:40:47,,,
2021-09-26,231.50,162.00,24.50,45.00,672,2021-09-26 00:00:00,1,0,2024-07-20 10:40:47,0,2024-07-20 10:40:47,,,
2021-09-24,230.00,161.00,22.00,47.00,673,2021-09-24 00:00:00,1,0,2024-07-20 10:40:47,0,2024-07-20 10:40:47,,,
2021-09-23,237.00,165.00,24.00,48.00,674,2021-09-23 00:00:00,1,0,2024-07-20 10:40:47,0,2024-07-20 10:40:47,,,
2021-09-22,243.50,165.00,31.50,47.00,675,2021-09-22 00:00:00,1,0,2024-07-20 10:40:47,0,2024-07-20 10:40:47,,,
2021-09-18,237.70,159.00,31.70,47.00,676,2021-09-18 00:00:00,1,0,2024-07-20 10:40:47,0,2024-07-20 10:40:47,,,
2021-09-17,245.00,162.00,33.00,50.00,677,2021-09-17 00:00:00,1,0,2024-07-20 10:40:47,0,2024-07-20 10:40:47,,,
2021-09-16,241.30,157.00,34.30,50.00,678,2021-09-16 00:00:00,1,0,2024-07-20 10:40:47,0,2024-07-20 10:40:47,,,
2021-09-15,246.50,161.00,35.50,50.00,679,2021-09-15 00:00:00,1,0,2024-07-20 10:40:47,0,2024-07-20 10:40:47,,,
2021-09-14,254.00,165.00,36.00,53.00,680,2021-09-14 00:00:00,1,0,2024-07-20 10:40:47,0,2024-07-20 10:40:47,,,
2021-09-13,246.40,165.00,26.40,55.00,681,2021-09-13 00:00:00,1,0,2024-07-20 10:40:47,0,2024-07-20 10:40:47,,,
2021-09-10,246.40,166.00,27.40,53.00,682,2021-09-10 00:00:00,1,0,2024-07-20 10:40:47,0,2024-07-20 10:40:47,,,
2021-09-09,241.50,163.00,27.50,51.00,683,2021-09-09 00:00:00,1,0,2024-07-20 10:40:47,0,2024-07-20 10:40:47,,,
2021-09-08,248.70,167.00,28.70,53.00,684,2021-09-08 00:00:00,1,0,2024-07-20 10:40:47,0,2024-07-20 10:40:47,,,
2021-09-07,242.40,160.00,29.40,53.00,685,2021-09-07 00:00:00,1,0,2024-07-20 10:40:47,0,2024-07-20 10:40:47,,,
2021-09-06,243.50,160.00,30.50,53.00,686,2021-09-06 00:00:00,1,0,2024-07-20 10:40:47,0,2024-07-20 10:40:47,,,
2021-09-03,244.00,155.00,35.00,54.00,687,2021-09-03 00:00:00,1,0,2024-07-20 10:40:47,0,2024-07-20 10:40:47,,,
2021-09-02,237.00,158.00,25.00,54.00,688,2021-09-02 00:00:00,1,0,2024-07-20 10:40:47,0,2024-07-20 10:40:47,,,
2021-09-01,241.70,162.00,26.70,53.00,689,2021-09-01 00:00:00,1,0,2024-07-20 10:40:47,0,2024-07-20 10:40:47,,,
2021-08-31,247.20,160.00,35.20,52.00,690,2021-08-31 00:00:00,1,0,2024-07-20 10:40:47,0,2024-07-20 10:40:47,,,
2021-08-30,247.20,165.00,30.20,52.00,691,2021-08-30 00:00:00,1,0,2024-07-20 10:40:50,0,2024-07-20 10:40:50,,,
2021-08-27,234.40,155.00,28.40,51.00,692,2021-08-27 00:00:00,1,0,2024-07-20 10:40:50,0,2024-07-20 10:40:50,,,
2021-08-26,239.70,160.00,29.70,50.00,693,2021-08-26 00:00:00,1,0,2024-07-20 10:40:50,0,2024-07-20 10:40:50,,,
2021-08-25,233.00,152.00,31.00,50.00,694,2021-08-25 00:00:00,1,0,2024-07-20 10:40:50,0,2024-07-20 10:40:50,,,
2021-08-24,240.70,157.00,33.70,50.00,695,2021-08-24 00:00:00,1,0,2024-07-20 10:40:50,0,2024-07-20 10:40:50,,,
2021-08-23,247.60,163.00,35.60,49.00,696,2021-08-23 00:00:00,1,0,2024-07-20 10:40:50,0,2024-07-20 10:40:50,,,
2021-08-20,243.80,162.00,36.80,45.00,697,2021-08-20 00:00:00,1,0,2024-07-20 10:40:50,0,2024-07-20 10:40:50,,,
2021-08-19,246.50,165.00,38.50,43.00,698,2021-08-19 00:00:00,1,0,2024-07-20 10:40:50,0,2024-07-20 10:40:50,,,
2021-08-18,241.30,170.00,25.30,46.00,699,2021-08-18 00:00:00,1,0,2024-07-20 10:40:50,0,2024-07-20 10:40:50,,,
2021-08-17,238.10,166.00,26.10,46.00,700,2021-08-17 00:00:00,1,0,2024-07-20 10:40:50,0,2024-07-20 10:40:50,,,
2021-08-16,233.60,160.00,27.60,46.00,701,2021-08-16 00:00:00,1,0,2024-07-20 10:40:50,0,2024-07-20 10:40:50,,,
2021-08-13,244.80,165.00,32.80,47.00,702,2021-08-13 00:00:00,1,0,2024-07-20 10:40:50,0,2024-07-20 10:40:50,,,
2021-08-12,250.80,168.00,33.80,49.00,703,2021-08-12 00:00:00,1,0,2024-07-20 10:40:50,0,2024-07-20 10:40:50,,,
2021-08-11,252.10,171.00,32.10,49.00,704,2021-08-11 00:00:00,1,0,2024-07-20 10:40:50,0,2024-07-20 10:40:50,,,
2021-08-10,253.60,168.00,37.60,48.00,705,2021-08-10 00:00:00,1,0,2024-07-20 10:40:50,0,2024-07-20 10:40:50,,,
2021-08-09,254.50,172.00,32.50,50.00,706,2021-08-09 00:00:00,1,0,2024-07-20 10:40:50,0,2024-07-20 10:40:50,,,
2021-08-06,254.60,175.00,28.60,51.00,707,2021-08-06 00:00:00,1,0,2024-07-20 10:40:50,0,2024-07-20 10:40:50,,,
2021-08-05,260.40,180.00,29.40,51.00,708,2021-08-05 00:00:00,1,0,2024-07-20 10:40:50,0,2024-07-20 10:40:50,,,
2021-08-04,259.00,178.00,32.00,49.00,709,2021-08-04 00:00:00,1,0,2024-07-20 10:40:50,0,2024-07-20 10:40:50,,,
