时间,库存合计(万吨),新沙港库存(万吨),潮州亚太(万吨),新港库存(万吨),_ID,_DATA_TIME,_ACTIVE,_CREATE_ID,_CREATE_TIME,_UPDATE_ID,_UPDATE_TIME,_REMARK,_CHANGE_LOG,_RESERVE
2024-07-16,347.60,190.00,93.60,64.00,1,2024-07-16 00:00:00,1,0,2024-07-20 10:39:39,0,2024-07-20 10:39:39,,,
2024-07-15,348.00,192.00,94.00,62.00,2,2024-07-15 00:00:00,1,0,2024-07-20 10:39:39,0,2024-07-20 10:39:39,,,
2024-07-12,352.00,190.00,99.00,63.00,3,2024-07-12 00:00:00,1,0,2024-07-20 10:39:39,0,2024-07-20 10:39:39,,,
2024-07-11,354.00,191.00,100.00,63.00,4,2024-07-11 00:00:00,1,0,2024-07-20 10:39:39,0,2024-07-20 10:39:39,,,
2024-07-10,357.00,193.00,101.00,63.00,5,2024-07-10 00:00:00,1,0,2024-07-20 10:39:39,0,2024-07-20 10:39:39,,,
2024-07-09,361.00,195.00,102.00,64.00,6,2024-07-09 00:00:00,1,0,2024-07-20 10:39:39,0,2024-07-20 10:39:39,,,
2024-07-08,361.80,195.00,103.80,63.00,7,2024-07-08 00:00:00,1,0,2024-07-20 10:39:39,0,2024-07-20 10:39:39,,,
2024-07-05,356.00,188.00,105.00,63.00,8,2024-07-05 00:00:00,1,0,2024-07-20 10:39:39,0,2024-07-20 10:39:39,,,
2024-07-04,358.60,190.00,105.60,63.00,9,2024-07-04 00:00:00,1,0,2024-07-20 10:39:39,0,2024-07-20 10:39:39,,,
2024-07-03,365.00,192.00,106.00,67.00,10,2024-07-03 00:00:00,1,0,2024-07-20 10:39:39,0,2024-07-20 10:39:39,,,
2024-07-02,364.00,196.00,106.00,62.00,11,2024-07-02 00:00:00,1,0,2024-07-20 10:39:39,0,2024-07-20 10:39:39,,,
2024-07-01,363.20,196.00,106.20,61.00,12,2024-07-01 00:00:00,1,0,2024-07-20 10:39:39,0,2024-07-20 10:39:39,,,
2024-06-28,372.30,196.00,108.30,68.00,13,2024-06-28 00:00:00,1,0,2024-07-20 10:39:39,0,2024-07-20 10:39:39,,,
2024-06-27,372.00,196.00,109.00,67.00,14,2024-06-27 00:00:00,1,0,2024-07-20 10:39:39,0,2024-07-20 10:39:39,,,
2024-06-26,371.20,197.00,109.20,65.00,15,2024-06-26 00:00:00,1,0,2024-07-20 10:39:39,0,2024-07-20 10:39:39,,,
2024-06-25,374.40,200.00,109.40,65.00,16,2024-06-25 00:00:00,1,0,2024-07-20 10:39:39,0,2024-07-20 10:39:39,,,
2024-06-24,361.50,200.00,94.50,67.00,17,2024-06-24 00:00:00,1,0,2024-07-20 10:39:39,0,2024-07-20 10:39:39,,,
2024-06-20,355.60,192.00,95.60,68.00,18,2024-06-20 00:00:00,1,0,2024-07-20 10:39:39,0,2024-07-20 10:39:39,,,
2024-06-19,341.20,192.00,83.20,66.00,19,2024-06-19 00:00:00,1,0,2024-07-20 10:39:39,0,2024-07-20 10:39:39,,,
2024-06-18,343.40,192.00,83.40,68.00,20,2024-06-18 00:00:00,1,0,2024-07-20 10:39:39,0,2024-07-20 10:39:39,,,
2024-06-17,345.60,192.00,83.60,70.00,21,2024-06-17 00:00:00,1,0,2024-07-20 10:39:39,0,2024-07-20 10:39:39,,,
2024-06-14,343.60,190.00,83.60,70.00,22,2024-06-14 00:00:00,1,0,2024-07-20 10:39:39,0,2024-07-20 10:39:39,,,
2024-06-12,346.00,195.00,84.00,67.00,23,2024-06-12 00:00:00,1,0,2024-07-20 10:39:39,0,2024-07-20 10:39:39,,,
2024-06-11,332.00,195.00,71.00,66.00,24,2024-06-11 00:00:00,1,0,2024-07-20 10:39:39,0,2024-07-20 10:39:39,,,
2024-06-07,331.70,198.00,66.70,67.00,25,2024-06-07 00:00:00,1,0,2024-07-20 10:39:39,0,2024-07-20 10:39:39,,,
2024-06-06,331.30,196.00,68.30,67.00,26,2024-06-06 00:00:00,1,0,2024-07-20 10:39:39,0,2024-07-20 10:39:39,,,
2024-06-05,333.00,195.00,70.00,68.00,27,2024-06-05 00:00:00,1,0,2024-07-20 10:39:39,0,2024-07-20 10:39:39,,,
2024-06-04,334.60,196.00,71.60,67.00,28,2024-06-04 00:00:00,1,0,2024-07-20 10:39:39,0,2024-07-20 10:39:39,,,
2024-06-03,335.00,197.00,73.00,65.00,29,2024-06-03 00:00:00,1,0,2024-07-20 10:39:39,0,2024-07-20 10:39:39,,,
2024-05-31,322.80,197.00,60.80,65.00,30,2024-05-31 00:00:00,1,0,2024-07-20 10:39:39,0,2024-07-20 10:39:39,,,
2024-05-30,317.00,191.00,61.00,65.00,31,2024-05-30 00:00:00,1,0,2024-07-20 10:39:42,0,2024-07-20 10:39:42,,,
2024-05-29,314.00,193.00,55.00,66.00,32,2024-05-29 00:00:00,1,0,2024-07-20 10:39:42,0,2024-07-20 10:39:42,,,
2024-05-28,318.30,196.00,55.30,67.00,33,2024-05-28 00:00:00,1,0,2024-07-20 10:39:42,0,2024-07-20 10:39:42,,,
2024-05-27,314.00,191.00,56.00,67.00,34,2024-05-27 00:00:00,1,0,2024-07-20 10:39:42,0,2024-07-20 10:39:42,,,
2024-05-24,307.00,181.00,58.00,68.00,35,2024-05-24 00:00:00,1,0,2024-07-20 10:39:42,0,2024-07-20 10:39:42,,,
2024-05-23,302.70,184.00,50.70,68.00,36,2024-05-23 00:00:00,1,0,2024-07-20 10:39:42,0,2024-07-20 10:39:42,,,
2024-05-22,305.00,183.00,46.00,76.00,37,2024-05-22 00:00:00,1,0,2024-07-20 10:39:42,0,2024-07-20 10:39:42,,,
2024-05-21,298.50,185.00,46.50,67.00,38,2024-05-21 00:00:00,1,0,2024-07-20 10:39:42,0,2024-07-20 10:39:42,,,
2024-05-20,298.70,184.00,47.70,67.00,39,2024-05-20 00:00:00,1,0,2024-07-20 10:39:42,0,2024-07-20 10:39:42,,,
2024-05-17,305.00,183.00,50.00,72.00,40,2024-05-17 00:00:00,1,0,2024-07-20 10:39:42,0,2024-07-20 10:39:42,,,
2024-05-16,301.00,186.00,46.00,69.00,41,2024-05-16 00:00:00,1,0,2024-07-20 10:39:42,0,2024-07-20 10:39:42,,,
2024-05-15,294.80,182.00,46.80,66.00,42,2024-05-15 00:00:00,1,0,2024-07-20 10:39:42,0,2024-07-20 10:39:42,,,
2024-05-14,293.40,180.00,47.40,66.00,43,2024-05-14 00:00:00,1,0,2024-07-20 10:39:42,0,2024-07-20 10:39:42,,,
2024-05-13,297.00,183.00,48.00,66.00,44,2024-05-13 00:00:00,1,0,2024-07-20 10:39:42,0,2024-07-20 10:39:42,,,
2024-05-11,296.00,179.00,47.00,70.00,45,2024-05-11 00:00:00,1,0,2024-07-20 10:39:42,0,2024-07-20 10:39:42,,,
2024-05-10,299.00,177.00,49.00,73.00,46,2024-05-10 00:00:00,1,0,2024-07-20 10:39:42,0,2024-07-20 10:39:42,,,
2024-05-09,299.00,177.00,51.00,71.00,47,2024-05-09 00:00:00,1,0,2024-07-20 10:39:42,0,2024-07-20 10:39:42,,,
2024-05-08,300.00,177.00,53.00,70.00,48,2024-05-08 00:00:00,1,0,2024-07-20 10:39:42,0,2024-07-20 10:39:42,,,
2024-05-07,306.00,179.00,55.00,72.00,49,2024-05-07 00:00:00,1,0,2024-07-20 10:39:42,0,2024-07-20 10:39:42,,,
2024-05-06,311.00,182.00,57.00,72.00,50,2024-05-06 00:00:00,1,0,2024-07-20 10:39:42,0,2024-07-20 10:39:42,,,
2024-04-30,299.60,183.00,47.60,69.00,51,2024-04-30 00:00:00,1,0,2024-07-20 10:39:42,0,2024-07-20 10:39:42,,,
2024-04-29,296.30,183.00,41.30,72.00,52,2024-04-29 00:00:00,1,0,2024-07-20 10:39:42,0,2024-07-20 10:39:42,,,
2024-04-28,296.00,182.00,42.00,72.00,53,2024-04-28 00:00:00,1,0,2024-07-20 10:39:42,0,2024-07-20 10:39:42,,,
2024-04-26,295.40,178.00,42.40,75.00,54,2024-04-26 00:00:00,1,0,2024-07-20 10:39:42,0,2024-07-20 10:39:42,,,
2024-04-25,294.20,177.00,44.20,73.00,55,2024-04-25 00:00:00,1,0,2024-07-20 10:39:42,0,2024-07-20 10:39:42,,,
2024-04-24,293.00,175.00,46.00,72.00,56,2024-04-24 00:00:00,1,0,2024-07-20 10:39:42,0,2024-07-20 10:39:42,,,
2024-04-23,295.80,178.00,47.80,70.00,57,2024-04-23 00:00:00,1,0,2024-07-20 10:39:42,0,2024-07-20 10:39:42,,,
2024-04-22,294.60,177.00,49.60,68.00,58,2024-04-22 00:00:00,1,0,2024-07-20 10:39:42,0,2024-07-20 10:39:42,,,
2024-04-19,286.00,169.00,51.00,66.00,59,2024-04-19 00:00:00,1,0,2024-07-20 10:39:42,0,2024-07-20 10:39:42,,,
2024-04-18,290.40,173.00,52.40,65.00,60,2024-04-18 00:00:00,1,0,2024-07-20 10:39:42,0,2024-07-20 10:39:42,,,
2024-04-17,292.00,175.00,54.00,63.00,61,2024-04-17 00:00:00,1,0,2024-07-20 10:39:44,0,2024-07-20 10:39:44,,,
2024-04-16,306.00,186.00,55.00,65.00,62,2024-04-16 00:00:00,1,0,2024-07-20 10:39:44,0,2024-07-20 10:39:44,,,
2024-04-15,309.00,180.00,58.00,71.00,63,2024-04-15 00:00:00,1,0,2024-07-20 10:39:44,0,2024-07-20 10:39:44,,,
2024-04-12,307.60,178.00,56.60,73.00,64,2024-04-12 00:00:00,1,0,2024-07-20 10:39:44,0,2024-07-20 10:39:44,,,
2024-04-11,305.00,180.00,58.00,67.00,65,2024-04-11 00:00:00,1,0,2024-07-20 10:39:44,0,2024-07-20 10:39:44,,,
2024-04-10,299.00,173.00,60.00,66.00,66,2024-04-10 00:00:00,1,0,2024-07-20 10:39:44,0,2024-07-20 10:39:44,,,
2024-04-09,296.30,176.00,57.30,63.00,67,2024-04-09 00:00:00,1,0,2024-07-20 10:39:44,0,2024-07-20 10:39:44,,,
2024-04-08,292.00,173.00,59.00,60.00,68,2024-04-08 00:00:00,1,0,2024-07-20 10:39:44,0,2024-07-20 10:39:44,,,
2024-04-07,291.40,174.00,54.40,63.00,69,2024-04-07 00:00:00,1,0,2024-07-20 10:39:44,0,2024-07-20 10:39:44,,,
2024-04-03,291.00,173.00,54.00,64.00,70,2024-04-03 00:00:00,1,0,2024-07-20 10:39:44,0,2024-07-20 10:39:44,,,
2024-04-02,284.60,167.00,55.60,62.00,71,2024-04-02 00:00:00,1,0,2024-07-20 10:39:44,0,2024-07-20 10:39:44,,,
2024-04-01,291.00,170.00,57.00,64.00,72,2024-04-01 00:00:00,1,0,2024-07-20 10:39:44,0,2024-07-20 10:39:44,,,
2024-03-29,295.30,173.00,56.30,66.00,73,2024-03-29 00:00:00,1,0,2024-07-20 10:39:44,0,2024-07-20 10:39:44,,,
2024-03-28,303.00,177.00,58.00,68.00,74,2024-03-28 00:00:00,1,0,2024-07-20 10:39:44,0,2024-07-20 10:39:44,,,
2024-03-27,294.70,171.00,59.70,64.00,75,2024-03-27 00:00:00,1,0,2024-07-20 10:39:44,0,2024-07-20 10:39:44,,,
2024-03-26,287.20,166.00,57.20,64.00,76,2024-03-26 00:00:00,1,0,2024-07-20 10:39:44,0,2024-07-20 10:39:44,,,
2024-03-25,296.00,170.00,59.00,67.00,77,2024-03-25 00:00:00,1,0,2024-07-20 10:39:44,0,2024-07-20 10:39:44,,,
2024-03-22,292.40,173.00,62.40,57.00,78,2024-03-22 00:00:00,1,0,2024-07-20 10:39:44,0,2024-07-20 10:39:44,,,
2024-03-21,297.20,176.00,64.20,57.00,79,2024-03-21 00:00:00,1,0,2024-07-20 10:39:44,0,2024-07-20 10:39:44,,,
2024-03-20,303.00,179.00,66.00,58.00,80,2024-03-20 00:00:00,1,0,2024-07-20 10:39:44,0,2024-07-20 10:39:44,,,
2024-03-19,304.50,178.00,67.50,59.00,81,2024-03-19 00:00:00,1,0,2024-07-20 10:39:44,0,2024-07-20 10:39:44,,,
2024-03-18,305.50,180.00,63.50,62.00,82,2024-03-18 00:00:00,1,0,2024-07-20 10:39:44,0,2024-07-20 10:39:44,,,
2024-03-15,285.00,173.00,55.00,57.00,83,2024-03-15 00:00:00,1,0,2024-07-20 10:39:44,0,2024-07-20 10:39:44,,,
2024-03-14,283.50,169.00,56.50,58.00,84,2024-03-14 00:00:00,1,0,2024-07-20 10:39:44,0,2024-07-20 10:39:44,,,
2024-03-13,281.50,168.00,58.50,55.00,85,2024-03-13 00:00:00,1,0,2024-07-20 10:39:44,0,2024-07-20 10:39:44,,,
2024-03-12,282.80,167.00,59.80,56.00,86,2024-03-12 00:00:00,1,0,2024-07-20 10:39:44,0,2024-07-20 10:39:44,,,
2024-03-11,288.40,170.00,61.40,57.00,87,2024-03-11 00:00:00,1,0,2024-07-20 10:39:44,0,2024-07-20 10:39:44,,,
2024-03-08,285.00,160.00,65.00,60.00,88,2024-03-08 00:00:00,1,0,2024-07-20 10:39:44,0,2024-07-20 10:39:44,,,
2024-03-07,280.40,153.00,66.40,61.00,89,2024-03-07 00:00:00,1,0,2024-07-20 10:39:44,0,2024-07-20 10:39:44,,,
2024-03-06,279.70,154.00,67.70,58.00,90,2024-03-06 00:00:00,1,0,2024-07-20 10:39:44,0,2024-07-20 10:39:44,,,
2024-03-05,273.50,151.00,65.50,57.00,91,2024-03-05 00:00:00,1,0,2024-07-20 10:39:48,0,2024-07-20 10:39:48,,,
2024-03-04,262.40,148.00,59.40,55.00,92,2024-03-04 00:00:00,1,0,2024-07-20 10:39:48,0,2024-07-20 10:39:48,,,
2024-03-01,260.00,140.00,62.00,58.00,93,2024-03-01 00:00:00,1,0,2024-07-20 10:39:48,0,2024-07-20 10:39:48,,,
2024-02-29,257.00,136.00,63.00,58.00,94,2024-02-29 00:00:00,1,0,2024-07-20 10:39:48,0,2024-07-20 10:39:48,,,
2024-02-28,256.00,132.00,64.00,60.00,95,2024-02-28 00:00:00,1,0,2024-07-20 10:39:48,0,2024-07-20 10:39:48,,,
2024-02-27,251.80,126.00,64.80,61.00,96,2024-02-27 00:00:00,1,0,2024-07-20 10:39:48,0,2024-07-20 10:39:48,,,
2024-02-26,248.00,121.00,66.00,61.00,97,2024-02-26 00:00:00,1,0,2024-07-20 10:39:48,0,2024-07-20 10:39:48,,,
2024-02-23,233.80,115.00,58.80,60.00,98,2024-02-23 00:00:00,1,0,2024-07-20 10:39:48,0,2024-07-20 10:39:48,,,
2024-02-22,239.00,118.00,60.00,61.00,99,2024-02-22 00:00:00,1,0,2024-07-20 10:39:48,0,2024-07-20 10:39:48,,,
2024-02-21,242.50,120.00,60.50,62.00,100,2024-02-21 00:00:00,1,0,2024-07-20 10:39:48,0,2024-07-20 10:39:48,,,
2024-02-20,234.30,114.00,61.30,59.00,101,2024-02-20 00:00:00,1,0,2024-07-20 10:39:48,0,2024-07-20 10:39:48,,,
2024-02-19,208.00,110.00,37.00,61.00,102,2024-02-19 00:00:00,1,0,2024-07-20 10:39:48,0,2024-07-20 10:39:48,,,
2024-02-08,180.70,85.00,37.70,58.00,103,2024-02-08 00:00:00,1,0,2024-07-20 10:39:48,0,2024-07-20 10:39:48,,,
2024-02-07,175.00,85.00,32.00,58.00,104,2024-02-07 00:00:00,1,0,2024-07-20 10:39:48,0,2024-07-20 10:39:48,,,
2024-02-06,173.30,86.00,32.30,55.00,105,2024-02-06 00:00:00,1,0,2024-07-20 10:39:48,0,2024-07-20 10:39:48,,,
2024-02-05,176.50,88.00,32.50,56.00,106,2024-02-05 00:00:00,1,0,2024-07-20 10:39:48,0,2024-07-20 10:39:48,,,
2024-02-04,171.00,80.00,33.00,58.00,107,2024-02-04 00:00:00,1,0,2024-07-20 10:39:48,0,2024-07-20 10:39:48,,,
2024-02-02,179.00,85.00,34.00,60.00,108,2024-02-02 00:00:00,1,0,2024-07-20 10:39:48,0,2024-07-20 10:39:48,,,
2024-02-01,185.20,89.00,35.20,61.00,109,2024-02-01 00:00:00,1,0,2024-07-20 10:39:48,0,2024-07-20 10:39:48,,,
2024-01-31,186.00,94.00,31.00,61.00,110,2024-01-31 00:00:00,1,0,2024-07-20 10:39:48,0,2024-07-20 10:39:48,,,
2024-01-30,189.00,96.00,32.00,61.00,111,2024-01-30 00:00:00,1,0,2024-07-20 10:39:48,0,2024-07-20 10:39:48,,,
2024-01-29,195.00,100.00,33.00,62.00,112,2024-01-29 00:00:00,1,0,2024-07-20 10:39:48,0,2024-07-20 10:39:48,,,
2024-01-26,206.00,107.00,38.00,61.00,113,2024-01-26 00:00:00,1,0,2024-07-20 10:39:48,0,2024-07-20 10:39:48,,,
2024-01-25,211.70,114.00,39.70,58.00,114,2024-01-25 00:00:00,1,0,2024-07-20 10:39:48,0,2024-07-20 10:39:48,,,
2024-01-24,218.20,117.00,41.20,60.00,115,2024-01-24 00:00:00,1,0,2024-07-20 10:39:48,0,2024-07-20 10:39:48,,,
2024-01-23,219.70,120.00,35.70,64.00,116,2024-01-23 00:00:00,1,0,2024-07-20 10:39:48,0,2024-07-20 10:39:48,,,
2024-01-22,218.30,123.00,32.30,63.00,117,2024-01-22 00:00:00,1,0,2024-07-20 10:39:48,0,2024-07-20 10:39:48,,,
2024-01-19,225.50,130.00,36.50,59.00,118,2024-01-19 00:00:00,1,0,2024-07-20 10:39:48,0,2024-07-20 10:39:48,,,
2024-01-18,232.80,135.00,37.80,60.00,119,2024-01-18 00:00:00,1,0,2024-07-20 10:39:48,0,2024-07-20 10:39:48,,,
2024-01-17,229.40,130.00,39.40,60.00,120,2024-01-17 00:00:00,1,0,2024-07-20 10:39:48,0,2024-07-20 10:39:48,,,
2024-01-16,231.20,133.00,40.20,58.00,121,2024-01-16 00:00:00,1,0,2024-07-20 10:39:51,0,2024-07-20 10:39:51,,,
2024-01-15,217.70,137.00,26.70,54.00,122,2024-01-15 00:00:00,1,0,2024-07-20 10:39:51,0,2024-07-20 10:39:51,,,
2024-01-12,220.20,136.00,31.20,53.00,123,2024-01-12 00:00:00,1,0,2024-07-20 10:39:51,0,2024-07-20 10:39:51,,,
2024-01-11,228.10,140.00,33.10,55.00,124,2024-01-11 00:00:00,1,0,2024-07-20 10:39:51,0,2024-07-20 10:39:51,,,
2024-01-10,233.30,145.00,34.30,54.00,125,2024-01-10 00:00:00,1,0,2024-07-20 10:39:51,0,2024-07-20 10:39:51,,,
2024-01-09,237.40,148.00,35.40,54.00,126,2024-01-09 00:00:00,1,0,2024-07-20 10:39:51,0,2024-07-20 10:39:51,,,
2024-01-08,241.60,150.00,36.60,55.00,127,2024-01-08 00:00:00,1,0,2024-07-20 10:39:51,0,2024-07-20 10:39:51,,,
2024-01-05,247.80,157.00,35.80,55.00,128,2024-01-05 00:00:00,1,0,2024-07-20 10:39:51,0,2024-07-20 10:39:51,,,
2024-01-04,250.60,155.00,37.60,58.00,129,2024-01-04 00:00:00,1,0,2024-07-20 10:39:51,0,2024-07-20 10:39:51,,,
2024-01-03,256.00,158.00,39.00,59.00,130,2024-01-03 00:00:00,1,0,2024-07-20 10:39:51,0,2024-07-20 10:39:51,,,
2024-01-02,249.70,155.00,39.70,55.00,131,2024-01-02 00:00:00,1,0,2024-07-20 10:39:51,0,2024-07-20 10:39:51,,,
2023-12-29,249.80,162.00,34.80,53.00,132,2023-12-29 00:00:00,1,0,2024-07-20 10:39:51,0,2024-07-20 10:39:51,,,
2023-12-28,255.40,165.00,36.40,54.00,133,2023-12-28 00:00:00,1,0,2024-07-20 10:39:51,0,2024-07-20 10:39:51,,,
2023-12-27,250.20,160.00,38.20,52.00,134,2023-12-27 00:00:00,1,0,2024-07-20 10:39:51,0,2024-07-20 10:39:51,,,
2023-12-26,245.00,155.00,40.00,50.00,135,2023-12-26 00:00:00,1,0,2024-07-20 10:39:51,0,2024-07-20 10:39:51,,,
2023-12-25,244.70,158.00,35.70,51.00,136,2023-12-25 00:00:00,1,0,2024-07-20 10:39:51,0,2024-07-20 10:39:51,,,
2023-12-22,258.80,173.00,37.80,48.00,137,2023-12-22 00:00:00,1,0,2024-07-20 10:39:51,0,2024-07-20 10:39:51,,,
2023-12-21,246.80,173.00,24.80,49.00,138,2023-12-21 00:00:00,1,0,2024-07-20 10:39:51,0,2024-07-20 10:39:51,,,
2023-12-20,245.00,172.00,26.00,47.00,139,2023-12-20 00:00:00,1,0,2024-07-20 10:39:51,0,2024-07-20 10:39:51,,,
2023-12-19,246.30,170.00,27.30,49.00,140,2023-12-19 00:00:00,1,0,2024-07-20 10:39:51,0,2024-07-20 10:39:51,,,
2023-12-18,246.40,173.00,23.40,50.00,141,2023-12-18 00:00:00,1,0,2024-07-20 10:39:51,0,2024-07-20 10:39:51,,,
2023-12-15,245.80,170.00,25.80,50.00,142,2023-12-15 00:00:00,1,0,2024-07-20 10:39:51,0,2024-07-20 10:39:51,,,
2023-12-14,247.20,168.00,27.20,52.00,143,2023-12-14 00:00:00,1,0,2024-07-20 10:39:51,0,2024-07-20 10:39:51,,,
2023-12-13,247.40,170.00,23.40,54.00,144,2023-12-13 00:00:00,1,0,2024-07-20 10:39:51,0,2024-07-20 10:39:51,,,
2023-12-12,253.50,172.00,17.50,64.00,145,2023-12-12 00:00:00,1,0,2024-07-20 10:39:51,0,2024-07-20 10:39:51,,,
2023-12-11,245.70,175.00,18.70,52.00,146,2023-12-11 00:00:00,1,0,2024-07-20 10:39:51,0,2024-07-20 10:39:51,,,
2023-12-08,239.80,170.00,16.80,53.00,147,2023-12-08 00:00:00,1,0,2024-07-20 10:39:51,0,2024-07-20 10:39:51,,,
2023-12-07,248.60,173.00,18.60,57.00,148,2023-12-07 00:00:00,1,0,2024-07-20 10:39:51,0,2024-07-20 10:39:51,,,
2023-12-06,247.20,170.00,19.20,58.00,149,2023-12-06 00:00:00,1,0,2024-07-20 10:39:51,0,2024-07-20 10:39:51,,,
2023-12-05,248.60,172.00,20.60,56.00,150,2023-12-05 00:00:00,1,0,2024-07-20 10:39:51,0,2024-07-20 10:39:51,,,
2023-12-04,259.00,175.00,22.00,62.00,151,2023-12-04 00:00:00,1,0,2024-07-20 10:39:54,0,2024-07-20 10:39:54,,,
2023-12-01,247.00,166.00,21.00,60.00,152,2023-12-01 00:00:00,1,0,2024-07-20 10:39:54,0,2024-07-20 10:39:54,,,
2023-11-30,251.00,170.00,19.00,62.00,153,2023-11-30 00:00:00,1,0,2024-07-20 10:39:54,0,2024-07-20 10:39:54,,,
2023-11-29,250.50,169.00,19.50,62.00,154,2023-11-29 00:00:00,1,0,2024-07-20 10:39:54,0,2024-07-20 10:39:54,,,
2023-11-28,247.00,167.00,17.00,63.00,155,2023-11-28 00:00:00,1,0,2024-07-20 10:39:54,0,2024-07-20 10:39:54,,,
2023-11-27,249.00,172.00,17.00,60.00,156,2023-11-27 00:00:00,1,0,2024-07-20 10:39:54,0,2024-07-20 10:39:54,,,
2023-11-24,257.00,172.00,22.00,63.00,157,2023-11-24 00:00:00,1,0,2024-07-20 10:39:54,0,2024-07-20 10:39:54,,,
2023-11-23,262.00,177.00,23.00,62.00,158,2023-11-23 00:00:00,1,0,2024-07-20 10:39:54,0,2024-07-20 10:39:54,,,
2023-11-22,259.60,174.00,24.60,61.00,159,2023-11-22 00:00:00,1,0,2024-07-20 10:39:54,0,2024-07-20 10:39:54,,,
2023-11-21,257.00,170.00,26.00,61.00,160,2023-11-21 00:00:00,1,0,2024-07-20 10:39:54,0,2024-07-20 10:39:54,,,
2023-11-20,260.50,173.00,26.50,61.00,161,2023-11-20 00:00:00,1,0,2024-07-20 10:39:54,0,2024-07-20 10:39:54,,,
2023-11-17,271.40,170.00,30.40,71.00,162,2023-11-17 00:00:00,1,0,2024-07-20 10:39:54,0,2024-07-20 10:39:54,,,
2023-11-16,274.60,173.00,31.60,70.00,163,2023-11-16 00:00:00,1,0,2024-07-20 10:39:54,0,2024-07-20 10:39:54,,,
2023-11-15,271.70,170.00,32.70,69.00,164,2023-11-15 00:00:00,1,0,2024-07-20 10:39:54,0,2024-07-20 10:39:54,,,
2023-11-14,271.80,172.00,27.80,72.00,165,2023-11-14 00:00:00,1,0,2024-07-20 10:39:54,0,2024-07-20 10:39:54,,,
2023-11-13,268.20,170.00,28.20,70.00,166,2023-11-13 00:00:00,1,0,2024-07-20 10:39:54,0,2024-07-20 10:39:54,,,
2023-11-10,250.60,160.00,29.60,61.00,167,2023-11-10 00:00:00,1,0,2024-07-20 10:39:54,0,2024-07-20 10:39:54,,,
2023-11-09,249.00,159.00,30.00,60.00,168,2023-11-09 00:00:00,1,0,2024-07-20 10:39:54,0,2024-07-20 10:39:54,,,
2023-11-08,248.20,157.00,30.20,61.00,169,2023-11-08 00:00:00,1,0,2024-07-20 10:39:54,0,2024-07-20 10:39:54,,,
2023-11-07,254.40,162.00,30.40,62.00,170,2023-11-07 00:00:00,1,0,2024-07-20 10:39:54,0,2024-07-20 10:39:54,,,
2023-11-06,255.70,165.00,30.70,60.00,171,2023-11-06 00:00:00,1,0,2024-07-20 10:39:54,0,2024-07-20 10:39:54,,,
2023-11-03,253.00,160.00,31.00,62.00,172,2023-11-03 00:00:00,1,0,2024-07-20 10:39:54,0,2024-07-20 10:39:54,,,
2023-11-02,242.40,150.00,31.40,61.00,173,2023-11-02 00:00:00,1,0,2024-07-20 10:39:54,0,2024-07-20 10:39:54,,,
2023-11-01,242.10,153.00,26.10,63.00,174,2023-11-01 00:00:00,1,0,2024-07-20 10:39:54,0,2024-07-20 10:39:54,,,
2023-10-31,239.40,147.00,26.40,66.00,175,2023-10-31 00:00:00,1,0,2024-07-20 10:39:54,0,2024-07-20 10:39:54,,,
2023-10-30,247.80,150.00,26.80,71.00,176,2023-10-30 00:00:00,1,0,2024-07-20 10:39:54,0,2024-07-20 10:39:54,,,
2023-10-27,256.00,154.00,27.00,75.00,177,2023-10-27 00:00:00,1,0,2024-07-20 10:39:54,0,2024-07-20 10:39:54,,,
2023-10-26,259.40,156.00,27.40,76.00,178,2023-10-26 00:00:00,1,0,2024-07-20 10:39:54,0,2024-07-20 10:39:54,,,
2023-10-25,264.00,160.00,29.00,75.00,179,2023-10-25 00:00:00,1,0,2024-07-20 10:39:54,0,2024-07-20 10:39:54,,,
2023-10-24,265.80,163.00,29.80,73.00,180,2023-10-24 00:00:00,1,0,2024-07-20 10:39:54,0,2024-07-20 10:39:54,,,
2023-10-23,266.50,165.00,31.50,70.00,181,2023-10-23 00:00:00,1,0,2024-07-20 10:39:57,0,2024-07-20 10:39:57,,,
2023-10-20,263.50,162.00,33.50,68.00,182,2023-10-20 00:00:00,1,0,2024-07-20 10:39:57,0,2024-07-20 10:39:57,,,
2023-10-19,265.30,165.00,34.30,66.00,183,2023-10-19 00:00:00,1,0,2024-07-20 10:39:57,0,2024-07-20 10:39:57,,,
2023-10-18,271.00,167.00,36.00,68.00,184,2023-10-18 00:00:00,1,0,2024-07-20 10:39:57,0,2024-07-20 10:39:57,,,
2023-10-17,271.30,165.00,36.30,70.00,185,2023-10-17 00:00:00,1,0,2024-07-20 10:39:57,0,2024-07-20 10:39:57,,,
2023-10-16,266.50,160.00,36.50,70.00,186,2023-10-16 00:00:00,1,0,2024-07-20 10:39:57,0,2024-07-20 10:39:57,,,
2023-10-13,259.20,156.00,39.20,64.00,187,2023-10-13 00:00:00,1,0,2024-07-20 10:39:57,0,2024-07-20 10:39:57,,,
2023-10-12,257.40,155.00,40.40,62.00,188,2023-10-12 00:00:00,1,0,2024-07-20 10:39:57,0,2024-07-20 10:39:57,,,
2023-10-11,258.70,158.00,41.70,59.00,189,2023-10-11 00:00:00,1,0,2024-07-20 10:39:57,0,2024-07-20 10:39:57,,,
2023-10-10,258.30,160.00,42.30,56.00,190,2023-10-10 00:00:00,1,0,2024-07-20 10:39:57,0,2024-07-20 10:39:57,,,
