时间,航线,船型(吨),当期值,环比变化,_ID,_DATA_TIME,_ACTIVE,_CREATE_ID,_CREATE_TIME,_UPDATE_ID,_UPDATE_TIME,_REMARK,_CHANGE_LOG,_RESERVE
2025-06-18,镇江—宿迁(元/吨)  ,拖队10000,13.11,-0.25,459,2025-06-18 00:00:00,1,0,2025-08-27 23:15:44,0,2025-08-27 23:15:44,,,
2025-06-17,综合指数(点),,916.35,2.91,460,2025-06-17 00:00:00,1,0,2025-08-27 23:15:44,0,2025-08-27 23:15:44,,,
2025-06-17,江阴—武汉(元/吨),10000-15000,13.89,0.06,461,2025-06-17 00:00:00,1,0,2025-08-27 23:15:44,0,2025-08-27 23:15:44,,,
2025-06-17,江阴—荆州(元/吨),5000-6000,25.26,0.01,462,2025-06-17 00:00:00,1,0,2025-08-27 23:15:44,0,2025-08-27 23:15:44,,,
2025-06-17,江阴—九江(元/吨),10000-12000,11.28,0.12,463,2025-06-17 00:00:00,1,0,2025-08-27 23:15:44,0,2025-08-27 23:15:44,,,
2025-06-17,江阴—城陵矶(元/吨),10000-15000,17.42,0.07,464,2025-06-17 00:00:00,1,0,2025-08-27 23:15:44,0,2025-08-27 23:15:44,,,
2025-06-17,江阴—铜陵(元/吨),10000-15000,9.75,0.01,465,2025-06-17 00:00:00,1,0,2025-08-27 23:15:44,0,2025-08-27 23:15:44,,,
2025-06-17,南京—合肥(元/吨),单机1000-1500,27.44,0.00,466,2025-06-17 00:00:00,1,0,2025-08-27 23:15:44,0,2025-08-27 23:15:44,,,
2025-06-17,镇江—蚌埠(元/吨),单机1000-2000,29.68,0.03,467,2025-06-17 00:00:00,1,0,2025-08-27 23:15:44,0,2025-08-27 23:15:44,,,
2025-06-17,镇江—宿迁(元/吨)  ,拖队10000,13.36,0.10,468,2025-06-17 00:00:00,1,0,2025-08-27 23:15:44,0,2025-08-27 23:15:44,,,
2025-06-16,综合指数(点),,913.44,1.97,469,2025-06-16 00:00:00,1,0,2025-08-27 23:15:44,0,2025-08-27 23:15:44,,,
2025-06-16,江阴—武汉(元/吨),10000-15000,13.83,0.07,470,2025-06-16 00:00:00,1,0,2025-08-27 23:15:44,0,2025-08-27 23:15:44,,,
2025-06-16,江阴—荆州(元/吨),5000-6000,25.25,0.26,471,2025-06-16 00:00:00,1,0,2025-08-27 23:15:44,0,2025-08-27 23:15:44,,,
2025-06-16,江阴—九江(元/吨),10000-12000,11.16,-0.06,472,2025-06-16 00:00:00,1,0,2025-08-27 23:15:44,0,2025-08-27 23:15:44,,,
2025-06-16,江阴—城陵矶(元/吨),10000-15000,17.35,-0.24,473,2025-06-16 00:00:00,1,0,2025-08-27 23:15:44,0,2025-08-27 23:15:44,,,
2025-06-16,江阴—铜陵(元/吨),10000-15000,9.74,0.04,474,2025-06-16 00:00:00,1,0,2025-08-27 23:15:44,0,2025-08-27 23:15:44,,,
2025-06-16,南京—合肥(元/吨),单机1000-1500,27.44,0.12,475,2025-06-16 00:00:00,1,0,2025-08-27 23:15:44,0,2025-08-27 23:15:44,,,
2025-06-16,镇江—蚌埠(元/吨),单机1000-2000,29.65,0.00,476,2025-06-16 00:00:00,1,0,2025-08-27 23:15:44,0,2025-08-27 23:15:44,,,
2025-06-16,镇江—宿迁(元/吨)  ,拖队10000,13.26,0.26,477,2025-06-16 00:00:00,1,0,2025-08-27 23:15:44,0,2025-08-27 23:15:44,,,
2025-06-13,综合指数(点),,911.47,4.23,478,2025-06-13 00:00:00,1,0,2025-08-27 23:15:44,0,2025-08-27 23:15:44,,,
2025-06-13,江阴—武汉(元/吨),10000-15000,13.76,0.10,479,2025-06-13 00:00:00,1,0,2025-08-27 23:15:44,0,2025-08-27 23:15:44,,,
2025-06-13,江阴—荆州(元/吨),5000-6000,24.99,0.27,480,2025-06-13 00:00:00,1,0,2025-08-27 23:15:44,0,2025-08-27 23:15:44,,,
2025-06-13,江阴—九江(元/吨),10000-12000,11.22,0.03,481,2025-06-13 00:00:00,1,0,2025-08-27 23:15:48,0,2025-08-27 23:15:48,,,
2025-06-13,江阴—城陵矶(元/吨),10000-15000,17.59,0.06,482,2025-06-13 00:00:00,1,0,2025-08-27 23:15:48,0,2025-08-27 23:15:48,,,
2025-06-13,江阴—铜陵(元/吨),10000-15000,9.70,0.05,483,2025-06-13 00:00:00,1,0,2025-08-27 23:15:48,0,2025-08-27 23:15:48,,,
2025-06-13,南京—合肥(元/吨),单机1000-1500,27.32,0.17,484,2025-06-13 00:00:00,1,0,2025-08-27 23:15:48,0,2025-08-27 23:15:48,,,
2025-06-13,镇江—蚌埠(元/吨),单机1000-2000,29.65,-0.02,485,2025-06-13 00:00:00,1,0,2025-08-27 23:15:48,0,2025-08-27 23:15:48,,,
2025-06-13,镇江—宿迁(元/吨)  ,拖队10000,13.00,-0.21,486,2025-06-13 00:00:00,1,0,2025-08-27 23:15:48,0,2025-08-27 23:15:48,,,
2025-06-12,综合指数(点),,907.24,-2.80,487,2025-06-12 00:00:00,1,0,2025-08-27 23:15:48,0,2025-08-27 23:15:48,,,
2025-06-12,江阴—武汉(元/吨),10000-15000,13.66,0.04,488,2025-06-12 00:00:00,1,0,2025-08-27 23:15:48,0,2025-08-27 23:15:48,,,
2025-06-12,江阴—荆州(元/吨),5000-6000,24.72,0.03,489,2025-06-12 00:00:00,1,0,2025-08-27 23:15:48,0,2025-08-27 23:15:48,,,
2025-06-12,江阴—九江(元/吨),10000-12000,11.19,-0.21,490,2025-06-12 00:00:00,1,0,2025-08-27 23:15:48,0,2025-08-27 23:15:48,,,
2025-06-12,江阴—城陵矶(元/吨),10000-15000,17.53,0.05,491,2025-06-12 00:00:00,1,0,2025-08-27 23:15:48,0,2025-08-27 23:15:48,,,
2025-06-12,江阴—铜陵(元/吨),10000-15000,9.65,-0.03,492,2025-06-12 00:00:00,1,0,2025-08-27 23:15:48,0,2025-08-27 23:15:48,,,
2025-06-12,南京—合肥(元/吨),单机1000-1500,27.15,-0.26,493,2025-06-12 00:00:00,1,0,2025-08-27 23:15:48,0,2025-08-27 23:15:48,,,
2025-06-12,镇江—蚌埠(元/吨),单机1000-2000,29.67,-0.11,494,2025-06-12 00:00:00,1,0,2025-08-27 23:15:48,0,2025-08-27 23:15:48,,,
2025-06-12,镇江—宿迁(元/吨)  ,拖队10000,13.21,-0.06,495,2025-06-12 00:00:00,1,0,2025-08-27 23:15:48,0,2025-08-27 23:15:48,,,
2025-06-11,综合指数(点),,910.04,7.29,496,2025-06-11 00:00:00,1,0,2025-08-27 23:15:48,0,2025-08-27 23:15:48,,,
2025-06-11,江阴—武汉(元/吨),10000-15000,13.62,0.20,497,2025-06-11 00:00:00,1,0,2025-08-27 23:15:48,0,2025-08-27 23:15:48,,,
2025-06-11,江阴—荆州(元/吨),5000-6000,24.69,-0.08,498,2025-06-11 00:00:00,1,0,2025-08-27 23:15:48,0,2025-08-27 23:15:48,,,
2025-06-11,江阴—九江(元/吨),10000-12000,11.40,0.32,499,2025-06-11 00:00:00,1,0,2025-08-27 23:15:48,0,2025-08-27 23:15:48,,,
2025-06-11,江阴—城陵矶(元/吨),10000-15000,17.48,0.25,500,2025-06-11 00:00:00,1,0,2025-08-27 23:15:48,0,2025-08-27 23:15:48,,,
2025-06-11,江阴—铜陵(元/吨),10000-15000,9.68,0.06,501,2025-06-11 00:00:00,1,0,2025-08-27 23:15:48,0,2025-08-27 23:15:48,,,
2025-06-11,南京—合肥(元/吨),单机1000-1500,27.41,-0.08,502,2025-06-11 00:00:00,1,0,2025-08-27 23:15:48,0,2025-08-27 23:15:48,,,
2025-06-11,镇江—蚌埠(元/吨),单机1000-2000,29.78,-0.02,503,2025-06-11 00:00:00,1,0,2025-08-27 23:15:48,0,2025-08-27 23:15:48,,,
2025-06-11,镇江—宿迁(元/吨)  ,拖队10000,13.27,-0.14,504,2025-06-11 00:00:00,1,0,2025-08-27 23:15:48,0,2025-08-27 23:15:48,,,
2025-06-10,综合指数(点),,902.75,6.94,505,2025-06-10 00:00:00,1,0,2025-08-27 23:15:48,0,2025-08-27 23:15:48,,,
2025-06-10,江阴—武汉(元/吨),10000-15000,13.42,0.33,506,2025-06-10 00:00:00,1,0,2025-08-27 23:15:48,0,2025-08-27 23:15:48,,,
2025-06-10,江阴—荆州(元/吨),5000-6000,24.77,0.15,507,2025-06-10 00:00:00,1,0,2025-08-27 23:15:48,0,2025-08-27 23:15:48,,,
2025-06-10,江阴—九江(元/吨),10000-12000,11.08,0.27,508,2025-06-10 00:00:00,1,0,2025-08-27 23:15:48,0,2025-08-27 23:15:48,,,
2025-06-10,江阴—城陵矶(元/吨),10000-15000,17.23,0.05,509,2025-06-10 00:00:00,1,0,2025-08-27 23:15:48,0,2025-08-27 23:15:48,,,
2025-06-10,江阴—铜陵(元/吨),10000-15000,9.62,0.02,510,2025-06-10 00:00:00,1,0,2025-08-27 23:15:48,0,2025-08-27 23:15:48,,,
2025-06-10,南京—合肥(元/吨),单机1000-1500,27.49,0.08,511,2025-06-10 00:00:00,1,0,2025-08-27 23:15:52,0,2025-08-27 23:15:52,,,
2025-06-10,镇江—蚌埠(元/吨),单机1000-2000,29.80,0.06,512,2025-06-10 00:00:00,1,0,2025-08-27 23:15:52,0,2025-08-27 23:15:52,,,
2025-06-10,镇江—宿迁(元/吨)  ,拖队10000,13.41,-0.27,513,2025-06-10 00:00:00,1,0,2025-08-27 23:15:52,0,2025-08-27 23:15:52,,,
2025-06-09,综合指数(点),,895.81,8.87,514,2025-06-09 00:00:00,1,0,2025-08-27 23:15:52,0,2025-08-27 23:15:52,,,
2025-06-09,江阴—武汉(元/吨),10000-15000,13.09,0.25,515,2025-06-09 00:00:00,1,0,2025-08-27 23:15:52,0,2025-08-27 23:15:52,,,
2025-06-09,江阴—荆州(元/吨),5000-6000,24.62,-0.30,516,2025-06-09 00:00:00,1,0,2025-08-27 23:15:52,0,2025-08-27 23:15:52,,,
2025-06-09,江阴—九江(元/吨),10000-12000,10.81,0.39,517,2025-06-09 00:00:00,1,0,2025-08-27 23:15:52,0,2025-08-27 23:15:52,,,
2025-06-09,江阴—城陵矶(元/吨),10000-15000,17.18,0.17,518,2025-06-09 00:00:00,1,0,2025-08-27 23:15:52,0,2025-08-27 23:15:52,,,
2025-06-09,江阴—铜陵(元/吨),10000-15000,9.60,0.08,519,2025-06-09 00:00:00,1,0,2025-08-27 23:15:52,0,2025-08-27 23:15:52,,,
2025-06-09,南京—合肥(元/吨),单机1000-1500,27.41,0.15,520,2025-06-09 00:00:00,1,0,2025-08-27 23:15:52,0,2025-08-27 23:15:52,,,
2025-06-09,镇江—蚌埠(元/吨),单机1000-2000,29.74,-0.05,521,2025-06-09 00:00:00,1,0,2025-08-27 23:15:52,0,2025-08-27 23:15:52,,,
2025-06-09,镇江—宿迁(元/吨)  ,拖队10000,13.68,0.27,522,2025-06-09 00:00:00,1,0,2025-08-27 23:15:52,0,2025-08-27 23:15:52,,,
2025-06-06,综合指数(点),,886.94,-0.31,523,2025-06-06 00:00:00,1,0,2025-08-27 23:15:52,0,2025-08-27 23:15:52,,,
2025-06-06,江阴—武汉(元/吨),10000-15000,12.84,0.07,524,2025-06-06 00:00:00,1,0,2025-08-27 23:15:52,0,2025-08-27 23:15:52,,,
2025-06-06,江阴—荆州(元/吨),5000-6000,24.92,0.03,525,2025-06-06 00:00:00,1,0,2025-08-27 23:15:52,0,2025-08-27 23:15:52,,,
2025-06-06,江阴—九江(元/吨),10000-12000,10.42,0.17,526,2025-06-06 00:00:00,1,0,2025-08-27 23:15:52,0,2025-08-27 23:15:52,,,
2025-06-06,江阴—城陵矶(元/吨),10000-15000,17.01,-0.13,527,2025-06-06 00:00:00,1,0,2025-08-27 23:15:52,0,2025-08-27 23:15:52,,,
2025-06-06,江阴—铜陵(元/吨),10000-15000,9.52,-0.07,528,2025-06-06 00:00:00,1,0,2025-08-27 23:15:52,0,2025-08-27 23:15:52,,,
2025-06-06,南京—合肥(元/吨),单机1000-1500,27.26,-0.16,529,2025-06-06 00:00:00,1,0,2025-08-27 23:15:52,0,2025-08-27 23:15:52,,,
2025-06-06,镇江—蚌埠(元/吨),单机1000-2000,29.79,-0.05,530,2025-06-06 00:00:00,1,0,2025-08-27 23:15:52,0,2025-08-27 23:15:52,,,
2025-06-06,镇江—宿迁(元/吨)  ,拖队10000,13.41,-0.02,531,2025-06-06 00:00:00,1,0,2025-08-27 23:15:52,0,2025-08-27 23:15:52,,,
2025-06-05,综合指数(点),,887.25,3.18,532,2025-06-05 00:00:00,1,0,2025-08-27 23:15:52,0,2025-08-27 23:15:52,,,
2025-06-05,江阴—武汉(元/吨),10000-15000,12.77,0.16,533,2025-06-05 00:00:00,1,0,2025-08-27 23:15:52,0,2025-08-27 23:15:52,,,
2025-06-05,江阴—荆州(元/吨),5000-6000,24.89,0.18,534,2025-06-05 00:00:00,1,0,2025-08-27 23:15:52,0,2025-08-27 23:15:52,,,
2025-06-05,江阴—九江(元/吨),10000-12000,10.25,-0.15,535,2025-06-05 00:00:00,1,0,2025-08-27 23:15:52,0,2025-08-27 23:15:52,,,
2025-06-05,江阴—城陵矶(元/吨),10000-15000,17.14,0.25,536,2025-06-05 00:00:00,1,0,2025-08-27 23:15:52,0,2025-08-27 23:15:52,,,
2025-06-05,江阴—铜陵(元/吨),10000-15000,9.59,-0.01,537,2025-06-05 00:00:00,1,0,2025-08-27 23:15:52,0,2025-08-27 23:15:52,,,
2025-06-05,南京—合肥(元/吨),单机1000-1500,27.42,-0.11,538,2025-06-05 00:00:00,1,0,2025-08-27 23:15:52,0,2025-08-27 23:15:52,,,
2025-06-05,镇江—蚌埠(元/吨),单机1000-2000,29.84,0.07,539,2025-06-05 00:00:00,1,0,2025-08-27 23:15:52,0,2025-08-27 23:15:52,,,
2025-06-05,镇江—宿迁(元/吨)  ,拖队10000,13.43,0.06,540,2025-06-05 00:00:00,1,0,2025-08-27 23:15:52,0,2025-08-27 23:15:52,,,
2025-06-04,综合指数(点),,884.07,-2.85,541,2025-06-04 00:00:00,1,0,2025-08-27 23:15:55,0,2025-08-27 23:15:55,,,
2025-06-04,江阴—武汉(元/吨),10000-15000,12.61,0.26,542,2025-06-04 00:00:00,1,0,2025-08-27 23:15:55,0,2025-08-27 23:15:55,,,
2025-06-04,江阴—荆州(元/吨),5000-6000,24.71,-0.30,543,2025-06-04 00:00:00,1,0,2025-08-27 23:15:55,0,2025-08-27 23:15:55,,,
2025-06-04,江阴—九江(元/吨),10000-12000,10.40,0.13,544,2025-06-04 00:00:00,1,0,2025-08-27 23:15:55,0,2025-08-27 23:15:55,,,
2025-06-04,江阴—城陵矶(元/吨),10000-15000,16.89,0.06,545,2025-06-04 00:00:00,1,0,2025-08-27 23:15:55,0,2025-08-27 23:15:55,,,
2025-06-04,江阴—铜陵(元/吨),10000-15000,9.60,-0.25,546,2025-06-04 00:00:00,1,0,2025-08-27 23:15:55,0,2025-08-27 23:15:55,,,
2025-06-04,南京—合肥(元/吨),单机1000-1500,27.53,0.07,547,2025-06-04 00:00:00,1,0,2025-08-27 23:15:55,0,2025-08-27 23:15:55,,,
2025-06-04,镇江—蚌埠(元/吨),单机1000-2000,29.77,-0.01,548,2025-06-04 00:00:00,1,0,2025-08-27 23:15:55,0,2025-08-27 23:15:55,,,
2025-06-04,镇江—宿迁(元/吨)  ,拖队10000,13.37,0.09,549,2025-06-04 00:00:00,1,0,2025-08-27 23:15:55,0,2025-08-27 23:15:55,,,
2025-06-03,综合指数(点),,886.92,27.94,550,2025-06-03 00:00:00,1,0,2025-08-27 23:15:55,0,2025-08-27 23:15:55,,,
2025-06-03,江阴—武汉(元/吨),10000-15000,12.35,0.85,551,2025-06-03 00:00:00,1,0,2025-08-27 23:15:55,0,2025-08-27 23:15:55,,,
2025-06-03,江阴—荆州(元/吨),5000-6000,25.01,1.18,552,2025-06-03 00:00:00,1,0,2025-08-27 23:15:55,0,2025-08-27 23:15:55,,,
2025-06-03,江阴—九江(元/吨),10000-12000,10.27,0.31,553,2025-06-03 00:00:00,1,0,2025-08-27 23:15:55,0,2025-08-27 23:15:55,,,
2025-06-03,江阴—城陵矶(元/吨),10000-15000,16.83,0.42,554,2025-06-03 00:00:00,1,0,2025-08-27 23:15:55,0,2025-08-27 23:15:55,,,
2025-06-03,江阴—铜陵(元/吨),10000-15000,9.85,0.24,555,2025-06-03 00:00:00,1,0,2025-08-27 23:15:55,0,2025-08-27 23:15:55,,,
2025-06-03,南京—合肥(元/吨),单机1000-1500,27.46,-0.01,556,2025-06-03 00:00:00,1,0,2025-08-27 23:15:55,0,2025-08-27 23:15:55,,,
2025-06-03,镇江—蚌埠(元/吨),单机1000-2000,29.78,0.06,557,2025-06-03 00:00:00,1,0,2025-08-27 23:15:55,0,2025-08-27 23:15:55,,,
2025-06-03,镇江—宿迁(元/吨)  ,拖队10000,13.28,0.00,558,2025-06-03 00:00:00,1,0,2025-08-27 23:15:55,0,2025-08-27 23:15:55,,,
2025-05-30,综合指数(点),,858.98,8.32,559,2025-05-30 00:00:00,1,0,2025-08-27 23:15:55,0,2025-08-27 23:15:55,,,
2025-05-30,江阴—武汉(元/吨),10000-15000,11.50,0.07,560,2025-05-30 00:00:00,1,0,2025-08-27 23:15:55,0,2025-08-27 23:15:55,,,
2025-05-30,江阴—荆州(元/吨),5000-6000,23.83,0.71,561,2025-05-30 00:00:00,1,0,2025-08-27 23:15:55,0,2025-08-27 23:15:55,,,
2025-05-30,江阴—九江(元/吨),10000-12000,9.96,0.28,562,2025-05-30 00:00:00,1,0,2025-08-27 23:15:55,0,2025-08-27 23:15:55,,,
2025-05-30,江阴—城陵矶(元/吨),10000-15000,16.41,-0.03,563,2025-05-30 00:00:00,1,0,2025-08-27 23:15:55,0,2025-08-27 23:15:55,,,
2025-05-30,江阴—铜陵(元/吨),10000-15000,9.61,0.02,564,2025-05-30 00:00:00,1,0,2025-08-27 23:15:55,0,2025-08-27 23:15:55,,,
2025-05-30,南京—合肥(元/吨),单机1000-1500,27.47,0.02,565,2025-05-30 00:00:00,1,0,2025-08-27 23:15:55,0,2025-08-27 23:15:55,,,
2025-05-30,镇江—蚌埠(元/吨),单机1000-2000,29.72,0.03,566,2025-05-30 00:00:00,1,0,2025-08-27 23:15:55,0,2025-08-27 23:15:55,,,
2025-05-30,镇江—宿迁(元/吨)  ,拖队10000,13.28,-0.08,567,2025-05-30 00:00:00,1,0,2025-08-27 23:15:55,0,2025-08-27 23:15:55,,,
2025-05-29,综合指数(点),,850.66,30.60,568,2025-05-29 00:00:00,1,0,2025-08-27 23:15:55,0,2025-08-27 23:15:55,,,
2025-05-29,江阴—武汉(元/吨),10000-15000,11.43,0.32,569,2025-05-29 00:00:00,1,0,2025-08-27 23:15:55,0,2025-08-27 23:15:55,,,
2025-05-29,江阴—荆州(元/吨),5000-6000,23.12,3.27,570,2025-05-29 00:00:00,1,0,2025-08-27 23:15:55,0,2025-08-27 23:15:55,,,
2025-05-29,江阴—九江(元/吨),10000-12000,9.68,0.02,571,2025-05-29 00:00:00,1,0,2025-08-27 23:15:57,0,2025-08-27 23:15:57,,,
2025-05-29,江阴—城陵矶(元/吨),10000-15000,16.44,0.01,572,2025-05-29 00:00:00,1,0,2025-08-27 23:15:57,0,2025-08-27 23:15:57,,,
2025-05-29,江阴—铜陵(元/吨),10000-15000,9.59,0.15,573,2025-05-29 00:00:00,1,0,2025-08-27 23:15:57,0,2025-08-27 23:15:57,,,
2025-05-29,南京—合肥(元/吨),单机1000-1500,27.45,0.15,574,2025-05-29 00:00:00,1,0,2025-08-27 23:15:57,0,2025-08-27 23:15:57,,,
2025-05-29,镇江—蚌埠(元/吨),单机1000-2000,29.69,0.88,575,2025-05-29 00:00:00,1,0,2025-08-27 23:15:57,0,2025-08-27 23:15:57,,,
2025-05-29,镇江—宿迁(元/吨)  ,拖队10000,13.36,0.10,576,2025-05-29 00:00:00,1,0,2025-08-27 23:15:57,0,2025-08-27 23:15:57,,,
2025-05-28,综合指数(点),,820.06,5.35,577,2025-05-28 00:00:00,1,0,2025-08-27 23:15:57,0,2025-08-27 23:15:57,,,
2025-05-28,江阴—武汉(元/吨),10000-15000,11.11,0.27,578,2025-05-28 00:00:00,1,0,2025-08-27 23:15:57,0,2025-08-27 23:15:57,,,
2025-05-28,江阴—荆州(元/吨),5000-6000,19.85,0.09,579,2025-05-28 00:00:00,1,0,2025-08-27 23:15:57,0,2025-08-27 23:15:57,,,
2025-05-28,江阴—九江(元/吨),10000-12000,9.66,0.29,580,2025-05-28 00:00:00,1,0,2025-08-27 23:15:57,0,2025-08-27 23:15:57,,,
2025-05-28,江阴—城陵矶(元/吨),10000-15000,16.43,0.00,581,2025-05-28 00:00:00,1,0,2025-08-27 23:15:57,0,2025-08-27 23:15:57,,,
2025-05-28,江阴—铜陵(元/吨),10000-15000,9.44,0.04,582,2025-05-28 00:00:00,1,0,2025-08-27 23:15:57,0,2025-08-27 23:15:57,,,
2025-05-28,南京—合肥(元/吨),单机1000-1500,27.30,-0.22,583,2025-05-28 00:00:00,1,0,2025-08-27 23:15:57,0,2025-08-27 23:15:57,,,
2025-05-28,镇江—蚌埠(元/吨),单机1000-2000,28.81,-0.97,584,2025-05-28 00:00:00,1,0,2025-08-27 23:15:57,0,2025-08-27 23:15:57,,,
2025-05-28,镇江—宿迁(元/吨)  ,拖队10000,13.26,0.03,585,2025-05-28 00:00:00,1,0,2025-08-27 23:15:57,0,2025-08-27 23:15:57,,,
2025-05-27,综合指数(点),,814.71,2.21,586,2025-05-27 00:00:00,1,0,2025-08-27 23:15:57,0,2025-08-27 23:15:57,,,
2025-05-27,江阴—武汉(元/吨),10000-15000,10.84,0.10,587,2025-05-27 00:00:00,1,0,2025-08-27 23:15:57,0,2025-08-27 23:15:57,,,
2025-05-27,江阴—荆州(元/吨),5000-6000,19.76,-0.08,588,2025-05-27 00:00:00,1,0,2025-08-27 23:15:57,0,2025-08-27 23:15:57,,,
2025-05-27,江阴—九江(元/吨),10000-12000,9.37,0.09,589,2025-05-27 00:00:00,1,0,2025-08-27 23:15:57,0,2025-08-27 23:15:57,,,
2025-05-27,江阴—城陵矶(元/吨),10000-15000,16.43,0.03,590,2025-05-27 00:00:00,1,0,2025-08-27 23:15:57,0,2025-08-27 23:15:57,,,
2025-05-27,江阴—铜陵(元/吨),10000-15000,9.40,0.03,591,2025-05-27 00:00:00,1,0,2025-08-27 23:15:57,0,2025-08-27 23:15:57,,,
2025-05-27,南京—合肥(元/吨),单机1000-1500,27.52,0.01,592,2025-05-27 00:00:00,1,0,2025-08-27 23:15:57,0,2025-08-27 23:15:57,,,
2025-05-27,镇江—蚌埠(元/吨),单机1000-2000,29.78,0.09,593,2025-05-27 00:00:00,1,0,2025-08-27 23:15:57,0,2025-08-27 23:15:57,,,
2025-05-27,镇江—宿迁(元/吨)  ,拖队10000,13.23,-0.04,594,2025-05-27 00:00:00,1,0,2025-08-27 23:15:57,0,2025-08-27 23:15:57,,,
2025-05-26,综合指数(点),,812.50,4.80,595,2025-05-26 00:00:00,1,0,2025-08-27 23:15:57,0,2025-08-27 23:15:57,,,
2025-05-26,江阴—武汉(元/吨),10000-15000,10.74,0.31,596,2025-05-26 00:00:00,1,0,2025-08-27 23:15:57,0,2025-08-27 23:15:57,,,
2025-05-26,江阴—荆州(元/吨),5000-6000,19.84,0.07,597,2025-05-26 00:00:00,1,0,2025-08-27 23:15:57,0,2025-08-27 23:15:57,,,
2025-05-26,江阴—九江(元/吨),10000-12000,9.28,0.05,598,2025-05-26 00:00:00,1,0,2025-08-27 23:15:57,0,2025-08-27 23:15:57,,,
2025-05-26,江阴—城陵矶(元/吨),10000-15000,16.40,-0.10,599,2025-05-26 00:00:00,1,0,2025-08-27 23:15:57,0,2025-08-27 23:15:57,,,
2025-05-26,江阴—铜陵(元/吨),10000-15000,9.37,0.06,600,2025-05-26 00:00:00,1,0,2025-08-27 23:15:57,0,2025-08-27 23:15:57,,,
2025-05-26,南京—合肥(元/吨),单机1000-1500,27.51,-0.02,601,2025-05-26 00:00:00,1,0,2025-08-27 23:16:01,0,2025-08-27 23:16:01,,,
2025-05-26,镇江—蚌埠(元/吨),单机1000-2000,29.69,-0.02,602,2025-05-26 00:00:00,1,0,2025-08-27 23:16:01,0,2025-08-27 23:16:01,,,
2025-05-26,镇江—宿迁(元/吨)  ,拖队10000,13.27,0.14,603,2025-05-26 00:00:00,1,0,2025-08-27 23:16:01,0,2025-08-27 23:16:01,,,
2025-05-23,综合指数(点),,807.70,4.84,604,2025-05-23 00:00:00,1,0,2025-08-27 23:16:01,0,2025-08-27 23:16:01,,,
2025-05-23,江阴—武汉(元/吨),10000-15000,10.43,0.14,605,2025-05-23 00:00:00,1,0,2025-08-27 23:16:01,0,2025-08-27 23:16:01,,,
2025-05-23,江阴—荆州(元/吨),5000-6000,19.77,0.11,606,2025-05-23 00:00:00,1,0,2025-08-27 23:16:01,0,2025-08-27 23:16:01,,,
2025-05-23,江阴—九江(元/吨),10000-12000,9.23,0.01,607,2025-05-23 00:00:00,1,0,2025-08-27 23:16:01,0,2025-08-27 23:16:01,,,
2025-05-23,江阴—城陵矶(元/吨),10000-15000,16.50,0.32,608,2025-05-23 00:00:00,1,0,2025-08-27 23:16:01,0,2025-08-27 23:16:01,,,
2025-05-23,江阴—铜陵(元/吨),10000-15000,9.31,0.00,609,2025-05-23 00:00:00,1,0,2025-08-27 23:16:01,0,2025-08-27 23:16:01,,,
2025-05-23,南京—合肥(元/吨),单机1000-1500,27.53,0.00,610,2025-05-23 00:00:00,1,0,2025-08-27 23:16:01,0,2025-08-27 23:16:01,,,
2025-05-23,镇江—蚌埠(元/吨),单机1000-2000,29.71,-0.02,611,2025-05-23 00:00:00,1,0,2025-08-27 23:16:01,0,2025-08-27 23:16:01,,,
2025-05-23,镇江—宿迁(元/吨)  ,拖队10000,13.13,-0.02,612,2025-05-23 00:00:00,1,0,2025-08-27 23:16:01,0,2025-08-27 23:16:01,,,
2025-05-22,综合指数(点),,802.86,0.90,613,2025-05-22 00:00:00,1,0,2025-08-27 23:16:01,0,2025-08-27 23:16:01,,,
2025-05-22,江阴—武汉(元/吨),10000-15000,10.29,-0.07,614,2025-05-22 00:00:00,1,0,2025-08-27 23:16:01,0,2025-08-27 23:16:01,,,
2025-05-22,江阴—荆州(元/吨),5000-6000,19.66,-0.03,615,2025-05-22 00:00:00,1,0,2025-08-27 23:16:01,0,2025-08-27 23:16:01,,,
2025-05-22,江阴—九江(元/吨),10000-12000,9.22,-0.02,616,2025-05-22 00:00:00,1,0,2025-08-27 23:16:01,0,2025-08-27 23:16:01,,,
2025-05-22,江阴—城陵矶(元/吨),10000-15000,16.18,0.20,617,2025-05-22 00:00:00,1,0,2025-08-27 23:16:01,0,2025-08-27 23:16:01,,,
2025-05-22,江阴—铜陵(元/吨),10000-15000,9.31,0.02,618,2025-05-22 00:00:00,1,0,2025-08-27 23:16:01,0,2025-08-27 23:16:01,,,
2025-05-22,南京—合肥(元/吨),单机1000-1500,27.53,0.02,619,2025-05-22 00:00:00,1,0,2025-08-27 23:16:01,0,2025-08-27 23:16:01,,,
2025-05-22,镇江—蚌埠(元/吨),单机1000-2000,29.73,0.08,620,2025-05-22 00:00:00,1,0,2025-08-27 23:16:01,0,2025-08-27 23:16:01,,,
2025-05-22,镇江—宿迁(元/吨)  ,拖队10000,13.15,0.00,621,2025-05-22 00:00:00,1,0,2025-08-27 23:16:01,0,2025-08-27 23:16:01,,,
2025-05-21,综合指数(点),,801.96,-2.25,622,2025-05-21 00:00:00,1,0,2025-08-27 23:16:01,0,2025-08-27 23:16:01,,,
