时间,产品名称,报价地,灰份,挥发份,硫份,粘结指数,发热量,价格(元/吨),价格类型,_ID,_DATA_TIME,_ACTIVE,_CREATE_ID,_CREATE_TIME,_UPDATE_ID,_UPDATE_TIME,_REMARK,_CHANGE_LOG,_RESERVE
2024-07-19,气肥煤,济宁市,10.00,40.00,0.80,87.00,,1385.00,车板价,1,2024-07-19 00:00:00,1,0,2024-07-19 11:19:01,0,2024-07-19 11:19:01,,,
2024-07-19,气精煤,枣庄市,9.00,35.50,1.10,65.00,,1335.00,车板价,2,2024-07-19 00:00:00,1,0,2024-07-19 11:19:01,0,2024-07-19 11:19:01,,,
2024-07-19,气精煤,泰安市,10.00,41.50,0.60,72.00,,1345.00,车板价,3,2024-07-19 00:00:00,1,0,2024-07-19 11:19:01,0,2024-07-19 11:19:01,,,
2024-07-19,气精煤,兖州市,8.00,38.00,0.50,70.00,,1340.00,车板价,4,2024-07-19 00:00:00,1,0,2024-07-19 11:19:01,0,2024-07-19 11:19:01,,,
2024-07-19,气精煤,双鸭山市,8.00,39.50,0.30,69.00,,1600.00,车板价,5,2024-07-19 00:00:00,1,0,2024-07-19 11:19:01,0,2024-07-19 11:19:01,,,
2024-07-19,气精煤,徐州市,7.75,38.00,0.45,63.00,,1390.00,出厂价,6,2024-07-19 00:00:00,1,0,2024-07-19 11:19:01,0,2024-07-19 11:19:01,,,
2024-07-19,气煤,鹤岗市,23.00,38.00,0.60,51.00,,1430.00,坑口价,7,2024-07-19 00:00:00,1,0,2024-07-19 11:19:01,0,2024-07-19 11:19:01,,,
2024-07-19,气煤,阜康市,8.00,40.00,0.50,96.00,,1310.00,出厂价,8,2024-07-19 00:00:00,1,0,2024-07-19 11:19:01,0,2024-07-19 11:19:01,,,
2024-07-19,气煤,淄博市,10.00,37.00,0.60,72.00,,1250.00,车板价,9,2024-07-19 00:00:00,1,0,2024-07-19 11:19:01,0,2024-07-19 11:19:01,,,
2024-07-19,气煤,兴县,24.00,37.50,0.60,75.00,,700.00,坑口价,10,2024-07-19 00:00:00,1,0,2024-07-19 11:19:01,0,2024-07-19 11:19:01,,,
2024-07-19,气煤,抚顺市,6.00,42.50,0.50,67.00,,1550.00,车板价,11,2024-07-19 00:00:00,1,0,2024-07-19 11:19:01,0,2024-07-19 11:19:01,,,
2024-07-19,气煤,临沂市,9.00,38.00,1.00,80.00,,1310.00,车板价,12,2024-07-19 00:00:00,1,0,2024-07-19 11:19:01,0,2024-07-19 11:19:01,,,
2024-07-19,气煤,日照港,7.00,35.50,1.90,95.00,,1720.00,车板价,13,2024-07-19 00:00:00,1,0,2024-07-19 11:19:01,0,2024-07-19 11:19:01,,,
2024-07-19,气煤,天津港,8.00,38.50,0.80,65.00,,1740.00,场地价,14,2024-07-19 00:00:00,1,0,2024-07-19 11:19:01,0,2024-07-19 11:19:01,,,
2024-07-19,气煤,乌鲁木齐市,8.00,42.00,1.00,85.00,,1250.00,坑口价,15,2024-07-19 00:00:00,1,0,2024-07-19 11:19:01,0,2024-07-19 11:19:01,,,
2024-07-19,气混煤,兖州市,15.00,39.00,0.90,73.00,,1260.00,车板价,16,2024-07-19 00:00:00,1,0,2024-07-19 11:19:01,0,2024-07-19 11:19:01,,,
2024-07-19,气混煤,济宁市,15.00,39.00,0.70,65.00,5500.00,1260.00,车板价,17,2024-07-19 00:00:00,1,0,2024-07-19 11:19:01,0,2024-07-19 11:19:01,,,
2024-07-19,气块煤,淄博市,11.00,38.00,0.40,70.00,,1370.00,车板价,18,2024-07-19 00:00:00,1,0,2024-07-19 11:19:01,0,2024-07-19 11:19:01,,,
