时间,产地,热值,价格(元/吨),环比变化,_ID,_DATA_TIME,_ACTIVE,_CREATE_ID,_CREATE_TIME,_UPDATE_ID,_UPDATE_TIME,_REMARK,_CHANGE_LOG,_RESERVE
2025-07-25,鄂尔多斯,5500.00,450.00,5.00,48,2025-07-25 00:00:00,1,0,2025-08-01 23:14:24,0,2025-08-01 23:14:24,,,
2025-07-25,榆林,5800.00,505.00,5.00,49,2025-07-25 00:00:00,1,0,2025-08-01 23:14:24,0,2025-08-01 23:14:24,,,
2025-07-25,榆林,6000.00,530.00,5.00,50,2025-07-25 00:00:00,1,0,2025-08-01 23:14:24,0,2025-08-01 23:14:24,,,
2025-07-24,榆林,6000.00,525.00,5.00,51,2025-07-24 00:00:00,1,0,2025-08-01 23:14:24,0,2025-08-01 23:14:24,,,
2025-07-24,榆林,5800.00,500.00,5.00,52,2025-07-24 00:00:00,1,0,2025-08-01 23:14:24,0,2025-08-01 23:14:24,,,
2025-07-24,鄂尔多斯,5500.00,445.00,0.00,53,2025-07-24 00:00:00,1,0,2025-08-01 23:14:24,0,2025-08-01 23:14:24,,,
2025-07-24,鄂尔多斯,5000.00,385.00,5.00,54,2025-07-24 00:00:00,1,0,2025-08-01 23:14:24,0,2025-08-01 23:14:24,,,
2025-07-24,鄂尔多斯,4500.00,325.00,5.00,55,2025-07-24 00:00:00,1,0,2025-08-01 23:14:24,0,2025-08-01 23:14:24,,,
2025-07-24,大同,5000.00,445.00,0.00,56,2025-07-24 00:00:00,1,0,2025-08-01 23:14:24,0,2025-08-01 23:14:24,,,
2025-07-24,朔州,5500.00,500.00,0.00,57,2025-07-24 00:00:00,1,0,2025-08-01 23:14:24,0,2025-08-01 23:14:24,,,
2025-07-24,朔州,5000.00,440.00,5.00,58,2025-07-24 00:00:00,1,0,2025-08-01 23:14:24,0,2025-08-01 23:14:24,,,
2025-07-24,朔州,4500.00,385.00,0.00,59,2025-07-24 00:00:00,1,0,2025-08-01 23:14:24,0,2025-08-01 23:14:24,,,
2025-07-24,忻州,5000.00,420.00,5.00,60,2025-07-24 00:00:00,1,0,2025-08-01 23:14:24,0,2025-08-01 23:14:24,,,
2025-07-23,朔州,4500.00,385.00,0.00,61,2025-07-23 00:00:00,1,0,2025-08-01 23:14:28,0,2025-08-01 23:14:28,,,
2025-07-23,忻州,5000.00,415.00,5.00,62,2025-07-23 00:00:00,1,0,2025-08-01 23:14:28,0,2025-08-01 23:14:28,,,
2025-07-23,朔州,5000.00,435.00,0.00,63,2025-07-23 00:00:00,1,0,2025-08-01 23:14:28,0,2025-08-01 23:14:28,,,
2025-07-23,朔州,5500.00,500.00,0.00,64,2025-07-23 00:00:00,1,0,2025-08-01 23:14:28,0,2025-08-01 23:14:28,,,
2025-07-23,大同,5000.00,445.00,0.00,65,2025-07-23 00:00:00,1,0,2025-08-01 23:14:28,0,2025-08-01 23:14:28,,,
2025-07-23,鄂尔多斯,5000.00,380.00,0.00,66,2025-07-23 00:00:00,1,0,2025-08-01 23:14:28,0,2025-08-01 23:14:28,,,
2025-07-23,鄂尔多斯,5500.00,445.00,0.00,67,2025-07-23 00:00:00,1,0,2025-08-01 23:14:28,0,2025-08-01 23:14:28,,,
2025-07-23,榆林,5800.00,495.00,0.00,68,2025-07-23 00:00:00,1,0,2025-08-01 23:14:28,0,2025-08-01 23:14:28,,,
2025-07-23,榆林,6000.00,520.00,0.00,69,2025-07-23 00:00:00,1,0,2025-08-01 23:14:28,0,2025-08-01 23:14:28,,,
2025-07-23,鄂尔多斯,4500.00,320.00,5.00,70,2025-07-23 00:00:00,1,0,2025-08-01 23:14:28,0,2025-08-01 23:14:28,,,
2025-07-22,朔州,4500.00,385.00,5.00,71,2025-07-22 00:00:00,1,0,2025-08-01 23:14:28,0,2025-08-01 23:14:28,,,
2025-07-22,忻州,5000.00,410.00,5.00,72,2025-07-22 00:00:00,1,0,2025-08-01 23:14:28,0,2025-08-01 23:14:28,,,
2025-07-22,朔州,5000.00,435.00,5.00,73,2025-07-22 00:00:00,1,0,2025-08-01 23:14:28,0,2025-08-01 23:14:28,,,
2025-07-22,朔州,5500.00,500.00,5.00,74,2025-07-22 00:00:00,1,0,2025-08-01 23:14:28,0,2025-08-01 23:14:28,,,
2025-07-22,大同,5000.00,445.00,5.00,75,2025-07-22 00:00:00,1,0,2025-08-01 23:14:28,0,2025-08-01 23:14:28,,,
2025-07-22,鄂尔多斯,4500.00,315.00,5.00,76,2025-07-22 00:00:00,1,0,2025-08-01 23:14:28,0,2025-08-01 23:14:28,,,
2025-07-22,鄂尔多斯,5000.00,380.00,0.00,77,2025-07-22 00:00:00,1,0,2025-08-01 23:14:28,0,2025-08-01 23:14:28,,,
2025-07-22,鄂尔多斯,5500.00,445.00,0.00,78,2025-07-22 00:00:00,1,0,2025-08-01 23:14:28,0,2025-08-01 23:14:28,,,
2025-07-22,榆林,5800.00,495.00,0.00,79,2025-07-22 00:00:00,1,0,2025-08-01 23:14:28,0,2025-08-01 23:14:28,,,
2025-07-22,榆林,6000.00,520.00,0.00,80,2025-07-22 00:00:00,1,0,2025-08-01 23:14:28,0,2025-08-01 23:14:28,,,
2025-07-21,榆林,6000.00,520.00,0.00,81,2025-07-21 00:00:00,1,0,2025-08-01 23:14:28,0,2025-08-01 23:14:28,,,
2025-07-21,榆林,5800.00,495.00,5.00,82,2025-07-21 00:00:00,1,0,2025-08-01 23:14:28,0,2025-08-01 23:14:28,,,
2025-07-21,鄂尔多斯,5500.00,445.00,5.00,83,2025-07-21 00:00:00,1,0,2025-08-01 23:14:28,0,2025-08-01 23:14:28,,,
2025-07-21,鄂尔多斯,5000.00,380.00,5.00,84,2025-07-21 00:00:00,1,0,2025-08-01 23:14:28,0,2025-08-01 23:14:28,,,
2025-07-21,鄂尔多斯,4500.00,310.00,5.00,85,2025-07-21 00:00:00,1,0,2025-08-01 23:14:28,0,2025-08-01 23:14:28,,,
2025-07-21,大同,5000.00,440.00,5.00,86,2025-07-21 00:00:00,1,0,2025-08-01 23:14:28,0,2025-08-01 23:14:28,,,
2025-07-21,朔州,5500.00,495.00,5.00,87,2025-07-21 00:00:00,1,0,2025-08-01 23:14:28,0,2025-08-01 23:14:28,,,
2025-07-21,朔州,5000.00,430.00,0.00,88,2025-07-21 00:00:00,1,0,2025-08-01 23:14:28,0,2025-08-01 23:14:28,,,
2025-07-21,朔州,4500.00,380.00,5.00,89,2025-07-21 00:00:00,1,0,2025-08-01 23:14:28,0,2025-08-01 23:14:28,,,
2025-07-21,忻州,5000.00,405.00,0.00,90,2025-07-21 00:00:00,1,0,2025-08-01 23:14:28,0,2025-08-01 23:14:28,,,
2025-07-18,榆林,6000.00,520.00,5.00,91,2025-07-18 00:00:00,1,0,2025-08-01 23:14:31,0,2025-08-01 23:14:31,,,
2025-07-18,榆林,5800.00,490.00,5.00,92,2025-07-18 00:00:00,1,0,2025-08-01 23:14:31,0,2025-08-01 23:14:31,,,
2025-07-18,鄂尔多斯,5500.00,440.00,5.00,93,2025-07-18 00:00:00,1,0,2025-08-01 23:14:31,0,2025-08-01 23:14:31,,,
2025-07-18,鄂尔多斯,5000.00,375.00,5.00,94,2025-07-18 00:00:00,1,0,2025-08-01 23:14:31,0,2025-08-01 23:14:31,,,
2025-07-18,鄂尔多斯,4500.00,305.00,5.00,95,2025-07-18 00:00:00,1,0,2025-08-01 23:14:31,0,2025-08-01 23:14:31,,,
2025-07-18,大同,5000.00,435.00,5.00,96,2025-07-18 00:00:00,1,0,2025-08-01 23:14:31,0,2025-08-01 23:14:31,,,
2025-07-18,朔州,5500.00,490.00,5.00,97,2025-07-18 00:00:00,1,0,2025-08-01 23:14:31,0,2025-08-01 23:14:31,,,
2025-07-18,朔州,5000.00,430.00,5.00,98,2025-07-18 00:00:00,1,0,2025-08-01 23:14:31,0,2025-08-01 23:14:31,,,
2025-07-18,朔州,4500.00,375.00,5.00,99,2025-07-18 00:00:00,1,0,2025-08-01 23:14:31,0,2025-08-01 23:14:31,,,
2025-07-18,忻州,5000.00,405.00,5.00,100,2025-07-18 00:00:00,1,0,2025-08-01 23:14:31,0,2025-08-01 23:14:31,,,
2025-07-17,榆林,6000.00,515.00,0.00,101,2025-07-17 00:00:00,1,0,2025-08-01 23:14:31,0,2025-08-01 23:14:31,,,
2025-07-17,榆林,5800.00,485.00,5.00,102,2025-07-17 00:00:00,1,0,2025-08-01 23:14:31,0,2025-08-01 23:14:31,,,
2025-07-17,鄂尔多斯,5500.00,435.00,5.00,103,2025-07-17 00:00:00,1,0,2025-08-01 23:14:31,0,2025-08-01 23:14:31,,,
2025-07-17,鄂尔多斯,5000.00,370.00,0.00,104,2025-07-17 00:00:00,1,0,2025-08-01 23:14:31,0,2025-08-01 23:14:31,,,
2025-07-17,鄂尔多斯,4500.00,300.00,0.00,105,2025-07-17 00:00:00,1,0,2025-08-01 23:14:31,0,2025-08-01 23:14:31,,,
2025-07-17,大同,5000.00,430.00,5.00,106,2025-07-17 00:00:00,1,0,2025-08-01 23:14:31,0,2025-08-01 23:14:31,,,
2025-07-17,朔州,5500.00,485.00,0.00,107,2025-07-17 00:00:00,1,0,2025-08-01 23:14:31,0,2025-08-01 23:14:31,,,
2025-07-17,朔州,5000.00,425.00,5.00,108,2025-07-17 00:00:00,1,0,2025-08-01 23:14:31,0,2025-08-01 23:14:31,,,
2025-07-17,朔州,4500.00,370.00,5.00,109,2025-07-17 00:00:00,1,0,2025-08-01 23:14:31,0,2025-08-01 23:14:31,,,
2025-07-17,忻州,5000.00,400.00,5.00,110,2025-07-17 00:00:00,1,0,2025-08-01 23:14:31,0,2025-08-01 23:14:31,,,
2025-07-16,榆林,6000.00,515.00,5.00,111,2025-07-16 00:00:00,1,0,2025-08-01 23:14:31,0,2025-08-01 23:14:31,,,
2025-07-16,榆林,5800.00,480.00,0.00,112,2025-07-16 00:00:00,1,0,2025-08-01 23:14:31,0,2025-08-01 23:14:31,,,
2025-07-16,鄂尔多斯,5500.00,430.00,5.00,113,2025-07-16 00:00:00,1,0,2025-08-01 23:14:31,0,2025-08-01 23:14:31,,,
2025-07-16,鄂尔多斯,5000.00,370.00,5.00,114,2025-07-16 00:00:00,1,0,2025-08-01 23:14:31,0,2025-08-01 23:14:31,,,
2025-07-16,鄂尔多斯,4500.00,300.00,5.00,115,2025-07-16 00:00:00,1,0,2025-08-01 23:14:31,0,2025-08-01 23:14:31,,,
2025-07-16,大同,5000.00,425.00,5.00,116,2025-07-16 00:00:00,1,0,2025-08-01 23:14:31,0,2025-08-01 23:14:31,,,
2025-07-16,朔州,5500.00,485.00,5.00,117,2025-07-16 00:00:00,1,0,2025-08-01 23:14:31,0,2025-08-01 23:14:31,,,
2025-07-16,朔州,5000.00,420.00,5.00,118,2025-07-16 00:00:00,1,0,2025-08-01 23:14:31,0,2025-08-01 23:14:31,,,
2025-07-16,朔州,4500.00,365.00,5.00,119,2025-07-16 00:00:00,1,0,2025-08-01 23:14:31,0,2025-08-01 23:14:31,,,
2025-07-16,忻州,5000.00,395.00,5.00,120,2025-07-16 00:00:00,1,0,2025-08-01 23:14:31,0,2025-08-01 23:14:31,,,
2025-07-15,榆林,6000.00,510.00,5.00,121,2025-07-15 00:00:00,1,0,2025-08-01 23:14:35,0,2025-08-01 23:14:35,,,
2025-07-15,榆林,5800.00,480.00,0.00,122,2025-07-15 00:00:00,1,0,2025-08-01 23:14:35,0,2025-08-01 23:14:35,,,
2025-07-15,鄂尔多斯,5500.00,425.00,0.00,123,2025-07-15 00:00:00,1,0,2025-08-01 23:14:35,0,2025-08-01 23:14:35,,,
2025-07-15,鄂尔多斯,5000.00,365.00,5.00,124,2025-07-15 00:00:00,1,0,2025-08-01 23:14:35,0,2025-08-01 23:14:35,,,
2025-07-15,鄂尔多斯,4500.00,295.00,0.00,125,2025-07-15 00:00:00,1,0,2025-08-01 23:14:35,0,2025-08-01 23:14:35,,,
2025-07-15,大同,5000.00,420.00,5.00,126,2025-07-15 00:00:00,1,0,2025-08-01 23:14:35,0,2025-08-01 23:14:35,,,
2025-07-15,朔州,5500.00,480.00,0.00,127,2025-07-15 00:00:00,1,0,2025-08-01 23:14:35,0,2025-08-01 23:14:35,,,
2025-07-15,朔州,5000.00,415.00,5.00,128,2025-07-15 00:00:00,1,0,2025-08-01 23:14:35,0,2025-08-01 23:14:35,,,
2025-07-15,朔州,4500.00,360.00,5.00,129,2025-07-15 00:00:00,1,0,2025-08-01 23:14:35,0,2025-08-01 23:14:35,,,
2025-07-15,忻州,5000.00,390.00,0.00,130,2025-07-15 00:00:00,1,0,2025-08-01 23:14:35,0,2025-08-01 23:14:35,,,
2025-07-14,榆林,6000.00,505.00,5.00,131,2025-07-14 00:00:00,1,0,2025-08-01 23:14:35,0,2025-08-01 23:14:35,,,
2025-07-14,榆林,5800.00,480.00,5.00,132,2025-07-14 00:00:00,1,0,2025-08-01 23:14:35,0,2025-08-01 23:14:35,,,
2025-07-14,鄂尔多斯,5500.00,425.00,5.00,133,2025-07-14 00:00:00,1,0,2025-08-01 23:14:35,0,2025-08-01 23:14:35,,,
2025-07-14,鄂尔多斯,5000.00,360.00,0.00,134,2025-07-14 00:00:00,1,0,2025-08-01 23:14:35,0,2025-08-01 23:14:35,,,
2025-07-14,鄂尔多斯,4500.00,295.00,0.00,135,2025-07-14 00:00:00,1,0,2025-08-01 23:14:35,0,2025-08-01 23:14:35,,,
2025-07-14,大同,5000.00,415.00,5.00,136,2025-07-14 00:00:00,1,0,2025-08-01 23:14:35,0,2025-08-01 23:14:35,,,
2025-07-14,朔州,5500.00,480.00,10.00,137,2025-07-14 00:00:00,1,0,2025-08-01 23:14:35,0,2025-08-01 23:14:35,,,
2025-07-14,朔州,5000.00,410.00,10.00,138,2025-07-14 00:00:00,1,0,2025-08-01 23:14:35,0,2025-08-01 23:14:35,,,
2025-07-14,朔州,4500.00,355.00,5.00,139,2025-07-14 00:00:00,1,0,2025-08-01 23:14:35,0,2025-08-01 23:14:35,,,
2025-07-14,忻州,5000.00,390.00,5.00,140,2025-07-14 00:00:00,1,0,2025-08-01 23:14:35,0,2025-08-01 23:14:35,,,
2025-07-11,榆林,6000.00,500.00,5.00,141,2025-07-11 00:00:00,1,0,2025-08-01 23:14:35,0,2025-08-01 23:14:35,,,
2025-07-11,榆林,5800.00,475.00,0.00,142,2025-07-11 00:00:00,1,0,2025-08-01 23:14:35,0,2025-08-01 23:14:35,,,
2025-07-11,鄂尔多斯,5500.00,420.00,0.00,143,2025-07-11 00:00:00,1,0,2025-08-01 23:14:35,0,2025-08-01 23:14:35,,,
2025-07-11,鄂尔多斯,5000.00,360.00,0.00,144,2025-07-11 00:00:00,1,0,2025-08-01 23:14:35,0,2025-08-01 23:14:35,,,
2025-07-11,鄂尔多斯,4500.00,295.00,0.00,145,2025-07-11 00:00:00,1,0,2025-08-01 23:14:35,0,2025-08-01 23:14:35,,,
2025-07-11,大同,5000.00,410.00,5.00,146,2025-07-11 00:00:00,1,0,2025-08-01 23:14:35,0,2025-08-01 23:14:35,,,
2025-07-11,朔州,5500.00,470.00,5.00,147,2025-07-11 00:00:00,1,0,2025-08-01 23:14:35,0,2025-08-01 23:14:35,,,
2025-07-11,朔州,5000.00,400.00,0.00,148,2025-07-11 00:00:00,1,0,2025-08-01 23:14:35,0,2025-08-01 23:14:35,,,
2025-07-11,朔州,4500.00,350.00,0.00,149,2025-07-11 00:00:00,1,0,2025-08-01 23:14:35,0,2025-08-01 23:14:35,,,
2025-07-11,忻州,5000.00,385.00,0.00,150,2025-07-11 00:00:00,1,0,2025-08-01 23:14:35,0,2025-08-01 23:14:35,,,
2025-07-10,榆林,6000.00,495.00,0.00,151,2025-07-10 00:00:00,1,0,2025-08-01 23:14:38,0,2025-08-01 23:14:38,,,
2025-07-10,榆林,5800.00,475.00,0.00,152,2025-07-10 00:00:00,1,0,2025-08-01 23:14:38,0,2025-08-01 23:14:38,,,
2025-07-10,鄂尔多斯,5500.00,420.00,0.00,153,2025-07-10 00:00:00,1,0,2025-08-01 23:14:38,0,2025-08-01 23:14:38,,,
2025-07-10,鄂尔多斯,5000.00,360.00,0.00,154,2025-07-10 00:00:00,1,0,2025-08-01 23:14:38,0,2025-08-01 23:14:38,,,
2025-07-10,鄂尔多斯,4500.00,295.00,0.00,155,2025-07-10 00:00:00,1,0,2025-08-01 23:14:38,0,2025-08-01 23:14:38,,,
2025-07-10,大同,5000.00,405.00,0.00,156,2025-07-10 00:00:00,1,0,2025-08-01 23:14:38,0,2025-08-01 23:14:38,,,
2025-07-10,朔州,5500.00,465.00,0.00,157,2025-07-10 00:00:00,1,0,2025-08-01 23:14:38,0,2025-08-01 23:14:38,,,
2025-07-10,朔州,5000.00,400.00,0.00,158,2025-07-10 00:00:00,1,0,2025-08-01 23:14:38,0,2025-08-01 23:14:38,,,
2025-07-10,朔州,4500.00,350.00,0.00,159,2025-07-10 00:00:00,1,0,2025-08-01 23:14:38,0,2025-08-01 23:14:38,,,
2025-07-10,忻州,5000.00,385.00,0.00,160,2025-07-10 00:00:00,1,0,2025-08-01 23:14:38,0,2025-08-01 23:14:38,,,
2025-07-09,榆林,6000.00,495.00,0.00,161,2025-07-09 00:00:00,1,0,2025-08-01 23:14:38,0,2025-08-01 23:14:38,,,
2025-07-09,榆林,5800.00,475.00,0.00,162,2025-07-09 00:00:00,1,0,2025-08-01 23:14:38,0,2025-08-01 23:14:38,,,
2025-07-09,鄂尔多斯,5500.00,420.00,0.00,163,2025-07-09 00:00:00,1,0,2025-08-01 23:14:38,0,2025-08-01 23:14:38,,,
2025-07-09,鄂尔多斯,5000.00,360.00,0.00,164,2025-07-09 00:00:00,1,0,2025-08-01 23:14:38,0,2025-08-01 23:14:38,,,
2025-07-09,鄂尔多斯,4500.00,295.00,5.00,165,2025-07-09 00:00:00,1,0,2025-08-01 23:14:38,0,2025-08-01 23:14:38,,,
2025-07-09,大同,5000.00,405.00,0.00,166,2025-07-09 00:00:00,1,0,2025-08-01 23:14:38,0,2025-08-01 23:14:38,,,
2025-07-09,朔州,5500.00,465.00,0.00,167,2025-07-09 00:00:00,1,0,2025-08-01 23:14:38,0,2025-08-01 23:14:38,,,
2025-07-09,朔州,5000.00,400.00,0.00,168,2025-07-09 00:00:00,1,0,2025-08-01 23:14:38,0,2025-08-01 23:14:38,,,
2025-07-09,朔州,4500.00,350.00,0.00,169,2025-07-09 00:00:00,1,0,2025-08-01 23:14:38,0,2025-08-01 23:14:38,,,
2025-07-09,忻州,5000.00,385.00,5.00,170,2025-07-09 00:00:00,1,0,2025-08-01 23:14:38,0,2025-08-01 23:14:38,,,
2025-07-08,榆林,6000.00,495.00,0.00,171,2025-07-08 00:00:00,1,0,2025-08-01 23:14:38,0,2025-08-01 23:14:38,,,
2025-07-08,榆林,5800.00,475.00,0.00,172,2025-07-08 00:00:00,1,0,2025-08-01 23:14:38,0,2025-08-01 23:14:38,,,
2025-07-08,鄂尔多斯,5500.00,420.00,0.00,173,2025-07-08 00:00:00,1,0,2025-08-01 23:14:38,0,2025-08-01 23:14:38,,,
2025-07-08,鄂尔多斯,5000.00,360.00,0.00,174,2025-07-08 00:00:00,1,0,2025-08-01 23:14:38,0,2025-08-01 23:14:38,,,
2025-07-08,鄂尔多斯,4500.00,290.00,0.00,175,2025-07-08 00:00:00,1,0,2025-08-01 23:14:38,0,2025-08-01 23:14:38,,,
2025-07-08,大同,5000.00,405.00,0.00,176,2025-07-08 00:00:00,1,0,2025-08-01 23:14:38,0,2025-08-01 23:14:38,,,
2025-07-08,朔州,5500.00,465.00,0.00,177,2025-07-08 00:00:00,1,0,2025-08-01 23:14:38,0,2025-08-01 23:14:38,,,
2025-07-08,朔州,5000.00,400.00,5.00,178,2025-07-08 00:00:00,1,0,2025-08-01 23:14:38,0,2025-08-01 23:14:38,,,
2025-07-08,朔州,4500.00,350.00,5.00,179,2025-07-08 00:00:00,1,0,2025-08-01 23:14:38,0,2025-08-01 23:14:38,,,
2025-07-08,忻州,5000.00,380.00,0.00,180,2025-07-08 00:00:00,1,0,2025-08-01 23:14:38,0,2025-08-01 23:14:38,,,
2025-07-07,榆林,6000.00,495.00,0.00,181,2025-07-07 00:00:00,1,0,2025-08-01 23:14:43,0,2025-08-01 23:14:43,,,
2025-07-07,榆林,5800.00,475.00,0.00,182,2025-07-07 00:00:00,1,0,2025-08-01 23:14:43,0,2025-08-01 23:14:43,,,
