时间,海关,当月数量(吨),数量环比(%),累计数量(吨),当月金额(千美元),累计金额(千美元),_ID,_DATA_TIME,_ACTIVE,_CREATE_ID,_CREATE_TIME,_UPDATE_ID,_UPDATE_TIME,_REMARK,_CHANGE_LOG,_RESERVE
2020-06,昆明海关,93.00,-3.13,189.00,7.60,15.50,1,2020-06-30 00:00:00,1,0,2024-07-20 15:10:18,0,2024-07-20 15:10:18,,,
2020-05,昆明海关,96.00,281.25,96.00,7.90,7.90,2,2020-05-31 00:00:00,1,0,2024-07-20 15:10:18,0,2024-07-20 15:10:18,,,
2020-03,青岛海关,66000.00,47.14,110855.90,7391.30,12414.70,3,2020-03-31 00:00:00,1,0,2024-07-20 15:10:18,0,2024-07-20 15:10:18,,,
2020-03,天津海关,2042.70,0.00,2042.70,153.20,153.20,4,2020-03-31 00:00:00,1,0,2024-07-20 15:10:18,0,2024-07-20 15:10:18,,,
2020-03,乌鲁木齐海关,118.10,0.00,118.10,3.50,3.50,5,2020-03-31 00:00:00,1,0,2024-07-20 15:10:18,0,2024-07-20 15:10:18,,,
2020-02,北京海关,,,1.00,,0.10,6,2020-02-29 00:00:00,1,0,2024-07-20 15:10:18,0,2024-07-20 15:10:18,,,
2020-02,青岛海关,,,44855.90,,5023.40,7,2020-02-29 00:00:00,1,0,2024-07-20 15:10:18,0,2024-07-20 15:10:18,,,
2019-12,青岛海关,0.10,-100.00,66001.00,0.10,7391.50,8,2019-12-31 00:00:00,1,0,2024-07-20 15:10:18,0,2024-07-20 15:10:18,,,
2019-11,青岛海关,66000.00,7499900.00,66000.90,7391.30,7391.40,9,2019-11-30 00:00:00,1,0,2024-07-20 15:10:18,0,2024-07-20 15:10:18,,,
2019-11,天津海关,2042.70,100.00,2042.70,153.20,153.20,10,2019-11-30 00:00:00,1,0,2024-07-20 15:10:18,0,2024-07-20 15:10:18,,,
2019-11,乌鲁木齐海关,118.10,100.00,118.10,3.50,3.50,11,2019-11-30 00:00:00,1,0,2024-07-20 15:10:18,0,2024-07-20 15:10:18,,,
2019-10,昆明海关,25.20,-93.74,427.60,2.20,38.70,12,2019-10-31 00:00:00,1,0,2024-07-20 15:10:18,0,2024-07-20 15:10:18,,,
2019-06,昆明海关,402.40,100.00,402.40,36.50,36.50,13,2019-06-30 00:00:00,1,0,2024-07-20 15:10:18,0,2024-07-20 15:10:18,,,
2019-06,青岛海关,0.90,-99.99,0.90,0.00,0.00,14,2019-06-30 00:00:00,1,0,2024-07-20 15:10:18,0,2024-07-20 15:10:18,,,
