时间,数据项目,航线名称,载重,本期(点),上期(点),环比增减(点),环比增幅(%),_ID,_DATA_TIME,_ACTIVE,_CREATE_ID,_CREATE_TIME,_UPDATE_ID,_UPDATE_TIME,_REMARK,_CHANGE_LOG,_RESERVE
2020-08-14,煤炭运价分航线指数,天津-镇江,(1-1.5万DWT),1115.08,1006.12,108.96,10.83%,2386,2020-08-14 00:00:00,1,0,2024-07-20 09:11:51,0,2024-07-20 09:11:51,,,
2020-08-14,煤炭运价分航线指数,黄骅-上海,(3-4万DWT),737.46,669.89,67.57,10.09%,2387,2020-08-14 00:00:00,1,0,2024-07-20 09:11:51,0,2024-07-20 09:11:51,,,
2020-08-14,煤炭运价分航线指数,曹妃甸-宁波,(4-5万DWT),1025.19,939.25,85.94,9.15%,2388,2020-08-14 00:00:00,1,0,2024-07-20 09:11:51,0,2024-07-20 09:11:51,,,
2020-08-07,散货运价综合指数,,,981.77,972.08,9.69,1.%,2389,2020-08-07 00:00:00,1,0,2024-07-20 09:11:51,0,2024-07-20 09:11:51,,,
2020-08-07,煤炭货种运价指数,,,933.01,920.38,12.63,1.37%,2390,2020-08-07 00:00:00,1,0,2024-07-20 09:11:51,0,2024-07-20 09:11:51,,,
2020-08-07,煤炭运价分航线指数,秦皇岛-广州,(5-6万DWT),895.87,869.62,26.25,3.02%,2391,2020-08-07 00:00:00,1,0,2024-07-20 09:11:51,0,2024-07-20 09:11:51,,,
2020-08-07,煤炭运价分航线指数,秦皇岛-福州,(3-4万DWT),696.86,684.18,12.68,1.85%,2392,2020-08-07 00:00:00,1,0,2024-07-20 09:11:51,0,2024-07-20 09:11:51,,,
2020-08-07,煤炭运价分航线指数,秦皇岛-宁波,(1.5-2万DWT),852.69,839.72,12.97,1.54%,2393,2020-08-07 00:00:00,1,0,2024-07-20 09:11:51,0,2024-07-20 09:11:51,,,
2020-08-07,煤炭运价分航线指数,秦皇岛-上海,(4-5万DWT),917.18,901.68,15.50,1.72%,2394,2020-08-07 00:00:00,1,0,2024-07-20 09:11:51,0,2024-07-20 09:11:51,,,
2020-08-07,煤炭运价分航线指数,秦皇岛-张家港,(2-3万DWT),973.54,958.35,15.19,1.59%,2395,2020-08-07 00:00:00,1,0,2024-07-20 09:11:51,0,2024-07-20 09:11:51,,,
2020-08-07,煤炭运价分航线指数,秦皇岛-南京,(3-4万DWT),953.27,939.05,14.22,1.51%,2396,2020-08-07 00:00:00,1,0,2024-07-20 09:11:51,0,2024-07-20 09:11:51,,,
2020-08-07,煤炭运价分航线指数,天津-上海,(2-3万DWT),931.27,952.00,-20.73,-2.18%,2397,2020-08-07 00:00:00,1,0,2024-07-20 09:11:51,0,2024-07-20 09:11:51,,,
2020-08-07,煤炭运价分航线指数,天津-镇江,(1-1.5万DWT),1006.12,997.62,8.50,0.85%,2398,2020-08-07 00:00:00,1,0,2024-07-20 09:11:51,0,2024-07-20 09:11:51,,,
2020-08-07,煤炭运价分航线指数,黄骅-上海,(3-4万DWT),669.89,659.96,9.93,1.5%,2399,2020-08-07 00:00:00,1,0,2024-07-20 09:11:51,0,2024-07-20 09:11:51,,,
2020-08-07,煤炭运价分航线指数,曹妃甸-宁波,(4-5万DWT),939.25,923.50,15.75,1.71%,2400,2020-08-07 00:00:00,1,0,2024-07-20 09:11:51,0,2024-07-20 09:11:51,,,
2020-07-31,散货运价综合指数,,,972.08,977.91,-5.83,-0.6%,2401,2020-07-31 00:00:00,1,0,2024-07-20 09:11:54,0,2024-07-20 09:11:54,,,
2020-07-31,煤炭货种运价指数,,,920.38,923.52,-3.14,-0.34%,2402,2020-07-31 00:00:00,1,0,2024-07-20 09:11:54,0,2024-07-20 09:11:54,,,
2020-07-31,煤炭运价分航线指数,秦皇岛-广州,(5-6万DWT),869.62,870.59,-0.97,-0.11%,2403,2020-07-31 00:00:00,1,0,2024-07-20 09:11:54,0,2024-07-20 09:11:54,,,
2020-07-31,煤炭运价分航线指数,秦皇岛-福州,(3-4万DWT),684.18,685.67,-1.49,-0.22%,2404,2020-07-31 00:00:00,1,0,2024-07-20 09:11:54,0,2024-07-20 09:11:54,,,
2020-07-31,煤炭运价分航线指数,秦皇岛-宁波,(1.5-2万DWT),839.72,842.47,-2.75,-0.33%,2405,2020-07-31 00:00:00,1,0,2024-07-20 09:11:54,0,2024-07-20 09:11:54,,,
2020-07-31,煤炭运价分航线指数,秦皇岛-上海,(4-5万DWT),901.68,907.44,-5.76,-0.63%,2406,2020-07-31 00:00:00,1,0,2024-07-20 09:11:54,0,2024-07-20 09:11:54,,,
2020-07-31,煤炭运价分航线指数,秦皇岛-张家港,(2-3万DWT),958.35,960.92,-2.57,-0.27%,2407,2020-07-31 00:00:00,1,0,2024-07-20 09:11:54,0,2024-07-20 09:11:54,,,
2020-07-31,煤炭运价分航线指数,秦皇岛-南京,(3-4万DWT),939.05,940.87,-1.82,-0.19%,2408,2020-07-31 00:00:00,1,0,2024-07-20 09:11:54,0,2024-07-20 09:11:54,,,
2020-07-31,煤炭运价分航线指数,天津-上海,(2-3万DWT),952.00,954.95,-2.95,-0.31%,2409,2020-07-31 00:00:00,1,0,2024-07-20 09:11:54,0,2024-07-20 09:11:54,,,
2020-07-31,煤炭运价分航线指数,天津-镇江,(1-1.5万DWT),997.62,996.74,0.88,0.09%,2410,2020-07-31 00:00:00,1,0,2024-07-20 09:11:54,0,2024-07-20 09:11:54,,,
2020-07-31,煤炭运价分航线指数,黄骅-上海,(3-4万DWT),659.96,663.67,-3.71,-0.56%,2411,2020-07-31 00:00:00,1,0,2024-07-20 09:11:54,0,2024-07-20 09:11:54,,,
2020-07-31,煤炭运价分航线指数,曹妃甸-宁波,(4-5万DWT),923.50,929.02,-5.52,-0.59%,2412,2020-07-31 00:00:00,1,0,2024-07-20 09:11:54,0,2024-07-20 09:11:54,,,
2020-07-24,散货运价综合指数,,,977.91,970.86,7.05,0.73%,2413,2020-07-24 00:00:00,1,0,2024-07-20 09:11:54,0,2024-07-20 09:11:54,,,
2020-07-24,煤炭货种运价指数,,,923.52,909.70,13.82,1.52%,2414,2020-07-24 00:00:00,1,0,2024-07-20 09:11:54,0,2024-07-20 09:11:54,,,
2020-07-24,煤炭运价分航线指数,秦皇岛-广州,(5-6万DWT),870.59,853.76,16.83,1.97%,2415,2020-07-24 00:00:00,1,0,2024-07-20 09:11:54,0,2024-07-20 09:11:54,,,
2020-07-24,煤炭运价分航线指数,秦皇岛-福州,(3-4万DWT),685.67,675.41,10.26,1.52%,2416,2020-07-24 00:00:00,1,0,2024-07-20 09:11:54,0,2024-07-20 09:11:54,,,
2020-07-24,煤炭运价分航线指数,秦皇岛-宁波,(1.5-2万DWT),842.47,842.03,0.44,0.05%,2417,2020-07-24 00:00:00,1,0,2024-07-20 09:11:54,0,2024-07-20 09:11:54,,,
2020-07-24,煤炭运价分航线指数,秦皇岛-上海,(4-5万DWT),907.44,884.06,23.38,2.64%,2418,2020-07-24 00:00:00,1,0,2024-07-20 09:11:54,0,2024-07-20 09:11:54,,,
2020-07-24,煤炭运价分航线指数,秦皇岛-张家港,(2-3万DWT),960.92,955.48,5.44,0.57%,2419,2020-07-24 00:00:00,1,0,2024-07-20 09:11:54,0,2024-07-20 09:11:54,,,
2020-07-24,煤炭运价分航线指数,秦皇岛-南京,(3-4万DWT),940.87,927.90,12.97,1.4%,2420,2020-07-24 00:00:00,1,0,2024-07-20 09:11:54,0,2024-07-20 09:11:54,,,
2020-07-24,煤炭运价分航线指数,天津-上海,(2-3万DWT),954.95,949.76,5.19,0.55%,2421,2020-07-24 00:00:00,1,0,2024-07-20 09:11:54,0,2024-07-20 09:11:54,,,
2020-07-24,煤炭运价分航线指数,天津-镇江,(1-1.5万DWT),996.74,995.90,0.84,0.08%,2422,2020-07-24 00:00:00,1,0,2024-07-20 09:11:54,0,2024-07-20 09:11:54,,,
2020-07-24,煤炭运价分航线指数,黄骅-上海,(3-4万DWT),663.67,654.01,9.66,1.48%,2423,2020-07-24 00:00:00,1,0,2024-07-20 09:11:54,0,2024-07-20 09:11:54,,,
2020-07-24,煤炭运价分航线指数,曹妃甸-宁波,(4-5万DWT),929.02,908.31,20.71,2.28%,2424,2020-07-24 00:00:00,1,0,2024-07-20 09:11:54,0,2024-07-20 09:11:54,,,
2020-07-17,散货运价综合指数,,,970.86,998.42,-27.56,-2.76%,2425,2020-07-17 00:00:00,1,0,2024-07-20 09:11:54,0,2024-07-20 09:11:54,,,
2020-07-17,煤炭货种运价指数,,,909.70,949.61,-39.91,-4.2%,2426,2020-07-17 00:00:00,1,0,2024-07-20 09:11:54,0,2024-07-20 09:11:54,,,
2020-07-17,煤炭运价分航线指数,秦皇岛-广州,(5-6万DWT),853.76,883.93,-30.17,-3.41%,2427,2020-07-17 00:00:00,1,0,2024-07-20 09:11:54,0,2024-07-20 09:11:54,,,
2020-07-17,煤炭运价分航线指数,秦皇岛-福州,(3-4万DWT),675.41,699.28,-23.87,-3.41%,2428,2020-07-17 00:00:00,1,0,2024-07-20 09:11:54,0,2024-07-20 09:11:54,,,
2020-07-17,煤炭运价分航线指数,秦皇岛-宁波,(1.5-2万DWT),842.03,880.98,-38.95,-4.42%,2429,2020-07-17 00:00:00,1,0,2024-07-20 09:11:54,0,2024-07-20 09:11:54,,,
2020-07-17,煤炭运价分航线指数,秦皇岛-上海,(4-5万DWT),884.06,935.21,-51.15,-5.47%,2430,2020-07-17 00:00:00,1,0,2024-07-20 09:11:54,0,2024-07-20 09:11:54,,,
2020-07-17,煤炭运价分航线指数,秦皇岛-张家港,(2-3万DWT),955.48,989.56,-34.08,-3.44%,2431,2020-07-17 00:00:00,1,0,2024-07-20 09:11:58,0,2024-07-20 09:11:58,,,
2020-07-17,煤炭运价分航线指数,秦皇岛-南京,(3-4万DWT),927.90,962.77,-34.87,-3.62%,2432,2020-07-17 00:00:00,1,0,2024-07-20 09:11:58,0,2024-07-20 09:11:58,,,
2020-07-17,煤炭运价分航线指数,天津-上海,(2-3万DWT),949.76,995.61,-45.85,-4.61%,2433,2020-07-17 00:00:00,1,0,2024-07-20 09:11:58,0,2024-07-20 09:11:58,,,
2020-07-17,煤炭运价分航线指数,天津-镇江,(1-1.5万DWT),995.90,1029.34,-33.44,-3.25%,2434,2020-07-17 00:00:00,1,0,2024-07-20 09:11:58,0,2024-07-20 09:11:58,,,
2020-07-17,煤炭运价分航线指数,黄骅-上海,(3-4万DWT),654.01,684.80,-30.79,-4.5%,2435,2020-07-17 00:00:00,1,0,2024-07-20 09:11:58,0,2024-07-20 09:11:58,,,
2020-07-17,煤炭运价分航线指数,曹妃甸-宁波,(4-5万DWT),908.31,954.84,-46.53,-4.87%,2436,2020-07-17 00:00:00,1,0,2024-07-20 09:11:58,0,2024-07-20 09:11:58,,,
2020-07-10,散货运价综合指数,,,998.42,971.03,27.39,2.82%,2437,2020-07-10 00:00:00,1,0,2024-07-20 09:11:58,0,2024-07-20 09:11:58,,,
2020-07-10,煤炭货种运价指数,,,949.61,908.25,41.36,4.55%,2438,2020-07-10 00:00:00,1,0,2024-07-20 09:11:58,0,2024-07-20 09:11:58,,,
2020-07-10,煤炭运价分航线指数,秦皇岛-广州,(5-6万DWT),883.93,838.66,45.27,5.4%,2439,2020-07-10 00:00:00,1,0,2024-07-20 09:11:58,0,2024-07-20 09:11:58,,,
2020-07-10,煤炭运价分航线指数,秦皇岛-福州,(3-4万DWT),699.28,667.45,31.83,4.77%,2440,2020-07-10 00:00:00,1,0,2024-07-20 09:11:58,0,2024-07-20 09:11:58,,,
2020-07-10,煤炭运价分航线指数,秦皇岛-宁波,(1.5-2万DWT),880.98,837.18,43.80,5.23%,2441,2020-07-10 00:00:00,1,0,2024-07-20 09:11:58,0,2024-07-20 09:11:58,,,
2020-07-10,煤炭运价分航线指数,秦皇岛-上海,(4-5万DWT),935.21,892.06,43.15,4.84%,2442,2020-07-10 00:00:00,1,0,2024-07-20 09:11:58,0,2024-07-20 09:11:58,,,
2020-07-10,煤炭运价分航线指数,秦皇岛-张家港,(2-3万DWT),989.56,957.59,31.97,3.34%,2443,2020-07-10 00:00:00,1,0,2024-07-20 09:11:58,0,2024-07-20 09:11:58,,,
2020-07-10,煤炭运价分航线指数,秦皇岛-南京,(3-4万DWT),962.77,923.50,39.27,4.25%,2444,2020-07-10 00:00:00,1,0,2024-07-20 09:11:58,0,2024-07-20 09:11:58,,,
2020-07-10,煤炭运价分航线指数,天津-上海,(2-3万DWT),995.61,962.98,32.63,3.39%,2445,2020-07-10 00:00:00,1,0,2024-07-20 09:11:58,0,2024-07-20 09:11:58,,,
2020-07-10,煤炭运价分航线指数,天津-镇江,(1-1.5万DWT),1029.34,981.74,47.60,4.85%,2446,2020-07-10 00:00:00,1,0,2024-07-20 09:11:58,0,2024-07-20 09:11:58,,,
2020-07-10,煤炭运价分航线指数,黄骅-上海,(3-4万DWT),684.80,652.73,32.07,4.91%,2447,2020-07-10 00:00:00,1,0,2024-07-20 09:11:58,0,2024-07-20 09:11:58,,,
2020-07-10,煤炭运价分航线指数,曹妃甸-宁波,(4-5万DWT),954.84,909.30,45.54,5.01%,2448,2020-07-10 00:00:00,1,0,2024-07-20 09:11:58,0,2024-07-20 09:11:58,,,
2020-07-03,散货运价综合指数,,,971.03,987.72,-16.69,-1.69%,2449,2020-07-03 00:00:00,1,0,2024-07-20 09:11:58,0,2024-07-20 09:11:58,,,
2020-07-03,煤炭货种运价指数,,,908.25,936.11,-27.86,-2.98%,2450,2020-07-03 00:00:00,1,0,2024-07-20 09:11:58,0,2024-07-20 09:11:58,,,
2020-07-03,煤炭运价分航线指数,秦皇岛-广州,(5-6万DWT),838.66,846.22,-7.56,-0.89%,2451,2020-07-03 00:00:00,1,0,2024-07-20 09:11:58,0,2024-07-20 09:11:58,,,
2020-07-03,煤炭运价分航线指数,秦皇岛-福州,(3-4万DWT),667.45,676.14,-8.69,-1.29%,2452,2020-07-03 00:00:00,1,0,2024-07-20 09:11:58,0,2024-07-20 09:11:58,,,
2020-07-03,煤炭运价分航线指数,秦皇岛-宁波,(1.5-2万DWT),837.18,886.96,-49.78,-5.61%,2453,2020-07-03 00:00:00,1,0,2024-07-20 09:11:58,0,2024-07-20 09:11:58,,,
2020-07-03,煤炭运价分航线指数,秦皇岛-上海,(4-5万DWT),892.06,911.55,-19.49,-2.14%,2454,2020-07-03 00:00:00,1,0,2024-07-20 09:11:58,0,2024-07-20 09:11:58,,,
2020-07-03,煤炭运价分航线指数,秦皇岛-张家港,(2-3万DWT),957.59,975.56,-17.97,-1.84%,2455,2020-07-03 00:00:00,1,0,2024-07-20 09:11:58,0,2024-07-20 09:11:58,,,
2020-07-03,煤炭运价分航线指数,秦皇岛-南京,(3-4万DWT),923.50,949.17,-25.67,-2.7%,2456,2020-07-03 00:00:00,1,0,2024-07-20 09:11:58,0,2024-07-20 09:11:58,,,
2020-07-03,煤炭运价分航线指数,天津-上海,(2-3万DWT),962.98,1027.08,-64.10,-6.24%,2457,2020-07-03 00:00:00,1,0,2024-07-20 09:11:58,0,2024-07-20 09:11:58,,,
2020-07-03,煤炭运价分航线指数,天津-镇江,(1-1.5万DWT),981.74,1029.40,-47.66,-4.63%,2458,2020-07-03 00:00:00,1,0,2024-07-20 09:11:58,0,2024-07-20 09:11:58,,,
2020-07-03,煤炭运价分航线指数,黄骅-上海,(3-4万DWT),652.73,674.30,-21.57,-3.2%,2459,2020-07-03 00:00:00,1,0,2024-07-20 09:11:58,0,2024-07-20 09:11:58,,,
2020-07-03,煤炭运价分航线指数,曹妃甸-宁波,(4-5万DWT),909.30,935.77,-26.47,-2.83%,2460,2020-07-03 00:00:00,1,0,2024-07-20 09:11:58,0,2024-07-20 09:11:58,,,
2020-06-24,散货运价综合指数,,,987.72,1025.20,-37.48,-3.66%,2461,2020-06-24 00:00:00,1,0,2024-07-20 09:12:01,0,2024-07-20 09:12:01,,,
2020-06-24,煤炭货种运价指数,,,936.11,991.21,-55.10,-5.56%,2462,2020-06-24 00:00:00,1,0,2024-07-20 09:12:01,0,2024-07-20 09:12:01,,,
2020-06-24,煤炭运价分航线指数,秦皇岛-广州,(5-6万DWT),846.22,883.28,-37.06,-4.2%,2463,2020-06-24 00:00:00,1,0,2024-07-20 09:12:01,0,2024-07-20 09:12:01,,,
2020-06-24,煤炭运价分航线指数,秦皇岛-福州,(3-4万DWT),676.14,706.20,-30.06,-4.26%,2464,2020-06-24 00:00:00,1,0,2024-07-20 09:12:01,0,2024-07-20 09:12:01,,,
2020-06-24,煤炭运价分航线指数,秦皇岛-宁波,(1.5-2万DWT),886.96,951.26,-64.30,-6.76%,2465,2020-06-24 00:00:00,1,0,2024-07-20 09:12:01,0,2024-07-20 09:12:01,,,
2020-06-24,煤炭运价分航线指数,秦皇岛-上海,(4-5万DWT),911.55,985.39,-73.84,-7.49%,2466,2020-06-24 00:00:00,1,0,2024-07-20 09:12:01,0,2024-07-20 09:12:01,,,
2020-06-24,煤炭运价分航线指数,秦皇岛-张家港,(2-3万DWT),975.56,1022.33,-46.77,-4.57%,2467,2020-06-24 00:00:00,1,0,2024-07-20 09:12:01,0,2024-07-20 09:12:01,,,
2020-06-24,煤炭运价分航线指数,秦皇岛-南京,(3-4万DWT),949.17,1003.31,-54.14,-5.4%,2468,2020-06-24 00:00:00,1,0,2024-07-20 09:12:01,0,2024-07-20 09:12:01,,,
2020-06-24,煤炭运价分航线指数,天津-上海,(2-3万DWT),1027.08,1077.78,-50.70,-4.7%,2469,2020-06-24 00:00:00,1,0,2024-07-20 09:12:01,0,2024-07-20 09:12:01,,,
2020-06-24,煤炭运价分航线指数,天津-镇江,(1-1.5万DWT),1029.40,1075.86,-46.46,-4.32%,2470,2020-06-24 00:00:00,1,0,2024-07-20 09:12:01,0,2024-07-20 09:12:01,,,
2020-06-24,煤炭运价分航线指数,黄骅-上海,(3-4万DWT),674.30,721.82,-47.52,-6.58%,2471,2020-06-24 00:00:00,1,0,2024-07-20 09:12:01,0,2024-07-20 09:12:01,,,
2020-06-24,煤炭运价分航线指数,曹妃甸-宁波,(4-5万DWT),935.77,1004.99,-69.22,-6.89%,2472,2020-06-24 00:00:00,1,0,2024-07-20 09:12:01,0,2024-07-20 09:12:01,,,
2020-06-19,散货运价综合指数,,,1025.20,1019.94,5.26,0.52%,2473,2020-06-19 00:00:00,1,0,2024-07-20 09:12:01,0,2024-07-20 09:12:01,,,
2020-06-19,煤炭货种运价指数,,,991.21,991.48,-0.27,-0.03%,2474,2020-06-19 00:00:00,1,0,2024-07-20 09:12:01,0,2024-07-20 09:12:01,,,
2020-06-19,煤炭运价分航线指数,秦皇岛-广州,(5-6万DWT),883.28,872.98,10.30,1.18%,2475,2020-06-19 00:00:00,1,0,2024-07-20 09:12:01,0,2024-07-20 09:12:01,,,
2020-06-19,煤炭运价分航线指数,秦皇岛-福州,(3-4万DWT),706.20,704.47,1.73,0.25%,2476,2020-06-19 00:00:00,1,0,2024-07-20 09:12:01,0,2024-07-20 09:12:01,,,
2020-06-19,煤炭运价分航线指数,秦皇岛-宁波,(1.5-2万DWT),951.26,959.62,-8.36,-0.87%,2477,2020-06-19 00:00:00,1,0,2024-07-20 09:12:01,0,2024-07-20 09:12:01,,,
2020-06-19,煤炭运价分航线指数,秦皇岛-上海,(4-5万DWT),985.39,985.98,-0.59,-0.06%,2478,2020-06-19 00:00:00,1,0,2024-07-20 09:12:01,0,2024-07-20 09:12:01,,,
2020-06-19,煤炭运价分航线指数,秦皇岛-张家港,(2-3万DWT),1022.33,1026.70,-4.37,-0.43%,2479,2020-06-19 00:00:00,1,0,2024-07-20 09:12:01,0,2024-07-20 09:12:01,,,
2020-06-19,煤炭运价分航线指数,秦皇岛-南京,(3-4万DWT),1003.31,1001.86,1.45,0.14%,2480,2020-06-19 00:00:00,1,0,2024-07-20 09:12:01,0,2024-07-20 09:12:01,,,
2020-06-19,煤炭运价分航线指数,天津-上海,(2-3万DWT),1077.78,1082.69,-4.91,-0.45%,2481,2020-06-19 00:00:00,1,0,2024-07-20 09:12:01,0,2024-07-20 09:12:01,,,
2020-06-19,煤炭运价分航线指数,天津-镇江,(1-1.5万DWT),1075.86,1087.08,-11.22,-1.03%,2482,2020-06-19 00:00:00,1,0,2024-07-20 09:12:01,0,2024-07-20 09:12:01,,,
2020-06-19,煤炭运价分航线指数,黄骅-上海,(3-4万DWT),721.82,725.27,-3.45,-0.48%,2483,2020-06-19 00:00:00,1,0,2024-07-20 09:12:01,0,2024-07-20 09:12:01,,,
2020-06-19,煤炭运价分航线指数,曹妃甸-宁波,(4-5万DWT),1004.99,1006.88,-1.89,-0.19%,2484,2020-06-19 00:00:00,1,0,2024-07-20 09:12:01,0,2024-07-20 09:12:01,,,
2020-06-12,散货运价综合指数,,,1019.94,1025.30,-5.36,-0.52%,2485,2020-06-12 00:00:00,1,0,2024-07-20 09:12:01,0,2024-07-20 09:12:01,,,
2020-06-12,煤炭货种运价指数,,,991.48,1006.73,-15.25,-1.51%,2486,2020-06-12 00:00:00,1,0,2024-07-20 09:12:01,0,2024-07-20 09:12:01,,,
2020-06-12,煤炭运价分航线指数,秦皇岛-广州,(5-6万DWT),872.98,882.50,-9.52,-1.08%,2487,2020-06-12 00:00:00,1,0,2024-07-20 09:12:01,0,2024-07-20 09:12:01,,,
2020-06-12,煤炭运价分航线指数,秦皇岛-福州,(3-4万DWT),704.47,710.93,-6.46,-0.91%,2488,2020-06-12 00:00:00,1,0,2024-07-20 09:12:01,0,2024-07-20 09:12:01,,,
2020-06-12,煤炭运价分航线指数,秦皇岛-宁波,(1.5-2万DWT),959.62,994.84,-35.22,-3.54%,2489,2020-06-12 00:00:00,1,0,2024-07-20 09:12:01,0,2024-07-20 09:12:01,,,
2020-06-12,煤炭运价分航线指数,秦皇岛-上海,(4-5万DWT),985.98,999.14,-13.16,-1.32%,2490,2020-06-12 00:00:00,1,0,2024-07-20 09:12:01,0,2024-07-20 09:12:01,,,
2020-06-12,煤炭运价分航线指数,秦皇岛-张家港,(2-3万DWT),1026.70,1037.01,-10.31,-0.99%,2491,2020-06-12 00:00:00,1,0,2024-07-20 09:12:04,0,2024-07-20 09:12:04,,,
2020-06-12,煤炭运价分航线指数,秦皇岛-南京,(3-4万DWT),1001.86,1012.72,-10.86,-1.07%,2492,2020-06-12 00:00:00,1,0,2024-07-20 09:12:04,0,2024-07-20 09:12:04,,,
2020-06-12,煤炭运价分航线指数,天津-上海,(2-3万DWT),1082.69,1100.64,-17.95,-1.63%,2493,2020-06-12 00:00:00,1,0,2024-07-20 09:12:04,0,2024-07-20 09:12:04,,,
2020-06-12,煤炭运价分航线指数,天津-镇江,(1-1.5万DWT),1087.08,1146.10,-59.02,-5.15%,2494,2020-06-12 00:00:00,1,0,2024-07-20 09:12:04,0,2024-07-20 09:12:04,,,
2020-06-12,煤炭运价分航线指数,黄骅-上海,(3-4万DWT),725.27,738.28,-13.01,-1.76%,2495,2020-06-12 00:00:00,1,0,2024-07-20 09:12:04,0,2024-07-20 09:12:04,,,
2020-06-12,煤炭运价分航线指数,曹妃甸-宁波,(4-5万DWT),1006.88,1018.33,-11.45,-1.12%,2496,2020-06-12 00:00:00,1,0,2024-07-20 09:12:04,0,2024-07-20 09:12:04,,,
2020-06-05,散货运价综合指数,,,1025.30,1055.60,-30.30,-2.87%,2497,2020-06-05 00:00:00,1,0,2024-07-20 09:12:04,0,2024-07-20 09:12:04,,,
2020-06-05,煤炭货种运价指数,,,1006.73,1060.84,-54.11,-5.1%,2498,2020-06-05 00:00:00,1,0,2024-07-20 09:12:04,0,2024-07-20 09:12:04,,,
2020-06-05,煤炭运价分航线指数,秦皇岛-广州,(5-6万DWT),882.50,932.03,-49.53,-5.31%,2499,2020-06-05 00:00:00,1,0,2024-07-20 09:12:04,0,2024-07-20 09:12:04,,,
2020-06-05,煤炭运价分航线指数,秦皇岛-福州,(3-4万DWT),710.93,750.25,-39.32,-5.24%,2500,2020-06-05 00:00:00,1,0,2024-07-20 09:12:04,0,2024-07-20 09:12:04,,,
2020-06-05,煤炭运价分航线指数,秦皇岛-宁波,(1.5-2万DWT),994.84,1065.05,-70.21,-6.59%,2501,2020-06-05 00:00:00,1,0,2024-07-20 09:12:04,0,2024-07-20 09:12:04,,,
2020-06-05,煤炭运价分航线指数,秦皇岛-上海,(4-5万DWT),999.14,1079.65,-80.51,-7.46%,2502,2020-06-05 00:00:00,1,0,2024-07-20 09:12:04,0,2024-07-20 09:12:04,,,
2020-06-05,煤炭运价分航线指数,秦皇岛-张家港,(2-3万DWT),1037.01,1089.42,-52.41,-4.81%,2503,2020-06-05 00:00:00,1,0,2024-07-20 09:12:04,0,2024-07-20 09:12:04,,,
2020-06-05,煤炭运价分航线指数,秦皇岛-南京,(3-4万DWT),1012.72,1076.55,-63.83,-5.93%,2504,2020-06-05 00:00:00,1,0,2024-07-20 09:12:04,0,2024-07-20 09:12:04,,,
2020-06-05,煤炭运价分航线指数,天津-上海,(2-3万DWT),1100.64,1086.22,14.42,1.33%,2505,2020-06-05 00:00:00,1,0,2024-07-20 09:12:04,0,2024-07-20 09:12:04,,,
2020-06-05,煤炭运价分航线指数,天津-镇江,(1-1.5万DWT),1146.10,1205.24,-59.14,-4.91%,2506,2020-06-05 00:00:00,1,0,2024-07-20 09:12:04,0,2024-07-20 09:12:04,,,
2020-06-05,煤炭运价分航线指数,黄骅-上海,(3-4万DWT),738.28,790.74,-52.46,-6.63%,2507,2020-06-05 00:00:00,1,0,2024-07-20 09:12:04,0,2024-07-20 09:12:04,,,
2020-06-05,煤炭运价分航线指数,曹妃甸-宁波,(4-5万DWT),1018.33,1091.44,-73.11,-6.7%,2508,2020-06-05 00:00:00,1,0,2024-07-20 09:12:04,0,2024-07-20 09:12:04,,,
2020-05-29,散货运价综合指数,,,1055.60,1073.30,-17.70,-1.65%,2509,2020-05-29 00:00:00,1,0,2024-07-20 09:12:04,0,2024-07-20 09:12:04,,,
2020-05-29,煤炭货种运价指数,,,1060.84,1100.75,-39.91,-3.63%,2510,2020-05-29 00:00:00,1,0,2024-07-20 09:12:04,0,2024-07-20 09:12:04,,,
2020-05-29,煤炭运价分航线指数,秦皇岛-广州,(5-6万DWT),932.03,965.36,-33.33,-3.45%,2511,2020-05-29 00:00:00,1,0,2024-07-20 09:12:04,0,2024-07-20 09:12:04,,,
2020-05-29,煤炭运价分航线指数,秦皇岛-福州,(3-4万DWT),750.25,771.47,-21.22,-2.75%,2512,2020-05-29 00:00:00,1,0,2024-07-20 09:12:04,0,2024-07-20 09:12:04,,,
2020-05-29,煤炭运价分航线指数,秦皇岛-宁波,(1.5-2万DWT),1065.05,1111.83,-46.78,-4.21%,2513,2020-05-29 00:00:00,1,0,2024-07-20 09:12:04,0,2024-07-20 09:12:04,,,
2020-05-29,煤炭运价分航线指数,秦皇岛-上海,(4-5万DWT),1079.65,1131.00,-51.35,-4.54%,2514,2020-05-29 00:00:00,1,0,2024-07-20 09:12:04,0,2024-07-20 09:12:04,,,
2020-05-29,煤炭运价分航线指数,秦皇岛-张家港,(2-3万DWT),1089.42,1126.36,-36.94,-3.28%,2515,2020-05-29 00:00:00,1,0,2024-07-20 09:12:04,0,2024-07-20 09:12:04,,,
2020-05-29,煤炭运价分航线指数,秦皇岛-南京,(3-4万DWT),1076.55,1120.67,-44.12,-3.94%,2516,2020-05-29 00:00:00,1,0,2024-07-20 09:12:04,0,2024-07-20 09:12:04,,,
2020-05-29,煤炭运价分航线指数,天津-上海,(2-3万DWT),1086.22,1113.86,-27.64,-2.48%,2517,2020-05-29 00:00:00,1,0,2024-07-20 09:12:04,0,2024-07-20 09:12:04,,,
