时间,数据项目,航线名称,载重,本期(点),上期(点),环比增减(点),环比增幅(%),_ID,_DATA_TIME,_ACTIVE,_CREATE_ID,_CREATE_TIME,_UPDATE_ID,_UPDATE_TIME,_REMARK,_CHANGE_LOG,_RESERVE
2021-11-05,散货运价综合指数,,,1406.12,1435.10,-28.98,-2.02%,1609,2021-11-05 00:00:00,1,0,2024-07-20 09:10:26,0,2024-07-20 09:10:26,,,
2021-11-05,煤炭货种运价指数,,,1497.55,1544.22,-46.67,-3.02%,1610,2021-11-05 00:00:00,1,0,2024-07-20 09:10:26,0,2024-07-20 09:10:26,,,
2021-11-05,煤炭运价分航线指数,秦皇岛-广州,(5-6万DWT),1308.66,1336.95,-28.29,-2.12%,1611,2021-11-05 00:00:00,1,0,2024-07-20 09:10:26,0,2024-07-20 09:10:26,,,
2021-11-05,煤炭运价分航线指数,秦皇岛-福州,(3-4万DWT),1023.49,1050.50,-27.01,-2.57%,1612,2021-11-05 00:00:00,1,0,2024-07-20 09:10:26,0,2024-07-20 09:10:26,,,
2021-11-05,煤炭运价分航线指数,秦皇岛-宁波,(1.5-2万DWT),1574.99,1578.19,-3.20,-0.2%,1613,2021-11-05 00:00:00,1,0,2024-07-20 09:10:26,0,2024-07-20 09:10:26,,,
2021-11-05,煤炭运价分航线指数,秦皇岛-上海,(4-5万DWT),1508.36,1586.05,-77.69,-4.9%,1614,2021-11-05 00:00:00,1,0,2024-07-20 09:10:26,0,2024-07-20 09:10:26,,,
2021-11-05,煤炭运价分航线指数,秦皇岛-张家港,(2-3万DWT),1445.02,1516.32,-71.30,-4.7%,1615,2021-11-05 00:00:00,1,0,2024-07-20 09:10:26,0,2024-07-20 09:10:26,,,
2021-11-05,煤炭运价分航线指数,秦皇岛-南京,(3-4万DWT),1498.86,1566.27,-67.41,-4.3%,1616,2021-11-05 00:00:00,1,0,2024-07-20 09:10:26,0,2024-07-20 09:10:26,,,
2021-11-05,煤炭运价分航线指数,天津-上海,(2-3万DWT),1725.79,1711.12,14.67,0.86%,1617,2021-11-05 00:00:00,1,0,2024-07-20 09:10:26,0,2024-07-20 09:10:26,,,
2021-11-05,煤炭运价分航线指数,天津-镇江,(1-1.5万DWT),1639.84,1679.27,-39.43,-2.35%,1618,2021-11-05 00:00:00,1,0,2024-07-20 09:10:26,0,2024-07-20 09:10:26,,,
2021-11-05,煤炭运价分航线指数,黄骅-上海,(3-4万DWT),1129.96,1184.23,-54.27,-4.58%,1619,2021-11-05 00:00:00,1,0,2024-07-20 09:10:26,0,2024-07-20 09:10:26,,,
2021-11-05,煤炭运价分航线指数,曹妃甸-宁波,(4-5万DWT),1481.97,1555.21,-73.24,-4.71%,1620,2021-11-05 00:00:00,1,0,2024-07-20 09:10:26,0,2024-07-20 09:10:26,,,
2021-10-29,散货运价综合指数,,,1435.10,1456.83,-21.73,-1.49%,1621,2021-10-29 00:00:00,1,0,2024-07-20 09:10:30,0,2024-07-20 09:10:30,,,
2021-10-29,煤炭货种运价指数,,,1544.22,1578.91,-34.69,-2.2%,1622,2021-10-29 00:00:00,1,0,2024-07-20 09:10:30,0,2024-07-20 09:10:30,,,
2021-10-29,煤炭运价分航线指数,秦皇岛-广州,(5-6万DWT),1336.95,1345.41,-8.46,-0.63%,1623,2021-10-29 00:00:00,1,0,2024-07-20 09:10:30,0,2024-07-20 09:10:30,,,
2021-10-29,煤炭运价分航线指数,秦皇岛-福州,(3-4万DWT),1050.50,1064.34,-13.84,-1.3%,1624,2021-10-29 00:00:00,1,0,2024-07-20 09:10:30,0,2024-07-20 09:10:30,,,
2021-10-29,煤炭运价分航线指数,秦皇岛-宁波,(1.5-2万DWT),1578.19,1632.51,-54.32,-3.33%,1625,2021-10-29 00:00:00,1,0,2024-07-20 09:10:30,0,2024-07-20 09:10:30,,,
2021-10-29,煤炭运价分航线指数,秦皇岛-上海,(4-5万DWT),1586.05,1633.55,-47.50,-2.91%,1626,2021-10-29 00:00:00,1,0,2024-07-20 09:10:30,0,2024-07-20 09:10:30,,,
2021-10-29,煤炭运价分航线指数,秦皇岛-张家港,(2-3万DWT),1516.32,1555.32,-39.00,-2.51%,1627,2021-10-29 00:00:00,1,0,2024-07-20 09:10:30,0,2024-07-20 09:10:30,,,
2021-10-29,煤炭运价分航线指数,秦皇岛-南京,(3-4万DWT),1566.27,1607.98,-41.71,-2.59%,1628,2021-10-29 00:00:00,1,0,2024-07-20 09:10:30,0,2024-07-20 09:10:30,,,
2021-10-29,煤炭运价分航线指数,天津-上海,(2-3万DWT),1711.12,1747.65,-36.53,-2.09%,1629,2021-10-29 00:00:00,1,0,2024-07-20 09:10:30,0,2024-07-20 09:10:30,,,
2021-10-29,煤炭运价分航线指数,天津-镇江,(1-1.5万DWT),1679.27,1699.58,-20.31,-1.2%,1630,2021-10-29 00:00:00,1,0,2024-07-20 09:10:30,0,2024-07-20 09:10:30,,,
2021-10-29,煤炭运价分航线指数,黄骅-上海,(3-4万DWT),1184.23,1219.75,-35.52,-2.91%,1631,2021-10-29 00:00:00,1,0,2024-07-20 09:10:30,0,2024-07-20 09:10:30,,,
2021-10-29,煤炭运价分航线指数,曹妃甸-宁波,(4-5万DWT),1555.21,1599.29,-44.08,-2.76%,1632,2021-10-29 00:00:00,1,0,2024-07-20 09:10:30,0,2024-07-20 09:10:30,,,
2021-10-22,散货运价综合指数,,,1456.83,1382.20,74.63,5.4%,1633,2021-10-22 00:00:00,1,0,2024-07-20 09:10:30,0,2024-07-20 09:10:30,,,
2021-10-22,煤炭货种运价指数,,,1578.91,1474.30,104.61,7.1%,1634,2021-10-22 00:00:00,1,0,2024-07-20 09:10:30,0,2024-07-20 09:10:30,,,
2021-10-22,煤炭运价分航线指数,秦皇岛-广州,(5-6万DWT),1345.41,1264.07,81.34,6.43%,1635,2021-10-22 00:00:00,1,0,2024-07-20 09:10:30,0,2024-07-20 09:10:30,,,
2021-10-22,煤炭运价分航线指数,秦皇岛-福州,(3-4万DWT),1064.34,999.24,65.10,6.51%,1636,2021-10-22 00:00:00,1,0,2024-07-20 09:10:30,0,2024-07-20 09:10:30,,,
2021-10-22,煤炭运价分航线指数,秦皇岛-宁波,(1.5-2万DWT),1632.51,1563.64,68.87,4.4%,1637,2021-10-22 00:00:00,1,0,2024-07-20 09:10:30,0,2024-07-20 09:10:30,,,
2021-10-22,煤炭运价分航线指数,秦皇岛-上海,(4-5万DWT),1633.55,1513.73,119.82,7.92%,1638,2021-10-22 00:00:00,1,0,2024-07-20 09:10:30,0,2024-07-20 09:10:30,,,
2021-10-22,煤炭运价分航线指数,秦皇岛-张家港,(2-3万DWT),1555.32,1434.96,120.36,8.39%,1639,2021-10-22 00:00:00,1,0,2024-07-20 09:10:30,0,2024-07-20 09:10:30,,,
2021-10-22,煤炭运价分航线指数,秦皇岛-南京,(3-4万DWT),1607.98,1500.80,107.18,7.14%,1640,2021-10-22 00:00:00,1,0,2024-07-20 09:10:30,0,2024-07-20 09:10:30,,,
2021-10-22,煤炭运价分航线指数,天津-上海,(2-3万DWT),1747.65,1638.32,109.33,6.67%,1641,2021-10-22 00:00:00,1,0,2024-07-20 09:10:30,0,2024-07-20 09:10:30,,,
2021-10-22,煤炭运价分航线指数,天津-镇江,(1-1.5万DWT),1699.58,1620.28,79.30,4.89%,1642,2021-10-22 00:00:00,1,0,2024-07-20 09:10:30,0,2024-07-20 09:10:30,,,
2021-10-22,煤炭运价分航线指数,黄骅-上海,(3-4万DWT),1219.75,1121.20,98.55,8.79%,1643,2021-10-22 00:00:00,1,0,2024-07-20 09:10:30,0,2024-07-20 09:10:30,,,
2021-10-22,煤炭运价分航线指数,曹妃甸-宁波,(4-5万DWT),1599.29,1482.51,116.78,7.88%,1644,2021-10-22 00:00:00,1,0,2024-07-20 09:10:30,0,2024-07-20 09:10:30,,,
2021-10-15,散货运价综合指数,,,1382.20,1389.51,-7.31,-0.53%,1645,2021-10-15 00:00:00,1,0,2024-07-20 09:10:30,0,2024-07-20 09:10:30,,,
2021-10-15,煤炭货种运价指数,,,1474.30,1498.96,-24.66,-1.65%,1646,2021-10-15 00:00:00,1,0,2024-07-20 09:10:30,0,2024-07-20 09:10:30,,,
2021-10-15,煤炭运价分航线指数,秦皇岛-广州,(5-6万DWT),1264.07,1263.01,1.06,0.08%,1647,2021-10-15 00:00:00,1,0,2024-07-20 09:10:30,0,2024-07-20 09:10:30,,,
2021-10-15,煤炭运价分航线指数,秦皇岛-福州,(3-4万DWT),999.24,1004.90,-5.66,-0.56%,1648,2021-10-15 00:00:00,1,0,2024-07-20 09:10:30,0,2024-07-20 09:10:30,,,
2021-10-15,煤炭运价分航线指数,秦皇岛-宁波,(1.5-2万DWT),1563.64,1558.39,5.25,0.34%,1649,2021-10-15 00:00:00,1,0,2024-07-20 09:10:30,0,2024-07-20 09:10:30,,,
2021-10-15,煤炭运价分航线指数,秦皇岛-上海,(4-5万DWT),1513.73,1563.70,-49.97,-3.2%,1650,2021-10-15 00:00:00,1,0,2024-07-20 09:10:30,0,2024-07-20 09:10:30,,,
2021-10-15,煤炭运价分航线指数,秦皇岛-张家港,(2-3万DWT),1434.96,1460.77,-25.81,-1.77%,1651,2021-10-15 00:00:00,1,0,2024-07-20 09:10:33,0,2024-07-20 09:10:33,,,
2021-10-15,煤炭运价分航线指数,秦皇岛-南京,(3-4万DWT),1500.80,1514.86,-14.06,-0.93%,1652,2021-10-15 00:00:00,1,0,2024-07-20 09:10:33,0,2024-07-20 09:10:33,,,
2021-10-15,煤炭运价分航线指数,天津-上海,(2-3万DWT),1638.32,1652.85,-14.53,-0.88%,1653,2021-10-15 00:00:00,1,0,2024-07-20 09:10:33,0,2024-07-20 09:10:33,,,
2021-10-15,煤炭运价分航线指数,天津-镇江,(1-1.5万DWT),1620.28,1635.35,-15.07,-0.92%,1654,2021-10-15 00:00:00,1,0,2024-07-20 09:10:33,0,2024-07-20 09:10:33,,,
2021-10-15,煤炭运价分航线指数,黄骅-上海,(3-4万DWT),1121.20,1170.04,-48.84,-4.17%,1655,2021-10-15 00:00:00,1,0,2024-07-20 09:10:33,0,2024-07-20 09:10:33,,,
2021-10-15,煤炭运价分航线指数,曹妃甸-宁波,(4-5万DWT),1482.51,1527.14,-44.63,-2.92%,1656,2021-10-15 00:00:00,1,0,2024-07-20 09:10:33,0,2024-07-20 09:10:33,,,
2021-10-08,散货运价综合指数,,,1389.51,1244.87,144.64,11.62%,1657,2021-10-08 00:00:00,1,0,2024-07-20 09:10:33,0,2024-07-20 09:10:33,,,
2021-10-08,煤炭货种运价指数,,,1498.96,1281.52,217.44,16.97%,1658,2021-10-08 00:00:00,1,0,2024-07-20 09:10:33,0,2024-07-20 09:10:33,,,
2021-10-08,煤炭运价分航线指数,秦皇岛-广州,(5-6万DWT),1263.01,1144.53,118.48,10.35%,1659,2021-10-08 00:00:00,1,0,2024-07-20 09:10:33,0,2024-07-20 09:10:33,,,
2021-10-08,煤炭运价分航线指数,秦皇岛-福州,(3-4万DWT),1004.90,897.15,107.75,12.01%,1660,2021-10-08 00:00:00,1,0,2024-07-20 09:10:33,0,2024-07-20 09:10:33,,,
2021-10-08,煤炭运价分航线指数,秦皇岛-宁波,(1.5-2万DWT),1558.39,1390.56,167.83,12.07%,1661,2021-10-08 00:00:00,1,0,2024-07-20 09:10:33,0,2024-07-20 09:10:33,,,
2021-10-08,煤炭运价分航线指数,秦皇岛-上海,(4-5万DWT),1563.70,1282.92,280.78,21.89%,1662,2021-10-08 00:00:00,1,0,2024-07-20 09:10:33,0,2024-07-20 09:10:33,,,
2021-10-08,煤炭运价分航线指数,秦皇岛-张家港,(2-3万DWT),1460.77,1266.60,194.17,15.33%,1663,2021-10-08 00:00:00,1,0,2024-07-20 09:10:33,0,2024-07-20 09:10:33,,,
2021-10-08,煤炭运价分航线指数,秦皇岛-南京,(3-4万DWT),1514.86,1285.49,229.37,17.84%,1664,2021-10-08 00:00:00,1,0,2024-07-20 09:10:33,0,2024-07-20 09:10:33,,,
2021-10-08,煤炭运价分航线指数,天津-上海,(2-3万DWT),1652.85,1431.26,221.59,15.48%,1665,2021-10-08 00:00:00,1,0,2024-07-20 09:10:33,0,2024-07-20 09:10:33,,,
2021-10-08,煤炭运价分航线指数,天津-镇江,(1-1.5万DWT),1635.35,1428.58,206.77,14.47%,1666,2021-10-08 00:00:00,1,0,2024-07-20 09:10:33,0,2024-07-20 09:10:33,,,
2021-10-08,煤炭运价分航线指数,黄骅-上海,(3-4万DWT),1170.04,942.01,228.03,24.21%,1667,2021-10-08 00:00:00,1,0,2024-07-20 09:10:33,0,2024-07-20 09:10:33,,,
2021-10-08,煤炭运价分航线指数,曹妃甸-宁波,(4-5万DWT),1527.14,1256.77,270.37,21.51%,1668,2021-10-08 00:00:00,1,0,2024-07-20 09:10:33,0,2024-07-20 09:10:33,,,
2021-09-30,散货运价综合指数,,,1244.87,1328.34,-83.47,-6.28%,1669,2021-09-30 00:00:00,1,0,2024-07-20 09:10:33,0,2024-07-20 09:10:33,,,
2021-09-30,煤炭货种运价指数,,,1281.52,1405.83,-124.31,-8.84%,1670,2021-09-30 00:00:00,1,0,2024-07-20 09:10:33,0,2024-07-20 09:10:33,,,
2021-09-30,煤炭运价分航线指数,秦皇岛-广州,(5-6万DWT),1144.53,1288.79,-144.26,-11.19%,1671,2021-09-30 00:00:00,1,0,2024-07-20 09:10:33,0,2024-07-20 09:10:33,,,
2021-09-30,煤炭运价分航线指数,秦皇岛-福州,(3-4万DWT),897.15,1003.81,-106.66,-10.63%,1672,2021-09-30 00:00:00,1,0,2024-07-20 09:10:33,0,2024-07-20 09:10:33,,,
2021-09-30,煤炭运价分航线指数,秦皇岛-宁波,(1.5-2万DWT),1390.56,1484.16,-93.60,-6.31%,1673,2021-09-30 00:00:00,1,0,2024-07-20 09:10:33,0,2024-07-20 09:10:33,,,
2021-09-30,煤炭运价分航线指数,秦皇岛-上海,(4-5万DWT),1282.92,1414.85,-131.93,-9.32%,1674,2021-09-30 00:00:00,1,0,2024-07-20 09:10:33,0,2024-07-20 09:10:33,,,
2021-09-30,煤炭运价分航线指数,秦皇岛-张家港,(2-3万DWT),1266.60,1352.56,-85.96,-6.36%,1675,2021-09-30 00:00:00,1,0,2024-07-20 09:10:33,0,2024-07-20 09:10:33,,,
2021-09-30,煤炭运价分航线指数,秦皇岛-南京,(3-4万DWT),1285.49,1408.79,-123.30,-8.75%,1676,2021-09-30 00:00:00,1,0,2024-07-20 09:10:33,0,2024-07-20 09:10:33,,,
2021-09-30,煤炭运价分航线指数,天津-上海,(2-3万DWT),1431.26,1549.99,-118.73,-7.66%,1677,2021-09-30 00:00:00,1,0,2024-07-20 09:10:33,0,2024-07-20 09:10:33,,,
2021-09-30,煤炭运价分航线指数,天津-镇江,(1-1.5万DWT),1428.58,1527.18,-98.60,-6.46%,1678,2021-09-30 00:00:00,1,0,2024-07-20 09:10:33,0,2024-07-20 09:10:33,,,
2021-09-30,煤炭运价分航线指数,黄骅-上海,(3-4万DWT),942.01,1037.86,-95.85,-9.24%,1679,2021-09-30 00:00:00,1,0,2024-07-20 09:10:33,0,2024-07-20 09:10:33,,,
2021-09-30,煤炭运价分航线指数,曹妃甸-宁波,(4-5万DWT),1256.77,1377.71,-120.94,-8.78%,1680,2021-09-30 00:00:00,1,0,2024-07-20 09:10:33,0,2024-07-20 09:10:33,,,
2021-09-24,散货运价综合指数,,,1328.34,1353.09,-24.75,-1.83%,1681,2021-09-24 00:00:00,1,0,2024-07-20 09:10:37,0,2024-07-20 09:10:37,,,
2021-09-24,煤炭货种运价指数,,,1405.83,1448.29,-42.46,-2.93%,1682,2021-09-24 00:00:00,1,0,2024-07-20 09:10:37,0,2024-07-20 09:10:37,,,
2021-09-24,煤炭运价分航线指数,秦皇岛-广州,(5-6万DWT),1288.79,1325.33,-36.54,-2.76%,1683,2021-09-24 00:00:00,1,0,2024-07-20 09:10:37,0,2024-07-20 09:10:37,,,
2021-09-24,煤炭运价分航线指数,秦皇岛-福州,(3-4万DWT),1003.81,999.37,4.44,0.44%,1684,2021-09-24 00:00:00,1,0,2024-07-20 09:10:37,0,2024-07-20 09:10:37,,,
2021-09-24,煤炭运价分航线指数,秦皇岛-宁波,(1.5-2万DWT),1484.16,1481.84,2.32,0.16%,1685,2021-09-24 00:00:00,1,0,2024-07-20 09:10:37,0,2024-07-20 09:10:37,,,
2021-09-24,煤炭运价分航线指数,秦皇岛-上海,(4-5万DWT),1414.85,1471.70,-56.85,-3.86%,1686,2021-09-24 00:00:00,1,0,2024-07-20 09:10:37,0,2024-07-20 09:10:37,,,
2021-09-24,煤炭运价分航线指数,秦皇岛-张家港,(2-3万DWT),1352.56,1384.67,-32.11,-2.32%,1687,2021-09-24 00:00:00,1,0,2024-07-20 09:10:37,0,2024-07-20 09:10:37,,,
2021-09-24,煤炭运价分航线指数,秦皇岛-南京,(3-4万DWT),1408.79,1451.67,-42.88,-2.95%,1688,2021-09-24 00:00:00,1,0,2024-07-20 09:10:37,0,2024-07-20 09:10:37,,,
2021-09-24,煤炭运价分航线指数,天津-上海,(2-3万DWT),1549.99,1575.23,-25.24,-1.6%,1689,2021-09-24 00:00:00,1,0,2024-07-20 09:10:37,0,2024-07-20 09:10:37,,,
2021-09-24,煤炭运价分航线指数,天津-镇江,(1-1.5万DWT),1527.18,1548.11,-20.93,-1.35%,1690,2021-09-24 00:00:00,1,0,2024-07-20 09:10:37,0,2024-07-20 09:10:37,,,
2021-09-24,煤炭运价分航线指数,黄骅-上海,(3-4万DWT),1037.86,1089.62,-51.76,-4.75%,1691,2021-09-24 00:00:00,1,0,2024-07-20 09:10:37,0,2024-07-20 09:10:37,,,
2021-09-24,煤炭运价分航线指数,曹妃甸-宁波,(4-5万DWT),1377.71,1434.50,-56.79,-3.96%,1692,2021-09-24 00:00:00,1,0,2024-07-20 09:10:37,0,2024-07-20 09:10:37,,,
2021-09-17,散货运价综合指数,,,1353.09,1309.25,43.84,3.35%,1693,2021-09-17 00:00:00,1,0,2024-07-20 09:10:37,0,2024-07-20 09:10:37,,,
2021-09-17,煤炭货种运价指数,,,1448.29,1385.75,62.54,4.51%,1694,2021-09-17 00:00:00,1,0,2024-07-20 09:10:37,0,2024-07-20 09:10:37,,,
2021-09-17,煤炭运价分航线指数,秦皇岛-广州,(5-6万DWT),1325.33,1284.49,40.84,3.18%,1695,2021-09-17 00:00:00,1,0,2024-07-20 09:10:37,0,2024-07-20 09:10:37,,,
2021-09-17,煤炭运价分航线指数,秦皇岛-福州,(3-4万DWT),999.37,963.52,35.85,3.72%,1696,2021-09-17 00:00:00,1,0,2024-07-20 09:10:37,0,2024-07-20 09:10:37,,,
2021-09-17,煤炭运价分航线指数,秦皇岛-宁波,(1.5-2万DWT),1481.84,1430.55,51.29,3.59%,1697,2021-09-17 00:00:00,1,0,2024-07-20 09:10:37,0,2024-07-20 09:10:37,,,
2021-09-17,煤炭运价分航线指数,秦皇岛-上海,(4-5万DWT),1471.70,1395.37,76.33,5.47%,1698,2021-09-17 00:00:00,1,0,2024-07-20 09:10:37,0,2024-07-20 09:10:37,,,
2021-09-17,煤炭运价分航线指数,秦皇岛-张家港,(2-3万DWT),1384.67,1328.57,56.10,4.22%,1699,2021-09-17 00:00:00,1,0,2024-07-20 09:10:37,0,2024-07-20 09:10:37,,,
2021-09-17,煤炭运价分航线指数,秦皇岛-南京,(3-4万DWT),1451.67,1387.23,64.44,4.65%,1700,2021-09-17 00:00:00,1,0,2024-07-20 09:10:37,0,2024-07-20 09:10:37,,,
2021-09-17,煤炭运价分航线指数,天津-上海,(2-3万DWT),1575.23,1507.46,67.77,4.5%,1701,2021-09-17 00:00:00,1,0,2024-07-20 09:10:37,0,2024-07-20 09:10:37,,,
2021-09-17,煤炭运价分航线指数,天津-镇江,(1-1.5万DWT),1548.11,1493.32,54.79,3.67%,1702,2021-09-17 00:00:00,1,0,2024-07-20 09:10:37,0,2024-07-20 09:10:37,,,
2021-09-17,煤炭运价分航线指数,黄骅-上海,(3-4万DWT),1089.62,1023.88,65.74,6.42%,1703,2021-09-17 00:00:00,1,0,2024-07-20 09:10:37,0,2024-07-20 09:10:37,,,
2021-09-17,煤炭运价分航线指数,曹妃甸-宁波,(4-5万DWT),1434.50,1364.78,69.72,5.11%,1704,2021-09-17 00:00:00,1,0,2024-07-20 09:10:37,0,2024-07-20 09:10:37,,,
2021-09-10,散货运价综合指数,,,1309.25,1307.46,1.79,0.14%,1705,2021-09-10 00:00:00,1,0,2024-07-20 09:10:37,0,2024-07-20 09:10:37,,,
2021-09-10,煤炭货种运价指数,,,1385.75,1386.63,-0.88,-0.06%,1706,2021-09-10 00:00:00,1,0,2024-07-20 09:10:37,0,2024-07-20 09:10:37,,,
2021-09-10,煤炭运价分航线指数,秦皇岛-广州,(5-6万DWT),1284.49,1273.74,10.75,0.84%,1707,2021-09-10 00:00:00,1,0,2024-07-20 09:10:37,0,2024-07-20 09:10:37,,,
2021-09-10,煤炭运价分航线指数,秦皇岛-福州,(3-4万DWT),963.52,963.52,0.00,0.%,1708,2021-09-10 00:00:00,1,0,2024-07-20 09:10:37,0,2024-07-20 09:10:37,,,
2021-09-10,煤炭运价分航线指数,秦皇岛-宁波,(1.5-2万DWT),1430.55,1460.20,-29.65,-2.03%,1709,2021-09-10 00:00:00,1,0,2024-07-20 09:10:37,0,2024-07-20 09:10:37,,,
2021-09-10,煤炭运价分航线指数,秦皇岛-上海,(4-5万DWT),1395.37,1400.74,-5.37,-0.38%,1710,2021-09-10 00:00:00,1,0,2024-07-20 09:10:37,0,2024-07-20 09:10:37,,,
2021-09-10,煤炭运价分航线指数,秦皇岛-张家港,(2-3万DWT),1328.57,1328.01,0.56,0.04%,1711,2021-09-10 00:00:00,1,0,2024-07-20 09:10:41,0,2024-07-20 09:10:41,,,
2021-09-10,煤炭运价分航线指数,秦皇岛-南京,(3-4万DWT),1387.23,1389.18,-1.95,-0.14%,1712,2021-09-10 00:00:00,1,0,2024-07-20 09:10:41,0,2024-07-20 09:10:41,,,
2021-09-10,煤炭运价分航线指数,天津-上海,(2-3万DWT),1507.46,1508.41,-0.95,-0.06%,1713,2021-09-10 00:00:00,1,0,2024-07-20 09:10:41,0,2024-07-20 09:10:41,,,
2021-09-10,煤炭运价分航线指数,天津-镇江,(1-1.5万DWT),1493.32,1474.99,18.33,1.24%,1714,2021-09-10 00:00:00,1,0,2024-07-20 09:10:41,0,2024-07-20 09:10:41,,,
2021-09-10,煤炭运价分航线指数,黄骅-上海,(3-4万DWT),1023.88,1029.68,-5.80,-0.56%,1715,2021-09-10 00:00:00,1,0,2024-07-20 09:10:41,0,2024-07-20 09:10:41,,,
2021-09-10,煤炭运价分航线指数,曹妃甸-宁波,(4-5万DWT),1364.78,1367.08,-2.30,-0.17%,1716,2021-09-10 00:00:00,1,0,2024-07-20 09:10:41,0,2024-07-20 09:10:41,,,
2021-09-03,散货运价综合指数,,,1307.46,1268.74,38.72,3.05%,1717,2021-09-03 00:00:00,1,0,2024-07-20 09:10:41,0,2024-07-20 09:10:41,,,
2021-09-03,煤炭货种运价指数,,,1386.63,1329.24,57.39,4.32%,1718,2021-09-03 00:00:00,1,0,2024-07-20 09:10:41,0,2024-07-20 09:10:41,,,
2021-09-03,煤炭运价分航线指数,秦皇岛-广州,(5-6万DWT),1273.74,1215.97,57.77,4.75%,1719,2021-09-03 00:00:00,1,0,2024-07-20 09:10:41,0,2024-07-20 09:10:41,,,
2021-09-03,煤炭运价分航线指数,秦皇岛-福州,(3-4万DWT),963.52,934.00,29.52,3.16%,1720,2021-09-03 00:00:00,1,0,2024-07-20 09:10:41,0,2024-07-20 09:10:41,,,
2021-09-03,煤炭运价分航线指数,秦皇岛-宁波,(1.5-2万DWT),1460.20,1354.36,105.84,7.81%,1721,2021-09-03 00:00:00,1,0,2024-07-20 09:10:41,0,2024-07-20 09:10:41,,,
2021-09-03,煤炭运价分航线指数,秦皇岛-上海,(4-5万DWT),1400.74,1354.73,46.01,3.4%,1722,2021-09-03 00:00:00,1,0,2024-07-20 09:10:41,0,2024-07-20 09:10:41,,,
2021-09-03,煤炭运价分航线指数,秦皇岛-张家港,(2-3万DWT),1328.01,1291.13,36.88,2.86%,1723,2021-09-03 00:00:00,1,0,2024-07-20 09:10:41,0,2024-07-20 09:10:41,,,
2021-09-03,煤炭运价分航线指数,秦皇岛-南京,(3-4万DWT),1389.18,1348.96,40.22,2.98%,1724,2021-09-03 00:00:00,1,0,2024-07-20 09:10:41,0,2024-07-20 09:10:41,,,
2021-09-03,煤炭运价分航线指数,天津-上海,(2-3万DWT),1508.41,1416.86,91.55,6.46%,1725,2021-09-03 00:00:00,1,0,2024-07-20 09:10:41,0,2024-07-20 09:10:41,,,
2021-09-03,煤炭运价分航线指数,天津-镇江,(1-1.5万DWT),1474.99,1418.29,56.70,4.%,1726,2021-09-03 00:00:00,1,0,2024-07-20 09:10:41,0,2024-07-20 09:10:41,,,
2021-09-03,煤炭运价分航线指数,黄骅-上海,(3-4万DWT),1029.68,991.07,38.61,3.9%,1727,2021-09-03 00:00:00,1,0,2024-07-20 09:10:41,0,2024-07-20 09:10:41,,,
2021-09-03,煤炭运价分航线指数,曹妃甸-宁波,(4-5万DWT),1367.08,1330.71,36.37,2.73%,1728,2021-09-03 00:00:00,1,0,2024-07-20 09:10:41,0,2024-07-20 09:10:41,,,
2021-08-27,散货运价综合指数,,,1268.74,1259.21,9.53,0.76%,1729,2021-08-27 00:00:00,1,0,2024-07-20 09:10:41,0,2024-07-20 09:10:41,,,
2021-08-27,煤炭货种运价指数,,,1329.24,1316.99,12.25,0.93%,1730,2021-08-27 00:00:00,1,0,2024-07-20 09:10:41,0,2024-07-20 09:10:41,,,
2021-08-27,煤炭运价分航线指数,秦皇岛-广州,(5-6万DWT),1215.97,1194.74,21.23,1.78%,1731,2021-08-27 00:00:00,1,0,2024-07-20 09:10:41,0,2024-07-20 09:10:41,,,
2021-08-27,煤炭运价分航线指数,秦皇岛-福州,(3-4万DWT),934.00,917.66,16.34,1.78%,1732,2021-08-27 00:00:00,1,0,2024-07-20 09:10:41,0,2024-07-20 09:10:41,,,
2021-08-27,煤炭运价分航线指数,秦皇岛-宁波,(1.5-2万DWT),1354.36,1371.87,-17.51,-1.28%,1733,2021-08-27 00:00:00,1,0,2024-07-20 09:10:41,0,2024-07-20 09:10:41,,,
2021-08-27,煤炭运价分航线指数,秦皇岛-上海,(4-5万DWT),1354.73,1344.26,10.47,0.78%,1734,2021-08-27 00:00:00,1,0,2024-07-20 09:10:41,0,2024-07-20 09:10:41,,,
2021-08-27,煤炭运价分航线指数,秦皇岛-张家港,(2-3万DWT),1291.13,1276.69,14.44,1.13%,1735,2021-08-27 00:00:00,1,0,2024-07-20 09:10:41,0,2024-07-20 09:10:41,,,
2021-08-27,煤炭运价分航线指数,秦皇岛-南京,(3-4万DWT),1348.96,1333.99,14.97,1.12%,1736,2021-08-27 00:00:00,1,0,2024-07-20 09:10:41,0,2024-07-20 09:10:41,,,
2021-08-27,煤炭运价分航线指数,天津-上海,(2-3万DWT),1416.86,1403.69,13.17,0.94%,1737,2021-08-27 00:00:00,1,0,2024-07-20 09:10:41,0,2024-07-20 09:10:41,,,
2021-08-27,煤炭运价分航线指数,天津-镇江,(1-1.5万DWT),1418.29,1412.85,5.44,0.39%,1738,2021-08-27 00:00:00,1,0,2024-07-20 09:10:41,0,2024-07-20 09:10:41,,,
2021-08-27,煤炭运价分航线指数,黄骅-上海,(3-4万DWT),991.07,983.15,7.92,0.81%,1739,2021-08-27 00:00:00,1,0,2024-07-20 09:10:41,0,2024-07-20 09:10:41,,,
