时间,本期(美元/吨),上期(美元/吨),环比增减(美元/吨),环比增幅(%),_ID,_DATA_TIME,_ACTIVE,_CREATE_ID,_CREATE_TIME,_UPDATE_ID,_UPDATE_TIME,_REMARK,_CHANGE_LOG,_RESERVE
2024-08-02,140.82,137.16,3.66,2.67,316,2024-08-02 00:00:00,1,0,2024-11-07 01:33:49,0,2024-11-07 01:33:49,,,
2024-11-08,143.32,144.95,-1.63,-1.12,317,2024-11-08 00:00:00,1,0,2024-11-11 23:15:31,0,2024-11-11 23:15:31,,,
2024-11-15,140.97,143.32,-2.35,-1.64,318,2024-11-15 00:00:00,1,0,2024-11-18 23:14:35,0,2024-11-18 23:14:35,,,
2024-11-22,139.45,140.97,-1.52,-1.08,319,2024-11-22 00:00:00,1,0,2024-11-25 23:14:48,0,2024-11-25 23:14:48,,,
2024-11-29,138.83,139.45,-0.62,-0.44,320,2024-11-29 00:00:00,1,0,2024-12-02 23:16:00,0,2024-12-02 23:16:00,,,
2024-12-06,133.07,138.83,-5.76,-4.15,321,2024-12-06 00:00:00,1,0,2024-12-09 23:15:43,0,2024-12-09 23:15:43,,,
2024-12-13,128.35,133.07,-4.72,-3.55,322,2024-12-13 00:00:00,1,0,2024-12-16 23:15:45,0,2024-12-16 23:15:45,,,
2024-12-20,122.84,128.35,-5.51,-4.29,323,2024-12-20 00:00:00,1,0,2024-12-23 23:14:27,0,2024-12-23 23:14:27,,,
2024-12-27,122.25,122.84,-0.59,-0.48,324,2024-12-27 00:00:00,1,0,2024-12-30 23:15:51,0,2024-12-30 23:15:51,,,
2025-01-03,120.97,122.25,-1.28,-1.05,325,2025-01-03 00:00:00,1,0,2025-01-06 23:14:42,0,2025-01-06 23:14:42,,,
2025-01-10,115.51,120.97,-5.46,-4.51,326,2025-01-10 00:00:00,1,0,2025-01-13 23:14:36,0,2025-01-13 23:14:36,,,
2025-01-17,110.54,115.51,-4.97,-4.30,327,2025-01-17 00:00:00,1,0,2025-01-20 23:15:13,0,2025-01-20 23:15:13,,,
2025-01-24,115.54,110.54,5.00,4.52,328,2025-01-24 00:00:00,1,0,2025-02-04 23:15:25,0,2025-02-04 23:15:25,,,
2025-01-31,113.34,115.54,-2.20,-1.90,329,2025-01-31 00:00:00,1,0,2025-02-05 23:14:25,0,2025-02-05 23:14:25,,,
2025-02-14,101.80,105.40,-3.60,-3.42,330,2025-02-14 00:00:00,1,0,2025-02-17 23:14:22,0,2025-02-17 23:14:22,,,
2025-02-07,105.40,113.34,-7.94,-7.01,331,2025-02-07 00:00:00,1,0,2025-02-17 23:14:22,0,2025-02-17 23:14:22,,,
2025-02-21,101.90,101.80,0.10,0.10,332,2025-02-21 00:00:00,1,0,2025-02-24 23:15:18,0,2025-02-24 23:15:18,,,
2025-02-28,98.50,101.90,-3.40,-3.34,333,2025-02-28 00:00:00,1,0,2025-03-10 23:15:36,0,2025-03-10 23:15:36,,,
2025-03-07,96.40,98.50,-2.10,-2.13,334,2025-03-07 00:00:00,1,0,2025-03-17 23:14:24,0,2025-03-17 23:14:24,,,
2025-03-14,101.10,96.40,4.70,4.88,335,2025-03-14 00:00:00,1,0,2025-03-18 23:15:10,0,2025-03-18 23:15:10,,,
2025-03-21,93.90,101.10,-7.20,-7.12,336,2025-03-21 00:00:00,1,0,2025-03-31 23:14:22,0,2025-03-31 23:14:22,,,
2025-03-28,95.00,93.90,1.10,1.17,337,2025-03-28 00:00:00,1,0,2025-04-07 23:15:26,0,2025-04-07 23:15:26,,,
2025-04-11,94.40,95.00,-0.60,-0.63,338,2025-04-11 00:00:00,1,0,2025-04-15 23:14:41,0,2025-04-15 23:14:41,,,
2025-04-18,92.20,94.40,-2.20,-2.33,339,2025-04-18 00:00:00,1,0,2025-04-22 23:14:15,0,2025-04-22 23:14:15,,,
2025-04-25,91.70,92.20,-0.50,-0.54,340,2025-04-25 00:00:00,1,0,2025-05-05 23:15:03,0,2025-05-05 23:15:03,,,
2025-05-09,99.60,95.10,4.50,4.73,341,2025-05-09 00:00:00,1,0,2025-05-13 23:14:27,0,2025-05-13 23:14:27,,,
2025-05-02,95.10,91.70,3.40,3.71,342,2025-05-02 00:00:00,1,0,2025-05-13 23:14:27,0,2025-05-13 23:14:27,,,
2025-05-16,102.10,99.60,2.50,2.51,343,2025-05-16 00:00:00,1,0,2025-05-20 23:14:18,0,2025-05-20 23:14:18,,,
2025-05-23,102.00,102.10,-0.10,-0.10,344,2025-05-23 00:00:00,1,0,2025-05-27 23:14:30,0,2025-05-27 23:14:30,,,
2025-05-30,105.30,102.00,3.30,3.24,345,2025-05-30 00:00:00,1,0,2025-06-09 23:15:18,0,2025-06-09 23:15:18,,,
2025-06-06,105.30,105.30,0.00,0.00,346,2025-06-06 00:00:00,1,0,2025-06-16 23:15:20,0,2025-06-16 23:15:20,,,
2025-06-13,102.10,103.40,-1.30,-1.26,347,2025-06-13 00:00:00,1,0,2025-06-17 23:14:19,0,2025-06-17 23:14:19,,,
2025-06-20,109.40,102.10,7.30,7.15,348,2025-06-20 00:00:00,1,0,2025-06-30 23:15:02,0,2025-06-30 23:15:02,,,
2025-07-04,109.85,108.90,0.95,0.87,349,2025-07-04 00:00:00,1,0,2025-07-07 23:15:27,0,2025-07-07 23:15:27,,,
2025-06-27,108.90,109.40,-0.50,-0.46,350,2025-06-27 00:00:00,1,0,2025-07-07 23:15:27,0,2025-07-07 23:15:27,,,
2025-07-11,110.03,109.85,0.18,0.16,351,2025-07-11 00:00:00,1,0,2025-07-14 23:14:47,0,2025-07-14 23:14:47,,,
2025-07-18,110.80,110.03,0.77,0.70,352,2025-07-18 00:00:00,1,0,2025-07-21 23:15:27,0,2025-07-21 23:15:27,,,
2025-07-25,110.21,110.80,-0.59,-0.53,353,2025-07-25 00:00:00,1,0,2025-07-29 23:14:12,0,2025-07-29 23:14:12,,,
2025-08-01,113.85,110.21,3.64,3.30,354,2025-08-01 00:00:00,1,0,2025-08-04 23:14:49,0,2025-08-04 23:14:49,,,
2025-08-08,114.16,113.85,0.31,0.27,355,2025-08-08 00:00:00,1,0,2025-08-11 23:15:02,0,2025-08-11 23:15:02,,,
2025-08-15,110.18,114.16,-3.98,-3.49,356,2025-08-15 00:00:00,1,0,2025-08-19 23:14:11,0,2025-08-19 23:14:11,,,
2025-08-22,110.17,110.18,-0.01,-0.01,357,2025-08-22 00:00:00,1,0,2025-08-25 23:15:19,0,2025-08-25 23:15:19,,,
2025-08-29,109.30,110.17,-0.87,-0.79,358,2025-08-29 00:00:00,1,0,2025-09-01 23:15:12,0,2025-09-01 23:15:12,,,
2025-09-05,107.78,109.30,-1.52,-1.39,359,2025-09-05 00:00:00,1,0,2025-09-08 23:15:30,0,2025-09-08 23:15:30,,,
2025-09-12,101.11,107.78,-6.67,-6.19,360,2025-09-12 00:00:00,1,0,2025-09-15 23:14:09,0,2025-09-15 23:14:09,,,
