时间,当月值(万吨),同期值(万吨),同比变化(万吨),同比增长(%),累计值(万吨),同期累计(万吨),累计变化(万吨),累计增长(%),_ID,_DATA_TIME,_ACTIVE,_CREATE_ID,_CREATE_TIME,_UPDATE_ID,_UPDATE_TIME,_REMARK,_CHANGE_LOG,_RESERVE
2022-03,23700.00,21000.00,2700.00,12.86,67700.00,66000.00,1700.00,2.58,27,2022-03-31 00:00:00,1,0,2024-07-20 13:40:26,0,2024-07-20 13:40:26,,,
2022-02,20900.00,21382.00,-482.00,-2.30,44000.00,44515.00,-515.00,-1.20,28,2022-02-28 00:00:00,1,0,2024-07-20 13:40:26,0,2024-07-20 13:40:26,,,
2022-01,23100.00,23133.00,-33.00,-0.14,23100.00,23133.00,-33.00,-0.14,29,2022-01-31 00:00:00,1,0,2024-07-20 13:40:26,0,2024-07-20 13:40:26,,,
2021-12,24300.00,22819.00,1481.00,6.50,258000.00,237000.00,21000.00,8.80,30,2021-12-31 00:00:00,1,0,2024-07-20 13:40:26,0,2024-07-20 13:40:26,,,
2021-11,24100.00,21104.00,2996.00,14.20,233000.00,214000.00,19000.00,9.00,31,2021-11-30 00:00:00,1,0,2024-07-20 13:40:29,0,2024-07-20 13:40:29,,,
2021-10,22000.00,20655.00,1345.00,6.60,209000.00,193000.00,16000.00,8.50,32,2021-10-31 00:00:00,1,0,2024-07-20 13:40:29,0,2024-07-20 13:40:29,,,
2021-09,19700.00,19255.00,445.00,2.30,187300.00,172300.00,15000.00,8.70,33,2021-09-30 00:00:00,1,0,2024-07-20 13:40:29,0,2024-07-20 13:40:29,,,
2021-08,21000.00,20033.00,967.00,4.80,167500.00,153000.00,14500.00,9.50,34,2021-08-31 00:00:00,1,0,2024-07-20 13:40:29,0,2024-07-20 13:40:29,,,
2021-07,19000.00,20909.00,-1909.00,-9.10,146600.00,133200.00,13400.00,10.10,35,2021-07-31 00:00:00,1,0,2024-07-20 13:40:29,0,2024-07-20 13:40:29,,,
2021-06,20000.00,20263.00,-263.00,-1.30,128000.00,112600.00,15400.00,13.70,36,2021-06-30 00:00:00,1,0,2024-07-20 13:40:29,0,2024-07-20 13:40:29,,,
2021-05,21200.00,18849.00,2351.00,12.50,107600.00,91900.00,15700.00,17.10,37,2021-05-31 00:00:00,1,0,2024-07-20 13:40:29,0,2024-07-20 13:40:29,,,
2021-04,20000.00,16719.00,3281.00,19.30,86000.00,73000.00,13000.00,17.80,38,2021-04-30 00:00:00,1,0,2024-07-20 13:40:29,0,2024-07-20 13:40:29,,,
2021-03,21000.00,18627.00,2373.00,12.50,66000.00,56408.00,9592.00,17.10,39,2021-03-31 00:00:00,1,0,2024-07-20 13:40:29,0,2024-07-20 13:40:29,,,
2021-02,21382.00,16750.00,4632.00,27.65,44515.00,37300.00,7215.00,19.34,40,2021-02-28 00:00:00,1,0,2024-07-20 13:40:29,0,2024-07-20 13:40:29,,,
2021-01,23133.00,20500.00,2633.00,12.84,23133.00,20500.00,2633.00,12.84,41,2021-01-31 00:00:00,1,0,2024-07-20 13:40:29,0,2024-07-20 13:40:29,,,
2020-12,22400.00,21478.00,922.00,4.30,236000.00,245515.00,-9515.00,-4.00,42,2020-12-31 00:00:00,1,0,2024-07-20 13:40:29,0,2024-07-20 13:40:29,,,
2020-11,21000.00,21000.00,0.00,0.00,214000.00,224400.00,-10400.00,-4.60,43,2020-11-30 00:00:00,1,0,2024-07-20 13:40:29,0,2024-07-20 13:40:29,,,
2020-10,20400.00,21492.00,-1092.00,-5.10,193000.00,203459.00,-10459.00,-5.10,44,2020-10-31 00:00:00,1,0,2024-07-20 13:40:29,0,2024-07-20 13:40:29,,,
2020-09,19300.00,19889.00,-589.00,-3.00,172000.00,182000.00,-9367.00,-5.20,45,2020-09-30 00:00:00,1,0,2024-07-20 13:40:29,0,2024-07-20 13:40:29,,,
2020-08,19777.00,20151.00,-374.00,-1.86,153000.00,161829.00,-8829.00,-5.46,46,2020-08-31 00:00:00,1,0,2024-07-20 13:40:29,0,2024-07-20 13:40:29,,,
2020-07,21000.00,21274.00,-274.00,-1.30,133000.00,141495.00,-8495.00,-6.00,47,2020-07-31 00:00:00,1,0,2024-07-20 13:40:29,0,2024-07-20 13:40:29,,,
2020-06,20300.00,20447.00,-147.00,-0.70,112000.00,120233.00,-8233.00,-6.80,48,2020-06-30 00:00:00,1,0,2024-07-20 13:40:29,0,2024-07-20 13:40:29,,,
2020-05,18900.00,20869.00,-1969.00,-9.40,92000.00,100030.00,-8030.00,-8.00,49,2020-05-31 00:00:00,1,0,2024-07-20 13:40:29,0,2024-07-20 13:40:29,,,
2020-04,17100.00,19387.00,-2287.00,-11.80,73200.00,79163.00,-5963.00,-7.50,50,2020-04-30 00:00:00,1,0,2024-07-20 13:40:29,0,2024-07-20 13:40:29,,,
2020-03,18900.00,20013.00,-1113.00,-5.60,56300.00,59871.00,-3571.00,-6.00,51,2020-03-31 00:00:00,1,0,2024-07-20 13:40:29,0,2024-07-20 13:40:29,,,
2020-02,16750.00,17421.00,-671.00,-3.90,37300.00,39758.00,-2458.00,-6.20,52,2020-02-29 00:00:00,1,0,2024-07-20 13:40:29,0,2024-07-20 13:40:29,,,
2020-01,20500.00,22288.00,-1788.00,-8.00,20500.00,22288.00,-1788.00,-8.00,53,2020-01-31 00:00:00,1,0,2024-07-20 13:40:29,0,2024-07-20 13:40:29,,,
2019-12,21500.00,20759.00,741.00,3.60,246000.00,238432.00,7568.00,3.20,54,2019-12-31 00:00:00,1,0,2024-07-20 13:40:29,0,2024-07-20 13:40:29,,,
2019-11,21100.00,20647.00,453.00,2.20,224000.00,217184.00,6816.00,3.10,55,2019-11-30 00:00:00,1,0,2024-07-20 13:40:29,0,2024-07-20 13:40:29,,,
2019-10,21500.00,20088.00,1412.00,7.00,203200.00,196883.00,6317.00,3.20,56,2019-10-31 00:00:00,1,0,2024-07-20 13:40:29,0,2024-07-20 13:40:29,,,
2019-09,20000.00,19651.00,349.00,1.80,182000.00,177102.00,4898.00,2.80,57,2019-09-30 00:00:00,1,0,2024-07-20 13:40:29,0,2024-07-20 13:40:29,,,
2019-08,20000.00,19674.00,326.00,1.70,162000.00,157594.00,4406.00,2.80,58,2019-08-31 00:00:00,1,0,2024-07-20 13:40:29,0,2024-07-20 13:40:29,,,
2019-07,21200.00,20004.00,1196.00,6.00,141600.00,137540.00,4060.00,3.00,59,2019-07-31 00:00:00,1,0,2024-07-20 13:40:29,0,2024-07-20 13:40:29,,,
2019-06,20300.00,19557.00,743.00,3.80,120000.00,117300.00,2737.00,2.30,60,2019-06-30 00:00:00,1,0,2024-07-20 13:40:29,0,2024-07-20 13:40:29,,,
2019-05,20800.00,19573.00,1227.00,6.30,100000.00,98047.00,1953.00,2.00,61,2019-05-31 00:00:00,1,0,2024-07-20 13:40:32,0,2024-07-20 13:40:32,,,
2019-04,19300.00,17905.00,1395.00,7.80,79100.00,78432.00,668.00,0.90,62,2019-04-30 00:00:00,1,0,2024-07-20 13:40:32,0,2024-07-20 13:40:32,,,
2019-03,19900.00,20686.00,-786.00,-3.80,59700.00,60574.00,-874.00,-1.40,63,2019-03-31 00:00:00,1,0,2024-07-20 13:40:32,0,2024-07-20 13:40:32,,,
2019-02,17400.00,19063.00,-1663.00,-8.70,39600.00,39816.00,-216.00,-0.50,64,2019-02-28 00:00:00,1,0,2024-07-20 13:40:32,0,2024-07-20 13:40:32,,,
2019-01,,,,,,,,,65,2019-01-31 00:00:00,1,0,2024-07-20 13:40:32,0,2024-07-20 13:40:32,,,
2018-12,20600.00,18004.00,2596.00,14.40,238100.00,215900.00,22200.00,10.30,66,2018-12-31 00:00:00,1,0,2024-07-20 13:40:32,0,2024-07-20 13:40:32,,,
2018-11,20478.00,17987.00,2491.00,13.90,217362.00,197796.00,19566.00,9.90,67,2018-11-30 00:00:00,1,0,2024-07-20 13:40:32,0,2024-07-20 13:40:32,,,
2018-10,20300.00,19068.00,1232.00,6.50,196800.00,179800.00,17000.00,9.50,68,2018-10-31 00:00:00,1,0,2024-07-20 13:40:32,0,2024-07-20 13:40:32,,,
2018-09,19500.00,18148.00,1352.00,7.50,177000.00,161000.00,16000.00,9.80,69,2018-09-30 00:00:00,1,0,2024-07-20 13:40:32,0,2024-07-20 13:40:32,,,
2018-08,19700.00,18293.00,1407.00,7.70,157000.00,142600.00,14400.00,10.10,70,2018-08-31 00:00:00,1,0,2024-07-20 13:40:32,0,2024-07-20 13:40:32,,,
2018-07,19800.00,18024.00,1776.00,9.80,137000.00,124000.00,13000.00,10.40,71,2018-07-31 00:00:00,1,0,2024-07-20 13:40:32,0,2024-07-20 13:40:32,,,
2018-06,19200.00,17171.00,2029.00,11.80,117300.00,106500.00,10800.00,10.10,72,2018-06-30 00:00:00,1,0,2024-07-20 13:40:32,0,2024-07-20 13:40:32,,,
2018-05,19300.00,17602.00,1698.00,9.60,97800.00,89285.00,8515.00,9.50,73,2018-05-31 00:00:00,1,0,2024-07-20 13:40:32,0,2024-07-20 13:40:32,,,
2018-04,17500.00,17556.00,-56.00,-0.30,78000.00,71622.00,6378.00,8.90,74,2018-04-30 00:00:00,1,0,2024-07-20 13:40:32,0,2024-07-20 13:40:32,,,
2018-03,20400.00,18962.00,1438.00,7.60,60000.00,53903.00,6097.00,11.30,75,2018-03-31 00:00:00,1,0,2024-07-20 13:40:32,0,2024-07-20 13:40:32,,,
2018-02,18700.00,16480.00,2220.00,13.50,39500.00,35174.00,4326.00,12.30,76,2018-02-28 00:00:00,1,0,2024-07-20 13:40:32,0,2024-07-20 13:40:32,,,
2018-01,,,,,,,,,77,2018-01-31 00:00:00,1,0,2024-07-20 13:40:32,0,2024-07-20 13:40:32,,,
2017-12,17700.00,18569.00,-869.00,-4.70,215500.00,190200.00,25300.00,13.30,78,2017-12-31 00:00:00,1,0,2024-07-20 13:40:32,0,2024-07-20 13:40:32,,,
2017-11,17700.00,17642.00,58.00,0.30,197000.00,171000.00,26000.00,15.10,79,2017-11-30 00:00:00,1,0,2024-07-20 13:40:32,0,2024-07-20 13:40:32,,,
2017-10,18500.00,17115.00,1385.00,8.10,179000.00,153500.00,25500.00,16.60,80,2017-10-31 00:00:00,1,0,2024-07-20 13:40:32,0,2024-07-20 13:40:32,,,
2017-09,17800.00,15981.00,1819.00,11.40,161000.00,137200.00,23800.00,17.40,81,2017-09-30 00:00:00,1,0,2024-07-20 13:40:32,0,2024-07-20 13:40:32,,,
2017-08,18100.00,15699.00,2401.00,15.30,143000.00,121300.00,21700.00,17.90,82,2017-08-31 00:00:00,1,0,2024-07-20 13:40:32,0,2024-07-20 13:40:32,,,
2017-07,17800.00,14471.00,3329.00,23.00,123800.00,90700.00,33100.00,36.50,83,2017-07-31 00:00:00,1,0,2024-07-20 13:40:32,0,2024-07-20 13:40:32,,,
2017-06,17000.00,14220.00,2780.00,19.55,106000.00,90700.00,15300.00,16.90,84,2017-06-30 00:00:00,1,0,2024-07-20 13:40:32,0,2024-07-20 13:40:32,,,
2017-05,17400.00,14230.00,3170.00,22.20,89000.00,76452.00,12548.00,16.40,85,2017-05-31 00:00:00,1,0,2024-07-20 13:40:32,0,2024-07-20 13:40:32,,,
2017-04,17300.00,14300.00,2903.00,20.30,71500.00,62200.00,9206.00,14.80,86,2017-04-30 00:00:00,1,0,2024-07-20 13:40:32,0,2024-07-20 13:40:32,,,
2017-03,18700.00,15900.00,2800.00,17.61,53900.00,47883.00,6017.00,12.57,87,2017-03-31 00:00:00,1,0,2024-07-20 13:40:32,0,2024-07-20 13:40:32,,,
2017-02,16400.00,14201.00,2199.00,15.48,35100.00,31768.00,3332.00,10.49,88,2017-02-28 00:00:00,1,0,2024-07-20 13:40:32,0,2024-07-20 13:40:32,,,
2017-01,,,,,,,,,89,2017-01-31 00:00:00,1,0,2024-07-20 13:40:32,0,2024-07-20 13:40:32,,,
2024-06,23000.00,21865.00,1135.00,5.20,140200.00,137368.00,2832.00,2.10,150,2024-06-30 00:00:00,1,0,2024-08-01 10:41:08,0,2024-08-01 10:41:08,,,
2024-09,22600.00,21731.00,869.00,4.00,208800.00,203701.00,5099.00,2.50,151,2024-09-30 00:00:00,1,0,2024-11-07 01:46:00,0,2024-11-07 01:46:00,,,
2024-08,23300.00,21907.00,1393.00,6.40,186500.00,181945.00,4555.00,2.50,152,2024-08-31 00:00:00,1,0,2024-11-07 01:46:00,0,2024-11-07 01:46:00,,,
2024-07,22200.00,22736.00,-536.00,-2.40,162600.00,160006.00,2594.00,1.60,153,2024-07-31 00:00:00,1,0,2024-11-07 01:46:00,0,2024-11-07 01:46:00,,,
2024-10,24300.00,23737.00,563.00,2.40,233100.00,227444.00,5656.00,2.50,154,2024-10-31 00:00:00,1,0,2024-11-21 23:16:27,0,2024-11-21 23:16:27,,,
2024-11,24300.00,23513.00,787.00,3.30,257500.00,250963.00,6537.00,2.60,155,2024-11-30 00:00:00,1,0,2024-12-25 23:16:11,0,2024-12-25 23:16:11,,,
2024-12,24500.00,24254.00,246.00,1.00,282000.00,275193.00,6807.00,2.50,156,2024-12-31 00:00:00,1,0,2025-01-21 23:15:51,0,2025-01-21 23:15:51,,,
2025-01,22800.00,25241.00,-2441.00,-9.70,22800.00,25241.00,-2441.00,-9.70,157,2025-01-31 00:00:00,1,0,2025-02-21 23:16:53,0,2025-02-21 23:16:53,,,
2025-02,20600.00,20658.00,-58.00,-2.80,43500.00,46465.00,-2965.00,-6.40,158,2025-02-28 00:00:00,1,0,2025-03-24 23:16:35,0,2025-03-24 23:16:35,,,
2025-03,23500.00,24962.00,-1462.00,-5.90,67000.00,71368.00,-4368.00,-6.10,159,2025-03-31 00:00:00,1,0,2025-05-06 23:16:02,0,2025-05-06 23:16:02,,,
2025-04,21900.00,22278.00,-378.00,-1.70,88900.00,93697.00,-4797.00,-5.10,160,2025-04-30 00:00:00,1,0,2025-06-13 23:16:53,0,2025-06-13 23:16:53,,,
2025-05,22500.00,23448.00,-948.00,-4.40,111000.00,116185.00,-5185.00,-4.90,161,2025-05-31 00:00:00,1,0,2025-07-18 23:16:40,0,2025-07-18 23:16:40,,,
2025-06,22400.00,23324.00,-924.00,-4.00,133700.00,140483.00,-6783.00,-4.80,162,2025-06-30 00:00:00,1,0,2025-08-14 23:16:20,0,2025-08-14 23:16:20,,,
2025-07,23300.00,22747.00,553.00,2.40,157000.00,163178.00,-6178.00,-3.80,163,2025-07-31 00:00:00,1,0,2025-08-22 23:16:52,0,2025-08-22 23:16:52,,,
