时间,当月值(万吨),同期值(万吨),同比变化(万吨),同比增长(%),累计值(万吨),同期累计(万吨),累计变化(万吨),累计增长(%),_ID,_DATA_TIME,_ACTIVE,_CREATE_ID,_CREATE_TIME,_UPDATE_ID,_UPDATE_TIME,_REMARK,_CHANGE_LOG,_RESERVE
2024-05,23400.00,23244.00,156.00,0.70,117100.00,115502.00,1598.00,1.40,1,2024-05-31 00:00:00,1,0,2024-07-20 13:40:26,0,2024-07-20 13:40:26,,,
2024-04,22100.00,22463.00,-363.00,-1.60,93500.00,92184.00,1316.00,1.40,2,2024-04-30 00:00:00,1,0,2024-07-20 13:40:26,0,2024-07-20 13:40:26,,,
2024-03,24700.00,24593.00,107.00,0.40,71100.00,69662.00,1438.00,2.10,3,2024-03-31 00:00:00,1,0,2024-07-20 13:40:26,0,2024-07-20 13:40:26,,,
2024-02,20500.00,21789.00,-1289.00,-5.90,45800.00,45147.00,653.00,1.40,4,2024-02-29 00:00:00,1,0,2024-07-20 13:40:26,0,2024-07-20 13:40:26,,,
2024-01,25300.00,23358.00,1942.00,8.30,25300.00,23358.00,1942.00,8.30,5,2024-01-31 00:00:00,1,0,2024-07-20 13:40:26,0,2024-07-20 13:40:26,,,
2023-12,23800.00,23217.00,583.00,2.50,274800.00,267821.00,6979.00,2.60,6,2023-12-31 00:00:00,1,0,2024-07-20 13:40:26,0,2024-07-20 13:40:26,,,
2023-11,23400.00,21946.00,1454.00,6.60,250800.00,244580.00,6220.00,2.50,7,2023-11-30 00:00:00,1,0,2024-07-20 13:40:26,0,2024-07-20 13:40:26,,,
2023-10,23500.00,21520.00,1980.00,9.20,227200.00,222663.00,4537.00,2.00,8,2023-10-31 00:00:00,1,0,2024-07-20 13:40:26,0,2024-07-20 13:40:26,,,
2023-09,21800.00,22420.00,-620.00,-2.80,203700.00,201110.00,2590.00,1.30,9,2023-09-30 00:00:00,1,0,2024-07-20 13:40:26,0,2024-07-20 13:40:26,,,
2023-08,21700.00,22580.00,-880.00,-3.90,181800.00,178740.00,3060.00,1.70,10,2023-08-31 00:00:00,1,0,2024-07-20 13:40:26,0,2024-07-20 13:40:26,,,
2023-07,23000.00,22914.00,86.00,0.70,160300.00,156068.00,4232.00,2.70,11,2023-07-31 00:00:00,1,0,2024-07-20 13:40:26,0,2024-07-20 13:40:26,,,
2023-06,22000.00,21526.00,474.00,2.20,137500.00,133204.00,4296.00,3.20,12,2023-06-30 00:00:00,1,0,2024-07-20 13:40:26,0,2024-07-20 13:40:26,,,
2023-05,23000.00,21851.00,1149.00,5.30,115200.00,111625.00,3575.00,3.20,13,2023-05-31 00:00:00,1,0,2024-07-20 13:40:26,0,2024-07-20 13:40:26,,,
2023-04,22600.00,22268.00,332.00,1.50,92300.00,89829.00,2471.00,2.80,14,2023-04-30 00:00:00,1,0,2024-07-20 13:40:26,0,2024-07-20 13:40:26,,,
2023-03,24700.00,23576.00,1124.00,4.80,69800.00,67535.00,2265.00,3.40,15,2023-03-31 00:00:00,1,0,2024-07-20 13:40:26,0,2024-07-20 13:40:26,,,
2023-02,21500.00,20876.00,624.00,3.00,44800.00,43994.00,806.00,1.80,16,2023-02-28 00:00:00,1,0,2024-07-20 13:40:26,0,2024-07-20 13:40:26,,,
2023-01,23300.00,23100.00,200.00,0.87,23300.00,23100.00,200.00,0.87,17,2023-01-31 00:00:00,1,0,2024-07-20 13:40:26,0,2024-07-20 13:40:26,,,
2022-12,23000.00,24035.00,-1035.00,-4.30,268000.00,258000.00,10000.00,3.90,18,2022-12-31 00:00:00,1,0,2024-07-20 13:40:26,0,2024-07-20 13:40:26,,,
2022-11,22000.00,24004.00,-2004.00,-8.30,245000.00,234000.00,11000.00,4.90,19,2022-11-30 00:00:00,1,0,2024-07-20 13:40:26,0,2024-07-20 13:40:26,,,
2022-10,22000.00,22280.00,-280.00,-1.30,223000.00,209000.00,14000.00,6.50,20,2022-10-31 00:00:00,1,0,2024-07-20 13:40:26,0,2024-07-20 13:40:26,,,
2022-09,22000.00,19241.00,2759.00,14.00,201000.00,187000.00,14000.00,7.40,21,2022-09-30 00:00:00,1,0,2024-07-20 13:40:26,0,2024-07-20 13:40:26,,,
2022-08,23000.00,21299.00,1701.00,8.10,179000.00,168000.00,11000.00,6.60,22,2022-08-31 00:00:00,1,0,2024-07-20 13:40:26,0,2024-07-20 13:40:26,,,
2022-07,23000.00,19122.00,3878.00,20.30,156100.00,146695.00,9405.00,6.40,23,2022-07-31 00:00:00,1,0,2024-07-20 13:40:26,0,2024-07-20 13:40:26,,,
2022-06,21700.00,20032.00,1668.00,8.30,133300.00,127631.00,5669.00,4.40,24,2022-06-30 00:00:00,1,0,2024-07-20 13:40:26,0,2024-07-20 13:40:26,,,
2022-05,21800.00,21158.00,642.00,3.00,112000.00,108005.00,3995.00,3.70,25,2022-05-31 00:00:00,1,0,2024-07-20 13:40:26,0,2024-07-20 13:40:26,,,
2022-04,22000.00,20472.00,1528.00,7.40,89700.00,86514.00,3186.00,3.70,26,2022-04-30 00:00:00,1,0,2024-07-20 13:40:26,0,2024-07-20 13:40:26,,,
