时间,煤种,累计值(万吨),累计增长(%),_ID,_DATA_TIME,_ACTIVE,_CREATE_ID,_CREATE_TIME,_UPDATE_ID,_UPDATE_TIME,_REMARK,_CHANGE_LOG,_RESERVE
2022-07,原煤,174524.70,7.80,33,2022-07-31 00:00:00,1,0,2024-07-20 13:12:47,0,2024-07-20 13:12:47,,,
2022-07,洗精煤,60480.10,7.20,34,2022-07-31 00:00:00,1,0,2024-07-20 13:12:47,0,2024-07-20 13:12:47,,,
2022-06,洗精煤,51527.30,6.40,35,2022-06-30 00:00:00,1,0,2024-07-20 13:12:47,0,2024-07-20 13:12:47,,,
2022-06,原煤,148937.00,7.70,36,2022-06-30 00:00:00,1,0,2024-07-20 13:12:47,0,2024-07-20 13:12:47,,,
2022-05,洗精煤,42599.00,4.20,37,2022-05-31 00:00:00,1,0,2024-07-20 13:12:47,0,2024-07-20 13:12:47,,,
2022-05,原煤,124058.80,6.60,38,2022-05-31 00:00:00,1,0,2024-07-20 13:12:47,0,2024-07-20 13:12:47,,,
2022-04,洗精煤,33951.10,5.30,39,2022-04-30 00:00:00,1,0,2024-07-20 13:12:47,0,2024-07-20 13:12:47,,,
2022-04,原煤,99156.00,6.00,40,2022-04-30 00:00:00,1,0,2024-07-20 13:12:47,0,2024-07-20 13:12:47,,,
2022-03,原煤,74506.70,6.80,41,2022-03-31 00:00:00,1,0,2024-07-20 13:12:47,0,2024-07-20 13:12:47,,,
2022-03,洗精煤,24489.10,3.70,42,2022-03-31 00:00:00,1,0,2024-07-20 13:12:47,0,2024-07-20 13:12:47,,,
2022-02,洗精煤,15122.20,1.40,43,2022-02-28 00:00:00,1,0,2024-07-20 13:12:47,0,2024-07-20 13:12:47,,,
2022-02,原煤,48563.60,4.50,44,2022-02-28 00:00:00,1,0,2024-07-20 13:12:47,0,2024-07-20 13:12:47,,,
2021-11,洗精煤,91057.20,10.30,45,2021-11-30 00:00:00,1,0,2024-07-20 13:12:47,0,2024-07-20 13:12:47,,,
2021-11,原煤,260149.90,2.50,46,2021-11-30 00:00:00,1,0,2024-07-20 13:12:47,0,2024-07-20 13:12:47,,,
2021-10,洗精煤,80812.90,7.50,47,2021-10-31 00:00:00,1,0,2024-07-20 13:12:47,0,2024-07-20 13:12:47,,,
2021-10,原煤,235041.30,3.40,48,2021-10-31 00:00:00,1,0,2024-07-20 13:12:47,0,2024-07-20 13:12:47,,,
2021-09,原煤,208259.50,3.70,49,2021-09-30 00:00:00,1,0,2024-07-20 13:12:47,0,2024-07-20 13:12:47,,,
2021-09,洗精煤,62719.90,9.00,50,2021-09-30 00:00:00,1,0,2024-07-20 13:12:47,0,2024-07-20 13:12:47,,,
2021-08,原煤,184890.50,3.50,51,2021-08-31 00:00:00,1,0,2024-07-20 13:12:47,0,2024-07-20 13:12:47,,,
2021-08,洗精煤,56084.60,9.00,52,2021-08-31 00:00:00,1,0,2024-07-20 13:12:47,0,2024-07-20 13:12:47,,,
2021-07,洗精煤,48083.10,9.30,53,2021-07-31 00:00:00,1,0,2024-07-20 13:12:47,0,2024-07-20 13:12:47,,,
2021-07,原煤,160801.70,3.80,54,2021-07-31 00:00:00,1,0,2024-07-20 13:12:47,0,2024-07-20 13:12:47,,,
2021-06,洗精煤,41628.30,10.20,55,2021-06-30 00:00:00,1,0,2024-07-20 13:12:47,0,2024-07-20 13:12:47,,,
2021-06,原煤,138097.00,5.00,56,2021-06-30 00:00:00,1,0,2024-07-20 13:12:47,0,2024-07-20 13:12:47,,,
2021-05,洗精煤,35423.90,11.74,57,2021-05-31 00:00:00,1,0,2024-07-20 13:12:47,0,2024-07-20 13:12:47,,,
2021-05,原煤,116233.40,7.10,58,2021-05-31 00:00:00,1,0,2024-07-20 13:12:47,0,2024-07-20 13:12:47,,,
2021-04,原煤,93572.80,9.40,59,2021-04-30 00:00:00,1,0,2024-07-20 13:12:47,0,2024-07-20 13:12:47,,,
2021-04,洗精煤,26584.00,12.60,60,2021-04-30 00:00:00,1,0,2024-07-20 13:12:47,0,2024-07-20 13:12:47,,,
2021-03,洗精煤,20076.70,13.90,61,2021-03-31 00:00:00,1,0,2024-07-20 13:12:50,0,2024-07-20 13:12:50,,,
2021-03,原煤,69757.20,11.40,62,2021-03-31 00:00:00,1,0,2024-07-20 13:12:50,0,2024-07-20 13:12:50,,,
2021-02,洗精煤,11476.60,18.30,63,2021-02-28 00:00:00,1,0,2024-07-20 13:12:50,0,2024-07-20 13:12:50,,,
2021-02,原煤,45996.50,19.40,64,2021-02-28 00:00:00,1,0,2024-07-20 13:12:50,0,2024-07-20 13:12:50,,,
2020-11,洗精煤,90032.80,2.30,65,2020-11-30 00:00:00,1,0,2024-07-20 13:12:50,0,2024-07-20 13:12:50,,,
2020-11,原煤,251507.90,2.00,66,2020-11-30 00:00:00,1,0,2024-07-20 13:12:50,0,2024-07-20 13:12:50,,,
2020-10,洗精煤,81351.50,-0.90,67,2020-10-31 00:00:00,1,0,2024-07-20 13:12:50,0,2024-07-20 13:12:50,,,
2020-10,原煤,222008.80,1.00,68,2020-10-31 00:00:00,1,0,2024-07-20 13:12:50,0,2024-07-20 13:12:50,,,
2020-09,原煤,199225.10,0.90,69,2020-09-30 00:00:00,1,0,2024-07-20 13:12:50,0,2024-07-20 13:12:50,,,
2020-09,洗精煤,74545.70,1.30,70,2020-09-30 00:00:00,1,0,2024-07-20 13:12:50,0,2024-07-20 13:12:50,,,
2020-08,原煤,176037.10,0.90,71,2020-08-31 00:00:00,1,0,2024-07-20 13:12:50,0,2024-07-20 13:12:50,,,
2020-08,洗精煤,65555.40,1.00,72,2020-08-31 00:00:00,1,0,2024-07-20 13:12:50,0,2024-07-20 13:12:50,,,
2020-07,原煤,153594.50,0.40,73,2020-07-31 00:00:00,1,0,2024-07-20 13:12:50,0,2024-07-20 13:12:50,,,
2020-07,洗精煤,57427.20,-0.60,74,2020-07-31 00:00:00,1,0,2024-07-20 13:12:50,0,2024-07-20 13:12:50,,,
2020-06,洗精煤,49085.50,0.20,75,2020-06-30 00:00:00,1,0,2024-07-20 13:12:50,0,2024-07-20 13:12:50,,,
2020-06,原煤,130311.10,0.30,76,2020-06-30 00:00:00,1,0,2024-07-20 13:12:50,0,2024-07-20 13:12:50,,,
2020-05,洗精煤,40544.00,0.30,77,2020-05-31 00:00:00,1,0,2024-07-20 13:12:50,0,2024-07-20 13:12:50,,,
2020-05,原煤,106725.60,-0.40,78,2020-05-31 00:00:00,1,0,2024-07-20 13:12:50,0,2024-07-20 13:12:50,,,
2020-04,原煤,84322.80,0.70,79,2020-04-30 00:00:00,1,0,2024-07-20 13:12:50,0,2024-07-20 13:12:50,,,
2020-04,洗精煤,31376.00,-0.10,80,2020-04-30 00:00:00,1,0,2024-07-20 13:12:50,0,2024-07-20 13:12:50,,,
2020-03,原煤,61430.50,-1.00,81,2020-03-31 00:00:00,1,0,2024-07-20 13:12:50,0,2024-07-20 13:12:50,,,
2020-03,洗精煤,21553.20,-0.60,82,2020-03-31 00:00:00,1,0,2024-07-20 13:12:50,0,2024-07-20 13:12:50,,,
2020-02,原煤,39438.20,-4.00,83,2020-02-29 00:00:00,1,0,2024-07-20 13:12:50,0,2024-07-20 13:12:50,,,
2020-02,洗精煤,12124.60,-5.70,84,2020-02-29 00:00:00,1,0,2024-07-20 13:12:50,0,2024-07-20 13:12:50,,,
2019-11,原煤,238950.50,1.40,85,2019-11-30 00:00:00,1,0,2024-07-20 13:12:50,0,2024-07-20 13:12:50,,,
2019-11,洗精煤,90096.00,4.70,86,2019-11-30 00:00:00,1,0,2024-07-20 13:12:50,0,2024-07-20 13:12:50,,,
2019-10,洗精煤,81903.80,2.50,87,2019-10-31 00:00:00,1,0,2024-07-20 13:12:50,0,2024-07-20 13:12:50,,,
2019-10,原煤,215516.50,1.40,88,2019-10-31 00:00:00,1,0,2024-07-20 13:12:50,0,2024-07-20 13:12:50,,,
2019-09,原煤,192331.70,5.70,89,2019-09-30 00:00:00,1,0,2024-07-20 13:12:50,0,2024-07-20 13:12:50,,,
2019-09,洗精煤,71827.60,6.40,90,2019-09-30 00:00:00,1,0,2024-07-20 13:12:50,0,2024-07-20 13:12:50,,,
2019-08,洗精煤,64506.40,0.70,91,2019-08-31 00:00:00,1,0,2024-07-20 13:12:53,0,2024-07-20 13:12:53,,,
2019-08,原煤,172087.90,2.10,92,2019-08-31 00:00:00,1,0,2024-07-20 13:12:53,0,2024-07-20 13:12:53,,,
2019-07,洗精煤,55758.10,2.50,93,2019-07-31 00:00:00,1,0,2024-07-20 13:12:53,0,2024-07-20 13:12:53,,,
2019-07,原煤,150166.00,1.60,94,2019-07-31 00:00:00,1,0,2024-07-20 13:12:53,0,2024-07-20 13:12:53,,,
2019-06,洗精煤,47158.80,0.50,95,2019-06-30 00:00:00,1,0,2024-07-20 13:12:53,0,2024-07-20 13:12:53,,,
2019-06,原煤,127654.10,0.10,96,2019-06-30 00:00:00,1,0,2024-07-20 13:12:53,0,2024-07-20 13:12:53,,,
2019-05,洗精煤,40186.00,2.30,97,2019-05-31 00:00:00,1,0,2024-07-20 13:12:53,0,2024-07-20 13:12:53,,,
2019-05,原煤,104905.40,-0.50,98,2019-05-31 00:00:00,1,0,2024-07-20 13:12:53,0,2024-07-20 13:12:53,,,
2019-04,洗精煤,31987.40,2.90,99,2019-04-30 00:00:00,1,0,2024-07-20 13:12:53,0,2024-07-20 13:12:53,,,
2019-04,原煤,82527.00,-0.40,100,2019-04-30 00:00:00,1,0,2024-07-20 13:12:53,0,2024-07-20 13:12:53,,,
2019-03,洗精煤,23224.40,-0.30,101,2019-03-31 00:00:00,1,0,2024-07-20 13:12:53,0,2024-07-20 13:12:53,,,
2019-03,原煤,60735.90,-1.40,102,2019-03-31 00:00:00,1,0,2024-07-20 13:12:53,0,2024-07-20 13:12:53,,,
2019-02,原煤,38922.90,-2.40,103,2019-02-28 00:00:00,1,0,2024-07-20 13:12:53,0,2024-07-20 13:12:53,,,
2019-02,洗精煤,12672.50,1.70,104,2019-02-28 00:00:00,1,0,2024-07-20 13:12:53,0,2024-07-20 13:12:53,,,
2018-11,洗精煤,87136.60,7.60,105,2018-11-30 00:00:00,1,0,2024-07-20 13:12:53,0,2024-07-20 13:12:53,,,
2018-11,原煤,236553.20,4.20,106,2018-11-30 00:00:00,1,0,2024-07-20 13:12:53,0,2024-07-20 13:12:53,,,
2018-10,洗精煤,79162.00,6.40,107,2018-10-31 00:00:00,1,0,2024-07-20 13:12:53,0,2024-07-20 13:12:53,,,
2018-10,原煤,214134.70,4.10,108,2018-10-31 00:00:00,1,0,2024-07-20 13:12:53,0,2024-07-20 13:12:53,,,
2018-09,洗精煤,71827.60,6.40,109,2018-09-30 00:00:00,1,0,2024-07-20 13:12:53,0,2024-07-20 13:12:53,,,
2018-09,原煤,192331.70,5.70,110,2018-09-30 00:00:00,1,0,2024-07-20 13:12:53,0,2024-07-20 13:12:53,,,
2018-08,洗精煤,58661.50,8.60,111,2018-08-31 00:00:00,1,0,2024-07-20 13:12:53,0,2024-07-20 13:12:53,,,
2018-08,原煤,168774.30,3.90,112,2018-08-31 00:00:00,1,0,2024-07-20 13:12:53,0,2024-07-20 13:12:53,,,
2018-07,洗精煤,50531.60,6.10,113,2018-07-31 00:00:00,1,0,2024-07-20 13:12:53,0,2024-07-20 13:12:53,,,
2018-07,原煤,147244.00,4.90,114,2018-07-31 00:00:00,1,0,2024-07-20 13:12:53,0,2024-07-20 13:12:53,,,
2018-06,洗精煤,44372.20,8.10,115,2018-06-30 00:00:00,1,0,2024-07-20 13:12:53,0,2024-07-20 13:12:53,,,
2018-06,原煤,126528.70,7.40,116,2018-06-30 00:00:00,1,0,2024-07-20 13:12:53,0,2024-07-20 13:12:53,,,
2018-05,原煤,106193.40,6.70,117,2018-05-31 00:00:00,1,0,2024-07-20 13:12:53,0,2024-07-20 13:12:53,,,
2018-05,洗精煤,36504.10,6.30,118,2018-05-31 00:00:00,1,0,2024-07-20 13:12:53,0,2024-07-20 13:12:53,,,
2018-04,洗精煤,28968.90,6.60,119,2018-04-30 00:00:00,1,0,2024-07-20 13:12:53,0,2024-07-20 13:12:53,,,
2018-04,原煤,83492.70,5.80,120,2018-04-30 00:00:00,1,0,2024-07-20 13:12:53,0,2024-07-20 13:12:53,,,
2018-03,原煤,61576.40,5.40,121,2018-03-31 00:00:00,1,0,2024-07-20 13:12:57,0,2024-07-20 13:12:57,,,
2018-03,洗精煤,21640.70,6.70,122,2018-03-31 00:00:00,1,0,2024-07-20 13:12:57,0,2024-07-20 13:12:57,,,
2018-02,原煤,40303.00,7.20,123,2018-02-28 00:00:00,1,0,2024-07-20 13:12:57,0,2024-07-20 13:12:57,,,
2018-02,洗精煤,13543.40,7.10,124,2018-02-28 00:00:00,1,0,2024-07-20 13:12:57,0,2024-07-20 13:12:57,,,
2017-12,原煤,247586.70,6.00,125,2017-12-31 00:00:00,1,0,2024-07-20 13:12:57,0,2024-07-20 13:12:57,,,
2017-12,洗精煤,82653.60,2.00,126,2017-12-31 00:00:00,1,0,2024-07-20 13:12:57,0,2024-07-20 13:12:57,,,
2017-11,原煤,224787.70,7.60,127,2017-11-30 00:00:00,1,0,2024-07-20 13:12:57,0,2024-07-20 13:12:57,,,
2017-11,洗精煤,76323.60,3.60,128,2017-11-30 00:00:00,1,0,2024-07-20 13:12:57,0,2024-07-20 13:12:57,,,
2017-10,原煤,203262.70,8.20,129,2017-10-31 00:00:00,1,0,2024-07-20 13:12:57,0,2024-07-20 13:12:57,,,
2017-10,洗精煤,69558.70,4.10,130,2017-10-31 00:00:00,1,0,2024-07-20 13:12:57,0,2024-07-20 13:12:57,,,
2017-09,原煤,182250.00,8.30,131,2017-09-30 00:00:00,1,0,2024-07-20 13:12:57,0,2024-07-20 13:12:57,,,
2017-09,洗精煤,62293.50,5.10,132,2017-09-30 00:00:00,1,0,2024-07-20 13:12:57,0,2024-07-20 13:12:57,,,
2017-08,原煤,161569.00,7.70,133,2017-08-31 00:00:00,1,0,2024-07-20 13:12:57,0,2024-07-20 13:12:57,,,
2017-08,洗精煤,54728.10,3.90,134,2017-08-31 00:00:00,1,0,2024-07-20 13:12:57,0,2024-07-20 13:12:57,,,
2017-07,原煤,140773.10,6.90,135,2017-07-31 00:00:00,1,0,2024-07-20 13:12:57,0,2024-07-20 13:12:57,,,
2017-07,洗精煤,47746.60,3.60,136,2017-07-31 00:00:00,1,0,2024-07-20 13:12:57,0,2024-07-20 13:12:57,,,
2017-06,原煤,119451.60,5.10,137,2017-06-30 00:00:00,1,0,2024-07-20 13:12:57,0,2024-07-20 13:12:57,,,
2017-06,洗精煤,40568.30,3.40,138,2017-06-30 00:00:00,1,0,2024-07-20 13:12:57,0,2024-07-20 13:12:57,,,
2017-05,原煤,98332.60,2.00,139,2017-05-31 00:00:00,1,0,2024-07-20 13:12:57,0,2024-07-20 13:12:57,,,
2017-05,洗精煤,33967.80,1.30,140,2017-05-31 00:00:00,1,0,2024-07-20 13:12:57,0,2024-07-20 13:12:57,,,
2017-04,原煤,78385.80,0.20,141,2017-04-30 00:00:00,1,0,2024-07-20 13:12:57,0,2024-07-20 13:12:57,,,
2017-04,洗精煤,27147.30,-0.30,142,2017-04-30 00:00:00,1,0,2024-07-20 13:12:57,0,2024-07-20 13:12:57,,,
2017-03,原煤,58000.90,-1.50,143,2017-03-31 00:00:00,1,0,2024-07-20 13:12:57,0,2024-07-20 13:12:57,,,
2017-03,洗精煤,19229.00,-2.10,144,2017-03-31 00:00:00,1,0,2024-07-20 13:12:57,0,2024-07-20 13:12:57,,,
2017-02,原煤,37409.80,-0.60,145,2017-02-28 00:00:00,1,0,2024-07-20 13:12:57,0,2024-07-20 13:12:57,,,
2017-02,洗精煤,12319.10,-1.50,146,2017-02-28 00:00:00,1,0,2024-07-20 13:12:57,0,2024-07-20 13:12:57,,,
2024-08,原煤,208913.40,0.90,309,2024-08-31 00:00:00,1,0,2024-11-07 01:45:04,0,2024-11-07 01:45:04,,,
2024-08,洗精煤,63690.90,-1.70,310,2024-08-31 00:00:00,1,0,2024-11-07 01:45:04,0,2024-11-07 01:45:04,,,
2024-07,原煤,180813.40,-0.60,311,2024-07-31 00:00:00,1,0,2024-11-07 01:45:04,0,2024-11-07 01:45:04,,,
2024-07,洗精煤,55715.70,-1.20,312,2024-07-31 00:00:00,1,0,2024-11-07 01:45:04,0,2024-11-07 01:45:04,,,
2024-06,原煤,152583.80,-2.20,313,2024-06-30 00:00:00,1,0,2024-11-07 01:45:04,0,2024-11-07 01:45:04,,,
2024-06,洗精煤,47488.50,-1.80,314,2024-06-30 00:00:00,1,0,2024-11-07 01:45:04,0,2024-11-07 01:45:04,,,
2024-05,原煤,125314.10,-3.00,315,2024-05-31 00:00:00,1,0,2024-11-07 01:45:04,0,2024-11-07 01:45:04,,,
2024-05,洗精煤,39106.70,-2.80,316,2024-05-31 00:00:00,1,0,2024-11-07 01:45:04,0,2024-11-07 01:45:04,,,
2024-09,原煤,235812.90,1.00,317,2024-09-30 00:00:00,1,0,2024-11-28 23:16:24,0,2024-11-28 23:16:24,,,
2024-09,洗精煤,80884.40,1.20,318,2024-09-30 00:00:00,1,0,2024-11-28 23:16:24,0,2024-11-28 23:16:24,,,
2024-10,原煤,263534.30,1.10,319,2024-10-31 00:00:00,1,0,2024-12-23 23:16:03,0,2024-12-23 23:16:03,,,
2024-10,洗精煤,90899.40,2.10,320,2024-10-31 00:00:00,1,0,2024-12-23 23:16:03,0,2024-12-23 23:16:03,,,
2024-11,原煤,290710.40,1.10,321,2024-11-30 00:00:00,1,0,2025-01-22 23:15:38,0,2025-01-22 23:15:38,,,
2024-11,洗精煤,99370.80,1.70,322,2024-11-30 00:00:00,1,0,2025-01-22 23:15:38,0,2025-01-22 23:15:38,,,
2025-02,原煤,51326.50,6.10,323,2025-02-28 00:00:00,1,0,2025-05-07 23:16:45,0,2025-05-07 23:16:45,,,
2025-02,洗精煤,15416.70,5.70,324,2025-02-28 00:00:00,1,0,2025-05-07 23:16:45,0,2025-05-07 23:16:45,,,
