时间,企业名称,企业属地,产品名称,本期价格,价格类型,备注,_ID,_DATA_TIME,_ACTIVE,_CREATE_ID,_CREATE_TIME,_UPDATE_ID,_UPDATE_TIME,_REMARK,_CHANGE_LOG,_RESERVE
2024-07-19,唐山天柱,河北省,准一级焦,1960.00,出厂价,承兑;华北、西北采购,16,2024-07-19 00:00:00,1,0,2024-07-20 22:15:20,0,2024-07-20 22:15:20,,,
2024-07-19,唐山瑞丰,河北省,准一级焦,1970.00,出厂价,承兑;华北、西北采购,17,2024-07-19 00:00:00,1,0,2024-07-20 22:15:20,0,2024-07-20 22:15:20,,,
2024-07-19,唐山瑞丰,河北省,二级焦,1910.00,出厂价,承兑;华北、西北采购,18,2024-07-19 00:00:00,1,0,2024-07-20 22:15:20,0,2024-07-20 22:15:20,,,
2024-07-19,津西钢铁,河北省,准一级焦,1960.00,出厂价,承兑;华北、西北采购,19,2024-07-19 00:00:00,1,0,2024-07-20 22:15:20,0,2024-07-20 22:15:20,,,
2024-07-19,津西钢铁,河北省,二级焦,1910.00,出厂价,承兑;内蒙采购,20,2024-07-19 00:00:00,1,0,2024-07-20 22:15:20,0,2024-07-20 22:15:20,,,
2024-07-19,邢钢,河北省,准一级焦,2050.00,出厂价,承兑;华北、西北采购,21,2024-07-19 00:00:00,1,0,2024-07-20 22:15:20,0,2024-07-20 22:15:20,,,
2024-07-19,文丰钢铁,河北省,准二级焦,1870.00,出厂价,承兑;,22,2024-07-19 00:00:00,1,0,2024-07-20 22:15:20,0,2024-07-20 22:15:20,,,
2024-07-19,新兴铸管,河北省,二级焦,1810.00,出厂价,承兑;华北、西北采购,23,2024-07-19 00:00:00,1,0,2024-07-20 22:15:20,0,2024-07-20 22:15:20,,,
2024-07-19,凌钢,辽宁省,二级焦,1880.00,出厂价,承兑;华北采购,24,2024-07-19 00:00:00,1,0,2024-07-20 22:15:20,0,2024-07-20 22:15:20,,,
2024-07-19,营口中板,辽宁省,一级焦,1970.00,出厂价,承兑;东北采购,25,2024-07-19 00:00:00,1,0,2024-07-20 22:15:20,0,2024-07-20 22:15:20,,,
2024-07-19,营口中板,辽宁省,二级焦,1920.00,出厂价,承兑;东北采购,26,2024-07-19 00:00:00,1,0,2024-07-20 22:15:20,0,2024-07-20 22:15:20,,,
2024-07-19,新抚钢,辽宁省,二级焦,2058.00,出厂价,承兑;东北采购,27,2024-07-19 00:00:00,1,0,2024-07-20 22:15:20,0,2024-07-20 22:15:20,,,
2024-07-19,昆钢,云南省,三级焦,2330.00,出厂价,承兑;西南采购,28,2024-07-19 00:00:00,1,0,2024-07-20 22:15:20,0,2024-07-20 22:15:20,,,
2024-07-19,冷水江钢铁,湖南省,二级焦,2040.00,出厂价,承兑;华北、华东采购,29,2024-07-19 00:00:00,1,0,2024-07-20 22:15:20,0,2024-07-20 22:15:20,,,
2024-07-19,湘钢,湖南省,一级焦,2060.00,出厂价,承兑;华北、华东采购,30,2024-07-19 00:00:00,1,0,2024-07-20 22:15:20,0,2024-07-20 22:15:20,,,
2024-07-12,日照钢铁,山东省,二级焦,1870.00,出厂价,承兑;山东省内采购,31,2024-07-12 00:00:00,1,0,2024-07-20 22:15:23,0,2024-07-20 22:15:23,,,
2024-07-12,日照钢铁,山东省,二级焦,1880.00,出厂价,承兑;省外采购,32,2024-07-12 00:00:00,1,0,2024-07-20 22:15:23,0,2024-07-20 22:15:23,,,
2024-07-12,潍坊钢铁,山东省,二级焦,2270.00,出厂价,承兑;华北、华东采购,33,2024-07-12 00:00:00,1,0,2024-07-20 22:15:23,0,2024-07-20 22:15:23,,,
2024-07-12,莱钢永锋,山东省,一级焦,1880.00,出厂价,承兑;,34,2024-07-12 00:00:00,1,0,2024-07-20 22:15:23,0,2024-07-20 22:15:23,,,
2024-07-12,莱钢永锋,山东省,二级焦,1830.00,出厂价,承兑;,35,2024-07-12 00:00:00,1,0,2024-07-20 22:15:23,0,2024-07-20 22:15:23,,,
2024-07-12,沙钢,江苏省,二级焦,1900.00,出厂价,承兑;华北、华东采购,36,2024-07-12 00:00:00,1,0,2024-07-20 22:15:23,0,2024-07-20 22:15:23,,,
2024-07-12,中天钢铁,江苏省,准一级焦,1930.00,出厂价,承兑;华北、华东采购,37,2024-07-12 00:00:00,1,0,2024-07-20 22:15:23,0,2024-07-20 22:15:23,,,
2024-07-12,永钢,江苏省,准一级焦,1930.00,出厂价,承兑;,38,2024-07-12 00:00:00,1,0,2024-07-20 22:15:23,0,2024-07-20 22:15:23,,,
2024-07-12,方大特钢,江西省,二级焦,1980.00,出厂价,承兑;华东采购,39,2024-07-12 00:00:00,1,0,2024-07-20 22:15:23,0,2024-07-20 22:15:23,,,
2024-07-12,福建三钢,福建省,二级焦,2160.00,出厂价,承兑;华北、华东采购,40,2024-07-12 00:00:00,1,0,2024-07-20 22:15:23,0,2024-07-20 22:15:23,,,
2024-07-12,河北敬业,河北省,二级焦,1850.00,出厂价,承兑;,41,2024-07-12 00:00:00,1,0,2024-07-20 22:15:23,0,2024-07-20 22:15:23,,,
2024-07-12,唐山宝泰,河北省,准一级焦,1970.00,出厂价,承兑;华北、西北采购,42,2024-07-12 00:00:00,1,0,2024-07-20 22:15:23,0,2024-07-20 22:15:23,,,
2024-07-12,河钢,河北省,一级焦,2110.00,出厂价,承兑;华北、西北采购,43,2024-07-12 00:00:00,1,0,2024-07-20 22:15:23,0,2024-07-20 22:15:23,,,
2024-07-12,邯钢,河北省,一级焦,1980.00,出厂价,承兑;华北、西北采购,44,2024-07-12 00:00:00,1,0,2024-07-20 22:15:23,0,2024-07-20 22:15:23,,,
2024-07-12,承德建龙,河北省,准一级焦,2023.00,出厂价,承兑;华北、西北采购,45,2024-07-12 00:00:00,1,0,2024-07-20 22:15:23,0,2024-07-20 22:15:23,,,
2024-07-12,唐山天柱,河北省,准一级焦,1960.00,出厂价,承兑;华北、西北采购,46,2024-07-12 00:00:00,1,0,2024-07-20 22:15:23,0,2024-07-20 22:15:23,,,
2024-07-12,唐山瑞丰,河北省,准一级焦,1970.00,出厂价,承兑;华北、西北采购,47,2024-07-12 00:00:00,1,0,2024-07-20 22:15:23,0,2024-07-20 22:15:23,,,
2024-07-12,唐山瑞丰,河北省,二级焦,1910.00,出厂价,承兑;华北、西北采购,48,2024-07-12 00:00:00,1,0,2024-07-20 22:15:23,0,2024-07-20 22:15:23,,,
2024-07-12,津西钢铁,河北省,准一级焦,1960.00,出厂价,承兑;华北、西北采购,49,2024-07-12 00:00:00,1,0,2024-07-20 22:15:23,0,2024-07-20 22:15:23,,,
2024-07-12,津西钢铁,河北省,二级焦,1910.00,出厂价,承兑;内蒙采购,50,2024-07-12 00:00:00,1,0,2024-07-20 22:15:23,0,2024-07-20 22:15:23,,,
2024-07-12,邢钢,河北省,准一级焦,2050.00,出厂价,承兑;华北、西北采购,51,2024-07-12 00:00:00,1,0,2024-07-20 22:15:23,0,2024-07-20 22:15:23,,,
2024-07-12,文丰钢铁,河北省,准二级焦,1870.00,出厂价,承兑;,52,2024-07-12 00:00:00,1,0,2024-07-20 22:15:23,0,2024-07-20 22:15:23,,,
2024-07-12,新兴铸管,河北省,二级焦,1810.00,出厂价,承兑;华北、西北采购,53,2024-07-12 00:00:00,1,0,2024-07-20 22:15:23,0,2024-07-20 22:15:23,,,
2024-07-12,凌钢,辽宁省,二级焦,1880.00,出厂价,承兑;华北采购,54,2024-07-12 00:00:00,1,0,2024-07-20 22:15:23,0,2024-07-20 22:15:23,,,
2024-07-12,营口中板,辽宁省,一级焦,1970.00,出厂价,承兑;东北采购,55,2024-07-12 00:00:00,1,0,2024-07-20 22:15:23,0,2024-07-20 22:15:23,,,
2024-07-12,营口中板,辽宁省,二级焦,1920.00,出厂价,承兑;东北采购,56,2024-07-12 00:00:00,1,0,2024-07-20 22:15:23,0,2024-07-20 22:15:23,,,
2024-07-12,新抚钢,辽宁省,二级焦,2058.00,出厂价,承兑;东北采购,57,2024-07-12 00:00:00,1,0,2024-07-20 22:15:23,0,2024-07-20 22:15:23,,,
2024-07-12,昆钢,云南省,三级焦,2330.00,出厂价,承兑;西南采购,58,2024-07-12 00:00:00,1,0,2024-07-20 22:15:23,0,2024-07-20 22:15:23,,,
2024-07-12,冷水江钢铁,湖南省,二级焦,2040.00,出厂价,承兑;华北、华东采购,59,2024-07-12 00:00:00,1,0,2024-07-20 22:15:23,0,2024-07-20 22:15:23,,,
2024-07-12,湘钢,湖南省,一级焦,2060.00,出厂价,承兑;华北、华东采购,60,2024-07-12 00:00:00,1,0,2024-07-20 22:15:23,0,2024-07-20 22:15:23,,,
2024-07-05,日照钢铁,山东省,二级焦,1870.00,出厂价,承兑;山东省内采购,61,2024-07-05 00:00:00,1,0,2024-07-20 22:15:27,0,2024-07-20 22:15:27,,,
2024-07-05,日照钢铁,山东省,二级焦,1880.00,出厂价,承兑;省外采购,62,2024-07-05 00:00:00,1,0,2024-07-20 22:15:27,0,2024-07-20 22:15:27,,,
2024-07-05,潍坊钢铁,山东省,二级焦,2270.00,出厂价,承兑;华北、华东采购,63,2024-07-05 00:00:00,1,0,2024-07-20 22:15:27,0,2024-07-20 22:15:27,,,
2024-07-05,莱钢永锋,山东省,二级焦,1830.00,出厂价,承兑;,64,2024-07-05 00:00:00,1,0,2024-07-20 22:15:27,0,2024-07-20 22:15:27,,,
2024-07-05,莱钢永锋,山东省,一级焦,1880.00,出厂价,承兑;,65,2024-07-05 00:00:00,1,0,2024-07-20 22:15:27,0,2024-07-20 22:15:27,,,
2024-07-05,沙钢,江苏省,二级焦,1900.00,出厂价,承兑;华北、华东采购,66,2024-07-05 00:00:00,1,0,2024-07-20 22:15:27,0,2024-07-20 22:15:27,,,
2024-07-05,中天钢铁,江苏省,准一级焦,1930.00,出厂价,承兑;华北、华东采购,67,2024-07-05 00:00:00,1,0,2024-07-20 22:15:27,0,2024-07-20 22:15:27,,,
2024-07-05,永钢,江苏省,准一级焦,1930.00,出厂价,承兑;,68,2024-07-05 00:00:00,1,0,2024-07-20 22:15:27,0,2024-07-20 22:15:27,,,
2024-07-05,方大特钢,江西省,二级焦,1980.00,出厂价,承兑;华东采购,69,2024-07-05 00:00:00,1,0,2024-07-20 22:15:27,0,2024-07-20 22:15:27,,,
2024-07-05,福建三钢,福建省,二级焦,2160.00,出厂价,承兑;华北、华东采购,70,2024-07-05 00:00:00,1,0,2024-07-20 22:15:27,0,2024-07-20 22:15:27,,,
2024-07-05,河北敬业,河北省,二级焦,1850.00,出厂价,承兑;,71,2024-07-05 00:00:00,1,0,2024-07-20 22:15:27,0,2024-07-20 22:15:27,,,
2024-07-05,唐山宝泰,河北省,准一级焦,1970.00,出厂价,承兑;华北、西北采购,72,2024-07-05 00:00:00,1,0,2024-07-20 22:15:27,0,2024-07-20 22:15:27,,,
2024-07-05,河钢,河北省,一级焦,2110.00,出厂价,承兑;华北、西北采购,73,2024-07-05 00:00:00,1,0,2024-07-20 22:15:27,0,2024-07-20 22:15:27,,,
2024-07-05,邯钢,河北省,一级焦,1980.00,出厂价,承兑;华北、西北采购,74,2024-07-05 00:00:00,1,0,2024-07-20 22:15:27,0,2024-07-20 22:15:27,,,
2024-07-05,承德建龙,河北省,准一级焦,2023.00,出厂价,承兑;华北、西北采购,75,2024-07-05 00:00:00,1,0,2024-07-20 22:15:27,0,2024-07-20 22:15:27,,,
2024-07-05,唐山天柱,河北省,准一级焦,1960.00,出厂价,承兑;华北、西北采购,76,2024-07-05 00:00:00,1,0,2024-07-20 22:15:27,0,2024-07-20 22:15:27,,,
2024-07-05,唐山瑞丰,河北省,准一级焦,1970.00,出厂价,承兑;华北、西北采购,77,2024-07-05 00:00:00,1,0,2024-07-20 22:15:27,0,2024-07-20 22:15:27,,,
2024-07-05,唐山瑞丰,河北省,二级焦,1910.00,出厂价,承兑;华北、西北采购,78,2024-07-05 00:00:00,1,0,2024-07-20 22:15:27,0,2024-07-20 22:15:27,,,
2024-07-05,津西钢铁,河北省,准一级焦,1960.00,出厂价,承兑;华北、西北采购,79,2024-07-05 00:00:00,1,0,2024-07-20 22:15:27,0,2024-07-20 22:15:27,,,
2024-07-05,津西钢铁,河北省,二级焦,1910.00,出厂价,承兑;内蒙采购,80,2024-07-05 00:00:00,1,0,2024-07-20 22:15:27,0,2024-07-20 22:15:27,,,
2024-07-05,邢钢,河北省,准一级焦,2050.00,出厂价,承兑;华北、西北采购,81,2024-07-05 00:00:00,1,0,2024-07-20 22:15:27,0,2024-07-20 22:15:27,,,
2024-07-05,文丰钢铁,河北省,准二级焦,1870.00,出厂价,承兑;,82,2024-07-05 00:00:00,1,0,2024-07-20 22:15:27,0,2024-07-20 22:15:27,,,
2024-07-05,新兴铸管,河北省,二级焦,1810.00,出厂价,承兑;华北、西北采购,83,2024-07-05 00:00:00,1,0,2024-07-20 22:15:27,0,2024-07-20 22:15:27,,,
2024-07-05,凌钢,辽宁省,二级焦,1880.00,出厂价,承兑;华北采购,84,2024-07-05 00:00:00,1,0,2024-07-20 22:15:27,0,2024-07-20 22:15:27,,,
2024-07-05,营口中板,辽宁省,一级焦,1970.00,出厂价,承兑;东北采购,85,2024-07-05 00:00:00,1,0,2024-07-20 22:15:27,0,2024-07-20 22:15:27,,,
2024-07-05,营口中板,辽宁省,二级焦,1920.00,出厂价,承兑;东北采购,86,2024-07-05 00:00:00,1,0,2024-07-20 22:15:27,0,2024-07-20 22:15:27,,,
2024-07-05,新抚钢,辽宁省,二级焦,2058.00,出厂价,承兑;东北采购,87,2024-07-05 00:00:00,1,0,2024-07-20 22:15:27,0,2024-07-20 22:15:27,,,
2024-07-05,昆钢,云南省,三级焦,2330.00,出厂价,承兑;西南采购,88,2024-07-05 00:00:00,1,0,2024-07-20 22:15:27,0,2024-07-20 22:15:27,,,
2024-07-05,冷水江钢铁,湖南省,二级焦,2040.00,出厂价,承兑;华北、华东采购,89,2024-07-05 00:00:00,1,0,2024-07-20 22:15:27,0,2024-07-20 22:15:27,,,
2024-07-05,湘钢,湖南省,一级焦,2060.00,出厂价,承兑;华北、华东采购,90,2024-07-05 00:00:00,1,0,2024-07-20 22:15:27,0,2024-07-20 22:15:27,,,
2024-06-28,日照钢铁,山东省,二级焦,1870.00,出厂价,承兑;山东省内采购,91,2024-06-28 00:00:00,1,0,2024-07-20 22:15:30,0,2024-07-20 22:15:30,,,
2024-06-28,日照钢铁,山东省,二级焦,1880.00,出厂价,承兑;省外采购,92,2024-06-28 00:00:00,1,0,2024-07-20 22:15:30,0,2024-07-20 22:15:30,,,
2024-06-28,潍坊钢铁,山东省,二级焦,2270.00,出厂价,承兑;华北、华东采购,93,2024-06-28 00:00:00,1,0,2024-07-20 22:15:30,0,2024-07-20 22:15:30,,,
2024-06-28,莱钢永锋,山东省,一级焦,1880.00,出厂价,承兑;,94,2024-06-28 00:00:00,1,0,2024-07-20 22:15:30,0,2024-07-20 22:15:30,,,
2024-06-28,莱钢永锋,山东省,二级焦,1830.00,出厂价,承兑;,95,2024-06-28 00:00:00,1,0,2024-07-20 22:15:30,0,2024-07-20 22:15:30,,,
2024-06-28,沙钢,江苏省,二级焦,1900.00,出厂价,承兑;华北、华东采购,96,2024-06-28 00:00:00,1,0,2024-07-20 22:15:30,0,2024-07-20 22:15:30,,,
2024-06-28,中天钢铁,江苏省,准一级焦,1930.00,出厂价,承兑;华北、华东采购,97,2024-06-28 00:00:00,1,0,2024-07-20 22:15:30,0,2024-07-20 22:15:30,,,
2024-06-28,永钢,江苏省,准一级焦,1930.00,出厂价,承兑;,98,2024-06-28 00:00:00,1,0,2024-07-20 22:15:30,0,2024-07-20 22:15:30,,,
2024-06-28,方大特钢,江西省,二级焦,1980.00,出厂价,承兑;华东采购,99,2024-06-28 00:00:00,1,0,2024-07-20 22:15:30,0,2024-07-20 22:15:30,,,
2024-06-28,福建三钢,福建省,二级焦,2160.00,出厂价,承兑;华北、华东采购,100,2024-06-28 00:00:00,1,0,2024-07-20 22:15:30,0,2024-07-20 22:15:30,,,
2024-06-28,河北敬业,河北省,二级焦,1850.00,出厂价,承兑;,101,2024-06-28 00:00:00,1,0,2024-07-20 22:15:30,0,2024-07-20 22:15:30,,,
2024-06-28,唐山宝泰,河北省,准一级焦,1970.00,出厂价,承兑;华北、西北采购,102,2024-06-28 00:00:00,1,0,2024-07-20 22:15:30,0,2024-07-20 22:15:30,,,
2024-06-28,河钢,河北省,一级焦,2110.00,出厂价,承兑;华北、西北采购,103,2024-06-28 00:00:00,1,0,2024-07-20 22:15:30,0,2024-07-20 22:15:30,,,
2024-06-28,邯钢,河北省,一级焦,1980.00,出厂价,承兑;华北、西北采购,104,2024-06-28 00:00:00,1,0,2024-07-20 22:15:30,0,2024-07-20 22:15:30,,,
2024-06-28,承德建龙,河北省,准一级焦,2023.00,出厂价,承兑;华北、西北采购,105,2024-06-28 00:00:00,1,0,2024-07-20 22:15:30,0,2024-07-20 22:15:30,,,
2024-06-28,唐山天柱,河北省,准一级焦,1960.00,出厂价,承兑;华北、西北采购,106,2024-06-28 00:00:00,1,0,2024-07-20 22:15:30,0,2024-07-20 22:15:30,,,
2024-06-28,唐山瑞丰,河北省,准一级焦,1970.00,出厂价,承兑;华北、西北采购,107,2024-06-28 00:00:00,1,0,2024-07-20 22:15:30,0,2024-07-20 22:15:30,,,
2024-06-28,唐山瑞丰,河北省,二级焦,1910.00,出厂价,承兑;华北、西北采购,108,2024-06-28 00:00:00,1,0,2024-07-20 22:15:30,0,2024-07-20 22:15:30,,,
2024-06-28,津西钢铁,河北省,准一级焦,1960.00,出厂价,承兑;华北、西北采购,109,2024-06-28 00:00:00,1,0,2024-07-20 22:15:30,0,2024-07-20 22:15:30,,,
2024-06-28,津西钢铁,河北省,二级焦,1910.00,出厂价,承兑;内蒙采购,110,2024-06-28 00:00:00,1,0,2024-07-20 22:15:30,0,2024-07-20 22:15:30,,,
2024-06-28,邢钢,河北省,准一级焦,2050.00,出厂价,承兑;华北、西北采购,111,2024-06-28 00:00:00,1,0,2024-07-20 22:15:30,0,2024-07-20 22:15:30,,,
2024-06-28,文丰钢铁,河北省,准二级焦,1870.00,出厂价,承兑;,112,2024-06-28 00:00:00,1,0,2024-07-20 22:15:30,0,2024-07-20 22:15:30,,,
2024-06-28,新兴铸管,河北省,二级焦,1810.00,出厂价,承兑;华北、西北采购,113,2024-06-28 00:00:00,1,0,2024-07-20 22:15:30,0,2024-07-20 22:15:30,,,
2024-06-28,凌钢,辽宁省,二级焦,1880.00,出厂价,承兑;华北采购,114,2024-06-28 00:00:00,1,0,2024-07-20 22:15:30,0,2024-07-20 22:15:30,,,
2024-06-28,营口中板,辽宁省,一级焦,1970.00,出厂价,承兑;东北采购,115,2024-06-28 00:00:00,1,0,2024-07-20 22:15:30,0,2024-07-20 22:15:30,,,
2024-06-28,营口中板,辽宁省,二级焦,1920.00,出厂价,承兑;东北采购,116,2024-06-28 00:00:00,1,0,2024-07-20 22:15:30,0,2024-07-20 22:15:30,,,
2024-06-28,新抚钢,辽宁省,二级焦,2058.00,出厂价,承兑;东北采购,117,2024-06-28 00:00:00,1,0,2024-07-20 22:15:30,0,2024-07-20 22:15:30,,,
2024-06-28,昆钢,云南省,三级焦,2330.00,出厂价,承兑;西南采购,118,2024-06-28 00:00:00,1,0,2024-07-20 22:15:30,0,2024-07-20 22:15:30,,,
2024-06-28,冷水江钢铁,湖南省,二级焦,2040.00,出厂价,承兑;华北、华东采购,119,2024-06-28 00:00:00,1,0,2024-07-20 22:15:30,0,2024-07-20 22:15:30,,,
2024-06-28,湘钢,湖南省,一级焦,2060.00,出厂价,承兑;华北、华东采购,120,2024-06-28 00:00:00,1,0,2024-07-20 22:15:30,0,2024-07-20 22:15:30,,,
2024-06-21,日照钢铁,山东省,二级焦,1820.00,出厂价,承兑;山东省内采购,121,2024-06-21 00:00:00,1,0,2024-07-20 22:15:34,0,2024-07-20 22:15:34,,,
2024-06-21,日照钢铁,山东省,二级焦,1830.00,出厂价,承兑;省外采购,122,2024-06-21 00:00:00,1,0,2024-07-20 22:15:34,0,2024-07-20 22:15:34,,,
2024-06-21,潍坊钢铁,山东省,二级焦,2215.00,出厂价,承兑;华北、华东采购,123,2024-06-21 00:00:00,1,0,2024-07-20 22:15:34,0,2024-07-20 22:15:34,,,
2024-06-21,莱钢永锋,山东省,一级焦,1830.00,出厂价,承兑;,124,2024-06-21 00:00:00,1,0,2024-07-20 22:15:34,0,2024-07-20 22:15:34,,,
2024-06-21,莱钢永锋,山东省,二级焦,1780.00,出厂价,承兑;,125,2024-06-21 00:00:00,1,0,2024-07-20 22:15:34,0,2024-07-20 22:15:34,,,
2024-06-21,沙钢,江苏省,二级焦,1900.00,出厂价,承兑;华北、华东采购,126,2024-06-21 00:00:00,1,0,2024-07-20 22:15:34,0,2024-07-20 22:15:34,,,
2024-06-21,中天钢铁,江苏省,准一级焦,1930.00,出厂价,承兑;华北、华东采购,127,2024-06-21 00:00:00,1,0,2024-07-20 22:15:34,0,2024-07-20 22:15:34,,,
2024-06-21,永钢,江苏省,准一级焦,1930.00,出厂价,承兑;,128,2024-06-21 00:00:00,1,0,2024-07-20 22:15:34,0,2024-07-20 22:15:34,,,
2024-06-21,方大特钢,江西省,二级焦,1980.00,出厂价,承兑;华东采购,129,2024-06-21 00:00:00,1,0,2024-07-20 22:15:34,0,2024-07-20 22:15:34,,,
2024-06-21,福建三钢,福建省,二级焦,2160.00,出厂价,承兑;华北、华东采购,130,2024-06-21 00:00:00,1,0,2024-07-20 22:15:34,0,2024-07-20 22:15:34,,,
2024-06-21,河北敬业,河北省,二级焦,1800.00,出厂价,承兑;,131,2024-06-21 00:00:00,1,0,2024-07-20 22:15:34,0,2024-07-20 22:15:34,,,
2024-06-21,唐山宝泰,河北省,准一级焦,1920.00,出厂价,承兑;华北、西北采购,132,2024-06-21 00:00:00,1,0,2024-07-20 22:15:34,0,2024-07-20 22:15:34,,,
2024-06-21,河钢,河北省,一级焦,2060.00,出厂价,承兑;华北、西北采购,133,2024-06-21 00:00:00,1,0,2024-07-20 22:15:34,0,2024-07-20 22:15:34,,,
2024-06-21,邯钢,河北省,一级焦,1925.00,出厂价,承兑;华北、西北采购,134,2024-06-21 00:00:00,1,0,2024-07-20 22:15:34,0,2024-07-20 22:15:34,,,
2024-06-21,承德建龙,河北省,准一级焦,1890.00,出厂价,承兑;华北、西北采购,135,2024-06-21 00:00:00,1,0,2024-07-20 22:15:34,0,2024-07-20 22:15:34,,,
2024-06-21,唐山天柱,河北省,准一级焦,1910.00,出厂价,承兑;华北、西北采购,136,2024-06-21 00:00:00,1,0,2024-07-20 22:15:34,0,2024-07-20 22:15:34,,,
2024-06-21,唐山瑞丰,河北省,准一级焦,1920.00,出厂价,承兑;华北、西北采购,137,2024-06-21 00:00:00,1,0,2024-07-20 22:15:34,0,2024-07-20 22:15:34,,,
2024-06-21,唐山瑞丰,河北省,二级焦,1860.00,出厂价,承兑;华北、西北采购,138,2024-06-21 00:00:00,1,0,2024-07-20 22:15:34,0,2024-07-20 22:15:34,,,
2024-06-21,津西钢铁,河北省,准一级焦,1910.00,出厂价,承兑;华北、西北采购,139,2024-06-21 00:00:00,1,0,2024-07-20 22:15:34,0,2024-07-20 22:15:34,,,
2024-06-21,津西钢铁,河北省,二级焦,1860.00,出厂价,承兑;内蒙采购,140,2024-06-21 00:00:00,1,0,2024-07-20 22:15:34,0,2024-07-20 22:15:34,,,
2024-06-21,邢钢,河北省,准一级焦,2000.00,出厂价,承兑;华北、西北采购,141,2024-06-21 00:00:00,1,0,2024-07-20 22:15:34,0,2024-07-20 22:15:34,,,
2024-06-21,文丰钢铁,河北省,准二级焦,1820.00,出厂价,承兑;,142,2024-06-21 00:00:00,1,0,2024-07-20 22:15:34,0,2024-07-20 22:15:34,,,
2024-06-21,新兴铸管,河北省,二级焦,1760.00,出厂价,承兑;华北、西北采购,143,2024-06-21 00:00:00,1,0,2024-07-20 22:15:34,0,2024-07-20 22:15:34,,,
2024-06-21,凌钢,辽宁省,二级焦,1830.00,出厂价,承兑;华北采购,144,2024-06-21 00:00:00,1,0,2024-07-20 22:15:34,0,2024-07-20 22:15:34,,,
2024-06-21,营口中板,辽宁省,一级焦,1920.00,出厂价,承兑;东北采购,145,2024-06-21 00:00:00,1,0,2024-07-20 22:15:34,0,2024-07-20 22:15:34,,,
2024-06-21,营口中板,辽宁省,二级焦,1870.00,出厂价,承兑;东北采购,146,2024-06-21 00:00:00,1,0,2024-07-20 22:15:34,0,2024-07-20 22:15:34,,,
2024-06-21,新抚钢,辽宁省,二级焦,2008.00,出厂价,承兑;东北采购,147,2024-06-21 00:00:00,1,0,2024-07-20 22:15:34,0,2024-07-20 22:15:34,,,
