时间,累计值(亿元),累计增长(%),_ID,_DATA_TIME,_ACTIVE,_CREATE_ID,_CREATE_TIME,_UPDATE_ID,_UPDATE_TIME,_REMARK,_CHANGE_LOG,_RESERVE
2024-06,,12.50,1,2024-06-30 00:00:00,1,0,2024-07-20 14:10:23,0,2024-07-20 14:10:23,,,
2024-05,,6.80,2,2024-05-31 00:00:00,1,0,2024-07-20 14:10:23,0,2024-07-20 14:10:23,,,
2024-04,,18.70,3,2024-04-30 00:00:00,1,0,2024-07-20 14:10:23,0,2024-07-20 14:10:23,,,
2024-03,,14.60,4,2024-03-31 00:00:00,1,0,2024-07-20 14:10:23,0,2024-07-20 14:10:23,,,
2024-02,,-2.70,5,2024-02-29 00:00:00,1,0,2024-07-20 14:10:23,0,2024-07-20 14:10:23,,,
2023-12,,3.30,6,2023-12-31 00:00:00,1,0,2024-07-20 14:10:23,0,2024-07-20 14:10:23,,,
2023-11,,6.70,7,2023-11-30 00:00:00,1,0,2024-07-20 14:10:23,0,2024-07-20 14:10:23,,,
2023-10,,3.30,8,2023-10-31 00:00:00,1,0,2024-07-20 14:10:23,0,2024-07-20 14:10:23,,,
2023-09,,5.70,9,2023-09-30 00:00:00,1,0,2024-07-20 14:10:23,0,2024-07-20 14:10:23,,,
2023-08,,5.10,10,2023-08-31 00:00:00,1,0,2024-07-20 14:10:23,0,2024-07-20 14:10:23,,,
2023-07,,3.30,11,2023-07-31 00:00:00,1,0,2024-07-20 14:10:23,0,2024-07-20 14:10:23,,,
2023-06,,2.10,12,2023-06-30 00:00:00,1,0,2024-07-20 14:10:23,0,2024-07-20 14:10:23,,,
2023-05,,7.20,13,2023-05-31 00:00:00,1,0,2024-07-20 14:10:23,0,2024-07-20 14:10:23,,,
2023-04,,2.80,14,2023-04-30 00:00:00,1,0,2024-07-20 14:10:23,0,2024-07-20 14:10:23,,,
2023-03,,6.80,15,2023-03-31 00:00:00,1,0,2024-07-20 14:10:23,0,2024-07-20 14:10:23,,,
2023-02,,15.30,16,2023-02-28 00:00:00,1,0,2024-07-20 14:10:23,0,2024-07-20 14:10:23,,,
2022-12,,39.00,17,2022-12-31 00:00:00,1,0,2024-07-20 14:10:23,0,2024-07-20 14:10:23,,,
2022-11,,42.70,18,2022-11-30 00:00:00,1,0,2024-07-20 14:10:23,0,2024-07-20 14:10:23,,,
2022-10,,47.00,19,2022-10-31 00:00:00,1,0,2024-07-20 14:10:23,0,2024-07-20 14:10:23,,,
2022-09,,46.60,20,2022-09-30 00:00:00,1,0,2024-07-20 14:10:23,0,2024-07-20 14:10:23,,,
2022-08,,46.30,21,2022-08-31 00:00:00,1,0,2024-07-20 14:10:23,0,2024-07-20 14:10:23,,,
