时间,累计值(亿元),累计增长(%),_ID,_DATA_TIME,_ACTIVE,_CREATE_ID,_CREATE_TIME,_UPDATE_ID,_UPDATE_TIME,_REMARK,_CHANGE_LOG,_RESERVE
2022-07,,54.00,22,2022-07-31 00:00:00,1,0,2024-07-20 14:10:23,0,2024-07-20 14:10:23,,,
2022-06,,58.50,23,2022-06-30 00:00:00,1,0,2024-07-20 14:10:23,0,2024-07-20 14:10:23,,,
2022-05,,62.40,24,2022-05-31 00:00:00,1,0,2024-07-20 14:10:23,0,2024-07-20 14:10:23,,,
2022-04,,67.50,25,2022-04-30 00:00:00,1,0,2024-07-20 14:10:23,0,2024-07-20 14:10:23,,,
2022-03,,59.40,26,2022-03-31 00:00:00,1,0,2024-07-20 14:10:23,0,2024-07-20 14:10:23,,,
2022-02,,61.30,27,2022-02-28 00:00:00,1,0,2024-07-20 14:10:23,0,2024-07-20 14:10:23,,,
2021-12,,9.20,28,2021-12-31 00:00:00,1,0,2024-07-20 14:10:23,0,2024-07-20 14:10:23,,,
2021-11,,4.70,29,2021-11-30 00:00:00,1,0,2024-07-20 14:10:23,0,2024-07-20 14:10:23,,,
2021-10,,1.50,30,2021-10-31 00:00:00,1,0,2024-07-20 14:10:23,0,2024-07-20 14:10:23,,,
2021-09,,3.20,31,2021-09-30 00:00:00,1,0,2024-07-20 14:10:27,0,2024-07-20 14:10:27,,,
2021-08,,1.70,32,2021-08-31 00:00:00,1,0,2024-07-20 14:10:27,0,2024-07-20 14:10:27,,,
2021-07,,1.50,33,2021-07-31 00:00:00,1,0,2024-07-20 14:10:27,0,2024-07-20 14:10:27,,,
2021-06,,6.40,34,2021-06-30 00:00:00,1,0,2024-07-20 14:10:27,0,2024-07-20 14:10:27,,,
2021-05,,9.10,35,2021-05-31 00:00:00,1,0,2024-07-20 14:10:27,0,2024-07-20 14:10:27,,,
2021-04,,7.30,36,2021-04-30 00:00:00,1,0,2024-07-20 14:10:27,0,2024-07-20 14:10:27,,,
2021-03,,7.80,37,2021-03-31 00:00:00,1,0,2024-07-20 14:10:27,0,2024-07-20 14:10:27,,,
2021-02,,31.00,38,2021-02-28 00:00:00,1,0,2024-07-20 14:10:27,0,2024-07-20 14:10:27,,,
2020-12,,-15.40,39,2020-12-31 00:00:00,1,0,2024-07-20 14:10:27,0,2024-07-20 14:10:27,,,
2020-11,,-12.20,40,2020-11-30 00:00:00,1,0,2024-07-20 14:10:27,0,2024-07-20 14:10:27,,,
2020-10,,-12.90,41,2020-10-31 00:00:00,1,0,2024-07-20 14:10:27,0,2024-07-20 14:10:27,,,
2020-09,,-13.00,42,2020-09-30 00:00:00,1,0,2024-07-20 14:10:27,0,2024-07-20 14:10:27,,,
2020-08,,-11.10,43,2020-08-31 00:00:00,1,0,2024-07-20 14:10:27,0,2024-07-20 14:10:27,,,
2020-07,,-7.20,44,2020-07-31 00:00:00,1,0,2024-07-20 14:10:27,0,2024-07-20 14:10:27,,,
2020-06,,-9.30,45,2020-06-30 00:00:00,1,0,2024-07-20 14:10:27,0,2024-07-20 14:10:27,,,
2020-05,,-3.10,46,2020-05-31 00:00:00,1,0,2024-07-20 14:10:27,0,2024-07-20 14:10:27,,,
2020-04,,-0.40,47,2020-04-30 00:00:00,1,0,2024-07-20 14:10:27,0,2024-07-20 14:10:27,,,
2020-03,,-0.20,48,2020-03-31 00:00:00,1,0,2024-07-20 14:10:27,0,2024-07-20 14:10:27,,,
2020-02,,-6.70,49,2020-02-29 00:00:00,1,0,2024-07-20 14:10:27,0,2024-07-20 14:10:27,,,
2019-12,,36.00,50,2019-12-31 00:00:00,1,0,2024-07-20 14:10:27,0,2024-07-20 14:10:27,,,
2019-11,,31.30,51,2019-11-30 00:00:00,1,0,2024-07-20 14:10:27,0,2024-07-20 14:10:27,,,
2019-10,,32.80,52,2019-10-31 00:00:00,1,0,2024-07-20 14:10:27,0,2024-07-20 14:10:27,,,
2019-09,,31.10,53,2019-09-30 00:00:00,1,0,2024-07-20 14:10:27,0,2024-07-20 14:10:27,,,
2019-08,,32.20,54,2019-08-31 00:00:00,1,0,2024-07-20 14:10:27,0,2024-07-20 14:10:27,,,
2019-07,,26.10,55,2019-07-31 00:00:00,1,0,2024-07-20 14:10:27,0,2024-07-20 14:10:27,,,
2019-06,,27.60,56,2019-06-30 00:00:00,1,0,2024-07-20 14:10:27,0,2024-07-20 14:10:27,,,
2019-05,,9.50,57,2019-05-31 00:00:00,1,0,2024-07-20 14:10:27,0,2024-07-20 14:10:27,,,
2019-04,,8.50,58,2019-04-30 00:00:00,1,0,2024-07-20 14:10:27,0,2024-07-20 14:10:27,,,
2019-03,,11.80,59,2019-03-31 00:00:00,1,0,2024-07-20 14:10:27,0,2024-07-20 14:10:27,,,
2019-02,,-0.70,60,2019-02-28 00:00:00,1,0,2024-07-20 14:10:27,0,2024-07-20 14:10:27,,,
2018-12,,14.80,61,2018-12-31 00:00:00,1,0,2024-07-20 14:10:30,0,2024-07-20 14:10:30,,,
2018-11,,17.30,62,2018-11-30 00:00:00,1,0,2024-07-20 14:10:30,0,2024-07-20 14:10:30,,,
2018-10,,16.70,63,2018-10-31 00:00:00,1,0,2024-07-20 14:10:30,0,2024-07-20 14:10:30,,,
2018-09,,11.90,64,2018-09-30 00:00:00,1,0,2024-07-20 14:10:30,0,2024-07-20 14:10:30,,,
2018-08,,9.00,65,2018-08-31 00:00:00,1,0,2024-07-20 14:10:30,0,2024-07-20 14:10:30,,,
2018-07,,1.90,66,2018-07-31 00:00:00,1,0,2024-07-20 14:10:30,0,2024-07-20 14:10:30,,,
2018-06,,4.80,67,2018-06-30 00:00:00,1,0,2024-07-20 14:10:30,0,2024-07-20 14:10:30,,,
2018-05,,-8.80,68,2018-05-31 00:00:00,1,0,2024-07-20 14:10:30,0,2024-07-20 14:10:30,,,
2018-04,,-11.10,69,2018-04-30 00:00:00,1,0,2024-07-20 14:10:30,0,2024-07-20 14:10:30,,,
2018-03,,-10.90,70,2018-03-31 00:00:00,1,0,2024-07-20 14:10:30,0,2024-07-20 14:10:30,,,
2018-02,,60.30,71,2018-02-28 00:00:00,1,0,2024-07-20 14:10:30,0,2024-07-20 14:10:30,,,
2017-12,1471.00,-20.40,72,2017-12-31 00:00:00,1,0,2024-07-20 14:10:30,0,2024-07-20 14:10:30,,,
2017-11,1356.00,-19.00,73,2017-11-30 00:00:00,1,0,2024-07-20 14:10:30,0,2024-07-20 14:10:30,,,
2017-10,1215.00,-18.30,74,2017-10-31 00:00:00,1,0,2024-07-20 14:10:30,0,2024-07-20 14:10:30,,,
2017-09,1102.00,-17.60,75,2017-09-30 00:00:00,1,0,2024-07-20 14:10:30,0,2024-07-20 14:10:30,,,
2017-08,913.00,-8.20,76,2017-08-31 00:00:00,1,0,2024-07-20 14:10:30,0,2024-07-20 14:10:30,,,
2017-07,775.00,-7.90,77,2017-07-31 00:00:00,1,0,2024-07-20 14:10:30,0,2024-07-20 14:10:30,,,
2017-06,588.14,-10.30,78,2017-06-30 00:00:00,1,0,2024-07-20 14:10:30,0,2024-07-20 14:10:30,,,
2017-05,374.77,-18.70,79,2017-05-31 00:00:00,1,0,2024-07-20 14:10:30,0,2024-07-20 14:10:30,,,
2017-04,255.31,-17.20,80,2017-04-30 00:00:00,1,0,2024-07-20 14:10:30,0,2024-07-20 14:10:30,,,
2017-03,143.73,-24.00,81,2017-03-31 00:00:00,1,0,2024-07-20 14:10:30,0,2024-07-20 14:10:30,,,
2017-02,47.83,-28.60,82,2017-02-28 00:00:00,1,0,2024-07-20 14:10:30,0,2024-07-20 14:10:30,,,
2024-09,,-3.30,137,2024-09-30 00:00:00,1,0,2024-11-07 01:47:08,0,2024-11-07 01:47:08,,,
2024-08,,-0.20,138,2024-08-31 00:00:00,1,0,2024-11-07 01:47:08,0,2024-11-07 01:47:08,,,
2024-07,,3.10,139,2024-07-31 00:00:00,1,0,2024-11-07 01:47:08,0,2024-11-07 01:47:08,,,
2024-10,,2.50,140,2024-10-31 00:00:00,1,0,2024-11-20 23:16:38,0,2024-11-20 23:16:38,,,
2024-11,,2.00,141,2024-11-30 00:00:00,1,0,2024-12-19 23:16:00,0,2024-12-19 23:16:00,,,
2024-12,,4.00,142,2024-12-31 00:00:00,1,0,2025-01-21 23:16:09,0,2025-01-21 23:16:09,,,
2025-02,,18.80,143,2025-02-28 00:00:00,1,0,2025-03-20 23:16:20,0,2025-03-20 23:16:20,,,
2025-03,,15.10,144,2025-03-31 00:00:00,1,0,2025-04-20 23:02:08,0,2025-04-20 23:02:08,,,
2025-04,,12.60,145,2025-04-30 00:00:00,1,0,2025-05-20 23:16:28,0,2025-05-20 23:16:28,,,
2025-05,,19.20,146,2025-05-31 00:00:00,1,0,2025-06-20 23:17:22,0,2025-06-20 23:17:22,,,
2025-06,,16.70,147,2025-06-30 00:00:00,1,0,2025-07-18 23:16:54,0,2025-07-18 23:16:54,,,
2025-07,,16.10,148,2025-07-31 00:00:00,1,0,2025-08-19 23:16:19,0,2025-08-19 23:16:19,,,
