时间,项目名称,当月值(亿千瓦时),同比增长(%),累计值(亿千瓦时),累计增长(%),_ID,_DATA_TIME,_ACTIVE,_CREATE_ID,_CREATE_TIME,_UPDATE_ID,_UPDATE_TIME,_REMARK,_CHANGE_LOG,_RESERVE
2024-05,城乡居民生活用电量,924.00,5.50,5592.00,9.90,1,2024-05-31 00:00:00,1,0,2024-07-20 16:01:47,0,2024-07-20 16:01:47,,,
2024-04,城乡居民生活用电量,875.00,5.90,4669.00,10.80,2,2024-04-30 00:00:00,1,0,2024-07-20 16:01:47,0,2024-07-20 16:01:47,,,
2024-03,城乡居民生活用电量,1060.00,15.80,3794.00,12.00,3,2024-03-31 00:00:00,1,0,2024-07-20 16:01:47,0,2024-07-20 16:01:47,,,
2024-02,城乡居民生活用电量,,,2735.00,10.50,4,2024-02-29 00:00:00,1,0,2024-07-20 16:01:47,0,2024-07-20 16:01:47,,,
2023-12,城乡居民生活用电量,,,13524.00,0.90,5,2023-12-31 00:00:00,1,0,2024-07-20 16:01:47,0,2024-07-20 16:01:47,,,
2023-11,城乡居民生活用电量,936.00,10.00,12206.00,1.10,6,2023-11-30 00:00:00,1,0,2024-07-20 16:01:47,0,2024-07-20 16:01:47,,,
2023-10,城乡居民生活用电量,862.00,-0.70,11271.00,0.40,7,2023-10-31 00:00:00,1,0,2024-07-20 16:01:47,0,2024-07-20 16:01:47,,,
2023-09,城乡居民生活用电量,1035.00,6.60,10412.00,0.50,8,2023-09-30 00:00:00,1,0,2024-07-20 16:01:47,0,2024-07-20 16:01:47,,,
2023-08,城乡居民生活用电量,1550.00,-9.90,9377.00,-0.10,9,2023-08-31 00:00:00,1,0,2024-07-20 16:01:47,0,2024-07-20 16:01:47,,,
2023-07,城乡居民生活用电量,1631.00,5.10,7827.00,2.10,10,2023-07-31 00:00:00,1,0,2024-07-20 16:01:47,0,2024-07-20 16:01:47,,,
2023-06,城乡居民生活用电量,1108.00,2.20,6197.00,1.30,11,2023-06-30 00:00:00,1,0,2024-07-20 16:01:47,0,2024-07-20 16:01:47,,,
2023-05,城乡居民生活用电量,875.70,8.20,5089.60,1.10,12,2023-05-31 00:00:00,1,0,2024-07-20 16:01:47,0,2024-07-20 16:01:47,,,
2023-04,城乡居民生活用电量,844.00,0.90,4268.00,0.30,13,2023-04-30 00:00:00,1,0,2024-07-20 16:01:47,0,2024-07-20 16:01:47,,,
2023-03,城乡居民生活用电量,955.00,-5.70,3424.00,0.20,14,2023-03-31 00:00:00,1,0,2024-07-20 16:01:47,0,2024-07-20 16:01:47,,,
2023-02,城乡居民生活用电量,,,2469.00,2.70,15,2023-02-28 00:00:00,1,0,2024-07-20 16:01:47,0,2024-07-20 16:01:47,,,
2022-12,城乡居民生活用电量,,,13366.00,13.80,16,2022-12-31 00:00:00,1,0,2024-07-20 16:01:47,0,2024-07-20 16:01:47,,,
2022-11,城乡居民生活用电量,854.00,4.20,12101.00,12.00,17,2022-11-30 00:00:00,1,0,2024-07-20 16:01:47,0,2024-07-20 16:01:47,,,
2022-10,城乡居民生活用电量,916.00,3.30,11247.00,12.60,18,2022-10-31 00:00:00,1,0,2024-07-20 16:01:47,0,2024-07-20 16:01:47,,,
2022-09,城乡居民生活用电量,1077.00,-2.80,10331.00,13.50,19,2022-09-30 00:00:00,1,0,2024-07-20 16:01:47,0,2024-07-20 16:01:47,,,
2022-08,城乡居民生活用电量,1669.00,33.50,9255.00,15.80,20,2022-08-31 00:00:00,1,0,2024-07-20 16:01:47,0,2024-07-20 16:01:47,,,
2022-07,城乡居民生活用电量,1480.00,26.80,7586.00,12.50,21,2022-07-31 00:00:00,1,0,2024-07-20 16:01:47,0,2024-07-20 16:01:47,,,
2022-06,城乡居民生活用电量,1046.00,17.70,6112.00,9.60,22,2022-06-30 00:00:00,1,0,2024-07-20 16:01:47,0,2024-07-20 16:01:47,,,
2022-05,城乡居民生活用电量,817.00,-2.40,5066.00,8.10,23,2022-05-31 00:00:00,1,0,2024-07-20 16:01:47,0,2024-07-20 16:01:47,,,
2022-04,城乡居民生活用电量,837.00,5.50,4254.00,10.50,24,2022-04-30 00:00:00,1,0,2024-07-20 16:01:47,0,2024-07-20 16:01:47,,,
2022-03,城乡居民生活用电量,1013.00,8.80,3417.00,11.80,25,2022-03-31 00:00:00,1,0,2024-07-20 16:01:47,0,2024-07-20 16:01:47,,,
2022-02,城乡居民生活用电量,1220.00,24.80,2403.00,13.10,26,2022-02-28 00:00:00,1,0,2024-07-20 16:01:47,0,2024-07-20 16:01:47,,,
2021-12,城乡居民生活用电量,,,11743.00,7.30,27,2021-12-31 00:00:00,1,0,2024-07-20 16:01:47,0,2024-07-20 16:01:47,,,
2021-11,城乡居民生活用电量,817.00,9.50,10790.00,7.50,28,2021-11-30 00:00:00,1,0,2024-07-20 16:01:47,0,2024-07-20 16:01:47,,,
2021-10,城乡居民生活用电量,886.00,11.10,9974.00,7.40,29,2021-10-31 00:00:00,1,0,2024-07-20 16:01:47,0,2024-07-20 16:01:47,,,
2021-09,城乡居民生活用电量,1107.00,3.70,9088.00,7.00,30,2021-09-30 00:00:00,1,0,2024-07-20 16:01:47,0,2024-07-20 16:01:47,,,
2021-08,城乡居民生活用电量,1249.00,12.50,7982.00,7.50,31,2021-08-31 00:00:00,1,0,2024-07-20 16:01:50,0,2024-07-20 16:01:50,,,
2021-07,城乡居民生活用电量,1166.00,18.30,6733.00,6.60,32,2021-07-31 00:00:00,1,0,2024-07-20 16:01:50,0,2024-07-20 16:01:50,,,
2021-06,城乡居民生活用电量,887.00,6.80,5568.00,4.50,33,2021-06-30 00:00:00,1,0,2024-07-20 16:01:50,0,2024-07-20 16:01:50,,,
2021-05,城乡居民生活用电量,836.00,5.60,4681.00,4.10,34,2021-05-31 00:00:00,1,0,2024-07-20 16:01:50,0,2024-07-20 16:01:50,,,
2021-04,城乡居民生活用电量,792.00,-0.90,3845.00,3.80,35,2021-04-30 00:00:00,1,0,2024-07-20 16:01:50,0,2024-07-20 16:01:50,,,
2021-03,城乡居民生活用电量,930.00,-5.30,3053.00,4.70,36,2021-03-31 00:00:00,1,0,2024-07-20 16:01:50,0,2024-07-20 16:01:50,,,
2021-02,城乡居民生活用电量,977.00,2.10,2121.00,10.00,37,2021-02-28 00:00:00,1,0,2024-07-20 16:01:50,0,2024-07-20 16:01:50,,,
2020-12,城乡居民生活用电量,,,10949.00,6.90,38,2020-12-31 00:00:00,1,0,2024-07-20 16:01:50,0,2024-07-20 16:01:50,,,
2020-11,城乡居民生活用电量,746.00,7.30,10034.00,6.00,39,2020-11-30 00:00:00,1,0,2024-07-20 16:01:50,0,2024-07-20 16:01:50,,,
2020-10,城乡居民生活用电量,800.00,4.00,9298.00,5.90,40,2020-10-31 00:00:00,1,0,2024-07-20 16:01:50,0,2024-07-20 16:01:50,,,
2020-09,城乡居民生活用电量,1099.00,4.00,8498.00,6.00,41,2020-09-30 00:00:00,1,0,2024-07-20 16:01:50,0,2024-07-20 16:01:50,,,
2020-08,城乡居民生活用电量,1083.00,-1.20,7399.00,6.30,42,2020-08-31 00:00:00,1,0,2024-07-20 16:01:50,0,2024-07-20 16:01:50,,,
2020-07,城乡居民生活用电量,982.00,13.80,6314.00,7.70,43,2020-07-31 00:00:00,1,0,2024-07-20 16:01:50,0,2024-07-20 16:01:50,,,
