时间,本期(美元/吨),上期(美元/吨),环比增减(美元/吨),环比增幅(%),_ID,_DATA_TIME,_ACTIVE,_CREATE_ID,_CREATE_TIME,_UPDATE_ID,_UPDATE_TIME,_REMARK,_CHANGE_LOG,_RESERVE
2023-11-24,113.50,113.50,0.00,0.00,34,2023-11-24 00:00:00,1,0,2024-07-20 06:30:55,0,2024-07-20 06:30:55,,,
2023-11-17,113.50,113.50,0.00,0.00,35,2023-11-17 00:00:00,1,0,2024-07-20 06:30:55,0,2024-07-20 06:30:55,,,
2023-11-10,113.50,113.50,0.00,0.00,36,2023-11-10 00:00:00,1,0,2024-07-20 06:30:55,0,2024-07-20 06:30:55,,,
2023-11-03,113.50,113.50,0.00,0.00,37,2023-11-03 00:00:00,1,0,2024-07-20 06:30:55,0,2024-07-20 06:30:55,,,
2023-10-27,113.50,113.50,0.00,0.00,38,2023-10-27 00:00:00,1,0,2024-07-20 06:30:55,0,2024-07-20 06:30:55,,,
2023-10-20,113.50,113.50,0.00,0.00,39,2023-10-20 00:00:00,1,0,2024-07-20 06:30:55,0,2024-07-20 06:30:55,,,
2023-10-13,113.50,113.50,0.00,0.00,40,2023-10-13 00:00:00,1,0,2024-07-20 06:30:55,0,2024-07-20 06:30:55,,,
2023-10-06,113.50,113.50,0.00,0.00,41,2023-10-06 00:00:00,1,0,2024-07-20 06:30:55,0,2024-07-20 06:30:55,,,
2023-09-29,113.50,113.50,0.00,0.00,42,2023-09-29 00:00:00,1,0,2024-07-20 06:30:55,0,2024-07-20 06:30:55,,,
2023-09-22,113.50,113.50,0.00,0.00,43,2023-09-22 00:00:00,1,0,2024-07-20 06:30:55,0,2024-07-20 06:30:55,,,
2023-09-15,113.50,113.50,0.00,0.00,44,2023-09-15 00:00:00,1,0,2024-07-20 06:30:55,0,2024-07-20 06:30:55,,,
2023-09-08,113.50,113.50,0.00,0.00,45,2023-09-08 00:00:00,1,0,2024-07-20 06:30:55,0,2024-07-20 06:30:55,,,
2023-09-01,113.50,113.50,0.00,0.00,46,2023-09-01 00:00:00,1,0,2024-07-20 06:30:55,0,2024-07-20 06:30:55,,,
2023-08-25,113.50,113.50,0.00,0.00,47,2023-08-25 00:00:00,1,0,2024-07-20 06:30:55,0,2024-07-20 06:30:55,,,
2023-08-18,113.50,113.50,0.00,0.00,48,2023-08-18 00:00:00,1,0,2024-07-20 06:30:55,0,2024-07-20 06:30:55,,,
2023-08-11,113.50,102.50,11.00,10.73,49,2023-08-11 00:00:00,1,0,2024-07-20 06:30:55,0,2024-07-20 06:30:55,,,
2023-08-04,102.50,110.10,-7.60,-6.90,50,2023-08-04 00:00:00,1,0,2024-07-20 06:30:55,0,2024-07-20 06:30:55,,,
2023-07-28,110.10,97.50,12.60,12.92,51,2023-07-28 00:00:00,1,0,2024-07-20 06:30:55,0,2024-07-20 06:30:55,,,
2023-07-21,97.50,96.90,0.60,0.62,52,2023-07-21 00:00:00,1,0,2024-07-20 06:30:55,0,2024-07-20 06:30:55,,,
2023-07-14,96.90,96.00,0.90,0.94,53,2023-07-14 00:00:00,1,0,2024-07-20 06:30:55,0,2024-07-20 06:30:55,,,
2023-07-07,96.00,96.00,0.00,0.00,54,2023-07-07 00:00:00,1,0,2024-07-20 06:30:55,0,2024-07-20 06:30:55,,,
2023-06-30,96.00,96.00,0.00,0.00,55,2023-06-30 00:00:00,1,0,2024-07-20 06:30:55,0,2024-07-20 06:30:55,,,
2023-06-23,96.00,96.00,0.00,0.00,56,2023-06-23 00:00:00,1,0,2024-07-20 06:30:55,0,2024-07-20 06:30:55,,,
2023-06-16,96.00,96.00,0.00,0.00,57,2023-06-16 00:00:00,1,0,2024-07-20 06:30:55,0,2024-07-20 06:30:55,,,
2023-06-09,96.00,108.80,-12.80,-11.76,58,2023-06-09 00:00:00,1,0,2024-07-20 06:30:55,0,2024-07-20 06:30:55,,,
2023-06-02,108.80,120.00,-11.20,-9.33,59,2023-06-02 00:00:00,1,0,2024-07-20 06:30:55,0,2024-07-20 06:30:55,,,
2023-05-12,120.00,139.60,-19.60,-14.04,60,2023-05-12 00:00:00,1,0,2024-07-20 06:30:55,0,2024-07-20 06:30:55,,,
2023-05-05,139.60,142.50,-2.90,-2.04,61,2023-05-05 00:00:00,1,0,2024-07-20 06:30:59,0,2024-07-20 06:30:59,,,
2023-04-28,142.50,142.50,0.00,0.00,62,2023-04-28 00:00:00,1,0,2024-07-20 06:30:59,0,2024-07-20 06:30:59,,,
2023-04-21,142.50,142.50,0.00,0.00,63,2023-04-21 00:00:00,1,0,2024-07-20 06:30:59,0,2024-07-20 06:30:59,,,
2023-04-14,142.50,142.30,0.20,0.14,64,2023-04-14 00:00:00,1,0,2024-07-20 06:30:59,0,2024-07-20 06:30:59,,,
2023-04-07,142.30,142.00,0.30,0.21,65,2023-04-07 00:00:00,1,0,2024-07-20 06:30:59,0,2024-07-20 06:30:59,,,
2023-03-31,142.00,142.00,0.00,0.00,66,2023-03-31 00:00:00,1,0,2024-07-20 06:30:59,0,2024-07-20 06:30:59,,,
2023-03-24,142.00,142.00,0.00,0.00,67,2023-03-24 00:00:00,1,0,2024-07-20 06:30:59,0,2024-07-20 06:30:59,,,
2023-03-17,142.00,142.00,0.00,0.00,68,2023-03-17 00:00:00,1,0,2024-07-20 06:30:59,0,2024-07-20 06:30:59,,,
2023-03-10,142.00,161.30,-19.30,-11.97,69,2023-03-10 00:00:00,1,0,2024-07-20 06:30:59,0,2024-07-20 06:30:59,,,
2023-03-03,161.30,238.50,-77.20,-32.37,70,2023-03-03 00:00:00,1,0,2024-07-20 06:30:59,0,2024-07-20 06:30:59,,,
2023-02-24,238.50,238.50,0.00,0.00,71,2023-02-24 00:00:00,1,0,2024-07-20 06:30:59,0,2024-07-20 06:30:59,,,
2023-02-17,238.50,238.50,0.00,0.00,72,2023-02-17 00:00:00,1,0,2024-07-20 06:30:59,0,2024-07-20 06:30:59,,,
2023-02-10,238.50,238.50,0.00,0.00,73,2023-02-10 00:00:00,1,0,2024-07-20 06:30:59,0,2024-07-20 06:30:59,,,
2023-02-03,238.50,238.50,0.00,0.00,74,2023-02-03 00:00:00,1,0,2024-07-20 06:30:59,0,2024-07-20 06:30:59,,,
2023-01-27,238.50,238.50,0.00,0.00,75,2023-01-27 00:00:00,1,0,2024-07-20 06:30:59,0,2024-07-20 06:30:59,,,
2023-01-20,238.50,238.50,0.00,0.00,76,2023-01-20 00:00:00,1,0,2024-07-20 06:30:59,0,2024-07-20 06:30:59,,,
2023-01-13,238.50,238.50,0.00,0.00,77,2023-01-13 00:00:00,1,0,2024-07-20 06:30:59,0,2024-07-20 06:30:59,,,
2023-01-06,238.50,238.50,0.00,0.00,78,2023-01-06 00:00:00,1,0,2024-07-20 06:30:59,0,2024-07-20 06:30:59,,,
2022-12-23,238.50,238.50,0.00,0.00,79,2022-12-23 00:00:00,1,0,2024-07-20 06:30:59,0,2024-07-20 06:30:59,,,
2022-12-16,238.50,238.50,0.00,0.00,80,2022-12-16 00:00:00,1,0,2024-07-20 06:30:59,0,2024-07-20 06:30:59,,,
2022-12-09,238.50,238.50,0.00,0.00,81,2022-12-09 00:00:00,1,0,2024-07-20 06:30:59,0,2024-07-20 06:30:59,,,
2022-12-02,238.50,255.80,-17.30,-6.76,82,2022-12-02 00:00:00,1,0,2024-07-20 06:30:59,0,2024-07-20 06:30:59,,,
2022-11-25,255.80,325.00,-69.20,-21.29,83,2022-11-25 00:00:00,1,0,2024-07-20 06:30:59,0,2024-07-20 06:30:59,,,
2022-11-18,325.00,325.00,0.00,0.00,84,2022-11-18 00:00:00,1,0,2024-07-20 06:30:59,0,2024-07-20 06:30:59,,,
2022-11-11,325.00,325.00,0.00,0.00,85,2022-11-11 00:00:00,1,0,2024-07-20 06:30:59,0,2024-07-20 06:30:59,,,
2022-11-04,325.00,325.00,0.00,0.00,86,2022-11-04 00:00:00,1,0,2024-07-20 06:30:59,0,2024-07-20 06:30:59,,,
2022-10-28,325.00,325.00,0.00,0.00,87,2022-10-28 00:00:00,1,0,2024-07-20 06:30:59,0,2024-07-20 06:30:59,,,
2022-10-21,325.00,325.00,0.00,0.00,88,2022-10-21 00:00:00,1,0,2024-07-20 06:30:59,0,2024-07-20 06:30:59,,,
2022-10-14,325.00,325.00,0.00,0.00,89,2022-10-14 00:00:00,1,0,2024-07-20 06:30:59,0,2024-07-20 06:30:59,,,
2022-10-07,325.00,325.00,0.00,0.00,90,2022-10-07 00:00:00,1,0,2024-07-20 06:30:59,0,2024-07-20 06:30:59,,,
2022-09-30,325.00,325.00,0.00,0.00,91,2022-09-30 00:00:00,1,0,2024-07-20 06:31:02,0,2024-07-20 06:31:02,,,
2022-09-23,325.00,325.00,0.00,0.00,92,2022-09-23 00:00:00,1,0,2024-07-20 06:31:02,0,2024-07-20 06:31:02,,,
2022-09-16,325.00,325.00,0.00,0.00,93,2022-09-16 00:00:00,1,0,2024-07-20 06:31:02,0,2024-07-20 06:31:02,,,
2022-09-09,325.00,325.00,0.00,0.00,94,2022-09-09 00:00:00,1,0,2024-07-20 06:31:02,0,2024-07-20 06:31:02,,,
2022-09-02,325.00,325.00,0.00,0.00,95,2022-09-02 00:00:00,1,0,2024-07-20 06:31:02,0,2024-07-20 06:31:02,,,
2022-08-26,325.00,325.00,0.00,0.00,96,2022-08-26 00:00:00,1,0,2024-07-20 06:31:02,0,2024-07-20 06:31:02,,,
2022-08-19,325.00,326.00,-1.00,-0.31,97,2022-08-19 00:00:00,1,0,2024-07-20 06:31:02,0,2024-07-20 06:31:02,,,
2022-08-12,326.00,343.00,-17.00,-4.96,98,2022-08-12 00:00:00,1,0,2024-07-20 06:31:02,0,2024-07-20 06:31:02,,,
2022-08-05,343.00,362.40,-19.40,-5.35,99,2022-08-05 00:00:00,1,0,2024-07-20 06:31:02,0,2024-07-20 06:31:02,,,
2022-07-29,362.40,367.70,-5.30,-1.44,100,2022-07-29 00:00:00,1,0,2024-07-20 06:31:02,0,2024-07-20 06:31:02,,,
2022-07-22,367.70,397.70,-30.00,-7.54,101,2022-07-22 00:00:00,1,0,2024-07-20 06:31:02,0,2024-07-20 06:31:02,,,
2022-07-15,397.70,386.00,11.70,3.03,102,2022-07-15 00:00:00,1,0,2024-07-20 06:31:02,0,2024-07-20 06:31:02,,,
2022-07-08,386.00,384.60,1.40,0.36,103,2022-07-08 00:00:00,1,0,2024-07-20 06:31:02,0,2024-07-20 06:31:02,,,
2022-07-01,384.60,408.90,-24.30,-5.94,104,2022-07-01 00:00:00,1,0,2024-07-20 06:31:02,0,2024-07-20 06:31:02,,,
2022-06-24,408.90,355.50,53.40,15.02,105,2022-06-24 00:00:00,1,0,2024-07-20 06:31:02,0,2024-07-20 06:31:02,,,
2022-06-17,355.50,336.80,18.70,5.55,106,2022-06-17 00:00:00,1,0,2024-07-20 06:31:02,0,2024-07-20 06:31:02,,,
2022-06-10,336.80,320.00,16.80,5.25,107,2022-06-10 00:00:00,1,0,2024-07-20 06:31:02,0,2024-07-20 06:31:02,,,
2022-06-03,320.00,320.00,0.00,0.00,108,2022-06-03 00:00:00,1,0,2024-07-20 06:31:02,0,2024-07-20 06:31:02,,,
2022-05-27,320.00,320.00,0.00,0.00,109,2022-05-27 00:00:00,1,0,2024-07-20 06:31:02,0,2024-07-20 06:31:02,,,
2022-05-20,320.00,323.00,-3.00,-0.93,110,2022-05-20 00:00:00,1,0,2024-07-20 06:31:02,0,2024-07-20 06:31:02,,,
2022-05-13,323.00,306.00,17.00,5.56,111,2022-05-13 00:00:00,1,0,2024-07-20 06:31:02,0,2024-07-20 06:31:02,,,
2022-05-06,306.00,308.00,-2.00,-0.65,112,2022-05-06 00:00:00,1,0,2024-07-20 06:31:02,0,2024-07-20 06:31:02,,,
2022-04-29,308.00,348.30,-40.30,-11.57,113,2022-04-29 00:00:00,1,0,2024-07-20 06:31:02,0,2024-07-20 06:31:02,,,
2022-04-22,348.30,311.30,37.00,11.89,114,2022-04-22 00:00:00,1,0,2024-07-20 06:31:02,0,2024-07-20 06:31:02,,,
2022-04-15,311.30,272.50,38.80,14.24,115,2022-04-15 00:00:00,1,0,2024-07-20 06:31:02,0,2024-07-20 06:31:02,,,
2022-04-08,272.50,276.40,-3.90,-1.41,116,2022-04-08 00:00:00,1,0,2024-07-20 06:31:02,0,2024-07-20 06:31:02,,,
2022-04-01,276.40,281.80,-5.40,-1.92,117,2022-04-01 00:00:00,1,0,2024-07-20 06:31:02,0,2024-07-20 06:31:02,,,
2022-03-25,281.80,195.00,86.80,44.51,118,2022-03-25 00:00:00,1,0,2024-07-20 06:31:02,0,2024-07-20 06:31:02,,,
2022-03-18,195.00,195.00,0.00,0.00,119,2022-03-18 00:00:00,1,0,2024-07-20 06:31:02,0,2024-07-20 06:31:02,,,
2022-03-04,195.00,195.00,0.00,0.00,120,2022-03-04 00:00:00,1,0,2024-07-20 06:31:02,0,2024-07-20 06:31:02,,,
2022-02-25,195.00,195.20,-0.20,-0.10,121,2022-02-25 00:00:00,1,0,2024-07-20 06:31:05,0,2024-07-20 06:31:05,,,
2022-02-18,195.20,192.76,2.44,1.27,122,2022-02-18 00:00:00,1,0,2024-07-20 06:31:05,0,2024-07-20 06:31:05,,,
2022-02-11,192.76,184.51,8.25,4.47,123,2022-02-11 00:00:00,1,0,2024-07-20 06:31:05,0,2024-07-20 06:31:05,,,
2022-02-04,184.51,213.45,-28.94,-13.56,124,2022-02-04 00:00:00,1,0,2024-07-20 06:31:05,0,2024-07-20 06:31:05,,,
2022-01-28,213.45,186.40,27.05,14.51,125,2022-01-28 00:00:00,1,0,2024-07-20 06:31:05,0,2024-07-20 06:31:05,,,
2022-01-21,186.40,147.70,38.70,26.20,126,2022-01-21 00:00:00,1,0,2024-07-20 06:31:05,0,2024-07-20 06:31:05,,,
2022-01-14,147.70,148.80,-1.10,-0.74,127,2022-01-14 00:00:00,1,0,2024-07-20 06:31:05,0,2024-07-20 06:31:05,,,
2022-01-07,148.80,150.00,-1.20,-0.80,128,2022-01-07 00:00:00,1,0,2024-07-20 06:31:05,0,2024-07-20 06:31:05,,,
2021-12-31,150.00,148.00,2.00,1.35,129,2021-12-31 00:00:00,1,0,2024-07-20 06:31:05,0,2024-07-20 06:31:05,,,
2021-12-24,148.00,142.60,5.40,3.79,130,2021-12-24 00:00:00,1,0,2024-07-20 06:31:05,0,2024-07-20 06:31:05,,,
2021-12-17,142.60,123.40,19.20,15.56,131,2021-12-17 00:00:00,1,0,2024-07-20 06:31:05,0,2024-07-20 06:31:05,,,
2021-12-10,123.40,119.50,3.90,3.26,132,2021-12-10 00:00:00,1,0,2024-07-20 06:31:05,0,2024-07-20 06:31:05,,,
2021-12-03,119.50,153.10,-33.60,-21.95,133,2021-12-03 00:00:00,1,0,2024-07-20 06:31:05,0,2024-07-20 06:31:05,,,
2021-11-26,153.10,133.70,19.40,14.51,134,2021-11-26 00:00:00,1,0,2024-07-20 06:31:05,0,2024-07-20 06:31:05,,,
2021-11-19,133.70,141.70,-8.00,-5.65,135,2021-11-19 00:00:00,1,0,2024-07-20 06:31:05,0,2024-07-20 06:31:05,,,
2021-11-12,141.70,174.70,-33.00,-18.89,136,2021-11-12 00:00:00,1,0,2024-07-20 06:31:05,0,2024-07-20 06:31:05,,,
2021-11-05,174.70,230.00,-55.30,-24.04,137,2021-11-05 00:00:00,1,0,2024-07-20 06:31:05,0,2024-07-20 06:31:05,,,
2021-10-29,230.00,229.80,0.20,0.09,138,2021-10-29 00:00:00,1,0,2024-07-20 06:31:05,0,2024-07-20 06:31:05,,,
2021-10-22,229.80,266.20,-36.40,-13.67,139,2021-10-22 00:00:00,1,0,2024-07-20 06:31:05,0,2024-07-20 06:31:05,,,
2021-10-15,266.20,254.40,11.80,4.64,140,2021-10-15 00:00:00,1,0,2024-07-20 06:31:05,0,2024-07-20 06:31:05,,,
2021-10-08,254.40,206.90,47.50,22.96,141,2021-10-08 00:00:00,1,0,2024-07-20 06:31:05,0,2024-07-20 06:31:05,,,
2021-10-01,206.90,185.68,21.22,11.43,142,2021-10-01 00:00:00,1,0,2024-07-20 06:31:05,0,2024-07-20 06:31:05,,,
2021-09-24,185.68,171.20,14.48,8.46,143,2021-09-24 00:00:00,1,0,2024-07-20 06:31:05,0,2024-07-20 06:31:05,,,
2021-09-17,171.20,167.75,3.45,2.06,144,2021-09-17 00:00:00,1,0,2024-07-20 06:31:05,0,2024-07-20 06:31:05,,,
2021-09-10,167.75,160.70,7.05,4.39,145,2021-09-10 00:00:00,1,0,2024-07-20 06:31:05,0,2024-07-20 06:31:05,,,
2021-09-03,160.70,155.00,5.70,3.68,146,2021-09-03 00:00:00,1,0,2024-07-20 06:31:05,0,2024-07-20 06:31:05,,,
2021-08-27,155.00,155.00,0.00,0.00,147,2021-08-27 00:00:00,1,0,2024-07-20 06:31:05,0,2024-07-20 06:31:05,,,
2021-08-20,155.00,152.70,2.30,1.51,148,2021-08-20 00:00:00,1,0,2024-07-20 06:31:05,0,2024-07-20 06:31:05,,,
2021-08-13,152.70,146.65,6.05,4.13,149,2021-08-13 00:00:00,1,0,2024-07-20 06:31:05,0,2024-07-20 06:31:05,,,
2021-08-06,146.65,139.88,6.77,4.84,150,2021-08-06 00:00:00,1,0,2024-07-20 06:31:05,0,2024-07-20 06:31:05,,,
2021-07-30,139.88,138.99,0.89,0.64,151,2021-07-30 00:00:00,1,0,2024-07-20 06:31:09,0,2024-07-20 06:31:09,,,
2021-07-23,138.99,116.63,22.36,19.17,152,2021-07-23 00:00:00,1,0,2024-07-20 06:31:09,0,2024-07-20 06:31:09,,,
2021-07-16,116.63,103.75,12.88,12.41,153,2021-07-16 00:00:00,1,0,2024-07-20 06:31:09,0,2024-07-20 06:31:09,,,
2021-07-09,103.75,103.75,0.00,0.00,154,2021-07-09 00:00:00,1,0,2024-07-20 06:31:09,0,2024-07-20 06:31:09,,,
2021-07-02,103.75,103.75,0.00,0.00,155,2021-07-02 00:00:00,1,0,2024-07-20 06:31:09,0,2024-07-20 06:31:09,,,
2021-06-25,103.75,103.75,0.00,0.00,156,2021-06-25 00:00:00,1,0,2024-07-20 06:31:09,0,2024-07-20 06:31:09,,,
2021-06-18,103.75,102.45,1.30,1.27,157,2021-06-18 00:00:00,1,0,2024-07-20 06:31:09,0,2024-07-20 06:31:09,,,
2021-06-11,102.45,94.65,7.80,8.24,158,2021-06-11 00:00:00,1,0,2024-07-20 06:31:09,0,2024-07-20 06:31:09,,,
2021-06-04,94.65,89.92,4.73,5.26,159,2021-06-04 00:00:00,1,0,2024-07-20 06:31:09,0,2024-07-20 06:31:09,,,
2021-05-28,89.92,85.13,4.79,5.63,160,2021-05-28 00:00:00,1,0,2024-07-20 06:31:09,0,2024-07-20 06:31:09,,,
2021-05-21,85.13,86.18,-1.05,-1.22,161,2021-05-21 00:00:00,1,0,2024-07-20 06:31:09,0,2024-07-20 06:31:09,,,
2021-05-14,86.18,79.55,6.63,8.33,162,2021-05-14 00:00:00,1,0,2024-07-20 06:31:09,0,2024-07-20 06:31:09,,,
2021-05-07,79.55,74.48,5.07,6.81,163,2021-05-07 00:00:00,1,0,2024-07-20 06:31:09,0,2024-07-20 06:31:09,,,
2021-04-30,74.48,72.64,1.84,2.53,164,2021-04-30 00:00:00,1,0,2024-07-20 06:31:09,0,2024-07-20 06:31:09,,,
2021-04-23,72.64,70.74,1.90,2.69,165,2021-04-23 00:00:00,1,0,2024-07-20 06:31:09,0,2024-07-20 06:31:09,,,
2021-04-16,70.74,67.41,3.33,4.94,166,2021-04-16 00:00:00,1,0,2024-07-20 06:31:09,0,2024-07-20 06:31:09,,,
2021-04-09,67.41,68.85,-1.44,-2.09,167,2021-04-09 00:00:00,1,0,2024-07-20 06:31:09,0,2024-07-20 06:31:09,,,
2021-04-02,68.85,70.75,-1.90,-2.69,168,2021-04-02 00:00:00,1,0,2024-07-20 06:31:09,0,2024-07-20 06:31:09,,,
2021-03-26,70.75,69.93,0.82,1.17,169,2021-03-26 00:00:00,1,0,2024-07-20 06:31:09,0,2024-07-20 06:31:09,,,
2021-03-19,69.93,66.32,3.61,5.44,170,2021-03-19 00:00:00,1,0,2024-07-20 06:31:09,0,2024-07-20 06:31:09,,,
2021-03-12,66.32,66.41,-0.09,-0.14,171,2021-03-12 00:00:00,1,0,2024-07-20 06:31:09,0,2024-07-20 06:31:09,,,
2021-03-05,66.41,66.46,-0.05,-0.08,172,2021-03-05 00:00:00,1,0,2024-07-20 06:31:09,0,2024-07-20 06:31:09,,,
2021-02-26,66.46,65.77,0.69,1.05,173,2021-02-26 00:00:00,1,0,2024-07-20 06:31:09,0,2024-07-20 06:31:09,,,
2021-02-19,65.77,69.05,-3.28,-4.75,174,2021-02-19 00:00:00,1,0,2024-07-20 06:31:09,0,2024-07-20 06:31:09,,,
2021-02-12,69.05,66.65,2.40,3.60,175,2021-02-12 00:00:00,1,0,2024-07-20 06:31:09,0,2024-07-20 06:31:09,,,
2021-01-29,66.65,65.38,1.27,1.94,176,2021-01-29 00:00:00,1,0,2024-07-20 06:31:09,0,2024-07-20 06:31:09,,,
2021-01-22,65.38,70.56,-5.18,-7.34,177,2021-01-22 00:00:00,1,0,2024-07-20 06:31:09,0,2024-07-20 06:31:09,,,
2021-01-15,70.56,65.20,5.36,8.22,178,2021-01-15 00:00:00,1,0,2024-07-20 06:31:09,0,2024-07-20 06:31:09,,,
2021-01-08,65.20,69.25,-4.05,-5.85,179,2021-01-08 00:00:00,1,0,2024-07-20 06:31:09,0,2024-07-20 06:31:09,,,
2021-01-01,69.25,66.35,2.90,4.37,180,2021-01-01 00:00:00,1,0,2024-07-20 06:31:09,0,2024-07-20 06:31:09,,,
2020-12-25,66.35,65.95,0.40,0.61,181,2020-12-25 00:00:00,1,0,2024-07-20 06:31:13,0,2024-07-20 06:31:13,,,
2020-12-18,65.95,63.88,2.07,3.24,182,2020-12-18 00:00:00,1,0,2024-07-20 06:31:13,0,2024-07-20 06:31:13,,,
2020-12-11,63.88,61.85,2.03,3.28,183,2020-12-11 00:00:00,1,0,2024-07-20 06:31:13,0,2024-07-20 06:31:13,,,
2020-12-04,61.85,55.50,6.35,11.44,184,2020-12-04 00:00:00,1,0,2024-07-20 06:31:13,0,2024-07-20 06:31:13,,,
2020-11-27,55.50,54.99,0.51,0.93,185,2020-11-27 00:00:00,1,0,2024-07-20 06:31:13,0,2024-07-20 06:31:13,,,
2020-11-20,54.99,52.57,2.42,4.60,186,2020-11-20 00:00:00,1,0,2024-07-20 06:31:13,0,2024-07-20 06:31:13,,,
2020-11-13,52.57,53.10,-0.53,-1.00,187,2020-11-13 00:00:00,1,0,2024-07-20 06:31:13,0,2024-07-20 06:31:13,,,
