时间,产品名称,港口,原产地,发热量,硫份,灰份,挥发份,粘结指数,价格(元/吨),较上期,价格类型,_ID,_DATA_TIME,_ACTIVE,_CREATE_ID,_CREATE_TIME,_UPDATE_ID,_UPDATE_TIME,_REMARK,_CHANGE_LOG,_RESERVE
2024-07-16,无烟块煤2#,贵港,贵州省,6800.00,0.90,14.00,6.00,,1795.00,0.00,车板价,1,2024-07-16 00:00:00,1,0,2024-07-17 08:11:15,0,2024-07-17 08:11:15,,,
2024-07-16,无烟块煤1#,贵港,贵州省,6600.00,0.70,16.00,7.00,,1815.00,0.00,车板价,2,2024-07-16 00:00:00,1,0,2024-07-17 08:11:15,0,2024-07-17 08:11:15,,,
2024-07-16,无烟中块2#,贵港,贵州省,6500.00,0.90,16.00,6.00,,1715.00,0.00,车板价,3,2024-07-16 00:00:00,1,0,2024-07-17 08:11:15,0,2024-07-17 08:11:15,,,
2024-07-16,无烟中块1#,贵港,贵州省,6500.00,0.70,18.00,7.00,,1815.00,0.00,车板价,4,2024-07-16 00:00:00,1,0,2024-07-17 08:11:15,0,2024-07-17 08:11:15,,,
2024-07-15,无烟块煤2#,贵港,贵州省,6800.00,0.90,14.00,6.00,,1795.00,0.00,车板价,5,2024-07-15 00:00:00,1,0,2024-07-17 08:11:15,0,2024-07-17 08:11:15,,,
2024-07-15,无烟块煤1#,贵港,贵州省,6600.00,0.70,16.00,7.00,,1815.00,0.00,车板价,6,2024-07-15 00:00:00,1,0,2024-07-17 08:11:15,0,2024-07-17 08:11:15,,,
2024-07-15,无烟中块2#,贵港,贵州省,6500.00,0.90,16.00,6.00,,1715.00,0.00,车板价,7,2024-07-15 00:00:00,1,0,2024-07-17 08:11:15,0,2024-07-17 08:11:15,,,
2024-07-15,无烟中块1#,贵港,贵州省,6500.00,0.70,18.00,7.00,,1815.00,0.00,车板价,8,2024-07-15 00:00:00,1,0,2024-07-17 08:11:15,0,2024-07-17 08:11:15,,,
2024-07-12,无烟块煤2#,贵港,贵州省,6800.00,0.90,14.00,6.00,,1795.00,-20.00,车板价,9,2024-07-12 00:00:00,1,0,2024-07-17 08:11:15,0,2024-07-17 08:11:15,,,
2024-07-12,无烟块煤1#,贵港,贵州省,6600.00,0.70,16.00,7.00,,1815.00,-20.00,车板价,10,2024-07-12 00:00:00,1,0,2024-07-17 08:11:15,0,2024-07-17 08:11:15,,,
2024-07-12,无烟中块2#,贵港,贵州省,6500.00,0.90,16.00,6.00,,1715.00,-20.00,车板价,11,2024-07-12 00:00:00,1,0,2024-07-17 08:11:15,0,2024-07-17 08:11:15,,,
