时间,当月值(车),同期值(车),同比变化(车),同比增长(%),累计值(车),同期累计(车),累计变化(车),累计增长(%),_ID,_DATA_TIME,_ACTIVE,_CREATE_ID,_CREATE_TIME,_UPDATE_ID,_UPDATE_TIME,_REMARK,_CHANGE_LOG,_RESERVE
2023-03,78168.00,76194.00,1974.00,2.60,76862.00,75948.00,914.00,1.20,15,2023-03-31 00:00:00,1,0,2024-07-20 13:49:27,0,2024-07-20 13:49:27,,,
2023-02,76675.00,76824.00,-149.00,-0.20,76209.00,76824.00,-615.00,-0.80,16,2023-02-28 00:00:00,1,0,2024-07-20 13:49:27,0,2024-07-20 13:49:27,,,
2023-01,75743.00,74824.00,919.00,1.23,75743.00,74824.00,919.00,1.23,17,2023-01-31 00:00:00,1,0,2024-07-20 13:49:27,0,2024-07-20 13:49:27,,,
2022-12,75849.00,77749.00,-1900.00,-2.40,74864.00,70764.00,4100.00,5.79,18,2022-12-31 00:00:00,1,0,2024-07-20 13:49:27,0,2024-07-20 13:49:27,,,
2022-11,73468.00,81619.00,-8151.00,-10.00,74774.00,70128.00,4646.00,6.63,19,2022-11-30 00:00:00,1,0,2024-07-20 13:49:27,0,2024-07-20 13:49:27,,,
2022-10,69759.00,72158.00,-2399.00,-3.30,74390.00,68978.00,5412.00,7.85,20,2022-10-31 00:00:00,1,0,2024-07-20 13:49:27,0,2024-07-20 13:49:27,,,
2022-09,76312.00,66824.00,9488.00,14.20,74904.00,68849.00,6055.00,8.79,21,2022-09-30 00:00:00,1,0,2024-07-20 13:49:27,0,2024-07-20 13:49:27,,,
2022-08,74425.00,67507.00,6918.00,10.20,74727.00,68849.00,5878.00,8.54,22,2022-08-31 00:00:00,1,0,2024-07-20 13:49:27,0,2024-07-20 13:49:27,,,
2022-07,75661.00,61622.00,14039.00,22.80,74770.00,69040.00,5730.00,8.30,23,2022-07-31 00:00:00,1,0,2024-07-20 13:49:27,0,2024-07-20 13:49:27,,,
2022-06,73717.00,66893.00,6824.00,10.20,74622.00,70276.00,4346.00,6.18,24,2022-06-30 00:00:00,1,0,2024-07-20 13:49:27,0,2024-07-20 13:49:27,,,
2022-05,71522.00,68764.00,2758.00,4.00,74802.00,70952.00,3850.00,5.43,25,2022-05-31 00:00:00,1,0,2024-07-20 13:49:27,0,2024-07-20 13:49:27,,,
2022-04,74642.00,68210.00,6432.00,9.40,75621.00,71498.00,4123.00,5.77,26,2022-04-30 00:00:00,1,0,2024-07-20 13:49:27,0,2024-07-20 13:49:27,,,
2022-03,76194.00,68318.00,7876.00,11.53,75948.00,72594.00,3354.00,4.62,27,2022-03-31 00:00:00,1,0,2024-07-20 13:49:27,0,2024-07-20 13:49:27,,,
2022-02,76824.00,74731.00,2093.00,2.80,75824.00,74731.00,1093.00,1.46,28,2022-02-28 00:00:00,1,0,2024-07-20 13:49:27,0,2024-07-20 13:49:27,,,
2022-01,74824.00,74731.00,93.00,0.12,74824.00,74731.00,93.00,0.12,29,2022-01-31 00:00:00,1,0,2024-07-20 13:49:27,0,2024-07-20 13:49:27,,,
2021-12,77749.00,73856.00,3893.00,5.30,70764.00,65919.00,4845.00,7.35,30,2021-12-31 00:00:00,1,0,2024-07-20 13:49:27,0,2024-07-20 13:49:27,,,
2021-11,81619.00,70377.00,11242.00,16.00,70128.00,65197.00,4931.00,7.56,31,2021-11-30 00:00:00,1,0,2024-07-20 13:49:30,0,2024-07-20 13:49:30,,,
2021-10,72158.00,67256.00,4902.00,7.30,68978.00,64679.00,4299.00,6.65,32,2021-10-31 00:00:00,1,0,2024-07-20 13:49:30,0,2024-07-20 13:49:30,,,
2021-09,66824.00,66099.00,725.00,1.10,68624.00,64390.00,4234.00,6.58,33,2021-09-30 00:00:00,1,0,2024-07-20 13:49:30,0,2024-07-20 13:49:30,,,
2021-08,67507.00,64315.00,3192.00,5.00,68849.00,64180.00,4669.00,7.27,34,2021-08-31 00:00:00,1,0,2024-07-20 13:49:30,0,2024-07-20 13:49:30,,,
2021-07,61622.00,68054.00,-6432.00,-9.50,69040.00,64160.00,4880.00,7.61,35,2021-07-31 00:00:00,1,0,2024-07-20 13:49:30,0,2024-07-20 13:49:30,,,
2021-06,66893.00,68089.00,-1196.00,-1.80,70276.00,63497.00,6779.00,10.68,36,2021-06-30 00:00:00,1,0,2024-07-20 13:49:30,0,2024-07-20 13:49:30,,,
2021-05,68764.00,62686.00,6078.00,9.70,70952.00,62590.00,8362.00,13.36,37,2021-05-31 00:00:00,1,0,2024-07-20 13:49:30,0,2024-07-20 13:49:30,,,
2021-04,68210.00,58665.00,9545.00,16.30,71498.00,62566.00,8932.00,14.28,38,2021-04-30 00:00:00,1,0,2024-07-20 13:49:30,0,2024-07-20 13:49:30,,,
2021-03,68318.00,63332.00,4986.00,7.90,72594.00,63852.00,8742.00,13.69,39,2021-03-31 00:00:00,1,0,2024-07-20 13:49:30,0,2024-07-20 13:49:30,,,
2021-02,74731.00,61039.00,13692.00,22.43,74731.00,64120.00,10611.00,16.55,40,2021-02-28 00:00:00,1,0,2024-07-20 13:49:30,0,2024-07-20 13:49:30,,,
2021-01,74731.00,,,,74731.00,,,,41,2021-01-31 00:00:00,1,0,2024-07-20 13:49:30,0,2024-07-20 13:49:30,,,
2020-12,73856.00,69050.00,4806.00,7.00,65919.00,66773.00,-854.00,-1.28,42,2020-12-31 00:00:00,1,0,2024-07-20 13:49:30,0,2024-07-20 13:49:30,,,
2020-11,70377.00,69811.00,566.00,0.81,65197.00,66561.00,-1364.00,-2.05,43,2020-11-30 00:00:00,1,0,2024-07-20 13:49:30,0,2024-07-20 13:49:30,,,
2020-10,67256.00,68762.00,-1506.00,-2.19,64679.00,66241.00,-1562.00,-2.36,44,2020-10-31 00:00:00,1,0,2024-07-20 13:49:30,0,2024-07-20 13:49:30,,,
2020-09,66099.00,65694.00,405.00,0.60,64390.00,65955.00,-1565.00,-2.40,45,2020-09-30 00:00:00,1,0,2024-07-20 13:49:30,0,2024-07-20 13:49:30,,,
2020-08,64315.00,64380.00,-65.00,-0.10,64180.00,65987.00,-1807.00,-2.70,46,2020-08-31 00:00:00,1,0,2024-07-20 13:49:30,0,2024-07-20 13:49:30,,,
2020-07,68054.00,67524.00,530.00,0.80,64160.00,66222.00,-2062.00,-3.10,47,2020-07-31 00:00:00,1,0,2024-07-20 13:49:30,0,2024-07-20 13:49:30,,,
2020-06,68089.00,68041.00,48.00,0.10,63497.00,65999.00,-2502.00,-3.80,48,2020-06-30 00:00:00,1,0,2024-07-20 13:49:30,0,2024-07-20 13:49:30,,,
2020-05,62686.00,66665.00,-3979.00,-6.00,62590.00,65594.00,-3004.00,-4.60,49,2020-05-31 00:00:00,1,0,2024-07-20 13:49:30,0,2024-07-20 13:49:30,,,
2020-04,58665.00,63593.00,-4928.00,-7.70,62566.00,65317.00,-2751.00,-4.20,50,2020-04-30 00:00:00,1,0,2024-07-20 13:49:30,0,2024-07-20 13:49:30,,,
2020-03,63332.00,63863.00,-531.00,-0.80,63852.00,65892.00,-2040.00,-3.10,51,2020-03-31 00:00:00,1,0,2024-07-20 13:49:30,0,2024-07-20 13:49:30,,,
2020-02,61039.00,61039.00,0.00,0.00,64120.00,66958.00,-2838.00,-4.20,52,2020-02-29 00:00:00,1,0,2024-07-20 13:49:30,0,2024-07-20 13:49:30,,,
2019-12,69050.00,66500.00,2550.00,3.80,66773.00,64673.00,2100.00,3.20,53,2019-12-31 00:00:00,1,0,2024-07-20 13:49:30,0,2024-07-20 13:49:30,,,
2019-11,69811.00,67473.00,2338.00,3.50,66561.00,64673.00,1888.00,2.90,54,2019-11-30 00:00:00,1,0,2024-07-20 13:49:30,0,2024-07-20 13:49:30,,,
2019-10,68762.00,64091.00,4671.00,7.30,66241.00,64322.00,1919.00,3.00,55,2019-10-31 00:00:00,1,0,2024-07-20 13:49:30,0,2024-07-20 13:49:30,,,
2019-09,65694.00,63900.00,1794.00,2.80,65955.00,64348.00,1607.00,2.50,56,2019-09-30 00:00:00,1,0,2024-07-20 13:49:30,0,2024-07-20 13:49:30,,,
2019-08,64380.00,62986.00,1394.00,2.20,65987.00,64403.00,1584.00,2.50,57,2019-08-31 00:00:00,1,0,2024-07-20 13:49:30,0,2024-07-20 13:49:30,,,
2019-07,67524.00,64021.00,3503.00,5.50,66222.00,64610.00,1612.00,2.50,58,2019-07-31 00:00:00,1,0,2024-07-20 13:49:30,0,2024-07-20 13:49:30,,,
2019-06,68041.00,63850.00,4191.00,6.60,65999.00,64711.00,1288.00,2.00,59,2019-06-30 00:00:00,1,0,2024-07-20 13:49:30,0,2024-07-20 13:49:30,,,
2019-05,66665.00,62994.00,3671.00,5.80,65594.00,64882.00,712.00,1.10,60,2019-05-31 00:00:00,1,0,2024-07-20 13:49:30,0,2024-07-20 13:49:30,,,
2019-04,63593.00,59482.00,4111.00,6.90,65317.00,65370.00,-53.00,-0.10,61,2019-04-30 00:00:00,1,0,2024-07-20 13:49:34,0,2024-07-20 13:49:34,,,
2019-03,63863.00,66346.00,-2483.00,-3.70,65892.00,67333.00,-1441.00,-2.10,62,2019-03-31 00:00:00,1,0,2024-07-20 13:49:34,0,2024-07-20 13:49:34,,,
2019-02,61059.00,67949.00,-6890.00,-10.10,66958.00,67851.00,-893.00,-1.30,63,2019-02-28 00:00:00,1,0,2024-07-20 13:49:34,0,2024-07-20 13:49:34,,,
2019-01,72286.00,,,,,,,,64,2019-01-31 00:00:00,1,0,2024-07-20 13:49:34,0,2024-07-20 13:49:34,,,
2018-12,66500.00,57024.00,9476.00,16.60,64673.00,58568.00,6105.00,10.40,65,2018-12-31 00:00:00,1,0,2024-07-20 13:49:34,0,2024-07-20 13:49:34,,,
2018-11,67437.00,59630.00,7807.00,13.10,64601.00,58711.00,5890.00,10.00,66,2018-11-30 00:00:00,1,0,2024-07-20 13:49:34,0,2024-07-20 13:49:34,,,
2018-10,64091.00,60390.00,3701.00,6.10,64322.00,57449.00,6873.00,12.00,67,2018-10-31 00:00:00,1,0,2024-07-20 13:49:34,0,2024-07-20 13:49:34,,,
2018-09,63900.00,59478.00,4422.00,7.40,64348.00,58416.00,5932.00,10.20,68,2018-09-30 00:00:00,1,0,2024-07-20 13:49:34,0,2024-07-20 13:49:34,,,
2018-08,62986.00,58217.00,4769.00,8.20,64403.00,58284.00,6119.00,10.50,69,2018-08-31 00:00:00,1,0,2024-07-20 13:49:34,0,2024-07-20 13:49:34,,,
2018-07,64021.00,57566.00,6455.00,11.20,64610.00,58294.00,6316.00,10.80,70,2018-07-31 00:00:00,1,0,2024-07-20 13:49:34,0,2024-07-20 13:49:34,,,
2018-06,63850.00,56597.00,7253.00,12.80,64711.00,58419.00,6292.00,10.80,71,2018-06-30 00:00:00,1,0,2024-07-20 13:49:34,0,2024-07-20 13:49:34,,,
2018-05,62994.00,56384.00,6610.00,11.70,64882.00,58781.00,6101.00,10.40,72,2018-05-31 00:00:00,1,0,2024-07-20 13:49:34,0,2024-07-20 13:49:34,,,
2018-04,59482.00,57448.00,2034.00,3.50,65370.00,59400.00,5970.00,10.10,73,2018-04-30 00:00:00,1,0,2024-07-20 13:49:34,0,2024-07-20 13:49:34,,,
2018-03,66346.00,60146.00,6200.00,10.30,67333.00,60051.00,7281.00,12.12,74,2018-03-31 00:00:00,1,0,2024-07-20 13:49:34,0,2024-07-20 13:49:34,,,
2018-02,67949.00,58624.00,9325.00,15.90,67851.00,60001.00,7850.00,13.10,75,2018-02-28 00:00:00,1,0,2024-07-20 13:49:34,0,2024-07-20 13:49:34,,,
2018-01,,,,,,,,,76,2018-01-31 00:00:00,1,0,2024-07-20 13:49:34,0,2024-07-20 13:49:34,,,
2017-12,57024.00,60237.00,-3213.00,-5.30,58568.00,52162.00,6406.00,12.30,77,2017-12-31 00:00:00,1,0,2024-07-20 13:49:34,0,2024-07-20 13:49:34,,,
2017-11,59666.00,58181.00,1485.00,2.60,58711.00,51426.00,7285.00,14.20,78,2017-11-30 00:00:00,1,0,2024-07-20 13:49:34,0,2024-07-20 13:49:34,,,
2017-10,60390.00,54866.00,5524.00,10.10,57449.00,56553.00,896.00,1.60,79,2017-10-31 00:00:00,1,0,2024-07-20 13:49:34,0,2024-07-20 13:49:34,,,
2017-09,59478.00,52943.00,6535.00,12.30,58416.00,55081.00,3335.00,6.10,80,2017-09-30 00:00:00,1,0,2024-07-20 13:49:34,0,2024-07-20 13:49:34,,,
2017-08,58217.00,50692.00,7525.00,14.80,58284.00,49962.00,8322.00,16.70,81,2017-08-31 00:00:00,1,0,2024-07-20 13:49:34,0,2024-07-20 13:49:34,,,
2017-07,57566.00,46536.00,11030.00,23.70,58294.00,50449.00,7845.00,15.60,82,2017-07-31 00:00:00,1,0,2024-07-20 13:49:34,0,2024-07-20 13:49:34,,,
2017-06,56597.00,48336.00,8261.00,17.10,58419.00,50449.00,7970.00,15.80,83,2017-06-30 00:00:00,1,0,2024-07-20 13:49:34,0,2024-07-20 13:49:34,,,
2017-05,56384.00,46707.00,9677.00,20.70,58781.00,50866.00,7915.00,15.60,84,2017-05-31 00:00:00,1,0,2024-07-20 13:49:34,0,2024-07-20 13:49:34,,,
2017-04,57448.00,48584.00,8842.00,18.20,59400.00,51931.00,7469.00,14.40,85,2017-04-30 00:00:00,1,0,2024-07-20 13:49:34,0,2024-07-20 13:49:34,,,
2017-03,60146.00,52202.00,7944.00,15.22,60051.00,53035.00,7016.00,13.23,86,2017-03-31 00:00:00,1,0,2024-07-20 13:49:34,0,2024-07-20 13:49:34,,,
2017-02,58624.00,48890.00,9734.00,19.91,60001.00,53466.00,6535.00,12.22,87,2017-02-28 00:00:00,1,0,2024-07-20 13:49:34,0,2024-07-20 13:49:34,,,
2017-01,,,,,,,,,88,2017-01-31 00:00:00,1,0,2024-07-20 13:49:34,0,2024-07-20 13:49:34,,,
2024-06,83512.00,72557.00,10955.00,15.10,77742.00,75393.00,2349.00,3.12,245,2024-06-30 00:00:00,1,0,2024-08-01 10:41:17,0,2024-08-01 10:41:17,,,
2024-09,83521.00,71388.00,12133.00,17.00,78897.00,73978.00,4919.00,6.65,246,2024-09-30 00:00:00,1,0,2024-11-07 01:46:22,0,2024-11-07 01:46:22,,,
2024-08,80613.00,69713.00,10900.00,15.64,78328.00,74298.00,4030.00,5.42,247,2024-08-31 00:00:00,1,0,2024-11-07 01:46:22,0,2024-11-07 01:46:22,,,
2024-07,79486.00,72484.00,7002.00,9.66,77996.00,74968.00,3028.00,4.04,248,2024-07-31 00:00:00,1,0,2024-11-07 01:46:22,0,2024-11-07 01:46:22,,,
2024-10,85469.00,74934.00,10535.00,14.06,79565.00,74076.00,5489.00,7.41,249,2024-10-31 00:00:00,1,0,2024-11-21 23:16:33,0,2024-11-21 23:16:33,,,
2024-11,87473.00,76449.00,11024.00,14.42,80273.00,74289.00,5984.00,8.06,250,2024-11-30 00:00:00,1,0,2024-12-25 23:16:18,0,2024-12-25 23:16:18,,,
2024-12,86404.00,77033.00,9371.00,12.16,80792.00,74522.00,6270.00,8.41,251,2024-12-31 00:00:00,1,0,2025-01-21 23:15:58,0,2025-01-21 23:15:58,,,
2025-01,80925.00,78367.00,2558.00,3.26,80925.00,78367.00,2558.00,3.26,252,2025-01-31 00:00:00,1,0,2025-02-21 23:17:08,0,2025-02-21 23:17:08,,,
2025-02,78649.00,75808.00,2841.00,3.70,79845.00,73799.00,6046.00,8.19,253,2025-02-28 00:00:00,1,0,2025-03-24 23:16:47,0,2025-03-24 23:16:47,,,
2025-03,81320.00,83370.00,-2050.00,-2.50,80353.00,74742.00,5611.00,7.51,254,2025-03-31 00:00:00,1,0,2025-05-06 23:16:08,0,2025-05-06 23:16:08,,,
2025-04,78563.00,78272.00,291.00,0.40,79905.00,74742.00,5163.00,6.91,255,2025-04-30 00:00:00,1,0,2025-06-13 23:17:02,0,2025-06-13 23:17:02,,,
2025-06,81509.00,83512.00,-2003.00,-2.40,80036.00,77742.00,2294.00,2.95,256,2025-06-30 00:00:00,1,0,2025-07-31 23:16:01,0,2025-07-31 23:16:01,,,
2025-05,79116.00,80452.00,-1336.00,-1.70,79743.00,76603.00,3140.00,4.10,257,2025-05-31 00:00:00,1,0,2025-07-31 23:16:01,0,2025-07-31 23:16:01,,,
2025-07,82953.00,79486.00,3467.00,4.40,80463.00,77996.00,2467.00,3.16,258,2025-07-31 00:00:00,1,0,2025-08-22 23:17:00,0,2025-08-22 23:17:00,,,
