时间,项目名称,期末值(亿元),同比增长(%),_ID,_DATA_TIME,_ACTIVE,_CREATE_ID,_CREATE_TIME,_UPDATE_ID,_UPDATE_TIME,_REMARK,_CHANGE_LOG,_RESERVE
2019-08,流通中现金(M0)供应量,73200.00,4.80,175,2019-08-31 00:00:00,1,0,2024-07-21 05:01:40,0,2024-07-21 05:01:40,,,
2019-08,货币(M1)供应量,556800.00,3.40,176,2019-08-31 00:00:00,1,0,2024-07-21 05:01:40,0,2024-07-21 05:01:40,,,
2019-08,货币和准货币(M2)供应量,1935500.00,8.20,177,2019-08-31 00:00:00,1,0,2024-07-21 05:01:40,0,2024-07-21 05:01:40,,,
2019-07,流通中现金(M0)供应量,72700.00,4.50,178,2019-07-31 00:00:00,1,0,2024-07-21 05:01:40,0,2024-07-21 05:01:40,,,
2019-07,货币(M1)供应量,553000.00,3.10,179,2019-07-31 00:00:00,1,0,2024-07-21 05:01:40,0,2024-07-21 05:01:40,,,
2019-07,货币和准货币(M2)供应量,1919400.00,8.10,180,2019-07-31 00:00:00,1,0,2024-07-21 05:01:40,0,2024-07-21 05:01:40,,,
2019-06,流通中现金(M0)供应量,72600.00,4.30,181,2019-06-30 00:00:00,1,0,2024-07-21 05:01:42,0,2024-07-21 05:01:42,,,
2019-06,货币(M1)供应量,567700.00,4.40,182,2019-06-30 00:00:00,1,0,2024-07-21 05:01:42,0,2024-07-21 05:01:42,,,
2019-06,货币和准货币(M2)供应量,1921400.00,8.50,183,2019-06-30 00:00:00,1,0,2024-07-21 05:01:42,0,2024-07-21 05:01:42,,,
2019-05,流通中现金(M0)供应量,72800.00,4.30,184,2019-05-31 00:00:00,1,0,2024-07-21 05:01:42,0,2024-07-21 05:01:42,,,
2019-05,货币(M1)供应量,544400.00,0.70,185,2019-05-31 00:00:00,1,0,2024-07-21 05:01:42,0,2024-07-21 05:01:42,,,
2019-05,货币和准货币(M2)供应量,1891200.00,8.50,186,2019-05-31 00:00:00,1,0,2024-07-21 05:01:42,0,2024-07-21 05:01:42,,,
2019-04,流通中现金(M0)供应量,74000.00,3.50,187,2019-04-30 00:00:00,1,0,2024-07-21 05:01:42,0,2024-07-21 05:01:42,,,
2019-04,货币(M1)供应量,540600.00,2.90,188,2019-04-30 00:00:00,1,0,2024-07-21 05:01:42,0,2024-07-21 05:01:42,,,
2019-04,货币和准货币(M2)供应量,1884700.00,8.50,189,2019-04-30 00:00:00,1,0,2024-07-21 05:01:42,0,2024-07-21 05:01:42,,,
2019-03,流通中现金(M0)供应量,74900.00,3.10,190,2019-03-31 00:00:00,1,0,2024-07-21 05:01:42,0,2024-07-21 05:01:42,,,
2019-03,货币(M1)供应量,547600.00,4.60,191,2019-03-31 00:00:00,1,0,2024-07-21 05:01:42,0,2024-07-21 05:01:42,,,
2019-03,货币和准货币(M2)供应量,1889400.00,8.60,192,2019-03-31 00:00:00,1,0,2024-07-21 05:01:42,0,2024-07-21 05:01:42,,,
2019-02,流通中现金(M0)供应量,79500.00,-2.40,193,2019-02-28 00:00:00,1,0,2024-07-21 05:01:42,0,2024-07-21 05:01:42,,,
2019-02,货币(M1)供应量,527200.00,2.00,194,2019-02-28 00:00:00,1,0,2024-07-21 05:01:42,0,2024-07-21 05:01:42,,,
2019-02,货币和准货币(M2)供应量,1867400.00,8.00,195,2019-02-28 00:00:00,1,0,2024-07-21 05:01:42,0,2024-07-21 05:01:42,,,
2019-01,流通中现金(M0)供应量,87500.00,17.20,196,2019-01-31 00:00:00,1,0,2024-07-21 05:01:42,0,2024-07-21 05:01:42,,,
2019-01,货币(M1)供应量,545600.00,0.40,197,2019-01-31 00:00:00,1,0,2024-07-21 05:01:42,0,2024-07-21 05:01:42,,,
2019-01,货币和准货币(M2)供应量,1865900.00,8.40,198,2019-01-31 00:00:00,1,0,2024-07-21 05:01:42,0,2024-07-21 05:01:42,,,
2018-12,流通中现金(M0)供应量,70563.00,3.60,199,2018-12-31 00:00:00,1,0,2024-07-21 05:01:42,0,2024-07-21 05:01:42,,,
2018-12,货币(M1)供应量,551685.00,1.50,200,2018-12-31 00:00:00,1,0,2024-07-21 05:01:42,0,2024-07-21 05:01:42,,,
2018-12,货币和准货币(M2)供应量,1826744.22,8.10,201,2018-12-31 00:00:00,1,0,2024-07-21 05:01:42,0,2024-07-21 05:01:42,,,
2018-11,流通中现金(M0)供应量,70600.00,2.80,202,2018-11-30 00:00:00,1,0,2024-07-21 05:01:42,0,2024-07-21 05:01:42,,,
2018-11,货币(M1)供应量,543500.00,1.50,203,2018-11-30 00:00:00,1,0,2024-07-21 05:01:42,0,2024-07-21 05:01:42,,,
2018-11,货币和准货币(M2)供应量,1813200.00,8.00,204,2018-11-30 00:00:00,1,0,2024-07-21 05:01:42,0,2024-07-21 05:01:42,,,
2018-10,流通中现金(M0)供应量,70100.00,2.80,205,2018-10-31 00:00:00,1,0,2024-07-21 05:01:42,0,2024-07-21 05:01:42,,,
2018-10,货币(M1)供应量,540100.00,2.70,206,2018-10-31 00:00:00,1,0,2024-07-21 05:01:42,0,2024-07-21 05:01:42,,,
2018-10,货币和准货币(M2)供应量,1795600.00,8.00,207,2018-10-31 00:00:00,1,0,2024-07-21 05:01:42,0,2024-07-21 05:01:42,,,
2018-09,流通中现金(M0)供应量,71300.00,2.20,208,2018-09-30 00:00:00,1,0,2024-07-21 05:01:42,0,2024-07-21 05:01:42,,,
2018-09,货币(M1)供应量,538600.00,4.00,209,2018-09-30 00:00:00,1,0,2024-07-21 05:01:42,0,2024-07-21 05:01:42,,,
2018-09,货币和准货币(M2)供应量,1801700.00,8.30,210,2018-09-30 00:00:00,1,0,2024-07-21 05:01:42,0,2024-07-21 05:01:42,,,
2018-08,流通中现金(M0)供应量,69800.00,3.30,211,2018-08-31 00:00:00,1,0,2024-07-21 05:01:46,0,2024-07-21 05:01:46,,,
2018-08,货币(M1)供应量,538300.00,3.90,212,2018-08-31 00:00:00,1,0,2024-07-21 05:01:46,0,2024-07-21 05:01:46,,,
2018-08,货币和准货币(M2)供应量,1788700.00,8.20,213,2018-08-31 00:00:00,1,0,2024-07-21 05:01:46,0,2024-07-21 05:01:46,,,
2018-07,流通中现金(M0)供应量,69500.00,3.60,214,2018-07-31 00:00:00,1,0,2024-07-21 05:01:46,0,2024-07-21 05:01:46,,,
2018-07,货币(M1)供应量,536600.00,5.10,215,2018-07-31 00:00:00,1,0,2024-07-21 05:01:46,0,2024-07-21 05:01:46,,,
2018-07,货币和准货币(M2)供应量,1776200.00,8.50,216,2018-07-31 00:00:00,1,0,2024-07-21 05:01:46,0,2024-07-21 05:01:46,,,
2018-06,流通中现金(M0)供应量,69600.00,3.90,217,2018-06-30 00:00:00,1,0,2024-07-21 05:01:46,0,2024-07-21 05:01:46,,,
2018-06,货币(M1)供应量,543900.00,6.60,218,2018-06-30 00:00:00,1,0,2024-07-21 05:01:46,0,2024-07-21 05:01:46,,,
2018-06,货币和准货币(M2)供应量,1770200.00,8.00,219,2018-06-30 00:00:00,1,0,2024-07-21 05:01:46,0,2024-07-21 05:01:46,,,
2018-05,流通中现金(M0)供应量,69800.00,3.60,220,2018-05-31 00:00:00,1,0,2024-07-21 05:01:46,0,2024-07-21 05:01:46,,,
2018-05,货币(M1)供应量,526300.00,6.00,221,2018-05-31 00:00:00,1,0,2024-07-21 05:01:46,0,2024-07-21 05:01:46,,,
2018-05,货币和准货币(M2)供应量,1743100.00,8.30,222,2018-05-31 00:00:00,1,0,2024-07-21 05:01:46,0,2024-07-21 05:01:46,,,
2018-04,流通中现金(M0)供应量,71500.00,4.50,223,2018-04-30 00:00:00,1,0,2024-07-21 05:01:46,0,2024-07-21 05:01:46,,,
2018-04,货币(M1)供应量,525400.00,7.20,224,2018-04-30 00:00:00,1,0,2024-07-21 05:01:46,0,2024-07-21 05:01:46,,,
2018-04,货币和准货币(M2)供应量,1737700.00,8.30,225,2018-04-30 00:00:00,1,0,2024-07-21 05:01:46,0,2024-07-21 05:01:46,,,
2018-03,货币和准货币(M2)供应量,1739900.00,8.20,226,2018-03-31 00:00:00,1,0,2024-07-21 05:01:46,0,2024-07-21 05:01:46,,,
2018-03,货币(M1)供应量,523500.00,7.10,227,2018-03-31 00:00:00,1,0,2024-07-21 05:01:46,0,2024-07-21 05:01:46,,,
2018-03,流通中现金(M0)供应量,72700.00,6.00,228,2018-03-31 00:00:00,1,0,2024-07-21 05:01:46,0,2024-07-21 05:01:46,,,
2018-02,货币和准货币(M2)供应量,1729100.00,8.80,229,2018-02-28 00:00:00,1,0,2024-07-21 05:01:46,0,2024-07-21 05:01:46,,,
2018-02,货币(M1)供应量,517000.00,8.50,230,2018-02-28 00:00:00,1,0,2024-07-21 05:01:46,0,2024-07-21 05:01:46,,,
2018-02,流通中现金(M0)供应量,81400.00,13.50,231,2018-02-28 00:00:00,1,0,2024-07-21 05:01:46,0,2024-07-21 05:01:46,,,
2018-01,货币和准货币(M2)供应量,1720800.00,8.60,232,2018-01-31 00:00:00,1,0,2024-07-21 05:01:46,0,2024-07-21 05:01:46,,,
2018-01,货币(M1)供应量,543200.00,15.00,233,2018-01-31 00:00:00,1,0,2024-07-21 05:01:46,0,2024-07-21 05:01:46,,,
2018-01,流通中现金(M0)供应量,74600.00,-13.80,234,2018-01-31 00:00:00,1,0,2024-07-21 05:01:46,0,2024-07-21 05:01:46,,,
2017-12,货币和准货币(M2)供应量,1676768.54,8.20,235,2017-12-31 00:00:00,1,0,2024-07-21 05:01:46,0,2024-07-21 05:01:46,,,
2017-12,货币(M1)供应量,543790.15,11.80,236,2017-12-31 00:00:00,1,0,2024-07-21 05:01:46,0,2024-07-21 05:01:46,,,
2017-12,流通中现金(M0)供应量,70645.60,3.40,237,2017-12-31 00:00:00,1,0,2024-07-21 05:01:46,0,2024-07-21 05:01:46,,,
2017-11,货币和准货币(M2)供应量,1670000.00,9.10,238,2017-11-30 00:00:00,1,0,2024-07-21 05:01:46,0,2024-07-21 05:01:46,,,
2017-11,货币(M1)供应量,535600.00,12.70,239,2017-11-30 00:00:00,1,0,2024-07-21 05:01:46,0,2024-07-21 05:01:46,,,
2017-11,流通中现金(M0)供应量,68600.00,5.70,240,2017-11-30 00:00:00,1,0,2024-07-21 05:01:46,0,2024-07-21 05:01:46,,,
2017-10,货币和准货币(M2)供应量,1653400.00,8.80,241,2017-10-31 00:00:00,1,0,2024-07-21 05:01:49,0,2024-07-21 05:01:49,,,
2017-10,货币(M1)供应量,526000.00,13.00,242,2017-10-31 00:00:00,1,0,2024-07-21 05:01:49,0,2024-07-21 05:01:49,,,
2017-10,流通中现金(M0)供应量,68200.00,6.30,243,2017-10-31 00:00:00,1,0,2024-07-21 05:01:49,0,2024-07-21 05:01:49,,,
2017-09,货币和准货币(M2)供应量,1655700.00,9.20,244,2017-09-30 00:00:00,1,0,2024-07-21 05:01:49,0,2024-07-21 05:01:49,,,
2017-09,货币(M1)供应量,517900.00,14.00,245,2017-09-30 00:00:00,1,0,2024-07-21 05:01:49,0,2024-07-21 05:01:49,,,
2017-09,流通中现金(M0)供应量,69700.00,7.20,246,2017-09-30 00:00:00,1,0,2024-07-21 05:01:49,0,2024-07-21 05:01:49,,,
2017-08,货币和准货币(M2)供应量,1645200.00,8.90,247,2017-08-31 00:00:00,1,0,2024-07-21 05:01:49,0,2024-07-21 05:01:49,,,
2017-08,货币(M1)供应量,518100.00,14.00,248,2017-08-31 00:00:00,1,0,2024-07-21 05:01:49,0,2024-07-21 05:01:49,,,
2017-08,流通中现金(M0)供应量,67600.00,6.50,249,2017-08-31 00:00:00,1,0,2024-07-21 05:01:49,0,2024-07-21 05:01:49,,,
2017-07,货币和准货币(M2)供应量,1629000.00,9.20,250,2017-07-31 00:00:00,1,0,2024-07-21 05:01:49,0,2024-07-21 05:01:49,,,
2017-07,货币(M1)供应量,510500.00,15.30,251,2017-07-31 00:00:00,1,0,2024-07-21 05:01:49,0,2024-07-21 05:01:49,,,
2017-07,流通中现金(M0)供应量,67100.00,6.10,252,2017-07-31 00:00:00,1,0,2024-07-21 05:01:49,0,2024-07-21 05:01:49,,,
2017-06,货币和准货币(M2)供应量,1631300.00,9.40,253,2017-06-30 00:00:00,1,0,2024-07-21 05:01:49,0,2024-07-21 05:01:49,,,
2017-06,货币(M1)供应量,510200.00,15.00,254,2017-06-30 00:00:00,1,0,2024-07-21 05:01:49,0,2024-07-21 05:01:49,,,
2017-06,流通中现金(M0)供应量,67000.00,6.60,255,2017-06-30 00:00:00,1,0,2024-07-21 05:01:49,0,2024-07-21 05:01:49,,,
2017-05,货币和准货币(M2)供应量,1601400.00,9.60,256,2017-05-31 00:00:00,1,0,2024-07-21 05:01:49,0,2024-07-21 05:01:49,,,
2017-05,货币(M1)供应量,496400.00,17.00,257,2017-05-31 00:00:00,1,0,2024-07-21 05:01:49,0,2024-07-21 05:01:49,,,
2017-05,流通中现金(M0)供应量,67300.00,7.30,258,2017-05-31 00:00:00,1,0,2024-07-21 05:01:49,0,2024-07-21 05:01:49,,,
2017-04,货币和准货币(M2)供应量,1596300.00,10.50,259,2017-04-30 00:00:00,1,0,2024-07-21 05:01:49,0,2024-07-21 05:01:49,,,
2017-04,货币(M1)供应量,490200.00,18.50,260,2017-04-30 00:00:00,1,0,2024-07-21 05:01:49,0,2024-07-21 05:01:49,,,
2017-04,流通中现金(M0)供应量,68400.00,6.20,261,2017-04-30 00:00:00,1,0,2024-07-21 05:01:49,0,2024-07-21 05:01:49,,,
2017-03,货币和准货币(M2)供应量,1599600.00,10.60,262,2017-03-31 00:00:00,1,0,2024-07-21 05:01:49,0,2024-07-21 05:01:49,,,
2017-03,货币(M1)供应量,488800.00,18.80,263,2017-03-31 00:00:00,1,0,2024-07-21 05:01:49,0,2024-07-21 05:01:49,,,
2017-03,流通中现金(M0)供应量,68600.00,6.10,264,2017-03-31 00:00:00,1,0,2024-07-21 05:01:49,0,2024-07-21 05:01:49,,,
2017-02,货币和准货币(M2)供应量,1582900.00,11.10,265,2017-02-28 00:00:00,1,0,2024-07-21 05:01:49,0,2024-07-21 05:01:49,,,
2017-02,货币(M1)供应量,476500.00,21.40,266,2017-02-28 00:00:00,1,0,2024-07-21 05:01:49,0,2024-07-21 05:01:49,,,
2017-02,流通中现金(M0)供应量,71700.00,3.30,267,2017-02-28 00:00:00,1,0,2024-07-21 05:01:49,0,2024-07-21 05:01:49,,,
2017-01,货币和准货币(M2)供应量,1575900.00,11.30,268,2017-01-31 00:00:00,1,0,2024-07-21 05:01:49,0,2024-07-21 05:01:49,,,
2017-01,货币(M1)供应量,472500.00,14.50,269,2017-01-31 00:00:00,1,0,2024-07-21 05:01:49,0,2024-07-21 05:01:49,,,
2017-01,流通中现金(M0)供应量,86600.00,19.40,270,2017-01-31 00:00:00,1,0,2024-07-21 05:01:49,0,2024-07-21 05:01:49,,,
2024-09,货币和准货币(M2)供应量,3094798.24,6.80,886,2024-09-30 00:00:00,1,0,2024-11-07 02:28:10,0,2024-11-07 02:28:10,,,
2024-09,货币(M1)供应量,628236.54,-7.40,887,2024-09-30 00:00:00,1,0,2024-11-07 02:28:10,0,2024-11-07 02:28:10,,,
2024-09,流通中现金(M0)供应量,121830.00,11.50,888,2024-09-30 00:00:00,1,0,2024-11-07 02:28:10,0,2024-11-07 02:28:10,,,
2024-08,货币和准货币(M2)供应量,3050461.27,6.30,889,2024-08-31 00:00:00,1,0,2024-11-07 02:28:10,0,2024-11-07 02:28:10,,,
2024-08,货币(M1)供应量,630238.09,-7.30,890,2024-08-31 00:00:00,1,0,2024-11-07 02:28:10,0,2024-11-07 02:28:10,,,
2024-08,流通中现金(M0)供应量,119472.57,12.20,891,2024-08-31 00:00:00,1,0,2024-11-07 02:28:10,0,2024-11-07 02:28:10,,,
2024-07,货币和准货币(M2)供应量,3033060.78,6.30,892,2024-07-31 00:00:00,1,0,2024-11-07 02:28:10,0,2024-11-07 02:28:10,,,
2024-07,货币(M1)供应量,632296.54,-6.60,893,2024-07-31 00:00:00,1,0,2024-11-07 02:28:10,0,2024-11-07 02:28:10,,,
2024-07,流通中现金(M0)供应量,118840.46,12.00,894,2024-07-31 00:00:00,1,0,2024-11-07 02:28:10,0,2024-11-07 02:28:10,,,
2024-10,货币和准货币(M2)供应量,3097092.01,7.50,895,2024-10-31 00:00:00,1,0,2024-11-18 23:19:48,0,2024-11-18 23:19:48,,,
2024-10,货币(M1)供应量,633357.47,-6.10,896,2024-10-31 00:00:00,1,0,2024-11-18 23:19:48,0,2024-11-18 23:19:48,,,
2024-10,流通中现金(M0)供应量,122447.04,12.80,897,2024-10-31 00:00:00,1,0,2024-11-18 23:19:48,0,2024-11-18 23:19:48,,,
2024-11,货币和准货币(M2)供应量,3119587.27,7.10,898,2024-11-30 00:00:00,1,0,2024-12-17 23:19:58,0,2024-12-17 23:19:58,,,
2024-11,货币(M1)供应量,650904.16,-3.70,899,2024-11-30 00:00:00,1,0,2024-12-17 23:19:58,0,2024-12-17 23:19:58,,,
2024-11,流通中现金(M0)供应量,124180.26,12.70,900,2024-11-30 00:00:00,1,0,2024-12-17 23:19:58,0,2024-12-17 23:19:58,,,
2024-12,货币和准货币(M2)供应量,3135322.30,7.30,901,2024-12-31 00:00:00,1,0,2025-01-15 23:20:05,0,2025-01-15 23:20:05,,,
2024-12,货币(M1)供应量,670959.41,-1.40,902,2024-12-31 00:00:00,1,0,2025-01-15 23:20:05,0,2025-01-15 23:20:05,,,
2024-12,流通中现金(M0)供应量,128194.16,13.00,903,2024-12-31 00:00:00,1,0,2025-01-15 23:20:05,0,2025-01-15 23:20:05,,,
2025-01,货币和准货币(M2)供应量,3185247.18,7.00,904,2025-01-31 00:00:00,1,0,2025-02-17 23:18:44,0,2025-02-17 23:18:44,,,
2025-01,货币(M1)供应量,1124457.45,0.40,905,2025-01-31 00:00:00,1,0,2025-02-17 23:18:44,0,2025-02-17 23:18:44,,,
2025-01,流通中现金(M0)供应量,142254.48,17.20,906,2025-01-31 00:00:00,1,0,2025-02-17 23:18:44,0,2025-02-17 23:18:44,,,
2025-02,货币和准货币(M2)供应量,3205173.24,7.00,907,2025-02-28 00:00:00,1,0,2025-03-17 23:19:20,0,2025-03-17 23:19:20,,,
2025-02,货币(M1)供应量,1094370.01,0.10,908,2025-02-28 00:00:00,1,0,2025-03-17 23:19:20,0,2025-03-17 23:19:20,,,
2025-02,流通中现金(M0)供应量,132756.61,9.70,909,2025-02-28 00:00:00,1,0,2025-03-17 23:19:20,0,2025-03-17 23:19:20,,,
2025-03,货币和准货币(M2)供应量,3260554.57,7.00,910,2025-03-31 00:00:00,1,0,2025-04-15 23:19:06,0,2025-04-15 23:19:06,,,
2025-03,货币(M1)供应量,1134863.10,1.60,911,2025-03-31 00:00:00,1,0,2025-04-15 23:19:06,0,2025-04-15 23:19:06,,,
2025-03,流通中现金(M0)供应量,130691.86,11.50,912,2025-03-31 00:00:00,1,0,2025-04-15 23:19:06,0,2025-04-15 23:19:06,,,
2025-04,货币和准货币(M2)供应量,3251739.32,8.00,913,2025-04-30 00:00:00,1,0,2025-05-15 23:19:42,0,2025-05-15 23:19:42,,,
2025-04,货币(M1)供应量,1091407.33,1.50,914,2025-04-30 00:00:00,1,0,2025-05-15 23:19:42,0,2025-05-15 23:19:42,,,
2025-04,流通中现金(M0)供应量,131387.01,12.00,915,2025-04-30 00:00:00,1,0,2025-05-15 23:19:42,0,2025-05-15 23:19:42,,,
2025-05,货币和准货币(M2)供应量,3257838.11,7.90,916,2025-05-31 00:00:00,1,0,2025-06-17 23:18:50,0,2025-06-17 23:18:50,,,
2025-05,货币(M1)供应量,1089147.65,2.30,917,2025-05-31 00:00:00,1,0,2025-06-17 23:18:50,0,2025-06-17 23:18:50,,,
2025-05,流通中现金(M0)供应量,131258.52,12.10,918,2025-05-31 00:00:00,1,0,2025-06-17 23:18:50,0,2025-06-17 23:18:50,,,
2025-06,货币和准货币(M2)供应量,3302868.17,8.30,919,2025-06-30 00:00:00,1,0,2025-07-15 23:18:36,0,2025-07-15 23:18:36,,,
2025-06,货币(M1)供应量,1139494.08,4.60,920,2025-06-30 00:00:00,1,0,2025-07-15 23:18:36,0,2025-07-15 23:18:36,,,
2025-06,流通中现金(M0)供应量,131827.18,12.00,921,2025-06-30 00:00:00,1,0,2025-07-15 23:18:36,0,2025-07-15 23:18:36,,,
2025-07,货币和准货币(M2)供应量,3299429.06,8.80,922,2025-07-31 00:00:00,1,0,2025-08-15 23:21:30,0,2025-08-15 23:21:30,,,
2025-07,货币(M1)供应量,1110586.92,5.60,923,2025-07-31 00:00:00,1,0,2025-08-15 23:21:30,0,2025-08-15 23:21:30,,,
2025-07,流通中现金(M0)供应量,132844.80,11.80,924,2025-07-31 00:00:00,1,0,2025-08-15 23:21:30,0,2025-08-15 23:21:30,,,
2025-08,货币和准货币(M2)供应量,3319831.44,8.80,925,2025-08-31 00:00:00,1,0,2025-09-16 23:18:13,0,2025-09-16 23:18:13,,,
2025-08,货币(M1)供应量,1112255.70,6.00,926,2025-08-31 00:00:00,1,0,2025-09-16 23:18:13,0,2025-09-16 23:18:13,,,
2025-08,流通中现金(M0)供应量,133402.29,11.70,927,2025-08-31 00:00:00,1,0,2025-09-16 23:18:13,0,2025-09-16 23:18:13,,,
