时间,省份,当月数量(吨),数量环比(%),累计数量(吨),当月金额(千美元),累计金额(千美元),_ID,_DATA_TIME,_ACTIVE,_CREATE_ID,_CREATE_TIME,_UPDATE_ID,_UPDATE_TIME,_REMARK,_CHANGE_LOG,_RESERVE
2024-05,北京市,11790.00,0.00,48167.00,1935.60,8268.00,1,2024-05-31 00:00:00,1,0,2024-07-20 15:13:08,0,2024-07-20 15:13:08,,,
2024-05,山东省,225782.90,79.04,915987.80,34702.50,175895.90,2,2024-05-31 00:00:00,1,0,2024-07-20 15:13:08,0,2024-07-20 15:13:08,,,
2024-05,天津市,10346.10,0.00,21769.60,1634.70,3438.50,3,2024-05-31 00:00:00,1,0,2024-07-20 15:13:08,0,2024-07-20 15:13:08,,,
2024-05,云南省,62.10,-18.11,62.10,8.60,8.60,4,2024-05-31 00:00:00,1,0,2024-07-20 15:13:08,0,2024-07-20 15:13:08,,,
2024-04,北京市,11790.00,8.34,36377.00,1935.60,6332.40,5,2024-04-30 00:00:00,1,0,2024-07-20 15:13:08,0,2024-07-20 15:13:08,,,
2024-04,山东省,126110.90,56.13,690204.90,21606.10,141193.50,6,2024-04-30 00:00:00,1,0,2024-07-20 15:13:08,0,2024-07-20 15:13:08,,,
2024-04,天津市,10346.10,860.23,11423.50,1634.70,1803.80,7,2024-04-30 00:00:00,1,0,2024-07-20 15:13:08,0,2024-07-20 15:13:08,,,
2024-03,北京市,10882.00,-20.60,24587.00,1859.60,4396.80,8,2024-03-31 00:00:00,1,0,2024-07-20 15:13:08,0,2024-07-20 15:13:08,,,
2024-03,福建省,32194.00,60.91,32194.00,8293.20,8293.20,9,2024-03-31 00:00:00,1,0,2024-07-20 15:13:08,0,2024-07-20 15:13:08,,,
2024-03,山东省,80774.00,707.74,564094.00,13536.30,119587.40,10,2024-03-31 00:00:00,1,0,2024-07-20 15:13:08,0,2024-07-20 15:13:08,,,
2024-03,天津市,1077.50,-97.41,1077.50,169.20,169.20,11,2024-03-31 00:00:00,1,0,2024-07-20 15:13:08,0,2024-07-20 15:13:08,,,
2024-03,浙江省,37565.00,100.00,37565.00,6949.50,6949.50,12,2024-03-31 00:00:00,1,0,2024-07-20 15:13:08,0,2024-07-20 15:13:08,,,
2024-02,山东省,10000.00,-97.89,483320.00,1440.00,106051.10,13,2024-02-29 00:00:00,1,0,2024-07-20 15:13:08,0,2024-07-20 15:13:08,,,
2024-01,北京市,13705.00,-4.83,13705.00,2537.20,2537.20,14,2024-01-31 00:00:00,1,0,2024-07-20 15:13:08,0,2024-07-20 15:13:08,,,
2024-01,山东省,473320.00,139.77,473320.00,104611.10,104611.10,15,2024-01-31 00:00:00,1,0,2024-07-20 15:13:08,0,2024-07-20 15:13:08,,,
2023-12,山东省,197406.00,-2.18,1316154.30,43208.30,297008.10,16,2023-12-31 00:00:00,1,0,2024-07-20 15:13:08,0,2024-07-20 15:13:08,,,
2023-12,天津市,41572.40,2814.79,68948.30,8168.50,14127.20,17,2023-12-31 00:00:00,1,0,2024-07-20 15:13:08,0,2024-07-20 15:13:08,,,
2023-12,云南省,75.90,-45.39,1156.80,16.00,230.60,18,2023-12-31 00:00:00,1,0,2024-07-20 15:13:08,0,2024-07-20 15:13:08,,,
2023-11,北京市,14400.00,39.29,106366.00,2628.30,19886.10,19,2023-11-30 00:00:00,1,0,2024-07-20 15:13:08,0,2024-07-20 15:13:08,,,
2023-11,山东省,201806.00,415.47,1118748.30,25158.90,253799.80,20,2023-11-30 00:00:00,1,0,2024-07-20 15:13:08,0,2024-07-20 15:13:08,,,
