时间,城市,产品名称,本期价格,价格类型,备注,_ID,_DATA_TIME,_ACTIVE,_CREATE_ID,_CREATE_TIME,_UPDATE_ID,_UPDATE_TIME,_REMARK,_CHANGE_LOG,_RESERVE
2024-07-19,邯郸市,准一级焦,2130.00,出厂价,A13S0.7CSR60 MT<0.2,1,2024-07-19 00:00:00,1,0,2024-07-20 20:26:44,0,2024-07-20 20:26:44,,,
2024-07-19,邢台市,准一级焦,2160.00,出厂价,A13.5S0.7 CSR58 MT<0.2,2,2024-07-19 00:00:00,1,0,2024-07-20 20:26:44,0,2024-07-20 20:26:44,,,
2024-07-19,唐山市,一级焦,2090.00,到厂价,A12.5S0.7 CSR65 MT<0.2,3,2024-07-19 00:00:00,1,0,2024-07-20 20:26:44,0,2024-07-20 20:26:44,,,
2024-07-19,唐山市,二级焦,1900.00,到厂价,A13.5S0.75 CSR55,4,2024-07-19 00:00:00,1,0,2024-07-20 20:26:44,0,2024-07-20 20:26:44,,,
2024-07-19,唐山市,准一级焦,1960.00,到厂价,A13S0.7 CSR60,5,2024-07-19 00:00:00,1,0,2024-07-20 20:26:44,0,2024-07-20 20:26:44,,,
2024-07-19,定州市,准一级焦,2190.00,出厂价,A13.5S0.7 CSR58 MT<0.2,6,2024-07-19 00:00:00,1,0,2024-07-20 20:26:44,0,2024-07-20 20:26:44,,,
2024-07-18,邯郸市,准一级焦,2130.00,出厂价,A13S0.7CSR60 MT<0.2,7,2024-07-18 00:00:00,1,0,2024-07-20 20:26:44,0,2024-07-20 20:26:44,,,
2024-07-18,邢台市,准一级焦,2160.00,出厂价,A13.5S0.7 CSR58 MT<0.2,8,2024-07-18 00:00:00,1,0,2024-07-20 20:26:44,0,2024-07-20 20:26:44,,,
2024-07-18,唐山市,一级焦,2090.00,到厂价,A12.5S0.7 CSR65 MT<0.2,9,2024-07-18 00:00:00,1,0,2024-07-20 20:26:44,0,2024-07-20 20:26:44,,,
2024-07-18,唐山市,二级焦,1900.00,到厂价,A13.5S0.75 CSR55,10,2024-07-18 00:00:00,1,0,2024-07-20 20:26:44,0,2024-07-20 20:26:44,,,
2024-07-18,唐山市,准一级焦,1960.00,到厂价,A13S0.7 CSR60,11,2024-07-18 00:00:00,1,0,2024-07-20 20:26:44,0,2024-07-20 20:26:44,,,
2024-07-18,定州市,准一级焦,2190.00,出厂价,A13.5S0.7 CSR58 MT<0.2,12,2024-07-18 00:00:00,1,0,2024-07-20 20:26:44,0,2024-07-20 20:26:44,,,
2024-07-17,邯郸市,准一级焦,2130.00,出厂价,A13S0.7CSR60 MT<0.2,13,2024-07-17 00:00:00,1,0,2024-07-20 20:26:44,0,2024-07-20 20:26:44,,,
2024-07-17,邢台市,准一级焦,2160.00,出厂价,A13.5S0.7 CSR58 MT<0.2,14,2024-07-17 00:00:00,1,0,2024-07-20 20:26:44,0,2024-07-20 20:26:44,,,
2024-07-17,唐山市,一级焦,2090.00,到厂价,A12.5S0.7 CSR65 MT<0.2,15,2024-07-17 00:00:00,1,0,2024-07-20 20:26:44,0,2024-07-20 20:26:44,,,
2024-07-17,唐山市,二级焦,1900.00,到厂价,A13.5S0.75 CSR55,16,2024-07-17 00:00:00,1,0,2024-07-20 20:26:44,0,2024-07-20 20:26:44,,,
2024-07-17,唐山市,准一级焦,1960.00,到厂价,A13S0.7 CSR60,17,2024-07-17 00:00:00,1,0,2024-07-20 20:26:44,0,2024-07-20 20:26:44,,,
2024-07-17,定州市,准一级焦,2190.00,出厂价,A13.5S0.7 CSR58 MT<0.2,18,2024-07-17 00:00:00,1,0,2024-07-20 20:26:44,0,2024-07-20 20:26:44,,,
2024-07-16,邯郸市,准一级焦,2130.00,出厂价,A13S0.7CSR60 MT<0.2,19,2024-07-16 00:00:00,1,0,2024-07-20 20:26:44,0,2024-07-20 20:26:44,,,
2024-07-16,邢台市,准一级焦,2160.00,出厂价,A13.5S0.7 CSR58 MT<0.2,20,2024-07-16 00:00:00,1,0,2024-07-20 20:26:44,0,2024-07-20 20:26:44,,,
2024-07-16,唐山市,一级焦,2090.00,到厂价,A12.5S0.7 CSR65 MT<0.2,21,2024-07-16 00:00:00,1,0,2024-07-20 20:26:44,0,2024-07-20 20:26:44,,,
2024-07-16,唐山市,二级焦,1900.00,到厂价,A13.5S0.75 CSR55,22,2024-07-16 00:00:00,1,0,2024-07-20 20:26:44,0,2024-07-20 20:26:44,,,
2024-07-16,唐山市,准一级焦,1960.00,到厂价,A13S0.7 CSR60,23,2024-07-16 00:00:00,1,0,2024-07-20 20:26:44,0,2024-07-20 20:26:44,,,
2024-07-16,定州市,准一级焦,2190.00,出厂价,A13.5S0.7 CSR58 MT<0.2,24,2024-07-16 00:00:00,1,0,2024-07-20 20:26:44,0,2024-07-20 20:26:44,,,
2024-07-15,邯郸市,准一级焦,2130.00,出厂价,A13S0.7CSR60 MT<0.2,25,2024-07-15 00:00:00,1,0,2024-07-20 20:26:44,0,2024-07-20 20:26:44,,,
2024-07-15,邢台市,准一级焦,2160.00,出厂价,A13.5S0.7 CSR58 MT<0.2,26,2024-07-15 00:00:00,1,0,2024-07-20 20:26:44,0,2024-07-20 20:26:44,,,
2024-07-15,唐山市,一级焦,2090.00,到厂价,A12.5S0.7 CSR65 MT<0.2,27,2024-07-15 00:00:00,1,0,2024-07-20 20:26:44,0,2024-07-20 20:26:44,,,
