时间,地区,旬度值(万吨),旬度环比(万吨),旬度同比(万吨),_ID,_DATA_TIME,_ACTIVE,_CREATE_ID,_CREATE_TIME,_UPDATE_ID,_UPDATE_TIME,_REMARK,_CHANGE_LOG,_RESERVE
2024-05-20,山西省,418.30,-21.70,-124.90,23,2024-05-20 00:00:00,1,0,2024-07-20 13:50:14,0,2024-07-20 13:50:14,,,
2024-05-20,江西省,1.90,0.20,0.50,24,2024-05-20 00:00:00,1,0,2024-07-20 13:50:14,0,2024-07-20 13:50:14,,,
2024-05-20,山东省,99.80,-37.80,-124.90,25,2024-05-20 00:00:00,1,0,2024-07-20 13:50:14,0,2024-07-20 13:50:14,,,
2024-05-20,河南省,86.70,-5.80,-34.10,26,2024-05-20 00:00:00,1,0,2024-07-20 13:50:14,0,2024-07-20 13:50:14,,,
2024-05-20,重庆市,0.00,0.00,0.00,27,2024-05-20 00:00:00,1,0,2024-07-20 13:50:14,0,2024-07-20 13:50:14,,,
2024-05-20,陕西省,58.00,1.00,-9.00,28,2024-05-20 00:00:00,1,0,2024-07-20 13:50:14,0,2024-07-20 13:50:14,,,
2024-05-20,甘肃省,243.40,20.40,24.80,29,2024-05-20 00:00:00,1,0,2024-07-20 13:50:14,0,2024-07-20 13:50:14,,,
2024-05-20,宁夏区,358.30,27.60,-20.80,30,2024-05-20 00:00:00,1,0,2024-07-20 13:50:14,0,2024-07-20 13:50:14,,,
2024-05-10,地区合计,1309.70,-45.00,-454.90,31,2024-05-10 00:00:00,1,0,2024-07-20 13:50:18,0,2024-07-20 13:50:18,,,
2024-05-10,河北省,45.80,-21.70,-34.70,32,2024-05-10 00:00:00,1,0,2024-07-20 13:50:18,0,2024-07-20 13:50:18,,,
2024-05-10,山西省,389.30,-27.50,-157.80,33,2024-05-10 00:00:00,1,0,2024-07-20 13:50:18,0,2024-07-20 13:50:18,,,
2024-05-10,江西省,1.90,0.30,0.70,34,2024-05-10 00:00:00,1,0,2024-07-20 13:50:18,0,2024-07-20 13:50:18,,,
2024-05-10,山东省,96.00,-60.40,-137.30,35,2024-05-10 00:00:00,1,0,2024-07-20 13:50:18,0,2024-07-20 13:50:18,,,
2024-05-10,河南省,89.20,1.80,-25.50,36,2024-05-10 00:00:00,1,0,2024-07-20 13:50:18,0,2024-07-20 13:50:18,,,
2024-05-10,重庆市,0.00,0.00,0.00,37,2024-05-10 00:00:00,1,0,2024-07-20 13:50:18,0,2024-07-20 13:50:18,,,
2024-05-10,陕西省,78.00,20.30,16.00,38,2024-05-10 00:00:00,1,0,2024-07-20 13:50:18,0,2024-07-20 13:50:18,,,
2024-05-10,甘肃省,248.80,40.90,25.70,39,2024-05-10 00:00:00,1,0,2024-07-20 13:50:18,0,2024-07-20 13:50:18,,,
2024-05-10,宁夏区,325.80,10.50,-21.10,40,2024-05-10 00:00:00,1,0,2024-07-20 13:50:18,0,2024-07-20 13:50:18,,,
2024-04-20,地区合计,1384.00,159.90,-163.40,41,2024-04-20 00:00:00,1,0,2024-07-20 13:50:18,0,2024-07-20 13:50:18,,,
2024-04-20,河北省,53.10,-10.00,-18.90,42,2024-04-20 00:00:00,1,0,2024-07-20 13:50:18,0,2024-07-20 13:50:18,,,
2024-04-20,山西省,440.00,61.30,-127.20,43,2024-04-20 00:00:00,1,0,2024-07-20 13:50:18,0,2024-07-20 13:50:18,,,
2024-04-20,江西省,1.70,0.90,0.30,44,2024-04-20 00:00:00,1,0,2024-07-20 13:50:18,0,2024-07-20 13:50:18,,,
2024-04-20,山东省,137.60,8.20,-63.00,45,2024-04-20 00:00:00,1,0,2024-07-20 13:50:18,0,2024-07-20 13:50:18,,,
2024-04-20,河南省,92.50,26.80,-4.30,46,2024-04-20 00:00:00,1,0,2024-07-20 13:50:18,0,2024-07-20 13:50:18,,,
2024-04-20,重庆市,0.00,0.00,0.00,47,2024-04-20 00:00:00,1,0,2024-07-20 13:50:18,0,2024-07-20 13:50:18,,,
2024-04-20,陕西省,57.00,-3.00,-8.00,48,2024-04-20 00:00:00,1,0,2024-07-20 13:50:18,0,2024-07-20 13:50:18,,,
2024-04-20,甘肃省,223.00,15.80,12.30,49,2024-04-20 00:00:00,1,0,2024-07-20 13:50:18,0,2024-07-20 13:50:18,,,
2024-04-20,宁夏区,330.70,31.80,86.90,50,2024-04-20 00:00:00,1,0,2024-07-20 13:50:18,0,2024-07-20 13:50:18,,,
2024-04-10,地区合计,1354.70,212.40,-96.00,51,2024-04-10 00:00:00,1,0,2024-07-20 13:50:18,0,2024-07-20 13:50:18,,,
2024-04-10,河北省,67.50,8.90,-6.40,52,2024-04-10 00:00:00,1,0,2024-07-20 13:50:18,0,2024-07-20 13:50:18,,,
2024-04-10,山西省,416.80,68.90,-155.70,53,2024-04-10 00:00:00,1,0,2024-07-20 13:50:18,0,2024-07-20 13:50:18,,,
2024-04-10,江西省,1.60,0.60,0.40,54,2024-04-10 00:00:00,1,0,2024-07-20 13:50:18,0,2024-07-20 13:50:18,,,
2024-04-10,山东省,156.40,33.80,-24.20,55,2024-04-10 00:00:00,1,0,2024-07-20 13:50:18,0,2024-07-20 13:50:18,,,
2024-04-10,河南省,87.40,18.10,-3.00,56,2024-04-10 00:00:00,1,0,2024-07-20 13:50:18,0,2024-07-20 13:50:18,,,
2024-04-10,重庆市,0.00,0.00,0.00,57,2024-04-10 00:00:00,1,0,2024-07-20 13:50:18,0,2024-07-20 13:50:18,,,
2024-04-10,陕西省,57.70,-9.30,-6.30,58,2024-04-10 00:00:00,1,0,2024-07-20 13:50:18,0,2024-07-20 13:50:18,,,
2024-04-10,甘肃省,207.90,15.70,10.00,59,2024-04-10 00:00:00,1,0,2024-07-20 13:50:18,0,2024-07-20 13:50:18,,,
2024-04-10,宁夏区,315.30,49.10,118.10,60,2024-04-10 00:00:00,1,0,2024-07-20 13:50:18,0,2024-07-20 13:50:18,,,
2024-03-20,地区合计,1224.10,89.30,-148.90,61,2024-03-20 00:00:00,1,0,2024-07-20 13:50:21,0,2024-07-20 13:50:21,,,
2024-03-20,河北省,63.10,-5.50,0.90,62,2024-03-20 00:00:00,1,0,2024-07-20 13:50:21,0,2024-07-20 13:50:21,,,
2024-03-20,山西省,378.70,49.90,-192.30,63,2024-03-20 00:00:00,1,0,2024-07-20 13:50:21,0,2024-07-20 13:50:21,,,
2024-03-20,江西省,0.80,-0.10,-0.90,64,2024-03-20 00:00:00,1,0,2024-07-20 13:50:21,0,2024-07-20 13:50:21,,,
2024-03-20,山东省,129.40,-1.90,-59.80,65,2024-03-20 00:00:00,1,0,2024-07-20 13:50:21,0,2024-07-20 13:50:21,,,
2024-03-20,河南省,65.70,0.30,-25.90,66,2024-03-20 00:00:00,1,0,2024-07-20 13:50:21,0,2024-07-20 13:50:21,,,
2024-03-20,重庆市,0.00,0.00,0.00,67,2024-03-20 00:00:00,1,0,2024-07-20 13:50:21,0,2024-07-20 13:50:21,,,
2024-03-20,陕西省,60.00,0.00,4.00,68,2024-03-20 00:00:00,1,0,2024-07-20 13:50:21,0,2024-07-20 13:50:21,,,
2024-03-20,甘肃省,207.20,6.30,32.00,69,2024-03-20 00:00:00,1,0,2024-07-20 13:50:21,0,2024-07-20 13:50:21,,,
2024-03-20,宁夏区,298.90,38.60,109.10,70,2024-03-20 00:00:00,1,0,2024-07-20 13:50:21,0,2024-07-20 13:50:21,,,
2024-03-10,地区合计,1142.30,-22.10,-254.60,71,2024-03-10 00:00:00,1,0,2024-07-20 13:50:21,0,2024-07-20 13:50:21,,,
2024-03-10,河北省,58.60,-12.90,-0.10,72,2024-03-10 00:00:00,1,0,2024-07-20 13:50:21,0,2024-07-20 13:50:21,,,
2024-03-10,山西省,347.90,-33.30,-262.20,73,2024-03-10 00:00:00,1,0,2024-07-20 13:50:21,0,2024-07-20 13:50:21,,,
2024-03-10,江西省,1.00,0.20,-0.10,74,2024-03-10 00:00:00,1,0,2024-07-20 13:50:21,0,2024-07-20 13:50:21,,,
2024-03-10,山东省,122.60,-0.40,-68.40,75,2024-03-10 00:00:00,1,0,2024-07-20 13:50:21,0,2024-07-20 13:50:21,,,
2024-03-10,河南省,69.30,2.70,-24.20,76,2024-03-10 00:00:00,1,0,2024-07-20 13:50:21,0,2024-07-20 13:50:21,,,
2024-03-10,重庆市,0.00,0.00,0.00,77,2024-03-10 00:00:00,1,0,2024-07-20 13:50:21,0,2024-07-20 13:50:21,,,
2024-03-10,陕西省,67.00,4.00,-2.00,78,2024-03-10 00:00:00,1,0,2024-07-20 13:50:21,0,2024-07-20 13:50:21,,,
2024-03-10,甘肃省,192.20,4.50,27.00,79,2024-03-10 00:00:00,1,0,2024-07-20 13:50:21,0,2024-07-20 13:50:21,,,
2024-03-10,宁夏区,266.20,22.50,91.70,80,2024-03-10 00:00:00,1,0,2024-07-20 13:50:21,0,2024-07-20 13:50:21,,,
2024-02-20,地区合计,1134.80,-193.10,-202.60,81,2024-02-20 00:00:00,1,0,2024-07-20 13:50:21,0,2024-07-20 13:50:21,,,
2024-02-20,河北省,68.60,3.30,-14.70,82,2024-02-20 00:00:00,1,0,2024-07-20 13:50:21,0,2024-07-20 13:50:21,,,
2024-02-20,山西省,328.80,-88.30,-244.00,83,2024-02-20 00:00:00,1,0,2024-07-20 13:50:21,0,2024-07-20 13:50:21,,,
2024-02-20,江西省,0.90,0.40,-1.20,84,2024-02-20 00:00:00,1,0,2024-07-20 13:50:21,0,2024-07-20 13:50:21,,,
2024-02-20,山东省,131.30,-30.40,-82.50,85,2024-02-20 00:00:00,1,0,2024-07-20 13:50:21,0,2024-07-20 13:50:21,,,
2024-02-20,河南省,65.40,13.70,6.90,86,2024-02-20 00:00:00,1,0,2024-07-20 13:50:21,0,2024-07-20 13:50:21,,,
2024-02-20,重庆市,0.00,0.00,0.00,87,2024-02-20 00:00:00,1,0,2024-07-20 13:50:21,0,2024-07-20 13:50:21,,,
2024-02-20,陕西省,60.00,-1.00,4.00,88,2024-02-20 00:00:00,1,0,2024-07-20 13:50:21,0,2024-07-20 13:50:21,,,
2024-02-20,甘肃省,200.90,10.60,31.40,89,2024-02-20 00:00:00,1,0,2024-07-20 13:50:21,0,2024-07-20 13:50:21,,,
2024-02-20,宁夏区,260.30,-94.70,124.70,90,2024-02-20 00:00:00,1,0,2024-07-20 13:50:21,0,2024-07-20 13:50:21,,,
2024-02-10,地区合计,1164.40,20.10,-169.30,91,2024-02-10 00:00:00,1,0,2024-07-20 13:50:24,0,2024-07-20 13:50:24,,,
2024-02-10,河北省,71.50,12.60,-5.10,92,2024-02-10 00:00:00,1,0,2024-07-20 13:50:24,0,2024-07-20 13:50:24,,,
2024-02-10,山西省,381.20,-15.60,-175.90,93,2024-02-10 00:00:00,1,0,2024-07-20 13:50:24,0,2024-07-20 13:50:24,,,
2024-02-10,江西省,0.80,0.10,-1.20,94,2024-02-10 00:00:00,1,0,2024-07-20 13:50:24,0,2024-07-20 13:50:24,,,
2024-02-10,山东省,123.00,-48.50,-81.30,95,2024-02-10 00:00:00,1,0,2024-07-20 13:50:24,0,2024-07-20 13:50:24,,,
2024-02-10,河南省,66.60,10.40,0.10,96,2024-02-10 00:00:00,1,0,2024-07-20 13:50:24,0,2024-07-20 13:50:24,,,
2024-02-10,重庆市,0.00,0.00,0.00,97,2024-02-10 00:00:00,1,0,2024-07-20 13:50:24,0,2024-07-20 13:50:24,,,
2024-02-10,陕西省,63.00,-1.00,-5.00,98,2024-02-10 00:00:00,1,0,2024-07-20 13:50:24,0,2024-07-20 13:50:24,,,
2024-02-10,甘肃省,187.70,82.00,27.20,99,2024-02-10 00:00:00,1,0,2024-07-20 13:50:24,0,2024-07-20 13:50:24,,,
2024-02-10,宁夏区,243.70,-21.30,99.80,100,2024-02-10 00:00:00,1,0,2024-07-20 13:50:24,0,2024-07-20 13:50:24,,,
2024-01-20,地区合计,1327.90,-59.60,-97.80,101,2024-01-20 00:00:00,1,0,2024-07-20 13:50:24,0,2024-07-20 13:50:24,,,
2024-01-20,河北省,65.30,5.70,-16.70,102,2024-01-20 00:00:00,1,0,2024-07-20 13:50:24,0,2024-07-20 13:50:24,,,
2024-01-20,山西省,417.10,-98.90,-171.60,103,2024-01-20 00:00:00,1,0,2024-07-20 13:50:24,0,2024-07-20 13:50:24,,,
2024-01-20,江西省,0.50,-0.30,-1.10,104,2024-01-20 00:00:00,1,0,2024-07-20 13:50:24,0,2024-07-20 13:50:24,,,
2024-01-20,山东省,161.70,-1.30,-42.50,105,2024-01-20 00:00:00,1,0,2024-07-20 13:50:24,0,2024-07-20 13:50:24,,,
2024-01-20,河南省,51.70,-27.90,-0.90,106,2024-01-20 00:00:00,1,0,2024-07-20 13:50:24,0,2024-07-20 13:50:24,,,
2024-01-20,重庆市,0.00,0.00,0.00,107,2024-01-20 00:00:00,1,0,2024-07-20 13:50:24,0,2024-07-20 13:50:24,,,
2024-01-20,陕西省,61.00,16.00,-5.00,108,2024-01-20 00:00:00,1,0,2024-07-20 13:50:24,0,2024-07-20 13:50:24,,,
2024-01-20,甘肃省,190.30,9.30,18.00,109,2024-01-20 00:00:00,1,0,2024-07-20 13:50:24,0,2024-07-20 13:50:24,,,
2024-01-20,宁夏区,355.00,43.50,191.30,110,2024-01-20 00:00:00,1,0,2024-07-20 13:50:24,0,2024-07-20 13:50:24,,,
2024-01-10,地区合计,1151.60,-28.20,-144.10,111,2024-01-10 00:00:00,1,0,2024-07-20 13:50:24,0,2024-07-20 13:50:24,,,
2024-01-10,河北省,57.40,26.30,-18.10,112,2024-01-10 00:00:00,1,0,2024-07-20 13:50:24,0,2024-07-20 13:50:24,,,
2024-01-10,山西省,396.80,81.20,-86.60,113,2024-01-10 00:00:00,1,0,2024-07-20 13:50:24,0,2024-07-20 13:50:24,,,
2024-01-10,江西省,0.70,-0.10,-1.00,114,2024-01-10 00:00:00,1,0,2024-07-20 13:50:24,0,2024-07-20 13:50:24,,,
2024-01-10,山东省,171.50,-24.00,-29.60,115,2024-01-10 00:00:00,1,0,2024-07-20 13:50:24,0,2024-07-20 13:50:24,,,
2024-01-10,河南省,65.00,-0.90,8.70,116,2024-01-10 00:00:00,1,0,2024-07-20 13:50:24,0,2024-07-20 13:50:24,,,
2024-01-10,重庆市,0.00,0.00,0.00,117,2024-01-10 00:00:00,1,0,2024-07-20 13:50:24,0,2024-07-20 13:50:24,,,
2024-01-10,陕西省,64.00,-1.00,-1.00,118,2024-01-10 00:00:00,1,0,2024-07-20 13:50:24,0,2024-07-20 13:50:24,,,
2024-01-10,甘肃省,105.70,-67.60,-60.20,119,2024-01-10 00:00:00,1,0,2024-07-20 13:50:24,0,2024-07-20 13:50:24,,,
2024-01-10,宁夏区,265.00,-23.70,118.40,120,2024-01-10 00:00:00,1,0,2024-07-20 13:50:24,0,2024-07-20 13:50:24,,,
2023-12-20,地区合计,1263.00,-66.40,27.30,121,2023-12-20 00:00:00,1,0,2024-07-20 13:50:27,0,2024-07-20 13:50:27,,,
2023-12-20,河北省,43.10,-8.70,-39.80,122,2023-12-20 00:00:00,1,0,2024-07-20 13:50:27,0,2024-07-20 13:50:27,,,
2023-12-20,山西省,312.50,31.70,36.40,123,2023-12-20 00:00:00,1,0,2024-07-20 13:50:27,0,2024-07-20 13:50:27,,,
2023-12-20,江西省,1.20,-0.40,-0.30,124,2023-12-20 00:00:00,1,0,2024-07-20 13:50:27,0,2024-07-20 13:50:27,,,
2023-12-20,山东省,212.60,-25.60,-63.10,125,2023-12-20 00:00:00,1,0,2024-07-20 13:50:27,0,2024-07-20 13:50:27,,,
2023-12-20,河南省,65.90,8.00,13.10,126,2023-12-20 00:00:00,1,0,2024-07-20 13:50:27,0,2024-07-20 13:50:27,,,
2023-12-20,重庆市,0.00,0.00,0.00,127,2023-12-20 00:00:00,1,0,2024-07-20 13:50:27,0,2024-07-20 13:50:27,,,
2023-12-20,陕西省,42.10,2.90,-12.00,128,2023-12-20 00:00:00,1,0,2024-07-20 13:50:27,0,2024-07-20 13:50:27,,,
2023-12-20,甘肃省,212.80,-44.00,11.30,129,2023-12-20 00:00:00,1,0,2024-07-20 13:50:27,0,2024-07-20 13:50:27,,,
2023-12-20,宁夏区,320.40,-8.90,149.30,130,2023-12-20 00:00:00,1,0,2024-07-20 13:50:27,0,2024-07-20 13:50:27,,,
2023-12-10,地区合计,1179.80,-95.00,-29.20,131,2023-12-10 00:00:00,1,0,2024-07-20 13:50:27,0,2024-07-20 13:50:27,,,
2023-12-10,河北省,31.10,-11.00,-39.80,132,2023-12-10 00:00:00,1,0,2024-07-20 13:50:27,0,2024-07-20 13:50:27,,,
2023-12-10,山西省,315.60,-7.00,18.60,133,2023-12-10 00:00:00,1,0,2024-07-20 13:50:27,0,2024-07-20 13:50:27,,,
2023-12-10,江西省,0.80,-0.50,-0.50,134,2023-12-10 00:00:00,1,0,2024-07-20 13:50:27,0,2024-07-20 13:50:27,,,
2023-12-10,山东省,195.50,-11.70,-47.70,135,2023-12-10 00:00:00,1,0,2024-07-20 13:50:27,0,2024-07-20 13:50:27,,,
2023-12-10,河南省,65.90,0.50,10.50,136,2023-12-10 00:00:00,1,0,2024-07-20 13:50:27,0,2024-07-20 13:50:27,,,
2023-12-10,重庆市,0.00,0.00,0.00,137,2023-12-10 00:00:00,1,0,2024-07-20 13:50:27,0,2024-07-20 13:50:27,,,
2023-12-10,陕西省,65.00,13.00,8.00,138,2023-12-10 00:00:00,1,0,2024-07-20 13:50:27,0,2024-07-20 13:50:27,,,
2023-12-10,甘肃省,173.30,-38.20,4.40,139,2023-12-10 00:00:00,1,0,2024-07-20 13:50:27,0,2024-07-20 13:50:27,,,
2023-12-10,宁夏区,288.70,-36.80,78.00,140,2023-12-10 00:00:00,1,0,2024-07-20 13:50:27,0,2024-07-20 13:50:27,,,
2023-11-20,地区合计,1263.00,-21.30,33.00,141,2023-11-20 00:00:00,1,0,2024-07-20 13:50:27,0,2024-07-20 13:50:27,,,
2023-11-20,河北省,43.10,4.70,-29.40,142,2023-11-20 00:00:00,1,0,2024-07-20 13:50:27,0,2024-07-20 13:50:27,,,
2023-11-20,山西省,312.50,-4.40,12.40,143,2023-11-20 00:00:00,1,0,2024-07-20 13:50:27,0,2024-07-20 13:50:27,,,
2023-11-20,江西省,1.20,0.60,-0.20,144,2023-11-20 00:00:00,1,0,2024-07-20 13:50:27,0,2024-07-20 13:50:27,,,
2023-11-20,山东省,212.60,13.20,-44.10,145,2023-11-20 00:00:00,1,0,2024-07-20 13:50:27,0,2024-07-20 13:50:27,,,
2023-11-20,河南省,65.90,-2.20,16.50,146,2023-11-20 00:00:00,1,0,2024-07-20 13:50:27,0,2024-07-20 13:50:27,,,
2023-11-20,重庆市,0.00,0.00,0.00,147,2023-11-20 00:00:00,1,0,2024-07-20 13:50:27,0,2024-07-20 13:50:27,,,
2023-11-20,陕西省,42.10,-16.10,-17.90,148,2023-11-20 00:00:00,1,0,2024-07-20 13:50:27,0,2024-07-20 13:50:27,,,
2023-11-20,甘肃省,212.80,-40.00,26.30,149,2023-11-20 00:00:00,1,0,2024-07-20 13:50:27,0,2024-07-20 13:50:27,,,
2023-11-20,宁夏区,320.40,11.60,109.80,150,2023-11-20 00:00:00,1,0,2024-07-20 13:50:27,0,2024-07-20 13:50:27,,,
2023-11-10,地区合计,1274.80,-21.40,47.10,151,2023-11-10 00:00:00,1,0,2024-07-20 13:50:30,0,2024-07-20 13:50:30,,,
2023-11-10,河北省,42.10,-1.00,-30.30,152,2023-11-10 00:00:00,1,0,2024-07-20 13:50:30,0,2024-07-20 13:50:30,,,
2023-11-10,山西省,322.60,11.10,31.00,153,2023-11-10 00:00:00,1,0,2024-07-20 13:50:30,0,2024-07-20 13:50:30,,,
2023-11-10,江西省,1.30,0.50,-0.40,154,2023-11-10 00:00:00,1,0,2024-07-20 13:50:30,0,2024-07-20 13:50:30,,,
2023-11-10,山东省,207.20,6.70,-44.10,155,2023-11-10 00:00:00,1,0,2024-07-20 13:50:30,0,2024-07-20 13:50:30,,,
2023-11-10,河南省,65.40,-6.90,13.10,156,2023-11-10 00:00:00,1,0,2024-07-20 13:50:30,0,2024-07-20 13:50:30,,,
2023-11-10,重庆市,0.00,0.00,0.00,157,2023-11-10 00:00:00,1,0,2024-07-20 13:50:30,0,2024-07-20 13:50:30,,,
2023-11-10,陕西省,52.00,-5.50,-14.00,158,2023-11-10 00:00:00,1,0,2024-07-20 13:50:30,0,2024-07-20 13:50:30,,,
2023-11-10,甘肃省,211.50,-54.50,16.10,159,2023-11-10 00:00:00,1,0,2024-07-20 13:50:30,0,2024-07-20 13:50:30,,,
2023-11-10,宁夏区,325.50,19.40,122.60,160,2023-11-10 00:00:00,1,0,2024-07-20 13:50:30,0,2024-07-20 13:50:30,,,
2023-10-20,地区合计,1284.30,-51.70,182.00,161,2023-10-20 00:00:00,1,0,2024-07-20 13:50:30,0,2024-07-20 13:50:30,,,
2023-10-20,河北省,38.40,-10.40,-31.50,162,2023-10-20 00:00:00,1,0,2024-07-20 13:50:30,0,2024-07-20 13:50:30,,,
2023-10-20,山西省,316.90,-30.30,32.70,163,2023-10-20 00:00:00,1,0,2024-07-20 13:50:30,0,2024-07-20 13:50:30,,,
2023-10-20,江西省,0.60,-1.00,0.20,164,2023-10-20 00:00:00,1,0,2024-07-20 13:50:30,0,2024-07-20 13:50:30,,,
2023-10-20,山东省,199.40,10.50,-28.00,165,2023-10-20 00:00:00,1,0,2024-07-20 13:50:30,0,2024-07-20 13:50:30,,,
2023-10-20,河南省,68.10,-21.20,13.20,166,2023-10-20 00:00:00,1,0,2024-07-20 13:50:30,0,2024-07-20 13:50:30,,,
2023-10-20,重庆市,0.00,0.00,0.00,167,2023-10-20 00:00:00,1,0,2024-07-20 13:50:30,0,2024-07-20 13:50:30,,,
2023-10-20,陕西省,58.20,-5.80,-6.80,168,2023-10-20 00:00:00,1,0,2024-07-20 13:50:30,0,2024-07-20 13:50:30,,,
2023-10-20,甘肃省,252.80,-2.40,65.30,169,2023-10-20 00:00:00,1,0,2024-07-20 13:50:30,0,2024-07-20 13:50:30,,,
2023-10-20,宁夏区,308.80,28.90,155.40,170,2023-10-20 00:00:00,1,0,2024-07-20 13:50:30,0,2024-07-20 13:50:30,,,
2023-10-10,地区合计,1296.20,-37.70,211.50,171,2023-10-10 00:00:00,1,0,2024-07-20 13:50:30,0,2024-07-20 13:50:30,,,
2023-10-10,河北省,43.10,-6.40,-35.50,172,2023-10-10 00:00:00,1,0,2024-07-20 13:50:30,0,2024-07-20 13:50:30,,,
2023-10-10,山西省,311.50,-27.70,35.30,173,2023-10-10 00:00:00,1,0,2024-07-20 13:50:30,0,2024-07-20 13:50:30,,,
2023-10-10,江西省,0.80,0.00,0.00,174,2023-10-10 00:00:00,1,0,2024-07-20 13:50:30,0,2024-07-20 13:50:30,,,
2023-10-10,山东省,200.50,28.70,-29.30,175,2023-10-10 00:00:00,1,0,2024-07-20 13:50:30,0,2024-07-20 13:50:30,,,
2023-10-10,河南省,72.30,-19.30,23.00,176,2023-10-10 00:00:00,1,0,2024-07-20 13:50:30,0,2024-07-20 13:50:30,,,
2023-10-10,重庆市,0.00,0.00,0.00,177,2023-10-10 00:00:00,1,0,2024-07-20 13:50:30,0,2024-07-20 13:50:30,,,
2023-10-10,陕西省,57.50,-8.30,3.50,178,2023-10-10 00:00:00,1,0,2024-07-20 13:50:30,0,2024-07-20 13:50:30,,,
2023-10-10,甘肃省,266.00,4.20,80.70,179,2023-10-10 00:00:00,1,0,2024-07-20 13:50:30,0,2024-07-20 13:50:30,,,
2023-10-10,宁夏区,306.10,23.20,150.30,180,2023-10-10 00:00:00,1,0,2024-07-20 13:50:30,0,2024-07-20 13:50:30,,,
2023-09-20,地区合计,1336.00,-29.10,232.30,181,2023-09-20 00:00:00,1,0,2024-07-20 13:50:34,0,2024-07-20 13:50:34,,,
2023-09-20,河北省,48.80,-1.20,-38.40,182,2023-09-20 00:00:00,1,0,2024-07-20 13:50:34,0,2024-07-20 13:50:34,,,
2023-09-20,山西省,347.20,-26.60,69.10,183,2023-09-20 00:00:00,1,0,2024-07-20 13:50:34,0,2024-07-20 13:50:34,,,
