时间,产品名称,港口,原产地,发热量,硫份,灰份,挥发份,粘结指数,价格(元/吨),较上期,价格类型,_ID,_DATA_TIME,_ACTIVE,_CREATE_ID,_CREATE_TIME,_UPDATE_ID,_UPDATE_TIME,_REMARK,_CHANGE_LOG,_RESERVE
2024-07-16,动力煤3#,防城港,印尼,5500.00,0.60,10.00,41.00,,850.00,0.00,场地价,1,2024-07-16 00:00:00,1,0,2024-07-17 07:36:42,0,2024-07-17 07:36:42,,,
2024-07-16,动力煤2#,防城港,印尼,4700.00,0.80,6.00,41.50,,735.00,0.00,场地价,2,2024-07-16 00:00:00,1,0,2024-07-17 07:36:42,0,2024-07-17 07:36:42,,,
2024-07-16,动力煤1#,防城港,印尼,3800.00,0.80,4.00,38.00,,545.00,0.00,场地价,3,2024-07-16 00:00:00,1,0,2024-07-17 07:36:42,0,2024-07-17 07:36:42,,,
2024-07-16,动力煤,防城港,澳大利亚,5500.00,0.95,10.00,23.00,,905.00,0.00,船板价,4,2024-07-16 00:00:00,1,0,2024-07-17 07:36:42,0,2024-07-17 07:36:42,,,
2024-07-16,动力煤,防城港,南非,5500.00,0.60,14.00,26.00,,930.00,0.00,船板价,5,2024-07-16 00:00:00,1,0,2024-07-17 07:36:42,0,2024-07-17 07:36:42,,,
2024-07-16,动力煤,防城港,广西区,5000.00,1.50,28.00,15.00,,800.00,0.00,到厂价,6,2024-07-16 00:00:00,1,0,2024-07-17 07:36:42,0,2024-07-17 07:36:42,,,
2024-07-16,1/3焦煤,防城港,澳大利亚,,0.90,10.00,36.00,85.00,1820.00,0.00,场地价,7,2024-07-16 00:00:00,1,0,2024-07-17 07:36:42,0,2024-07-17 07:36:42,,,
2024-07-15,动力煤3#,防城港,印尼,5500.00,0.60,10.00,41.00,,850.00,0.00,场地价,8,2024-07-15 00:00:00,1,0,2024-07-17 07:36:42,0,2024-07-17 07:36:42,,,
2024-07-15,动力煤2#,防城港,印尼,4700.00,0.80,6.00,41.50,,735.00,0.00,场地价,9,2024-07-15 00:00:00,1,0,2024-07-17 07:36:42,0,2024-07-17 07:36:42,,,
2024-07-15,动力煤1#,防城港,印尼,3800.00,0.80,4.00,38.00,,545.00,0.00,场地价,10,2024-07-15 00:00:00,1,0,2024-07-17 07:36:42,0,2024-07-17 07:36:42,,,
