时间,项目名称,当期值,累计值,累计增长(%),_ID,_DATA_TIME,_ACTIVE,_CREATE_ID,_CREATE_TIME,_UPDATE_ID,_UPDATE_TIME,_REMARK,_CHANGE_LOG,_RESERVE
2017-03,出口数量(万吨),138.00,245.00,-12.10,173,2017-03-31 00:00:00,1,0,2024-07-20 14:45:12,0,2024-07-20 14:45:12,,,
2017-03,出口金额(千美元),133370.00,246933.00,18.80,174,2017-03-31 00:00:00,1,0,2024-07-20 14:45:12,0,2024-07-20 14:45:12,,,
2017-02,出口数量(万吨),47.00,107.00,-29.30,175,2017-02-28 00:00:00,1,0,2024-07-20 14:45:12,0,2024-07-20 14:45:12,,,
2017-02,出口金额(千美元),43389.00,113563.00,-1.30,176,2017-02-28 00:00:00,1,0,2024-07-20 14:45:12,0,2024-07-20 14:45:12,,,
2017-01,出口数量(万吨),60.00,60.00,-1.50,177,2017-01-31 00:00:00,1,0,2024-07-20 14:45:12,0,2024-07-20 14:45:12,,,
2017-01,出口金额(千美元),70174.00,70174.00,59.50,178,2017-01-31 00:00:00,1,0,2024-07-20 14:45:12,0,2024-07-20 14:45:12,,,
2024-09,出口数量(万吨),48.00,516.00,62.60,429,2024-09-30 00:00:00,1,0,2024-11-07 01:49:13,0,2024-11-07 01:49:13,,,
2024-09,出口金额(千美元),81048.00,1010818.00,16.20,430,2024-09-30 00:00:00,1,0,2024-11-07 01:49:13,0,2024-11-07 01:49:13,,,
2024-08,出口数量(万吨),97.00,467.00,70.70,431,2024-08-31 00:00:00,1,0,2024-11-07 01:49:13,0,2024-11-07 01:49:13,,,
2024-08,出口金额(千美元),181566.00,929555.00,19.80,432,2024-08-31 00:00:00,1,0,2024-11-07 01:49:13,0,2024-11-07 01:49:13,,,
2024-07,出口数量(万吨),96.00,371.00,66.10,433,2024-07-31 00:00:00,1,0,2024-11-07 01:49:13,0,2024-11-07 01:49:13,,,
2024-07,出口金额(千美元),183059.00,747997.00,11.50,434,2024-07-31 00:00:00,1,0,2024-11-07 01:49:13,0,2024-11-07 01:49:13,,,
2024-10,出口数量(万吨),54.00,569.00,64.10,435,2024-10-31 00:00:00,1,0,2024-11-26 23:16:48,0,2024-11-26 23:16:48,,,
2024-10,出口金额(千美元),96806.00,1106570.00,18.10,436,2024-10-31 00:00:00,1,0,2024-11-26 23:16:48,0,2024-11-26 23:16:48,,,
2024-11,出口数量(万吨),35.00,604.00,49.90,437,2024-11-30 00:00:00,1,0,2024-12-19 23:16:13,0,2024-12-19 23:16:13,,,
2024-11,出口金额(千美元),63445.00,1169998.00,11.30,438,2024-11-30 00:00:00,1,0,2024-12-19 23:16:13,0,2024-12-19 23:16:13,,,
2024-12,出口数量(万吨),62.00,666.00,49.10,439,2024-12-31 00:00:00,1,0,2025-01-20 23:17:28,0,2025-01-20 23:17:28,,,
2024-12,出口金额(千美元),102765.00,1272764.00,10.60,440,2024-12-31 00:00:00,1,0,2025-01-20 23:17:28,0,2025-01-20 23:17:28,,,
2025-02,出口数量(万吨),58.00,95.00,-6.30,441,2025-02-28 00:00:00,1,0,2025-03-20 23:17:32,0,2025-03-20 23:17:32,,,
2025-02,出口金额(千美元),93727.00,153867.00,-34.00,442,2025-02-28 00:00:00,1,0,2025-03-20 23:17:32,0,2025-03-20 23:17:32,,,
2025-01,出口数量(万吨),37.00,37.00,-53.40,443,2025-01-31 00:00:00,1,0,2025-03-20 23:17:32,0,2025-03-20 23:17:32,,,
2025-01,出口金额(千美元),60141.00,60141.00,-67.60,444,2025-01-31 00:00:00,1,0,2025-03-20 23:17:32,0,2025-03-20 23:17:32,,,
2025-03,出口数量(万吨),46.00,141.00,1.80,445,2025-03-31 00:00:00,1,0,2025-04-21 23:18:22,0,2025-04-21 23:18:22,,,
2025-03,出口金额(千美元),75707.00,229574.00,-25.90,446,2025-03-31 00:00:00,1,0,2025-04-21 23:18:22,0,2025-04-21 23:18:22,,,
2025-04,出口数量(万吨),72.00,213.00,9.80,447,2025-04-30 00:00:00,1,0,2025-05-19 23:19:17,0,2025-05-19 23:19:17,,,
2025-04,出口金额(千美元),106119.00,335668.00,-21.00,448,2025-04-30 00:00:00,1,0,2025-05-19 23:19:17,0,2025-05-19 23:19:17,,,
2025-05,出口数量(万吨),41.00,254.00,12.90,449,2025-05-31 00:00:00,1,0,2025-06-18 23:16:30,0,2025-06-18 23:16:30,,,
2025-05,出口金额(千美元),64897.00,400564.00,-17.40,450,2025-05-31 00:00:00,1,0,2025-06-18 23:16:30,0,2025-06-18 23:16:30,,,
2025-06,出口数量(万吨),78.00,333.00,21.10,451,2025-06-30 00:00:00,1,0,2025-07-21 23:17:38,0,2025-07-21 23:17:38,,,
2025-06,出口金额(千美元),108584.00,509147.00,-9.90,452,2025-06-30 00:00:00,1,0,2025-07-21 23:17:38,0,2025-07-21 23:17:38,,,
2025-07,出口数量(万吨),79.00,411.00,11.00,453,2025-07-31 00:00:00,1,0,2025-08-19 23:16:39,0,2025-08-19 23:16:39,,,
2025-07,出口金额(千美元),98010.00,606996.00,-18.90,454,2025-07-31 00:00:00,1,0,2025-08-19 23:16:39,0,2025-08-19 23:16:39,,,
