时间,当期值(点),_ID,_DATA_TIME,_ACTIVE,_CREATE_ID,_CREATE_TIME,_UPDATE_ID,_UPDATE_TIME,_REMARK,_CHANGE_LOG,_RESERVE
2024-06,100.20,1,2024-06-30 00:00:00,1,0,2024-07-21 04:53:45,0,2024-07-21 04:53:45,,,
2024-05,100.30,2,2024-05-31 00:00:00,1,0,2024-07-21 04:53:45,0,2024-07-21 04:53:45,,,
2024-04,100.30,3,2024-04-30 00:00:00,1,0,2024-07-21 04:53:45,0,2024-07-21 04:53:45,,,
2024-03,100.10,4,2024-03-31 00:00:00,1,0,2024-07-21 04:53:45,0,2024-07-21 04:53:45,,,
2024-02,100.70,5,2024-02-29 00:00:00,1,0,2024-07-21 04:53:45,0,2024-07-21 04:53:45,,,
2024-01,99.20,6,2024-01-31 00:00:00,1,0,2024-07-21 04:53:45,0,2024-07-21 04:53:45,,,
2023-12,99.70,7,2023-12-31 00:00:00,1,0,2024-07-21 04:53:45,0,2024-07-21 04:53:45,,,
2023-11,99.50,8,2023-11-30 00:00:00,1,0,2024-07-21 04:53:45,0,2024-07-21 04:53:45,,,
2023-10,99.80,9,2023-10-31 00:00:00,1,0,2024-07-21 04:53:45,0,2024-07-21 04:53:45,,,
2023-09,100.00,10,2023-09-30 00:00:00,1,0,2024-07-21 04:53:45,0,2024-07-21 04:53:45,,,
2023-08,100.10,11,2023-08-31 00:00:00,1,0,2024-07-21 04:53:45,0,2024-07-21 04:53:45,,,
2023-07,99.70,12,2023-07-31 00:00:00,1,0,2024-07-21 04:53:45,0,2024-07-21 04:53:45,,,
2023-06,100.00,13,2023-06-30 00:00:00,1,0,2024-07-21 04:53:45,0,2024-07-21 04:53:45,,,
2023-05,100.20,14,2023-05-31 00:00:00,1,0,2024-07-21 04:53:45,0,2024-07-21 04:53:45,,,
2023-04,100.10,15,2023-04-30 00:00:00,1,0,2024-07-21 04:53:45,0,2024-07-21 04:53:45,,,
2023-03,100.70,16,2023-03-31 00:00:00,1,0,2024-07-21 04:53:45,0,2024-07-21 04:53:45,,,
2023-02,101.00,17,2023-02-28 00:00:00,1,0,2024-07-21 04:53:45,0,2024-07-21 04:53:45,,,
2023-01,102.10,18,2023-01-31 00:00:00,1,0,2024-07-21 04:53:45,0,2024-07-21 04:53:45,,,
2022-12,101.80,19,2022-12-31 00:00:00,1,0,2024-07-21 04:53:45,0,2024-07-21 04:53:45,,,
2022-11,101.60,20,2022-11-30 00:00:00,1,0,2024-07-21 04:53:45,0,2024-07-21 04:53:45,,,
2022-10,102.10,21,2022-10-31 00:00:00,1,0,2024-07-21 04:53:45,0,2024-07-21 04:53:45,,,
2022-09,102.80,22,2022-09-30 00:00:00,1,0,2024-07-21 04:53:45,0,2024-07-21 04:53:45,,,
2022-08,102.50,23,2022-08-31 00:00:00,1,0,2024-07-21 04:53:45,0,2024-07-21 04:53:45,,,
2022-07,102.70,24,2022-07-31 00:00:00,1,0,2024-07-21 04:53:45,0,2024-07-21 04:53:45,,,
2022-06,102.50,25,2022-06-30 00:00:00,1,0,2024-07-21 04:53:45,0,2024-07-21 04:53:45,,,
2022-05,102.10,26,2022-05-31 00:00:00,1,0,2024-07-21 04:53:45,0,2024-07-21 04:53:45,,,
2022-04,102.10,27,2022-04-30 00:00:00,1,0,2024-07-21 04:53:45,0,2024-07-21 04:53:45,,,
2022-03,101.50,28,2022-03-31 00:00:00,1,0,2024-07-21 04:53:45,0,2024-07-21 04:53:45,,,
2022-02,100.90,29,2022-02-28 00:00:00,1,0,2024-07-21 04:53:45,0,2024-07-21 04:53:45,,,
2022-01,100.90,30,2022-01-31 00:00:00,1,0,2024-07-21 04:53:45,0,2024-07-21 04:53:45,,,
2021-12,101.50,31,2021-12-31 00:00:00,1,0,2024-07-21 04:53:48,0,2024-07-21 04:53:48,,,
2021-11,102.30,32,2021-11-30 00:00:00,1,0,2024-07-21 04:53:48,0,2024-07-21 04:53:48,,,
2021-10,101.50,33,2021-10-31 00:00:00,1,0,2024-07-21 04:53:48,0,2024-07-21 04:53:48,,,
2021-09,100.70,34,2021-09-30 00:00:00,1,0,2024-07-21 04:53:48,0,2024-07-21 04:53:48,,,
2021-08,100.80,35,2021-08-31 00:00:00,1,0,2024-07-21 04:53:48,0,2024-07-21 04:53:48,,,
2021-07,101.00,36,2021-07-31 00:00:00,1,0,2024-07-21 04:53:48,0,2024-07-21 04:53:48,,,
2021-06,101.10,37,2021-06-30 00:00:00,1,0,2024-07-21 04:53:48,0,2024-07-21 04:53:48,,,
2021-05,101.30,38,2021-05-31 00:00:00,1,0,2024-07-21 04:53:48,0,2024-07-21 04:53:48,,,
2021-04,100.90,39,2021-04-30 00:00:00,1,0,2024-07-21 04:53:48,0,2024-07-21 04:53:48,,,
2021-03,100.40,40,2021-03-31 00:00:00,1,0,2024-07-21 04:53:48,0,2024-07-21 04:53:48,,,
2021-02,99.80,41,2021-02-28 00:00:00,1,0,2024-07-21 04:53:48,0,2024-07-21 04:53:48,,,
2021-01,99.70,42,2021-01-31 00:00:00,1,0,2024-07-21 04:53:48,0,2024-07-21 04:53:48,,,
2020-12,100.20,43,2020-12-31 00:00:00,1,0,2024-07-21 04:53:48,0,2024-07-21 04:53:48,,,
2020-11,99.50,44,2020-11-30 00:00:00,1,0,2024-07-21 04:53:48,0,2024-07-21 04:53:48,,,
2020-10,100.50,45,2020-10-31 00:00:00,1,0,2024-07-21 04:53:48,0,2024-07-21 04:53:48,,,
2020-09,101.70,46,2020-09-30 00:00:00,1,0,2024-07-21 04:53:48,0,2024-07-21 04:53:48,,,
2020-08,102.40,47,2020-08-31 00:00:00,1,0,2024-07-21 04:53:48,0,2024-07-21 04:53:48,,,
2020-07,102.70,48,2020-07-31 00:00:00,1,0,2024-07-21 04:53:48,0,2024-07-21 04:53:48,,,
2020-06,102.50,49,2020-06-30 00:00:00,1,0,2024-07-21 04:53:48,0,2024-07-21 04:53:48,,,
2020-05,102.40,50,2020-05-31 00:00:00,1,0,2024-07-21 04:53:48,0,2024-07-21 04:53:48,,,
2020-04,103.30,51,2020-04-30 00:00:00,1,0,2024-07-21 04:53:48,0,2024-07-21 04:53:48,,,
2020-03,104.30,52,2020-03-31 00:00:00,1,0,2024-07-21 04:53:48,0,2024-07-21 04:53:48,,,
2020-02,105.20,53,2020-02-29 00:00:00,1,0,2024-07-21 04:53:48,0,2024-07-21 04:53:48,,,
2020-01,105.40,54,2020-01-31 00:00:00,1,0,2024-07-21 04:53:48,0,2024-07-21 04:53:48,,,
2019-12,104.50,55,2019-12-31 00:00:00,1,0,2024-07-21 04:53:48,0,2024-07-21 04:53:48,,,
2019-11,104.50,56,2019-11-30 00:00:00,1,0,2024-07-21 04:53:48,0,2024-07-21 04:53:48,,,
2019-10,103.80,57,2019-10-31 00:00:00,1,0,2024-07-21 04:53:48,0,2024-07-21 04:53:48,,,
2019-09,103.00,58,2019-09-30 00:00:00,1,0,2024-07-21 04:53:48,0,2024-07-21 04:53:48,,,
2019-08,102.80,59,2019-08-31 00:00:00,1,0,2024-07-21 04:53:48,0,2024-07-21 04:53:48,,,
2019-07,102.80,60,2019-07-31 00:00:00,1,0,2024-07-21 04:53:48,0,2024-07-21 04:53:48,,,
2019-06,102.70,61,2019-06-30 00:00:00,1,0,2024-07-21 04:53:51,0,2024-07-21 04:53:51,,,
2019-05,102.70,62,2019-05-31 00:00:00,1,0,2024-07-21 04:53:51,0,2024-07-21 04:53:51,,,
2019-04,102.50,63,2019-04-30 00:00:00,1,0,2024-07-21 04:53:51,0,2024-07-21 04:53:51,,,
2019-03,102.30,64,2019-03-31 00:00:00,1,0,2024-07-21 04:53:51,0,2024-07-21 04:53:51,,,
2019-02,101.50,65,2019-02-28 00:00:00,1,0,2024-07-21 04:53:51,0,2024-07-21 04:53:51,,,
2019-01,101.70,66,2019-01-31 00:00:00,1,0,2024-07-21 04:53:51,0,2024-07-21 04:53:51,,,
2018-12,101.90,67,2018-12-31 00:00:00,1,0,2024-07-21 04:53:51,0,2024-07-21 04:53:51,,,
2018-11,102.20,68,2018-11-30 00:00:00,1,0,2024-07-21 04:53:51,0,2024-07-21 04:53:51,,,
2018-10,102.50,69,2018-10-31 00:00:00,1,0,2024-07-21 04:53:51,0,2024-07-21 04:53:51,,,
2018-09,102.50,70,2018-09-30 00:00:00,1,0,2024-07-21 04:53:51,0,2024-07-21 04:53:51,,,
2018-08,102.30,71,2018-08-31 00:00:00,1,0,2024-07-21 04:53:51,0,2024-07-21 04:53:51,,,
2018-07,102.10,72,2018-07-31 00:00:00,1,0,2024-07-21 04:53:51,0,2024-07-21 04:53:51,,,
2018-06,101.90,73,2018-06-30 00:00:00,1,0,2024-07-21 04:53:51,0,2024-07-21 04:53:51,,,
2018-05,101.80,74,2018-05-31 00:00:00,1,0,2024-07-21 04:53:51,0,2024-07-21 04:53:51,,,
2018-04,101.80,75,2018-04-30 00:00:00,1,0,2024-07-21 04:53:51,0,2024-07-21 04:53:51,,,
2018-03,102.10,76,2018-03-31 00:00:00,1,0,2024-07-21 04:53:51,0,2024-07-21 04:53:51,,,
2018-02,102.90,77,2018-02-28 00:00:00,1,0,2024-07-21 04:53:51,0,2024-07-21 04:53:51,,,
2018-01,101.50,78,2018-01-31 00:00:00,1,0,2024-07-21 04:53:51,0,2024-07-21 04:53:51,,,
