时间,产品名称,港口,原产地,发热量,硫份,灰份,挥发份,粘结指数,价格(元/吨),较上期,价格类型,_ID,_DATA_TIME,_ACTIVE,_CREATE_ID,_CREATE_TIME,_UPDATE_ID,_UPDATE_TIME,_REMARK,_CHANGE_LOG,_RESERVE
2024-07-16,1/3焦煤,大连港,俄罗斯,,0.75,8.50,33.00,80.00,1730.00,0.00,平仓价,1,2024-07-16 00:00:00,1,0,2024-07-17 06:03:23,0,2024-07-17 06:03:23,,,
2024-07-16,1/3焦煤,大连港,鹤岗市,,0.25,7.50,18.00,70.00,1635.00,0.00,平仓价,2,2024-07-16 00:00:00,1,0,2024-07-17 06:03:23,0,2024-07-17 06:03:23,,,
2024-07-15,1/3焦煤,大连港,俄罗斯,,0.75,8.50,33.00,80.00,1730.00,0.00,平仓价,3,2024-07-15 00:00:00,1,0,2024-07-17 06:03:23,0,2024-07-17 06:03:23,,,
2024-07-15,1/3焦煤,大连港,鹤岗市,,0.25,7.50,18.00,70.00,1635.00,0.00,平仓价,4,2024-07-15 00:00:00,1,0,2024-07-17 06:03:23,0,2024-07-17 06:03:23,,,
2024-07-12,1/3焦煤,大连港,俄罗斯,,0.75,8.50,33.00,80.00,1730.00,0.00,平仓价,5,2024-07-12 00:00:00,1,0,2024-07-17 06:03:23,0,2024-07-17 06:03:23,,,
2024-07-12,1/3焦煤,大连港,鹤岗市,,0.25,7.50,18.00,70.00,1635.00,0.00,平仓价,6,2024-07-12 00:00:00,1,0,2024-07-17 06:03:23,0,2024-07-17 06:03:23,,,
2024-07-11,1/3焦煤,大连港,俄罗斯,,0.75,8.50,33.00,80.00,1730.00,0.00,平仓价,7,2024-07-11 00:00:00,1,0,2024-07-17 06:03:23,0,2024-07-17 06:03:23,,,
2024-07-11,1/3焦煤,大连港,鹤岗市,,0.25,7.50,18.00,70.00,1635.00,0.00,平仓价,8,2024-07-11 00:00:00,1,0,2024-07-17 06:03:23,0,2024-07-17 06:03:23,,,
2024-07-10,1/3焦煤,大连港,俄罗斯,,0.75,8.50,33.00,80.00,1730.00,0.00,平仓价,9,2024-07-10 00:00:00,1,0,2024-07-17 06:03:23,0,2024-07-17 06:03:23,,,
2024-07-10,1/3焦煤,大连港,鹤岗市,,0.25,7.50,18.00,70.00,1635.00,0.00,平仓价,10,2024-07-10 00:00:00,1,0,2024-07-17 06:03:23,0,2024-07-17 06:03:23,,,
2024-07-09,1/3焦煤,大连港,俄罗斯,,0.75,8.50,33.00,80.00,1730.00,0.00,平仓价,11,2024-07-09 00:00:00,1,0,2024-07-17 06:03:23,0,2024-07-17 06:03:23,,,
2024-07-09,1/3焦煤,大连港,鹤岗市,,0.25,7.50,18.00,70.00,1635.00,0.00,平仓价,12,2024-07-09 00:00:00,1,0,2024-07-17 06:03:23,0,2024-07-17 06:03:23,,,
2024-07-08,1/3焦煤,大连港,俄罗斯,,0.75,8.50,33.00,80.00,1730.00,0.00,平仓价,13,2024-07-08 00:00:00,1,0,2024-07-17 06:03:23,0,2024-07-17 06:03:23,,,
2024-07-08,1/3焦煤,大连港,鹤岗市,,0.25,7.50,18.00,70.00,1635.00,0.00,平仓价,14,2024-07-08 00:00:00,1,0,2024-07-17 06:03:23,0,2024-07-17 06:03:23,,,
2024-07-05,1/3焦煤,大连港,俄罗斯,,0.75,8.50,33.00,80.00,1730.00,10.00,平仓价,15,2024-07-05 00:00:00,1,0,2024-07-17 06:03:23,0,2024-07-17 06:03:23,,,
2024-07-05,1/3焦煤,大连港,鹤岗市,,0.25,7.50,18.00,70.00,1635.00,0.00,平仓价,16,2024-07-05 00:00:00,1,0,2024-07-17 06:03:23,0,2024-07-17 06:03:23,,,
2024-07-04,1/3焦煤,大连港,俄罗斯,,0.75,8.50,33.00,80.00,1720.00,0.00,平仓价,17,2024-07-04 00:00:00,1,0,2024-07-17 06:03:23,0,2024-07-17 06:03:23,,,
2024-07-04,1/3焦煤,大连港,鹤岗市,,0.25,7.50,18.00,70.00,1635.00,0.00,平仓价,18,2024-07-04 00:00:00,1,0,2024-07-17 06:03:23,0,2024-07-17 06:03:23,,,
2024-07-03,1/3焦煤,大连港,俄罗斯,,0.75,8.50,33.00,80.00,1720.00,0.00,平仓价,19,2024-07-03 00:00:00,1,0,2024-07-17 06:03:23,0,2024-07-17 06:03:23,,,
2024-07-03,1/3焦煤,大连港,鹤岗市,,0.25,7.50,18.00,70.00,1635.00,0.00,平仓价,20,2024-07-03 00:00:00,1,0,2024-07-17 06:03:23,0,2024-07-17 06:03:23,,,
2024-07-02,1/3焦煤,大连港,俄罗斯,,0.75,8.50,33.00,80.00,1720.00,0.00,平仓价,21,2024-07-02 00:00:00,1,0,2024-07-17 06:03:23,0,2024-07-17 06:03:23,,,
2024-07-02,1/3焦煤,大连港,鹤岗市,,0.25,7.50,18.00,70.00,1635.00,0.00,平仓价,22,2024-07-02 00:00:00,1,0,2024-07-17 06:03:23,0,2024-07-17 06:03:23,,,
2024-07-01,1/3焦煤,大连港,俄罗斯,,0.75,8.50,33.00,80.00,1720.00,0.00,平仓价,23,2024-07-01 00:00:00,1,0,2024-07-17 06:03:23,0,2024-07-17 06:03:23,,,
2024-07-01,1/3焦煤,大连港,鹤岗市,,0.25,7.50,18.00,70.00,1635.00,0.00,平仓价,24,2024-07-01 00:00:00,1,0,2024-07-17 06:03:23,0,2024-07-17 06:03:23,,,
2024-06-28,1/3焦煤,大连港,俄罗斯,,0.75,8.50,33.00,80.00,1720.00,-40.00,平仓价,25,2024-06-28 00:00:00,1,0,2024-07-17 06:03:23,0,2024-07-17 06:03:23,,,
2024-06-28,1/3焦煤,大连港,鹤岗市,,0.25,7.50,18.00,70.00,1635.00,0.00,平仓价,26,2024-06-28 00:00:00,1,0,2024-07-17 06:03:23,0,2024-07-17 06:03:23,,,
2024-06-27,1/3焦煤,大连港,俄罗斯,,0.75,8.50,33.00,80.00,1760.00,0.00,平仓价,27,2024-06-27 00:00:00,1,0,2024-07-17 06:03:23,0,2024-07-17 06:03:23,,,
2024-06-27,1/3焦煤,大连港,鹤岗市,,0.25,7.50,18.00,70.00,1635.00,0.00,平仓价,28,2024-06-27 00:00:00,1,0,2024-07-17 06:03:23,0,2024-07-17 06:03:23,,,
2024-06-26,1/3焦煤,大连港,俄罗斯,,0.75,8.50,33.00,80.00,1760.00,-10.00,平仓价,29,2024-06-26 00:00:00,1,0,2024-07-17 06:03:23,0,2024-07-17 06:03:23,,,
2024-06-26,1/3焦煤,大连港,鹤岗市,,0.25,7.50,18.00,70.00,1635.00,0.00,平仓价,30,2024-06-26 00:00:00,1,0,2024-07-17 06:03:23,0,2024-07-17 06:03:23,,,
2024-06-25,1/3焦煤,大连港,俄罗斯,,0.75,8.50,33.00,80.00,1770.00,0.00,平仓价,31,2024-06-25 00:00:00,1,0,2024-07-17 06:03:25,0,2024-07-17 06:03:25,,,
2024-06-25,1/3焦煤,大连港,鹤岗市,,0.25,7.50,18.00,70.00,1635.00,0.00,平仓价,32,2024-06-25 00:00:00,1,0,2024-07-17 06:03:25,0,2024-07-17 06:03:25,,,
2024-06-24,1/3焦煤,大连港,俄罗斯,,0.75,8.50,33.00,80.00,1770.00,0.00,平仓价,33,2024-06-24 00:00:00,1,0,2024-07-17 06:03:25,0,2024-07-17 06:03:25,,,
2024-06-24,1/3焦煤,大连港,鹤岗市,,0.25,7.50,18.00,70.00,1635.00,0.00,平仓价,34,2024-06-24 00:00:00,1,0,2024-07-17 06:03:25,0,2024-07-17 06:03:25,,,
2024-06-21,1/3焦煤,大连港,俄罗斯,,0.75,8.50,33.00,80.00,1770.00,0.00,平仓价,35,2024-06-21 00:00:00,1,0,2024-07-17 06:03:25,0,2024-07-17 06:03:25,,,
2024-06-21,1/3焦煤,大连港,鹤岗市,,0.25,7.50,18.00,70.00,1635.00,0.00,平仓价,36,2024-06-21 00:00:00,1,0,2024-07-17 06:03:25,0,2024-07-17 06:03:25,,,
2024-06-20,1/3焦煤,大连港,俄罗斯,,0.75,8.50,33.00,80.00,1770.00,0.00,平仓价,37,2024-06-20 00:00:00,1,0,2024-07-17 06:03:25,0,2024-07-17 06:03:25,,,
2024-06-20,1/3焦煤,大连港,鹤岗市,,0.25,7.50,18.00,70.00,1635.00,0.00,平仓价,38,2024-06-20 00:00:00,1,0,2024-07-17 06:03:25,0,2024-07-17 06:03:25,,,
2024-06-19,1/3焦煤,大连港,俄罗斯,,0.75,8.50,33.00,80.00,1770.00,0.00,平仓价,39,2024-06-19 00:00:00,1,0,2024-07-17 06:03:25,0,2024-07-17 06:03:25,,,
2024-06-19,1/3焦煤,大连港,鹤岗市,,0.25,7.50,18.00,70.00,1635.00,0.00,平仓价,40,2024-06-19 00:00:00,1,0,2024-07-17 06:03:25,0,2024-07-17 06:03:25,,,
2024-06-18,1/3焦煤,大连港,俄罗斯,,0.75,8.50,33.00,80.00,1770.00,0.00,平仓价,41,2024-06-18 00:00:00,1,0,2024-07-17 06:03:25,0,2024-07-17 06:03:25,,,
2024-06-18,1/3焦煤,大连港,鹤岗市,,0.25,7.50,18.00,70.00,1635.00,0.00,平仓价,42,2024-06-18 00:00:00,1,0,2024-07-17 06:03:25,0,2024-07-17 06:03:25,,,
2024-06-17,1/3焦煤,大连港,俄罗斯,,0.75,8.50,33.00,80.00,1770.00,-20.00,平仓价,43,2024-06-17 00:00:00,1,0,2024-07-17 06:03:25,0,2024-07-17 06:03:25,,,
2024-06-17,1/3焦煤,大连港,鹤岗市,,0.25,7.50,18.00,70.00,1635.00,0.00,平仓价,44,2024-06-17 00:00:00,1,0,2024-07-17 06:03:25,0,2024-07-17 06:03:25,,,
2024-06-14,1/3焦煤,大连港,俄罗斯,,0.75,8.50,33.00,80.00,1790.00,0.00,平仓价,45,2024-06-14 00:00:00,1,0,2024-07-17 06:03:25,0,2024-07-17 06:03:25,,,
2024-06-14,1/3焦煤,大连港,鹤岗市,,0.25,7.50,18.00,70.00,1635.00,0.00,平仓价,46,2024-06-14 00:00:00,1,0,2024-07-17 06:03:25,0,2024-07-17 06:03:25,,,
2024-06-13,1/3焦煤,大连港,俄罗斯,,0.75,8.50,33.00,80.00,1790.00,0.00,平仓价,47,2024-06-13 00:00:00,1,0,2024-07-17 06:03:25,0,2024-07-17 06:03:25,,,
