时间,库存合计(万吨),调入量(万吨),吞吐量(万吨),锚地船舶(艘),一期库存(万吨),二期库存(万吨),三期库存(万吨),港口卸车(车),_ID,_DATA_TIME,_ACTIVE,_CREATE_ID,_CREATE_TIME,_UPDATE_ID,_UPDATE_TIME,_REMARK,_CHANGE_LOG,_RESERVE
2024-05-26,171.00,54.00,36.00,64.00,58.70,62.50,49.80,7097.00,55,2024-05-26 00:00:00,1,0,2024-07-20 10:49:00,0,2024-07-20 10:49:00,,,
2024-05-25,192.10,60.00,58.00,65.00,62.20,66.80,63.10,7837.00,56,2024-05-25 00:00:00,1,0,2024-07-20 10:49:00,0,2024-07-20 10:49:00,,,
2024-05-24,179.00,56.00,65.00,67.00,63.40,73.30,42.40,7357.00,57,2024-05-24 00:00:00,1,0,2024-07-20 10:49:00,0,2024-07-20 10:49:00,,,
2024-05-23,185.70,65.00,61.00,61.00,64.00,71.30,50.40,8564.00,58,2024-05-23 00:00:00,1,0,2024-07-20 10:49:00,0,2024-07-20 10:49:00,,,
2024-05-22,197.50,55.00,72.00,70.00,67.50,76.60,53.40,7287.00,59,2024-05-22 00:00:00,1,0,2024-07-20 10:49:00,0,2024-07-20 10:49:00,,,
2024-05-21,212.70,67.00,46.00,71.00,70.40,79.30,63.00,8734.00,60,2024-05-21 00:00:00,1,0,2024-07-20 10:49:00,0,2024-07-20 10:49:00,,,
2024-05-20,177.00,65.00,62.00,70.00,58.40,66.40,52.20,8782.00,61,2024-05-20 00:00:00,1,0,2024-07-20 10:49:04,0,2024-07-20 10:49:04,,,
2024-05-19,167.80,62.00,65.00,60.00,60.00,64.30,43.50,8114.00,62,2024-05-19 00:00:00,1,0,2024-07-20 10:49:04,0,2024-07-20 10:49:04,,,
2024-05-18,161.60,63.00,64.00,64.00,56.80,62.70,42.00,8220.00,63,2024-05-18 00:00:00,1,0,2024-07-20 10:49:04,0,2024-07-20 10:49:04,,,
2024-05-17,163.60,59.00,66.00,64.00,56.30,60.90,46.40,7647.00,64,2024-05-17 00:00:00,1,0,2024-07-20 10:49:04,0,2024-07-20 10:49:04,,,
2024-05-16,161.60,62.00,62.00,64.00,58.80,63.20,39.70,8163.00,65,2024-05-16 00:00:00,1,0,2024-07-20 10:49:04,0,2024-07-20 10:49:04,,,
2024-05-15,164.10,60.00,61.00,64.00,59.70,62.50,41.90,7763.00,66,2024-05-15 00:00:00,1,0,2024-07-20 10:49:04,0,2024-07-20 10:49:04,,,
2024-05-14,165.50,67.00,59.00,56.00,62.20,60.10,43.20,8771.00,67,2024-05-14 00:00:00,1,0,2024-07-20 10:49:04,0,2024-07-20 10:49:04,,,
2024-05-13,165.60,65.00,60.00,50.00,60.30,60.20,45.10,8477.00,68,2024-05-13 00:00:00,1,0,2024-07-20 10:49:04,0,2024-07-20 10:49:04,,,
2024-05-12,165.00,53.00,62.00,55.00,59.90,62.70,42.40,6977.00,69,2024-05-12 00:00:00,1,0,2024-07-20 10:49:04,0,2024-07-20 10:49:04,,,
2024-05-11,168.90,57.00,60.00,49.00,61.80,66.40,40.80,7480.00,70,2024-05-11 00:00:00,1,0,2024-07-20 10:49:04,0,2024-07-20 10:49:04,,,
2024-05-10,160.30,51.00,60.00,43.00,56.60,63.80,39.90,6686.00,71,2024-05-10 00:00:00,1,0,2024-07-20 10:49:04,0,2024-07-20 10:49:04,,,
2024-05-09,170.40,53.00,57.00,43.00,60.20,69.60,40.50,6902.00,72,2024-05-09 00:00:00,1,0,2024-07-20 10:49:04,0,2024-07-20 10:49:04,,,
2024-05-08,178.20,54.00,60.00,38.00,64.30,73.50,40.40,6997.00,73,2024-05-08 00:00:00,1,0,2024-07-20 10:49:04,0,2024-07-20 10:49:04,,,
2024-05-07,187.20,66.00,64.00,29.00,65.80,76.20,45.30,8611.00,74,2024-05-07 00:00:00,1,0,2024-07-20 10:49:04,0,2024-07-20 10:49:04,,,
2024-05-06,184.10,64.00,66.00,35.00,62.20,74.90,47.00,8237.00,75,2024-05-06 00:00:00,1,0,2024-07-20 10:49:04,0,2024-07-20 10:49:04,,,
2024-05-05,183.50,61.00,64.00,30.00,62.40,72.30,48.80,7869.00,76,2024-05-05 00:00:00,1,0,2024-07-20 10:49:04,0,2024-07-20 10:49:04,,,
2024-05-04,185.00,62.00,66.00,40.00,63.30,70.60,51.10,8065.00,77,2024-05-04 00:00:00,1,0,2024-07-20 10:49:04,0,2024-07-20 10:49:04,,,
2024-05-03,180.10,59.00,69.00,37.00,60.50,69.40,50.20,7676.00,78,2024-05-03 00:00:00,1,0,2024-07-20 10:49:04,0,2024-07-20 10:49:04,,,
2024-05-02,191.40,67.00,68.00,29.00,66.00,72.00,53.40,8668.00,79,2024-05-02 00:00:00,1,0,2024-07-20 10:49:04,0,2024-07-20 10:49:04,,,
2024-05-01,197.60,59.00,75.00,38.00,67.40,69.00,61.20,7740.00,80,2024-05-01 00:00:00,1,0,2024-07-20 10:49:04,0,2024-07-20 10:49:04,,,
2024-04-30,226.80,70.00,19.00,41.00,75.10,77.10,74.60,9062.00,81,2024-04-30 00:00:00,1,0,2024-07-20 10:49:04,0,2024-07-20 10:49:04,,,
2024-04-29,199.20,67.00,64.00,54.00,66.90,73.40,58.90,8783.00,82,2024-04-29 00:00:00,1,0,2024-07-20 10:49:04,0,2024-07-20 10:49:04,,,
2024-04-28,156.40,65.00,66.00,46.00,,,,8557.00,83,2024-04-28 00:00:00,1,0,2024-07-20 10:49:04,0,2024-07-20 10:49:04,,,
2024-04-27,154.50,52.00,72.00,50.00,57.00,60.50,37.00,6795.00,84,2024-04-27 00:00:00,1,0,2024-07-20 10:49:04,0,2024-07-20 10:49:04,,,
2024-04-26,174.40,68.00,72.00,64.00,67.00,66.10,41.30,8870.00,85,2024-04-26 00:00:00,1,0,2024-07-20 10:49:04,0,2024-07-20 10:49:04,,,
2024-04-25,180.60,64.00,62.00,68.00,69.60,66.40,44.60,8314.00,86,2024-04-25 00:00:00,1,0,2024-07-20 10:49:04,0,2024-07-20 10:49:04,,,
2024-04-24,178.90,52.00,68.00,72.00,61.20,66.10,51.60,6719.00,87,2024-04-24 00:00:00,1,0,2024-07-20 10:49:04,0,2024-07-20 10:49:04,,,
2024-04-23,182.80,68.00,67.00,49.00,67.90,67.70,47.30,8847.00,88,2024-04-23 00:00:00,1,0,2024-07-20 10:49:04,0,2024-07-20 10:49:04,,,
2024-04-22,185.50,66.00,59.00,51.00,68.50,69.20,47.70,8594.00,89,2024-04-22 00:00:00,1,0,2024-07-20 10:49:04,0,2024-07-20 10:49:04,,,
2024-04-21,194.40,67.00,62.00,38.00,70.70,70.90,52.80,8787.00,90,2024-04-21 00:00:00,1,0,2024-07-20 10:49:04,0,2024-07-20 10:49:04,,,
2024-04-20,185.70,58.00,71.00,45.00,69.50,68.50,47.60,7579.00,91,2024-04-20 00:00:00,1,0,2024-07-20 10:49:06,0,2024-07-20 10:49:06,,,
2024-04-19,186.20,68.00,73.00,39.00,69.30,65.80,51.10,8837.00,92,2024-04-19 00:00:00,1,0,2024-07-20 10:49:06,0,2024-07-20 10:49:06,,,
2024-04-18,185.90,61.00,74.00,52.00,73.40,60.20,52.30,8036.00,93,2024-04-18 00:00:00,1,0,2024-07-20 10:49:06,0,2024-07-20 10:49:06,,,
2024-04-17,182.30,56.00,32.00,37.00,72.50,68.00,41.80,7229.00,94,2024-04-17 00:00:00,1,0,2024-07-20 10:49:06,0,2024-07-20 10:49:06,,,
2024-04-16,181.20,64.00,65.00,38.00,72.90,61.60,46.80,8349.00,95,2024-04-16 00:00:00,1,0,2024-07-20 10:49:06,0,2024-07-20 10:49:06,,,
2024-04-15,188.30,59.00,66.00,40.00,76.50,64.20,47.60,7688.00,96,2024-04-15 00:00:00,1,0,2024-07-20 10:49:06,0,2024-07-20 10:49:06,,,
2024-04-14,204.90,57.00,66.00,43.00,83.00,76.10,45.80,7487.00,97,2024-04-14 00:00:00,1,0,2024-07-20 10:49:06,0,2024-07-20 10:49:06,,,
2024-04-13,227.20,62.00,63.00,31.00,93.90,85.70,47.70,8091.00,98,2024-04-13 00:00:00,1,0,2024-07-20 10:49:06,0,2024-07-20 10:49:06,,,
2024-04-12,222.00,54.00,53.00,34.00,91.00,85.20,45.90,7177.00,99,2024-04-12 00:00:00,1,0,2024-07-20 10:49:06,0,2024-07-20 10:49:06,,,
2024-04-11,214.50,63.00,43.00,19.00,90.70,80.80,43.00,8071.00,100,2024-04-11 00:00:00,1,0,2024-07-20 10:49:06,0,2024-07-20 10:49:06,,,
2024-04-10,210.70,58.00,36.00,16.00,89.20,81.20,40.40,7467.00,101,2024-04-10 00:00:00,1,0,2024-07-20 10:49:06,0,2024-07-20 10:49:06,,,
2024-04-09,197.80,58.00,56.00,17.00,83.30,76.70,37.80,7511.00,102,2024-04-09 00:00:00,1,0,2024-07-20 10:49:06,0,2024-07-20 10:49:06,,,
2024-04-08,186.20,59.00,63.00,17.00,72.40,70.80,43.00,7671.00,103,2024-04-08 00:00:00,1,0,2024-07-20 10:49:06,0,2024-07-20 10:49:06,,,
2024-04-07,167.50,55.00,63.00,16.00,78.10,63.80,25.60,7212.00,104,2024-04-07 00:00:00,1,0,2024-07-20 10:49:06,0,2024-07-20 10:49:06,,,
2024-04-06,172.90,59.00,58.00,16.00,82.20,63.00,27.70,7744.00,105,2024-04-06 00:00:00,1,0,2024-07-20 10:49:06,0,2024-07-20 10:49:06,,,
2024-04-05,160.40,55.00,54.00,26.00,66.00,64.20,30.10,7237.00,106,2024-04-05 00:00:00,1,0,2024-07-20 10:49:06,0,2024-07-20 10:49:06,,,
2024-04-04,175.60,57.00,58.00,30.00,66.30,69.20,40.00,7502.00,107,2024-04-04 00:00:00,1,0,2024-07-20 10:49:06,0,2024-07-20 10:49:06,,,
2024-04-03,183.00,54.00,64.00,22.00,75.40,67.90,39.70,7039.00,108,2024-04-03 00:00:00,1,0,2024-07-20 10:49:06,0,2024-07-20 10:49:06,,,
2024-04-02,176.50,61.00,60.00,27.00,74.20,63.10,39.30,8056.00,109,2024-04-02 00:00:00,1,0,2024-07-20 10:49:06,0,2024-07-20 10:49:06,,,
2024-04-01,177.40,56.00,58.00,17.00,79.60,61.80,36.10,7474.00,110,2024-04-01 00:00:00,1,0,2024-07-20 10:49:06,0,2024-07-20 10:49:06,,,
2024-03-31,180.90,60.00,62.00,19.00,82.00,62.20,36.70,7835.00,111,2024-03-31 00:00:00,1,0,2024-07-20 10:49:06,0,2024-07-20 10:49:06,,,
2024-03-30,177.00,56.00,66.00,26.00,75.00,62.20,39.80,7346.00,112,2024-03-30 00:00:00,1,0,2024-07-20 10:49:06,0,2024-07-20 10:49:06,,,
2024-03-29,185.60,61.00,61.00,36.00,85.20,62.60,37.80,7980.00,113,2024-03-29 00:00:00,1,0,2024-07-20 10:49:06,0,2024-07-20 10:49:06,,,
2024-03-28,191.30,55.00,40.00,38.00,83.60,63.60,44.10,7149.00,114,2024-03-28 00:00:00,1,0,2024-07-20 10:49:06,0,2024-07-20 10:49:06,,,
2024-03-27,202.40,55.00,64.00,38.00,84.40,64.40,53.50,7147.00,115,2024-03-27 00:00:00,1,0,2024-07-20 10:49:06,0,2024-07-20 10:49:06,,,
2024-03-26,191.90,46.00,46.00,37.00,87.70,62.90,41.30,5957.00,116,2024-03-26 00:00:00,1,0,2024-07-20 10:49:06,0,2024-07-20 10:49:06,,,
2024-03-25,188.70,49.00,50.00,40.00,67.30,70.20,51.20,6347.00,117,2024-03-25 00:00:00,1,0,2024-07-20 10:49:06,0,2024-07-20 10:49:06,,,
2024-03-24,188.10,55.00,46.00,26.00,65.80,73.40,48.90,7181.00,118,2024-03-24 00:00:00,1,0,2024-07-20 10:49:06,0,2024-07-20 10:49:06,,,
2024-03-23,186.50,58.00,64.00,12.00,62.40,73.00,51.10,7590.00,119,2024-03-23 00:00:00,1,0,2024-07-20 10:49:06,0,2024-07-20 10:49:06,,,
2024-03-22,186.10,70.00,66.00,15.00,64.20,67.80,54.10,9121.00,120,2024-03-22 00:00:00,1,0,2024-07-20 10:49:06,0,2024-07-20 10:49:06,,,
2024-03-21,178.50,67.00,57.00,16.00,60.20,67.00,51.40,8787.00,121,2024-03-21 00:00:00,1,0,2024-07-20 10:49:09,0,2024-07-20 10:49:09,,,
2024-03-20,178.50,58.00,57.00,10.00,60.20,67.00,51.40,7415.00,122,2024-03-20 00:00:00,1,0,2024-07-20 10:49:09,0,2024-07-20 10:49:09,,,
2024-03-19,175.10,68.00,61.00,17.00,59.00,61.00,55.20,8875.00,123,2024-03-19 00:00:00,1,0,2024-07-20 10:49:09,0,2024-07-20 10:49:09,,,
2024-03-18,160.20,68.00,64.00,20.00,52.00,57.70,50.40,8925.00,124,2024-03-18 00:00:00,1,0,2024-07-20 10:49:09,0,2024-07-20 10:49:09,,,
2024-03-17,164.80,60.00,60.00,28.00,55.90,55.80,53.10,7870.00,125,2024-03-17 00:00:00,1,0,2024-07-20 10:49:09,0,2024-07-20 10:49:09,,,
2024-03-16,167.10,61.00,62.00,28.00,54.60,62.00,50.50,7976.00,126,2024-03-16 00:00:00,1,0,2024-07-20 10:49:09,0,2024-07-20 10:49:09,,,
2024-03-15,166.70,68.00,59.00,32.00,53.10,62.50,51.10,8872.00,127,2024-03-15 00:00:00,1,0,2024-07-20 10:49:09,0,2024-07-20 10:49:09,,,
2024-03-14,161.00,53.00,66.00,37.00,56.20,57.90,46.90,6927.00,128,2024-03-14 00:00:00,1,0,2024-07-20 10:49:09,0,2024-07-20 10:49:09,,,
2024-03-13,167.10,56.00,57.00,32.00,56.80,61.30,49.00,7283.00,129,2024-03-13 00:00:00,1,0,2024-07-20 10:49:09,0,2024-07-20 10:49:09,,,
2024-03-12,178.00,68.00,61.00,24.00,60.60,59.00,58.30,8854.00,130,2024-03-12 00:00:00,1,0,2024-07-20 10:49:09,0,2024-07-20 10:49:09,,,
2024-03-11,176.50,67.00,67.00,27.00,59.90,59.90,56.60,8733.00,131,2024-03-11 00:00:00,1,0,2024-07-20 10:49:09,0,2024-07-20 10:49:09,,,
2024-03-10,168.50,61.00,61.00,19.00,54.40,52.90,61.20,8037.00,132,2024-03-10 00:00:00,1,0,2024-07-20 10:49:09,0,2024-07-20 10:49:09,,,
2024-03-09,164.20,54.00,65.00,14.00,57.50,55.70,51.00,7162.00,133,2024-03-09 00:00:00,1,0,2024-07-20 10:49:09,0,2024-07-20 10:49:09,,,
2024-03-08,174.80,61.00,64.00,12.00,57.90,59.30,57.60,7956.00,134,2024-03-08 00:00:00,1,0,2024-07-20 10:49:09,0,2024-07-20 10:49:09,,,
2024-03-07,169.00,60.00,66.00,22.00,54.80,49.80,64.40,7754.00,135,2024-03-07 00:00:00,1,0,2024-07-20 10:49:09,0,2024-07-20 10:49:09,,,
2024-03-06,170.20,57.00,67.00,25.00,56.20,54.10,59.90,7534.00,136,2024-03-06 00:00:00,1,0,2024-07-20 10:49:09,0,2024-07-20 10:49:09,,,
2024-03-05,181.20,68.00,65.00,33.00,59.70,55.30,66.30,8950.00,137,2024-03-05 00:00:00,1,0,2024-07-20 10:49:09,0,2024-07-20 10:49:09,,,
2024-03-04,177.40,64.00,64.00,26.00,60.40,56.30,60.70,8418.00,138,2024-03-04 00:00:00,1,0,2024-07-20 10:49:09,0,2024-07-20 10:49:09,,,
2024-03-03,179.40,66.00,70.00,29.00,65.70,56.60,57.20,8657.00,139,2024-03-03 00:00:00,1,0,2024-07-20 10:49:09,0,2024-07-20 10:49:09,,,
2024-03-02,173.80,64.00,66.00,29.00,69.70,51.30,52.70,8284.00,140,2024-03-02 00:00:00,1,0,2024-07-20 10:49:09,0,2024-07-20 10:49:09,,,
2024-03-01,178.00,65.00,29.00,29.00,74.60,54.10,49.20,8513.00,141,2024-03-01 00:00:00,1,0,2024-07-20 10:49:09,0,2024-07-20 10:49:09,,,
2024-02-29,169.10,63.00,56.00,21.00,73.20,47.80,48.10,8212.00,142,2024-02-29 00:00:00,1,0,2024-07-20 10:49:09,0,2024-07-20 10:49:09,,,
2024-02-28,159.20,58.00,59.00,28.00,69.20,45.30,44.70,7686.00,143,2024-02-28 00:00:00,1,0,2024-07-20 10:49:09,0,2024-07-20 10:49:09,,,
2024-02-27,160.10,64.00,66.00,27.00,68.90,44.90,46.20,8409.00,144,2024-02-27 00:00:00,1,0,2024-07-20 10:49:09,0,2024-07-20 10:49:09,,,
2024-02-26,154.60,65.00,66.00,34.00,67.00,45.00,42.60,8369.00,145,2024-02-26 00:00:00,1,0,2024-07-20 10:49:09,0,2024-07-20 10:49:09,,,
2024-02-25,156.10,58.00,65.00,38.00,68.70,44.60,42.80,7663.00,146,2024-02-25 00:00:00,1,0,2024-07-20 10:49:09,0,2024-07-20 10:49:09,,,
2024-02-24,158.40,58.00,63.00,43.00,63.30,47.60,47.50,7489.00,147,2024-02-24 00:00:00,1,0,2024-07-20 10:49:09,0,2024-07-20 10:49:09,,,
2024-02-23,162.70,56.00,24.00,37.00,68.90,48.80,45.00,7291.00,148,2024-02-23 00:00:00,1,0,2024-07-20 10:49:09,0,2024-07-20 10:49:09,,,
2024-02-22,157.00,35.00,35.00,45.00,,,,4624.00,149,2024-02-22 00:00:00,1,0,2024-07-20 10:49:09,0,2024-07-20 10:49:09,,,
2024-02-21,155.60,44.00,61.00,52.00,66.10,49.80,39.80,5795.00,150,2024-02-21 00:00:00,1,0,2024-07-20 10:49:09,0,2024-07-20 10:49:09,,,
2024-02-20,164.30,67.00,68.00,49.00,66.10,55.30,42.90,8776.00,151,2024-02-20 00:00:00,1,0,2024-07-20 10:49:13,0,2024-07-20 10:49:13,,,
2024-02-19,158.00,69.00,64.00,51.00,65.40,53.30,39.40,9058.00,152,2024-02-19 00:00:00,1,0,2024-07-20 10:49:13,0,2024-07-20 10:49:13,,,
