时间,地区,当月值(亿千瓦时),同比增长(%),累计值(亿千瓦时),累计增长(%),_ID,_DATA_TIME,_ACTIVE,_CREATE_ID,_CREATE_TIME,_UPDATE_ID,_UPDATE_TIME,_REMARK,_CHANGE_LOG,_RESERVE
2024-06,全国,356.50,-4.00,2121.50,0.10,1,2024-06-30 00:00:00,1,0,2024-07-20 15:40:06,0,2024-07-20 15:40:06,,,
2024-06,海南省,9.10,-0.50,49.80,0.20,2,2024-06-30 00:00:00,1,0,2024-07-20 15:40:06,0,2024-07-20 15:40:06,,,
2024-06,广西区,27.50,15.30,124.40,11.10,3,2024-06-30 00:00:00,1,0,2024-07-20 15:40:06,0,2024-07-20 15:40:06,,,
2024-06,广东省,97.60,-3.80,584.00,-1.50,4,2024-06-30 00:00:00,1,0,2024-07-20 15:40:06,0,2024-07-20 15:40:06,,,
2024-06,山东省,17.80,1.90,102.10,11.90,5,2024-06-30 00:00:00,1,0,2024-07-20 15:40:06,0,2024-07-20 15:40:06,,,
2024-06,福建省,65.30,-6.30,383.90,-5.20,6,2024-06-30 00:00:00,1,0,2024-07-20 15:40:06,0,2024-07-20 15:40:06,,,
2024-06,浙江省,60.80,-5.60,364.20,-4.50,7,2024-06-30 00:00:00,1,0,2024-07-20 15:40:06,0,2024-07-20 15:40:06,,,
2024-06,江苏省,40.10,-12.80,257.60,10.20,8,2024-06-30 00:00:00,1,0,2024-07-20 15:40:06,0,2024-07-20 15:40:06,,,
2024-06,辽宁省,38.30,-3.00,255.40,1.10,9,2024-06-30 00:00:00,1,0,2024-07-20 15:40:06,0,2024-07-20 15:40:06,,,
2024-05,海南省,9.50,-0.60,40.80,0.30,10,2024-05-31 00:00:00,1,0,2024-07-20 15:40:06,0,2024-07-20 15:40:06,,,
2024-05,广西区,24.50,4.30,96.90,9.90,11,2024-05-31 00:00:00,1,0,2024-07-20 15:40:06,0,2024-07-20 15:40:06,,,
2024-05,广东省,93.00,-6.10,486.40,-1.10,12,2024-05-31 00:00:00,1,0,2024-07-20 15:40:06,0,2024-07-20 15:40:06,,,
2024-05,山东省,15.80,-13.40,84.30,14.20,13,2024-05-31 00:00:00,1,0,2024-07-20 15:40:06,0,2024-07-20 15:40:06,,,
2024-05,福建省,69.90,-4.40,318.60,-5.00,14,2024-05-31 00:00:00,1,0,2024-07-20 15:40:06,0,2024-07-20 15:40:06,,,
2024-05,浙江省,58.50,-11.70,303.40,-4.20,15,2024-05-31 00:00:00,1,0,2024-07-20 15:40:06,0,2024-07-20 15:40:06,,,
2024-05,江苏省,45.70,49.60,217.60,15.90,16,2024-05-31 00:00:00,1,0,2024-07-20 15:40:06,0,2024-07-20 15:40:06,,,
2024-05,辽宁省,43.20,-11.20,217.00,1.80,17,2024-05-31 00:00:00,1,0,2024-07-20 15:40:06,0,2024-07-20 15:40:06,,,
2024-05,全国,360.10,-2.40,1764.90,1.00,18,2024-05-31 00:00:00,1,0,2024-07-20 15:40:06,0,2024-07-20 15:40:06,,,
2024-04,全国,365.70,5.90,1404.90,1.90,19,2024-04-30 00:00:00,1,0,2024-07-20 15:40:06,0,2024-07-20 15:40:06,,,
2024-04,海南省,7.90,-11.20,31.30,0.60,20,2024-04-30 00:00:00,1,0,2024-07-20 15:40:06,0,2024-07-20 15:40:06,,,
2024-04,广西区,18.00,-19.30,72.40,11.90,21,2024-04-30 00:00:00,1,0,2024-07-20 15:40:06,0,2024-07-20 15:40:06,,,
2024-04,广东省,97.50,5.70,393.40,0.20,22,2024-04-30 00:00:00,1,0,2024-07-20 15:40:06,0,2024-07-20 15:40:06,,,
2024-04,山东省,16.90,22.00,68.50,23.30,23,2024-04-30 00:00:00,1,0,2024-07-20 15:40:06,0,2024-07-20 15:40:06,,,
2024-04,福建省,76.30,3.40,248.70,-5.20,24,2024-04-30 00:00:00,1,0,2024-07-20 15:40:06,0,2024-07-20 15:40:06,,,
2024-04,浙江省,59.90,3.60,244.90,-2.30,25,2024-04-30 00:00:00,1,0,2024-07-20 15:40:06,0,2024-07-20 15:40:06,,,
2024-04,江苏省,44.60,28.50,171.80,9.30,26,2024-04-30 00:00:00,1,0,2024-07-20 15:40:06,0,2024-07-20 15:40:06,,,
2024-04,辽宁省,44.60,7.20,173.90,5.70,27,2024-04-30 00:00:00,1,0,2024-07-20 15:40:06,0,2024-07-20 15:40:06,,,
2024-03,全国,348.10,-4.80,1039.20,0.60,28,2024-03-31 00:00:00,1,0,2024-07-20 15:40:06,0,2024-07-20 15:40:06,,,
2024-03,海南省,6.00,-26.50,23.40,5.30,29,2024-03-31 00:00:00,1,0,2024-07-20 15:40:06,0,2024-07-20 15:40:06,,,
2024-03,广西区,16.20,27.70,54.50,28.30,30,2024-03-31 00:00:00,1,0,2024-07-20 15:40:06,0,2024-07-20 15:40:06,,,
2024-03,广东省,105.40,-1.40,295.80,-1.50,31,2024-03-31 00:00:00,1,0,2024-07-20 15:40:10,0,2024-07-20 15:40:10,,,
2024-03,山东省,17.40,17.10,51.60,23.70,32,2024-03-31 00:00:00,1,0,2024-07-20 15:40:10,0,2024-07-20 15:40:10,,,
2024-03,福建省,57.90,-13.80,172.40,-8.50,33,2024-03-31 00:00:00,1,0,2024-07-20 15:40:10,0,2024-07-20 15:40:10,,,
2024-03,浙江省,57.20,-14.40,184.90,-4.10,34,2024-03-31 00:00:00,1,0,2024-07-20 15:40:10,0,2024-07-20 15:40:10,,,
2024-03,江苏省,41.20,-5.60,127.20,3.90,35,2024-03-31 00:00:00,1,0,2024-07-20 15:40:10,0,2024-07-20 15:40:10,,,
2024-03,辽宁省,46.80,3.00,129.30,5.10,36,2024-03-31 00:00:00,1,0,2024-07-20 15:40:10,0,2024-07-20 15:40:10,,,
2024-02,全国,,,691.10,3.50,37,2024-02-29 00:00:00,1,0,2024-07-20 15:40:10,0,2024-07-20 15:40:10,,,
2024-02,海南省,,,17.40,23.70,38,2024-02-29 00:00:00,1,0,2024-07-20 15:40:10,0,2024-07-20 15:40:10,,,
2024-02,广西区,,,38.20,28.50,39,2024-02-29 00:00:00,1,0,2024-07-20 15:40:10,0,2024-07-20 15:40:10,,,
2024-02,广东省,,,190.50,-1.50,40,2024-02-29 00:00:00,1,0,2024-07-20 15:40:10,0,2024-07-20 15:40:10,,,
2024-02,山东省,,,34.20,27.40,41,2024-02-29 00:00:00,1,0,2024-07-20 15:40:10,0,2024-07-20 15:40:10,,,
2024-02,福建省,,,114.50,-5.60,42,2024-02-29 00:00:00,1,0,2024-07-20 15:40:10,0,2024-07-20 15:40:10,,,
2024-02,浙江省,,,127.80,1.40,43,2024-02-29 00:00:00,1,0,2024-07-20 15:40:10,0,2024-07-20 15:40:10,,,
2024-02,江苏省,,,86.00,9.20,44,2024-02-29 00:00:00,1,0,2024-07-20 15:40:10,0,2024-07-20 15:40:10,,,
2024-02,辽宁省,,,82.50,6.40,45,2024-02-29 00:00:00,1,0,2024-07-20 15:40:10,0,2024-07-20 15:40:10,,,
2023-12,海南省,9.10,3.30,105.00,-0.20,46,2023-12-31 00:00:00,1,0,2024-07-20 15:40:10,0,2024-07-20 15:40:10,,,
2023-12,广西区,25.10,54.30,248.60,40.00,47,2023-12-31 00:00:00,1,0,2024-07-20 15:40:10,0,2024-07-20 15:40:10,,,
2023-12,广东省,107.30,-8.80,1180.50,2.80,48,2023-12-31 00:00:00,1,0,2024-07-20 15:40:10,0,2024-07-20 15:40:10,,,
2023-12,山东省,17.80,-0.70,192.90,-6.60,49,2023-12-31 00:00:00,1,0,2024-07-20 15:40:10,0,2024-07-20 15:40:10,,,
2023-12,福建省,69.90,-13.40,839.60,0.90,50,2023-12-31 00:00:00,1,0,2024-07-20 15:40:10,0,2024-07-20 15:40:10,,,
2023-12,浙江省,61.50,0.90,762.20,4.30,51,2023-12-31 00:00:00,1,0,2024-07-20 15:40:10,0,2024-07-20 15:40:10,,,
2023-12,江苏省,40.30,-15.40,502.80,-4.30,52,2023-12-31 00:00:00,1,0,2024-07-20 15:40:10,0,2024-07-20 15:40:10,,,
2023-12,辽宁省,49.60,4.90,500.90,10.90,53,2023-12-31 00:00:00,1,0,2024-07-20 15:40:10,0,2024-07-20 15:40:10,,,
2023-12,全国,380.60,-4.20,4332.60,3.70,54,2023-12-31 00:00:00,1,0,2024-07-20 15:40:10,0,2024-07-20 15:40:10,,,
2023-11,海南省,8.90,45.40,95.90,-0.50,55,2023-11-30 00:00:00,1,0,2024-07-20 15:40:10,0,2024-07-20 15:40:10,,,
2023-11,广西区,23.10,47.30,223.40,38.50,56,2023-11-30 00:00:00,1,0,2024-07-20 15:40:10,0,2024-07-20 15:40:10,,,
