时间,项目名称,当期值(亿美元),同比增长(%),累计值(亿美元),累计增长(%),_ID,_DATA_TIME,_ACTIVE,_CREATE_ID,_CREATE_TIME,_UPDATE_ID,_UPDATE_TIME,_REMARK,_CHANGE_LOG,_RESERVE
2023-10,出口总值,2748.30,-6.40,27920.00,-5.60,30,2023-10-31 00:00:00,1,0,2024-07-21 05:03:52,0,2024-07-21 05:03:52,,,
2023-10,进口总值,2183.00,3.00,21079.60,-6.50,31,2023-10-31 00:00:00,1,0,2024-07-21 05:03:56,0,2024-07-21 05:03:56,,,
2023-10,进出口差额,565.30,,6840.40,,32,2023-10-31 00:00:00,1,0,2024-07-21 05:03:56,0,2024-07-21 05:03:56,,,
2023-09,进出口总值,5205.50,-6.20,44103.10,-6.40,33,2023-09-30 00:00:00,1,0,2024-07-21 05:03:56,0,2024-07-21 05:03:56,,,
2023-09,出口总值,2991.30,-6.20,25203.10,-5.70,34,2023-09-30 00:00:00,1,0,2024-07-21 05:03:56,0,2024-07-21 05:03:56,,,
2023-09,进口总值,2214.20,-6.20,18900.00,-7.50,35,2023-09-30 00:00:00,1,0,2024-07-21 05:03:56,0,2024-07-21 05:03:56,,,
2023-09,进出口差额,777.10,,6303.00,,36,2023-09-30 00:00:00,1,0,2024-07-21 05:03:56,0,2024-07-21 05:03:56,,,
2023-08,进出口总值,5013.80,-8.20,38932.30,-6.50,37,2023-08-31 00:00:00,1,0,2024-07-21 05:03:56,0,2024-07-21 05:03:56,,,
2023-08,出口总值,2848.70,-8.80,22233.20,-5.60,38,2023-08-31 00:00:00,1,0,2024-07-21 05:03:56,0,2024-07-21 05:03:56,,,
2023-08,进口总值,2165.10,-7.30,16699.20,-7.60,39,2023-08-31 00:00:00,1,0,2024-07-21 05:03:56,0,2024-07-21 05:03:56,,,
2023-08,进出口差额,683.60,,5534.00,,40,2023-08-31 00:00:00,1,0,2024-07-21 05:03:56,0,2024-07-21 05:03:56,,,
2023-07,进出口总值,4829.20,-13.60,34002.40,-6.10,41,2023-07-31 00:00:00,1,0,2024-07-21 05:03:56,0,2024-07-21 05:03:56,,,
2023-07,出口总值,2817.60,-14.50,19449.00,-5.00,42,2023-07-31 00:00:00,1,0,2024-07-21 05:03:56,0,2024-07-21 05:03:56,,,
2023-07,进口总值,2011.60,-12.40,14553.40,-7.60,43,2023-07-31 00:00:00,1,0,2024-07-21 05:03:56,0,2024-07-21 05:03:56,,,
2023-07,进出口差额,806.00,,4895.70,,44,2023-07-31 00:00:00,1,0,2024-07-21 05:03:56,0,2024-07-21 05:03:56,,,
2023-06,进出口总值,5000.20,-10.10,29181.70,-4.70,45,2023-06-30 00:00:00,1,0,2024-07-21 05:03:56,0,2024-07-21 05:03:56,,,
2023-06,出口总值,2853.20,-12.40,16634.30,-3.20,46,2023-06-30 00:00:00,1,0,2024-07-21 05:03:56,0,2024-07-21 05:03:56,,,
2023-06,进口总值,2147.00,-6.80,12547.40,-6.70,47,2023-06-30 00:00:00,1,0,2024-07-21 05:03:56,0,2024-07-21 05:03:56,,,
2023-06,进出口差额,706.20,,4086.90,,48,2023-06-30 00:00:00,1,0,2024-07-21 05:03:56,0,2024-07-21 05:03:56,,,
2023-05,进出口总值,5011.90,-6.20,24412.30,-2.80,49,2023-05-31 00:00:00,1,0,2024-07-21 05:03:56,0,2024-07-21 05:03:56,,,
2023-05,出口总值,2835.00,-7.50,14003.50,0.30,50,2023-05-31 00:00:00,1,0,2024-07-21 05:03:56,0,2024-07-21 05:03:56,,,
2023-05,进口总值,2176.90,-4.50,10408.80,-6.70,51,2023-05-31 00:00:00,1,0,2024-07-21 05:03:56,0,2024-07-21 05:03:56,,,
2023-05,进出口差额,658.10,,3594.80,,52,2023-05-31 00:00:00,1,0,2024-07-21 05:03:56,0,2024-07-21 05:03:56,,,
2023-04,进出口总值,5006.30,1.10,19397.20,-1.90,53,2023-04-30 00:00:00,1,0,2024-07-21 05:03:56,0,2024-07-21 05:03:56,,,
2023-04,出口总值,2954.20,8.50,11169.60,2.50,54,2023-04-30 00:00:00,1,0,2024-07-21 05:03:56,0,2024-07-21 05:03:56,,,
2023-04,进口总值,2052.10,-7.90,8227.60,-7.30,55,2023-04-30 00:00:00,1,0,2024-07-21 05:03:56,0,2024-07-21 05:03:56,,,
2023-04,进出口差额,902.10,,2941.90,,56,2023-04-30 00:00:00,1,0,2024-07-21 05:03:56,0,2024-07-21 05:03:56,,,
2023-03,进出口总值,5429.90,7.40,14389.50,-2.90,57,2023-03-31 00:00:00,1,0,2024-07-21 05:03:56,0,2024-07-21 05:03:56,,,
2023-03,出口总值,3155.90,14.80,8218.30,0.50,58,2023-03-31 00:00:00,1,0,2024-07-21 05:03:56,0,2024-07-21 05:03:56,,,
2023-03,进口总值,2274.00,-1.40,6171.20,-7.10,59,2023-03-31 00:00:00,1,0,2024-07-21 05:03:56,0,2024-07-21 05:03:56,,,
2023-03,进出口差额,881.90,,2047.10,,60,2023-03-31 00:00:00,1,0,2024-07-21 05:03:56,0,2024-07-21 05:03:56,,,
2023-02,进出口总值,0.00,0.00,8957.20,-8.30,61,2023-02-28 00:00:00,1,0,2024-07-21 05:03:58,0,2024-07-21 05:03:58,,,
2023-02,出口总值,0.00,0.00,5063.00,-6.80,62,2023-02-28 00:00:00,1,0,2024-07-21 05:03:58,0,2024-07-21 05:03:58,,,
2023-02,进口总值,0.00,0.00,3894.20,-10.20,63,2023-02-28 00:00:00,1,0,2024-07-21 05:03:58,0,2024-07-21 05:03:58,,,
2023-02,进出口差额,0.00,,1168.90,,64,2023-02-28 00:00:00,1,0,2024-07-21 05:03:58,0,2024-07-21 05:03:58,,,
2022-12,进出口总值,5341.40,-8.90,63096.00,4.40,65,2022-12-31 00:00:00,1,0,2024-07-21 05:03:58,0,2024-07-21 05:03:58,,,
2022-12,出口总值,3060.80,-9.90,35936.00,7.00,66,2022-12-31 00:00:00,1,0,2024-07-21 05:03:58,0,2024-07-21 05:03:58,,,
2022-12,进口总值,2280.70,-7.50,27160.00,1.10,67,2022-12-31 00:00:00,1,0,2024-07-21 05:03:58,0,2024-07-21 05:03:58,,,
2022-12,进出口差额,780.10,,8776.00,,68,2022-12-31 00:00:00,1,0,2024-07-21 05:03:58,0,2024-07-21 05:03:58,,,
2022-11,进出口总值,5223.40,-9.50,57813.90,5.90,69,2022-11-30 00:00:00,1,0,2024-07-21 05:03:58,0,2024-07-21 05:03:58,,,
2022-11,出口总值,2960.90,-8.70,32917.20,9.10,70,2022-11-30 00:00:00,1,0,2024-07-21 05:03:58,0,2024-07-21 05:03:58,,,
2022-11,进口总值,2262.50,-10.60,24896.70,2.00,71,2022-11-30 00:00:00,1,0,2024-07-21 05:03:58,0,2024-07-21 05:03:58,,,
2022-11,进出口差额,698.40,,8020.40,,72,2022-11-30 00:00:00,1,0,2024-07-21 05:03:58,0,2024-07-21 05:03:58,,,
2022-10,进出口总值,5115.90,-0.40,52568.00,7.70,73,2022-10-31 00:00:00,1,0,2024-07-21 05:03:58,0,2024-07-21 05:03:58,,,
2022-10,出口总值,2983.70,-0.30,29922.50,11.10,74,2022-10-31 00:00:00,1,0,2024-07-21 05:03:58,0,2024-07-21 05:03:58,,,
2022-10,进口总值,2132.20,-0.70,22645.50,3.50,75,2022-10-31 00:00:00,1,0,2024-07-21 05:03:58,0,2024-07-21 05:03:58,,,
2022-10,进出口差额,851.50,,7277.00,,76,2022-10-31 00:00:00,1,0,2024-07-21 05:03:58,0,2024-07-21 05:03:58,,,
2022-09,进出口总值,5607.70,3.40,47520.40,8.70,77,2022-09-30 00:00:00,1,0,2024-07-21 05:03:58,0,2024-07-21 05:03:58,,,
2022-09,出口总值,3227.60,5.70,26985.90,12.50,78,2022-09-30 00:00:00,1,0,2024-07-21 05:03:58,0,2024-07-21 05:03:58,,,
2022-09,进口总值,2380.10,0.30,20534.40,4.10,79,2022-09-30 00:00:00,1,0,2024-07-21 05:03:58,0,2024-07-21 05:03:58,,,
2022-09,进出口差额,847.40,,6451.50,,80,2022-09-30 00:00:00,1,0,2024-07-21 05:03:58,0,2024-07-21 05:03:58,,,
2022-08,进出口总值,5504.50,4.10,41914.20,9.50,81,2022-08-31 00:00:00,1,0,2024-07-21 05:03:58,0,2024-07-21 05:03:58,,,
2022-08,出口总值,3149.20,7.10,23759.70,13.50,82,2022-08-31 00:00:00,1,0,2024-07-21 05:03:58,0,2024-07-21 05:03:58,,,
2022-08,进口总值,2355.30,0.30,18154.50,4.60,83,2022-08-31 00:00:00,1,0,2024-07-21 05:03:58,0,2024-07-21 05:03:58,,,
2022-08,进出口差额,793.90,,5605.20,,84,2022-08-31 00:00:00,1,0,2024-07-21 05:03:58,0,2024-07-21 05:03:58,,,
2022-07,进出口总值,5646.60,11.00,36430.70,10.40,85,2022-07-31 00:00:00,1,0,2024-07-21 05:03:58,0,2024-07-21 05:03:58,,,
2022-07,出口总值,3329.60,18.00,20626.80,14.60,86,2022-07-31 00:00:00,1,0,2024-07-21 05:03:58,0,2024-07-21 05:03:58,,,
2022-07,进口总值,2317.00,2.30,15803.80,5.30,87,2022-07-31 00:00:00,1,0,2024-07-21 05:03:58,0,2024-07-21 05:03:58,,,
2022-07,进出口差额,1012.70,,4823.00,,88,2022-07-31 00:00:00,1,0,2024-07-21 05:03:58,0,2024-07-21 05:03:58,,,
2022-06,进出口总值,5645.90,10.30,30791.20,10.30,89,2022-06-30 00:00:00,1,0,2024-07-21 05:03:58,0,2024-07-21 05:03:58,,,
2022-06,出口总值,3312.60,17.90,17322.80,14.20,90,2022-06-30 00:00:00,1,0,2024-07-21 05:03:58,0,2024-07-21 05:03:58,,,
2022-06,进口总值,2333.20,1.00,13468.40,5.70,91,2022-06-30 00:00:00,1,0,2024-07-21 05:04:02,0,2024-07-21 05:04:02,,,
2022-06,进出口差额,979.40,,3854.40,,92,2022-06-30 00:00:00,1,0,2024-07-21 05:04:02,0,2024-07-21 05:04:02,,,
2022-05,进出口总值,5377.40,11.10,25146.80,10.30,93,2022-05-31 00:00:00,1,0,2024-07-21 05:04:02,0,2024-07-21 05:04:02,,,
2022-05,出口总值,3082.40,16.90,14025.70,13.50,94,2022-05-31 00:00:00,1,0,2024-07-21 05:04:02,0,2024-07-21 05:04:02,,,
2022-05,进口总值,2294.90,4.10,11121.10,6.60,95,2022-05-31 00:00:00,1,0,2024-07-21 05:04:02,0,2024-07-21 05:04:02,,,
2022-05,进出口差额,787.50,,2904.60,,96,2022-05-31 00:00:00,1,0,2024-07-21 05:04:02,0,2024-07-21 05:04:02,,,
2022-04,进出口总值,4961.20,2.10,19757.80,10.10,97,2022-04-30 00:00:00,1,0,2024-07-21 05:04:02,0,2024-07-21 05:04:02,,,
2022-04,出口总值,2736.20,3.90,10943.50,12.50,98,2022-04-30 00:00:00,1,0,2024-07-21 05:04:02,0,2024-07-21 05:04:02,,,
2022-04,进口总值,2225.00,0.00,8814.20,7.10,99,2022-04-30 00:00:00,1,0,2024-07-21 05:04:02,0,2024-07-21 05:04:02,,,
2022-04,进出口差额,511.20,,2129.30,,100,2022-04-30 00:00:00,1,0,2024-07-21 05:04:02,0,2024-07-21 05:04:02,,,
2022-03,进出口总值,5047.90,7.50,14789.00,13.00,101,2022-03-31 00:00:00,1,0,2024-07-21 05:04:02,0,2024-07-21 05:04:02,,,
2022-03,出口总值,2760.80,14.70,8209.20,15.80,102,2022-03-31 00:00:00,1,0,2024-07-21 05:04:02,0,2024-07-21 05:04:02,,,
2022-03,进口总值,2287.00,-0.10,6579.80,9.60,103,2022-03-31 00:00:00,1,0,2024-07-21 05:04:02,0,2024-07-21 05:04:02,,,
2022-03,进出口差额,473.80,,1629.40,,104,2022-03-31 00:00:00,1,0,2024-07-21 05:04:02,0,2024-07-21 05:04:02,,,
2022-02,进出口总值,0.00,0.00,9734.50,15.90,105,2022-02-28 00:00:00,1,0,2024-07-21 05:04:02,0,2024-07-21 05:04:02,,,
2022-02,出口总值,0.00,0.00,5447.00,16.30,106,2022-02-28 00:00:00,1,0,2024-07-21 05:04:02,0,2024-07-21 05:04:02,,,
2022-02,进口总值,0.00,0.00,4287.50,15.50,107,2022-02-28 00:00:00,1,0,2024-07-21 05:04:02,0,2024-07-21 05:04:02,,,
2022-02,进出口差额,0.00,,1159.60,,108,2022-02-28 00:00:00,1,0,2024-07-21 05:04:02,0,2024-07-21 05:04:02,,,
2021-12,进出口总值,5865.30,20.30,60514.90,30.00,109,2021-12-31 00:00:00,1,0,2024-07-21 05:04:02,0,2024-07-21 05:04:02,,,
2021-12,出口总值,3405.00,20.90,33639.60,29.90,110,2021-12-31 00:00:00,1,0,2024-07-21 05:04:02,0,2024-07-21 05:04:02,,,
2021-12,进口总值,2460.40,19.50,26875.30,30.10,111,2021-12-31 00:00:00,1,0,2024-07-21 05:04:02,0,2024-07-21 05:04:02,,,
2021-12,进出口差额,944.60,,6764.30,,112,2021-12-31 00:00:00,1,0,2024-07-21 05:04:02,0,2024-07-21 05:04:02,,,
2021-11,进出口总值,5793.40,26.10,54711.80,31.30,113,2021-11-30 00:00:00,1,0,2024-07-21 05:04:02,0,2024-07-21 05:04:02,,,
2021-11,出口总值,3255.30,22.00,30264.50,31.10,114,2021-11-30 00:00:00,1,0,2024-07-21 05:04:02,0,2024-07-21 05:04:02,,,
2021-11,进口总值,2538.10,31.70,24447.30,31.40,115,2021-11-30 00:00:00,1,0,2024-07-21 05:04:02,0,2024-07-21 05:04:02,,,
2021-11,进出口差额,717.10,,5817.10,,116,2021-11-30 00:00:00,1,0,2024-07-21 05:04:02,0,2024-07-21 05:04:02,,,
2021-10,进出口总值,5159.00,24.30,48916.40,31.90,117,2021-10-31 00:00:00,1,0,2024-07-21 05:04:02,0,2024-07-21 05:04:02,,,
2021-10,出口总值,3002.20,27.10,27011.40,32.30,118,2021-10-31 00:00:00,1,0,2024-07-21 05:04:02,0,2024-07-21 05:04:02,,,
2021-10,进口总值,2156.80,20.60,21905.00,31.40,119,2021-10-31 00:00:00,1,0,2024-07-21 05:04:02,0,2024-07-21 05:04:02,,,
2021-10,进出口差额,845.40,,5106.30,,120,2021-10-31 00:00:00,1,0,2024-07-21 05:04:02,0,2024-07-21 05:04:02,,,
2021-09,进出口总值,5447.20,23.30,43741.10,32.80,121,2021-09-30 00:00:00,1,0,2024-07-21 05:04:05,0,2024-07-21 05:04:05,,,
2021-09,出口总值,3057.40,28.10,24008.20,33.00,122,2021-09-30 00:00:00,1,0,2024-07-21 05:04:05,0,2024-07-21 05:04:05,,,
2021-09,进口总值,2389.80,17.60,19732.90,32.60,123,2021-09-30 00:00:00,1,0,2024-07-21 05:04:05,0,2024-07-21 05:04:05,,,
2021-09,进出口差额,667.60,,4275.40,,124,2021-09-30 00:00:00,1,0,2024-07-21 05:04:05,0,2024-07-21 05:04:05,,,
2021-08,进出口总值,5303.00,28.80,38277.90,34.20,125,2021-08-31 00:00:00,1,0,2024-07-21 05:04:05,0,2024-07-21 05:04:05,,,
2021-08,出口总值,2943.20,25.60,20951.40,33.70,126,2021-08-31 00:00:00,1,0,2024-07-21 05:04:05,0,2024-07-21 05:04:05,,,
2021-08,进口总值,2359.80,33.10,17326.50,34.80,127,2021-08-31 00:00:00,1,0,2024-07-21 05:04:05,0,2024-07-21 05:04:05,,,
2021-08,进出口差额,583.30,,3624.90,,128,2021-08-31 00:00:00,1,0,2024-07-21 05:04:05,0,2024-07-21 05:04:05,,,
2021-07,进出口总值,5087.40,23.10,32956.30,35.10,129,2021-07-31 00:00:00,1,0,2024-07-21 05:04:05,0,2024-07-21 05:04:05,,,
2021-07,出口总值,2826.60,19.30,18008.70,35.20,130,2021-07-31 00:00:00,1,0,2024-07-21 05:04:05,0,2024-07-21 05:04:05,,,
2021-07,进口总值,2260.70,28.10,14947.60,34.90,131,2021-07-31 00:00:00,1,0,2024-07-21 05:04:05,0,2024-07-21 05:04:05,,,
2021-07,进出口差额,565.90,,3061.20,,132,2021-07-31 00:00:00,1,0,2024-07-21 05:04:05,0,2024-07-21 05:04:05,,,
2021-06,进出口总值,5113.10,34.20,27852.00,37.40,133,2021-06-30 00:00:00,1,0,2024-07-21 05:04:05,0,2024-07-21 05:04:05,,,
2021-06,出口总值,2814.20,32.20,15183.60,38.60,134,2021-06-30 00:00:00,1,0,2024-07-21 05:04:05,0,2024-07-21 05:04:05,,,
2021-06,进出口差额,515.30,,2515.20,,135,2021-06-30 00:00:00,1,0,2024-07-21 05:04:05,0,2024-07-21 05:04:05,,,
2021-06,进口总值,2298.90,36.70,12668.40,36.00,136,2021-06-30 00:00:00,1,0,2024-07-21 05:04:05,0,2024-07-21 05:04:05,,,
2021-05,进出口总值,4823.10,37.40,22717.50,38.10,137,2021-05-31 00:00:00,1,0,2024-07-21 05:04:05,0,2024-07-21 05:04:05,,,
2021-05,出口总值,2639.20,27.90,12376.00,40.20,138,2021-05-31 00:00:00,1,0,2024-07-21 05:04:05,0,2024-07-21 05:04:05,,,
2021-05,进出口差额,455.40,,2034.50,,139,2021-05-31 00:00:00,1,0,2024-07-21 05:04:05,0,2024-07-21 05:04:05,,,
2021-05,进口总值,2183.80,51.10,10341.50,35.60,140,2021-05-31 00:00:00,1,0,2024-07-21 05:04:05,0,2024-07-21 05:04:05,,,
2021-04,进出口总值,4849.90,37.00,17894.90,38.20,141,2021-04-30 00:00:00,1,0,2024-07-21 05:04:05,0,2024-07-21 05:04:05,,,
2021-04,出口总值,2639.20,32.30,9737.00,44.00,142,2021-04-30 00:00:00,1,0,2024-07-21 05:04:05,0,2024-07-21 05:04:05,,,
2021-04,进口总值,2210.60,43.10,8157.90,31.90,143,2021-04-30 00:00:00,1,0,2024-07-21 05:04:05,0,2024-07-21 05:04:05,,,
2021-04,进出口差额,428.60,,1579.00,,144,2021-04-30 00:00:00,1,0,2024-07-21 05:04:05,0,2024-07-21 05:04:05,,,
2021-03,进出口总值,4684.70,34.20,13036.00,38.60,145,2021-03-31 00:00:00,1,0,2024-07-21 05:04:05,0,2024-07-21 05:04:05,,,
2021-03,出口总值,2411.30,30.60,7099.80,49.00,146,2021-03-31 00:00:00,1,0,2024-07-21 05:04:05,0,2024-07-21 05:04:05,,,
2021-03,进口总值,2273.40,38.10,5936.20,28.00,147,2021-03-31 00:00:00,1,0,2024-07-21 05:04:05,0,2024-07-21 05:04:05,,,
2021-03,进出口差额,138.00,,1163.50,,148,2021-03-31 00:00:00,1,0,2024-07-21 05:04:05,0,2024-07-21 05:04:05,,,
2021-02,进出口总值,,,8344.90,42.10,149,2021-02-28 00:00:00,1,0,2024-07-21 05:04:05,0,2024-07-21 05:04:05,,,
2021-02,出口总值,,,4688.70,60.60,150,2021-02-28 00:00:00,1,0,2024-07-21 05:04:05,0,2024-07-21 05:04:05,,,
2021-02,进口总值,,,3656.20,22.20,151,2021-02-28 00:00:00,1,0,2024-07-21 05:04:08,0,2024-07-21 05:04:08,,,
2021-02,进出口差额,,,1032.60,,152,2021-02-28 00:00:00,1,0,2024-07-21 05:04:08,0,2024-07-21 05:04:08,,,
2020-12,进出口总值,4856.80,12.90,46462.60,1.50,153,2020-12-31 00:00:00,1,0,2024-07-21 05:04:08,0,2024-07-21 05:04:08,,,
2020-12,出口总值,2819.30,18.10,25906.50,3.60,154,2020-12-31 00:00:00,1,0,2024-07-21 05:04:08,0,2024-07-21 05:04:08,,,
2020-12,进口总值,2037.50,6.50,20556.10,-1.10,155,2020-12-31 00:00:00,1,0,2024-07-21 05:04:08,0,2024-07-21 05:04:08,,,
2020-12,进出口差额,781.70,,5350.30,,156,2020-12-31 00:00:00,1,0,2024-07-21 05:04:08,0,2024-07-21 05:04:08,,,
2020-11,进出口总值,4607.20,13.60,41733.80,0.60,157,2020-11-30 00:00:00,1,0,2024-07-21 05:04:08,0,2024-07-21 05:04:08,,,
2020-11,出口总值,2680.70,21.10,23166.50,2.50,158,2020-11-30 00:00:00,1,0,2024-07-21 05:04:08,0,2024-07-21 05:04:08,,,
2020-11,进口总值,1926.50,4.50,18567.30,-1.60,159,2020-11-30 00:00:00,1,0,2024-07-21 05:04:08,0,2024-07-21 05:04:08,,,
2020-11,进出口差额,754.30,,4599.20,,160,2020-11-30 00:00:00,1,0,2024-07-21 05:04:08,0,2024-07-21 05:04:08,,,
2020-10,进出口总值,4159.20,8.40,37126.60,-0.80,161,2020-10-31 00:00:00,1,0,2024-07-21 05:04:08,0,2024-07-21 05:04:08,,,
2020-10,出口总值,2371.80,11.40,20485.80,0.50,162,2020-10-31 00:00:00,1,0,2024-07-21 05:04:08,0,2024-07-21 05:04:08,,,
2020-10,进口总值,1787.40,4.70,16640.80,-2.30,163,2020-10-31 00:00:00,1,0,2024-07-21 05:04:08,0,2024-07-21 05:04:08,,,
2020-10,进出口差额,584.40,,3845.00,,164,2020-10-31 00:00:00,1,0,2024-07-21 05:04:08,0,2024-07-21 05:04:08,,,
2020-09,进出口总值,4425.20,11.40,32967.40,-1.80,165,2020-09-30 00:00:00,1,0,2024-07-21 05:04:08,0,2024-07-21 05:04:08,,,
2020-09,出口总值,2397.60,9.90,18113.90,-0.80,166,2020-09-30 00:00:00,1,0,2024-07-21 05:04:08,0,2024-07-21 05:04:08,,,
2020-09,进口总值,2027.60,13.20,14853.40,-3.10,167,2020-09-30 00:00:00,1,0,2024-07-21 05:04:08,0,2024-07-21 05:04:08,,,
2020-09,进出口差额,370.00,,3260.50,,168,2020-09-30 00:00:00,1,0,2024-07-21 05:04:08,0,2024-07-21 05:04:08,,,
2020-08,进出口总值,4115.90,4.20,28542.20,-3.60,169,2020-08-31 00:00:00,1,0,2024-07-21 05:04:08,0,2024-07-21 05:04:08,,,
2020-08,出口总值,2352.60,9.50,15716.40,-2.30,170,2020-08-31 00:00:00,1,0,2024-07-21 05:04:08,0,2024-07-21 05:04:08,,,
2020-08,进口总值,1763.30,-2.10,12825.80,-5.20,171,2020-08-31 00:00:00,1,0,2024-07-21 05:04:08,0,2024-07-21 05:04:08,,,
2020-08,进出口差额,589.30,,2890.60,,172,2020-08-31 00:00:00,1,0,2024-07-21 05:04:08,0,2024-07-21 05:04:08,,,
2020-07,进出口总值,4129.30,3.40,24426.30,-4.80,173,2020-07-31 00:00:00,1,0,2024-07-21 05:04:08,0,2024-07-21 05:04:08,,,
2020-07,出口总值,2376.30,7.20,13363.80,-4.10,174,2020-07-31 00:00:00,1,0,2024-07-21 05:04:08,0,2024-07-21 05:04:08,,,
2020-07,进口总值,1753.00,-1.40,11062.50,-5.70,175,2020-07-31 00:00:00,1,0,2024-07-21 05:04:08,0,2024-07-21 05:04:08,,,
2020-07,进出口差额,623.30,,2301.30,,176,2020-07-31 00:00:00,1,0,2024-07-21 05:04:08,0,2024-07-21 05:04:08,,,
2020-06,进出口总值,3807.30,1.50,20296.90,-6.60,177,2020-06-30 00:00:00,1,0,2024-07-21 05:04:08,0,2024-07-21 05:04:08,,,
2020-06,出口总值,2135.70,0.50,10987.50,-6.20,178,2020-06-30 00:00:00,1,0,2024-07-21 05:04:08,0,2024-07-21 05:04:08,,,
