时间,报价机构,规格,本期价格(元/吨),价格类型,备注,_ID,_DATA_TIME,_ACTIVE,_CREATE_ID,_CREATE_TIME,_UPDATE_ID,_UPDATE_TIME,_REMARK,_CHANGE_LOG,_RESERVE
2024-07-18,华鲁恒升,优等品,2800.00,出厂价,,1,2024-07-18 00:00:00,1,0,2024-07-21 01:52:49,0,2024-07-21 01:52:49,,,
2024-07-18,山东舜天,优等品,2900.00,出厂价,,2,2024-07-18 00:00:00,1,0,2024-07-21 01:52:49,0,2024-07-21 01:52:49,,,
2024-07-11,华鲁恒升,优等品,2750.00,出厂价,,3,2024-07-11 00:00:00,1,0,2024-07-21 01:52:49,0,2024-07-21 01:52:49,,,
2024-07-11,山东舜天,优等品,2900.00,出厂价,,4,2024-07-11 00:00:00,1,0,2024-07-21 01:52:49,0,2024-07-21 01:52:49,,,
2024-07-04,华鲁恒升,优等品,2850.00,出厂价,,5,2024-07-04 00:00:00,1,0,2024-07-21 01:52:49,0,2024-07-21 01:52:49,,,
2024-07-04,山东舜天,优等品,3000.00,出厂价,,6,2024-07-04 00:00:00,1,0,2024-07-21 01:52:49,0,2024-07-21 01:52:49,,,
2024-06-27,山东舜天,优等品,3050.00,出厂价,,7,2024-06-27 00:00:00,1,0,2024-07-21 01:52:49,0,2024-07-21 01:52:49,,,
2024-06-20,山东舜天,优等品,3050.00,出厂价,,8,2024-06-20 00:00:00,1,0,2024-07-21 01:52:49,0,2024-07-21 01:52:49,,,
2024-06-13,华鲁恒升,优等品,3000.00,出厂价,,9,2024-06-13 00:00:00,1,0,2024-07-21 01:52:49,0,2024-07-21 01:52:49,,,
2024-06-13,山东舜天,优等品,3150.00,出厂价,,10,2024-06-13 00:00:00,1,0,2024-07-21 01:52:49,0,2024-07-21 01:52:49,,,
2024-06-06,华鲁恒升,优等品,2800.00,出厂价,,11,2024-06-06 00:00:00,1,0,2024-07-21 01:52:49,0,2024-07-21 01:52:49,,,
2024-06-06,山东舜天,优等品,3000.00,出厂价,,12,2024-06-06 00:00:00,1,0,2024-07-21 01:52:49,0,2024-07-21 01:52:49,,,
2024-05-30,华鲁恒升,优等品,3030.00,出厂价,,13,2024-05-30 00:00:00,1,0,2024-07-21 01:52:49,0,2024-07-21 01:52:49,,,
2024-05-30,山东舜天,优等品,3200.00,出厂价,,14,2024-05-30 00:00:00,1,0,2024-07-21 01:52:49,0,2024-07-21 01:52:49,,,
2024-05-23,华鲁恒升,优等品,3050.00,出厂价,,15,2024-05-23 00:00:00,1,0,2024-07-21 01:52:49,0,2024-07-21 01:52:49,,,
2024-05-23,山东舜天,优等品,3200.00,出厂价,,16,2024-05-23 00:00:00,1,0,2024-07-21 01:52:49,0,2024-07-21 01:52:49,,,
2024-05-16,华鲁恒升,优等品,3200.00,出厂价,,17,2024-05-16 00:00:00,1,0,2024-07-21 01:52:49,0,2024-07-21 01:52:49,,,
2024-05-16,山东舜天,优等品,3450.00,出厂价,,18,2024-05-16 00:00:00,1,0,2024-07-21 01:52:49,0,2024-07-21 01:52:49,,,
2024-05-09,华鲁恒升,优等品,2950.00,出厂价,,19,2024-05-09 00:00:00,1,0,2024-07-21 01:52:49,0,2024-07-21 01:52:49,,,
2024-05-09,山东舜天,优等品,3100.00,出厂价,,20,2024-05-09 00:00:00,1,0,2024-07-21 01:52:49,0,2024-07-21 01:52:49,,,
2024-04-25,华鲁恒升,优等品,2750.00,出厂价,,21,2024-04-25 00:00:00,1,0,2024-07-21 01:52:49,0,2024-07-21 01:52:49,,,
2024-04-25,山东舜天,优等品,3000.00,出厂价,,22,2024-04-25 00:00:00,1,0,2024-07-21 01:52:49,0,2024-07-21 01:52:49,,,
2024-04-18,华鲁恒升,优等品,2950.00,出厂价,,23,2024-04-18 00:00:00,1,0,2024-07-21 01:52:49,0,2024-07-21 01:52:49,,,
2024-04-11,华鲁恒升,优等品,3200.00,出厂价,,24,2024-04-11 00:00:00,1,0,2024-07-21 01:52:49,0,2024-07-21 01:52:49,,,
2024-04-11,山东舜天,优等品,3200.00,出厂价,,25,2024-04-11 00:00:00,1,0,2024-07-21 01:52:49,0,2024-07-21 01:52:49,,,
2024-03-28,华鲁恒升,优等品,3400.00,出厂价,,26,2024-03-28 00:00:00,1,0,2024-07-21 01:52:49,0,2024-07-21 01:52:49,,,
2024-03-21,华鲁恒升,优等品,3000.00,出厂价,,27,2024-03-21 00:00:00,1,0,2024-07-21 01:52:49,0,2024-07-21 01:52:49,,,
2024-03-21,山东舜天,优等品,3100.00,出厂价,,28,2024-03-21 00:00:00,1,0,2024-07-21 01:52:49,0,2024-07-21 01:52:49,,,
