时间,钦州港(万吨),防城港(万吨),_ID,_DATA_TIME,_ACTIVE,_CREATE_ID,_CREATE_TIME,_UPDATE_ID,_UPDATE_TIME,_REMARK,_CHANGE_LOG,_RESERVE
2022-08-18,66.00,185.00,95,2022-08-18 00:00:00,1,0,2024-07-20 11:25:24,0,2024-07-20 11:25:24,,,
2022-08-11,75.00,175.00,96,2022-08-11 00:00:00,1,0,2024-07-20 11:25:24,0,2024-07-20 11:25:24,,,
2022-08-04,65.00,187.00,97,2022-08-04 00:00:00,1,0,2024-07-20 11:25:24,0,2024-07-20 11:25:24,,,
2022-07-28,78.00,193.00,98,2022-07-28 00:00:00,1,0,2024-07-20 11:25:24,0,2024-07-20 11:25:24,,,
2022-07-21,90.00,185.00,99,2022-07-21 00:00:00,1,0,2024-07-20 11:25:24,0,2024-07-20 11:25:24,,,
2022-07-14,87.00,180.00,100,2022-07-14 00:00:00,1,0,2024-07-20 11:25:24,0,2024-07-20 11:25:24,,,
2022-07-07,94.00,204.00,101,2022-07-07 00:00:00,1,0,2024-07-20 11:25:24,0,2024-07-20 11:25:24,,,
2022-06-30,97.00,206.00,102,2022-06-30 00:00:00,1,0,2024-07-20 11:25:24,0,2024-07-20 11:25:24,,,
2022-06-23,93.00,198.00,103,2022-06-23 00:00:00,1,0,2024-07-20 11:25:24,0,2024-07-20 11:25:24,,,
2022-06-16,83.00,193.00,104,2022-06-16 00:00:00,1,0,2024-07-20 11:25:24,0,2024-07-20 11:25:24,,,
2022-06-09,88.00,200.00,105,2022-06-09 00:00:00,1,0,2024-07-20 11:25:24,0,2024-07-20 11:25:24,,,
2022-06-02,93.00,213.00,106,2022-06-02 00:00:00,1,0,2024-07-20 11:25:24,0,2024-07-20 11:25:24,,,
2022-05-26,88.00,200.00,107,2022-05-26 00:00:00,1,0,2024-07-20 11:25:24,0,2024-07-20 11:25:24,,,
2022-05-19,86.00,196.00,108,2022-05-19 00:00:00,1,0,2024-07-20 11:25:24,0,2024-07-20 11:25:24,,,
2022-05-12,87.00,198.00,109,2022-05-12 00:00:00,1,0,2024-07-20 11:25:24,0,2024-07-20 11:25:24,,,
2022-05-05,93.00,218.00,110,2022-05-05 00:00:00,1,0,2024-07-20 11:25:24,0,2024-07-20 11:25:24,,,
2022-04-28,95.00,222.00,111,2022-04-28 00:00:00,1,0,2024-07-20 11:25:24,0,2024-07-20 11:25:24,,,
2022-04-21,89.00,201.00,112,2022-04-21 00:00:00,1,0,2024-07-20 11:25:24,0,2024-07-20 11:25:24,,,
2022-04-14,85.00,194.00,113,2022-04-14 00:00:00,1,0,2024-07-20 11:25:24,0,2024-07-20 11:25:24,,,
2022-04-07,94.00,228.00,114,2022-04-07 00:00:00,1,0,2024-07-20 11:25:24,0,2024-07-20 11:25:24,,,
2022-03-31,94.00,231.00,115,2022-03-31 00:00:00,1,0,2024-07-20 11:25:24,0,2024-07-20 11:25:24,,,
2022-03-24,92.00,242.00,116,2022-03-24 00:00:00,1,0,2024-07-20 11:25:24,0,2024-07-20 11:25:24,,,
2022-03-17,94.00,251.00,117,2022-03-17 00:00:00,1,0,2024-07-20 11:25:24,0,2024-07-20 11:25:24,,,
2022-03-10,95.00,257.00,118,2022-03-10 00:00:00,1,0,2024-07-20 11:25:24,0,2024-07-20 11:25:24,,,
2022-02-24,105.00,329.00,119,2022-02-24 00:00:00,1,0,2024-07-20 11:25:24,0,2024-07-20 11:25:24,,,
2022-02-17,110.00,337.00,120,2022-02-17 00:00:00,1,0,2024-07-20 11:25:24,0,2024-07-20 11:25:24,,,
2022-02-10,105.00,330.00,121,2022-02-10 00:00:00,1,0,2024-07-20 11:25:26,0,2024-07-20 11:25:26,,,
2022-01-27,110.00,342.00,122,2022-01-27 00:00:00,1,0,2024-07-20 11:25:26,0,2024-07-20 11:25:26,,,
2022-01-20,115.00,346.00,123,2022-01-20 00:00:00,1,0,2024-07-20 11:25:26,0,2024-07-20 11:25:26,,,
2022-01-13,112.00,338.00,124,2022-01-13 00:00:00,1,0,2024-07-20 11:25:26,0,2024-07-20 11:25:26,,,
2022-01-06,110.00,291.00,125,2022-01-06 00:00:00,1,0,2024-07-20 11:25:26,0,2024-07-20 11:25:26,,,
2021-12-30,112.00,259.00,126,2021-12-30 00:00:00,1,0,2024-07-20 11:25:26,0,2024-07-20 11:25:26,,,
2021-12-23,116.00,248.00,127,2021-12-23 00:00:00,1,0,2024-07-20 11:25:26,0,2024-07-20 11:25:26,,,
2021-12-16,121.00,259.00,128,2021-12-16 00:00:00,1,0,2024-07-20 11:25:26,0,2024-07-20 11:25:26,,,
2021-12-09,122.00,263.00,129,2021-12-09 00:00:00,1,0,2024-07-20 11:25:26,0,2024-07-20 11:25:26,,,
2021-12-02,126.00,267.00,130,2021-12-02 00:00:00,1,0,2024-07-20 11:25:26,0,2024-07-20 11:25:26,,,
2021-11-25,128.00,249.00,131,2021-11-25 00:00:00,1,0,2024-07-20 11:25:26,0,2024-07-20 11:25:26,,,
2021-11-18,125.00,234.00,132,2021-11-18 00:00:00,1,0,2024-07-20 11:25:26,0,2024-07-20 11:25:26,,,
2021-11-11,127.00,226.00,133,2021-11-11 00:00:00,1,0,2024-07-20 11:25:26,0,2024-07-20 11:25:26,,,
2021-11-04,126.00,228.00,134,2021-11-04 00:00:00,1,0,2024-07-20 11:25:26,0,2024-07-20 11:25:26,,,
2021-10-28,130.00,240.00,135,2021-10-28 00:00:00,1,0,2024-07-20 11:25:26,0,2024-07-20 11:25:26,,,
2021-10-21,130.00,252.00,136,2021-10-21 00:00:00,1,0,2024-07-20 11:25:26,0,2024-07-20 11:25:26,,,
2021-10-14,135.00,278.00,137,2021-10-14 00:00:00,1,0,2024-07-20 11:25:26,0,2024-07-20 11:25:26,,,
2021-09-30,144.00,319.00,138,2021-09-30 00:00:00,1,0,2024-07-20 11:25:26,0,2024-07-20 11:25:26,,,
2021-09-23,143.00,335.00,139,2021-09-23 00:00:00,1,0,2024-07-20 11:25:26,0,2024-07-20 11:25:26,,,
2021-09-16,138.00,327.00,140,2021-09-16 00:00:00,1,0,2024-07-20 11:25:26,0,2024-07-20 11:25:26,,,
2021-09-09,140.00,328.00,141,2021-09-09 00:00:00,1,0,2024-07-20 11:25:26,0,2024-07-20 11:25:26,,,
2021-09-02,139.00,293.00,142,2021-09-02 00:00:00,1,0,2024-07-20 11:25:26,0,2024-07-20 11:25:26,,,
2021-08-26,138.00,274.00,143,2021-08-26 00:00:00,1,0,2024-07-20 11:25:26,0,2024-07-20 11:25:26,,,
2021-08-19,144.00,276.00,144,2021-08-19 00:00:00,1,0,2024-07-20 11:25:26,0,2024-07-20 11:25:26,,,
2021-08-12,141.00,267.00,145,2021-08-12 00:00:00,1,0,2024-07-20 11:25:26,0,2024-07-20 11:25:26,,,
2021-08-05,148.00,282.00,146,2021-08-05 00:00:00,1,0,2024-07-20 11:25:26,0,2024-07-20 11:25:26,,,
2021-07-29,149.00,289.00,147,2021-07-29 00:00:00,1,0,2024-07-20 11:25:26,0,2024-07-20 11:25:26,,,
2021-07-22,152.00,301.00,148,2021-07-22 00:00:00,1,0,2024-07-20 11:25:26,0,2024-07-20 11:25:26,,,
2021-07-15,158.00,310.00,149,2021-07-15 00:00:00,1,0,2024-07-20 11:25:26,0,2024-07-20 11:25:26,,,
2021-07-08,150.00,310.00,150,2021-07-08 00:00:00,1,0,2024-07-20 11:25:26,0,2024-07-20 11:25:26,,,
2021-07-01,148.00,289.00,151,2021-07-01 00:00:00,1,0,2024-07-20 11:25:29,0,2024-07-20 11:25:29,,,
2021-06-24,152.00,295.00,152,2021-06-24 00:00:00,1,0,2024-07-20 11:25:29,0,2024-07-20 11:25:29,,,
2021-06-17,150.00,289.00,153,2021-06-17 00:00:00,1,0,2024-07-20 11:25:29,0,2024-07-20 11:25:29,,,
2021-06-10,215.00,302.00,154,2021-06-10 00:00:00,1,0,2024-07-20 11:25:29,0,2024-07-20 11:25:29,,,
2021-06-03,215.00,302.00,155,2021-06-03 00:00:00,1,0,2024-07-20 11:25:29,0,2024-07-20 11:25:29,,,
2021-05-27,225.00,323.00,156,2021-05-27 00:00:00,1,0,2024-07-20 11:25:29,0,2024-07-20 11:25:29,,,
2021-05-20,170.00,318.50,157,2021-05-20 00:00:00,1,0,2024-07-20 11:25:29,0,2024-07-20 11:25:29,,,
2021-05-13,265.00,321.00,158,2021-05-13 00:00:00,1,0,2024-07-20 11:25:29,0,2024-07-20 11:25:29,,,
2021-05-06,265.00,324.00,159,2021-05-06 00:00:00,1,0,2024-07-20 11:25:29,0,2024-07-20 11:25:29,,,
2021-04-29,285.00,324.00,160,2021-04-29 00:00:00,1,0,2024-07-20 11:25:29,0,2024-07-20 11:25:29,,,
2021-04-22,295.00,337.00,161,2021-04-22 00:00:00,1,0,2024-07-20 11:25:29,0,2024-07-20 11:25:29,,,
2021-04-15,230.00,344.00,162,2021-04-15 00:00:00,1,0,2024-07-20 11:25:29,0,2024-07-20 11:25:29,,,
2021-04-08,275.00,333.00,163,2021-04-08 00:00:00,1,0,2024-07-20 11:25:29,0,2024-07-20 11:25:29,,,
2021-04-01,250.00,323.00,164,2021-04-01 00:00:00,1,0,2024-07-20 11:25:29,0,2024-07-20 11:25:29,,,
2021-03-25,280.00,291.50,165,2021-03-25 00:00:00,1,0,2024-07-20 11:25:29,0,2024-07-20 11:25:29,,,
2021-03-18,300.00,306.00,166,2021-03-18 00:00:00,1,0,2024-07-20 11:25:29,0,2024-07-20 11:25:29,,,
2021-03-11,285.00,307.00,167,2021-03-11 00:00:00,1,0,2024-07-20 11:25:29,0,2024-07-20 11:25:29,,,
2021-03-04,268.00,290.00,168,2021-03-04 00:00:00,1,0,2024-07-20 11:25:29,0,2024-07-20 11:25:29,,,
2021-02-25,260.00,285.00,169,2021-02-25 00:00:00,1,0,2024-07-20 11:25:29,0,2024-07-20 11:25:29,,,
2021-02-18,215.00,280.00,170,2021-02-18 00:00:00,1,0,2024-07-20 11:25:29,0,2024-07-20 11:25:29,,,
2021-02-04,183.00,280.00,171,2021-02-04 00:00:00,1,0,2024-07-20 11:25:29,0,2024-07-20 11:25:29,,,
2021-01-28,192.00,276.00,172,2021-01-28 00:00:00,1,0,2024-07-20 11:25:29,0,2024-07-20 11:25:29,,,
2021-01-21,194.00,207.00,173,2021-01-21 00:00:00,1,0,2024-07-20 11:25:29,0,2024-07-20 11:25:29,,,
2021-01-14,198.00,200.00,174,2021-01-14 00:00:00,1,0,2024-07-20 11:25:29,0,2024-07-20 11:25:29,,,
2021-01-07,195.00,205.00,175,2021-01-07 00:00:00,1,0,2024-07-20 11:25:29,0,2024-07-20 11:25:29,,,
2020-12-31,185.00,198.00,176,2020-12-31 00:00:00,1,0,2024-07-20 11:25:29,0,2024-07-20 11:25:29,,,
2020-12-24,163.00,204.00,177,2020-12-24 00:00:00,1,0,2024-07-20 11:25:29,0,2024-07-20 11:25:29,,,
2020-12-17,155.00,196.00,178,2020-12-17 00:00:00,1,0,2024-07-20 11:25:29,0,2024-07-20 11:25:29,,,
2020-12-10,130.00,187.00,179,2020-12-10 00:00:00,1,0,2024-07-20 11:25:29,0,2024-07-20 11:25:29,,,
2020-12-03,119.00,204.00,180,2020-12-03 00:00:00,1,0,2024-07-20 11:25:29,0,2024-07-20 11:25:29,,,
2020-11-26,97.00,206.00,181,2020-11-26 00:00:00,1,0,2024-07-20 11:25:31,0,2024-07-20 11:25:31,,,
2020-11-19,105.00,235.00,182,2020-11-19 00:00:00,1,0,2024-07-20 11:25:31,0,2024-07-20 11:25:31,,,
2020-11-12,87.00,265.00,183,2020-11-12 00:00:00,1,0,2024-07-20 11:25:31,0,2024-07-20 11:25:31,,,
2020-11-05,90.00,287.00,184,2020-11-05 00:00:00,1,0,2024-07-20 11:25:31,0,2024-07-20 11:25:31,,,
2020-10-29,96.00,302.00,185,2020-10-29 00:00:00,1,0,2024-07-20 11:25:31,0,2024-07-20 11:25:31,,,
2020-10-22,110.00,337.00,186,2020-10-22 00:00:00,1,0,2024-07-20 11:25:31,0,2024-07-20 11:25:31,,,
2020-10-15,128.00,378.00,187,2020-10-15 00:00:00,1,0,2024-07-20 11:25:31,0,2024-07-20 11:25:31,,,
2020-10-08,144.00,402.00,188,2020-10-08 00:00:00,1,0,2024-07-20 11:25:31,0,2024-07-20 11:25:31,,,
2020-09-24,146.00,404.00,189,2020-09-24 00:00:00,1,0,2024-07-20 11:25:31,0,2024-07-20 11:25:31,,,
2020-09-17,142.00,398.00,190,2020-09-17 00:00:00,1,0,2024-07-20 11:25:31,0,2024-07-20 11:25:31,,,
2020-09-10,158.00,411.00,191,2020-09-10 00:00:00,1,0,2024-07-20 11:25:31,0,2024-07-20 11:25:31,,,
2020-09-03,142.00,461.00,192,2020-09-03 00:00:00,1,0,2024-07-20 11:25:31,0,2024-07-20 11:25:31,,,
2020-08-27,144.00,485.00,193,2020-08-27 00:00:00,1,0,2024-07-20 11:25:31,0,2024-07-20 11:25:31,,,
2020-08-20,150.00,524.00,194,2020-08-20 00:00:00,1,0,2024-07-20 11:25:31,0,2024-07-20 11:25:31,,,
2020-08-13,115.00,510.00,195,2020-08-13 00:00:00,1,0,2024-07-20 11:25:31,0,2024-07-20 11:25:31,,,
2020-08-06,142.00,534.00,196,2020-08-06 00:00:00,1,0,2024-07-20 11:25:31,0,2024-07-20 11:25:31,,,
2020-07-30,146.00,545.00,197,2020-07-30 00:00:00,1,0,2024-07-20 11:25:31,0,2024-07-20 11:25:31,,,
2020-07-23,152.00,563.00,198,2020-07-23 00:00:00,1,0,2024-07-20 11:25:31,0,2024-07-20 11:25:31,,,
2020-07-16,147.00,558.00,199,2020-07-16 00:00:00,1,0,2024-07-20 11:25:31,0,2024-07-20 11:25:31,,,
2020-07-09,131.00,567.00,200,2020-07-09 00:00:00,1,0,2024-07-20 11:25:31,0,2024-07-20 11:25:31,,,
2020-07-02,96.00,589.00,201,2020-07-02 00:00:00,1,0,2024-07-20 11:25:31,0,2024-07-20 11:25:31,,,
2020-06-18,110.00,595.00,202,2020-06-18 00:00:00,1,0,2024-07-20 11:25:31,0,2024-07-20 11:25:31,,,
2020-06-11,94.00,614.00,203,2020-06-11 00:00:00,1,0,2024-07-20 11:25:31,0,2024-07-20 11:25:31,,,
2020-06-04,104.00,635.00,204,2020-06-04 00:00:00,1,0,2024-07-20 11:25:31,0,2024-07-20 11:25:31,,,
2020-05-28,104.00,647.00,205,2020-05-28 00:00:00,1,0,2024-07-20 11:25:31,0,2024-07-20 11:25:31,,,
2020-05-21,109.00,661.00,206,2020-05-21 00:00:00,1,0,2024-07-20 11:25:31,0,2024-07-20 11:25:31,,,
2020-05-14,102.00,645.00,207,2020-05-14 00:00:00,1,0,2024-07-20 11:25:31,0,2024-07-20 11:25:31,,,
2020-05-07,102.00,640.00,208,2020-05-07 00:00:00,1,0,2024-07-20 11:25:31,0,2024-07-20 11:25:31,,,
2020-04-30,105.00,635.00,209,2020-04-30 00:00:00,1,0,2024-07-20 11:25:31,0,2024-07-20 11:25:31,,,
2020-04-23,77.00,624.00,210,2020-04-23 00:00:00,1,0,2024-07-20 11:25:31,0,2024-07-20 11:25:31,,,
2020-04-16,90.00,620.00,211,2020-04-16 00:00:00,1,0,2024-07-20 11:25:35,0,2024-07-20 11:25:35,,,
2020-04-09,90.00,620.00,212,2020-04-09 00:00:00,1,0,2024-07-20 11:25:35,0,2024-07-20 11:25:35,,,
