时间,地区,当月值(万吨),同比增长(%),累计值(万吨),累计增长(%),_ID,_DATA_TIME,_ACTIVE,_CREATE_ID,_CREATE_TIME,_UPDATE_ID,_UPDATE_TIME,_REMARK,_CHANGE_LOG,_RESERVE
2024-06,全国,261.90,-3.00,1652.90,2.00,1,2024-06-30 00:00:00,1,0,2024-07-21 03:40:19,0,2024-07-21 03:40:19,,,
2024-06,新疆区,11.40,-3.60,74.40,-10.50,2,2024-06-30 00:00:00,1,0,2024-07-21 03:40:19,0,2024-07-21 03:40:19,,,
2024-06,宁夏区,1.10,-50.70,6.70,-20.70,3,2024-06-30 00:00:00,1,0,2024-07-21 03:40:19,0,2024-07-21 03:40:19,,,
2024-06,青海省,,,,,4,2024-06-30 00:00:00,1,0,2024-07-21 03:40:19,0,2024-07-21 03:40:19,,,
2024-06,甘肃省,3.20,112.60,17.10,-2.70,5,2024-06-30 00:00:00,1,0,2024-07-21 03:40:19,0,2024-07-21 03:40:19,,,
2024-06,陕西省,0.90,,5.60,,6,2024-06-30 00:00:00,1,0,2024-07-21 03:40:19,0,2024-07-21 03:40:19,,,
2024-06,西藏区,,,,,7,2024-06-30 00:00:00,1,0,2024-07-21 03:40:19,0,2024-07-21 03:40:19,,,
2024-06,云南省,2.60,-19.60,14.70,-8.60,8,2024-06-30 00:00:00,1,0,2024-07-21 03:40:19,0,2024-07-21 03:40:19,,,
2024-06,贵州省,,,,,9,2024-06-30 00:00:00,1,0,2024-07-21 03:40:19,0,2024-07-21 03:40:19,,,
2024-06,四川省,,,,,10,2024-06-30 00:00:00,1,0,2024-07-21 03:40:19,0,2024-07-21 03:40:19,,,
2024-06,重庆市,,,,,11,2024-06-30 00:00:00,1,0,2024-07-21 03:40:19,0,2024-07-21 03:40:19,,,
2024-06,海南省,,,,,12,2024-06-30 00:00:00,1,0,2024-07-21 03:40:19,0,2024-07-21 03:40:19,,,
2024-06,广西区,4.20,16.10,25.50,4.30,13,2024-06-30 00:00:00,1,0,2024-07-21 03:40:19,0,2024-07-21 03:40:19,,,
2024-06,广东省,39.50,12.00,235.90,22.90,14,2024-06-30 00:00:00,1,0,2024-07-21 03:40:19,0,2024-07-21 03:40:19,,,
2024-06,湖南省,3.20,7.80,18.30,-1.80,15,2024-06-30 00:00:00,1,0,2024-07-21 03:40:19,0,2024-07-21 03:40:19,,,
2024-06,湖北省,7.40,3.40,42.50,-5.90,16,2024-06-30 00:00:00,1,0,2024-07-21 03:40:19,0,2024-07-21 03:40:19,,,
2024-06,河南省,2.10,,11.80,3.80,17,2024-06-30 00:00:00,1,0,2024-07-21 03:40:19,0,2024-07-21 03:40:19,,,
2024-06,山东省,80.00,-12.90,554.50,0.70,18,2024-06-30 00:00:00,1,0,2024-07-21 03:40:19,0,2024-07-21 03:40:19,,,
2024-06,江西省,2.90,11.40,16.30,-1.00,19,2024-06-30 00:00:00,1,0,2024-07-21 03:40:19,0,2024-07-21 03:40:19,,,
2024-06,福建省,4.50,12.50,26.00,23.80,20,2024-06-30 00:00:00,1,0,2024-07-21 03:40:19,0,2024-07-21 03:40:19,,,
2024-06,安徽省,2.20,-18.60,11.70,-31.90,21,2024-06-30 00:00:00,1,0,2024-07-21 03:40:19,0,2024-07-21 03:40:19,,,
2024-06,浙江省,21.00,-16.70,121.30,-15.20,22,2024-06-30 00:00:00,1,0,2024-07-21 03:40:19,0,2024-07-21 03:40:19,,,
2024-06,江苏省,19.20,2.30,113.60,-0.40,23,2024-06-30 00:00:00,1,0,2024-07-21 03:40:19,0,2024-07-21 03:40:19,,,
2024-06,上海市,12.10,1.10,76.60,16.80,24,2024-06-30 00:00:00,1,0,2024-07-21 03:40:19,0,2024-07-21 03:40:19,,,
2024-06,黑龙江省,1.80,102.20,10.40,6.40,25,2024-06-30 00:00:00,1,0,2024-07-21 03:40:19,0,2024-07-21 03:40:19,,,
2024-06,吉林省,2.00,-22.20,11.90,-20.90,26,2024-06-30 00:00:00,1,0,2024-07-21 03:40:19,0,2024-07-21 03:40:19,,,
