时间,港口名称,规格品,本期价格(元/吨),上期(元/吨),环比增减(元/吨),环比增幅(%),_ID,_DATA_TIME,_ACTIVE,_CREATE_ID,_CREATE_TIME,_UPDATE_ID,_UPDATE_TIME,_REMARK,_CHANGE_LOG,_RESERVE
2022-08-31,京唐港,5500K,725 - 735,725 - 735,0.00,0.00,2323,2022-08-31 00:00:00,1,0,2024-07-20 05:53:15,0,2024-07-20 05:53:15,,,
2022-08-31,京唐港,5000K,660 - 670,660 - 670,0.00,0.00,2324,2022-08-31 00:00:00,1,0,2024-07-20 05:53:15,0,2024-07-20 05:53:15,,,
2022-08-31,京唐港,4500K,595 - 605,595 - 605,0.00,0.00,2325,2022-08-31 00:00:00,1,0,2024-07-20 05:53:15,0,2024-07-20 05:53:15,,,
2022-08-24,环渤海,5500K,732,731,1.00,0.14,2326,2022-08-24 00:00:00,1,0,2024-07-20 05:53:15,0,2024-07-20 05:53:15,,,
2022-08-24,秦皇岛港,5800K,780 - 790,780 - 790,0.00,0.00,2327,2022-08-24 00:00:00,1,0,2024-07-20 05:53:15,0,2024-07-20 05:53:15,,,
2022-08-24,秦皇岛港,5500K,730 - 740,725 - 735,5.00,0.69,2328,2022-08-24 00:00:00,1,0,2024-07-20 05:53:15,0,2024-07-20 05:53:15,,,
2022-08-24,秦皇岛港,5000K,665 - 675,665 - 675,0.00,0.00,2329,2022-08-24 00:00:00,1,0,2024-07-20 05:53:15,0,2024-07-20 05:53:15,,,
2022-08-24,秦皇岛港,4500K,595 - 605,595 - 605,0.00,0.00,2330,2022-08-24 00:00:00,1,0,2024-07-20 05:53:15,0,2024-07-20 05:53:15,,,
2022-08-24,黄骅港,5800K,780 - 790,780 - 790,0.00,0.00,2331,2022-08-24 00:00:00,1,0,2024-07-20 05:53:15,0,2024-07-20 05:53:15,,,
2022-08-24,黄骅港,5500K,725 - 735,725 - 735,0.00,0.00,2332,2022-08-24 00:00:00,1,0,2024-07-20 05:53:15,0,2024-07-20 05:53:15,,,
2022-08-24,黄骅港,5000K,660 - 670,660 - 670,0.00,0.00,2333,2022-08-24 00:00:00,1,0,2024-07-20 05:53:15,0,2024-07-20 05:53:15,,,
2022-08-24,黄骅港,4500K,595 - 605,595 - 605,0.00,0.00,2334,2022-08-24 00:00:00,1,0,2024-07-20 05:53:15,0,2024-07-20 05:53:15,,,
2022-08-24,天津港,5800K,780 - 790,780 - 790,0.00,0.00,2335,2022-08-24 00:00:00,1,0,2024-07-20 05:53:15,0,2024-07-20 05:53:15,,,
2022-08-24,天津港,5500K,725 - 735,725 - 735,0.00,0.00,2336,2022-08-24 00:00:00,1,0,2024-07-20 05:53:15,0,2024-07-20 05:53:15,,,
2022-08-24,天津港,5000K,660 - 670,660 - 670,0.00,0.00,2337,2022-08-24 00:00:00,1,0,2024-07-20 05:53:15,0,2024-07-20 05:53:15,,,
2022-08-24,天津港,4500K,595 - 605,595 - 605,0.00,0.00,2338,2022-08-24 00:00:00,1,0,2024-07-20 05:53:15,0,2024-07-20 05:53:15,,,
2022-08-24,曹妃甸港,5800K,780 - 790,780 - 790,0.00,0.00,2339,2022-08-24 00:00:00,1,0,2024-07-20 05:53:15,0,2024-07-20 05:53:15,,,
2022-08-24,曹妃甸港,5500K,725 - 735,725 - 735,0.00,0.00,2340,2022-08-24 00:00:00,1,0,2024-07-20 05:53:15,0,2024-07-20 05:53:15,,,
2022-08-24,曹妃甸港,5000K,660 - 670,660 - 670,0.00,0.00,2341,2022-08-24 00:00:00,1,0,2024-07-20 05:53:19,0,2024-07-20 05:53:19,,,
2022-08-24,曹妃甸港,4500K,595 - 605,595 - 605,0.00,0.00,2342,2022-08-24 00:00:00,1,0,2024-07-20 05:53:19,0,2024-07-20 05:53:19,,,
2022-08-24,国投京唐港,5800K,780 - 790,780 - 790,0.00,0.00,2343,2022-08-24 00:00:00,1,0,2024-07-20 05:53:19,0,2024-07-20 05:53:19,,,
2022-08-24,国投京唐港,5500K,725 - 735,725 - 735,0.00,0.00,2344,2022-08-24 00:00:00,1,0,2024-07-20 05:53:19,0,2024-07-20 05:53:19,,,
2022-08-24,国投京唐港,5000K,660 - 670,660 - 670,0.00,0.00,2345,2022-08-24 00:00:00,1,0,2024-07-20 05:53:19,0,2024-07-20 05:53:19,,,
2022-08-24,国投京唐港,4500K,595 - 605,595 - 605,0.00,0.00,2346,2022-08-24 00:00:00,1,0,2024-07-20 05:53:19,0,2024-07-20 05:53:19,,,
2022-08-24,京唐港,5800K,780 - 790,780 - 790,0.00,0.00,2347,2022-08-24 00:00:00,1,0,2024-07-20 05:53:19,0,2024-07-20 05:53:19,,,
2022-08-24,京唐港,5500K,725 - 735,725 - 735,0.00,0.00,2348,2022-08-24 00:00:00,1,0,2024-07-20 05:53:19,0,2024-07-20 05:53:19,,,
2022-08-24,京唐港,5000K,660 - 670,660 - 670,0.00,0.00,2349,2022-08-24 00:00:00,1,0,2024-07-20 05:53:19,0,2024-07-20 05:53:19,,,
2022-08-24,京唐港,4500K,595 - 605,595 - 605,0.00,0.00,2350,2022-08-24 00:00:00,1,0,2024-07-20 05:53:19,0,2024-07-20 05:53:19,,,
2022-08-17,环渤海,5500K,731,731,0.00,0.00,2351,2022-08-17 00:00:00,1,0,2024-07-20 05:53:19,0,2024-07-20 05:53:19,,,
2022-08-17,秦皇岛港,5800K,780 - 790,780 - 790,0.00,0.00,2352,2022-08-17 00:00:00,1,0,2024-07-20 05:53:19,0,2024-07-20 05:53:19,,,
2022-08-17,秦皇岛港,5500K,725 - 735,725 - 735,0.00,0.00,2353,2022-08-17 00:00:00,1,0,2024-07-20 05:53:19,0,2024-07-20 05:53:19,,,
2022-08-17,秦皇岛港,5000K,665 - 675,665 - 675,0.00,0.00,2354,2022-08-17 00:00:00,1,0,2024-07-20 05:53:19,0,2024-07-20 05:53:19,,,
2022-08-17,秦皇岛港,4500K,595 - 605,595 - 605,0.00,0.00,2355,2022-08-17 00:00:00,1,0,2024-07-20 05:53:19,0,2024-07-20 05:53:19,,,
2022-08-17,黄骅港,5800K,780 - 790,780 - 790,0.00,0.00,2356,2022-08-17 00:00:00,1,0,2024-07-20 05:53:19,0,2024-07-20 05:53:19,,,
2022-08-17,黄骅港,5500K,725 - 735,725 - 735,0.00,0.00,2357,2022-08-17 00:00:00,1,0,2024-07-20 05:53:19,0,2024-07-20 05:53:19,,,
2022-08-17,黄骅港,5000K,660 - 670,660 - 670,0.00,0.00,2358,2022-08-17 00:00:00,1,0,2024-07-20 05:53:19,0,2024-07-20 05:53:19,,,
2022-08-17,黄骅港,4500K,595 - 605,595 - 605,0.00,0.00,2359,2022-08-17 00:00:00,1,0,2024-07-20 05:53:19,0,2024-07-20 05:53:19,,,
2022-08-17,天津港,5800K,780 - 790,780 - 790,0.00,0.00,2360,2022-08-17 00:00:00,1,0,2024-07-20 05:53:19,0,2024-07-20 05:53:19,,,
2022-08-17,天津港,5500K,725 - 735,725 - 735,0.00,0.00,2361,2022-08-17 00:00:00,1,0,2024-07-20 05:53:19,0,2024-07-20 05:53:19,,,
2022-08-17,天津港,5000K,660 - 670,660 - 670,0.00,0.00,2362,2022-08-17 00:00:00,1,0,2024-07-20 05:53:19,0,2024-07-20 05:53:19,,,
2022-08-17,天津港,4500K,595 - 605,595 - 605,0.00,0.00,2363,2022-08-17 00:00:00,1,0,2024-07-20 05:53:19,0,2024-07-20 05:53:19,,,
2022-08-17,曹妃甸港,5800K,780 - 790,780 - 790,0.00,0.00,2364,2022-08-17 00:00:00,1,0,2024-07-20 05:53:19,0,2024-07-20 05:53:19,,,
2022-08-17,曹妃甸港,5500K,725 - 735,725 - 735,0.00,0.00,2365,2022-08-17 00:00:00,1,0,2024-07-20 05:53:19,0,2024-07-20 05:53:19,,,
2022-08-17,曹妃甸港,5000K,660 - 670,660 - 670,0.00,0.00,2366,2022-08-17 00:00:00,1,0,2024-07-20 05:53:19,0,2024-07-20 05:53:19,,,
2022-08-17,曹妃甸港,4500K,595 - 605,595 - 605,0.00,0.00,2367,2022-08-17 00:00:00,1,0,2024-07-20 05:53:19,0,2024-07-20 05:53:19,,,
2022-08-17,国投京唐港,5800K,780 - 790,780 - 790,0.00,0.00,2368,2022-08-17 00:00:00,1,0,2024-07-20 05:53:19,0,2024-07-20 05:53:19,,,
2022-08-17,国投京唐港,5500K,725 - 735,725 - 735,0.00,0.00,2369,2022-08-17 00:00:00,1,0,2024-07-20 05:53:19,0,2024-07-20 05:53:19,,,
2022-08-17,国投京唐港,5000K,660 - 670,660 - 670,0.00,0.00,2370,2022-08-17 00:00:00,1,0,2024-07-20 05:53:19,0,2024-07-20 05:53:19,,,
2022-08-17,国投京唐港,4500K,595 - 605,595 - 605,0.00,0.00,2371,2022-08-17 00:00:00,1,0,2024-07-20 05:53:23,0,2024-07-20 05:53:23,,,
2022-08-17,京唐港,5800K,780 - 790,780 - 790,0.00,0.00,2372,2022-08-17 00:00:00,1,0,2024-07-20 05:53:23,0,2024-07-20 05:53:23,,,
2022-08-17,京唐港,5500K,725 - 735,725 - 735,0.00,0.00,2373,2022-08-17 00:00:00,1,0,2024-07-20 05:53:23,0,2024-07-20 05:53:23,,,
2022-08-17,京唐港,5000K,660 - 670,660 - 670,0.00,0.00,2374,2022-08-17 00:00:00,1,0,2024-07-20 05:53:23,0,2024-07-20 05:53:23,,,
2022-08-17,京唐港,4500K,595 - 605,595 - 605,0.00,0.00,2375,2022-08-17 00:00:00,1,0,2024-07-20 05:53:23,0,2024-07-20 05:53:23,,,
2022-08-10,环渤海,5500K,731,731,0.00,0.00,2376,2022-08-10 00:00:00,1,0,2024-07-20 05:53:23,0,2024-07-20 05:53:23,,,
2022-08-10,秦皇岛港,5800K,780 - 790,780 - 790,0.00,0.00,2377,2022-08-10 00:00:00,1,0,2024-07-20 05:53:23,0,2024-07-20 05:53:23,,,
2022-08-10,秦皇岛港,5500K,725 - 735,725 - 735,0.00,0.00,2378,2022-08-10 00:00:00,1,0,2024-07-20 05:53:23,0,2024-07-20 05:53:23,,,
2022-08-10,秦皇岛港,5000K,665 - 675,665 - 675,0.00,0.00,2379,2022-08-10 00:00:00,1,0,2024-07-20 05:53:23,0,2024-07-20 05:53:23,,,
2022-08-10,秦皇岛港,4500K,595 - 605,595 - 605,0.00,0.00,2380,2022-08-10 00:00:00,1,0,2024-07-20 05:53:23,0,2024-07-20 05:53:23,,,
2022-08-10,黄骅港,5800K,780 - 790,780 - 790,0.00,0.00,2381,2022-08-10 00:00:00,1,0,2024-07-20 05:53:23,0,2024-07-20 05:53:23,,,
2022-08-10,黄骅港,5500K,725 - 735,725 - 735,0.00,0.00,2382,2022-08-10 00:00:00,1,0,2024-07-20 05:53:23,0,2024-07-20 05:53:23,,,
2022-08-10,黄骅港,5000K,660 - 670,660 - 670,0.00,0.00,2383,2022-08-10 00:00:00,1,0,2024-07-20 05:53:23,0,2024-07-20 05:53:23,,,
2022-08-10,黄骅港,4500K,595 - 605,595 - 605,0.00,0.00,2384,2022-08-10 00:00:00,1,0,2024-07-20 05:53:23,0,2024-07-20 05:53:23,,,
2022-08-10,天津港,5800K,780 - 790,780 - 790,0.00,0.00,2385,2022-08-10 00:00:00,1,0,2024-07-20 05:53:23,0,2024-07-20 05:53:23,,,
2022-08-10,天津港,5500K,725 - 735,725 - 735,0.00,0.00,2386,2022-08-10 00:00:00,1,0,2024-07-20 05:53:23,0,2024-07-20 05:53:23,,,
2022-08-10,天津港,5000K,660 - 670,660 - 670,0.00,0.00,2387,2022-08-10 00:00:00,1,0,2024-07-20 05:53:23,0,2024-07-20 05:53:23,,,
2022-08-10,天津港,4500K,595 - 605,595 - 605,0.00,0.00,2388,2022-08-10 00:00:00,1,0,2024-07-20 05:53:23,0,2024-07-20 05:53:23,,,
2022-08-10,曹妃甸港,5800K,780 - 790,780 - 790,0.00,0.00,2389,2022-08-10 00:00:00,1,0,2024-07-20 05:53:23,0,2024-07-20 05:53:23,,,
2022-08-10,曹妃甸港,5500K,725 - 735,725 - 735,0.00,0.00,2390,2022-08-10 00:00:00,1,0,2024-07-20 05:53:23,0,2024-07-20 05:53:23,,,
2022-08-10,曹妃甸港,5000K,660 - 670,660 - 670,0.00,0.00,2391,2022-08-10 00:00:00,1,0,2024-07-20 05:53:23,0,2024-07-20 05:53:23,,,
2022-08-10,曹妃甸港,4500K,595 - 605,595 - 605,0.00,0.00,2392,2022-08-10 00:00:00,1,0,2024-07-20 05:53:23,0,2024-07-20 05:53:23,,,
2022-08-10,国投京唐港,5800K,780 - 790,780 - 790,0.00,0.00,2393,2022-08-10 00:00:00,1,0,2024-07-20 05:53:23,0,2024-07-20 05:53:23,,,
2022-08-10,国投京唐港,5500K,725 - 735,725 - 735,0.00,0.00,2394,2022-08-10 00:00:00,1,0,2024-07-20 05:53:23,0,2024-07-20 05:53:23,,,
2022-08-10,国投京唐港,5000K,660 - 670,660 - 670,0.00,0.00,2395,2022-08-10 00:00:00,1,0,2024-07-20 05:53:23,0,2024-07-20 05:53:23,,,
2022-08-10,国投京唐港,4500K,595 - 605,595 - 605,0.00,0.00,2396,2022-08-10 00:00:00,1,0,2024-07-20 05:53:23,0,2024-07-20 05:53:23,,,
2022-08-10,京唐港,5800K,780 - 790,780 - 790,0.00,0.00,2397,2022-08-10 00:00:00,1,0,2024-07-20 05:53:23,0,2024-07-20 05:53:23,,,
2022-08-10,京唐港,5500K,725 - 735,725 - 735,0.00,0.00,2398,2022-08-10 00:00:00,1,0,2024-07-20 05:53:23,0,2024-07-20 05:53:23,,,
2022-08-10,京唐港,5000K,660 - 670,660 - 670,0.00,0.00,2399,2022-08-10 00:00:00,1,0,2024-07-20 05:53:23,0,2024-07-20 05:53:23,,,
2022-08-10,京唐港,4500K,595 - 605,595 - 605,0.00,0.00,2400,2022-08-10 00:00:00,1,0,2024-07-20 05:53:23,0,2024-07-20 05:53:23,,,
2022-08-03,环渤海,5500K,731,732,-1.00,-0.14,2401,2022-08-03 00:00:00,1,0,2024-07-20 05:53:25,0,2024-07-20 05:53:25,,,
2022-08-03,秦皇岛港,5800K,780 - 790,780 - 790,0.00,0.00,2402,2022-08-03 00:00:00,1,0,2024-07-20 05:53:25,0,2024-07-20 05:53:25,,,
2022-08-03,秦皇岛港,5500K,725 - 735,730 - 740,-5.00,-0.68,2403,2022-08-03 00:00:00,1,0,2024-07-20 05:53:25,0,2024-07-20 05:53:25,,,
2022-08-03,秦皇岛港,5000K,665 - 675,665 - 675,0.00,0.00,2404,2022-08-03 00:00:00,1,0,2024-07-20 05:53:25,0,2024-07-20 05:53:25,,,
2022-08-03,秦皇岛港,4500K,595 - 605,595 - 605,0.00,0.00,2405,2022-08-03 00:00:00,1,0,2024-07-20 05:53:25,0,2024-07-20 05:53:25,,,
2022-08-03,黄骅港,5800K,780 - 790,780 - 790,0.00,0.00,2406,2022-08-03 00:00:00,1,0,2024-07-20 05:53:25,0,2024-07-20 05:53:25,,,
2022-08-03,黄骅港,5500K,725 - 735,725 - 735,0.00,0.00,2407,2022-08-03 00:00:00,1,0,2024-07-20 05:53:25,0,2024-07-20 05:53:25,,,
2022-08-03,黄骅港,5000K,660 - 670,660 - 670,0.00,0.00,2408,2022-08-03 00:00:00,1,0,2024-07-20 05:53:25,0,2024-07-20 05:53:25,,,
2022-08-03,黄骅港,4500K,595 - 605,595 - 605,0.00,0.00,2409,2022-08-03 00:00:00,1,0,2024-07-20 05:53:25,0,2024-07-20 05:53:25,,,
2022-08-03,天津港,5800K,780 - 790,780 - 790,0.00,0.00,2410,2022-08-03 00:00:00,1,0,2024-07-20 05:53:25,0,2024-07-20 05:53:25,,,
2022-08-03,天津港,5500K,725 - 735,725 - 735,0.00,0.00,2411,2022-08-03 00:00:00,1,0,2024-07-20 05:53:25,0,2024-07-20 05:53:25,,,
2022-08-03,天津港,5000K,660 - 670,660 - 670,0.00,0.00,2412,2022-08-03 00:00:00,1,0,2024-07-20 05:53:25,0,2024-07-20 05:53:25,,,
2022-08-03,天津港,4500K,595 - 605,595 - 605,0.00,0.00,2413,2022-08-03 00:00:00,1,0,2024-07-20 05:53:25,0,2024-07-20 05:53:25,,,
2022-08-03,曹妃甸港,5800K,780 - 790,780 - 790,0.00,0.00,2414,2022-08-03 00:00:00,1,0,2024-07-20 05:53:25,0,2024-07-20 05:53:25,,,
2022-08-03,曹妃甸港,5500K,725 - 735,725 - 735,0.00,0.00,2415,2022-08-03 00:00:00,1,0,2024-07-20 05:53:25,0,2024-07-20 05:53:25,,,
2022-08-03,曹妃甸港,5000K,660 - 670,665 - 675,-5.00,-0.75,2416,2022-08-03 00:00:00,1,0,2024-07-20 05:53:25,0,2024-07-20 05:53:25,,,
2022-08-03,曹妃甸港,4500K,595 - 605,595 - 605,0.00,0.00,2417,2022-08-03 00:00:00,1,0,2024-07-20 05:53:25,0,2024-07-20 05:53:25,,,
2022-08-03,国投京唐港,5800K,780 - 790,780 - 790,0.00,0.00,2418,2022-08-03 00:00:00,1,0,2024-07-20 05:53:25,0,2024-07-20 05:53:25,,,
2022-08-03,国投京唐港,5500K,725 - 735,725 - 735,0.00,0.00,2419,2022-08-03 00:00:00,1,0,2024-07-20 05:53:25,0,2024-07-20 05:53:25,,,
2022-08-03,国投京唐港,5000K,660 - 670,660 - 670,0.00,0.00,2420,2022-08-03 00:00:00,1,0,2024-07-20 05:53:25,0,2024-07-20 05:53:25,,,
2022-08-03,国投京唐港,4500K,595 - 605,595 - 605,0.00,0.00,2421,2022-08-03 00:00:00,1,0,2024-07-20 05:53:25,0,2024-07-20 05:53:25,,,
2022-08-03,京唐港,5800K,780 - 790,780 - 790,0.00,0.00,2422,2022-08-03 00:00:00,1,0,2024-07-20 05:53:25,0,2024-07-20 05:53:25,,,
2022-08-03,京唐港,5500K,725 - 735,725 - 735,0.00,0.00,2423,2022-08-03 00:00:00,1,0,2024-07-20 05:53:25,0,2024-07-20 05:53:25,,,
2022-08-03,京唐港,5000K,660 - 670,660 - 670,0.00,0.00,2424,2022-08-03 00:00:00,1,0,2024-07-20 05:53:25,0,2024-07-20 05:53:25,,,
2022-08-03,京唐港,4500K,595 - 605,595 - 605,0.00,0.00,2425,2022-08-03 00:00:00,1,0,2024-07-20 05:53:25,0,2024-07-20 05:53:25,,,
2022-07-27,环渤海,5500K,732,733,-1.00,-0.14,2426,2022-07-27 00:00:00,1,0,2024-07-20 05:53:25,0,2024-07-20 05:53:25,,,
2022-07-27,秦皇岛港,5800K,780 - 790,785 - 795,-5.00,-0.64,2427,2022-07-27 00:00:00,1,0,2024-07-20 05:53:25,0,2024-07-20 05:53:25,,,
2022-07-27,秦皇岛港,5500K,730 - 740,730 - 740,0.00,0.00,2428,2022-07-27 00:00:00,1,0,2024-07-20 05:53:25,0,2024-07-20 05:53:25,,,
2022-07-27,秦皇岛港,5000K,665 - 675,665 - 675,0.00,0.00,2429,2022-07-27 00:00:00,1,0,2024-07-20 05:53:25,0,2024-07-20 05:53:25,,,
2022-07-27,秦皇岛港,4500K,595 - 605,595 - 605,0.00,0.00,2430,2022-07-27 00:00:00,1,0,2024-07-20 05:53:25,0,2024-07-20 05:53:25,,,
2022-07-27,黄骅港,5800K,780 - 790,780 - 790,0.00,0.00,2431,2022-07-27 00:00:00,1,0,2024-07-20 05:53:28,0,2024-07-20 05:53:28,,,
2022-07-27,黄骅港,5500K,725 - 735,730 - 740,-5.00,-0.68,2432,2022-07-27 00:00:00,1,0,2024-07-20 05:53:28,0,2024-07-20 05:53:28,,,
2022-07-27,黄骅港,5000K,660 - 670,665 - 675,-5.00,-0.75,2433,2022-07-27 00:00:00,1,0,2024-07-20 05:53:28,0,2024-07-20 05:53:28,,,
2022-07-27,黄骅港,4500K,595 - 605,595 - 605,0.00,0.00,2434,2022-07-27 00:00:00,1,0,2024-07-20 05:53:28,0,2024-07-20 05:53:28,,,
2022-07-27,天津港,5800K,780 - 790,780 - 790,0.00,0.00,2435,2022-07-27 00:00:00,1,0,2024-07-20 05:53:28,0,2024-07-20 05:53:28,,,
2022-07-27,天津港,5500K,725 - 735,725 - 735,0.00,0.00,2436,2022-07-27 00:00:00,1,0,2024-07-20 05:53:28,0,2024-07-20 05:53:28,,,
2022-07-27,天津港,5000K,660 - 670,665 - 675,-5.00,-0.75,2437,2022-07-27 00:00:00,1,0,2024-07-20 05:53:28,0,2024-07-20 05:53:28,,,
2022-07-27,天津港,4500K,595 - 605,595 - 605,0.00,0.00,2438,2022-07-27 00:00:00,1,0,2024-07-20 05:53:28,0,2024-07-20 05:53:28,,,
2022-07-27,曹妃甸港,5800K,780 - 790,780 - 790,0.00,0.00,2439,2022-07-27 00:00:00,1,0,2024-07-20 05:53:28,0,2024-07-20 05:53:28,,,
2022-07-27,曹妃甸港,5500K,725 - 735,725 - 735,0.00,0.00,2440,2022-07-27 00:00:00,1,0,2024-07-20 05:53:28,0,2024-07-20 05:53:28,,,
2022-07-27,曹妃甸港,5000K,665 - 675,665 - 675,0.00,0.00,2441,2022-07-27 00:00:00,1,0,2024-07-20 05:53:28,0,2024-07-20 05:53:28,,,
2022-07-27,曹妃甸港,4500K,595 - 605,595 - 605,0.00,0.00,2442,2022-07-27 00:00:00,1,0,2024-07-20 05:53:28,0,2024-07-20 05:53:28,,,
2022-07-27,国投京唐港,5800K,780 - 790,785 - 795,-5.00,-0.64,2443,2022-07-27 00:00:00,1,0,2024-07-20 05:53:28,0,2024-07-20 05:53:28,,,
2022-07-27,国投京唐港,5500K,725 - 735,725 - 735,0.00,0.00,2444,2022-07-27 00:00:00,1,0,2024-07-20 05:53:28,0,2024-07-20 05:53:28,,,
2022-07-27,国投京唐港,5000K,660 - 670,660 - 670,0.00,0.00,2445,2022-07-27 00:00:00,1,0,2024-07-20 05:53:28,0,2024-07-20 05:53:28,,,
2022-07-27,国投京唐港,4500K,595 - 605,595 - 605,0.00,0.00,2446,2022-07-27 00:00:00,1,0,2024-07-20 05:53:28,0,2024-07-20 05:53:28,,,
2022-07-27,京唐港,5800K,780 - 790,785 - 795,-5.00,-0.64,2447,2022-07-27 00:00:00,1,0,2024-07-20 05:53:28,0,2024-07-20 05:53:28,,,
2022-07-27,京唐港,5500K,725 - 735,725 - 735,0.00,0.00,2448,2022-07-27 00:00:00,1,0,2024-07-20 05:53:28,0,2024-07-20 05:53:28,,,
2022-07-27,京唐港,5000K,660 - 670,660 - 670,0.00,0.00,2449,2022-07-27 00:00:00,1,0,2024-07-20 05:53:28,0,2024-07-20 05:53:28,,,
2022-07-27,京唐港,4500K,595 - 605,595 - 605,0.00,0.00,2450,2022-07-27 00:00:00,1,0,2024-07-20 05:53:28,0,2024-07-20 05:53:28,,,
2022-07-20,环渤海,5500K,733,733,0.00,0.00,2451,2022-07-20 00:00:00,1,0,2024-07-20 05:53:28,0,2024-07-20 05:53:28,,,
2022-07-20,秦皇岛港,5800K,785 - 795,785 - 795,0.00,0.00,2452,2022-07-20 00:00:00,1,0,2024-07-20 05:53:28,0,2024-07-20 05:53:28,,,
2022-07-20,秦皇岛港,5500K,730 - 740,730 - 740,0.00,0.00,2453,2022-07-20 00:00:00,1,0,2024-07-20 05:53:28,0,2024-07-20 05:53:28,,,
2022-07-20,秦皇岛港,5000K,665 - 675,665 - 675,0.00,0.00,2454,2022-07-20 00:00:00,1,0,2024-07-20 05:53:28,0,2024-07-20 05:53:28,,,
2022-07-20,秦皇岛港,4500K,595 - 605,595 - 605,0.00,0.00,2455,2022-07-20 00:00:00,1,0,2024-07-20 05:53:28,0,2024-07-20 05:53:28,,,
2022-07-20,黄骅港,5800K,780 - 790,780 - 790,0.00,0.00,2456,2022-07-20 00:00:00,1,0,2024-07-20 05:53:28,0,2024-07-20 05:53:28,,,
2022-07-20,黄骅港,5500K,730 - 740,730 - 740,0.00,0.00,2457,2022-07-20 00:00:00,1,0,2024-07-20 05:53:28,0,2024-07-20 05:53:28,,,
2022-07-20,黄骅港,5000K,665 - 675,665 - 675,0.00,0.00,2458,2022-07-20 00:00:00,1,0,2024-07-20 05:53:28,0,2024-07-20 05:53:28,,,
2022-07-20,黄骅港,4500K,595 - 605,595 - 605,0.00,0.00,2459,2022-07-20 00:00:00,1,0,2024-07-20 05:53:28,0,2024-07-20 05:53:28,,,
2022-07-20,天津港,5800K,780 - 790,780 - 790,0.00,0.00,2460,2022-07-20 00:00:00,1,0,2024-07-20 05:53:28,0,2024-07-20 05:53:28,,,
2022-07-20,天津港,5500K,725 - 735,725 - 735,0.00,0.00,2461,2022-07-20 00:00:00,1,0,2024-07-20 05:53:31,0,2024-07-20 05:53:31,,,
2022-07-20,天津港,5000K,665 - 675,665 - 675,0.00,0.00,2462,2022-07-20 00:00:00,1,0,2024-07-20 05:53:31,0,2024-07-20 05:53:31,,,
2022-07-20,天津港,4500K,595 - 605,595 - 605,0.00,0.00,2463,2022-07-20 00:00:00,1,0,2024-07-20 05:53:31,0,2024-07-20 05:53:31,,,
2022-07-20,曹妃甸港,5800K,780 - 790,780 - 790,0.00,0.00,2464,2022-07-20 00:00:00,1,0,2024-07-20 05:53:31,0,2024-07-20 05:53:31,,,
2022-07-20,曹妃甸港,5500K,725 - 735,725 - 735,0.00,0.00,2465,2022-07-20 00:00:00,1,0,2024-07-20 05:53:31,0,2024-07-20 05:53:31,,,
2022-07-20,曹妃甸港,5000K,665 - 675,665 - 675,0.00,0.00,2466,2022-07-20 00:00:00,1,0,2024-07-20 05:53:31,0,2024-07-20 05:53:31,,,
2022-07-20,曹妃甸港,4500K,595 - 605,595 - 605,0.00,0.00,2467,2022-07-20 00:00:00,1,0,2024-07-20 05:53:31,0,2024-07-20 05:53:31,,,
2022-07-20,国投京唐港,5800K,785 - 795,785 - 795,0.00,0.00,2468,2022-07-20 00:00:00,1,0,2024-07-20 05:53:31,0,2024-07-20 05:53:31,,,
2022-07-20,国投京唐港,5500K,725 - 735,725 - 735,0.00,0.00,2469,2022-07-20 00:00:00,1,0,2024-07-20 05:53:31,0,2024-07-20 05:53:31,,,
2022-07-20,国投京唐港,5000K,660 - 670,660 - 670,0.00,0.00,2470,2022-07-20 00:00:00,1,0,2024-07-20 05:53:31,0,2024-07-20 05:53:31,,,
2022-07-20,国投京唐港,4500K,595 - 605,595 - 605,0.00,0.00,2471,2022-07-20 00:00:00,1,0,2024-07-20 05:53:31,0,2024-07-20 05:53:31,,,
2022-07-20,京唐港,5800K,785 - 795,785 - 795,0.00,0.00,2472,2022-07-20 00:00:00,1,0,2024-07-20 05:53:31,0,2024-07-20 05:53:31,,,
2022-07-20,京唐港,5500K,725 - 735,725 - 735,0.00,0.00,2473,2022-07-20 00:00:00,1,0,2024-07-20 05:53:31,0,2024-07-20 05:53:31,,,
2022-07-20,京唐港,5000K,660 - 670,660 - 670,0.00,0.00,2474,2022-07-20 00:00:00,1,0,2024-07-20 05:53:31,0,2024-07-20 05:53:31,,,
2022-07-20,京唐港,4500K,595 - 605,595 - 605,0.00,0.00,2475,2022-07-20 00:00:00,1,0,2024-07-20 05:53:31,0,2024-07-20 05:53:31,,,
2022-07-13,环渤海,5500K,733,733,0.00,0.00,2476,2022-07-13 00:00:00,1,0,2024-07-20 05:53:31,0,2024-07-20 05:53:31,,,
2022-07-13,秦皇岛港,5800K,785 - 795,785 - 795,0.00,0.00,2477,2022-07-13 00:00:00,1,0,2024-07-20 05:53:31,0,2024-07-20 05:53:31,,,
2022-07-13,秦皇岛港,5500K,730 - 740,730 - 740,0.00,0.00,2478,2022-07-13 00:00:00,1,0,2024-07-20 05:53:31,0,2024-07-20 05:53:31,,,
2022-07-13,秦皇岛港,5000K,665 - 675,665 - 675,0.00,0.00,2479,2022-07-13 00:00:00,1,0,2024-07-20 05:53:31,0,2024-07-20 05:53:31,,,
