时间,海关,当月数量(吨),数量环比(%),累计数量(吨),当月金额(千美元),累计金额(千美元),_ID,_DATA_TIME,_ACTIVE,_CREATE_ID,_CREATE_TIME,_UPDATE_ID,_UPDATE_TIME,_REMARK,_CHANGE_LOG,_RESERVE
2019-12,北京海关,0.60,94.06,3.90,2.80,20.70,1,2019-12-31 00:00:00,1,0,2024-07-20 14:31:18,0,2024-07-20 14:31:18,,,
2019-12,哈尔滨海关,8521.90,-85.40,1349400.00,1024.80,177720.50,2,2019-12-31 00:00:00,1,0,2024-07-20 14:31:18,0,2024-07-20 14:31:18,,,
2019-12,合肥海关,31468.50,-79.30,1431062.10,5397.70,291511.10,3,2019-12-31 00:00:00,1,0,2024-07-20 14:31:18,0,2024-07-20 14:31:18,,,
2019-12,呼和浩特海关,1568881.30,-42.15,32924646.20,118511.00,2928265.00,4,2019-12-31 00:00:00,1,0,2024-07-20 14:31:18,0,2024-07-20 14:31:18,,,
2019-12,满洲里海关,8767.50,114.00,70364.40,1015.40,10721.00,5,2019-12-31 00:00:00,1,0,2024-07-20 14:31:18,0,2024-07-20 14:31:18,,,
2019-12,南昌海关,79795.00,0.95,79795.00,12726.70,12726.70,6,2019-12-31 00:00:00,1,0,2024-07-20 14:31:18,0,2024-07-20 14:31:18,,,
2019-12,天津海关,0.50,103.72,139205.20,0.20,28958.70,7,2019-12-31 00:00:00,1,0,2024-07-20 14:31:18,0,2024-07-20 14:31:18,,,
2019-11,北京海关,0.30,63.27,3.30,2.20,17.90,8,2019-11-30 00:00:00,1,0,2024-07-20 14:31:18,0,2024-07-20 14:31:18,,,
2019-11,长沙海关,140408.20,207.21,202613.20,23477.30,34153.30,9,2019-11-30 00:00:00,1,0,2024-07-20 14:31:18,0,2024-07-20 14:31:18,,,
2019-11,大连海关,67303.50,34.63,4460974.10,12919.30,893957.70,10,2019-11-30 00:00:00,1,0,2024-07-20 14:31:18,0,2024-07-20 14:31:18,,,
2019-11,拱北海关,90890.00,-38.15,90890.00,15694.80,15694.80,11,2019-11-30 00:00:00,1,0,2024-07-20 14:31:18,0,2024-07-20 14:31:18,,,
2019-11,广州海关,1473728.60,99.98,7459641.70,230654.70,1205374.40,12,2019-11-30 00:00:00,1,0,2024-07-20 14:31:18,0,2024-07-20 14:31:18,,,
2019-11,哈尔滨海关,58364.20,-68.12,1340878.10,7148.00,176695.60,13,2019-11-30 00:00:00,1,0,2024-07-20 14:31:18,0,2024-07-20 14:31:18,,,
2019-11,杭州海关,30651.00,-65.77,120198.00,4010.40,18410.20,14,2019-11-30 00:00:00,1,0,2024-07-20 14:31:18,0,2024-07-20 14:31:18,,,
2019-11,合肥海关,152009.00,-33.10,1399593.60,26849.30,286113.40,15,2019-11-30 00:00:00,1,0,2024-07-20 14:31:18,0,2024-07-20 14:31:18,,,
2019-11,呼和浩特海关,2712148.00,0.32,31355764.90,227917.00,2809754.00,16,2019-11-30 00:00:00,1,0,2024-07-20 14:31:18,0,2024-07-20 14:31:18,,,
2019-11,黄埔海关,113207.00,414.58,302914.00,11497.90,47629.50,17,2019-11-30 00:00:00,1,0,2024-07-20 14:31:18,0,2024-07-20 14:31:18,,,
2019-11,满洲里海关,4096.90,-92.87,61596.90,419.90,9705.60,18,2019-11-30 00:00:00,1,0,2024-07-20 14:31:18,0,2024-07-20 14:31:18,,,
2019-11,南京海关,383048.20,110.67,1688049.30,71796.90,337963.40,19,2019-11-30 00:00:00,1,0,2024-07-20 14:31:18,0,2024-07-20 14:31:18,,,
2019-11,青岛海关,30662.00,-79.82,2493917.50,3551.90,432232.20,20,2019-11-30 00:00:00,1,0,2024-07-20 14:31:18,0,2024-07-20 14:31:18,,,
