时间,数据项目,本期(元/吨),环比增减(元/吨),环比增幅(%),_ID,_DATA_TIME,_ACTIVE,_CREATE_ID,_CREATE_TIME,_UPDATE_ID,_UPDATE_TIME,_REMARK,_CHANGE_LOG,_RESERVE
2022-03-11,综合5500,915.00,11.00,1.22,1,2022-03-11 00:00:00,1,0,2024-07-20 06:25:11,0,2024-07-20 06:25:11,,,
2022-03-11,综合5000,797.00,2.00,0.25,2,2022-03-11 00:00:00,1,0,2024-07-20 06:25:11,0,2024-07-20 06:25:11,,,
2022-03-11,现货5500,1049.00,37.00,3.66,3,2022-03-11 00:00:00,1,0,2024-07-20 06:25:11,0,2024-07-20 06:25:11,,,
2022-03-11,现货5000,953.00,22.00,2.36,4,2022-03-11 00:00:00,1,0,2024-07-20 06:25:11,0,2024-07-20 06:25:11,,,
2022-03-11,长协5500,857.00,0.00,0.00,5,2022-03-11 00:00:00,1,0,2024-07-20 06:25:11,0,2024-07-20 06:25:11,,,
2022-03-11,长协5000,769.00,-2.00,-0.26,6,2022-03-11 00:00:00,1,0,2024-07-20 06:25:11,0,2024-07-20 06:25:11,,,
2022-03-04,综合5500,904.00,-2.00,-0.22,7,2022-03-04 00:00:00,1,0,2024-07-20 06:25:11,0,2024-07-20 06:25:11,,,
2022-03-04,综合5000,795.00,-8.00,-1.00,8,2022-03-04 00:00:00,1,0,2024-07-20 06:25:11,0,2024-07-20 06:25:11,,,
2022-03-04,现货5500,1012.00,9.00,0.90,9,2022-03-04 00:00:00,1,0,2024-07-20 06:25:11,0,2024-07-20 06:25:11,,,
2022-03-04,现货5000,931.00,7.00,0.76,10,2022-03-04 00:00:00,1,0,2024-07-20 06:25:11,0,2024-07-20 06:25:11,,,
2022-03-04,长协5500,857.00,-8.00,-0.92,11,2022-03-04 00:00:00,1,0,2024-07-20 06:25:11,0,2024-07-20 06:25:11,,,
2022-03-04,长协5000,771.00,-11.00,-1.41,12,2022-03-04 00:00:00,1,0,2024-07-20 06:25:11,0,2024-07-20 06:25:11,,,
2022-02-25,综合5500,906.00,-12.00,-1.31,13,2022-02-25 00:00:00,1,0,2024-07-20 06:25:11,0,2024-07-20 06:25:11,,,
2022-02-25,综合5000,803.00,-12.00,-1.47,14,2022-02-25 00:00:00,1,0,2024-07-20 06:25:11,0,2024-07-20 06:25:11,,,
