时间,国别(地区),当月数量(吨),数量环比(%),累计数量(吨),当月金额(千美元),累计金额(千美元),_ID,_DATA_TIME,_ACTIVE,_CREATE_ID,_CREATE_TIME,_UPDATE_ID,_UPDATE_TIME,_REMARK,_CHANGE_LOG,_RESERVE
2023-08,印尼,0.00,133.33,0.00,0.20,0.20,1,2023-08-31 00:00:00,1,0,2024-07-20 14:30:20,0,2024-07-20 14:30:20,,,
2021-11,印尼,0.00,-88.00,0.00,0.30,0.30,2,2021-11-30 00:00:00,1,0,2024-07-20 14:30:20,0,2024-07-20 14:30:20,,,
2021-10,赞比亚,0.10,100.00,0.10,0.80,0.80,3,2021-10-31 00:00:00,1,0,2024-07-20 14:30:20,0,2024-07-20 14:30:20,,,
2020-12,美国,0.10,30.00,0.20,0.90,1.10,4,2020-12-31 00:00:00,1,0,2024-07-20 14:30:20,0,2024-07-20 14:30:20,,,
2020-10,香港,0.10,100.00,0.10,1.20,1.20,5,2020-10-31 00:00:00,1,0,2024-07-20 14:30:20,0,2024-07-20 14:30:20,,,
2020-08,美国,0.10,100.00,0.10,0.20,0.20,6,2020-08-31 00:00:00,1,0,2024-07-20 14:30:20,0,2024-07-20 14:30:20,,,
2020-05,印尼,0.10,669.23,0.10,0.60,0.60,7,2020-05-31 00:00:00,1,0,2024-07-20 14:30:20,0,2024-07-20 14:30:20,,,
2019-12,澳大利亚,0.00,725.00,0.00,0.00,0.00,8,2019-12-31 00:00:00,1,0,2024-07-20 14:30:20,0,2024-07-20 14:30:20,,,
2019-06,印度,0.00,100.00,0.00,0.00,0.00,9,2019-06-30 00:00:00,1,0,2024-07-20 14:30:20,0,2024-07-20 14:30:20,,,
2018-05,德国,0.50,1546.67,0.50,22.30,22.30,10,2018-05-31 00:00:00,1,0,2024-07-20 14:30:20,0,2024-07-20 14:30:20,,,
2018-03,埃塞俄比亚,0.00,-94.81,0.00,0.20,0.20,11,2018-03-31 00:00:00,1,0,2024-07-20 14:30:20,0,2024-07-20 14:30:20,,,
2018-03,澳大利亚,0.00,-99.87,0.00,0.20,0.20,12,2018-03-31 00:00:00,1,0,2024-07-20 14:30:20,0,2024-07-20 14:30:20,,,
2017-10,印尼,0.00,-96.58,0.00,0.10,0.10,13,2017-10-31 00:00:00,1,0,2024-07-20 14:30:20,0,2024-07-20 14:30:20,,,
2017-09,朝鲜,2129.00,-18.49,12223.00,106.50,890.40,14,2017-09-30 00:00:00,1,0,2024-07-20 14:30:20,0,2024-07-20 14:30:20,,,
2017-09,意大利,0.70,100.00,0.70,4.60,4.60,15,2017-09-30 00:00:00,1,0,2024-07-20 14:30:20,0,2024-07-20 14:30:20,,,
2017-08,朝鲜,2612.00,-2.36,10094.00,222.00,783.90,16,2017-08-31 00:00:00,1,0,2024-07-20 14:30:20,0,2024-07-20 14:30:20,,,
2017-06,澳大利亚,3.20,919.42,3.20,2.20,2.20,17,2017-06-30 00:00:00,1,0,2024-07-20 14:30:20,0,2024-07-20 14:30:20,,,
2017-05,埃塞俄比亚,0.30,100.00,0.30,1.80,1.80,18,2017-05-31 00:00:00,1,0,2024-07-20 14:30:20,0,2024-07-20 14:30:20,,,
2017-05,德国,0.00,-70.00,0.00,0.10,0.10,19,2017-05-31 00:00:00,1,0,2024-07-20 14:30:20,0,2024-07-20 14:30:20,,,
2017-02,朝鲜,2675.00,-44.35,7482.00,187.30,561.90,20,2017-02-28 00:00:00,1,0,2024-07-20 14:30:20,0,2024-07-20 14:30:20,,,
2017-01,巴基斯坦,0.20,100.00,0.20,0.60,0.60,21,2017-01-31 00:00:00,1,0,2024-07-20 14:30:20,0,2024-07-20 14:30:20,,,
2017-01,朝鲜,4807.00,141.56,4807.00,374.60,374.60,22,2017-01-31 00:00:00,1,0,2024-07-20 14:30:20,0,2024-07-20 14:30:20,,,
2017-01,韩国,0.70,100.00,0.70,0.10,0.10,23,2017-01-31 00:00:00,1,0,2024-07-20 14:30:20,0,2024-07-20 14:30:20,,,
2024-06,坦桑尼亚,0.10,100.00,0.10,0.90,0.90,159,2024-06-30 00:00:00,1,0,2024-08-01 10:42:03,0,2024-08-01 10:42:03,,,
