时间,数据类目,本期(美元/吨),上期(美元/吨),环比增减(美元/吨),环比增幅(%),_ID,_DATA_TIME,_ACTIVE,_CREATE_ID,_CREATE_TIME,_UPDATE_ID,_UPDATE_TIME,_REMARK,_CHANGE_LOG,_RESERVE
2025-05-01,HBA III,34.73,34.32,0.41,1.19%,244,2025-05-01 00:00:00,1,0,2025-05-07 23:15:16,0,2025-05-07 23:15:16,,,
2025-05-15,HBA,110.38,121.15,-10.77,-8.89%,245,2025-05-15 00:00:00,1,0,2025-05-15 23:14:14,0,2025-05-15 23:14:14,,,
2025-05-15,HBA I,76.62,80.80,-4.18,-5.17%,246,2025-05-15 00:00:00,1,0,2025-05-15 23:14:14,0,2025-05-15 23:14:14,,,
2025-05-15,HBA II,50.58,50.43,0.15,0.3%,247,2025-05-15 00:00:00,1,0,2025-05-15 23:14:14,0,2025-05-15 23:14:14,,,
2025-05-15,HBA III,35.42,34.73,0.69,1.99%,248,2025-05-15 00:00:00,1,0,2025-05-15 23:14:14,0,2025-05-15 23:14:14,,,
2025-06-01,HBA,100.97,110.38,-9.41,-8.53%,249,2025-06-01 00:00:00,1,0,2025-06-04 23:15:37,0,2025-06-04 23:15:37,,,
2025-06-01,HBA I,77.59,76.62,0.97,1.27%,250,2025-06-01 00:00:00,1,0,2025-06-04 23:15:37,0,2025-06-04 23:15:37,,,
2025-06-01,HBA II,50.08,50.58,-0.50,-0.99%,251,2025-06-01 00:00:00,1,0,2025-06-04 23:15:37,0,2025-06-04 23:15:37,,,
2025-06-01,HBA III,35.47,35.42,0.05,0.14%,252,2025-06-01 00:00:00,1,0,2025-06-04 23:15:37,0,2025-06-04 23:15:37,,,
2025-06-15,HBA,98.61,100.97,-2.36,-2.34%,253,2025-06-15 00:00:00,1,0,2025-06-16 23:15:32,0,2025-06-16 23:15:32,,,
2025-06-15,HBA I,75.64,77.59,-1.95,-2.51%,254,2025-06-15 00:00:00,1,0,2025-06-16 23:15:32,0,2025-06-16 23:15:32,,,
2025-06-15,HBA II,50.25,50.08,0.17,0.34%,255,2025-06-15 00:00:00,1,0,2025-06-16 23:15:32,0,2025-06-16 23:15:32,,,
2025-06-15,HBA III,36.14,35.47,0.67,1.89%,256,2025-06-15 00:00:00,1,0,2025-06-16 23:15:32,0,2025-06-16 23:15:32,,,
2025-07-01,HBA,107.35,98.61,8.74,8.86%,257,2025-07-01 00:00:00,1,0,2025-07-02 23:14:26,0,2025-07-02 23:14:26,,,
2025-07-01,HBA I,71.50,75.64,-4.14,-5.47%,258,2025-07-01 00:00:00,1,0,2025-07-02 23:14:26,0,2025-07-02 23:14:26,,,
2025-07-01,HBA II,49.78,50.25,-0.47,-0.94%,259,2025-07-01 00:00:00,1,0,2025-07-02 23:14:26,0,2025-07-02 23:14:26,,,
2025-07-01,HBA III,35.87,36.14,-0.27,-0.75%,260,2025-07-01 00:00:00,1,0,2025-07-02 23:14:26,0,2025-07-02 23:14:26,,,
2025-07-15,HBA,97.65,107.35,-9.70,-9.04%,261,2025-07-15 00:00:00,1,0,2025-07-15 23:14:14,0,2025-07-15 23:14:14,,,
2025-07-15,HBA I,75.94,71.50,4.44,6.21%,262,2025-07-15 00:00:00,1,0,2025-07-15 23:14:14,0,2025-07-15 23:14:14,,,
2025-07-15,HBA II,48.35,49.78,-1.43,-2.87%,263,2025-07-15 00:00:00,1,0,2025-07-15 23:14:14,0,2025-07-15 23:14:14,,,
2025-07-15,HBA III,36.00,35.87,0.13,0.36%,264,2025-07-15 00:00:00,1,0,2025-07-15 23:14:14,0,2025-07-15 23:14:14,,,
2025-08-01,HBA,102.22,97.65,4.57,4.68%,265,2025-08-01 00:00:00,1,0,2025-08-01 23:29:37,0,2025-08-01 23:29:37,,,
2025-08-01,HBA I,67.33,75.94,-8.61,-11.34%,266,2025-08-01 00:00:00,1,0,2025-08-01 23:29:37,0,2025-08-01 23:29:37,,,
2025-08-01,HBA II,45.74,48.35,-2.61,-5.4%,267,2025-08-01 00:00:00,1,0,2025-08-01 23:29:37,0,2025-08-01 23:29:37,,,
2025-08-01,HBA III,34.86,36.00,-1.14,-3.17%,268,2025-08-01 00:00:00,1,0,2025-08-01 23:29:37,0,2025-08-01 23:29:37,,,
2025-08-15,HBA,100.69,102.22,-1.53,-1.5%,269,2025-08-15 00:00:00,1,0,2025-08-18 23:14:23,0,2025-08-18 23:14:23,,,
2025-08-15,HBA I,67.20,67.33,-0.13,-0.19%,270,2025-08-15 00:00:00,1,0,2025-08-18 23:14:23,0,2025-08-18 23:14:23,,,
2025-08-15,HBA II,43.70,45.74,-2.04,-4.46%,271,2025-08-15 00:00:00,1,0,2025-08-18 23:14:23,0,2025-08-18 23:14:23,,,
2025-08-15,HBA III,33.48,34.86,-1.38,-3.96%,272,2025-08-15 00:00:00,1,0,2025-08-18 23:14:23,0,2025-08-18 23:14:23,,,
2025-09-01,HBA,105.33,100.69,4.64,4.61%,273,2025-09-01 00:00:00,1,0,2025-09-01 23:15:22,0,2025-09-01 23:15:22,,,
2025-09-01,HBA I,66.50,67.20,-0.70,-1.04%,274,2025-09-01 00:00:00,1,0,2025-09-01 23:15:22,0,2025-09-01 23:15:22,,,
2025-09-01,HBA II,42.30,43.70,-1.40,-3.2%,275,2025-09-01 00:00:00,1,0,2025-09-01 23:15:22,0,2025-09-01 23:15:22,,,
2025-09-01,HBA III,32.32,33.48,-1.16,-3.46%,276,2025-09-01 00:00:00,1,0,2025-09-01 23:15:22,0,2025-09-01 23:15:22,,,
2025-09-15,HBA,103.49,105.33,-1.84,-1.75%,277,2025-09-15 00:00:00,1,0,2025-09-15 23:14:20,0,2025-09-15 23:14:20,,,
2025-09-15,HBA I,64.40,66.50,-2.10,-3.16%,278,2025-09-15 00:00:00,1,0,2025-09-15 23:14:20,0,2025-09-15 23:14:20,,,
2025-09-15,HBA II,42.58,42.30,0.28,0.66%,279,2025-09-15 00:00:00,1,0,2025-09-15 23:14:20,0,2025-09-15 23:14:20,,,
2025-09-15,HBA III,32.78,32.32,0.46,1.42%,280,2025-09-15 00:00:00,1,0,2025-09-15 23:14:20,0,2025-09-15 23:14:20,,,
