时间,电网,月内供煤(万吨),月内耗煤(万吨),当日库存(万吨),可用天数(天),_ID,_DATA_TIME,_ACTIVE,_CREATE_ID,_CREATE_TIME,_UPDATE_ID,_UPDATE_TIME,_REMARK,_CHANGE_LOG,_RESERVE
2019-11-10,全国,3730.00,3520.00,9792.00,28.00,39,2019-11-10 00:00:00,1,0,2024-07-20 15:15:00,0,2024-07-20 15:15:00,,,
2019-10-31,全国,11253.00,10168.00,9661.00,29.00,40,2019-10-31 00:00:00,1,0,2024-07-20 15:15:00,0,2024-07-20 15:15:00,,,
2019-10-20,全国,7260.00,6560.00,9661.00,29.00,41,2019-10-20 00:00:00,1,0,2024-07-20 15:15:00,0,2024-07-20 15:15:00,,,
2019-10-10,全国,3370.00,3080.00,8850.00,26.00,42,2019-10-10 00:00:00,1,0,2024-07-20 15:15:00,0,2024-07-20 15:15:00,,,
2019-09-30,全国,11010.00,10650.00,8598.00,24.00,43,2019-09-30 00:00:00,1,0,2024-07-20 15:15:00,0,2024-07-20 15:15:00,,,
2019-09-20,全国,7420.00,7420.00,8236.00,21.00,44,2019-09-20 00:00:00,1,0,2024-07-20 15:15:00,0,2024-07-20 15:15:00,,,
2019-09-10,全国,3770.00,3840.00,8167.00,20.00,45,2019-09-10 00:00:00,1,0,2024-07-20 15:15:00,0,2024-07-20 15:15:00,,,
2019-08-31,全国,12400.00,12741.00,8305.00,20.00,46,2019-08-31 00:00:00,1,0,2024-07-20 15:15:00,0,2024-07-20 15:15:00,,,
2019-07-31,全国,12090.00,12431.00,8694.00,21.00,47,2019-07-31 00:00:00,1,0,2024-07-20 15:15:00,0,2024-07-20 15:15:00,,,
2019-07-10,全国,3790.00,3710.00,9202.00,25.00,48,2019-07-10 00:00:00,1,0,2024-07-20 15:15:00,0,2024-07-20 15:15:00,,,
2019-06-30,全国,11167.00,10749.00,9000.70,25.00,49,2019-06-30 00:00:00,1,0,2024-07-20 15:15:00,0,2024-07-20 15:15:00,,,
2019-06-20,全国,7267.00,7129.00,8782.10,25.00,50,2019-06-20 00:00:00,1,0,2024-07-20 15:15:00,0,2024-07-20 15:15:00,,,
2019-06-10,全国,3430.00,3420.00,8664.00,26.00,51,2019-06-10 00:00:00,1,0,2024-07-20 15:15:00,0,2024-07-20 15:15:00,,,
2019-05-31,全国,11253.00,9982.00,8719.00,27.00,52,2019-05-31 00:00:00,1,0,2024-07-20 15:15:00,0,2024-07-20 15:15:00,,,
2019-05-20,全国,7100.00,6380.00,8197.00,25.00,53,2019-05-20 00:00:00,1,0,2024-07-20 15:15:00,0,2024-07-20 15:15:00,,,
2019-05-10,全国,3500.00,3140.00,7823.00,23.00,54,2019-05-10 00:00:00,1,0,2024-07-20 15:15:00,0,2024-07-20 15:15:00,,,
2019-04-30,全国,10920.00,10320.00,7472.00,21.00,55,2019-04-30 00:00:00,1,0,2024-07-20 15:15:00,0,2024-07-20 15:15:00,,,
2019-04-20,全国,7300.00,6960.00,7241.00,20.00,56,2019-04-20 00:00:00,1,0,2024-07-20 15:15:00,0,2024-07-20 15:15:00,,,
2019-04-10,全国,3550.00,3530.00,6916.00,19.00,57,2019-04-10 00:00:00,1,0,2024-07-20 15:15:00,0,2024-07-20 15:15:00,,,
2019-03-31,全国,11346.00,11377.00,6933.00,18.00,58,2019-03-31 00:00:00,1,0,2024-07-20 15:15:00,0,2024-07-20 15:15:00,,,
2019-03-20,全国,7380.00,7500.00,6837.00,17.00,59,2019-03-20 00:00:00,1,0,2024-07-20 15:15:00,0,2024-07-20 15:15:00,,,
2019-03-10,全国,3590.00,3910.00,6633.00,16.00,60,2019-03-10 00:00:00,1,0,2024-07-20 15:15:00,0,2024-07-20 15:15:00,,,
2019-02-28,全国,9296.00,10416.00,7009.00,18.00,61,2019-02-28 00:00:00,1,0,2024-07-20 15:15:04,0,2024-07-20 15:15:04,,,
2019-02-20,全国,6140.00,7060.00,7221.00,19.00,62,2019-02-20 00:00:00,1,0,2024-07-20 15:15:04,0,2024-07-20 15:15:04,,,
2019-02-10,全国,2578.00,3075.00,7656.50,19.00,63,2019-02-10 00:00:00,1,0,2024-07-20 15:15:04,0,2024-07-20 15:15:04,,,
2019-01-20,全国,9340.00,9680.00,7721.00,16.00,64,2019-01-20 00:00:00,1,0,2024-07-20 15:15:04,0,2024-07-20 15:15:04,,,
2019-01-10,全国,4590.00,4940.00,7718.00,16.00,65,2019-01-10 00:00:00,1,0,2024-07-20 15:15:04,0,2024-07-20 15:15:04,,,
2018-12-31,全国,12927.00,14105.00,8141.00,17.00,66,2018-12-31 00:00:00,1,0,2024-07-20 15:15:04,0,2024-07-20 15:15:04,,,
2018-12-20,全国,8300.00,8960.00,8663.00,20.00,67,2018-12-20 00:00:00,1,0,2024-07-20 15:15:04,0,2024-07-20 15:15:04,,,
2018-12-10,全国,3930.10,4309.90,8958.20,18.00,68,2018-12-10 00:00:00,1,0,2024-07-20 15:15:04,0,2024-07-20 15:15:04,,,
2018-11-30,全国,11670.00,11430.00,9405.00,24.00,69,2018-11-30 00:00:00,1,0,2024-07-20 15:15:04,0,2024-07-20 15:15:04,,,
2018-11-20,全国,7842.40,7434.60,9292.00,23.00,70,2018-11-20 00:00:00,1,0,2024-07-20 15:15:04,0,2024-07-20 15:15:04,,,
2018-11-10,全国,3809.10,3571.30,9121.90,25.00,71,2018-11-10 00:00:00,1,0,2024-07-20 15:15:04,0,2024-07-20 15:15:04,,,
2018-10-31,全国,11594.00,9982.00,9199.00,28.00,72,2018-10-31 00:00:00,1,0,2024-07-20 15:15:04,0,2024-07-20 15:15:04,,,
2018-10-20,全国,7380.00,6400.00,8592.00,26.00,73,2018-10-20 00:00:00,1,0,2024-07-20 15:15:04,0,2024-07-20 15:15:04,,,
2018-10-10,全国,3870.00,3280.00,8162.00,25.00,74,2018-10-10 00:00:00,1,0,2024-07-20 15:15:04,0,2024-07-20 15:15:04,,,
2018-09-30,全国,11340.00,10620.00,7564.00,21.00,75,2018-09-30 00:00:00,1,0,2024-07-20 15:15:04,0,2024-07-20 15:15:04,,,
2018-09-20,全国,7560.00,7420.00,7013.00,19.00,76,2018-09-20 00:00:00,1,0,2024-07-20 15:15:04,0,2024-07-20 15:15:04,,,
2018-09-10,全国,3640.00,3570.00,6752.00,17.00,77,2018-09-10 00:00:00,1,0,2024-07-20 15:15:04,0,2024-07-20 15:15:04,,,
2018-08-31,全国,12493.00,12772.00,6743.00,16.00,78,2018-08-31 00:00:00,1,0,2024-07-20 15:15:04,0,2024-07-20 15:15:04,,,
2018-08-20,全国,8140.00,8580.00,6655.00,15.00,79,2018-08-20 00:00:00,1,0,2024-07-20 15:15:04,0,2024-07-20 15:15:04,,,
2018-08-10,全国,4130.00,4520.00,6722.00,15.00,80,2018-08-10 00:00:00,1,0,2024-07-20 15:15:04,0,2024-07-20 15:15:04,,,
2018-07-31,全国,12376.00,12699.00,7158.00,17.00,81,2018-07-31 00:00:00,1,0,2024-07-20 15:15:04,0,2024-07-20 15:15:04,,,
2018-07-20,全国,7742.00,7837.00,7425.00,19.00,82,2018-07-20 00:00:00,1,0,2024-07-20 15:15:04,0,2024-07-20 15:15:04,,,
2018-07-10,全国,3820.00,3790.00,7569.00,20.00,83,2018-07-10 00:00:00,1,0,2024-07-20 15:15:04,0,2024-07-20 15:15:04,,,
2018-06-30,全国,11520.00,10680.00,7569.00,21.00,84,2018-06-30 00:00:00,1,0,2024-07-20 15:15:04,0,2024-07-20 15:15:04,,,
2018-06-20,全国,7440.00,6900.00,7285.00,21.00,85,2018-06-20 00:00:00,1,0,2024-07-20 15:15:04,0,2024-07-20 15:15:04,,,
2018-06-10,全国,3662.00,3408.00,7013.00,20.00,86,2018-06-10 00:00:00,1,0,2024-07-20 15:15:04,0,2024-07-20 15:15:04,,,
2018-05-31,全国,11222.00,10602.00,6821.00,19.00,87,2018-05-31 00:00:00,1,0,2024-07-20 15:15:04,0,2024-07-20 15:15:04,,,
2018-05-20,全国,7080.00,6800.00,6525.00,19.00,88,2018-05-20 00:00:00,1,0,2024-07-20 15:15:04,0,2024-07-20 15:15:04,,,
2018-05-10,全国,3430.00,3250.00,6359.00,19.00,89,2018-05-10 00:00:00,1,0,2024-07-20 15:15:04,0,2024-07-20 15:15:04,,,
2018-04-30,全国,10110.00,9510.00,6266.00,18.00,90,2018-04-30 00:00:00,1,0,2024-07-20 15:15:04,0,2024-07-20 15:15:04,,,
2018-04-20,全国,6600.00,6680.00,6133.00,17.00,91,2018-04-20 00:00:00,1,0,2024-07-20 15:15:07,0,2024-07-20 15:15:07,,,
2018-04-10,全国,3230.00,3300.00,6158.00,17.00,92,2018-04-10 00:00:00,1,0,2024-07-20 15:15:07,0,2024-07-20 15:15:07,,,
2018-03-31,全国,11005.00,11098.00,6257.00,17.00,93,2018-03-31 00:00:00,1,0,2024-07-20 15:15:07,0,2024-07-20 15:15:07,,,
2018-03-20,全国,7100.00,7220.00,6278.00,18.00,94,2018-03-20 00:00:00,1,0,2024-07-20 15:15:07,0,2024-07-20 15:15:07,,,
2018-02-28,全国,10917.00,9740.00,6470.00,18.00,95,2018-02-28 00:00:00,1,0,2024-07-20 15:15:07,0,2024-07-20 15:15:07,,,
2018-02-20,全国,7737.00,7099.00,5942.00,15.00,96,2018-02-20 00:00:00,1,0,2024-07-20 15:15:07,0,2024-07-20 15:15:07,,,
2018-02-10,全国,4645.00,4178.00,5784.00,13.00,97,2018-02-10 00:00:00,1,0,2024-07-20 15:15:07,0,2024-07-20 15:15:07,,,
2018-01-31,全国,12870.00,13836.00,5414.00,12.00,98,2018-01-31 00:00:00,1,0,2024-07-20 15:15:07,0,2024-07-20 15:15:07,,,
2018-01-20,全国,8200.00,8720.00,5869.00,13.00,99,2018-01-20 00:00:00,1,0,2024-07-20 15:15:07,0,2024-07-20 15:15:07,,,
2018-01-10,全国,3820.00,4370.00,5950.00,14.00,100,2018-01-10 00:00:00,1,0,2024-07-20 15:15:07,0,2024-07-20 15:15:07,,,
2017-12-31,全国,12028.00,13175.00,6499.00,15.00,101,2017-12-31 00:00:00,1,0,2024-07-20 15:15:07,0,2024-07-20 15:15:07,,,
2017-12-20,全国,7680.00,8520.00,6843.00,16.00,102,2017-12-20 00:00:00,1,0,2024-07-20 15:15:07,0,2024-07-20 15:15:07,,,
2017-12-10,全国,3667.00,4128.00,7257.00,18.00,103,2017-12-10 00:00:00,1,0,2024-07-20 15:15:07,0,2024-07-20 15:15:07,,,
2017-11-30,全国,11070.00,10860.00,7792.00,21.00,104,2017-11-30 00:00:00,1,0,2024-07-20 15:15:07,0,2024-07-20 15:15:07,,,
2017-11-20,全国,7200.00,7020.00,7935.00,23.00,105,2017-11-20 00:00:00,1,0,2024-07-20 15:15:07,0,2024-07-20 15:15:07,,,
2017-11-10,全国,3600.00,3300.00,7799.00,24.00,106,2017-11-10 00:00:00,1,0,2024-07-20 15:15:07,0,2024-07-20 15:15:07,,,
2017-10-31,全国,10881.00,9486.00,7745.00,25.00,107,2017-10-31 00:00:00,1,0,2024-07-20 15:15:07,0,2024-07-20 15:15:07,,,
2017-09-30,全国,10590.00,9900.00,6219.00,18.00,108,2017-09-30 00:00:00,1,0,2024-07-20 15:15:07,0,2024-07-20 15:15:07,,,
2017-09-20,全国,6960.00,6620.00,5957.00,17.00,109,2017-09-20 00:00:00,1,0,2024-07-20 15:15:07,0,2024-07-20 15:15:07,,,
2017-09-10,全国,3350.00,3260.00,5710.00,16.00,110,2017-09-10 00:00:00,1,0,2024-07-20 15:15:07,0,2024-07-20 15:15:07,,,
2017-08-31,全国,11873.00,11935.00,5663.00,14.00,111,2017-08-31 00:00:00,1,0,2024-07-20 15:15:07,0,2024-07-20 15:15:07,,,
2017-08-20,全国,7620.00,7960.00,5417.00,13.00,112,2017-08-20 00:00:00,1,0,2024-07-20 15:15:07,0,2024-07-20 15:15:07,,,
2017-08-10,全国,3782.00,4137.00,5437.00,13.00,113,2017-08-10 00:00:00,1,0,2024-07-20 15:15:07,0,2024-07-20 15:15:07,,,
2017-07-31,全国,11284.00,11997.00,5848.00,15.00,114,2017-07-31 00:00:00,1,0,2024-07-20 15:15:07,0,2024-07-20 15:15:07,,,
2017-07-20,全国,6960.00,7460.00,6345.00,18.00,115,2017-07-20 00:00:00,1,0,2024-07-20 15:15:07,0,2024-07-20 15:15:07,,,
2017-07-10,全国,3270.00,3520.00,6349.00,18.00,116,2017-07-10 00:00:00,1,0,2024-07-20 15:15:07,0,2024-07-20 15:15:07,,,
2017-06-30,全国,10140.00,9840.00,6668.00,20.00,117,2017-06-30 00:00:00,1,0,2024-07-20 15:15:07,0,2024-07-20 15:15:07,,,
2017-06-20,全国,6560.00,6520.00,6427.00,20.00,118,2017-06-20 00:00:00,1,0,2024-07-20 15:15:07,0,2024-07-20 15:15:07,,,
2017-06-10,全国,3060.00,3220.00,6251.00,20.00,119,2017-06-10 00:00:00,1,0,2024-07-20 15:15:07,0,2024-07-20 15:15:07,,,
2017-05-31,全国,10199.00,9269.00,6485.00,21.00,120,2017-05-31 00:00:00,1,0,2024-07-20 15:15:07,0,2024-07-20 15:15:07,,,
2017-05-20,全国,6380.00,5880.00,6064.00,20.00,121,2017-05-20 00:00:00,1,0,2024-07-20 15:15:11,0,2024-07-20 15:15:11,,,
2017-05-10,全国,3190.00,2870.00,5906.00,19.00,122,2017-05-10 00:00:00,1,0,2024-07-20 15:15:11,0,2024-07-20 15:15:11,,,
2017-04-30,全国,9858.00,9114.00,5649.00,18.00,123,2017-04-30 00:00:00,1,0,2024-07-20 15:15:11,0,2024-07-20 15:15:11,,,
2017-04-20,全国,6440.00,6240.00,5337.00,16.00,124,2017-04-20 00:00:00,1,0,2024-07-20 15:15:11,0,2024-07-20 15:15:11,,,
2017-04-10,全国,3140.00,3070.00,5027.00,15.00,125,2017-04-10 00:00:00,1,0,2024-07-20 15:15:11,0,2024-07-20 15:15:11,,,
2017-03-31,全国,10261.00,10726.00,5007.00,14.00,126,2017-03-31 00:00:00,1,0,2024-07-20 15:15:11,0,2024-07-20 15:15:11,,,
2017-02-28,全国,9128.00,9632.00,5599.00,16.00,127,2017-02-28 00:00:00,1,0,2024-07-20 15:15:11,0,2024-07-20 15:15:11,,,
2017-02-20,华北电网,1671.60,1844.20,1737.10,19.00,128,2017-02-20 00:00:00,1,0,2024-07-20 15:15:11,0,2024-07-20 15:15:11,,,
2017-02-20,东北电网,1014.40,1016.30,564.40,11.00,129,2017-02-20 00:00:00,1,0,2024-07-20 15:15:11,0,2024-07-20 15:15:11,,,
2017-02-20,华东电网,1364.20,1440.10,1021.50,15.00,130,2017-02-20 00:00:00,1,0,2024-07-20 15:15:11,0,2024-07-20 15:15:11,,,
2017-02-20,华中电网,957.60,1060.80,1030.60,20.00,131,2017-02-20 00:00:00,1,0,2024-07-20 15:15:11,0,2024-07-20 15:15:11,,,
2017-02-20,西北电网,644.50,702.80,689.30,20.00,132,2017-02-20 00:00:00,1,0,2024-07-20 15:15:11,0,2024-07-20 15:15:11,,,
2017-02-20,南方电网,739.80,655.50,760.60,26.00,133,2017-02-20 00:00:00,1,0,2024-07-20 15:15:11,0,2024-07-20 15:15:11,,,
2017-02-20,全国,6392.20,6719.60,5803.50,18.00,134,2017-02-20 00:00:00,1,0,2024-07-20 15:15:11,0,2024-07-20 15:15:11,,,
2017-02-10,华北电网,760.70,905.20,1764.90,19.00,135,2017-02-10 00:00:00,1,0,2024-07-20 15:15:11,0,2024-07-20 15:15:11,,,
2017-02-10,东北电网,505.50,498.00,572.00,10.00,136,2017-02-10 00:00:00,1,0,2024-07-20 15:15:11,0,2024-07-20 15:15:11,,,
2017-02-10,华东电网,682.40,660.10,1110.70,16.00,137,2017-02-10 00:00:00,1,0,2024-07-20 15:15:11,0,2024-07-20 15:15:11,,,
2017-02-10,华中电网,450.30,554.60,1029.70,19.00,138,2017-02-10 00:00:00,1,0,2024-07-20 15:15:11,0,2024-07-20 15:15:11,,,
2017-02-10,西北电网,283.40,342.00,714.60,20.00,139,2017-02-10 00:00:00,1,0,2024-07-20 15:15:11,0,2024-07-20 15:15:11,,,
2017-02-10,南方电网,375.10,290.40,766.70,25.00,140,2017-02-10 00:00:00,1,0,2024-07-20 15:15:11,0,2024-07-20 15:15:11,,,
2017-02-10,全国,3057.40,3250.20,5958.50,18.00,141,2017-02-10 00:00:00,1,0,2024-07-20 15:15:11,0,2024-07-20 15:15:11,,,
2017-01-31,全国,10826.00,10978.60,6246.40,17.00,142,2017-01-31 00:00:00,1,0,2024-07-20 15:15:11,0,2024-07-20 15:15:11,,,
2017-01-31,华北电网,3006.60,2987.10,1932.80,20.00,143,2017-01-31 00:00:00,1,0,2024-07-20 15:15:11,0,2024-07-20 15:15:11,,,
2017-01-31,东北电网,1737.40,1684.30,572.00,10.00,144,2017-01-31 00:00:00,1,0,2024-07-20 15:15:11,0,2024-07-20 15:15:11,,,
2017-01-31,华东电网,2213.00,2307.80,1097.70,14.00,145,2017-01-31 00:00:00,1,0,2024-07-20 15:15:11,0,2024-07-20 15:15:11,,,
2017-01-31,华中电网,1638.60,1748.30,1146.30,20.00,146,2017-01-31 00:00:00,1,0,2024-07-20 15:15:11,0,2024-07-20 15:15:11,,,
2017-01-31,西北电网,1123.70,1186.60,809.20,21.00,147,2017-01-31 00:00:00,1,0,2024-07-20 15:15:11,0,2024-07-20 15:15:11,,,
2017-01-31,南方电网,1106.80,1064.40,688.50,20.00,148,2017-01-31 00:00:00,1,0,2024-07-20 15:15:11,0,2024-07-20 15:15:11,,,
2017-01-20,全国,7782.50,7755.30,6450.20,16.00,149,2017-01-20 00:00:00,1,0,2024-07-20 15:15:11,0,2024-07-20 15:15:11,,,
2017-01-20,华北电网,2177.00,2056.90,2036.70,19.00,150,2017-01-20 00:00:00,1,0,2024-07-20 15:15:11,0,2024-07-20 15:15:11,,,
2017-01-20,东北电网,1143.40,1124.40,535.70,9.00,151,2017-01-20 00:00:00,1,0,2024-07-20 15:15:14,0,2024-07-20 15:15:14,,,
2017-01-20,华东电网,1604.30,1706.90,1091.80,12.00,152,2017-01-20 00:00:00,1,0,2024-07-20 15:15:14,0,2024-07-20 15:15:14,,,
2017-01-20,华中电网,1166.50,1231.70,1190.80,18.00,153,2017-01-20 00:00:00,1,0,2024-07-20 15:15:14,0,2024-07-20 15:15:14,,,
2017-01-20,西北电网,843.30,815.10,922.10,22.00,154,2017-01-20 00:00:00,1,0,2024-07-20 15:15:14,0,2024-07-20 15:15:14,,,
2017-01-20,南方电网,847.90,820.20,673.00,16.00,155,2017-01-20 00:00:00,1,0,2024-07-20 15:15:14,0,2024-07-20 15:15:14,,,
2017-01-10,全国,3750.80,3932.10,6261.90,15.00,156,2017-01-10 00:00:00,1,0,2024-07-20 15:15:14,0,2024-07-20 15:15:14,,,
2017-01-10,华北电网,1036.60,1047.50,1904.80,18.00,157,2017-01-10 00:00:00,1,0,2024-07-20 15:15:14,0,2024-07-20 15:15:14,,,
2017-01-10,东北电网,565.10,552.90,535.40,9.00,158,2017-01-10 00:00:00,1,0,2024-07-20 15:15:14,0,2024-07-20 15:15:14,,,
2017-01-10,华东电网,762.90,873.20,1084.50,12.00,159,2017-01-10 00:00:00,1,0,2024-07-20 15:15:14,0,2024-07-20 15:15:14,,,
2017-01-10,华中电网,580.30,627.30,1210.00,19.00,160,2017-01-10 00:00:00,1,0,2024-07-20 15:15:14,0,2024-07-20 15:15:14,,,
2017-01-10,西北电网,401.70,411.30,899.00,21.00,161,2017-01-10 00:00:00,1,0,2024-07-20 15:15:14,0,2024-07-20 15:15:14,,,
2017-01-10,南方电网,404.30,419.80,628.30,14.00,162,2017-01-10 00:00:00,1,0,2024-07-20 15:15:14,0,2024-07-20 15:15:14,,,
