时间,地区名称,当月数量(吨),当月金额(美元),累计数量(吨),累计金额(美元),_ID,_DATA_TIME,_ACTIVE,_CREATE_ID,_CREATE_TIME,_UPDATE_ID,_UPDATE_TIME,_REMARK,_CHANGE_LOG,_RESERVE
2024-04,全国,929002.00,241974879.00,3334666.00,843257279.00,60,2024-04-30 00:00:00,1,0,2024-07-21 00:35:08,0,2024-07-21 00:35:08,,,
2024-03,湖南省,713.00,141760.00,2716.00,636231.00,61,2024-03-31 00:00:00,1,0,2024-07-21 00:35:10,0,2024-07-21 00:35:10,,,
2024-03,湖北省,0.00,0.00,24500.00,8397867.00,62,2024-03-31 00:00:00,1,0,2024-07-21 00:35:10,0,2024-07-21 00:35:10,,,
2024-03,河南省,0.00,0.00,0.00,0.00,63,2024-03-31 00:00:00,1,0,2024-07-21 00:35:10,0,2024-07-21 00:35:10,,,
2024-03,山东省,290798.00,78005490.00,496318.00,124731097.00,64,2024-03-31 00:00:00,1,0,2024-07-21 00:35:10,0,2024-07-21 00:35:10,,,
2024-03,江西省,0.00,0.00,0.00,0.00,65,2024-03-31 00:00:00,1,0,2024-07-21 00:35:10,0,2024-07-21 00:35:10,,,
2024-03,福建省,39726.00,12563593.00,258256.00,60454926.00,66,2024-03-31 00:00:00,1,0,2024-07-21 00:35:10,0,2024-07-21 00:35:10,,,
2024-03,安徽省,0.00,0.00,0.00,0.00,67,2024-03-31 00:00:00,1,0,2024-07-21 00:35:10,0,2024-07-21 00:35:10,,,
2024-03,浙江省,44281.00,8861484.00,272320.00,70871770.00,68,2024-03-31 00:00:00,1,0,2024-07-21 00:35:10,0,2024-07-21 00:35:10,,,
2024-03,江苏省,43720.00,13701226.00,209114.00,53157187.00,69,2024-03-31 00:00:00,1,0,2024-07-21 00:35:10,0,2024-07-21 00:35:10,,,
2024-03,上海市,147.00,86530.00,46177.00,6167155.00,70,2024-03-31 00:00:00,1,0,2024-07-21 00:35:10,0,2024-07-21 00:35:10,,,
2024-03,黑龙江省,0.00,0.00,0.00,0.00,71,2024-03-31 00:00:00,1,0,2024-07-21 00:35:10,0,2024-07-21 00:35:10,,,
2024-03,吉林省,0.00,0.00,3592.00,706898.00,72,2024-03-31 00:00:00,1,0,2024-07-21 00:35:10,0,2024-07-21 00:35:10,,,
2024-03,辽宁省,3772.00,868511.00,7531.00,1794094.00,73,2024-03-31 00:00:00,1,0,2024-07-21 00:35:10,0,2024-07-21 00:35:10,,,
2024-03,内蒙古区,9921.00,3611244.00,35452.00,11687624.00,74,2024-03-31 00:00:00,1,0,2024-07-21 00:35:10,0,2024-07-21 00:35:10,,,
2024-03,山西省,42748.00,8324983.00,102903.00,19189501.00,75,2024-03-31 00:00:00,1,0,2024-07-21 00:35:10,0,2024-07-21 00:35:10,,,
2024-03,河北省,165.00,57883.00,198.00,64695.00,76,2024-03-31 00:00:00,1,0,2024-07-21 00:35:10,0,2024-07-21 00:35:10,,,
2024-03,天津市,201633.00,51568722.00,322740.00,90255845.00,77,2024-03-31 00:00:00,1,0,2024-07-21 00:35:10,0,2024-07-21 00:35:10,,,
2024-03,北京市,28005.00,5924205.00,54387.00,12384623.00,78,2024-03-31 00:00:00,1,0,2024-07-21 00:35:10,0,2024-07-21 00:35:10,,,
