时间,省份,当月数量(吨),数量环比(%),累计数量(吨),当月金额(千美元),累计金额(千美元),_ID,_DATA_TIME,_ACTIVE,_CREATE_ID,_CREATE_TIME,_UPDATE_ID,_UPDATE_TIME,_REMARK,_CHANGE_LOG,_RESERVE
2023-08,广东省,0.00,300.00,0.00,0.20,0.20,1,2023-08-31 00:00:00,1,0,2024-07-20 14:44:37,0,2024-07-20 14:44:37,,,
2021-11,山东省,0.00,200.00,0.00,0.30,0.30,2,2021-11-30 00:00:00,1,0,2024-07-20 14:44:37,0,2024-07-20 14:44:37,,,
2021-10,江苏省,0.10,-99.98,0.10,0.80,0.80,3,2021-10-31 00:00:00,1,0,2024-07-20 14:44:37,0,2024-07-20 14:44:37,,,
2020-12,北京市,0.10,160.00,0.40,0.90,2.90,4,2020-12-31 00:00:00,1,0,2024-07-20 14:44:37,0,2024-07-20 14:44:37,,,
2020-10,北京市,0.10,-50.00,0.30,1.20,2.00,5,2020-10-31 00:00:00,1,0,2024-07-20 14:44:37,0,2024-07-20 14:44:37,,,
2020-08,北京市,0.10,0.00,0.20,0.20,0.80,6,2020-08-31 00:00:00,1,0,2024-07-20 14:44:37,0,2024-07-20 14:44:37,,,
2020-05,北京市,0.10,669.23,0.10,0.60,0.60,7,2020-05-31 00:00:00,1,0,2024-07-20 14:44:37,0,2024-07-20 14:44:37,,,
2019-12,河北省,0.00,-89.85,0.00,0.00,0.00,8,2019-12-31 00:00:00,1,0,2024-07-20 14:44:37,0,2024-07-20 14:44:37,,,
2019-06,上海市,0.00,-96.15,0.00,0.00,0.00,9,2019-06-30 00:00:00,1,0,2024-07-20 14:44:37,0,2024-07-20 14:44:37,,,
2018-05,上海市,0.50,1546.67,0.50,22.30,22.30,10,2018-05-31 00:00:00,1,0,2024-07-20 14:44:37,0,2024-07-20 14:44:37,,,
2018-03,广东省,0.00,-95.33,0.00,0.10,0.10,11,2018-03-31 00:00:00,1,0,2024-07-20 14:44:37,0,2024-07-20 14:44:37,,,
2018-03,山东省,0.00,-100.00,0.00,0.20,0.20,12,2018-03-31 00:00:00,1,0,2024-07-20 14:44:37,0,2024-07-20 14:44:37,,,
2017-10,北京市,0.00,-87.00,0.00,0.10,0.10,13,2017-10-31 00:00:00,1,0,2024-07-20 14:44:37,0,2024-07-20 14:44:37,,,
2017-09,河北省,0.30,100.00,0.30,2.30,2.30,14,2017-09-30 00:00:00,1,0,2024-07-20 14:44:37,0,2024-07-20 14:44:37,,,
2017-09,辽宁省,2129.00,24.09,2129.00,106.50,106.50,15,2017-09-30 00:00:00,1,0,2024-07-20 14:44:37,0,2024-07-20 14:44:37,,,
2017-08,山东省,2612.00,82820.63,10097.20,222.00,786.10,16,2017-08-31 00:00:00,1,0,2024-07-20 14:44:37,0,2024-07-20 14:44:37,,,
2017-06,山东省,3.20,-99.88,7485.20,2.20,564.10,17,2017-06-30 00:00:00,1,0,2024-07-20 14:44:37,0,2024-07-20 14:44:37,,,
2017-05,安徽省,0.10,100.00,0.10,0.90,0.90,18,2017-05-31 00:00:00,1,0,2024-07-20 14:44:37,0,2024-07-20 14:44:37,,,
2017-05,上海市,0.00,-70.00,0.00,0.10,0.10,19,2017-05-31 00:00:00,1,0,2024-07-20 14:44:37,0,2024-07-20 14:44:37,,,
2017-02,山东省,2675.00,-44.35,7482.00,187.30,561.90,20,2017-02-28 00:00:00,1,0,2024-07-20 14:44:37,0,2024-07-20 14:44:37,,,
2017-01,广东省,0.20,100.00,0.20,0.60,0.60,21,2017-01-31 00:00:00,1,0,2024-07-20 14:44:37,0,2024-07-20 14:44:37,,,
2017-01,山东省,4807.00,141.56,4807.00,374.60,374.60,22,2017-01-31 00:00:00,1,0,2024-07-20 14:44:37,0,2024-07-20 14:44:37,,,
2017-01,天津市,0.70,-99.95,0.70,0.10,0.10,23,2017-01-31 00:00:00,1,0,2024-07-20 14:44:37,0,2024-07-20 14:44:37,,,
2024-06,四川省,0.10,100.00,0.10,0.90,0.90,78,2024-06-30 00:00:00,1,0,2024-08-01 10:42:43,0,2024-08-01 10:42:43,,,
