时间,城市,产品名称,本期价格,价格类型,_ID,_DATA_TIME,_ACTIVE,_CREATE_ID,_CREATE_TIME,_UPDATE_ID,_UPDATE_TIME,_REMARK,_CHANGE_LOG,_RESERVE
2021-08-12,武安市,准二级铸造焦,3700.00,出厂价,147,2021-08-12 00:00:00,1,0,2024-07-20 22:02:21,0,2024-07-20 22:02:21,,,
2021-08-05,武安市,准二级铸造焦,3700.00,出厂价,148,2021-08-05 00:00:00,1,0,2024-07-20 22:02:21,0,2024-07-20 22:02:21,,,
2021-07-29,武安市,准二级铸造焦,3500.00,出厂价,149,2021-07-29 00:00:00,1,0,2024-07-20 22:02:21,0,2024-07-20 22:02:21,,,
2021-07-22,武安市,准二级铸造焦,3500.00,出厂价,150,2021-07-22 00:00:00,1,0,2024-07-20 22:02:21,0,2024-07-20 22:02:21,,,
2021-07-15,武安市,准二级铸造焦,3500.00,出厂价,151,2021-07-15 00:00:00,1,0,2024-07-20 22:02:25,0,2024-07-20 22:02:25,,,
2021-07-08,武安市,准二级铸造焦,3500.00,出厂价,152,2021-07-08 00:00:00,1,0,2024-07-20 22:02:25,0,2024-07-20 22:02:25,,,
2021-07-01,武安市,准二级铸造焦,3500.00,出厂价,153,2021-07-01 00:00:00,1,0,2024-07-20 22:02:25,0,2024-07-20 22:02:25,,,
2021-06-24,武安市,准二级铸造焦,3500.00,出厂价,154,2021-06-24 00:00:00,1,0,2024-07-20 22:02:25,0,2024-07-20 22:02:25,,,
2021-06-17,武安市,准二级铸造焦,3500.00,出厂价,155,2021-06-17 00:00:00,1,0,2024-07-20 22:02:25,0,2024-07-20 22:02:25,,,
2021-06-10,武安市,准二级铸造焦,3500.00,出厂价,156,2021-06-10 00:00:00,1,0,2024-07-20 22:02:25,0,2024-07-20 22:02:25,,,
2021-06-03,武安市,准二级铸造焦,3500.00,出厂价,157,2021-06-03 00:00:00,1,0,2024-07-20 22:02:25,0,2024-07-20 22:02:25,,,
2021-05-27,武安市,准二级铸造焦,3500.00,出厂价,158,2021-05-27 00:00:00,1,0,2024-07-20 22:02:25,0,2024-07-20 22:02:25,,,
2021-05-20,武安市,准二级铸造焦,3500.00,出厂价,159,2021-05-20 00:00:00,1,0,2024-07-20 22:02:25,0,2024-07-20 22:02:25,,,
2021-05-13,武安市,准二级铸造焦,3200.00,出厂价,160,2021-05-13 00:00:00,1,0,2024-07-20 22:02:25,0,2024-07-20 22:02:25,,,
2021-05-06,武安市,准二级铸造焦,3100.00,出厂价,161,2021-05-06 00:00:00,1,0,2024-07-20 22:02:25,0,2024-07-20 22:02:25,,,
2021-04-29,武安市,准二级铸造焦,3100.00,出厂价,162,2021-04-29 00:00:00,1,0,2024-07-20 22:02:25,0,2024-07-20 22:02:25,,,
2021-04-22,武安市,准二级铸造焦,3100.00,出厂价,163,2021-04-22 00:00:00,1,0,2024-07-20 22:02:25,0,2024-07-20 22:02:25,,,
2021-04-15,武安市,准二级铸造焦,3100.00,出厂价,164,2021-04-15 00:00:00,1,0,2024-07-20 22:02:25,0,2024-07-20 22:02:25,,,
2021-04-08,武安市,准二级铸造焦,3200.00,出厂价,165,2021-04-08 00:00:00,1,0,2024-07-20 22:02:25,0,2024-07-20 22:02:25,,,
2021-04-01,武安市,准二级铸造焦,3200.00,出厂价,166,2021-04-01 00:00:00,1,0,2024-07-20 22:02:25,0,2024-07-20 22:02:25,,,
2021-03-25,武安市,准二级铸造焦,3200.00,出厂价,167,2021-03-25 00:00:00,1,0,2024-07-20 22:02:25,0,2024-07-20 22:02:25,,,
2021-03-18,武安市,准二级铸造焦,3200.00,出厂价,168,2021-03-18 00:00:00,1,0,2024-07-20 22:02:25,0,2024-07-20 22:02:25,,,
2021-03-11,武安市,准二级铸造焦,3200.00,出厂价,169,2021-03-11 00:00:00,1,0,2024-07-20 22:02:25,0,2024-07-20 22:02:25,,,
2021-03-04,武安市,准二级铸造焦,3200.00,出厂价,170,2021-03-04 00:00:00,1,0,2024-07-20 22:02:25,0,2024-07-20 22:02:25,,,
2021-02-25,武安市,准二级铸造焦,3200.00,出厂价,171,2021-02-25 00:00:00,1,0,2024-07-20 22:02:25,0,2024-07-20 22:02:25,,,
2021-02-18,武安市,准二级铸造焦,3200.00,出厂价,172,2021-02-18 00:00:00,1,0,2024-07-20 22:02:25,0,2024-07-20 22:02:25,,,
2021-02-04,武安市,准二级铸造焦,3200.00,出厂价,173,2021-02-04 00:00:00,1,0,2024-07-20 22:02:25,0,2024-07-20 22:02:25,,,
2021-01-28,武安市,准二级铸造焦,3200.00,出厂价,174,2021-01-28 00:00:00,1,0,2024-07-20 22:02:25,0,2024-07-20 22:02:25,,,
2021-01-21,武安市,准二级铸造焦,3200.00,出厂价,175,2021-01-21 00:00:00,1,0,2024-07-20 22:02:25,0,2024-07-20 22:02:25,,,
2021-01-14,武安市,准二级铸造焦,3200.00,出厂价,176,2021-01-14 00:00:00,1,0,2024-07-20 22:02:25,0,2024-07-20 22:02:25,,,
2021-01-07,武安市,准二级铸造焦,3200.00,出厂价,177,2021-01-07 00:00:00,1,0,2024-07-20 22:02:25,0,2024-07-20 22:02:25,,,
2020-12-31,武安市,准二级铸造焦,3150.00,出厂价,178,2020-12-31 00:00:00,1,0,2024-07-20 22:02:25,0,2024-07-20 22:02:25,,,
2020-12-24,武安市,准二级铸造焦,3150.00,出厂价,179,2020-12-24 00:00:00,1,0,2024-07-20 22:02:25,0,2024-07-20 22:02:25,,,
2020-12-17,武安市,准二级铸造焦,3150.00,出厂价,180,2020-12-17 00:00:00,1,0,2024-07-20 22:02:25,0,2024-07-20 22:02:25,,,
2020-12-10,武安市,准二级铸造焦,3100.00,出厂价,181,2020-12-10 00:00:00,1,0,2024-07-20 22:02:28,0,2024-07-20 22:02:28,,,
2020-12-03,武安市,准二级铸造焦,3100.00,出厂价,182,2020-12-03 00:00:00,1,0,2024-07-20 22:02:28,0,2024-07-20 22:02:28,,,
2020-11-26,武安市,准二级铸造焦,3100.00,出厂价,183,2020-11-26 00:00:00,1,0,2024-07-20 22:02:28,0,2024-07-20 22:02:28,,,
2020-11-19,武安市,准二级铸造焦,3100.00,出厂价,184,2020-11-19 00:00:00,1,0,2024-07-20 22:02:28,0,2024-07-20 22:02:28,,,
2020-11-12,武安市,准二级铸造焦,3050.00,出厂价,185,2020-11-12 00:00:00,1,0,2024-07-20 22:02:28,0,2024-07-20 22:02:28,,,
2020-11-05,武安市,准二级铸造焦,3050.00,出厂价,186,2020-11-05 00:00:00,1,0,2024-07-20 22:02:28,0,2024-07-20 22:02:28,,,
2020-10-29,武安市,准二级铸造焦,3050.00,出厂价,187,2020-10-29 00:00:00,1,0,2024-07-20 22:02:28,0,2024-07-20 22:02:28,,,
2020-10-22,武安市,准二级铸造焦,3050.00,出厂价,188,2020-10-22 00:00:00,1,0,2024-07-20 22:02:28,0,2024-07-20 22:02:28,,,
2020-10-15,武安市,准二级铸造焦,3050.00,出厂价,189,2020-10-15 00:00:00,1,0,2024-07-20 22:02:28,0,2024-07-20 22:02:28,,,
2020-10-09,武安市,准二级铸造焦,3000.00,出厂价,190,2020-10-09 00:00:00,1,0,2024-07-20 22:02:28,0,2024-07-20 22:02:28,,,
2020-09-24,武安市,准二级铸造焦,3000.00,出厂价,191,2020-09-24 00:00:00,1,0,2024-07-20 22:02:28,0,2024-07-20 22:02:28,,,
2020-09-17,武安市,准二级铸造焦,3000.00,出厂价,192,2020-09-17 00:00:00,1,0,2024-07-20 22:02:28,0,2024-07-20 22:02:28,,,
2020-09-10,武安市,准二级铸造焦,3000.00,出厂价,193,2020-09-10 00:00:00,1,0,2024-07-20 22:02:28,0,2024-07-20 22:02:28,,,
