时间,产品名称,报价地,灰份,挥发份,硫份,粘结指数,发热量,价格(元/吨),价格类型,_ID,_DATA_TIME,_ACTIVE,_CREATE_ID,_CREATE_TIME,_UPDATE_ID,_UPDATE_TIME,_REMARK,_CHANGE_LOG,_RESERVE
2024-07-19,高硫末,徐州港,22.00,7.00,2.50,,6000.00,860.00,平仓价,1,2024-07-19 00:00:00,1,0,2024-07-19 20:52:26,0,2024-07-19 20:52:26,,,
2024-07-19,末煤,西安市,21.00,38.00,0.60,,5500.00,850.00,场地价,2,2024-07-19 00:00:00,1,0,2024-07-19 20:52:26,0,2024-07-19 20:52:26,,,
2024-07-19,末煤,陵川县,13.00,9.00,1.56,,7000.00,840.00,坑口价,3,2024-07-19 00:00:00,1,0,2024-07-19 20:52:26,0,2024-07-19 20:52:26,,,
2024-07-19,末煤,彬长地区,21.00,28.00,1.60,,5500.00,635.00,坑口价,4,2024-07-19 00:00:00,1,0,2024-07-19 20:52:26,0,2024-07-19 20:52:26,,,
2024-07-19,末煤,晋城市,17.00,6.50,0.45,,5800.00,940.00,车板价,5,2024-07-19 00:00:00,1,0,2024-07-19 20:52:26,0,2024-07-19 20:52:26,,,
2024-07-19,末煤,泽州县,18.00,6.00,0.25,,5600.00,890.00,坑口价,6,2024-07-19 00:00:00,1,0,2024-07-19 20:52:26,0,2024-07-19 20:52:26,,,
2024-07-19,末煤,沁水县,15.00,7.00,0.30,,6000.00,925.00,车板价,7,2024-07-19 00:00:00,1,0,2024-07-19 20:52:26,0,2024-07-19 20:52:26,,,
2024-07-19,末煤,府谷县,14.00,37.00,0.60,,6000.00,725.00,坑口价,8,2024-07-19 00:00:00,1,0,2024-07-19 20:52:26,0,2024-07-19 20:52:26,,,
2024-07-19,末煤,阳泉市,15.00,8.00,0.95,,6200.00,850.00,坑口价,9,2024-07-19 00:00:00,1,0,2024-07-19 20:52:26,0,2024-07-19 20:52:26,,,
2024-07-19,无烟末煤,阳城县,20.00,8.50,0.60,,5800.00,915.00,车板价,10,2024-07-19 00:00:00,1,0,2024-07-19 20:52:26,0,2024-07-19 20:52:26,,,
2024-07-19,无烟末煤,徐州港,21.00,7.00,0.45,,5800.00,900.00,平仓价,11,2024-07-19 00:00:00,1,0,2024-07-19 20:52:26,0,2024-07-19 20:52:26,,,
2024-07-19,无烟末煤,安顺市,28.00,6.00,,,5000.00,845.00,坑口价,12,2024-07-19 00:00:00,1,0,2024-07-19 20:52:26,0,2024-07-19 20:52:26,,,
2024-07-19,无烟末煤,昭通市,20.00,8.00,1.00,,6000.00,975.00,坑口价,13,2024-07-19 00:00:00,1,0,2024-07-19 20:52:26,0,2024-07-19 20:52:26,,,
2024-07-19,无烟末煤,阳泉市,10.50,6.50,1.00,,6500.00,860.00,车板价,14,2024-07-19 00:00:00,1,0,2024-07-19 20:52:26,0,2024-07-19 20:52:26,,,
2024-07-19,无烟末煤,沁水县,16.00,7.00,0.30,,6200.00,905.00,坑口价,15,2024-07-19 00:00:00,1,0,2024-07-19 20:52:26,0,2024-07-19 20:52:26,,,
2024-07-19,无烟末煤,陵川县,13.00,9.00,1.50,,7000.00,850.00,车板价,16,2024-07-19 00:00:00,1,0,2024-07-19 20:52:26,0,2024-07-19 20:52:26,,,
2024-07-19,无烟末煤,郴州市,20.00,6.50,1.15,,5500.00,985.00,出厂价,17,2024-07-19 00:00:00,1,0,2024-07-19 20:52:26,0,2024-07-19 20:52:26,,,
2024-07-19,无烟末煤,株洲市,20.00,5.00,1.00,,5000.00,965.00,出厂价,18,2024-07-19 00:00:00,1,0,2024-07-19 20:52:26,0,2024-07-19 20:52:26,,,
2024-07-19,无烟末煤,泽州县,16.50,8.50,0.30,,6000.00,910.00,车板价,19,2024-07-19 00:00:00,1,0,2024-07-19 20:52:26,0,2024-07-19 20:52:26,,,
2024-07-19,无烟末煤,晋城市,15.00,6.50,0.45,,6000.00,930.00,坑口价,20,2024-07-19 00:00:00,1,0,2024-07-19 20:52:26,0,2024-07-19 20:52:26,,,
2024-07-19,无烟末,焦作市,21.00,8.00,0.40,,6200.00,1110.00,车板价,21,2024-07-19 00:00:00,1,0,2024-07-19 20:52:26,0,2024-07-19 20:52:26,,,
2024-07-19,成庄末,徐州港,22.00,7.00,0.50,,5800.00,1120.00,平仓价,22,2024-07-19 00:00:00,1,0,2024-07-19 20:52:26,0,2024-07-19 20:52:26,,,
2024-07-19,动力煤,济源市,26.00,8.00,1.20,,5800.00,825.00,车板价,23,2024-07-19 00:00:00,1,0,2024-07-19 20:52:26,0,2024-07-19 20:52:26,,,
2024-07-19,动力煤,焦作市,21.00,9.00,0.40,,5500.00,775.00,车板价,24,2024-07-19 00:00:00,1,0,2024-07-19 20:52:26,0,2024-07-19 20:52:26,,,
2024-07-19,优末煤,高平市,10.00,9.00,0.50,,7000.00,1005.00,车板价,25,2024-07-19 00:00:00,1,0,2024-07-19 20:52:26,0,2024-07-19 20:52:26,,,
2024-07-19,9#沫,泽州县,19.00,7.50,1.50,,5100.00,840.00,坑口价,26,2024-07-19 00:00:00,1,0,2024-07-19 20:52:26,0,2024-07-19 20:52:26,,,
2024-07-19,9#末煤,高平市,19.00,9.00,1.50,,5300.00,840.00,坑口价,27,2024-07-19 00:00:00,1,0,2024-07-19 20:52:26,0,2024-07-19 20:52:26,,,
2024-07-19,15#末煤,泽州县,19.00,7.50,2.50,,4500.00,755.00,坑口价,28,2024-07-19 00:00:00,1,0,2024-07-19 20:52:26,0,2024-07-19 20:52:26,,,
2024-07-18,高硫末,徐州港,22.00,7.00,2.50,,6000.00,860.00,平仓价,29,2024-07-18 00:00:00,1,0,2024-07-19 20:52:26,0,2024-07-19 20:52:26,,,
2024-07-18,末煤,府谷县,14.00,37.00,0.60,,6000.00,725.00,坑口价,30,2024-07-18 00:00:00,1,0,2024-07-19 20:52:26,0,2024-07-19 20:52:26,,,
2024-07-18,末煤,府谷县,14.00,37.00,0.60,,6000.00,725.00,坑口价,31,2024-07-18 00:00:00,1,0,2024-07-19 20:52:30,0,2024-07-19 20:52:30,,,
2024-07-18,末煤,西安市,21.00,38.00,0.60,,5500.00,850.00,场地价,32,2024-07-18 00:00:00,1,0,2024-07-19 20:52:30,0,2024-07-19 20:52:30,,,
