时间,项目名称,当期值(%),_ID,_DATA_TIME,_ACTIVE,_CREATE_ID,_CREATE_TIME,_UPDATE_ID,_UPDATE_TIME,_REMARK,_CHANGE_LOG,_RESERVE
2020-01,制造业采购经理指数(%),50.00,107,2020-01-31 00:00:00,1,0,2024-07-21 04:55:27,0,2024-07-21 04:55:27,,,
2020-01,非制造业采购经理指数(%),54.10,108,2020-01-31 00:00:00,1,0,2024-07-21 04:55:27,0,2024-07-21 04:55:27,,,
2019-12,制造业采购经理指数(%),50.20,109,2019-12-31 00:00:00,1,0,2024-07-21 04:55:27,0,2024-07-21 04:55:27,,,
2019-12,非制造业采购经理指数(%),53.50,110,2019-12-31 00:00:00,1,0,2024-07-21 04:55:27,0,2024-07-21 04:55:27,,,
2019-11,制造业采购经理指数(%),50.20,111,2019-11-30 00:00:00,1,0,2024-07-21 04:55:27,0,2024-07-21 04:55:27,,,
2019-11,非制造业采购经理指数(%),54.40,112,2019-11-30 00:00:00,1,0,2024-07-21 04:55:27,0,2024-07-21 04:55:27,,,
2019-10,制造业采购经理指数(%),49.30,113,2019-10-31 00:00:00,1,0,2024-07-21 04:55:27,0,2024-07-21 04:55:27,,,
2019-10,非制造业采购经理指数(%),52.80,114,2019-10-31 00:00:00,1,0,2024-07-21 04:55:27,0,2024-07-21 04:55:27,,,
2019-09,制造业采购经理指数(%),49.80,115,2019-09-30 00:00:00,1,0,2024-07-21 04:55:27,0,2024-07-21 04:55:27,,,
2019-09,非制造业采购经理指数(%),53.70,116,2019-09-30 00:00:00,1,0,2024-07-21 04:55:27,0,2024-07-21 04:55:27,,,
2019-08,非制造业采购经理指数(%),53.80,117,2019-08-31 00:00:00,1,0,2024-07-21 04:55:27,0,2024-07-21 04:55:27,,,
2019-08,制造业采购经理指数(%),49.50,118,2019-08-31 00:00:00,1,0,2024-07-21 04:55:27,0,2024-07-21 04:55:27,,,
2019-07,制造业采购经理指数(%),49.70,119,2019-07-31 00:00:00,1,0,2024-07-21 04:55:27,0,2024-07-21 04:55:27,,,
2019-07,非制造业采购经理指数(%),53.70,120,2019-07-31 00:00:00,1,0,2024-07-21 04:55:27,0,2024-07-21 04:55:27,,,
2019-06,制造业采购经理指数(%),49.40,121,2019-06-30 00:00:00,1,0,2024-07-21 04:55:29,0,2024-07-21 04:55:29,,,
2019-06,非制造业采购经理指数(%),54.20,122,2019-06-30 00:00:00,1,0,2024-07-21 04:55:29,0,2024-07-21 04:55:29,,,
2019-05,制造业采购经理指数(%),49.40,123,2019-05-31 00:00:00,1,0,2024-07-21 04:55:29,0,2024-07-21 04:55:29,,,
2019-05,非制造业采购经理指数(%),54.30,124,2019-05-31 00:00:00,1,0,2024-07-21 04:55:29,0,2024-07-21 04:55:29,,,
2019-04,制造业采购经理指数(%),50.10,125,2019-04-30 00:00:00,1,0,2024-07-21 04:55:29,0,2024-07-21 04:55:29,,,
2019-04,非制造业采购经理指数(%),54.30,126,2019-04-30 00:00:00,1,0,2024-07-21 04:55:29,0,2024-07-21 04:55:29,,,
2019-03,制造业采购经理指数(%),50.50,127,2019-03-31 00:00:00,1,0,2024-07-21 04:55:29,0,2024-07-21 04:55:29,,,
2019-03,非制造业采购经理指数(%),54.80,128,2019-03-31 00:00:00,1,0,2024-07-21 04:55:29,0,2024-07-21 04:55:29,,,
2019-02,制造业采购经理指数(%),49.20,129,2019-02-28 00:00:00,1,0,2024-07-21 04:55:29,0,2024-07-21 04:55:29,,,
2019-02,非制造业采购经理指数(%),54.30,130,2019-02-28 00:00:00,1,0,2024-07-21 04:55:29,0,2024-07-21 04:55:29,,,
2019-01,制造业采购经理指数(%),49.50,131,2019-01-31 00:00:00,1,0,2024-07-21 04:55:29,0,2024-07-21 04:55:29,,,
2019-01,非制造业采购经理指数(%),54.70,132,2019-01-31 00:00:00,1,0,2024-07-21 04:55:29,0,2024-07-21 04:55:29,,,
2018-12,制造业采购经理指数(%),49.40,133,2018-12-31 00:00:00,1,0,2024-07-21 04:55:29,0,2024-07-21 04:55:29,,,
2018-12,非制造业采购经理指数(%),53.80,134,2018-12-31 00:00:00,1,0,2024-07-21 04:55:29,0,2024-07-21 04:55:29,,,
2018-11,制造业采购经理指数(%),50.00,135,2018-11-30 00:00:00,1,0,2024-07-21 04:55:29,0,2024-07-21 04:55:29,,,
2018-11,非制造业采购经理指数(%),53.40,136,2018-11-30 00:00:00,1,0,2024-07-21 04:55:29,0,2024-07-21 04:55:29,,,
2018-10,制造业采购经理指数(%),50.20,137,2018-10-31 00:00:00,1,0,2024-07-21 04:55:29,0,2024-07-21 04:55:29,,,
2018-10,非制造业采购经理指数(%),53.90,138,2018-10-31 00:00:00,1,0,2024-07-21 04:55:29,0,2024-07-21 04:55:29,,,
2018-09,制造业采购经理指数(%),50.80,139,2018-09-30 00:00:00,1,0,2024-07-21 04:55:29,0,2024-07-21 04:55:29,,,
2018-09,非制造业采购经理指数(%),54.90,140,2018-09-30 00:00:00,1,0,2024-07-21 04:55:29,0,2024-07-21 04:55:29,,,
2018-08,制造业采购经理指数(%),51.30,141,2018-08-31 00:00:00,1,0,2024-07-21 04:55:29,0,2024-07-21 04:55:29,,,
2018-08,非制造业采购经理指数(%),54.20,142,2018-08-31 00:00:00,1,0,2024-07-21 04:55:29,0,2024-07-21 04:55:29,,,
2018-07,制造业采购经理指数(%),51.20,143,2018-07-31 00:00:00,1,0,2024-07-21 04:55:29,0,2024-07-21 04:55:29,,,
2018-07,非制造业采购经理指数(%),54.00,144,2018-07-31 00:00:00,1,0,2024-07-21 04:55:29,0,2024-07-21 04:55:29,,,
2018-06,制造业采购经理指数(%),51.50,145,2018-06-30 00:00:00,1,0,2024-07-21 04:55:29,0,2024-07-21 04:55:29,,,
2018-06,非制造业采购经理指数(%),55.00,146,2018-06-30 00:00:00,1,0,2024-07-21 04:55:29,0,2024-07-21 04:55:29,,,
2018-05,制造业采购经理指数(%),51.90,147,2018-05-31 00:00:00,1,0,2024-07-21 04:55:29,0,2024-07-21 04:55:29,,,
2018-05,非制造业采购经理指数(%),54.90,148,2018-05-31 00:00:00,1,0,2024-07-21 04:55:29,0,2024-07-21 04:55:29,,,
2018-04,制造业采购经理指数(%),51.40,149,2018-04-30 00:00:00,1,0,2024-07-21 04:55:29,0,2024-07-21 04:55:29,,,
2018-04,非制造业采购经理指数(%),54.80,150,2018-04-30 00:00:00,1,0,2024-07-21 04:55:29,0,2024-07-21 04:55:29,,,
2018-03,制造业采购经理指数(%),51.50,151,2018-03-31 00:00:00,1,0,2024-07-21 04:55:32,0,2024-07-21 04:55:32,,,
2018-03,非制造业采购经理指数(%),54.60,152,2018-03-31 00:00:00,1,0,2024-07-21 04:55:32,0,2024-07-21 04:55:32,,,
2018-02,制造业采购经理指数(%),50.30,153,2018-02-28 00:00:00,1,0,2024-07-21 04:55:32,0,2024-07-21 04:55:32,,,
2018-02,非制造业采购经理指数(%),54.40,154,2018-02-28 00:00:00,1,0,2024-07-21 04:55:32,0,2024-07-21 04:55:32,,,
2018-01,制造业采购经理指数(%),51.30,155,2018-01-31 00:00:00,1,0,2024-07-21 04:55:32,0,2024-07-21 04:55:32,,,
2018-01,非制造业采购经理指数(%),55.30,156,2018-01-31 00:00:00,1,0,2024-07-21 04:55:32,0,2024-07-21 04:55:32,,,
2017-12,制造业采购经理指数(%),51.60,157,2017-12-31 00:00:00,1,0,2024-07-21 04:55:32,0,2024-07-21 04:55:32,,,
