时间,产品名称,报价地,灰份,挥发份,硫份,粘结指数,发热量,价格(元/吨),价格类型,_ID,_DATA_TIME,_ACTIVE,_CREATE_ID,_CREATE_TIME,_UPDATE_ID,_UPDATE_TIME,_REMARK,_CHANGE_LOG,_RESERVE
2024-07-19,褐煤2#,葫芦岛港,25.00,30.00,0.65,,3200.00,420.00,平仓价,1,2024-07-19 00:00:00,1,0,2024-07-20 05:09:34,0,2024-07-20 05:09:34,,,
2024-07-19,褐煤2#,锦州港,25.00,44.00,0.65,,3200.00,430.00,平仓价,2,2024-07-19 00:00:00,1,0,2024-07-20 05:09:34,0,2024-07-20 05:09:34,,,
2024-07-19,褐煤1#,葫芦岛港,25.00,30.00,0.65,,3500.00,490.00,平仓价,3,2024-07-19 00:00:00,1,0,2024-07-20 05:09:34,0,2024-07-20 05:09:34,,,
2024-07-19,褐煤1#,锦州港,25.00,44.00,0.65,,3500.00,505.00,平仓价,4,2024-07-19 00:00:00,1,0,2024-07-20 05:09:34,0,2024-07-20 05:09:34,,,
2024-07-19,褐煤,海拉尔区,17.00,46.00,0.60,,4200.00,420.00,坑口价,5,2024-07-19 00:00:00,1,0,2024-07-20 05:09:34,0,2024-07-20 05:09:34,,,
2024-07-19,褐煤,霍林郭勒市,25.00,43.50,0.45,,3500.00,400.00,坑口价,6,2024-07-19 00:00:00,1,0,2024-07-20 05:09:34,0,2024-07-20 05:09:34,,,
2024-07-19,褐煤,满洲里口岸,,,0.30,,4000.00,405.00,车板价,7,2024-07-19 00:00:00,1,0,2024-07-20 05:09:34,0,2024-07-20 05:09:34,,,
2024-07-19,低卡褐煤,海拉尔区,12.00,37.50,0.60,,3500.00,390.00,坑口价,8,2024-07-19 00:00:00,1,0,2024-07-20 05:09:34,0,2024-07-20 05:09:34,,,
2024-07-18,褐煤2#,锦州港,25.00,44.00,0.65,,3200.00,430.00,平仓价,9,2024-07-18 00:00:00,1,0,2024-07-20 05:09:34,0,2024-07-20 05:09:34,,,
2024-07-18,褐煤2#,葫芦岛港,25.00,30.00,0.65,,3200.00,420.00,平仓价,10,2024-07-18 00:00:00,1,0,2024-07-20 05:09:34,0,2024-07-20 05:09:34,,,
