时间,数值,_ID,_DATA_TIME,_ACTIVE,_CREATE_ID,_CREATE_TIME,_UPDATE_ID,_UPDATE_TIME,_REMARK,_CHANGE_LOG,_RESERVE
2024-04-03,18.60,108,2024-04-03 00:00:00,1,0,2024-07-20 10:02:08,0,2024-07-20 10:02:08,,,
2024-04-02,17.10,109,2024-04-02 00:00:00,1,0,2024-07-20 10:02:08,0,2024-07-20 10:02:08,,,
2024-04-01,20.30,110,2024-04-01 00:00:00,1,0,2024-07-20 10:02:08,0,2024-07-20 10:02:08,,,
2024-03-31,21.10,111,2024-03-31 00:00:00,1,0,2024-07-20 10:02:08,0,2024-07-20 10:02:08,,,
2024-03-30,20.20,112,2024-03-30 00:00:00,1,0,2024-07-20 10:02:08,0,2024-07-20 10:02:08,,,
2024-03-29,17.80,113,2024-03-29 00:00:00,1,0,2024-07-20 10:02:08,0,2024-07-20 10:02:08,,,
2024-03-28,16.10,114,2024-03-28 00:00:00,1,0,2024-07-20 10:02:08,0,2024-07-20 10:02:08,,,
2024-03-27,17.70,115,2024-03-27 00:00:00,1,0,2024-07-20 10:02:08,0,2024-07-20 10:02:08,,,
2024-03-26,15.90,116,2024-03-26 00:00:00,1,0,2024-07-20 10:02:08,0,2024-07-20 10:02:08,,,
2024-03-25,17.30,117,2024-03-25 00:00:00,1,0,2024-07-20 10:02:08,0,2024-07-20 10:02:08,,,
2024-03-24,21.10,118,2024-03-24 00:00:00,1,0,2024-07-20 10:02:08,0,2024-07-20 10:02:08,,,
2024-03-23,25.00,119,2024-03-23 00:00:00,1,0,2024-07-20 10:02:08,0,2024-07-20 10:02:08,,,
2024-03-22,22.90,120,2024-03-22 00:00:00,1,0,2024-07-20 10:02:08,0,2024-07-20 10:02:08,,,
2024-03-21,26.40,121,2024-03-21 00:00:00,1,0,2024-07-20 10:02:13,0,2024-07-20 10:02:13,,,
2024-03-20,30.00,122,2024-03-20 00:00:00,1,0,2024-07-20 10:02:13,0,2024-07-20 10:02:13,,,
2024-03-19,27.40,123,2024-03-19 00:00:00,1,0,2024-07-20 10:02:13,0,2024-07-20 10:02:13,,,
2024-03-18,26.40,124,2024-03-18 00:00:00,1,0,2024-07-20 10:02:13,0,2024-07-20 10:02:13,,,
2024-03-17,22.20,125,2024-03-17 00:00:00,1,0,2024-07-20 10:02:13,0,2024-07-20 10:02:13,,,
2024-03-16,24.50,126,2024-03-16 00:00:00,1,0,2024-07-20 10:02:13,0,2024-07-20 10:02:13,,,
2024-03-15,20.40,127,2024-03-15 00:00:00,1,0,2024-07-20 10:02:13,0,2024-07-20 10:02:13,,,
2024-03-14,16.80,128,2024-03-14 00:00:00,1,0,2024-07-20 10:02:13,0,2024-07-20 10:02:13,,,
2024-03-13,17.60,129,2024-03-13 00:00:00,1,0,2024-07-20 10:02:13,0,2024-07-20 10:02:13,,,
2024-03-12,20.00,130,2024-03-12 00:00:00,1,0,2024-07-20 10:02:13,0,2024-07-20 10:02:13,,,
2024-03-11,18.30,131,2024-03-11 00:00:00,1,0,2024-07-20 10:02:13,0,2024-07-20 10:02:13,,,
2024-03-10,23.80,132,2024-03-10 00:00:00,1,0,2024-07-20 10:02:13,0,2024-07-20 10:02:13,,,
2024-03-09,25.80,133,2024-03-09 00:00:00,1,0,2024-07-20 10:02:13,0,2024-07-20 10:02:13,,,
2024-03-08,31.50,134,2024-03-08 00:00:00,1,0,2024-07-20 10:02:13,0,2024-07-20 10:02:13,,,
2024-03-07,25.70,135,2024-03-07 00:00:00,1,0,2024-07-20 10:02:13,0,2024-07-20 10:02:13,,,
2024-03-06,20.60,136,2024-03-06 00:00:00,1,0,2024-07-20 10:02:13,0,2024-07-20 10:02:13,,,
2024-03-05,17.90,137,2024-03-05 00:00:00,1,0,2024-07-20 10:02:13,0,2024-07-20 10:02:13,,,
2024-03-04,23.00,138,2024-03-04 00:00:00,1,0,2024-07-20 10:02:13,0,2024-07-20 10:02:13,,,
2024-03-03,22.50,139,2024-03-03 00:00:00,1,0,2024-07-20 10:02:13,0,2024-07-20 10:02:13,,,
2024-03-02,21.00,140,2024-03-02 00:00:00,1,0,2024-07-20 10:02:13,0,2024-07-20 10:02:13,,,
2024-03-01,21.20,141,2024-03-01 00:00:00,1,0,2024-07-20 10:02:13,0,2024-07-20 10:02:13,,,
2024-02-29,23.90,142,2024-02-29 00:00:00,1,0,2024-07-20 10:02:13,0,2024-07-20 10:02:13,,,
2024-02-28,21.60,143,2024-02-28 00:00:00,1,0,2024-07-20 10:02:13,0,2024-07-20 10:02:13,,,
2024-02-27,20.30,144,2024-02-27 00:00:00,1,0,2024-07-20 10:02:13,0,2024-07-20 10:02:13,,,
2024-02-26,19.00,145,2024-02-26 00:00:00,1,0,2024-07-20 10:02:13,0,2024-07-20 10:02:13,,,
2024-02-25,16.70,146,2024-02-25 00:00:00,1,0,2024-07-20 10:02:13,0,2024-07-20 10:02:13,,,
2024-02-24,16.30,147,2024-02-24 00:00:00,1,0,2024-07-20 10:02:13,0,2024-07-20 10:02:13,,,
2024-02-23,17.80,148,2024-02-23 00:00:00,1,0,2024-07-20 10:02:13,0,2024-07-20 10:02:13,,,
2024-02-22,15.60,149,2024-02-22 00:00:00,1,0,2024-07-20 10:02:13,0,2024-07-20 10:02:13,,,
2024-02-21,13.00,150,2024-02-21 00:00:00,1,0,2024-07-20 10:02:13,0,2024-07-20 10:02:13,,,
2024-02-20,14.00,151,2024-02-20 00:00:00,1,0,2024-07-20 10:02:17,0,2024-07-20 10:02:17,,,
2024-02-19,13.70,152,2024-02-19 00:00:00,1,0,2024-07-20 10:02:17,0,2024-07-20 10:02:17,,,
2024-02-18,12.50,153,2024-02-18 00:00:00,1,0,2024-07-20 10:02:17,0,2024-07-20 10:02:17,,,
2024-02-17,12.50,154,2024-02-17 00:00:00,1,0,2024-07-20 10:02:17,0,2024-07-20 10:02:17,,,
2024-02-16,10.90,155,2024-02-16 00:00:00,1,0,2024-07-20 10:02:17,0,2024-07-20 10:02:17,,,
2024-02-15,10.60,156,2024-02-15 00:00:00,1,0,2024-07-20 10:02:17,0,2024-07-20 10:02:17,,,
2024-02-14,10.50,157,2024-02-14 00:00:00,1,0,2024-07-20 10:02:17,0,2024-07-20 10:02:17,,,
2024-02-13,10.80,158,2024-02-13 00:00:00,1,0,2024-07-20 10:02:17,0,2024-07-20 10:02:17,,,
2024-02-12,10.70,159,2024-02-12 00:00:00,1,0,2024-07-20 10:02:17,0,2024-07-20 10:02:17,,,
2024-02-11,11.80,160,2024-02-11 00:00:00,1,0,2024-07-20 10:02:17,0,2024-07-20 10:02:17,,,
2024-02-10,14.90,161,2024-02-10 00:00:00,1,0,2024-07-20 10:02:17,0,2024-07-20 10:02:17,,,
2024-02-09,15.60,162,2024-02-09 00:00:00,1,0,2024-07-20 10:02:17,0,2024-07-20 10:02:17,,,
2024-02-08,18.40,163,2024-02-08 00:00:00,1,0,2024-07-20 10:02:17,0,2024-07-20 10:02:17,,,
2024-02-07,22.00,164,2024-02-07 00:00:00,1,0,2024-07-20 10:02:17,0,2024-07-20 10:02:17,,,
2024-02-06,22.20,165,2024-02-06 00:00:00,1,0,2024-07-20 10:02:17,0,2024-07-20 10:02:17,,,
2024-02-05,20.80,166,2024-02-05 00:00:00,1,0,2024-07-20 10:02:17,0,2024-07-20 10:02:17,,,
2024-02-04,21.70,167,2024-02-04 00:00:00,1,0,2024-07-20 10:02:17,0,2024-07-20 10:02:17,,,
2024-02-03,20.20,168,2024-02-03 00:00:00,1,0,2024-07-20 10:02:17,0,2024-07-20 10:02:17,,,
2024-02-02,15.40,169,2024-02-02 00:00:00,1,0,2024-07-20 10:02:17,0,2024-07-20 10:02:17,,,
2024-02-01,12.30,170,2024-02-01 00:00:00,1,0,2024-07-20 10:02:17,0,2024-07-20 10:02:17,,,
2024-01-31,15.50,171,2024-01-31 00:00:00,1,0,2024-07-20 10:02:17,0,2024-07-20 10:02:17,,,
2024-01-30,15.70,172,2024-01-30 00:00:00,1,0,2024-07-20 10:02:17,0,2024-07-20 10:02:17,,,
2024-01-29,16.60,173,2024-01-29 00:00:00,1,0,2024-07-20 10:02:17,0,2024-07-20 10:02:17,,,
2024-01-28,16.20,174,2024-01-28 00:00:00,1,0,2024-07-20 10:02:17,0,2024-07-20 10:02:17,,,
2024-01-27,17.00,175,2024-01-27 00:00:00,1,0,2024-07-20 10:02:17,0,2024-07-20 10:02:17,,,
2024-01-26,20.20,176,2024-01-26 00:00:00,1,0,2024-07-20 10:02:17,0,2024-07-20 10:02:17,,,
2024-01-25,24.60,177,2024-01-25 00:00:00,1,0,2024-07-20 10:02:17,0,2024-07-20 10:02:17,,,
2024-01-24,20.40,178,2024-01-24 00:00:00,1,0,2024-07-20 10:02:17,0,2024-07-20 10:02:17,,,
2024-01-23,18.30,179,2024-01-23 00:00:00,1,0,2024-07-20 10:02:17,0,2024-07-20 10:02:17,,,
2024-01-22,15.10,180,2024-01-22 00:00:00,1,0,2024-07-20 10:02:17,0,2024-07-20 10:02:17,,,
2024-01-21,13.90,181,2024-01-21 00:00:00,1,0,2024-07-20 10:02:20,0,2024-07-20 10:02:20,,,
2024-01-20,13.00,182,2024-01-20 00:00:00,1,0,2024-07-20 10:02:20,0,2024-07-20 10:02:20,,,
2024-01-19,15.20,183,2024-01-19 00:00:00,1,0,2024-07-20 10:02:20,0,2024-07-20 10:02:20,,,
2024-01-18,14.60,184,2024-01-18 00:00:00,1,0,2024-07-20 10:02:20,0,2024-07-20 10:02:20,,,
2024-01-17,13.90,185,2024-01-17 00:00:00,1,0,2024-07-20 10:02:20,0,2024-07-20 10:02:20,,,
2024-01-16,16.20,186,2024-01-16 00:00:00,1,0,2024-07-20 10:02:20,0,2024-07-20 10:02:20,,,
2024-01-15,12.80,187,2024-01-15 00:00:00,1,0,2024-07-20 10:02:20,0,2024-07-20 10:02:20,,,
2024-01-14,11.20,188,2024-01-14 00:00:00,1,0,2024-07-20 10:02:20,0,2024-07-20 10:02:20,,,
2024-01-13,13.80,189,2024-01-13 00:00:00,1,0,2024-07-20 10:02:20,0,2024-07-20 10:02:20,,,
2024-01-12,14.70,190,2024-01-12 00:00:00,1,0,2024-07-20 10:02:20,0,2024-07-20 10:02:20,,,
2024-01-11,13.10,191,2024-01-11 00:00:00,1,0,2024-07-20 10:02:20,0,2024-07-20 10:02:20,,,
2024-01-10,12.20,192,2024-01-10 00:00:00,1,0,2024-07-20 10:02:20,0,2024-07-20 10:02:20,,,
2024-01-09,14.10,193,2024-01-09 00:00:00,1,0,2024-07-20 10:02:20,0,2024-07-20 10:02:20,,,
2024-01-08,13.40,194,2024-01-08 00:00:00,1,0,2024-07-20 10:02:20,0,2024-07-20 10:02:20,,,
2024-01-07,14.70,195,2024-01-07 00:00:00,1,0,2024-07-20 10:02:20,0,2024-07-20 10:02:20,,,
2024-01-06,15.70,196,2024-01-06 00:00:00,1,0,2024-07-20 10:02:20,0,2024-07-20 10:02:20,,,
2024-01-05,19.60,197,2024-01-05 00:00:00,1,0,2024-07-20 10:02:20,0,2024-07-20 10:02:20,,,
2024-01-04,20.60,198,2024-01-04 00:00:00,1,0,2024-07-20 10:02:20,0,2024-07-20 10:02:20,,,
2024-01-03,17.90,199,2024-01-03 00:00:00,1,0,2024-07-20 10:02:20,0,2024-07-20 10:02:20,,,
2024-01-02,23.70,200,2024-01-02 00:00:00,1,0,2024-07-20 10:02:20,0,2024-07-20 10:02:20,,,
2024-01-01,17.40,201,2024-01-01 00:00:00,1,0,2024-07-20 10:02:20,0,2024-07-20 10:02:20,,,
2023-12-31,17.00,202,2023-12-31 00:00:00,1,0,2024-07-20 10:02:20,0,2024-07-20 10:02:20,,,
2023-12-30,15.70,203,2023-12-30 00:00:00,1,0,2024-07-20 10:02:20,0,2024-07-20 10:02:20,,,
2023-12-29,14.50,204,2023-12-29 00:00:00,1,0,2024-07-20 10:02:20,0,2024-07-20 10:02:20,,,
2023-12-28,13.00,205,2023-12-28 00:00:00,1,0,2024-07-20 10:02:20,0,2024-07-20 10:02:20,,,
2023-12-27,12.40,206,2023-12-27 00:00:00,1,0,2024-07-20 10:02:20,0,2024-07-20 10:02:20,,,
2023-12-26,12.10,207,2023-12-26 00:00:00,1,0,2024-07-20 10:02:20,0,2024-07-20 10:02:20,,,
2023-12-25,13.90,208,2023-12-25 00:00:00,1,0,2024-07-20 10:02:20,0,2024-07-20 10:02:20,,,
2023-12-24,15.00,209,2023-12-24 00:00:00,1,0,2024-07-20 10:02:20,0,2024-07-20 10:02:20,,,
2023-12-23,14.70,210,2023-12-23 00:00:00,1,0,2024-07-20 10:02:20,0,2024-07-20 10:02:20,,,
2023-12-22,12.80,211,2023-12-22 00:00:00,1,0,2024-07-20 10:02:24,0,2024-07-20 10:02:24,,,
2023-12-21,13.80,212,2023-12-21 00:00:00,1,0,2024-07-20 10:02:24,0,2024-07-20 10:02:24,,,
2023-12-20,14.70,213,2023-12-20 00:00:00,1,0,2024-07-20 10:02:24,0,2024-07-20 10:02:24,,,
2023-12-19,16.00,214,2023-12-19 00:00:00,1,0,2024-07-20 10:02:24,0,2024-07-20 10:02:24,,,
2023-12-18,15.50,215,2023-12-18 00:00:00,1,0,2024-07-20 10:02:24,0,2024-07-20 10:02:24,,,
2023-12-17,14.50,216,2023-12-17 00:00:00,1,0,2024-07-20 10:02:24,0,2024-07-20 10:02:24,,,
2023-12-16,14.50,217,2023-12-16 00:00:00,1,0,2024-07-20 10:02:24,0,2024-07-20 10:02:24,,,
2023-12-15,12.80,218,2023-12-15 00:00:00,1,0,2024-07-20 10:02:24,0,2024-07-20 10:02:24,,,
2023-12-14,15.10,219,2023-12-14 00:00:00,1,0,2024-07-20 10:02:24,0,2024-07-20 10:02:24,,,
2023-12-13,15.70,220,2023-12-13 00:00:00,1,0,2024-07-20 10:02:24,0,2024-07-20 10:02:24,,,
2023-12-12,15.00,221,2023-12-12 00:00:00,1,0,2024-07-20 10:02:24,0,2024-07-20 10:02:24,,,
2023-12-11,11.70,222,2023-12-11 00:00:00,1,0,2024-07-20 10:02:24,0,2024-07-20 10:02:24,,,
2023-12-10,13.80,223,2023-12-10 00:00:00,1,0,2024-07-20 10:02:24,0,2024-07-20 10:02:24,,,
2023-12-09,16.10,224,2023-12-09 00:00:00,1,0,2024-07-20 10:02:24,0,2024-07-20 10:02:24,,,
2023-12-08,16.70,225,2023-12-08 00:00:00,1,0,2024-07-20 10:02:24,0,2024-07-20 10:02:24,,,
2023-12-07,16.50,226,2023-12-07 00:00:00,1,0,2024-07-20 10:02:24,0,2024-07-20 10:02:24,,,
