时间,数值,_ID,_DATA_TIME,_ACTIVE,_CREATE_ID,_CREATE_TIME,_UPDATE_ID,_UPDATE_TIME,_REMARK,_CHANGE_LOG,_RESERVE
2024-07-19,21.00,1,2024-07-19 00:00:00,1,0,2024-07-20 10:01:59,0,2024-07-20 10:01:59,,,
2024-07-18,21.80,2,2024-07-18 00:00:00,1,0,2024-07-20 10:01:59,0,2024-07-20 10:01:59,,,
2024-07-17,21.90,3,2024-07-17 00:00:00,1,0,2024-07-20 10:01:59,0,2024-07-20 10:01:59,,,
2024-07-16,21.30,4,2024-07-16 00:00:00,1,0,2024-07-20 10:01:59,0,2024-07-20 10:01:59,,,
2024-07-15,24.40,5,2024-07-15 00:00:00,1,0,2024-07-20 10:01:59,0,2024-07-20 10:01:59,,,
2024-07-14,20.70,6,2024-07-14 00:00:00,1,0,2024-07-20 10:01:59,0,2024-07-20 10:01:59,,,
2024-07-13,21.40,7,2024-07-13 00:00:00,1,0,2024-07-20 10:01:59,0,2024-07-20 10:01:59,,,
2024-07-12,24.70,8,2024-07-12 00:00:00,1,0,2024-07-20 10:01:59,0,2024-07-20 10:01:59,,,
2024-07-11,20.10,9,2024-07-11 00:00:00,1,0,2024-07-20 10:01:59,0,2024-07-20 10:01:59,,,
2024-07-10,23.60,10,2024-07-10 00:00:00,1,0,2024-07-20 10:01:59,0,2024-07-20 10:01:59,,,
2024-07-09,27.70,11,2024-07-09 00:00:00,1,0,2024-07-20 10:01:59,0,2024-07-20 10:01:59,,,
2024-07-08,31.40,12,2024-07-08 00:00:00,1,0,2024-07-20 10:01:59,0,2024-07-20 10:01:59,,,
2024-07-07,29.90,13,2024-07-07 00:00:00,1,0,2024-07-20 10:01:59,0,2024-07-20 10:01:59,,,
2024-07-06,30.10,14,2024-07-06 00:00:00,1,0,2024-07-20 10:01:59,0,2024-07-20 10:01:59,,,
2024-07-05,30.40,15,2024-07-05 00:00:00,1,0,2024-07-20 10:01:59,0,2024-07-20 10:01:59,,,
2024-07-04,39.10,16,2024-07-04 00:00:00,1,0,2024-07-20 10:01:59,0,2024-07-20 10:01:59,,,
2024-07-03,33.50,17,2024-07-03 00:00:00,1,0,2024-07-20 10:01:59,0,2024-07-20 10:01:59,,,
2024-07-02,34.70,18,2024-07-02 00:00:00,1,0,2024-07-20 10:01:59,0,2024-07-20 10:01:59,,,
2024-07-01,35.80,19,2024-07-01 00:00:00,1,0,2024-07-20 10:01:59,0,2024-07-20 10:01:59,,,
2024-06-30,35.00,20,2024-06-30 00:00:00,1,0,2024-07-20 10:01:59,0,2024-07-20 10:01:59,,,
2024-06-29,30.50,21,2024-06-29 00:00:00,1,0,2024-07-20 10:01:59,0,2024-07-20 10:01:59,,,
2024-06-28,22.60,22,2024-06-28 00:00:00,1,0,2024-07-20 10:01:59,0,2024-07-20 10:01:59,,,
2024-06-27,29.80,23,2024-06-27 00:00:00,1,0,2024-07-20 10:01:59,0,2024-07-20 10:01:59,,,
2024-06-26,27.10,24,2024-06-26 00:00:00,1,0,2024-07-20 10:01:59,0,2024-07-20 10:01:59,,,
2024-06-25,29.80,25,2024-06-25 00:00:00,1,0,2024-07-20 10:01:59,0,2024-07-20 10:01:59,,,
2024-06-24,25.10,26,2024-06-24 00:00:00,1,0,2024-07-20 10:01:59,0,2024-07-20 10:01:59,,,
2024-06-23,26.20,27,2024-06-23 00:00:00,1,0,2024-07-20 10:01:59,0,2024-07-20 10:01:59,,,
2024-06-22,21.30,28,2024-06-22 00:00:00,1,0,2024-07-20 10:01:59,0,2024-07-20 10:01:59,,,
2024-06-21,23.70,29,2024-06-21 00:00:00,1,0,2024-07-20 10:01:59,0,2024-07-20 10:01:59,,,
2024-06-20,27.40,30,2024-06-20 00:00:00,1,0,2024-07-20 10:01:59,0,2024-07-20 10:01:59,,,
2024-06-19,30.40,31,2024-06-19 00:00:00,1,0,2024-07-20 10:02:02,0,2024-07-20 10:02:02,,,
2024-06-18,28.30,32,2024-06-18 00:00:00,1,0,2024-07-20 10:02:02,0,2024-07-20 10:02:02,,,
2024-06-17,31.40,33,2024-06-17 00:00:00,1,0,2024-07-20 10:02:02,0,2024-07-20 10:02:02,,,
2024-06-16,25.70,34,2024-06-16 00:00:00,1,0,2024-07-20 10:02:02,0,2024-07-20 10:02:02,,,
2024-06-15,24.40,35,2024-06-15 00:00:00,1,0,2024-07-20 10:02:02,0,2024-07-20 10:02:02,,,
2024-06-14,25.70,36,2024-06-14 00:00:00,1,0,2024-07-20 10:02:02,0,2024-07-20 10:02:02,,,
2024-06-13,23.40,37,2024-06-13 00:00:00,1,0,2024-07-20 10:02:02,0,2024-07-20 10:02:02,,,
2024-06-12,22.70,38,2024-06-12 00:00:00,1,0,2024-07-20 10:02:02,0,2024-07-20 10:02:02,,,
2024-06-11,31.90,39,2024-06-11 00:00:00,1,0,2024-07-20 10:02:02,0,2024-07-20 10:02:02,,,
2024-06-10,30.00,40,2024-06-10 00:00:00,1,0,2024-07-20 10:02:02,0,2024-07-20 10:02:02,,,
2024-06-09,26.50,41,2024-06-09 00:00:00,1,0,2024-07-20 10:02:02,0,2024-07-20 10:02:02,,,
2024-06-08,30.10,42,2024-06-08 00:00:00,1,0,2024-07-20 10:02:02,0,2024-07-20 10:02:02,,,
2024-06-07,35.60,43,2024-06-07 00:00:00,1,0,2024-07-20 10:02:02,0,2024-07-20 10:02:02,,,
2024-06-06,31.70,44,2024-06-06 00:00:00,1,0,2024-07-20 10:02:02,0,2024-07-20 10:02:02,,,
2024-06-05,34.50,45,2024-06-05 00:00:00,1,0,2024-07-20 10:02:02,0,2024-07-20 10:02:02,,,
2024-06-04,33.80,46,2024-06-04 00:00:00,1,0,2024-07-20 10:02:02,0,2024-07-20 10:02:02,,,
2024-06-03,32.70,47,2024-06-03 00:00:00,1,0,2024-07-20 10:02:02,0,2024-07-20 10:02:02,,,
2024-06-02,25.50,48,2024-06-02 00:00:00,1,0,2024-07-20 10:02:02,0,2024-07-20 10:02:02,,,
2024-06-01,20.50,49,2024-06-01 00:00:00,1,0,2024-07-20 10:02:02,0,2024-07-20 10:02:02,,,
2024-05-31,18.80,50,2024-05-31 00:00:00,1,0,2024-07-20 10:02:02,0,2024-07-20 10:02:02,,,
2024-05-30,16.00,51,2024-05-30 00:00:00,1,0,2024-07-20 10:02:02,0,2024-07-20 10:02:02,,,
2024-05-29,14.60,52,2024-05-29 00:00:00,1,0,2024-07-20 10:02:02,0,2024-07-20 10:02:02,,,
2024-05-28,12.80,53,2024-05-28 00:00:00,1,0,2024-07-20 10:02:02,0,2024-07-20 10:02:02,,,
2024-05-27,13.60,54,2024-05-27 00:00:00,1,0,2024-07-20 10:02:02,0,2024-07-20 10:02:02,,,
2024-05-26,13.60,55,2024-05-26 00:00:00,1,0,2024-07-20 10:02:02,0,2024-07-20 10:02:02,,,
2024-05-25,13.70,56,2024-05-25 00:00:00,1,0,2024-07-20 10:02:02,0,2024-07-20 10:02:02,,,
2024-05-24,13.50,57,2024-05-24 00:00:00,1,0,2024-07-20 10:02:02,0,2024-07-20 10:02:02,,,
2024-05-23,16.00,58,2024-05-23 00:00:00,1,0,2024-07-20 10:02:02,0,2024-07-20 10:02:02,,,
2024-05-22,15.30,59,2024-05-22 00:00:00,1,0,2024-07-20 10:02:02,0,2024-07-20 10:02:02,,,
2024-05-21,15.20,60,2024-05-21 00:00:00,1,0,2024-07-20 10:02:02,0,2024-07-20 10:02:02,,,
2024-05-20,14.50,61,2024-05-20 00:00:00,1,0,2024-07-20 10:02:06,0,2024-07-20 10:02:06,,,
2024-05-19,16.90,62,2024-05-19 00:00:00,1,0,2024-07-20 10:02:06,0,2024-07-20 10:02:06,,,
2024-05-18,16.70,63,2024-05-18 00:00:00,1,0,2024-07-20 10:02:06,0,2024-07-20 10:02:06,,,
2024-05-17,15.70,64,2024-05-17 00:00:00,1,0,2024-07-20 10:02:06,0,2024-07-20 10:02:06,,,
2024-05-16,14.40,65,2024-05-16 00:00:00,1,0,2024-07-20 10:02:06,0,2024-07-20 10:02:06,,,
2024-05-15,13.60,66,2024-05-15 00:00:00,1,0,2024-07-20 10:02:06,0,2024-07-20 10:02:06,,,
2024-05-14,13.30,67,2024-05-14 00:00:00,1,0,2024-07-20 10:02:06,0,2024-07-20 10:02:06,,,
2024-05-13,15.60,68,2024-05-13 00:00:00,1,0,2024-07-20 10:02:06,0,2024-07-20 10:02:06,,,
2024-05-12,15.50,69,2024-05-12 00:00:00,1,0,2024-07-20 10:02:06,0,2024-07-20 10:02:06,,,
2024-05-11,16.00,70,2024-05-11 00:00:00,1,0,2024-07-20 10:02:06,0,2024-07-20 10:02:06,,,
2024-05-10,17.40,71,2024-05-10 00:00:00,1,0,2024-07-20 10:02:06,0,2024-07-20 10:02:06,,,
2024-05-09,17.00,72,2024-05-09 00:00:00,1,0,2024-07-20 10:02:06,0,2024-07-20 10:02:06,,,
2024-05-08,19.50,73,2024-05-08 00:00:00,1,0,2024-07-20 10:02:06,0,2024-07-20 10:02:06,,,
2024-05-07,22.40,74,2024-05-07 00:00:00,1,0,2024-07-20 10:02:06,0,2024-07-20 10:02:06,,,
2024-05-06,19.70,75,2024-05-06 00:00:00,1,0,2024-07-20 10:02:06,0,2024-07-20 10:02:06,,,
2024-05-05,20.90,76,2024-05-05 00:00:00,1,0,2024-07-20 10:02:06,0,2024-07-20 10:02:06,,,
2024-05-04,18.60,77,2024-05-04 00:00:00,1,0,2024-07-20 10:02:06,0,2024-07-20 10:02:06,,,
2024-05-03,20.10,78,2024-05-03 00:00:00,1,0,2024-07-20 10:02:06,0,2024-07-20 10:02:06,,,
2024-05-02,21.50,79,2024-05-02 00:00:00,1,0,2024-07-20 10:02:06,0,2024-07-20 10:02:06,,,
2024-05-01,19.40,80,2024-05-01 00:00:00,1,0,2024-07-20 10:02:06,0,2024-07-20 10:02:06,,,
2024-04-30,16.90,81,2024-04-30 00:00:00,1,0,2024-07-20 10:02:06,0,2024-07-20 10:02:06,,,
2024-04-29,13.90,82,2024-04-29 00:00:00,1,0,2024-07-20 10:02:06,0,2024-07-20 10:02:06,,,
2024-04-28,13.90,83,2024-04-28 00:00:00,1,0,2024-07-20 10:02:06,0,2024-07-20 10:02:06,,,
2024-04-27,14.10,84,2024-04-27 00:00:00,1,0,2024-07-20 10:02:06,0,2024-07-20 10:02:06,,,
2024-04-26,12.90,85,2024-04-26 00:00:00,1,0,2024-07-20 10:02:06,0,2024-07-20 10:02:06,,,
2024-04-25,12.20,86,2024-04-25 00:00:00,1,0,2024-07-20 10:02:06,0,2024-07-20 10:02:06,,,
2024-04-24,12.00,87,2024-04-24 00:00:00,1,0,2024-07-20 10:02:06,0,2024-07-20 10:02:06,,,
2024-04-23,17.40,88,2024-04-23 00:00:00,1,0,2024-07-20 10:02:06,0,2024-07-20 10:02:06,,,
2024-04-22,16.50,89,2024-04-22 00:00:00,1,0,2024-07-20 10:02:06,0,2024-07-20 10:02:06,,,
2024-04-21,19.10,90,2024-04-21 00:00:00,1,0,2024-07-20 10:02:06,0,2024-07-20 10:02:06,,,
2024-04-20,16.80,91,2024-04-20 00:00:00,1,0,2024-07-20 10:02:08,0,2024-07-20 10:02:08,,,
2024-04-19,17.80,92,2024-04-19 00:00:00,1,0,2024-07-20 10:02:08,0,2024-07-20 10:02:08,,,
2024-04-18,16.00,93,2024-04-18 00:00:00,1,0,2024-07-20 10:02:08,0,2024-07-20 10:02:08,,,
2024-04-17,17.70,94,2024-04-17 00:00:00,1,0,2024-07-20 10:02:08,0,2024-07-20 10:02:08,,,
2024-04-16,16.90,95,2024-04-16 00:00:00,1,0,2024-07-20 10:02:08,0,2024-07-20 10:02:08,,,
2024-04-15,15.10,96,2024-04-15 00:00:00,1,0,2024-07-20 10:02:08,0,2024-07-20 10:02:08,,,
2024-04-14,13.70,97,2024-04-14 00:00:00,1,0,2024-07-20 10:02:08,0,2024-07-20 10:02:08,,,
2024-04-13,18.20,98,2024-04-13 00:00:00,1,0,2024-07-20 10:02:08,0,2024-07-20 10:02:08,,,
2024-04-12,17.50,99,2024-04-12 00:00:00,1,0,2024-07-20 10:02:08,0,2024-07-20 10:02:08,,,
2024-04-11,24.80,100,2024-04-11 00:00:00,1,0,2024-07-20 10:02:08,0,2024-07-20 10:02:08,,,
2024-04-10,27.00,101,2024-04-10 00:00:00,1,0,2024-07-20 10:02:08,0,2024-07-20 10:02:08,,,
2024-04-09,24.30,102,2024-04-09 00:00:00,1,0,2024-07-20 10:02:08,0,2024-07-20 10:02:08,,,
2024-04-08,30.90,103,2024-04-08 00:00:00,1,0,2024-07-20 10:02:08,0,2024-07-20 10:02:08,,,
2024-04-07,33.00,104,2024-04-07 00:00:00,1,0,2024-07-20 10:02:08,0,2024-07-20 10:02:08,,,
2024-04-06,26.70,105,2024-04-06 00:00:00,1,0,2024-07-20 10:02:08,0,2024-07-20 10:02:08,,,
2024-04-05,21.20,106,2024-04-05 00:00:00,1,0,2024-07-20 10:02:08,0,2024-07-20 10:02:08,,,
2024-04-04,17.70,107,2024-04-04 00:00:00,1,0,2024-07-20 10:02:08,0,2024-07-20 10:02:08,,,
