时间,交易品种,成交量(吨),成交额（元）,收盘价(元/吨),_ID,_DATA_TIME,_ACTIVE,_CREATE_ID,_CREATE_TIME,_UPDATE_ID,_UPDATE_TIME,_REMARK,_CHANGE_LOG,_RESERVE
2024-07-17,HBEA,42.00,1734.60,41.30,1,2024-07-17 00:00:00,1,0,2024-07-21 05:22:45,0,2024-07-21 05:22:45,,,
2024-07-16,HBEA,1002.00,40092.90,40.01,2,2024-07-16 00:00:00,1,0,2024-07-21 05:22:45,0,2024-07-21 05:22:45,,,
2024-07-15,HBEA,1640.00,67398.40,41.10,3,2024-07-15 00:00:00,1,0,2024-07-21 05:22:45,0,2024-07-21 05:22:45,,,
2024-07-12,HBEA,727.00,29877.30,41.10,4,2024-07-12 00:00:00,1,0,2024-07-21 05:22:45,0,2024-07-21 05:22:45,,,
2024-07-11,HBEA,2433.00,98998.43,40.69,5,2024-07-11 00:00:00,1,0,2024-07-21 05:22:45,0,2024-07-21 05:22:45,,,
2024-07-10,HBEA,750.00,31226.98,41.64,6,2024-07-10 00:00:00,1,0,2024-07-21 05:22:45,0,2024-07-21 05:22:45,,,
2024-07-09,HBEA,1761.00,73175.09,41.55,7,2024-07-09 00:00:00,1,0,2024-07-21 05:22:45,0,2024-07-21 05:22:45,,,
2024-07-08,HBEA,1949.00,80806.61,41.46,8,2024-07-08 00:00:00,1,0,2024-07-21 05:22:45,0,2024-07-21 05:22:45,,,
2024-07-05,HBEA,7065.00,294122.60,41.63,9,2024-07-05 00:00:00,1,0,2024-07-21 05:22:45,0,2024-07-21 05:22:45,,,
2024-07-04,HBEA,2056.00,84322.34,41.01,10,2024-07-04 00:00:00,1,0,2024-07-21 05:22:45,0,2024-07-21 05:22:45,,,
2024-07-03,HBEA,1608.00,67056.85,41.70,11,2024-07-03 00:00:00,1,0,2024-07-21 05:22:45,0,2024-07-21 05:22:45,,,
2024-07-02,HBEA,7780.00,320258.88,41.16,12,2024-07-02 00:00:00,1,0,2024-07-21 05:22:45,0,2024-07-21 05:22:45,,,
2024-07-01,HBEA,2925.00,119019.69,40.69,13,2024-07-01 00:00:00,1,0,2024-07-21 05:22:45,0,2024-07-21 05:22:45,,,
2024-06-28,HBEA,3306.00,135988.20,41.13,14,2024-06-28 00:00:00,1,0,2024-07-21 05:22:45,0,2024-07-21 05:22:45,,,
2024-06-27,HBEA,10245.00,416342.20,40.64,15,2024-06-27 00:00:00,1,0,2024-07-21 05:22:45,0,2024-07-21 05:22:45,,,
2024-06-26,HBEA,2180.00,91263.70,41.86,16,2024-06-26 00:00:00,1,0,2024-07-21 05:22:45,0,2024-07-21 05:22:45,,,
2024-06-25,HBEA,5650.00,235285.46,41.64,17,2024-06-25 00:00:00,1,0,2024-07-21 05:22:45,0,2024-07-21 05:22:45,,,
2024-06-24,HBEA,5569.00,231852.19,41.63,18,2024-06-24 00:00:00,1,0,2024-07-21 05:22:45,0,2024-07-21 05:22:45,,,
2024-06-21,HBEA,3871.00,156013.11,40.30,19,2024-06-21 00:00:00,1,0,2024-07-21 05:22:45,0,2024-07-21 05:22:45,,,
2024-06-20,HBEA,14048.00,580627.27,41.33,20,2024-06-20 00:00:00,1,0,2024-07-21 05:22:45,0,2024-07-21 05:22:45,,,
2024-06-19,HBEA,391.00,16574.26,42.39,21,2024-06-19 00:00:00,1,0,2024-07-21 05:22:45,0,2024-07-21 05:22:45,,,
2024-06-18,HBEA,6211.00,264534.29,42.59,22,2024-06-18 00:00:00,1,0,2024-07-21 05:22:45,0,2024-07-21 05:22:45,,,
2024-06-17,HBEA,1025.00,43425.34,42.37,23,2024-06-17 00:00:00,1,0,2024-07-21 05:22:45,0,2024-07-21 05:22:45,,,
2024-06-14,HBEA,8009.00,338513.75,42.27,24,2024-06-14 00:00:00,1,0,2024-07-21 05:22:45,0,2024-07-21 05:22:45,,,
2024-06-13,HBEA,54874.00,2371863.63,43.22,25,2024-06-13 00:00:00,1,0,2024-07-21 05:22:45,0,2024-07-21 05:22:45,,,
2024-06-12,HBEA,22663.00,966068.35,42.63,26,2024-06-12 00:00:00,1,0,2024-07-21 05:22:45,0,2024-07-21 05:22:45,,,
2024-06-11,HBEA,7241.00,310006.72,42.81,27,2024-06-11 00:00:00,1,0,2024-07-21 05:22:45,0,2024-07-21 05:22:45,,,
2024-06-07,HBEA,17613.00,747112.51,42.42,28,2024-06-07 00:00:00,1,0,2024-07-21 05:22:45,0,2024-07-21 05:22:45,,,
2024-06-06,HBEA,3691.00,154925.86,41.97,29,2024-06-06 00:00:00,1,0,2024-07-21 05:22:45,0,2024-07-21 05:22:45,,,
2024-06-05,HBEA,7031.00,296003.90,42.10,30,2024-06-05 00:00:00,1,0,2024-07-21 05:22:45,0,2024-07-21 05:22:45,,,
2024-06-04,HBEA,3260.00,136976.89,42.02,31,2024-06-04 00:00:00,1,0,2024-07-21 05:22:48,0,2024-07-21 05:22:48,,,
2024-06-03,HBEA,1314.00,54826.37,41.72,32,2024-06-03 00:00:00,1,0,2024-07-21 05:22:48,0,2024-07-21 05:22:48,,,
2024-05-31,HBEA,3022.00,126675.67,41.92,33,2024-05-31 00:00:00,1,0,2024-07-21 05:22:48,0,2024-07-21 05:22:48,,,
2024-05-30,HBEA,1979.00,81813.75,41.34,34,2024-05-30 00:00:00,1,0,2024-07-21 05:22:48,0,2024-07-21 05:22:48,,,
2024-05-29,HBEA,3886.00,162455.52,41.81,35,2024-05-29 00:00:00,1,0,2024-07-21 05:22:48,0,2024-07-21 05:22:48,,,
2024-05-28,HBEA,3460.00,144753.97,41.84,36,2024-05-28 00:00:00,1,0,2024-07-21 05:22:48,0,2024-07-21 05:22:48,,,
2024-05-27,HBEA,211.00,8741.60,41.43,37,2024-05-27 00:00:00,1,0,2024-07-21 05:22:48,0,2024-07-21 05:22:48,,,
2024-05-24,HBEA,54.00,2232.54,41.34,38,2024-05-24 00:00:00,1,0,2024-07-21 05:22:48,0,2024-07-21 05:22:48,,,
2024-05-23,HBEA,3681.00,152365.66,41.39,39,2024-05-23 00:00:00,1,0,2024-07-21 05:22:48,0,2024-07-21 05:22:48,,,
2024-05-22,HBEA,15383.00,633130.97,41.16,40,2024-05-22 00:00:00,1,0,2024-07-21 05:22:48,0,2024-07-21 05:22:48,,,
2024-05-21,HBEA,1895.00,77710.40,41.01,41,2024-05-21 00:00:00,1,0,2024-07-21 05:22:48,0,2024-07-21 05:22:48,,,
2024-05-20,HBEA,3144.00,128963.64,41.02,42,2024-05-20 00:00:00,1,0,2024-07-21 05:22:48,0,2024-07-21 05:22:48,,,
2024-05-17,HBEA,3551.00,146510.92,41.26,43,2024-05-17 00:00:00,1,0,2024-07-21 05:22:48,0,2024-07-21 05:22:48,,,
2024-05-16,HBEA,1726.00,70684.43,40.95,44,2024-05-16 00:00:00,1,0,2024-07-21 05:22:48,0,2024-07-21 05:22:48,,,
2024-05-15,HBEA,4838.00,199298.80,41.19,45,2024-05-15 00:00:00,1,0,2024-07-21 05:22:48,0,2024-07-21 05:22:48,,,
2024-05-14,HBEA,1116.00,45802.39,41.04,46,2024-05-14 00:00:00,1,0,2024-07-21 05:22:48,0,2024-07-21 05:22:48,,,
2024-05-13,HBEA,1056.00,43293.18,41.00,47,2024-05-13 00:00:00,1,0,2024-07-21 05:22:48,0,2024-07-21 05:22:48,,,
2024-05-10,HBEA,8353.00,342419.33,40.99,48,2024-05-10 00:00:00,1,0,2024-07-21 05:22:48,0,2024-07-21 05:22:48,,,
2024-05-09,HBEA,2256.00,92475.88,40.99,49,2024-05-09 00:00:00,1,0,2024-07-21 05:22:48,0,2024-07-21 05:22:48,,,
2024-05-08,HBEA,686.00,28011.27,40.83,50,2024-05-08 00:00:00,1,0,2024-07-21 05:22:48,0,2024-07-21 05:22:48,,,
2024-05-07,HBEA,10281.00,421159.12,40.96,51,2024-05-07 00:00:00,1,0,2024-07-21 05:22:48,0,2024-07-21 05:22:48,,,
2024-05-06,HBEA,1653.00,67641.66,40.92,52,2024-05-06 00:00:00,1,0,2024-07-21 05:22:48,0,2024-07-21 05:22:48,,,
2024-04-30,HBEA,847.00,34747.60,41.02,53,2024-04-30 00:00:00,1,0,2024-07-21 05:22:48,0,2024-07-21 05:22:48,,,
2024-04-29,HBEA,1138.00,46645.06,40.99,54,2024-04-29 00:00:00,1,0,2024-07-21 05:22:48,0,2024-07-21 05:22:48,,,
2024-04-26,HBEA,2961.00,121394.68,41.00,55,2024-04-26 00:00:00,1,0,2024-07-21 05:22:48,0,2024-07-21 05:22:48,,,
2024-04-25,HBEA,5937.00,242816.94,40.90,56,2024-04-25 00:00:00,1,0,2024-07-21 05:22:48,0,2024-07-21 05:22:48,,,
2024-04-24,HBEA,3084.00,126054.73,40.87,57,2024-04-24 00:00:00,1,0,2024-07-21 05:22:48,0,2024-07-21 05:22:48,,,
2024-04-23,HBEA,2046.00,83804.90,40.96,58,2024-04-23 00:00:00,1,0,2024-07-21 05:22:48,0,2024-07-21 05:22:48,,,
2024-04-22,HBEA,4431.00,180713.58,40.78,59,2024-04-22 00:00:00,1,0,2024-07-21 05:22:48,0,2024-07-21 05:22:48,,,
2024-04-19,HBEA,1536.00,62720.56,40.83,60,2024-04-19 00:00:00,1,0,2024-07-21 05:22:48,0,2024-07-21 05:22:48,,,
2024-04-18,HBEA,334.00,13570.20,40.63,61,2024-04-18 00:00:00,1,0,2024-07-21 05:22:51,0,2024-07-21 05:22:51,,,
2024-04-17,HBEA,889.00,36122.34,40.63,62,2024-04-17 00:00:00,1,0,2024-07-21 05:22:51,0,2024-07-21 05:22:51,,,
2024-04-16,HBEA,5211.00,212321.33,40.74,63,2024-04-16 00:00:00,1,0,2024-07-21 05:22:51,0,2024-07-21 05:22:51,,,
2024-04-15,HBEA,3357.00,134921.01,40.19,64,2024-04-15 00:00:00,1,0,2024-07-21 05:22:51,0,2024-07-21 05:22:51,,,
2024-04-12,HBEA,3842.00,157389.09,40.97,65,2024-04-12 00:00:00,1,0,2024-07-21 05:22:51,0,2024-07-21 05:22:51,,,
2024-04-11,HBEA,4515.00,185528.34,41.09,66,2024-04-11 00:00:00,1,0,2024-07-21 05:22:51,0,2024-07-21 05:22:51,,,
2024-04-10,HBEA,5184.00,211496.14,40.80,67,2024-04-10 00:00:00,1,0,2024-07-21 05:22:51,0,2024-07-21 05:22:51,,,
2024-04-09,HBEA,2667.00,108483.68,40.68,68,2024-04-09 00:00:00,1,0,2024-07-21 05:22:51,0,2024-07-21 05:22:51,,,
2024-04-08,HBEA,2703.00,110628.24,40.93,69,2024-04-08 00:00:00,1,0,2024-07-21 05:22:51,0,2024-07-21 05:22:51,,,
2024-04-03,HBEA,2.00,81.90,40.95,70,2024-04-03 00:00:00,1,0,2024-07-21 05:22:51,0,2024-07-21 05:22:51,,,
2024-04-02,HBEA,10511.00,429661.07,40.88,71,2024-04-02 00:00:00,1,0,2024-07-21 05:22:51,0,2024-07-21 05:22:51,,,
