时间,城市,产品名称,本期价格,价格类型,备注,_ID,_DATA_TIME,_ACTIVE,_CREATE_ID,_CREATE_TIME,_UPDATE_ID,_UPDATE_TIME,_REMARK,_CHANGE_LOG,_RESERVE
2022-03-08,丹东市,二级焦,3360.00,车板价,A13.5S0.75 CSR55,1,2022-03-08 00:00:00,1,0,2024-07-20 20:51:06,0,2024-07-20 20:51:06,,,
2022-03-07,丹东市,二级焦,3060.00,车板价,A13.5S0.75 CSR55,2,2022-03-07 00:00:00,1,0,2024-07-20 20:51:06,0,2024-07-20 20:51:06,,,
2022-03-04,丹东市,二级焦,3060.00,车板价,A13.5S0.75 CSR55,3,2022-03-04 00:00:00,1,0,2024-07-20 20:51:06,0,2024-07-20 20:51:06,,,
2022-03-03,丹东市,二级焦,3060.00,车板价,A13.5S0.75 CSR55,4,2022-03-03 00:00:00,1,0,2024-07-20 20:51:06,0,2024-07-20 20:51:06,,,
2022-03-02,丹东市,二级焦,2860.00,车板价,A13.5S0.75 CSR55,5,2022-03-02 00:00:00,1,0,2024-07-20 20:51:06,0,2024-07-20 20:51:06,,,
2022-03-01,丹东市,二级焦,2860.00,车板价,A13.5S0.75 CSR55,6,2022-03-01 00:00:00,1,0,2024-07-20 20:51:06,0,2024-07-20 20:51:06,,,
2022-02-28,丹东市,二级焦,2860.00,车板价,A13.5S0.75 CSR55,7,2022-02-28 00:00:00,1,0,2024-07-20 20:51:06,0,2024-07-20 20:51:06,,,
2022-02-25,丹东市,二级焦,2860.00,车板价,A13.5S0.75 CSR55,8,2022-02-25 00:00:00,1,0,2024-07-20 20:51:06,0,2024-07-20 20:51:06,,,
2022-02-24,丹东市,二级焦,2660.00,车板价,A13.5S0.75 CSR55,9,2022-02-24 00:00:00,1,0,2024-07-20 20:51:06,0,2024-07-20 20:51:06,,,
2022-02-23,丹东市,二级焦,2660.00,车板价,A13.5S0.75 CSR55,10,2022-02-23 00:00:00,1,0,2024-07-20 20:51:06,0,2024-07-20 20:51:06,,,
2022-02-22,丹东市,二级焦,2660.00,车板价,A13.5S0.75 CSR55,11,2022-02-22 00:00:00,1,0,2024-07-20 20:51:06,0,2024-07-20 20:51:06,,,
2022-02-21,丹东市,二级焦,2660.00,车板价,A13.5S0.75 CSR55,12,2022-02-21 00:00:00,1,0,2024-07-20 20:51:06,0,2024-07-20 20:51:06,,,
2022-02-18,丹东市,二级焦,2660.00,车板价,A13.5S0.75 CSR55,13,2022-02-18 00:00:00,1,0,2024-07-20 20:51:06,0,2024-07-20 20:51:06,,,
2022-02-17,丹东市,二级焦,2660.00,车板价,A13.5S0.75 CSR55,14,2022-02-17 00:00:00,1,0,2024-07-20 20:51:06,0,2024-07-20 20:51:06,,,
2022-02-16,丹东市,二级焦,2660.00,车板价,A13.5S0.75 CSR55,15,2022-02-16 00:00:00,1,0,2024-07-20 20:51:06,0,2024-07-20 20:51:06,,,
2022-02-15,丹东市,二级焦,2660.00,车板价,A13.5S0.75 CSR55,16,2022-02-15 00:00:00,1,0,2024-07-20 20:51:06,0,2024-07-20 20:51:06,,,
2022-02-14,丹东市,二级焦,2660.00,车板价,A13.5S0.75 CSR55,17,2022-02-14 00:00:00,1,0,2024-07-20 20:51:06,0,2024-07-20 20:51:06,,,
2022-02-11,丹东市,二级焦,2660.00,车板价,A13.5S0.75 CSR55,18,2022-02-11 00:00:00,1,0,2024-07-20 20:51:06,0,2024-07-20 20:51:06,,,
2022-02-10,丹东市,二级焦,2860.00,车板价,A13.5S0.75 CSR55,19,2022-02-10 00:00:00,1,0,2024-07-20 20:51:06,0,2024-07-20 20:51:06,,,
2022-02-09,丹东市,二级焦,3060.00,车板价,A13.5S0.75 CSR55,20,2022-02-09 00:00:00,1,0,2024-07-20 20:51:06,0,2024-07-20 20:51:06,,,
2022-01-27,丹东市,二级焦,3060.00,车板价,A13.5S0.75 CSR55,21,2022-01-27 00:00:00,1,0,2024-07-20 20:51:06,0,2024-07-20 20:51:06,,,
2022-01-20,丹东市,二级焦,3060.00,车板价,A13.5S0.75 CSR55,22,2022-01-20 00:00:00,1,0,2024-07-20 20:51:06,0,2024-07-20 20:51:06,,,
2022-01-13,丹东市,二级焦,3060.00,车板价,A13.5S0.75 CSR55,23,2022-01-13 00:00:00,1,0,2024-07-20 20:51:06,0,2024-07-20 20:51:06,,,
2022-01-06,丹东市,二级焦,2760.00,车板价,A13.5S0.75 CSR55,24,2022-01-06 00:00:00,1,0,2024-07-20 20:51:06,0,2024-07-20 20:51:06,,,
2021-12-30,丹东市,二级焦,2760.00,车板价,A13.5S0.75 CSR55,25,2021-12-30 00:00:00,1,0,2024-07-20 20:51:06,0,2024-07-20 20:51:06,,,
2021-12-23,丹东市,二级焦,2760.00,车板价,A13.5S0.75 CSR55,26,2021-12-23 00:00:00,1,0,2024-07-20 20:51:06,0,2024-07-20 20:51:06,,,
2021-12-16,丹东市,二级焦,2760.00,车板价,A13.5S0.75 CSR55,27,2021-12-16 00:00:00,1,0,2024-07-20 20:51:06,0,2024-07-20 20:51:06,,,
2021-12-09,丹东市,二级焦,2760.00,车板价,A13.5S0.75 CSR55,28,2021-12-09 00:00:00,1,0,2024-07-20 20:51:06,0,2024-07-20 20:51:06,,,
2021-12-02,丹东市,二级焦,2760.00,车板价,A13.5S0.75 CSR55,29,2021-12-02 00:00:00,1,0,2024-07-20 20:51:06,0,2024-07-20 20:51:06,,,
2021-11-25,丹东市,二级焦,2760.00,车板价,A13.5S0.75 CSR55,30,2021-11-25 00:00:00,1,0,2024-07-20 20:51:06,0,2024-07-20 20:51:06,,,
2021-11-18,丹东市,二级焦,3160.00,车板价,A13.5S0.75 CSR55,31,2021-11-18 00:00:00,1,0,2024-07-20 20:51:09,0,2024-07-20 20:51:09,,,
2021-11-11,丹东市,二级焦,3760.00,车板价,A13.5S0.75 CSR55,32,2021-11-11 00:00:00,1,0,2024-07-20 20:51:09,0,2024-07-20 20:51:09,,,
2021-11-04,丹东市,二级焦,3960.00,车板价,A13.5S0.75 CSR55,33,2021-11-04 00:00:00,1,0,2024-07-20 20:51:09,0,2024-07-20 20:51:09,,,
2021-10-28,丹东市,二级焦,4160.00,车板价,A13.5S0.75 CSR55,34,2021-10-28 00:00:00,1,0,2024-07-20 20:51:09,0,2024-07-20 20:51:09,,,
2021-10-21,丹东市,二级焦,4160.00,车板价,A13.5S0.75 CSR55,35,2021-10-21 00:00:00,1,0,2024-07-20 20:51:09,0,2024-07-20 20:51:09,,,
2021-10-14,丹东市,二级焦,4160.00,车板价,A13.5S0.75 CSR55,36,2021-10-14 00:00:00,1,0,2024-07-20 20:51:09,0,2024-07-20 20:51:09,,,
2021-10-07,丹东市,二级焦,4160.00,车板价,A13.5S0.75 CSR55,37,2021-10-07 00:00:00,1,0,2024-07-20 20:51:09,0,2024-07-20 20:51:09,,,
2021-09-30,丹东市,二级焦,4160.00,车板价,A13.5S0.75 CSR55,38,2021-09-30 00:00:00,1,0,2024-07-20 20:51:09,0,2024-07-20 20:51:09,,,
2021-09-23,丹东市,二级焦,4160.00,车板价,A13.5S0.75 CSR55,39,2021-09-23 00:00:00,1,0,2024-07-20 20:51:09,0,2024-07-20 20:51:09,,,
2021-09-16,丹东市,二级焦,3960.00,车板价,A13.5S0.75 CSR55,40,2021-09-16 00:00:00,1,0,2024-07-20 20:51:09,0,2024-07-20 20:51:09,,,
2021-09-09,丹东市,二级焦,3760.00,车板价,A13.5S0.75 CSR55,41,2021-09-09 00:00:00,1,0,2024-07-20 20:51:09,0,2024-07-20 20:51:09,,,
2021-09-02,丹东市,二级焦,3440.00,车板价,A13.5S0.75 CSR55,42,2021-09-02 00:00:00,1,0,2024-07-20 20:51:09,0,2024-07-20 20:51:09,,,
2021-08-26,丹东市,二级焦,3320.00,车板价,A13.5S0.75 CSR55,43,2021-08-26 00:00:00,1,0,2024-07-20 20:51:09,0,2024-07-20 20:51:09,,,
2021-08-19,丹东市,二级焦,3080.00,车板价,A13.5S0.75 CSR55,44,2021-08-19 00:00:00,1,0,2024-07-20 20:51:09,0,2024-07-20 20:51:09,,,
2021-08-12,丹东市,二级焦,2840.00,车板价,A13.5S0.75 CSR55,45,2021-08-12 00:00:00,1,0,2024-07-20 20:51:09,0,2024-07-20 20:51:09,,,
2021-08-05,丹东市,二级焦,2720.00,车板价,A13.5S0.75 CSR55,46,2021-08-05 00:00:00,1,0,2024-07-20 20:51:09,0,2024-07-20 20:51:09,,,
2021-07-29,丹东市,二级焦,2600.00,车板价,A13.5S0.75 CSR55,47,2021-07-29 00:00:00,1,0,2024-07-20 20:51:09,0,2024-07-20 20:51:09,,,
2021-07-22,丹东市,二级焦,2600.00,车板价,A13.5S0.75 CSR55,48,2021-07-22 00:00:00,1,0,2024-07-20 20:51:09,0,2024-07-20 20:51:09,,,
2021-07-15,丹东市,二级焦,2600.00,车板价,A13.5S0.75 CSR55,49,2021-07-15 00:00:00,1,0,2024-07-20 20:51:09,0,2024-07-20 20:51:09,,,
2021-07-08,丹东市,二级焦,2720.00,车板价,A13.5S0.75 CSR55,50,2021-07-08 00:00:00,1,0,2024-07-20 20:51:09,0,2024-07-20 20:51:09,,,
2021-07-01,丹东市,二级焦,2720.00,车板价,A13.5S0.75 CSR55,51,2021-07-01 00:00:00,1,0,2024-07-20 20:51:09,0,2024-07-20 20:51:09,,,
2021-06-24,丹东市,二级焦,2720.00,车板价,A13.5S0.75 CSR55,52,2021-06-24 00:00:00,1,0,2024-07-20 20:51:09,0,2024-07-20 20:51:09,,,
2021-06-17,丹东市,二级焦,2720.00,车板价,A13.5S0.75 CSR55,53,2021-06-17 00:00:00,1,0,2024-07-20 20:51:09,0,2024-07-20 20:51:09,,,
2021-06-10,丹东市,二级焦,2720.00,车板价,A13.5S0.75 CSR55,54,2021-06-10 00:00:00,1,0,2024-07-20 20:51:09,0,2024-07-20 20:51:09,,,
2021-06-03,丹东市,二级焦,2720.00,车板价,A13.5S0.75 CSR55,55,2021-06-03 00:00:00,1,0,2024-07-20 20:51:09,0,2024-07-20 20:51:09,,,
2021-05-27,丹东市,二级焦,2840.00,车板价,A13.5S0.75 CSR55,56,2021-05-27 00:00:00,1,0,2024-07-20 20:51:09,0,2024-07-20 20:51:09,,,
2021-05-20,丹东市,二级焦,2840.00,车板价,A13.5S0.75 CSR55,57,2021-05-20 00:00:00,1,0,2024-07-20 20:51:09,0,2024-07-20 20:51:09,,,
2021-05-13,丹东市,二级焦,2600.00,车板价,A13.5S0.75 CSR55,58,2021-05-13 00:00:00,1,0,2024-07-20 20:51:09,0,2024-07-20 20:51:09,,,
2021-05-06,丹东市,二级焦,2400.00,车板价,A13.5S0.75 CSR55,59,2021-05-06 00:00:00,1,0,2024-07-20 20:51:09,0,2024-07-20 20:51:09,,,
2021-04-29,丹东市,二级焦,2200.00,车板价,A13.5S0.75 CSR55,60,2021-04-29 00:00:00,1,0,2024-07-20 20:51:09,0,2024-07-20 20:51:09,,,
2021-04-22,丹东市,二级焦,2100.00,车板价,A13.5S0.75 CSR55,61,2021-04-22 00:00:00,1,0,2024-07-20 20:51:12,0,2024-07-20 20:51:12,,,
2021-04-15,丹东市,二级焦,2000.00,车板价,A13.5S0.75 CSR55,62,2021-04-15 00:00:00,1,0,2024-07-20 20:51:12,0,2024-07-20 20:51:12,,,
2021-04-08,丹东市,二级焦,2000.00,车板价,A13.5S0.75 CSR55,63,2021-04-08 00:00:00,1,0,2024-07-20 20:51:12,0,2024-07-20 20:51:12,,,
2021-04-01,丹东市,二级焦,2000.00,车板价,A13.5S0.75 CSR55,64,2021-04-01 00:00:00,1,0,2024-07-20 20:51:12,0,2024-07-20 20:51:12,,,
2021-03-25,丹东市,二级焦,2200.00,车板价,A13.5S0.75 CSR55,65,2021-03-25 00:00:00,1,0,2024-07-20 20:51:12,0,2024-07-20 20:51:12,,,
2021-03-18,丹东市,二级焦,2300.00,车板价,A13.5S0.75 CSR55,66,2021-03-18 00:00:00,1,0,2024-07-20 20:51:12,0,2024-07-20 20:51:12,,,
2021-03-11,丹东市,二级焦,2500.00,车板价,A13.5S0.75 CSR55,67,2021-03-11 00:00:00,1,0,2024-07-20 20:51:12,0,2024-07-20 20:51:12,,,
2021-03-04,丹东市,二级焦,2600.00,车板价,A13.5S0.75 CSR55,68,2021-03-04 00:00:00,1,0,2024-07-20 20:51:12,0,2024-07-20 20:51:12,,,
2021-02-25,丹东市,二级焦,2700.00,车板价,A13.5S0.75 CSR55,69,2021-02-25 00:00:00,1,0,2024-07-20 20:51:12,0,2024-07-20 20:51:12,,,
