时间,当月值(万吨),同期值(万吨),同比变化(万吨),同比增长(%),累计值(万吨),同期累计(万吨),累计变化(万吨),累计增长(%),_ID,_DATA_TIME,_ACTIVE,_CREATE_ID,_CREATE_TIME,_UPDATE_ID,_UPDATE_TIME,_REMARK,_CHANGE_LOG,_RESERVE
2024-05,20700.00,19735.00,965.00,4.90,96700.00,97178.00,-478.00,-0.50,1,2024-05-31 00:00:00,1,0,2024-07-20 13:40:45,0,2024-07-20 13:40:45,,,
2024-04,20400.00,19775.00,625.00,3.20,77500.00,77839.00,-339.00,-0.40,2,2024-04-30 00:00:00,1,0,2024-07-20 13:40:45,0,2024-07-20 13:40:45,,,
2024-03,21100.00,20391.00,709.00,3.50,59300.00,59114.00,186.00,0.30,3,2024-03-31 00:00:00,1,0,2024-07-20 13:40:45,0,2024-07-20 13:40:45,,,
2024-02,19800.00,19675.00,125.00,0.60,38400.00,38530.00,-130.00,-0.30,4,2024-02-29 00:00:00,1,0,2024-07-20 13:40:45,0,2024-07-20 13:40:45,,,
2024-01,18600.00,18855.00,-255.00,-1.30,18600.00,18855.00,-255.00,-1.30,5,2024-01-31 00:00:00,1,0,2024-07-20 13:40:45,0,2024-07-20 13:40:45,,,
2023-12,20000.00,17921.00,2079.00,11.60,227800.00,218020.00,9780.00,4.50,6,2023-12-31 00:00:00,1,0,2024-07-20 13:40:45,0,2024-07-20 13:40:45,,,
2023-11,20100.00,17811.00,2289.00,12.80,207400.00,198000.00,9400.00,4.70,7,2023-11-30 00:00:00,1,0,2024-07-20 13:40:45,0,2024-07-20 13:40:45,,,
2023-10,20100.00,17830.00,2270.00,12.80,187700.00,179200.00,8500.00,4.80,8,2023-10-31 00:00:00,1,0,2024-07-20 13:40:45,0,2024-07-20 13:40:45,,,
2023-09,19700.00,17617.00,2083.00,11.80,168800.00,160934.00,7866.00,4.90,9,2023-09-30 00:00:00,1,0,2024-07-20 13:40:45,0,2024-07-20 13:40:45,,,
2023-08,19500.00,17633.00,1867.00,10.60,153500.00,138000.00,15500.00,11.30,10,2023-08-31 00:00:00,1,0,2024-07-20 13:40:45,0,2024-07-20 13:40:45,,,
2023-07,20100.00,17713.00,2387.00,13.50,135000.00,122500.00,12500.00,11.50,11,2023-07-31 00:00:00,1,0,2024-07-20 13:40:45,0,2024-07-20 13:40:45,,,
2023-06,19600.00,17208.00,2392.00,13.90,114900.00,102900.00,12000.00,11.60,12,2023-06-30 00:00:00,1,0,2024-07-20 13:40:45,0,2024-07-20 13:40:45,,,
2023-05,19500.00,17460.00,2040.00,11.70,96500.00,86100.00,10400.00,12.00,13,2023-05-31 00:00:00,1,0,2024-07-20 13:40:45,0,2024-07-20 13:40:45,,,
2023-04,19800.00,17691.00,2109.00,11.90,77500.00,69662.00,7838.00,11.30,14,2023-04-30 00:00:00,1,0,2024-07-20 13:40:45,0,2024-07-20 13:40:45,,,
2023-03,20500.00,18218.00,2282.00,12.50,58800.00,52828.00,5972.00,11.30,15,2023-03-31 00:00:00,1,0,2024-07-20 13:40:45,0,2024-07-20 13:40:45,,,
2023-02,19400.00,17158.00,2242.00,13.10,37800.00,34677.00,3123.00,9.00,16,2023-02-28 00:00:00,1,0,2024-07-20 13:40:45,0,2024-07-20 13:40:45,,,
2023-01,18400.00,18100.00,300.00,1.66,18400.00,18100.00,300.00,1.66,17,2023-01-31 00:00:00,1,0,2024-07-20 13:40:45,0,2024-07-20 13:40:45,,,
2022-12,20000.00,19667.00,333.00,1.70,218000.00,201000.00,17000.00,8.70,18,2022-12-31 00:00:00,1,0,2024-07-20 13:40:45,0,2024-07-20 13:40:45,,,
2022-11,19000.00,19826.00,-826.00,-4.20,198000.00,181000.00,17000.00,9.60,19,2022-11-30 00:00:00,1,0,2024-07-20 13:40:45,0,2024-07-20 13:40:45,,,
2022-10,18000.00,17305.00,695.00,4.00,179000.00,161000.00,18000.00,11.30,20,2022-10-31 00:00:00,1,0,2024-07-20 13:40:45,0,2024-07-20 13:40:45,,,
2022-09,19000.00,14656.00,4344.00,29.50,161000.00,143000.00,18000.00,12.20,21,2022-09-30 00:00:00,1,0,2024-07-20 13:40:45,0,2024-07-20 13:40:45,,,
2022-08,19000.00,16279.00,2721.00,16.40,142000.00,129000.00,13000.00,10.20,22,2022-08-31 00:00:00,1,0,2024-07-20 13:40:45,0,2024-07-20 13:40:45,,,
2022-07,19600.00,14945.00,4655.00,31.20,122600.00,112100.00,10500.00,9.40,23,2022-07-31 00:00:00,1,0,2024-07-20 13:40:45,0,2024-07-20 13:40:45,,,
2022-06,16900.00,15107.00,1793.00,11.90,103100.00,97147.00,5953.00,6.10,24,2022-06-30 00:00:00,1,0,2024-07-20 13:40:45,0,2024-07-20 13:40:45,,,
2022-05,16500.00,15833.00,667.00,4.20,86200.00,82067.00,4133.00,5.00,25,2022-05-31 00:00:00,1,0,2024-07-20 13:40:45,0,2024-07-20 13:40:45,,,
2022-04,16800.00,15109.00,1691.00,11.50,69600.00,65908.00,3692.00,5.60,26,2022-04-30 00:00:00,1,0,2024-07-20 13:40:45,0,2024-07-20 13:40:45,,,
2022-03,18100.00,16100.00,2000.00,12.42,52800.00,51000.00,1800.00,3.53,27,2022-03-31 00:00:00,1,0,2024-07-20 13:40:45,0,2024-07-20 13:40:45,,,
2022-02,16600.00,16063.00,537.00,0.40,34700.00,34162.00,538.00,1.60,28,2022-02-28 00:00:00,1,0,2024-07-20 13:40:45,0,2024-07-20 13:40:45,,,
2022-01,18100.00,18099.00,1.00,0.01,18100.00,18099.00,1.00,0.01,29,2022-01-31 00:00:00,1,0,2024-07-20 13:40:45,0,2024-07-20 13:40:45,,,
2021-12,19700.00,16659.00,3041.00,18.20,200000.00,172000.00,28000.00,16.20,30,2021-12-31 00:00:00,1,0,2024-07-20 13:40:45,0,2024-07-20 13:40:45,,,
2021-11,19700.00,15647.00,4053.00,25.80,181000.00,156000.00,25000.00,16.20,31,2021-11-30 00:00:00,1,0,2024-07-20 13:40:49,0,2024-07-20 13:40:49,,,
2021-10,17600.00,14884.00,2716.00,18.20,161000.00,140000.00,21000.00,15.10,32,2021-10-31 00:00:00,1,0,2024-07-20 13:40:49,0,2024-07-20 13:40:49,,,
2021-09,14700.00,13872.00,828.00,6.00,143000.00,124500.00,18500.00,14.80,33,2021-09-30 00:00:00,1,0,2024-07-20 13:40:49,0,2024-07-20 13:40:49,,,
2021-08,16500.00,14590.00,1910.00,13.10,128600.00,111000.00,17600.00,15.90,34,2021-08-31 00:00:00,1,0,2024-07-20 13:40:49,0,2024-07-20 13:40:49,,,
2021-07,14900.00,15405.00,-505.00,-3.30,112000.00,96400.00,15600.00,16.20,35,2021-07-31 00:00:00,1,0,2024-07-20 13:40:49,0,2024-07-20 13:40:49,,,
2021-06,15100.00,15047.00,53.00,0.40,97000.00,80700.00,16300.00,20.20,36,2021-06-30 00:00:00,1,0,2024-07-20 13:40:49,0,2024-07-20 13:40:49,,,
2021-05,15900.00,13660.00,2240.00,16.40,82000.00,65800.00,16200.00,24.60,37,2021-05-31 00:00:00,1,0,2024-07-20 13:40:49,0,2024-07-20 13:40:49,,,
2021-04,15100.00,12107.00,2993.00,24.80,66000.00,52400.00,13600.00,25.90,38,2021-04-30 00:00:00,1,0,2024-07-20 13:40:49,0,2024-07-20 13:40:49,,,
2021-03,16100.00,13394.00,2706.00,20.20,51000.00,40638.00,10362.00,25.70,39,2021-03-31 00:00:00,1,0,2024-07-20 13:40:49,0,2024-07-20 13:40:49,,,
2021-02,16063.00,11750.00,4313.00,36.71,34162.00,27300.00,6862.00,25.14,40,2021-02-28 00:00:00,1,0,2024-07-20 13:40:49,0,2024-07-20 13:40:49,,,
2021-01,18099.00,15100.00,2999.00,19.86,18099.00,15100.00,2999.00,19.86,41,2021-01-31 00:00:00,1,0,2024-07-20 13:40:49,0,2024-07-20 13:40:49,,,
2020-12,16700.00,16042.00,658.00,4.10,172000.00,180600.00,-8600.00,-4.80,42,2020-12-31 00:00:00,1,0,2024-07-20 13:40:49,0,2024-07-20 13:40:49,,,
2020-11,15700.00,15811.00,-111.00,-0.70,156000.00,165548.00,-9548.00,-5.80,43,2020-11-30 00:00:00,1,0,2024-07-20 13:40:49,0,2024-07-20 13:40:49,,,
2020-10,15300.00,16047.00,-747.00,-4.70,140000.00,149430.00,-9430.00,-6.30,44,2020-10-31 00:00:00,1,0,2024-07-20 13:40:49,0,2024-07-20 13:40:49,,,
2020-09,14000.00,14493.00,-493.00,-3.40,125000.00,133500.00,-8545.00,-6.40,45,2020-09-30 00:00:00,1,0,2024-07-20 13:40:49,0,2024-07-20 13:40:49,,,
2020-08,14600.00,14787.00,-187.00,-1.30,111000.00,118965.00,-7965.00,-6.70,46,2020-08-31 00:00:00,1,0,2024-07-20 13:40:49,0,2024-07-20 13:40:49,,,
2020-07,15400.00,15490.00,-90.00,-0.60,96000.00,103797.00,-7797.00,-7.50,47,2020-07-31 00:00:00,1,0,2024-07-20 13:40:49,0,2024-07-20 13:40:49,,,
2020-06,15000.00,14608.00,392.00,2.70,80900.00,88512.00,-7612.00,-8.60,48,2020-06-30 00:00:00,1,0,2024-07-20 13:40:49,0,2024-07-20 13:40:49,,,
2020-05,13600.00,15145.00,-1545.00,-10.20,65900.00,73816.00,-7916.00,-10.70,49,2020-05-31 00:00:00,1,0,2024-07-20 13:40:49,0,2024-07-20 13:40:49,,,
2020-04,12100.00,13881.00,-1781.00,-12.90,52300.00,58538.00,-6238.00,-10.60,50,2020-04-30 00:00:00,1,0,2024-07-20 13:40:49,0,2024-07-20 13:40:49,,,
2020-03,13400.00,14594.00,-1194.00,-8.20,40400.00,44622.00,-4222.00,-9.50,51,2020-03-31 00:00:00,1,0,2024-07-20 13:40:49,0,2024-07-20 13:40:49,,,
2020-02,11750.00,13011.00,-1261.00,-9.70,27300.00,30213.00,-2913.00,-9.60,52,2020-02-29 00:00:00,1,0,2024-07-20 13:40:49,0,2024-07-20 13:40:49,,,
2020-01,15100.00,16732.00,-1632.00,-7.40,15100.00,16732.00,-1632.00,-7.40,53,2020-01-31 00:00:00,1,0,2024-07-20 13:40:49,0,2024-07-20 13:40:49,,,
2019-12,16000.00,15571.00,429.00,2.80,181000.00,176230.00,4770.00,2.70,54,2019-12-31 00:00:00,1,0,2024-07-20 13:40:49,0,2024-07-20 13:40:49,,,
2019-11,15000.00,14791.00,209.00,1.40,164800.00,160353.00,4447.00,2.80,55,2019-11-30 00:00:00,1,0,2024-07-20 13:40:49,0,2024-07-20 13:40:49,,,
2019-10,15780.00,14782.00,998.00,6.80,149300.00,145065.00,4235.00,2.90,56,2019-10-31 00:00:00,1,0,2024-07-20 13:40:49,0,2024-07-20 13:40:49,,,
2019-09,14400.00,14380.00,20.00,0.10,133500.00,130244.00,3256.00,2.50,57,2019-09-30 00:00:00,1,0,2024-07-20 13:40:49,0,2024-07-20 13:40:49,,,
2019-08,14800.00,14800.00,0.00,0.00,119000.00,115953.00,3047.00,2.60,58,2019-08-31 00:00:00,1,0,2024-07-20 13:40:49,0,2024-07-20 13:40:49,,,
2019-07,15500.00,14800.00,698.00,4.70,104000.00,101000.00,3190.00,3.20,59,2019-07-31 00:00:00,1,0,2024-07-20 13:40:49,0,2024-07-20 13:40:49,,,
2019-06,14600.00,14151.00,449.00,3.20,88500.00,85800.00,2657.00,3.10,60,2019-06-30 00:00:00,1,0,2024-07-20 13:40:49,0,2024-07-20 13:40:49,,,
2019-05,15200.00,14246.00,954.00,6.70,74000.00,71562.00,2438.00,3.40,61,2019-05-31 00:00:00,1,0,2024-07-20 13:40:52,0,2024-07-20 13:40:52,,,
2019-04,13900.00,12400.00,1417.00,11.40,58600.00,57000.00,1824.00,3.20,62,2019-04-30 00:00:00,1,0,2024-07-20 13:40:52,0,2024-07-20 13:40:52,,,
2019-03,14600.00,14686.00,-86.00,-0.60,44600.00,44025.00,575.00,1.30,63,2019-03-31 00:00:00,1,0,2024-07-20 13:40:52,0,2024-07-20 13:40:52,,,
2019-02,12600.00,14023.00,-1423.00,-10.10,29800.00,28955.00,845.00,2.90,64,2019-02-28 00:00:00,1,0,2024-07-20 13:40:52,0,2024-07-20 13:40:52,,,
2019-01,,,,,,,,,65,2019-01-31 00:00:00,1,0,2024-07-20 13:40:52,0,2024-07-20 13:40:52,,,
2018-12,,,,,,,,,66,2018-12-31 00:00:00,1,0,2024-07-20 13:40:52,0,2024-07-20 13:40:52,,,
2018-11,,,,,,,,,67,2018-11-30 00:00:00,1,0,2024-07-20 13:40:52,0,2024-07-20 13:40:52,,,
2018-10,14700.00,12561.00,2139.00,17.00,145000.00,124900.00,20100.00,16.10,68,2018-10-31 00:00:00,1,0,2024-07-20 13:40:52,0,2024-07-20 13:40:52,,,
2018-09,14400.00,11914.00,2486.00,20.90,130000.00,112000.00,18000.00,16.30,69,2018-09-30 00:00:00,1,0,2024-07-20 13:40:52,0,2024-07-20 13:40:52,,,
2018-08,14800.00,12207.00,2593.00,21.20,116000.00,99900.00,16100.00,16.10,70,2018-08-31 00:00:00,1,0,2024-07-20 13:40:52,0,2024-07-20 13:40:52,,,
2018-07,14800.00,12645.00,2155.00,17.00,101000.00,87400.00,13600.00,15.60,71,2018-07-31 00:00:00,1,0,2024-07-20 13:40:52,0,2024-07-20 13:40:52,,,
2018-06,14200.00,12118.00,2082.00,17.20,85800.00,74800.00,11000.00,14.70,72,2018-06-30 00:00:00,1,0,2024-07-20 13:40:52,0,2024-07-20 13:40:52,,,
2018-05,14200.00,12254.00,1946.00,16.00,71400.00,62594.00,8806.00,14.10,73,2018-05-31 00:00:00,1,0,2024-07-20 13:40:52,0,2024-07-20 13:40:52,,,
2018-04,12400.00,11936.00,464.00,3.90,57000.00,50371.00,6629.00,13.20,74,2018-04-30 00:00:00,1,0,2024-07-20 13:40:52,0,2024-07-20 13:40:52,,,
2018-03,14700.00,12822.00,1878.00,14.60,44000.00,37902.00,6098.00,16.10,75,2018-03-31 00:00:00,1,0,2024-07-20 13:40:52,0,2024-07-20 13:40:52,,,
2018-02,14000.00,11519.00,2481.00,21.50,28930.00,24854.00,4076.00,16.40,76,2018-02-28 00:00:00,1,0,2024-07-20 13:40:52,0,2024-07-20 13:40:52,,,
2018-01,,,,,,,,,77,2018-01-31 00:00:00,1,0,2024-07-20 13:40:52,0,2024-07-20 13:40:52,,,
2017-12,12700.00,12818.00,-118.00,-0.90,149400.00,134400.00,15000.00,11.20,78,2017-12-31 00:00:00,1,0,2024-07-20 13:40:52,0,2024-07-20 13:40:52,,,
2017-11,12200.00,12858.00,-658.00,-5.10,136000.00,116200.00,19800.00,17.00,79,2017-11-30 00:00:00,1,0,2024-07-20 13:40:52,0,2024-07-20 13:40:52,,,
2017-10,12000.00,12315.00,-315.00,-2.60,124000.00,108600.00,15400.00,14.20,80,2017-10-31 00:00:00,1,0,2024-07-20 13:40:52,0,2024-07-20 13:40:52,,,
2017-09,11900.00,10839.00,1061.00,9.80,111600.00,95900.00,15700.00,16.20,81,2017-09-30 00:00:00,1,0,2024-07-20 13:40:52,0,2024-07-20 13:40:52,,,
2017-08,12200.00,10947.00,1253.00,11.40,99500.00,85200.00,14300.00,16.90,82,2017-08-31 00:00:00,1,0,2024-07-20 13:40:52,0,2024-07-20 13:40:52,,,
2017-07,12700.00,10535.00,2165.00,20.60,86600.00,63400.00,23200.00,36.60,83,2017-07-31 00:00:00,1,0,2024-07-20 13:40:52,0,2024-07-20 13:40:52,,,
2017-06,11900.00,9420.00,2480.00,26.30,73900.00,63400.00,10500.00,16.60,84,2017-06-30 00:00:00,1,0,2024-07-20 13:40:52,0,2024-07-20 13:40:52,,,
2017-05,12100.00,8877.00,2239.00,22.70,62000.00,53701.00,8299.00,15.50,85,2017-05-31 00:00:00,1,0,2024-07-20 13:40:52,0,2024-07-20 13:40:52,,,
2017-04,12000.00,9600.00,2150.00,22.40,49800.00,43700.00,5856.00,13.40,86,2017-04-30 00:00:00,1,0,2024-07-20 13:40:52,0,2024-07-20 13:40:52,,,
2017-03,12800.00,11131.00,1669.00,14.99,37400.00,33933.00,3467.00,10.22,87,2017-03-31 00:00:00,1,0,2024-07-20 13:40:52,0,2024-07-20 13:40:52,,,
2017-02,11300.00,10015.00,1285.00,12.83,24600.00,22511.00,2089.00,9.28,88,2017-02-28 00:00:00,1,0,2024-07-20 13:40:52,0,2024-07-20 13:40:52,,,
2017-01,,,,,,,,,89,2017-01-31 00:00:00,1,0,2024-07-20 13:40:52,0,2024-07-20 13:40:52,,,
2024-06,20200.00,19464.00,736.00,3.80,115600.00,115196.00,404.00,0.40,150,2024-06-30 00:00:00,1,0,2024-08-01 10:41:12,0,2024-08-01 10:41:12,,,
2024-09,20100.00,19684.00,416.00,2.10,174300.00,166854.00,7446.00,4.50,151,2024-09-30 00:00:00,1,0,2024-11-07 01:46:04,0,2024-11-07 01:46:04,,,
2024-08,20700.00,19672.00,1028.00,5.20,153700.00,151658.00,2042.00,0.10,152,2024-08-31 00:00:00,1,0,2024-11-07 01:46:04,0,2024-11-07 01:46:04,,,
2024-07,20000.00,19830.00,170.00,0.90,134000.00,133915.00,85.00,0.10,153,2024-07-31 00:00:00,1,0,2024-11-07 01:46:04,0,2024-11-07 01:46:04,,,
2024-10,20600.00,20238.00,362.00,1.80,191900.00,188281.00,3619.00,1.90,154,2024-10-31 00:00:00,1,0,2024-11-21 23:16:30,0,2024-11-21 23:16:30,,,
2024-11,20800.00,20307.00,493.00,2.40,212100.00,207965.00,4135.00,2.00,155,2024-11-30 00:00:00,1,0,2024-12-25 23:16:14,0,2024-12-25 23:16:14,,,
2024-12,20700.00,20358.00,342.00,1.70,232500.00,228213.00,4287.00,1.90,156,2024-12-31 00:00:00,1,0,2025-01-21 23:15:54,0,2025-01-21 23:15:54,,,
2025-01,18500.00,21265.00,-2765.00,-13.00,18500.00,21265.00,-2765.00,-13.00,157,2025-01-31 00:00:00,1,0,2025-02-21 23:16:56,0,2025-02-21 23:16:56,,,
2025-02,18100.00,20470.00,-2370.00,-11.60,35200.00,39015.00,-3815.00,-9.80,158,2025-02-28 00:00:00,1,0,2025-03-24 23:16:39,0,2025-03-24 23:16:39,,,
2025-03,18900.00,21300.00,-2400.00,-11.30,54200.00,59531.00,-5331.00,-9.00,159,2025-03-31 00:00:00,1,0,2025-05-06 23:16:04,0,2025-05-06 23:16:04,,,
