时间,气精煤,环比增加,_ID,_DATA_TIME,_ACTIVE,_CREATE_ID,_CREATE_TIME,_UPDATE_ID,_UPDATE_TIME,_REMARK,_CHANGE_LOG,_RESERVE
2023-09-27,1455.00,4.00,41,2023-09-27 00:00:00,1,0,2024-07-20 05:48:27,0,2024-07-20 05:48:27,,,
2023-09-20,1451.00,110.00,42,2023-09-20 00:00:00,1,0,2024-07-20 05:48:27,0,2024-07-20 05:48:27,,,
2023-09-13,1341.00,98.00,43,2023-09-13 00:00:00,1,0,2024-07-20 05:48:27,0,2024-07-20 05:48:27,,,
2023-09-06,1243.00,14.00,44,2023-09-06 00:00:00,1,0,2024-07-20 05:48:27,0,2024-07-20 05:48:27,,,
2023-08-30,1229.00,2.00,45,2023-08-30 00:00:00,1,0,2024-07-20 05:48:27,0,2024-07-20 05:48:27,,,
2023-08-23,1227.00,6.00,46,2023-08-23 00:00:00,1,0,2024-07-20 05:48:27,0,2024-07-20 05:48:27,,,
2023-08-16,1221.00,-100.00,47,2023-08-16 00:00:00,1,0,2024-07-20 05:48:27,0,2024-07-20 05:48:27,,,
2023-08-09,1321.00,-33.00,48,2023-08-09 00:00:00,1,0,2024-07-20 05:48:27,0,2024-07-20 05:48:27,,,
2023-08-02,1354.00,-67.00,49,2023-08-02 00:00:00,1,0,2024-07-20 05:48:27,0,2024-07-20 05:48:27,,,
2023-07-26,1421.00,93.00,50,2023-07-26 00:00:00,1,0,2024-07-20 05:48:27,0,2024-07-20 05:48:27,,,
2023-07-19,1328.00,92.00,51,2023-07-19 00:00:00,1,0,2024-07-20 05:48:27,0,2024-07-20 05:48:27,,,
2023-07-12,1236.00,24.00,52,2023-07-12 00:00:00,1,0,2024-07-20 05:48:27,0,2024-07-20 05:48:27,,,
2023-07-05,1212.00,3.00,53,2023-07-05 00:00:00,1,0,2024-07-20 05:48:27,0,2024-07-20 05:48:27,,,
2023-06-28,1209.00,-10.00,54,2023-06-28 00:00:00,1,0,2024-07-20 05:48:27,0,2024-07-20 05:48:27,,,
2023-06-21,1219.00,85.00,55,2023-06-21 00:00:00,1,0,2024-07-20 05:48:27,0,2024-07-20 05:48:27,,,
2023-06-14,1134.00,20.00,56,2023-06-14 00:00:00,1,0,2024-07-20 05:48:27,0,2024-07-20 05:48:27,,,
2023-06-07,1114.00,-118.00,57,2023-06-07 00:00:00,1,0,2024-07-20 05:48:27,0,2024-07-20 05:48:27,,,
2023-05-31,1232.00,-4.00,58,2023-05-31 00:00:00,1,0,2024-07-20 05:48:27,0,2024-07-20 05:48:27,,,
2023-05-24,1236.00,25.00,59,2023-05-24 00:00:00,1,0,2024-07-20 05:48:27,0,2024-07-20 05:48:27,,,
2023-05-17,1211.00,-10.00,60,2023-05-17 00:00:00,1,0,2024-07-20 05:48:27,0,2024-07-20 05:48:27,,,
2023-05-10,1221.00,-70.00,61,2023-05-10 00:00:00,1,0,2024-07-20 05:48:30,0,2024-07-20 05:48:30,,,
2023-05-04,1291.00,-62.00,62,2023-05-04 00:00:00,1,0,2024-07-20 05:48:30,0,2024-07-20 05:48:30,,,
2023-04-26,1353.00,-57.00,63,2023-04-26 00:00:00,1,0,2024-07-20 05:48:30,0,2024-07-20 05:48:30,,,
2023-04-19,1410.00,-72.00,64,2023-04-19 00:00:00,1,0,2024-07-20 05:48:30,0,2024-07-20 05:48:30,,,
2023-04-12,1482.00,-94.00,65,2023-04-12 00:00:00,1,0,2024-07-20 05:48:30,0,2024-07-20 05:48:30,,,
2023-04-04,1576.00,-84.00,66,2023-04-04 00:00:00,1,0,2024-07-20 05:48:30,0,2024-07-20 05:48:30,,,
2023-03-29,1660.00,-111.00,67,2023-03-29 00:00:00,1,0,2024-07-20 05:48:30,0,2024-07-20 05:48:30,,,
2023-03-22,1771.00,-117.00,68,2023-03-22 00:00:00,1,0,2024-07-20 05:48:30,0,2024-07-20 05:48:30,,,
2023-03-15,1888.00,-48.00,69,2023-03-15 00:00:00,1,0,2024-07-20 05:48:30,0,2024-07-20 05:48:30,,,
2023-03-08,1936.00,-5.00,70,2023-03-08 00:00:00,1,0,2024-07-20 05:48:30,0,2024-07-20 05:48:30,,,
2023-03-01,1941.00,91.00,71,2023-03-01 00:00:00,1,0,2024-07-20 05:48:30,0,2024-07-20 05:48:30,,,
2023-02-22,1850.00,4.00,72,2023-02-22 00:00:00,1,0,2024-07-20 05:48:30,0,2024-07-20 05:48:30,,,
2023-02-15,1846.00,-17.00,73,2023-02-15 00:00:00,1,0,2024-07-20 05:48:30,0,2024-07-20 05:48:30,,,
