时间,煤种,当月数量(吨),累计数量(吨),当月金额(千美元),累计金额(千美元),_ID,_DATA_TIME,_ACTIVE,_CREATE_ID,_CREATE_TIME,_UPDATE_ID,_UPDATE_TIME,_REMARK,_CHANGE_LOG,_RESERVE
2022-07,其他烟煤,147023.00,782769.30,33890.90,182731.60,128,2022-07-31 00:00:00,1,0,2024-07-20 14:46:54,0,2024-07-20 14:46:54,,,
2022-07,煤炭,228507.10,2308004.80,61675.40,735212.70,129,2022-07-31 00:00:00,1,0,2024-07-20 14:46:54,0,2024-07-20 14:46:54,,,
2022-07,型煤,1617.80,17927.20,1342.80,14023.10,130,2022-07-31 00:00:00,1,0,2024-07-20 14:46:54,0,2024-07-20 14:46:54,,,
2022-07,褐煤,189.70,1532.10,20.60,211.30,131,2022-07-31 00:00:00,1,0,2024-07-20 14:46:54,0,2024-07-20 14:46:54,,,
2022-07,无烟煤,79676.60,1255386.00,26421.10,436776.50,132,2022-07-31 00:00:00,1,0,2024-07-20 14:46:54,0,2024-07-20 14:46:54,,,
2022-06,其他烟煤,149888.80,635746.30,47924.50,148840.70,133,2022-06-30 00:00:00,1,0,2024-07-20 14:46:54,0,2024-07-20 14:46:54,,,
2022-06,煤炭,517841.90,2079497.70,187439.30,673537.30,134,2022-06-30 00:00:00,1,0,2024-07-20 14:46:54,0,2024-07-20 14:46:54,,,
2022-06,无烟煤,257582.90,1175709.40,92474.20,410355.40,135,2022-06-30 00:00:00,1,0,2024-07-20 14:46:54,0,2024-07-20 14:46:54,,,
2022-06,型煤,5701.90,16309.40,4568.90,12680.30,136,2022-06-30 00:00:00,1,0,2024-07-20 14:46:54,0,2024-07-20 14:46:54,,,
2022-06,炼焦煤,104668.30,250390.20,42471.70,101470.40,137,2022-06-30 00:00:00,1,0,2024-07-20 14:46:54,0,2024-07-20 14:46:54,,,
2022-05,其他烟煤,115325.50,485857.50,26250.20,100916.20,138,2022-05-31 00:00:00,1,0,2024-07-20 14:46:54,0,2024-07-20 14:46:54,,,
2022-05,褐煤,400.50,1342.40,41.70,190.70,139,2022-05-31 00:00:00,1,0,2024-07-20 14:46:54,0,2024-07-20 14:46:54,,,
2022-05,型煤,1570.90,10607.50,1198.80,8111.40,140,2022-05-31 00:00:00,1,0,2024-07-20 14:46:54,0,2024-07-20 14:46:54,,,
2022-05,无烟煤,310988.20,918126.60,112390.40,317881.20,141,2022-05-31 00:00:00,1,0,2024-07-20 14:46:54,0,2024-07-20 14:46:54,,,
2022-05,煤炭,428285.10,1561655.80,139881.10,486098.00,142,2022-05-31 00:00:00,1,0,2024-07-20 14:46:54,0,2024-07-20 14:46:54,,,
2022-04,其他烟煤,187690.00,370532.00,33534.10,74666.00,143,2022-04-30 00:00:00,1,0,2024-07-20 14:46:54,0,2024-07-20 14:46:54,,,
2022-04,煤炭,467232.10,1133370.70,145449.20,346216.90,144,2022-04-30 00:00:00,1,0,2024-07-20 14:46:54,0,2024-07-20 14:46:54,,,
2022-04,型煤,1179.80,9036.60,930.50,6912.60,145,2022-04-30 00:00:00,1,0,2024-07-20 14:46:54,0,2024-07-20 14:46:54,,,
2022-04,无烟煤,250657.00,607138.40,93090.30,205490.80,146,2022-04-30 00:00:00,1,0,2024-07-20 14:46:54,0,2024-07-20 14:46:54,,,
2022-04,炼焦煤,27000.00,145721.90,17820.00,58998.70,147,2022-04-30 00:00:00,1,0,2024-07-20 14:46:54,0,2024-07-20 14:46:54,,,
2022-04,褐煤,705.30,941.80,74.30,149.00,148,2022-04-30 00:00:00,1,0,2024-07-20 14:46:54,0,2024-07-20 14:46:54,,,
2022-03,炼焦煤,49596.00,118721.90,18128.60,41178.70,149,2022-03-31 00:00:00,1,0,2024-07-20 14:46:54,0,2024-07-20 14:46:54,,,
2022-03,型煤,1615.30,7856.80,1243.70,5982.10,150,2022-03-31 00:00:00,1,0,2024-07-20 14:46:54,0,2024-07-20 14:46:54,,,
2022-03,褐煤,236.60,236.60,74.70,74.70,151,2022-03-31 00:00:00,1,0,2024-07-20 14:46:56,0,2024-07-20 14:46:56,,,
2022-03,煤炭,65199.10,666138.60,23421.20,200767.70,152,2022-03-31 00:00:00,1,0,2024-07-20 14:46:56,0,2024-07-20 14:46:56,,,
2022-03,无烟煤,1172.20,356481.30,1406.20,112400.50,153,2022-03-31 00:00:00,1,0,2024-07-20 14:46:56,0,2024-07-20 14:46:56,,,
2022-03,其他烟煤,12579.00,182842.00,2568.00,41131.90,154,2022-03-31 00:00:00,1,0,2024-07-20 14:46:56,0,2024-07-20 14:46:56,,,
2022-02,炼焦煤,69125.90,69125.90,23050.00,23050.00,155,2022-02-28 00:00:00,1,0,2024-07-20 14:46:56,0,2024-07-20 14:46:56,,,
2022-02,无烟煤,214404.20,355309.10,64991.60,110994.30,156,2022-02-28 00:00:00,1,0,2024-07-20 14:46:56,0,2024-07-20 14:46:56,,,
2022-02,型煤,1502.00,6241.50,1141.30,4738.30,157,2022-02-28 00:00:00,1,0,2024-07-20 14:46:56,0,2024-07-20 14:46:56,,,
2022-02,煤炭,285032.10,600939.50,89182.90,177346.50,158,2022-02-28 00:00:00,1,0,2024-07-20 14:46:56,0,2024-07-20 14:46:56,,,
2022-01,煤炭,315907.40,315907.40,88163.60,88163.60,159,2022-01-31 00:00:00,1,0,2024-07-20 14:46:56,0,2024-07-20 14:46:56,,,
2022-01,型煤,4739.50,4739.50,3597.00,3597.00,160,2022-01-31 00:00:00,1,0,2024-07-20 14:46:56,0,2024-07-20 14:46:56,,,
2022-01,无烟煤,140904.90,140904.90,46002.70,46002.70,161,2022-01-31 00:00:00,1,0,2024-07-20 14:46:56,0,2024-07-20 14:46:56,,,
2022-01,其他烟煤,170263.00,170263.00,38563.90,38563.90,162,2022-01-31 00:00:00,1,0,2024-07-20 14:46:56,0,2024-07-20 14:46:56,,,
2021-12,无烟煤,210895.20,1495932.50,83302.70,355326.80,163,2021-12-31 00:00:00,1,0,2024-07-20 14:46:56,0,2024-07-20 14:46:56,,,
2021-12,煤炭,213161.30,2602456.40,84537.20,503420.70,164,2021-12-31 00:00:00,1,0,2024-07-20 14:46:56,0,2024-07-20 14:46:56,,,
2021-12,型煤,1504.50,26042.70,1145.80,13125.80,165,2021-12-31 00:00:00,1,0,2024-07-20 14:46:56,0,2024-07-20 14:46:56,,,
2021-12,褐煤,761.60,4682.50,88.70,536.40,166,2021-12-31 00:00:00,1,0,2024-07-20 14:46:56,0,2024-07-20 14:46:56,,,
2021-11,褐煤,339.80,3920.90,72.20,447.60,167,2021-11-30 00:00:00,1,0,2024-07-20 14:46:56,0,2024-07-20 14:46:56,,,
2021-11,无烟煤,175409.90,1285037.30,53736.00,272024.00,168,2021-11-30 00:00:00,1,0,2024-07-20 14:46:56,0,2024-07-20 14:46:56,,,
