时间,Q5500K,环比增减,Q5000K,环比增减_1,Q4500K,环比增减_2,_ID,_DATA_TIME,_ACTIVE,_CREATE_ID,_CREATE_TIME,_UPDATE_ID,_UPDATE_TIME,_REMARK,_CHANGE_LOG,_RESERVE
2025-01-14,774.00,0.00,680.00,-1.00,588.00,0.00,35,2025-01-14 00:00:00,1,0,2025-03-07 23:14:58,0,2025-03-07 23:14:58,,,
2025-01-13,774.00,0.00,681.00,0.00,588.00,1.00,36,2025-01-13 00:00:00,1,0,2025-03-07 23:14:58,0,2025-03-07 23:14:58,,,
2025-01-10,774.00,0.00,681.00,0.00,587.00,1.00,37,2025-01-10 00:00:00,1,0,2025-03-07 23:14:58,0,2025-03-07 23:14:58,,,
2025-01-09,774.00,0.00,681.00,1.00,586.00,1.00,38,2025-01-09 00:00:00,1,0,2025-03-07 23:14:58,0,2025-03-07 23:14:58,,,
2025-01-08,774.00,1.00,680.00,2.00,585.00,2.00,39,2025-01-08 00:00:00,1,0,2025-03-07 23:14:58,0,2025-03-07 23:14:58,,,
2025-01-07,773.00,0.00,678.00,2.00,583.00,3.00,40,2025-01-07 00:00:00,1,0,2025-03-07 23:14:58,0,2025-03-07 23:14:58,,,
2025-01-06,773.00,2.00,676.00,2.00,580.00,4.00,41,2025-01-06 00:00:00,1,0,2025-03-07 23:14:58,0,2025-03-07 23:14:58,,,
2025-01-03,771.00,2.00,674.00,3.00,576.00,4.00,42,2025-01-03 00:00:00,1,0,2025-03-07 23:14:58,0,2025-03-07 23:14:58,,,
2025-01-02,769.00,1.00,671.00,1.00,572.00,2.00,43,2025-01-02 00:00:00,1,0,2025-03-07 23:14:58,0,2025-03-07 23:14:58,,,
2024-12-31,768.00,0.00,670.00,1.00,570.00,1.00,44,2024-12-31 00:00:00,1,0,2025-03-07 23:14:58,0,2025-03-07 23:14:58,,,
2024-12-30,768.00,2.00,669.00,3.00,569.00,4.00,45,2024-12-30 00:00:00,1,0,2025-03-07 23:14:58,0,2025-03-07 23:14:58,,,
2024-12-27,766.00,1.00,666.00,1.00,565.00,2.00,46,2024-12-27 00:00:00,1,0,2025-03-07 23:14:58,0,2025-03-07 23:14:58,,,
2024-12-26,765.00,0.00,665.00,0.00,563.00,0.00,47,2024-12-26 00:00:00,1,0,2025-03-07 23:14:58,0,2025-03-07 23:14:58,,,
2024-12-25,765.00,-2.00,665.00,-1.00,563.00,-1.00,48,2024-12-25 00:00:00,1,0,2025-03-07 23:14:58,0,2025-03-07 23:14:58,,,
2024-12-24,767.00,-5.00,666.00,-5.00,564.00,-6.00,49,2024-12-24 00:00:00,1,0,2025-03-07 23:14:58,0,2025-03-07 23:14:58,,,
2024-12-23,772.00,-5.00,671.00,-5.00,570.00,-5.00,50,2024-12-23 00:00:00,1,0,2025-03-07 23:14:58,0,2025-03-07 23:14:58,,,
2024-12-20,777.00,-5.00,676.00,-5.00,575.00,-6.00,51,2024-12-20 00:00:00,1,0,2025-03-07 23:14:58,0,2025-03-07 23:14:58,,,
2024-12-19,782.00,-5.00,681.00,-4.00,581.00,-5.00,52,2024-12-19 00:00:00,1,0,2025-03-07 23:14:58,0,2025-03-07 23:14:58,,,
2024-12-18,787.00,-5.00,685.00,-5.00,586.00,-7.00,53,2024-12-18 00:00:00,1,0,2025-03-07 23:14:58,0,2025-03-07 23:14:58,,,
2024-12-17,792.00,-4.00,690.00,-5.00,593.00,-5.00,54,2024-12-17 00:00:00,1,0,2025-03-07 23:14:58,0,2025-03-07 23:14:58,,,
2024-12-16,796.00,-4.00,695.00,-4.00,598.00,-5.00,55,2024-12-16 00:00:00,1,0,2025-03-07 23:14:58,0,2025-03-07 23:14:58,,,
2024-12-13,800.00,-5.00,699.00,-5.00,603.00,-7.00,56,2024-12-13 00:00:00,1,0,2025-03-07 23:14:58,0,2025-03-07 23:14:58,,,
2024-12-12,805.00,-3.00,704.00,-4.00,610.00,-5.00,57,2024-12-12 00:00:00,1,0,2025-03-07 23:14:58,0,2025-03-07 23:14:58,,,
2024-12-11,808.00,-5.00,708.00,-4.00,615.00,-5.00,58,2024-12-11 00:00:00,1,0,2025-03-07 23:14:58,0,2025-03-07 23:14:58,,,
2024-12-10,813.00,-3.00,712.00,-3.00,620.00,-4.00,59,2024-12-10 00:00:00,1,0,2025-03-07 23:14:58,0,2025-03-07 23:14:58,,,
2024-12-09,816.00,-2.00,715.00,-2.00,624.00,-2.00,60,2024-12-09 00:00:00,1,0,2025-03-07 23:14:58,0,2025-03-07 23:14:58,,,
2024-12-06,818.00,-3.00,717.00,-2.00,626.00,-2.00,61,2024-12-06 00:00:00,1,0,2025-03-07 23:15:01,0,2025-03-07 23:15:01,,,
2024-12-05,821.00,-2.00,719.00,-3.00,628.00,-2.00,62,2024-12-05 00:00:00,1,0,2025-03-07 23:15:01,0,2025-03-07 23:15:01,,,
2024-12-04,823.00,-2.00,722.00,-2.00,630.00,-2.00,63,2024-12-04 00:00:00,1,0,2025-03-07 23:15:01,0,2025-03-07 23:15:01,,,
2024-12-03,825.00,-1.00,724.00,-1.00,632.00,-1.00,64,2024-12-03 00:00:00,1,0,2025-03-07 23:15:01,0,2025-03-07 23:15:01,,,
2024-12-02,826.00,-1.00,725.00,-1.00,633.00,-2.00,65,2024-12-02 00:00:00,1,0,2025-03-07 23:15:01,0,2025-03-07 23:15:01,,,
2024-11-29,827.00,-1.00,726.00,-1.00,635.00,-2.00,66,2024-11-29 00:00:00,1,0,2025-03-07 23:15:01,0,2025-03-07 23:15:01,,,
2024-11-28,828.00,-1.00,727.00,-1.00,637.00,-1.00,67,2024-11-28 00:00:00,1,0,2025-03-07 23:15:01,0,2025-03-07 23:15:01,,,
2024-11-27,829.00,-1.00,728.00,-1.00,638.00,-1.00,68,2024-11-27 00:00:00,1,0,2025-03-07 23:15:01,0,2025-03-07 23:15:01,,,
2024-11-26,830.00,-2.00,729.00,-2.00,639.00,-3.00,69,2024-11-26 00:00:00,1,0,2025-03-07 23:15:01,0,2025-03-07 23:15:01,,,
2024-11-25,832.00,-1.00,731.00,-1.00,642.00,-2.00,70,2024-11-25 00:00:00,1,0,2025-03-07 23:15:01,0,2025-03-07 23:15:01,,,
2024-11-22,833.00,-3.00,732.00,-3.00,644.00,-3.00,71,2024-11-22 00:00:00,1,0,2025-03-07 23:15:01,0,2025-03-07 23:15:01,,,
2024-11-21,836.00,-4.00,735.00,-4.00,647.00,-3.00,72,2024-11-21 00:00:00,1,0,2025-03-07 23:15:01,0,2025-03-07 23:15:01,,,
2024-11-20,840.00,-3.00,739.00,-4.00,650.00,-3.00,73,2024-11-20 00:00:00,1,0,2025-03-07 23:15:01,0,2025-03-07 23:15:01,,,
2024-11-19,843.00,-2.00,743.00,-2.00,653.00,-1.00,74,2024-11-19 00:00:00,1,0,2025-03-07 23:15:01,0,2025-03-07 23:15:01,,,
2024-11-18,845.00,-3.00,745.00,-3.00,654.00,-1.00,75,2024-11-18 00:00:00,1,0,2025-03-07 23:15:01,0,2025-03-07 23:15:01,,,
2024-11-15,848.00,0.00,748.00,-1.00,655.00,-1.00,76,2024-11-15 00:00:00,1,0,2025-03-07 23:15:01,0,2025-03-07 23:15:01,,,
2024-11-14,848.00,-1.00,749.00,0.00,656.00,0.00,77,2024-11-14 00:00:00,1,0,2025-03-07 23:15:01,0,2025-03-07 23:15:01,,,
2024-11-13,849.00,-1.00,749.00,-3.00,656.00,-5.00,78,2024-11-13 00:00:00,1,0,2025-03-07 23:15:01,0,2025-03-07 23:15:01,,,
2024-11-12,850.00,-1.00,752.00,-1.00,661.00,0.00,79,2024-11-12 00:00:00,1,0,2025-03-07 23:15:01,0,2025-03-07 23:15:01,,,
2024-11-11,851.00,-1.00,753.00,0.00,661.00,0.00,80,2024-11-11 00:00:00,1,0,2025-03-07 23:15:01,0,2025-03-07 23:15:01,,,
2024-11-08,852.00,0.00,753.00,0.00,661.00,0.00,81,2024-11-08 00:00:00,1,0,2025-03-07 23:15:01,0,2025-03-07 23:15:01,,,
2024-11-07,852.00,0.00,753.00,0.00,661.00,-1.00,82,2024-11-07 00:00:00,1,0,2025-03-07 23:15:01,0,2025-03-07 23:15:01,,,
2024-11-06,852.00,-1.00,753.00,-1.00,662.00,0.00,83,2024-11-06 00:00:00,1,0,2025-03-07 23:15:01,0,2025-03-07 23:15:01,,,
2024-11-05,853.00,-2.00,754.00,-1.00,662.00,-1.00,84,2024-11-05 00:00:00,1,0,2025-03-07 23:15:01,0,2025-03-07 23:15:01,,,
2024-11-04,855.00,0.00,755.00,0.00,663.00,0.00,85,2024-11-04 00:00:00,1,0,2025-03-07 23:15:01,0,2025-03-07 23:15:01,,,
2024-11-01,855.00,-1.00,755.00,-1.00,663.00,-1.00,86,2024-11-01 00:00:00,1,0,2025-03-07 23:15:01,0,2025-03-07 23:15:01,,,
2024-10-31,856.00,-1.00,756.00,-2.00,664.00,-2.00,87,2024-10-31 00:00:00,1,0,2025-03-07 23:15:01,0,2025-03-07 23:15:01,,,
2024-10-30,857.00,-1.00,758.00,0.00,666.00,0.00,88,2024-10-30 00:00:00,1,0,2025-03-07 23:15:01,0,2025-03-07 23:15:01,,,
2024-10-29,858.00,0.00,758.00,0.00,666.00,0.00,89,2024-10-29 00:00:00,1,0,2025-03-07 23:15:01,0,2025-03-07 23:15:01,,,
2024-10-28,858.00,0.00,758.00,0.00,666.00,0.00,90,2024-10-28 00:00:00,1,0,2025-03-07 23:15:01,0,2025-03-07 23:15:01,,,
2024-10-25,858.00,0.00,758.00,0.00,666.00,0.00,91,2024-10-25 00:00:00,1,0,2025-03-07 23:15:05,0,2025-03-07 23:15:05,,,
2024-10-24,858.00,0.00,758.00,0.00,666.00,0.00,92,2024-10-24 00:00:00,1,0,2025-03-07 23:15:05,0,2025-03-07 23:15:05,,,
2024-10-23,858.00,0.00,758.00,1.00,666.00,0.00,93,2024-10-23 00:00:00,1,0,2025-03-07 23:15:05,0,2025-03-07 23:15:05,,,
2024-10-22,858.00,2.00,757.00,2.00,666.00,1.00,94,2024-10-22 00:00:00,1,0,2025-03-07 23:15:05,0,2025-03-07 23:15:05,,,
2024-10-21,856.00,0.00,755.00,0.00,665.00,0.00,95,2024-10-21 00:00:00,1,0,2025-03-07 23:15:05,0,2025-03-07 23:15:05,,,
2024-10-18,856.00,-1.00,755.00,0.00,665.00,0.00,96,2024-10-18 00:00:00,1,0,2025-03-07 23:15:05,0,2025-03-07 23:15:05,,,
2024-10-17,857.00,-2.00,755.00,-3.00,665.00,-1.00,97,2024-10-17 00:00:00,1,0,2025-03-07 23:15:05,0,2025-03-07 23:15:05,,,
2024-10-16,859.00,-2.00,758.00,-2.00,666.00,-3.00,98,2024-10-16 00:00:00,1,0,2025-03-07 23:15:05,0,2025-03-07 23:15:05,,,
2024-10-15,861.00,-2.00,760.00,-2.00,669.00,-4.00,99,2024-10-15 00:00:00,1,0,2025-03-07 23:15:05,0,2025-03-07 23:15:05,,,
2024-10-14,863.00,-3.00,762.00,-4.00,673.00,-4.00,100,2024-10-14 00:00:00,1,0,2025-03-07 23:15:05,0,2025-03-07 23:15:05,,,
2024-10-12,866.00,-2.00,766.00,-3.00,677.00,-2.00,101,2024-10-12 00:00:00,1,0,2025-03-07 23:15:05,0,2025-03-07 23:15:05,,,
2024-10-11,868.00,-1.00,769.00,-2.00,679.00,-2.00,102,2024-10-11 00:00:00,1,0,2025-03-07 23:15:05,0,2025-03-07 23:15:05,,,
2024-10-10,869.00,-1.00,771.00,-1.00,681.00,-1.00,103,2024-10-10 00:00:00,1,0,2025-03-07 23:15:05,0,2025-03-07 23:15:05,,,
2024-10-09,870.00,0.00,772.00,-1.00,682.00,-1.00,104,2024-10-09 00:00:00,1,0,2025-03-07 23:15:05,0,2025-03-07 23:15:05,,,
2024-10-08,870.00,-1.00,773.00,0.00,683.00,0.00,105,2024-10-08 00:00:00,1,0,2025-03-07 23:15:05,0,2025-03-07 23:15:05,,,
2024-09-30,871.00,0.00,773.00,0.00,683.00,0.00,106,2024-09-30 00:00:00,1,0,2025-03-07 23:15:05,0,2025-03-07 23:15:05,,,
2024-09-29,871.00,0.00,773.00,0.00,683.00,0.00,107,2024-09-29 00:00:00,1,0,2025-03-07 23:15:05,0,2025-03-07 23:15:05,,,
2024-09-27,871.00,0.00,773.00,0.00,683.00,0.00,108,2024-09-27 00:00:00,1,0,2025-03-07 23:15:05,0,2025-03-07 23:15:05,,,
2024-09-26,871.00,0.00,773.00,0.00,683.00,0.00,109,2024-09-26 00:00:00,1,0,2025-03-07 23:15:05,0,2025-03-07 23:15:05,,,
2024-09-25,871.00,0.00,773.00,0.00,683.00,0.00,110,2024-09-25 00:00:00,1,0,2025-03-07 23:15:05,0,2025-03-07 23:15:05,,,
2024-09-24,871.00,0.00,773.00,0.00,683.00,0.00,111,2024-09-24 00:00:00,1,0,2025-03-07 23:15:05,0,2025-03-07 23:15:05,,,
2024-09-23,871.00,3.00,773.00,4.00,683.00,4.00,112,2024-09-23 00:00:00,1,0,2025-03-07 23:15:05,0,2025-03-07 23:15:05,,,
2024-09-20,868.00,4.00,769.00,3.00,679.00,4.00,113,2024-09-20 00:00:00,1,0,2025-03-07 23:15:05,0,2025-03-07 23:15:05,,,
2024-09-19,864.00,5.00,766.00,4.00,675.00,7.00,114,2024-09-19 00:00:00,1,0,2025-03-07 23:15:05,0,2025-03-07 23:15:05,,,
2024-09-18,859.00,0.00,762.00,0.00,668.00,0.00,115,2024-09-18 00:00:00,1,0,2025-03-07 23:15:05,0,2025-03-07 23:15:05,,,
2024-09-14,859.00,0.00,762.00,0.00,668.00,0.00,116,2024-09-14 00:00:00,1,0,2025-03-07 23:15:05,0,2025-03-07 23:15:05,,,
2024-09-13,859.00,1.00,762.00,1.00,668.00,3.00,117,2024-09-13 00:00:00,1,0,2025-03-07 23:15:05,0,2025-03-07 23:15:05,,,
2024-09-12,858.00,2.00,761.00,2.00,665.00,1.00,118,2024-09-12 00:00:00,1,0,2025-03-07 23:15:05,0,2025-03-07 23:15:05,,,
2024-09-11,856.00,6.00,759.00,7.00,664.00,8.00,119,2024-09-11 00:00:00,1,0,2025-03-07 23:15:05,0,2025-03-07 23:15:05,,,
2024-09-10,850.00,4.00,752.00,4.00,656.00,6.00,120,2024-09-10 00:00:00,1,0,2025-03-07 23:15:05,0,2025-03-07 23:15:05,,,
2024-09-09,846.00,2.00,748.00,3.00,650.00,2.00,121,2024-09-09 00:00:00,1,0,2025-03-07 23:15:08,0,2025-03-07 23:15:08,,,
2024-09-06,844.00,0.00,745.00,2.00,648.00,3.00,122,2024-09-06 00:00:00,1,0,2025-03-07 23:15:08,0,2025-03-07 23:15:08,,,
2024-09-05,844.00,0.00,743.00,0.00,645.00,1.00,123,2024-09-05 00:00:00,1,0,2025-03-07 23:15:08,0,2025-03-07 23:15:08,,,
2024-09-04,844.00,0.00,743.00,0.00,644.00,0.00,124,2024-09-04 00:00:00,1,0,2025-03-07 23:15:08,0,2025-03-07 23:15:08,,,
2024-09-03,844.00,0.00,743.00,0.00,644.00,0.00,125,2024-09-03 00:00:00,1,0,2025-03-07 23:15:08,0,2025-03-07 23:15:08,,,
2024-09-02,844.00,0.00,743.00,0.00,644.00,0.00,126,2024-09-02 00:00:00,1,0,2025-03-07 23:15:08,0,2025-03-07 23:15:08,,,
2024-08-30,844.00,0.00,743.00,0.00,644.00,0.00,127,2024-08-30 00:00:00,1,0,2025-03-07 23:15:08,0,2025-03-07 23:15:08,,,
2024-08-29,844.00,1.00,743.00,0.00,644.00,1.00,128,2024-08-29 00:00:00,1,0,2025-03-07 23:15:08,0,2025-03-07 23:15:08,,,
2024-08-28,843.00,3.00,743.00,3.00,643.00,3.00,129,2024-08-28 00:00:00,1,0,2025-03-07 23:15:08,0,2025-03-07 23:15:08,,,
2024-08-27,840.00,2.00,740.00,2.00,640.00,1.00,130,2024-08-27 00:00:00,1,0,2025-03-07 23:15:08,0,2025-03-07 23:15:08,,,
2024-08-26,838.00,0.00,738.00,1.00,639.00,0.00,131,2024-08-26 00:00:00,1,0,2025-03-07 23:15:08,0,2025-03-07 23:15:08,,,
2024-08-23,838.00,0.00,737.00,0.00,639.00,0.00,132,2024-08-23 00:00:00,1,0,2025-03-07 23:15:08,0,2025-03-07 23:15:08,,,
2024-08-22,838.00,0.00,737.00,0.00,639.00,0.00,133,2024-08-22 00:00:00,1,0,2025-03-07 23:15:08,0,2025-03-07 23:15:08,,,
2024-08-21,838.00,-1.00,737.00,-1.00,639.00,0.00,134,2024-08-21 00:00:00,1,0,2025-03-07 23:15:08,0,2025-03-07 23:15:08,,,
2024-08-20,839.00,-1.00,738.00,-2.00,639.00,-1.00,135,2024-08-20 00:00:00,1,0,2025-03-07 23:15:08,0,2025-03-07 23:15:08,,,
2024-08-19,840.00,-1.00,740.00,-1.00,640.00,0.00,136,2024-08-19 00:00:00,1,0,2025-03-07 23:15:08,0,2025-03-07 23:15:08,,,
2024-08-16,841.00,-2.00,741.00,-2.00,640.00,-2.00,137,2024-08-16 00:00:00,1,0,2025-03-07 23:15:08,0,2025-03-07 23:15:08,,,
2024-08-15,843.00,-4.00,743.00,-3.00,642.00,-4.00,138,2024-08-15 00:00:00,1,0,2025-03-07 23:15:08,0,2025-03-07 23:15:08,,,
2024-08-14,847.00,-1.00,746.00,-1.00,646.00,-1.00,139,2024-08-14 00:00:00,1,0,2025-03-07 23:15:08,0,2025-03-07 23:15:08,,,
2024-08-13,848.00,-2.00,747.00,-2.00,647.00,-2.00,140,2024-08-13 00:00:00,1,0,2025-03-07 23:15:08,0,2025-03-07 23:15:08,,,
2024-08-12,850.00,0.00,749.00,-2.00,649.00,-1.00,141,2024-08-12 00:00:00,1,0,2025-03-07 23:15:08,0,2025-03-07 23:15:08,,,
2024-08-09,850.00,0.00,751.00,0.00,650.00,0.00,142,2024-08-09 00:00:00,1,0,2025-03-07 23:15:08,0,2025-03-07 23:15:08,,,
2024-08-08,850.00,-3.00,751.00,-3.00,650.00,-3.00,143,2024-08-08 00:00:00,1,0,2025-03-07 23:15:08,0,2025-03-07 23:15:08,,,
2024-08-07,853.00,0.00,754.00,0.00,653.00,0.00,144,2024-08-07 00:00:00,1,0,2025-03-07 23:15:08,0,2025-03-07 23:15:08,,,
2024-08-06,853.00,0.00,754.00,0.00,653.00,0.00,145,2024-08-06 00:00:00,1,0,2025-03-07 23:15:08,0,2025-03-07 23:15:08,,,
2024-08-05,853.00,0.00,754.00,0.00,653.00,0.00,146,2024-08-05 00:00:00,1,0,2025-03-07 23:15:08,0,2025-03-07 23:15:08,,,
2024-08-02,853.00,-1.00,754.00,-1.00,653.00,-1.00,147,2024-08-02 00:00:00,1,0,2025-03-07 23:15:08,0,2025-03-07 23:15:08,,,
2024-08-01,854.00,-1.00,755.00,0.00,654.00,-1.00,148,2024-08-01 00:00:00,1,0,2025-03-07 23:15:08,0,2025-03-07 23:15:08,,,
2024-07-31,855.00,-2.00,755.00,-2.00,655.00,-1.00,149,2024-07-31 00:00:00,1,0,2025-03-07 23:15:08,0,2025-03-07 23:15:08,,,
2024-07-30,857.00,0.00,757.00,-1.00,656.00,-1.00,150,2024-07-30 00:00:00,1,0,2025-03-07 23:15:08,0,2025-03-07 23:15:08,,,
2024-07-29,857.00,0.00,758.00,0.00,657.00,0.00,151,2024-07-29 00:00:00,1,0,2025-03-07 23:15:11,0,2025-03-07 23:15:11,,,
2024-07-26,857.00,0.00,758.00,0.00,657.00,0.00,152,2024-07-26 00:00:00,1,0,2025-03-07 23:15:11,0,2025-03-07 23:15:11,,,
2024-07-25,857.00,0.00,758.00,0.00,657.00,0.00,153,2024-07-25 00:00:00,1,0,2025-03-07 23:15:11,0,2025-03-07 23:15:11,,,
2024-07-24,857.00,2.00,758.00,2.00,657.00,2.00,154,2024-07-24 00:00:00,1,0,2025-03-07 23:15:11,0,2025-03-07 23:15:11,,,
2024-07-23,855.00,0.00,756.00,1.00,655.00,0.00,155,2024-07-23 00:00:00,1,0,2025-03-07 23:15:11,0,2025-03-07 23:15:11,,,
2024-07-22,855.00,2.00,755.00,3.00,655.00,2.00,156,2024-07-22 00:00:00,1,0,2025-03-07 23:15:11,0,2025-03-07 23:15:11,,,
2024-07-19,853.00,0.00,752.00,0.00,653.00,0.00,157,2024-07-19 00:00:00,1,0,2025-03-07 23:15:11,0,2025-03-07 23:15:11,,,
2024-07-18,853.00,0.00,752.00,0.00,653.00,0.00,158,2024-07-18 00:00:00,1,0,2025-03-07 23:15:11,0,2025-03-07 23:15:11,,,
2024-07-17,853.00,-1.00,752.00,-1.00,653.00,-1.00,159,2024-07-17 00:00:00,1,0,2025-03-07 23:15:11,0,2025-03-07 23:15:11,,,
2024-07-16,854.00,-1.00,753.00,-1.00,654.00,0.00,160,2024-07-16 00:00:00,1,0,2025-03-07 23:15:11,0,2025-03-07 23:15:11,,,
2024-07-15,855.00,0.00,754.00,0.00,654.00,0.00,161,2024-07-15 00:00:00,1,0,2025-03-07 23:15:11,0,2025-03-07 23:15:11,,,
2024-07-12,855.00,0.00,754.00,0.00,654.00,0.00,162,2024-07-12 00:00:00,1,0,2025-03-07 23:15:11,0,2025-03-07 23:15:11,,,
2024-07-11,855.00,0.00,754.00,0.00,654.00,1.00,163,2024-07-11 00:00:00,1,0,2025-03-07 23:15:11,0,2025-03-07 23:15:11,,,
2024-07-10,855.00,3.00,754.00,2.00,653.00,1.00,164,2024-07-10 00:00:00,1,0,2025-03-07 23:15:11,0,2025-03-07 23:15:11,,,
2024-07-09,852.00,3.00,752.00,5.00,652.00,4.00,165,2024-07-09 00:00:00,1,0,2025-03-07 23:15:11,0,2025-03-07 23:15:11,,,
2024-07-08,849.00,1.00,747.00,2.00,648.00,2.00,166,2024-07-08 00:00:00,1,0,2025-03-07 23:15:11,0,2025-03-07 23:15:11,,,
