时间,海关,当月数量(吨),数量环比(%),累计数量(吨),当月金额(千美元),累计金额(千美元),_ID,_DATA_TIME,_ACTIVE,_CREATE_ID,_CREATE_TIME,_UPDATE_ID,_UPDATE_TIME,_REMARK,_CHANGE_LOG,_RESERVE
2020-07,昆明海关,2234.70,30.03,6246.80,133.40,409.90,1,2020-07-31 00:00:00,1,0,2024-07-20 15:09:49,0,2024-07-20 15:09:49,,,
2020-06,昆明海关,1718.60,213.44,4012.20,114.20,276.40,2,2020-06-30 00:00:00,1,0,2024-07-20 15:09:49,0,2024-07-20 15:09:49,,,
2020-05,昆明海关,548.30,-66.57,2293.50,37.90,162.20,3,2020-05-31 00:00:00,1,0,2024-07-20 15:09:49,0,2024-07-20 15:09:49,,,
2020-04,青岛海关,0.00,-100.00,0.00,0.30,0.30,4,2020-04-30 00:00:00,1,0,2024-07-20 15:09:49,0,2024-07-20 15:09:49,,,
2020-03,广州海关,0.00,0.00,0.00,0.00,0.00,5,2020-03-31 00:00:00,1,0,2024-07-20 15:09:49,0,2024-07-20 15:09:49,,,
2020-03,昆明海关,1640.00,1458.01,1745.20,119.80,124.30,6,2020-03-31 00:00:00,1,0,2024-07-20 15:09:49,0,2024-07-20 15:09:49,,,
2020-03,天津海关,10.00,0.00,10.00,16.40,16.40,7,2020-03-31 00:00:00,1,0,2024-07-20 15:09:49,0,2024-07-20 15:09:49,,,
2020-02,昆明海关,,,105.30,,4.50,8,2020-02-29 00:00:00,1,0,2024-07-20 15:09:49,0,2024-07-20 15:09:49,,,
2019-12,昆明海关,3963.00,174.34,11105.30,259.20,757.60,9,2019-12-31 00:00:00,1,0,2024-07-20 15:09:49,0,2024-07-20 15:09:49,,,
2019-12,青岛海关,9.10,-49.58,27.10,11.30,27.20,10,2019-12-31 00:00:00,1,0,2024-07-20 15:09:49,0,2024-07-20 15:09:49,,,
2019-11,广州海关,0.00,100.00,0.00,0.00,0.00,11,2019-11-30 00:00:00,1,0,2024-07-20 15:09:49,0,2024-07-20 15:09:49,,,
2019-11,昆明海关,1444.60,720.92,7142.20,95.80,498.40,12,2019-11-30 00:00:00,1,0,2024-07-20 15:09:49,0,2024-07-20 15:09:49,,,
2019-11,天津海关,10.00,-66.67,40.00,16.40,38.00,13,2019-11-30 00:00:00,1,0,2024-07-20 15:09:49,0,2024-07-20 15:09:49,,,
2019-10,昆明海关,176.00,-77.53,5697.70,12.70,402.60,14,2019-10-31 00:00:00,1,0,2024-07-20 15:09:49,0,2024-07-20 15:09:49,,,
2019-09,昆明海关,783.20,79.41,5521.70,52.40,389.90,15,2019-09-30 00:00:00,1,0,2024-07-20 15:09:49,0,2024-07-20 15:09:49,,,
2019-08,昆明海关,436.60,-28.88,4738.50,31.40,337.50,16,2019-08-31 00:00:00,1,0,2024-07-20 15:09:49,0,2024-07-20 15:09:49,,,
2019-07,昆明海关,613.80,-4.99,4301.90,40.90,306.20,17,2019-07-31 00:00:00,1,0,2024-07-20 15:09:49,0,2024-07-20 15:09:49,,,
2019-07,天津海关,30.00,1400.00,30.00,21.60,21.60,18,2019-07-31 00:00:00,1,0,2024-07-20 15:09:49,0,2024-07-20 15:09:49,,,
2019-06,昆明海关,646.00,-20.05,3688.10,45.30,265.30,19,2019-06-30 00:00:00,1,0,2024-07-20 15:09:49,0,2024-07-20 15:09:49,,,
2019-05,昆明海关,808.10,-48.01,3042.10,58.30,220.00,20,2019-05-31 00:00:00,1,0,2024-07-20 15:09:49,0,2024-07-20 15:09:49,,,
