时间,项目名称,累计值(亿元),累计增长(%),_ID,_DATA_TIME,_ACTIVE,_CREATE_ID,_CREATE_TIME,_UPDATE_ID,_UPDATE_TIME,_REMARK,_CHANGE_LOG,_RESERVE
2024-06,全国办公楼施工面积,28594.85,-9.30,1,2024-06-30 00:00:00,1,0,2024-07-21 04:39:43,0,2024-07-21 04:39:43,,,
2024-06,全国办公楼新开工施工面积,963.98,-28.70,2,2024-06-30 00:00:00,1,0,2024-07-21 04:39:43,0,2024-07-21 04:39:43,,,
2024-06,全国办公楼竣工面积,732.54,732.54,3,2024-06-30 00:00:00,1,0,2024-07-21 04:39:43,0,2024-07-21 04:39:43,,,
2024-05,全国办公楼施工面积,28469.77,-9.10,4,2024-05-31 00:00:00,1,0,2024-07-21 04:39:43,0,2024-07-21 04:39:43,,,
2024-05,全国办公楼新开工施工面积,821.51,-24.90,5,2024-05-31 00:00:00,1,0,2024-07-21 04:39:43,0,2024-07-21 04:39:43,,,
2024-05,全国办公楼竣工面积,598.41,598.41,6,2024-05-31 00:00:00,1,0,2024-07-21 04:39:43,0,2024-07-21 04:39:43,,,
2024-04,全国办公楼施工面积,28472.69,-8.00,7,2024-04-30 00:00:00,1,0,2024-07-21 04:39:43,0,2024-07-21 04:39:43,,,
2024-04,全国办公楼竣工面积,520.76,520.76,8,2024-04-30 00:00:00,1,0,2024-07-21 04:39:43,0,2024-07-21 04:39:43,,,
2024-04,全国办公楼新开工施工面积,708.40,-14.30,9,2024-04-30 00:00:00,1,0,2024-07-21 04:39:43,0,2024-07-21 04:39:43,,,
2024-03,全国办公楼施工面积,28113.79,-8.60,10,2024-03-31 00:00:00,1,0,2024-07-21 04:39:43,0,2024-07-21 04:39:43,,,
2024-03,全国办公楼新开工施工面积,546.18,-10.90,11,2024-03-31 00:00:00,1,0,2024-07-21 04:39:43,0,2024-07-21 04:39:43,,,
2024-03,全国办公楼竣工面积,448.16,448.16,12,2024-03-31 00:00:00,1,0,2024-07-21 04:39:43,0,2024-07-21 04:39:43,,,
2024-02,全国办公楼施工面积,27574.26,-9.70,13,2024-02-29 00:00:00,1,0,2024-07-21 04:39:43,0,2024-07-21 04:39:43,,,
2024-02,全国办公楼新开工施工面积,327.14,-12.20,14,2024-02-29 00:00:00,1,0,2024-07-21 04:39:43,0,2024-07-21 04:39:43,,,
2024-02,全国办公楼竣工面积,275.01,275.01,15,2024-02-29 00:00:00,1,0,2024-07-21 04:39:43,0,2024-07-21 04:39:43,,,
2023-12,全国办公楼新开工施工面积,2589.28,-18.50,16,2023-12-31 00:00:00,1,0,2024-07-21 04:39:43,0,2024-07-21 04:39:43,,,
2023-12,全国办公楼施工面积,33131.76,-5.10,17,2023-12-31 00:00:00,1,0,2024-07-21 04:39:43,0,2024-07-21 04:39:43,,,
2023-12,全国办公楼竣工面积,2889.93,2889.93,18,2023-12-31 00:00:00,1,0,2024-07-21 04:39:43,0,2024-07-21 04:39:43,,,
2023-11,全国办公楼竣工面积,1804.51,1804.51,19,2023-11-30 00:00:00,1,0,2024-07-21 04:39:43,0,2024-07-21 04:39:43,,,
2023-11,全国办公楼新开工施工面积,2319.98,-19.10,20,2023-11-30 00:00:00,1,0,2024-07-21 04:39:43,0,2024-07-21 04:39:43,,,
2023-11,全国办公楼施工面积,32664.73,-5.70,21,2023-11-30 00:00:00,1,0,2024-07-21 04:39:43,0,2024-07-21 04:39:43,,,
2023-10,全国办公楼竣工面积,1575.52,1575.52,22,2023-10-31 00:00:00,1,0,2024-07-21 04:39:43,0,2024-07-21 04:39:43,,,
2023-10,全国办公楼新开工施工面积,2143.35,-20.00,23,2023-10-31 00:00:00,1,0,2024-07-21 04:39:43,0,2024-07-21 04:39:43,,,
2023-10,全国办公楼施工面积,32458.56,-5.70,24,2023-10-31 00:00:00,1,0,2024-07-21 04:39:43,0,2024-07-21 04:39:43,,,
2023-09,全国办公楼施工面积,32259.83,-5.50,25,2023-09-30 00:00:00,1,0,2024-07-21 04:39:43,0,2024-07-21 04:39:43,,,
2023-09,全国办公楼竣工面积,1461.08,1461.08,26,2023-09-30 00:00:00,1,0,2024-07-21 04:39:43,0,2024-07-21 04:39:43,,,
2023-09,全国办公楼新开工施工面积,1937.85,-20.20,27,2023-09-30 00:00:00,1,0,2024-07-21 04:39:43,0,2024-07-21 04:39:43,,,
2023-08,全国办公楼新开工施工面积,1662.14,-23.40,28,2023-08-31 00:00:00,1,0,2024-07-21 04:39:43,0,2024-07-21 04:39:43,,,
2023-08,全国办公楼施工面积,31961.84,-5.80,29,2023-08-31 00:00:00,1,0,2024-07-21 04:39:43,0,2024-07-21 04:39:43,,,
2023-08,全国办公楼竣工面积,1288.80,1288.80,30,2023-08-31 00:00:00,1,0,2024-07-21 04:39:43,0,2024-07-21 04:39:43,,,
2023-07,全国办公楼竣工面积,1163.98,1163.98,31,2023-07-31 00:00:00,1,0,2024-07-21 04:39:45,0,2024-07-21 04:39:45,,,
