时间,产品名称,报价地,灰份,挥发份,硫份,粘结指数,发热量,价格(元/吨),价格类型,_ID,_DATA_TIME,_ACTIVE,_CREATE_ID,_CREATE_TIME,_UPDATE_ID,_UPDATE_TIME,_REMARK,_CHANGE_LOG,_RESERVE
2024-07-19,贫瘦煤3#,邯郸市,19.00,17.00,0.30,,,1435.00,车板价,1,2024-07-19 00:00:00,1,0,2024-07-19 20:24:16,0,2024-07-19 20:24:16,,,
2024-07-19,贫瘦煤1#,邯郸市,26.00,12.00,0.80,,,630.00,市场价,2,2024-07-19 00:00:00,1,0,2024-07-19 20:24:16,0,2024-07-19 20:24:16,,,
2024-07-19,贫瘦煤,鹤壁市,12.00,14.00,0.50,12.00,,790.00,车板价,3,2024-07-19 00:00:00,1,0,2024-07-19 20:24:16,0,2024-07-19 20:24:16,,,
2024-07-19,贫瘦煤,屯留县,16.00,15.50,0.40,18.00,5500.00,745.00,坑口价,4,2024-07-19 00:00:00,1,0,2024-07-19 20:24:16,0,2024-07-19 20:24:16,,,
2024-07-19,贫瘦煤,寿阳县,29.00,13.00,0.60,,5200.00,675.00,坑口价,5,2024-07-19 00:00:00,1,0,2024-07-19 20:24:16,0,2024-07-19 20:24:16,,,
2024-07-19,贫瘦煤,石嘴山市,11.00,20.00,1.00,30.00,,1570.00,出厂价,6,2024-07-19 00:00:00,1,0,2024-07-19 20:24:16,0,2024-07-19 20:24:16,,,
2024-07-18,贫瘦煤3#,邯郸市,19.00,17.00,0.30,,,1435.00,车板价,7,2024-07-18 00:00:00,1,0,2024-07-19 20:24:16,0,2024-07-19 20:24:16,,,
2024-07-18,贫瘦煤1#,邯郸市,26.00,12.00,0.80,,,630.00,市场价,8,2024-07-18 00:00:00,1,0,2024-07-19 20:24:16,0,2024-07-19 20:24:16,,,
2024-07-18,贫瘦煤,石嘴山市,11.00,20.00,1.00,30.00,,1570.00,出厂价,9,2024-07-18 00:00:00,1,0,2024-07-19 20:24:16,0,2024-07-19 20:24:16,,,
2024-07-18,贫瘦煤,寿阳县,29.00,13.00,0.60,,5200.00,675.00,坑口价,10,2024-07-18 00:00:00,1,0,2024-07-19 20:24:16,0,2024-07-19 20:24:16,,,
2024-07-18,贫瘦煤,屯留县,16.00,15.50,0.40,18.00,5500.00,745.00,坑口价,11,2024-07-18 00:00:00,1,0,2024-07-19 20:24:16,0,2024-07-19 20:24:16,,,
2024-07-18,贫瘦煤,鹤壁市,12.00,14.00,0.50,12.00,,790.00,车板价,12,2024-07-18 00:00:00,1,0,2024-07-19 20:24:16,0,2024-07-19 20:24:16,,,
2024-07-17,贫瘦煤3#,邯郸市,19.00,17.00,0.30,,,1435.00,车板价,13,2024-07-17 00:00:00,1,0,2024-07-19 20:24:16,0,2024-07-19 20:24:16,,,
2024-07-17,贫瘦煤1#,邯郸市,26.00,12.00,0.80,,,630.00,市场价,14,2024-07-17 00:00:00,1,0,2024-07-19 20:24:16,0,2024-07-19 20:24:16,,,
2024-07-17,贫瘦煤,屯留县,16.00,15.50,0.40,18.00,5500.00,745.00,坑口价,15,2024-07-17 00:00:00,1,0,2024-07-19 20:24:16,0,2024-07-19 20:24:16,,,
2024-07-17,贫瘦煤,鹤壁市,12.00,14.00,0.50,12.00,,790.00,车板价,16,2024-07-17 00:00:00,1,0,2024-07-19 20:24:16,0,2024-07-19 20:24:16,,,
2024-07-17,贫瘦煤,寿阳县,29.00,13.00,0.60,,5200.00,675.00,坑口价,17,2024-07-17 00:00:00,1,0,2024-07-19 20:24:16,0,2024-07-19 20:24:16,,,
2024-07-17,贫瘦煤,石嘴山市,11.00,20.00,1.00,30.00,,1570.00,出厂价,18,2024-07-17 00:00:00,1,0,2024-07-19 20:24:16,0,2024-07-19 20:24:16,,,
2024-07-16,贫瘦煤3#,邯郸市,19.00,17.00,0.30,,,1435.00,车板价,19,2024-07-16 00:00:00,1,0,2024-07-19 20:24:16,0,2024-07-19 20:24:16,,,
2024-07-16,贫瘦煤1#,邯郸市,26.00,12.00,0.80,,,630.00,市场价,20,2024-07-16 00:00:00,1,0,2024-07-19 20:24:16,0,2024-07-19 20:24:16,,,
2024-07-16,贫瘦煤,屯留县,16.00,15.50,0.40,18.00,5500.00,745.00,坑口价,21,2024-07-16 00:00:00,1,0,2024-07-19 20:24:16,0,2024-07-19 20:24:16,,,
2024-07-16,贫瘦煤,寿阳县,29.00,13.00,0.60,,5200.00,675.00,坑口价,22,2024-07-16 00:00:00,1,0,2024-07-19 20:24:16,0,2024-07-19 20:24:16,,,
2024-07-16,贫瘦煤,石嘴山市,11.00,20.00,1.00,30.00,,1570.00,出厂价,23,2024-07-16 00:00:00,1,0,2024-07-19 20:24:16,0,2024-07-19 20:24:16,,,
2024-07-16,贫瘦煤,鹤壁市,12.00,14.00,0.50,12.00,,790.00,车板价,24,2024-07-16 00:00:00,1,0,2024-07-19 20:24:16,0,2024-07-19 20:24:16,,,
2024-07-15,贫瘦煤3#,邯郸市,19.00,17.00,0.30,,,1435.00,车板价,25,2024-07-15 00:00:00,1,0,2024-07-19 20:24:16,0,2024-07-19 20:24:16,,,
2024-07-15,贫瘦煤1#,邯郸市,26.00,12.00,0.80,,,630.00,市场价,26,2024-07-15 00:00:00,1,0,2024-07-19 20:24:16,0,2024-07-19 20:24:16,,,
2024-07-15,贫瘦煤,鹤壁市,12.00,14.00,0.50,12.00,,790.00,车板价,27,2024-07-15 00:00:00,1,0,2024-07-19 20:24:16,0,2024-07-19 20:24:16,,,
2024-07-15,贫瘦煤,屯留县,16.00,15.50,0.40,18.00,5500.00,745.00,坑口价,28,2024-07-15 00:00:00,1,0,2024-07-19 20:24:16,0,2024-07-19 20:24:16,,,
2024-07-15,贫瘦煤,石嘴山市,11.00,20.00,1.00,30.00,,1570.00,出厂价,29,2024-07-15 00:00:00,1,0,2024-07-19 20:24:16,0,2024-07-19 20:24:16,,,
2024-07-15,贫瘦煤,寿阳县,29.00,13.00,0.60,,5200.00,675.00,坑口价,30,2024-07-15 00:00:00,1,0,2024-07-19 20:24:16,0,2024-07-19 20:24:16,,,
2024-07-12,贫瘦煤3#,邯郸市,19.00,17.00,0.30,,,1435.00,车板价,31,2024-07-12 00:00:00,1,0,2024-07-19 20:24:19,0,2024-07-19 20:24:19,,,
2024-07-12,贫瘦煤1#,邯郸市,26.00,12.00,0.80,,,630.00,市场价,32,2024-07-12 00:00:00,1,0,2024-07-19 20:24:19,0,2024-07-19 20:24:19,,,
2024-07-12,贫瘦煤,鹤壁市,12.00,14.00,0.50,12.00,,790.00,车板价,33,2024-07-12 00:00:00,1,0,2024-07-19 20:24:19,0,2024-07-19 20:24:19,,,
2024-07-12,贫瘦煤,石嘴山市,11.00,20.00,1.00,30.00,,1570.00,出厂价,34,2024-07-12 00:00:00,1,0,2024-07-19 20:24:19,0,2024-07-19 20:24:19,,,
2024-07-12,贫瘦煤,屯留县,16.00,15.50,0.40,18.00,5500.00,745.00,坑口价,35,2024-07-12 00:00:00,1,0,2024-07-19 20:24:19,0,2024-07-19 20:24:19,,,
2024-07-12,贫瘦煤,寿阳县,29.00,13.00,0.60,,5200.00,675.00,坑口价,36,2024-07-12 00:00:00,1,0,2024-07-19 20:24:19,0,2024-07-19 20:24:19,,,
2024-07-11,贫瘦煤3#,邯郸市,19.00,17.00,0.30,,,1435.00,车板价,37,2024-07-11 00:00:00,1,0,2024-07-19 20:24:19,0,2024-07-19 20:24:19,,,
2024-07-11,贫瘦煤1#,邯郸市,26.00,12.00,0.80,,,630.00,市场价,38,2024-07-11 00:00:00,1,0,2024-07-19 20:24:19,0,2024-07-19 20:24:19,,,
