时间,产品名称,港口,原产地,发热量,硫份,灰份,挥发份,粘结指数,价格(元/吨),较上期,价格类型,_ID,_DATA_TIME,_ACTIVE,_CREATE_ID,_CREATE_TIME,_UPDATE_ID,_UPDATE_TIME,_REMARK,_CHANGE_LOG,_RESERVE
2024-07-16,肥煤,日照港,临汾市,,2.00,10.50,34.00,87.50,1975.00,0.00,到港价,1,2024-07-16 00:00:00,1,0,2024-07-17 04:57:32,0,2024-07-17 04:57:32,,,
2024-07-16,瘦焦煤,日照港,俄罗斯,,0.30,10.00,15.50,82.50,1870.00,0.00,车板价,2,2024-07-16 00:00:00,1,0,2024-07-17 04:57:32,0,2024-07-17 04:57:32,,,
2024-07-16,炼焦煤,日照港,加拿大,,0.45,10.50,24.50,75.00,2050.00,0.00,场地价,3,2024-07-16 00:00:00,1,0,2024-07-17 04:57:32,0,2024-07-17 04:57:32,,,
2024-07-16,气煤,日照港,美国,,1.90,7.00,35.50,95.00,1720.00,0.00,车板价,4,2024-07-16 00:00:00,1,0,2024-07-17 04:57:32,0,2024-07-17 04:57:32,,,
2024-07-16,喷吹煤,日照港,澳大利亚,,0.60,12.00,9.00,,1185.00,0.00,场地价,5,2024-07-16 00:00:00,1,0,2024-07-17 04:57:32,0,2024-07-17 04:57:32,,,
2024-07-16,喷吹煤,日照港,晋城市,6800.00,0.60,11.00,7.50,,1355.00,0.00,平仓价,6,2024-07-16 00:00:00,1,0,2024-07-17 04:57:32,0,2024-07-17 04:57:32,,,
2024-07-16,主焦煤,日照港,澳大利亚,,0.30,9.50,24.00,80.00,1910.00,0.00,车板价,7,2024-07-16 00:00:00,1,0,2024-07-17 04:57:32,0,2024-07-17 04:57:32,,,
2024-07-15,肥煤,日照港,临汾市,,2.00,10.50,34.00,87.50,1975.00,0.00,到港价,8,2024-07-15 00:00:00,1,0,2024-07-17 04:57:32,0,2024-07-17 04:57:32,,,
2024-07-15,瘦焦煤,日照港,俄罗斯,,0.30,10.00,15.50,82.50,1870.00,0.00,车板价,9,2024-07-15 00:00:00,1,0,2024-07-17 04:57:32,0,2024-07-17 04:57:32,,,
2024-07-15,炼焦煤,日照港,加拿大,,0.45,10.50,24.50,75.00,2050.00,0.00,场地价,10,2024-07-15 00:00:00,1,0,2024-07-17 04:57:32,0,2024-07-17 04:57:32,,,
2024-07-15,气煤,日照港,美国,,1.90,7.00,35.50,95.00,1720.00,0.00,车板价,11,2024-07-15 00:00:00,1,0,2024-07-17 04:57:32,0,2024-07-17 04:57:32,,,
2024-07-15,喷吹煤,日照港,澳大利亚,,0.60,12.00,9.00,,1185.00,0.00,场地价,12,2024-07-15 00:00:00,1,0,2024-07-17 04:57:32,0,2024-07-17 04:57:32,,,
2024-07-15,喷吹煤,日照港,晋城市,6800.00,0.60,11.00,7.50,,1355.00,0.00,平仓价,13,2024-07-15 00:00:00,1,0,2024-07-17 04:57:32,0,2024-07-17 04:57:32,,,
2024-07-15,主焦煤,日照港,澳大利亚,,0.30,9.50,24.00,80.00,1910.00,0.00,车板价,14,2024-07-15 00:00:00,1,0,2024-07-17 04:57:32,0,2024-07-17 04:57:32,,,
