时间,报价机构,规格,本期价格(元/吨),价格类型,备注,_ID,_DATA_TIME,_ACTIVE,_CREATE_ID,_CREATE_TIME,_UPDATE_ID,_UPDATE_TIME,_REMARK,_CHANGE_LOG,_RESERVE
2024-07-18,金沂蒙,优等品,6100.00,经销价,,1,2024-07-18 00:00:00,1,0,2024-07-21 01:04:41,0,2024-07-21 01:04:41,,,
2024-07-18,兖矿国泰,优等品,7200.00,经销价,,2,2024-07-18 00:00:00,1,0,2024-07-21 01:04:41,0,2024-07-21 01:04:41,,,
2024-07-11,金沂蒙,优等品,6000.00,经销价,,3,2024-07-11 00:00:00,1,0,2024-07-21 01:04:41,0,2024-07-21 01:04:41,,,
2024-07-11,兖矿国泰,优等品,7300.00,经销价,,4,2024-07-11 00:00:00,1,0,2024-07-21 01:04:41,0,2024-07-21 01:04:41,,,
2024-07-04,金沂蒙,优等品,6000.00,经销价,,5,2024-07-04 00:00:00,1,0,2024-07-21 01:04:41,0,2024-07-21 01:04:41,,,
2024-07-04,兖矿国泰,优等品,7300.00,经销价,,6,2024-07-04 00:00:00,1,0,2024-07-21 01:04:41,0,2024-07-21 01:04:41,,,
2024-06-27,金沂蒙,优等品,5800.00,经销价,,7,2024-06-27 00:00:00,1,0,2024-07-21 01:04:41,0,2024-07-21 01:04:41,,,
2024-06-27,兖矿国泰,优等品,7300.00,经销价,,8,2024-06-27 00:00:00,1,0,2024-07-21 01:04:41,0,2024-07-21 01:04:41,,,
2024-06-20,金沂蒙,优等品,5800.00,经销价,,9,2024-06-20 00:00:00,1,0,2024-07-21 01:04:41,0,2024-07-21 01:04:41,,,
2024-06-20,兖矿国泰,优等品,7300.00,经销价,,10,2024-06-20 00:00:00,1,0,2024-07-21 01:04:41,0,2024-07-21 01:04:41,,,
2024-06-13,金沂蒙,优等品,5800.00,经销价,,11,2024-06-13 00:00:00,1,0,2024-07-21 01:04:41,0,2024-07-21 01:04:41,,,
2024-06-13,兖矿国泰,优等品,7300.00,经销价,,12,2024-06-13 00:00:00,1,0,2024-07-21 01:04:41,0,2024-07-21 01:04:41,,,
2024-06-06,金沂蒙,优等品,6100.00,经销价,,13,2024-06-06 00:00:00,1,0,2024-07-21 01:04:41,0,2024-07-21 01:04:41,,,
2024-06-06,兖矿国泰,优等品,7300.00,经销价,,14,2024-06-06 00:00:00,1,0,2024-07-21 01:04:41,0,2024-07-21 01:04:41,,,
2024-05-30,金沂蒙,优等品,6100.00,经销价,,15,2024-05-30 00:00:00,1,0,2024-07-21 01:04:41,0,2024-07-21 01:04:41,,,
2024-05-30,兖矿国泰,优等品,7300.00,经销价,,16,2024-05-30 00:00:00,1,0,2024-07-21 01:04:41,0,2024-07-21 01:04:41,,,
2024-05-23,金沂蒙,优等品,6200.00,经销价,,17,2024-05-23 00:00:00,1,0,2024-07-21 01:04:41,0,2024-07-21 01:04:41,,,
2024-05-23,兖矿国泰,优等品,7300.00,经销价,,18,2024-05-23 00:00:00,1,0,2024-07-21 01:04:41,0,2024-07-21 01:04:41,,,
2024-05-16,金沂蒙,优等品,6200.00,经销价,,19,2024-05-16 00:00:00,1,0,2024-07-21 01:04:41,0,2024-07-21 01:04:41,,,
2024-05-16,兖矿国泰,优等品,7200.00,经销价,,20,2024-05-16 00:00:00,1,0,2024-07-21 01:04:41,0,2024-07-21 01:04:41,,,
2024-05-09,金沂蒙,优等品,6200.00,经销价,,21,2024-05-09 00:00:00,1,0,2024-07-21 01:04:41,0,2024-07-21 01:04:41,,,
2024-05-09,兖矿国泰,优等品,7100.00,经销价,,22,2024-05-09 00:00:00,1,0,2024-07-21 01:04:41,0,2024-07-21 01:04:41,,,
2024-04-25,金沂蒙,优等品,6100.00,经销价,,23,2024-04-25 00:00:00,1,0,2024-07-21 01:04:41,0,2024-07-21 01:04:41,,,
2024-04-25,兖矿国泰,优等品,6100.00,经销价,,24,2024-04-25 00:00:00,1,0,2024-07-21 01:04:41,0,2024-07-21 01:04:41,,,
2024-04-18,金沂蒙,优等品,6200.00,经销价,,25,2024-04-18 00:00:00,1,0,2024-07-21 01:04:41,0,2024-07-21 01:04:41,,,
2024-04-18,兖矿国泰,优等品,7200.00,经销价,,26,2024-04-18 00:00:00,1,0,2024-07-21 01:04:41,0,2024-07-21 01:04:41,,,
2024-04-11,金沂蒙,优等品,6200.00,经销价,,27,2024-04-11 00:00:00,1,0,2024-07-21 01:04:41,0,2024-07-21 01:04:41,,,
2024-04-11,兖矿国泰,优等品,7200.00,经销价,,28,2024-04-11 00:00:00,1,0,2024-07-21 01:04:41,0,2024-07-21 01:04:41,,,
2024-03-28,金沂蒙,优等品,6500.00,经销价,,29,2024-03-28 00:00:00,1,0,2024-07-21 01:04:41,0,2024-07-21 01:04:41,,,
2024-03-28,兖矿国泰,优等品,7100.00,经销价,,30,2024-03-28 00:00:00,1,0,2024-07-21 01:04:41,0,2024-07-21 01:04:41,,,
2024-03-21,金沂蒙,优等品,6500.00,经销价,,31,2024-03-21 00:00:00,1,0,2024-07-21 01:04:44,0,2024-07-21 01:04:44,,,
2024-03-21,兖矿国泰,优等品,7100.00,经销价,,32,2024-03-21 00:00:00,1,0,2024-07-21 01:04:44,0,2024-07-21 01:04:44,,,
2024-03-14,金沂蒙,优等品,6800.00,经销价,,33,2024-03-14 00:00:00,1,0,2024-07-21 01:04:44,0,2024-07-21 01:04:44,,,
2024-03-14,兖矿国泰,优等品,7100.00,经销价,,34,2024-03-14 00:00:00,1,0,2024-07-21 01:04:44,0,2024-07-21 01:04:44,,,
2024-03-07,金沂蒙,优等品,6800.00,经销价,,35,2024-03-07 00:00:00,1,0,2024-07-21 01:04:44,0,2024-07-21 01:04:44,,,
