时间,城市,产品名称,本期价格,价格类型,_ID,_DATA_TIME,_ACTIVE,_CREATE_ID,_CREATE_TIME,_UPDATE_ID,_UPDATE_TIME,_REMARK,_CHANGE_LOG,_RESERVE
2024-07-18,晋中市,二级铸造焦,3500.00,出厂价,1,2024-07-18 00:00:00,1,0,2024-07-20 22:07:29,0,2024-07-20 22:07:29,,,
2024-07-18,高平市,筛块二级铸造焦,3580.00,出厂价,2,2024-07-18 00:00:00,1,0,2024-07-20 22:07:29,0,2024-07-20 22:07:29,,,
2024-07-18,太原市,一级铸造焦,3900.00,出厂价,3,2024-07-18 00:00:00,1,0,2024-07-20 22:07:29,0,2024-07-20 22:07:29,,,
2024-07-18,临汾市,二级铸造焦,3500.00,出厂价,4,2024-07-18 00:00:00,1,0,2024-07-20 22:07:29,0,2024-07-20 22:07:29,,,
2024-07-18,临汾市,一级铸造焦,3900.00,出厂价,5,2024-07-18 00:00:00,1,0,2024-07-20 22:07:29,0,2024-07-20 22:07:29,,,
2024-07-18,吕梁市,一级铸造焦,3180.00,出厂价,6,2024-07-18 00:00:00,1,0,2024-07-20 22:07:29,0,2024-07-20 22:07:29,,,
2024-07-18,长治市,一级铸造焦,3050.00,出厂价,7,2024-07-18 00:00:00,1,0,2024-07-20 22:07:29,0,2024-07-20 22:07:29,,,
2024-07-18,长治市,一级铸造焦,3130.00,出厂价,8,2024-07-18 00:00:00,1,0,2024-07-20 22:07:29,0,2024-07-20 22:07:29,,,
2024-07-18,晋城市,二级铸造焦,2950.00,出厂价,9,2024-07-18 00:00:00,1,0,2024-07-20 22:07:29,0,2024-07-20 22:07:29,,,
2024-07-18,吕梁市,二级铸造焦,3100.00,出厂价,10,2024-07-18 00:00:00,1,0,2024-07-20 22:07:29,0,2024-07-20 22:07:29,,,
2024-07-18,侯马市,二级铸造焦,3550.00,出厂价,11,2024-07-18 00:00:00,1,0,2024-07-20 22:07:29,0,2024-07-20 22:07:29,,,
2024-07-11,晋中市,二级铸造焦,3500.00,出厂价,12,2024-07-11 00:00:00,1,0,2024-07-20 22:07:29,0,2024-07-20 22:07:29,,,
2024-07-11,高平市,筛块二级铸造焦,3580.00,出厂价,13,2024-07-11 00:00:00,1,0,2024-07-20 22:07:29,0,2024-07-20 22:07:29,,,
2024-07-11,太原市,一级铸造焦,3900.00,出厂价,14,2024-07-11 00:00:00,1,0,2024-07-20 22:07:29,0,2024-07-20 22:07:29,,,
