时间,产品名称,港口,原产地,发热量,硫份,灰份,挥发份,粘结指数,价格(元/吨),较上期,价格类型,_ID,_DATA_TIME,_ACTIVE,_CREATE_ID,_CREATE_TIME,_UPDATE_ID,_UPDATE_TIME,_REMARK,_CHANGE_LOG,_RESERVE
2024-07-16,动力煤5800,曹妃甸港,中国北方,5800.00,0.85,20.00,25.00,,895.00,-1.00,平仓价,1,2024-07-16 00:00:00,1,0,2024-07-17 03:05:17,0,2024-07-17 03:05:17,,,
2024-07-16,动力煤5500,曹妃甸港,中国北方,5500.00,0.85,22.00,25.00,,849.00,-1.00,平仓价,2,2024-07-16 00:00:00,1,0,2024-07-17 03:05:17,0,2024-07-17 03:05:17,,,
2024-07-16,动力煤5000,曹妃甸港,中国北方,5000.00,0.85,24.00,25.00,,748.00,-1.00,平仓价,3,2024-07-16 00:00:00,1,0,2024-07-17 03:05:17,0,2024-07-17 03:05:17,,,
2024-07-16,动力煤4500,曹妃甸港,中国北方,4500.00,0.85,24.00,25.00,,649.00,0.00,平仓价,4,2024-07-16 00:00:00,1,0,2024-07-17 03:05:17,0,2024-07-17 03:05:17,,,
2024-07-15,动力煤5800,曹妃甸港,中国北方,5800.00,0.85,20.00,25.00,,896.00,0.00,平仓价,5,2024-07-15 00:00:00,1,0,2024-07-17 03:05:17,0,2024-07-17 03:05:17,,,
2024-07-15,动力煤5500,曹妃甸港,中国北方,5500.00,0.85,22.00,25.00,,850.00,0.00,平仓价,6,2024-07-15 00:00:00,1,0,2024-07-17 03:05:17,0,2024-07-17 03:05:17,,,
2024-07-15,动力煤5000,曹妃甸港,中国北方,5000.00,0.85,24.00,25.00,,749.00,0.00,平仓价,7,2024-07-15 00:00:00,1,0,2024-07-17 03:05:17,0,2024-07-17 03:05:17,,,
2024-07-15,动力煤4500,曹妃甸港,中国北方,4500.00,0.85,24.00,25.00,,649.00,0.00,平仓价,8,2024-07-15 00:00:00,1,0,2024-07-17 03:05:17,0,2024-07-17 03:05:17,,,
2024-07-12,动力煤5800,曹妃甸港,中国北方,5800.00,0.85,20.00,25.00,,896.00,0.00,平仓价,9,2024-07-12 00:00:00,1,0,2024-07-17 03:05:17,0,2024-07-17 03:05:17,,,
2024-07-12,动力煤5500,曹妃甸港,中国北方,5500.00,0.85,22.00,25.00,,850.00,0.00,平仓价,10,2024-07-12 00:00:00,1,0,2024-07-17 03:05:17,0,2024-07-17 03:05:17,,,
2024-07-12,动力煤5000,曹妃甸港,中国北方,5000.00,0.85,24.00,25.00,,749.00,0.00,平仓价,11,2024-07-12 00:00:00,1,0,2024-07-17 03:05:17,0,2024-07-17 03:05:17,,,
2024-07-12,动力煤4500,曹妃甸港,中国北方,4500.00,0.85,24.00,25.00,,649.00,0.00,平仓价,12,2024-07-12 00:00:00,1,0,2024-07-17 03:05:17,0,2024-07-17 03:05:17,,,
2024-07-11,动力煤5800,曹妃甸港,中国北方,5800.00,0.85,20.00,25.00,,896.00,0.00,平仓价,13,2024-07-11 00:00:00,1,0,2024-07-17 03:05:17,0,2024-07-17 03:05:17,,,
2024-07-11,动力煤5500,曹妃甸港,中国北方,5500.00,0.85,22.00,25.00,,850.00,0.00,平仓价,14,2024-07-11 00:00:00,1,0,2024-07-17 03:05:17,0,2024-07-17 03:05:17,,,
2024-07-11,动力煤5000,曹妃甸港,中国北方,5000.00,0.85,24.00,25.00,,749.00,0.00,平仓价,15,2024-07-11 00:00:00,1,0,2024-07-17 03:05:17,0,2024-07-17 03:05:17,,,
2024-07-11,动力煤4500,曹妃甸港,中国北方,4500.00,0.85,24.00,25.00,,649.00,1.00,平仓价,16,2024-07-11 00:00:00,1,0,2024-07-17 03:05:17,0,2024-07-17 03:05:17,,,
2024-07-10,动力煤5800,曹妃甸港,中国北方,5800.00,0.85,20.00,25.00,,896.00,3.00,平仓价,17,2024-07-10 00:00:00,1,0,2024-07-17 03:05:17,0,2024-07-17 03:05:17,,,
2024-07-10,动力煤5500,曹妃甸港,中国北方,5500.00,0.85,22.00,25.00,,850.00,3.00,平仓价,18,2024-07-10 00:00:00,1,0,2024-07-17 03:05:17,0,2024-07-17 03:05:17,,,
2024-07-10,动力煤5000,曹妃甸港,中国北方,5000.00,0.85,24.00,25.00,,749.00,2.00,平仓价,19,2024-07-10 00:00:00,1,0,2024-07-17 03:05:17,0,2024-07-17 03:05:17,,,
2024-07-10,动力煤4500,曹妃甸港,中国北方,4500.00,0.85,24.00,25.00,,648.00,1.00,平仓价,20,2024-07-10 00:00:00,1,0,2024-07-17 03:05:17,0,2024-07-17 03:05:17,,,
2024-07-09,动力煤5800,曹妃甸港,中国北方,5800.00,0.85,20.00,25.00,,893.00,3.00,平仓价,21,2024-07-09 00:00:00,1,0,2024-07-17 03:05:17,0,2024-07-17 03:05:17,,,
2024-07-09,动力煤5500,曹妃甸港,中国北方,5500.00,0.85,22.00,25.00,,847.00,3.00,平仓价,22,2024-07-09 00:00:00,1,0,2024-07-17 03:05:17,0,2024-07-17 03:05:17,,,
2024-07-09,动力煤5000,曹妃甸港,中国北方,5000.00,0.85,24.00,25.00,,747.00,5.00,平仓价,23,2024-07-09 00:00:00,1,0,2024-07-17 03:05:17,0,2024-07-17 03:05:17,,,
2024-07-09,动力煤4500,曹妃甸港,中国北方,4500.00,0.85,24.00,25.00,,647.00,4.00,平仓价,24,2024-07-09 00:00:00,1,0,2024-07-17 03:05:17,0,2024-07-17 03:05:17,,,
2024-07-08,动力煤5800,曹妃甸港,中国北方,5800.00,0.85,20.00,25.00,,890.00,1.00,平仓价,25,2024-07-08 00:00:00,1,0,2024-07-17 03:05:17,0,2024-07-17 03:05:17,,,
2024-07-08,动力煤5500,曹妃甸港,中国北方,5500.00,0.85,22.00,25.00,,844.00,1.00,平仓价,26,2024-07-08 00:00:00,1,0,2024-07-17 03:05:17,0,2024-07-17 03:05:17,,,
2024-07-08,动力煤5000,曹妃甸港,中国北方,5000.00,0.85,24.00,25.00,,742.00,2.00,平仓价,27,2024-07-08 00:00:00,1,0,2024-07-17 03:05:17,0,2024-07-17 03:05:17,,,
2024-07-08,动力煤4500,曹妃甸港,中国北方,4500.00,0.85,24.00,25.00,,643.00,2.00,平仓价,28,2024-07-08 00:00:00,1,0,2024-07-17 03:05:17,0,2024-07-17 03:05:17,,,
2024-07-05,动力煤5800,曹妃甸港,中国北方,5800.00,0.85,20.00,25.00,,889.00,0.00,平仓价,29,2024-07-05 00:00:00,1,0,2024-07-17 03:05:17,0,2024-07-17 03:05:17,,,
2024-07-05,动力煤5500,曹妃甸港,中国北方,5500.00,0.85,22.00,25.00,,843.00,0.00,平仓价,30,2024-07-05 00:00:00,1,0,2024-07-17 03:05:17,0,2024-07-17 03:05:17,,,
