时间,海关,当月数量(吨),数量环比(%),累计数量(吨),当月金额(千美元),累计金额(千美元),_ID,_DATA_TIME,_ACTIVE,_CREATE_ID,_CREATE_TIME,_UPDATE_ID,_UPDATE_TIME,_REMARK,_CHANGE_LOG,_RESERVE
2020-07,广州海关,316.50,124.42,575.20,89.10,152.40,1,2020-07-31 00:00:00,1,0,2024-07-20 15:03:35,0,2024-07-20 15:03:35,,,
2020-07,杭州海关,390.60,1425.01,652.40,117.00,946.20,2,2020-07-31 00:00:00,1,0,2024-07-20 15:03:35,0,2024-07-20 15:03:35,,,
2020-07,昆明海关,3220.80,-78.37,85641.60,249.70,23122.40,3,2020-07-31 00:00:00,1,0,2024-07-20 15:03:35,0,2024-07-20 15:03:35,,,
2020-07,南京海关,60063.00,49.41,573051.90,8057.40,93667.10,4,2020-07-31 00:00:00,1,0,2024-07-20 15:03:35,0,2024-07-20 15:03:35,,,
2020-07,青岛海关,48000.00,-64.90,1178513.20,5661.10,246051.20,5,2020-07-31 00:00:00,1,0,2024-07-20 15:03:35,0,2024-07-20 15:03:35,,,
2020-07,上海海关,0.10,-99.75,114.40,0.10,26.60,6,2020-07-31 00:00:00,1,0,2024-07-20 15:03:35,0,2024-07-20 15:03:35,,,
2020-07,深圳海关,4.20,-47.65,12.20,2.00,5.20,7,2020-07-31 00:00:00,1,0,2024-07-20 15:03:35,0,2024-07-20 15:03:35,,,
2020-07,石家庄海关,103500.00,-17.40,714917.70,9430.80,103061.90,8,2020-07-31 00:00:00,1,0,2024-07-20 15:03:35,0,2024-07-20 15:03:35,,,
2020-07,天津海关,245455.90,37.98,1879537.00,22920.20,280404.50,9,2020-07-31 00:00:00,1,0,2024-07-20 15:03:35,0,2024-07-20 15:03:35,,,
2020-07,厦门海关,35696.00,55.73,151312.00,5722.70,25354.40,10,2020-07-31 00:00:00,1,0,2024-07-20 15:03:35,0,2024-07-20 15:03:35,,,
2020-06,大连海关,30.00,-84.75,226.70,3.00,44.10,11,2020-06-30 00:00:00,1,0,2024-07-20 15:03:35,0,2024-07-20 15:03:35,,,
2020-06,广州海关,141.00,86.15,258.70,38.30,63.30,12,2020-06-30 00:00:00,1,0,2024-07-20 15:03:35,0,2024-07-20 15:03:35,,,
2020-06,呼和浩特海关,185.00,4525.75,353.70,30.00,59.00,13,2020-06-30 00:00:00,1,0,2024-07-20 15:03:35,0,2024-07-20 15:03:35,,,
2020-06,济南海关,187.70,-50.93,4822.20,56.30,1181.40,14,2020-06-30 00:00:00,1,0,2024-07-20 15:03:35,0,2024-07-20 15:03:35,,,
2020-06,昆明海关,14891.40,-16.22,82420.70,3483.50,22872.60,15,2020-06-30 00:00:00,1,0,2024-07-20 15:03:35,0,2024-07-20 15:03:35,,,
2020-06,南京海关,40200.70,-48.76,512988.90,4840.10,85609.70,16,2020-06-30 00:00:00,1,0,2024-07-20 15:03:35,0,2024-07-20 15:03:35,,,
2020-06,南宁海关,1331.30,53.97,7635.00,305.70,1764.90,17,2020-06-30 00:00:00,1,0,2024-07-20 15:03:35,0,2024-07-20 15:03:35,,,
2020-06,宁波海关,18.60,1764.00,18.60,9.90,9.90,18,2020-06-30 00:00:00,1,0,2024-07-20 15:03:35,0,2024-07-20 15:03:35,,,
2020-06,青岛海关,136754.10,-15.56,1130513.20,27893.10,240390.10,19,2020-06-30 00:00:00,1,0,2024-07-20 15:03:35,0,2024-07-20 15:03:35,,,
2020-06,石家庄海关,125306.00,120.87,611417.70,15935.70,93631.20,20,2020-06-30 00:00:00,1,0,2024-07-20 15:03:35,0,2024-07-20 15:03:35,,,
2020-06,天津海关,177897.00,36.22,1634081.10,36768.70,257484.30,21,2020-06-30 00:00:00,1,0,2024-07-20 15:03:35,0,2024-07-20 15:03:35,,,
2020-06,乌鲁木齐海关,4010.70,247.66,23920.80,963.80,5477.40,22,2020-06-30 00:00:00,1,0,2024-07-20 15:03:35,0,2024-07-20 15:03:35,,,
2020-06,西安海关,1711.80,-97.41,92247.20,282.40,13824.90,23,2020-06-30 00:00:00,1,0,2024-07-20 15:03:35,0,2024-07-20 15:03:35,,,
2020-06,厦门海关,22921.90,15919.21,115616.00,3644.00,19631.80,24,2020-06-30 00:00:00,1,0,2024-07-20 15:03:35,0,2024-07-20 15:03:35,,,
2020-05,广州海关,75.80,760.91,117.70,16.10,25.00,25,2020-05-31 00:00:00,1,0,2024-07-20 15:03:35,0,2024-07-20 15:03:35,,,
2020-05,济南海关,382.60,-68.77,4634.50,91.80,1125.10,26,2020-05-31 00:00:00,1,0,2024-07-20 15:03:35,0,2024-07-20 15:03:35,,,
2020-05,昆明海关,17774.60,29.82,67529.40,4410.20,19389.10,27,2020-05-31 00:00:00,1,0,2024-07-20 15:03:35,0,2024-07-20 15:03:35,,,
2020-05,南京海关,78459.10,-44.88,472788.20,12047.00,80769.60,28,2020-05-31 00:00:00,1,0,2024-07-20 15:03:35,0,2024-07-20 15:03:35,,,
2020-05,南宁海关,864.70,55.71,6303.70,199.10,1459.30,29,2020-05-31 00:00:00,1,0,2024-07-20 15:03:35,0,2024-07-20 15:03:35,,,
2020-05,青岛海关,161961.60,-22.59,993759.10,38608.50,212497.00,30,2020-05-31 00:00:00,1,0,2024-07-20 15:03:35,0,2024-07-20 15:03:35,,,
2020-05,上海海关,40.50,-36.02,114.30,12.50,26.50,31,2020-05-31 00:00:00,1,0,2024-07-20 15:03:39,0,2024-07-20 15:03:39,,,
2020-05,石家庄海关,56732.00,-56.92,486111.70,9173.40,77695.40,32,2020-05-31 00:00:00,1,0,2024-07-20 15:03:39,0,2024-07-20 15:03:39,,,
2020-05,天津海关,130592.80,-13.64,1456184.10,25042.90,220715.60,33,2020-05-31 00:00:00,1,0,2024-07-20 15:03:39,0,2024-07-20 15:03:39,,,
2020-05,乌鲁木齐海关,1153.60,-68.60,19910.10,277.30,4513.60,34,2020-05-31 00:00:00,1,0,2024-07-20 15:03:39,0,2024-07-20 15:03:39,,,
2020-05,西安海关,66113.70,1746.91,90535.40,9277.50,13542.40,35,2020-05-31 00:00:00,1,0,2024-07-20 15:03:39,0,2024-07-20 15:03:39,,,
2020-05,厦门海关,143.10,-99.55,92694.10,22.90,15987.80,36,2020-05-31 00:00:00,1,0,2024-07-20 15:03:39,0,2024-07-20 15:03:39,,,
2020-04,长沙海关,33.00,229.60,33.00,11.70,11.70,37,2020-04-30 00:00:00,1,0,2024-07-20 15:03:39,0,2024-07-20 15:03:39,,,
2020-04,广州海关,8.80,-57.26,41.90,1.90,8.90,38,2020-04-30 00:00:00,1,0,2024-07-20 15:03:39,0,2024-07-20 15:03:39,,,
2020-04,杭州海关,25.60,-85.95,261.80,118.20,829.20,39,2020-04-30 00:00:00,1,0,2024-07-20 15:03:39,0,2024-07-20 15:03:39,,,
